sequence,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFCbBTcBeiBXgBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFygBzcBOkBfqB0q?BlrB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFqfBmbBzcB0gB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFGbB/hBaiBzfBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFVhBaiBUgBfqBTr?BGqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFmcBKkBzfBFhBcq?B3rB,v115@6gC8GeC8GeC8FeF8AeG8JeZ/IvhFWgBicBzhBXgBUm?BFqB,v115@6gC8GeC8GeC8FeF8AeG8JeT6IvhF/gBRcBOmB8mBik?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jel6IvhFRcBKkBXgBmhBcq?BTrB,v115@6gC8GeC8GeC8FeF8AeG8JeR8IvhF/kBFgBmhBcqBTr?BipB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBckBTgB2mB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhFTfB/lBFhB8mBim?BmpB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBXhB8mBTkB2q?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jex6IvhF8gBzcB2kBlmB3k?BiqB,v115@6gC8GeC8GeC8FeF8AeG8JecAJvhF2hBTfBRmBikB3m?BFqB,v115@6gC8GeC8GeC8FeF8AeG8Jei6IvhFRcBFgB2mBTkBcq?B3rB
JOSIZLT,O,O,X,X,O,X,X,X,O,O,X,O,X,X,X,O
JOSLTIZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O
JOSLZTI,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X
JOSLZIT,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X
JOSZTIL,O,O,X,X,O,X,X,X,X,O,X,O,O,X,X,O
JOSZTLI,O,O,X,X,O,X,X,X,X,O,X,O,O,X,X,O
JOSZITL,O,O,X,X,O,X,X,X,X,O,X,O,O,X,X,O
JOSZILT,O,O,X,X,O,X,X,X,O,O,X,O,O,X,X,O
JOSZLTI,O,O,X,X,X,X,X,X,O,O,X,O,O,X,X,X
JOSZLIT,O,O,X,X,O,X,X,X,O,O,X,O,O,X,X,O
JOZTILS,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
JOZTISL,O,X,X,X,X,X,O,X,X,O,O,O,X,X,X,O
JOZTLIS,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
JOZTLSI,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
JOZTSIL,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O
JOZTSLI,O,X,X,X,X,X,O,X,X,O,O,O,O,X,X,O
JOZITLS,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
JOZITSL,O,X,X,X,X,X,O,X,X,O,X,O,X,X,X,O
JOZILTS,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
JOZILST,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
JOZISTL,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
JOZISLT,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
JOZLTIS,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
JOZLTSI,O,X,X,X,X,X,O,X,O,X,X,X,O,X,X,O
JOZLITS,O,X,X,X,X,X,O,X,O,X,O,X,O,X,X,O
JOZLIST,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
JOZLSTI,O,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X
JOZLSIT,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
JOZSTIL,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
JOZSTLI,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
JOZSITL,O,X,X,X,X,X,X,X,X,O,X,O,O,X,X,O
JOZSILT,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
JOZSLTI,O,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X
JOZSLIT,O,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O
STILJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STILJOZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STILZJO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STILZOJ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STILOJZ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STILOZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJLOZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJZOL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
STIJOLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
STIZLJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIZLOJ,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIZJLO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STIZJOL,O,O,O,O,X,O,O,O,X,X,X,X,X,X,O,X
STIZOLJ,O,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
STIZOJL,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
STIOLJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIOLZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STIOJLZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STIOJZL,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
STIOZLJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STIOZJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STLIJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLIJOZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLIZJO,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLIZOJ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLIOJZ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLIOZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STLJIOZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLJZIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLJZOI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLJOZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZIOJ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZJOI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZOIJ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLZOJI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLOIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLOJZI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLOZIJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STLOZJI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STJILZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJILOZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STJIZOL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIOLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STJLIZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJLZOI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJLOZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
STJZILO,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
STJZIOL,O,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X
STJZLIO,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X
STJZLOI,O,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X
STJZOIL,O,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X
STJZOLI,O,O,O,X,X,O,X,O,X,O,O,O,X,X,X,X
STJOILZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,O,X,X,X,O,O,O,X,X,X,X
STJOLIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X
STJOZLI,O,O,O,X,X,O,X,X,X,O,O,O,X,X,X,X
STZILJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZILOJ,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZIJLO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZIJOL,O,O,O,O,X,O,O,O,X,O,X,O,X,X,O,X
STZIOLJ,O,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X
STZIOJL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X
STZLIJO,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZLIOJ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X
STZLJIO,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X
STZLJOI,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STZLOIJ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X
STZLOJI,O,O,O,O,X,O,X,O,X,O,O,X,X,O,X,X
STZJILO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STZJIOL,O,O,O,O,X,O,O,O,X,O,X,O,X,X,X,X
STZJLIO,O,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
STZJLOI,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,X
STZJOIL,O,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X
STZJOLI,O,O,O,O,X,O,O,O,X,O,O,O,X,X,X,X
STZOILJ,O,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
STZOIJL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X
STZOLIJ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,X,X
STZOLJI,O,O,O,O,O,O,O,O,X,O,O,X,X,O,X,X
STZOJIL,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X
STZOJLI,O,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X
STOILJZ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOILZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOIJLZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOIJZL,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
STOIZLJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STOIZJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X
STOLIJZ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOLIZJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
STOLJIZ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOLJZI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOLZIJ,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOLZJI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X
STOJILZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,X
STOJLIZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
STOJZLI,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
STOZILJ,O,O,O,O,O,X,X,O,X,X,O,X,X,O,X,X
STOZIJL,O,O,O,O,O,O,X,X,X,O,X,X,X,X,O,X
STOZLIJ,O,O,O,O,O,O,X,O,X,X,O,X,X,O,X,X
STOZLJI,O,O,O,O,O,O,X,O,X,O,O,X,X,O,X,X
STOZJIL,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X
STOZJLI,O,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X
SITLJZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLJOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLZJO,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLZOJ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITLOJZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJLOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJZOL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SITJOLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SITZLJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZLOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZJLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SITZJOL,O,O,O,O,X,O,O,X,X,X,X,X,X,X,O,X
SITZOLJ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SITZOJL,O,O,O,O,O,O,O,X,X,X,X,X,X,X,O,X
SITOLJZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SITOJZL,O,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X
SITOZLJ,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
SITOZJL,O,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X
SILTJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTZJO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTZOJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SILTOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILTOZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILJOTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZTJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOZTJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTLOZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTZOL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIJTOLZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIJLTZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZTO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLZOT,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,X,X,X,O,X,O,X,X,O,X
SIJZLTO,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIJZOTL,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJZOLT,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIJOTLZ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIJOLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIJOZTL,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIJOZLT,O,O,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIZTLJO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,O,O,O,X,O,O,X,X,O,X,O,X,X,O,X
SIZTOLJ,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZTOJL,O,O,O,O,O,O,O,X,X,O,X,X,X,X,O,X
SIZLTJO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
SIZJTLO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,O,O,O,X,X,X,X,X,O,X,O,X,X,O,X
SIZJLTO,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZJOLT,O,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SIZOTLJ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
SIZOLTJ,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIZOJTL,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZOJLT,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZTJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOJLTZ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOJZTL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOJZLT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOZJLT,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SLTIJZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIJOZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZJO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTJIZO,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X
SLTJZIO,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X
SLTJZOI,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
SLTJOIZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTJOZI,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
SLTZIJO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SLTZJIO,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
SLTZJOI,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SLTZOIJ,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X
SLTZOJI,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X,X
SLTOIJZ,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTOJIZ,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X
SLTOJZI,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X
SLTOZIJ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X,X
SLTOZJI,X,O,O,X,O,O,X,O,O,X,X,X,X,O,X,X
SLITJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITZJO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITZOJ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
SLITOJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLITOZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJZTO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJZOT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIJOTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIJOZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIZTJO,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIZJTO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIZJOT,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
SLIZOTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIZOJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIOJZT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIOZTJ,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X
SLJTIZO,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
SLJTZIO,X,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X
SLJTZOI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
SLJTOIZ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SLJTOZI,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
