sequence,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcB3fBGhBllBUq?BTrB,v115@6gC8FeD8FeE8EeF8DeD8Jem6IvhFRcBTfB3gBcmBFq?BSwB,v115@6gC8FeD8FeE8EeF8DeD8Je06IvhFlbB3cB2kBSqBTm?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhF/kBUgBFhB+rBim?BTqB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFKgBRcBFhB0kB+r?B3qB,v115@6gC8FeD8FeE8EeF8DeD8JeK/IvhFzaBRcBGhB/rBFq?B0qB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFuhBRgB0kBllBTr?B3qB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFTfB/lBFhB+rBim?BUqB,v115@6gC8FeD8FeE8EeF8DeD8Jex6IvhFuhBifBfqBllBTr?B8qB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhF/gBUcBumBlkByq?BxvB,v115@6gC8FeD8FeE8EeF8DeD8Jei6IvhFRcBFgB0kBGmB3q?BTrB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFxgB3hBlkBcqBml?BSwB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhF/kBThB0lBFlBSw?BmpB,v115@6gC8FeD8FeE8EeF8DeD8JeT6IvhFibBUhBxkBFqBXr?BurB,v115@6gC8FeD8FeE8EeF8DeD8JeR8IvhFTfB0gBFqBXrB6r?BmpB
LITZSOJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
LITZOJS,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LITZOSJ,X,O,X,X,X,O,X,X,X,O,X,O,X,X,X
LITOJSZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LITOJZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LITOSJZ,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X
LITOSZJ,X,X,O,X,X,O,X,X,X,O,X,O,O,O,X
LITOZJS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LITOZSJ,X,O,O,X,X,O,X,X,X,O,X,O,O,X,X
LIJTSZO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LIJTSOZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LIJTZSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJTZOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJTOSZ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LIJTOZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LIJSTOZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LIJSZTO,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
LIJSZOT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LIJSOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJZTOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJZSTO,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X
LIJZSOT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJZOST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIJOTZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIJOSZT,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIJOZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZST,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LISTJZO,X,X,O,X,X,O,X,X,X,O,X,X,X,X,O
LISTJOZ,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
LISTZJO,O,O,O,X,X,O,X,X,X,O,X,X,X,X,O
LISTZOJ,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O
LISTOJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LISTOZJ,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O
LISJTZO,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LISJTOZ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X
LISJZTO,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X
LISJZOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LISJOTZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LISJOZT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X
LISZTOJ,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X
LISZJTO,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X
LISZJOT,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
LISZOTJ,O,O,X,X,X,X,X,X,X,O,O,X,O,X,X
LISZOJT,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X
LISOTJZ,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LISOTZJ,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X
LISOJTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LISOJZT,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LISOZTJ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LISOZJT,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIZTJSO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIZTJOS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LIZTSJO,O,O,O,X,X,O,X,X,X,O,O,X,X,X,X
LIZTSOJ,O,O,X,X,X,O,X,X,X,O,O,O,X,X,X
LIZTOJS,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LIZTOSJ,X,O,X,X,O,O,X,X,X,O,O,O,X,X,X
LIZJTSO,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,O,O,X,O,X,X,X,X,X,X,O,X,X,X
LIZJSTO,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X
LIZJSOT,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LIZJOTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZSTJO,O,O,O,X,X,O,X,X,X,O,O,X,X,O,X
LIZSTOJ,O,O,X,X,X,O,X,X,X,O,O,O,X,O,X
LIZSJTO,O,O,O,X,O,X,X,X,X,O,O,X,X,X,X
LIZSJOT,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
LIZSOTJ,O,O,X,X,O,X,X,X,X,O,O,X,O,X,X
LIZSOJT,O,O,X,X,O,O,X,X,X,X,O,X,O,X,X
LIZOTJS,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X
LIZOTSJ,O,O,O,X,O,O,X,X,X,X,O,O,O,X,X
LIZOJTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOJST,O,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LIZOSTJ,O,O,O,X,O,X,X,X,X,O,O,X,O,X,X
LIZOSJT,O,O,O,X,O,O,X,X,X,X,O,X,O,X,X
LIOTJSZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LIOTJZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X
LIOTSZJ,O,X,O,X,X,O,X,X,X,O,X,X,O,O,X
LIOTZJS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X
LIOJTSZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOJSZT,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIOJZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZST,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOSTJZ,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X
LIOSTZJ,O,X,O,X,X,O,X,X,X,O,X,X,O,X,X
LIOSJTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LIOSJZT,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIOSZTJ,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOSZJT,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIOZTJS,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LIOZJTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZJST,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOZSTJ,O,O,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOZSJT,O,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LJTISZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTISOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LJTIOZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSIZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTSZIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTSZOI,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LJTSOZI,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTZISO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LJTOIZS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTOSIZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LJTOSZI,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LJTOZIS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJITSOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJISZTO,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJISZOT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LJISOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZTSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZTOS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZSTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZSOT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJIOSZT,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LJIOZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
LJSTIZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LJSTOZI,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LJSITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSIZTO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSIZOT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LJSIOZT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSZTIO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTOI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSZITO,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
LJSZIOT,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJSZOTI,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X
LJSZOIT,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X
LJSOTIZ,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LJSOTZI,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LJSOITZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJSOIZT,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJSOZTI,X,X,O,O,O,X,X,X,O,X,X,X,O,X,X
LJSOZIT,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X
LJZTISO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LJZTSIO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTSOI,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LJZTOSI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZITSO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZITOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LJZISTO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZISOT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZIOTS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZIOST,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZSTIO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSTOI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
LJZSITO,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJZSIOT,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZSOTI,X,O,O,X,O,X,O,O,O,X,X,X,O,X,X
LJZSOIT,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
LJZOTIS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZOTSI,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZOITS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X
LJZOIST,X,O,O,X,O,X,O,O,X,X,X,X,O,X,X
LJZOSTI,X,O,O,X,O,X,O,O,O,X,X,X,O,X,X
LJZOSIT,X,O,X,X,O,X,O,O,X,X,X,X,O,X,X
LJOTISZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LJOTSZI,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
LJOTZIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOTZSI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOITSZ,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LJOISZT,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
LJOIZTS,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOIZST,X,O,O,X,X,X,X,O,X,X,X,X,O,X,X
LJOSTIZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LJOSTZI,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LJOSITZ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LJOSIZT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJOSZTI,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LJOSZIT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LJOZTIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZTSI,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZITS,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X
LJOZIST,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
LJOZSTI,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
LJOZSIT,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X
LSTIJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LSTIJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O
LSTIZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
LSTIOJZ,O,O,O,X,X,O,X,X,X,X,X,O,X,X,X
LSTIOZJ,O,X,O,X,X,O,X,X,X,X,X,O,X,O,O
LSTJIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LSTJIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSTJZIO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LSTJZOI,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LSTJOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTJOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
LSTZIJO,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
LSTZIOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
LSTZJIO,O,O,O,X,X,O,X,X,X,X,X,X,X,O,O
LSTZJOI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LSTZOIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,O,O
LSTZOJI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
LSTOIJZ,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
LSTOIZJ,O,X,X,X,X,O,X,X,X,X,X,O,O,X,O
LSTOJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTOJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
LSTOZIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
LSTOZJI,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O
LSITJZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LSITJOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSITZJO,O,O,O,X,X,O,X,X,X,X,X,X,X,X,O
LSITZOJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
LSITOJZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LSITOZJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LSIJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIJZTO,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X
LSIJZOT,O,X,O,X,O,O,X,X,X,X,O,X,X,X,X
LSIJOTZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LSIJOZT,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
LSIZTOJ,O,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LSIZJTO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X
LSIZJOT,O,O,O,X,O,O,X,X,X,X,O,X,X,X,X
LSIZOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LSIZOJT,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X
LSIOTJZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LSIOTZJ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LSIOJTZ,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X
LSIOJZT,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSIOZTJ,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LSIOZJT,O,O,O,O,X,O,X,X,X,X,X,X,O,X,X
LSJTIZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJTIOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJTZIO,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJTZOI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LSJTOIZ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJTOZI,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LSJITZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJITOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJIZTO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJIZOT,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSJIOTZ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LSJIOZT,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LSJZTIO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJZTOI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJZITO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
LSJZOTI,O,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LSJZOIT,O,X,X,X,X,O,X,X,X,X,O,X,O,X,X
LSJOTIZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJOTZI,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LSJOITZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJOIZT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LSJOZTI,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LSJOZIT,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X
LSZTIJO,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X
LSZTIOJ,O,O,X,X,X,O,X,X,X,X,O,O,X,O,X
LSZTJIO,O,O,O,O,X,O,X,X,X,X,O,X,X,O,X
LSZTJOI,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X
LSZTOIJ,O,O,X,X,X,O,X,X,X,X,O,O,O,O,X
LSZTOJI,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LSZITJO,O,O,X,O,X,O,X,X,X,X,O,X,X,O,X
LSZITOJ,O,O,X,X,X,O,X,X,X,X,O,O,X,O,X
LSZIJTO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LSZIJOT,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
LSZIOTJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LSZIOJT,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X
LSZJTIO,O,O,O,O,X,X,X,X,X,X,O,X,X,O,X
LSZJTOI,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZJITO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X
LSZJIOT,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,O,X,X,X,O,X,X
LSZJOIT,O,O,X,X,X,O,X,X,X,X,O,X,O,X,X
LSZOTIJ,O,O,X,O,X,X,X,X,X,X,O,X,O,O,X
LSZOTJI,O,O,X,O,X,X,X,X,O,X,O,X,O,X,X
LSZOITJ,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X
LSZOIJT,O,O,X,O,O,O,X,X,X,X,O,X,O,X,X
LSZOJTI,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LSZOJIT,O,O,X,O,X,O,X,X,X,X,O,X,O,X,X
LSOTIJZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSOTIZJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O
LSOTJIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSOTJZI,O,O,O,X,X,O,X,X,O,X,X,X,X,X,O
LSOTZIJ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,O
LSOTZJI,O,O,X,X,X,O,X,X,O,X,X,X,O,X,O
LSOITJZ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X
LSOIJTZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSOIJZT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LSOIZTJ,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LSOIZJT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LSOJTIZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSOJTZI,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
LSOJITZ,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LSOJIZT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LSOJZTI,O,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LSOJZIT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LSOZTIJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LSOZTJI,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LSOZITJ,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X
LSOZIJT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LSOZJTI,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X
LSOZJIT,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X
LZTIJSO,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LZTIJOS,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X
LZTISJO,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X
