sequence,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcB5jB?FiB8nB6rBmsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?UiBGjB6rBVyB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBldB?5jBUiBeoB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcB0dB?6jBxmBVtBurB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?8nB+oBlmBCsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFXcBxdB?FiB8nB+oB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhF5jBFhB?XiB8nB6rBmsB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFxdBFhB?XiB8nB+oB6rB,v115@1gB8HeA8GeD8FeE8AeA8CeE8AeD8JeT6IvhFxcBFhB?0iB6oBurBXtB
SIJZOTL,X,X,O,X,O,O,X,X,X
SIJZOLT,X,X,O,X,O,O,X,X,X
SIJOTLZ,X,X,O,O,O,X,X,X,X
SIJOTZL,X,X,O,O,O,O,X,X,X
SIJOLTZ,X,X,O,X,O,X,X,X,X
SIJOLZT,X,X,O,X,O,O,X,X,X
SIJOZTL,X,X,O,X,O,O,X,X,X
SIJOZLT,X,X,O,X,O,O,X,X,X
SIZTLJO,X,X,X,O,X,X,X,X,X
SIZTLOJ,X,O,X,O,X,X,O,X,X
SIZTJLO,X,O,X,O,X,X,X,X,X
SIZTJOL,X,O,X,O,X,X,O,X,X
SIZTOLJ,X,O,X,O,X,X,O,X,X
SIZTOJL,X,O,X,O,X,X,O,X,X
SIZLTJO,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,O,X,X
SIZLJTO,O,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,X,X,X,X,X,X
SIZLOTJ,O,O,X,X,X,X,O,X,X
SIZLOJT,O,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,X,X,X,X,X,X
SIZJTOL,X,X,O,X,X,X,O,X,X
SIZJLTO,X,X,O,X,X,X,X,X,X
SIZJLOT,X,X,O,X,X,X,X,X,X
SIZJOTL,X,O,O,X,X,X,O,X,X
SIZJOLT,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,O,X,O,X,X,O,X,X
SIZOTJL,X,O,X,O,X,X,O,X,X
SIZOLTJ,O,O,X,X,X,X,O,X,X
SIZOLJT,O,X,X,X,X,X,X,X,X
SIZOJTL,X,O,O,X,X,X,O,X,X
SIZOJLT,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,O,X,X,X,X,X
SIOTJLZ,X,O,O,O,O,X,X,X,X
SIOTJZL,X,O,O,O,O,X,X,X,X
SIOTZLJ,X,O,X,O,X,X,O,X,X
SIOTZJL,X,O,X,O,X,X,O,X,X
SIOLTJZ,X,X,O,O,X,X,X,X,X
SIOLTZJ,O,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,O,X,X,X,X,X,X
SIOLJZT,O,X,O,X,X,X,X,X,X
SIOLZTJ,O,X,X,X,X,X,X,X,X
SIOLZJT,O,X,O,X,X,X,X,X,X
SIOJTLZ,X,X,O,O,O,X,X,X,X
SIOJTZL,X,X,O,O,O,O,X,X,X
SIOJLTZ,X,X,O,X,O,X,X,X,X
SIOJLZT,X,X,O,X,O,O,X,X,X
SIOJZTL,X,X,O,X,O,O,X,X,X
SIOJZLT,X,X,O,X,O,O,X,X,X
SIOZTLJ,X,O,X,O,X,X,O,X,X
SIOZTJL,X,O,X,O,X,X,O,X,X
SIOZLTJ,O,O,X,X,X,X,O,X,X
SIOZLJT,O,X,X,X,X,X,X,X,X
SIOZJTL,X,O,O,X,X,X,O,X,X
SIOZJLT,X,X,O,X,X,X,X,X,X
SLTIJZO,X,O,O,O,X,X,X,X,X
SLTIJOZ,X,O,O,O,X,X,X,X,X
SLTIZJO,O,O,X,O,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,X,X,X
SLTIOJZ,X,O,O,O,X,X,X,X,X
SLTIOZJ,O,O,X,O,X,X,X,X,X
SLTJIZO,X,O,O,O,X,X,X,X,X
SLTJIOZ,X,O,O,O,O,O,X,X,X
SLTJZIO,O,O,O,X,O,O,X,X,X
SLTJZOI,O,O,O,O,O,O,X,X,X
SLTJOIZ,X,O,O,O,O,O,X,X,X
SLTJOZI,O,O,O,O,O,O,X,X,X
SLTZIJO,O,O,X,O,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,O,X,X
SLTZJIO,O,O,O,X,X,X,X,X,X
SLTZJOI,O,O,O,O,X,X,X,X,X
SLTZOIJ,O,O,X,O,X,X,O,X,X
SLTZOJI,O,O,O,O,X,X,X,X,X
SLTOIJZ,X,O,O,O,X,X,X,X,X
SLTOIZJ,O,O,X,O,X,X,X,X,X
SLTOJIZ,X,O,O,O,O,O,X,X,X
SLTOJZI,O,O,O,O,O,O,X,X,X
SLTOZIJ,O,O,X,O,X,X,O,X,X
SLTOZJI,O,O,O,O,X,X,X,X,X
SLITJZO,X,O,O,O,X,X,X,X,X
SLITJOZ,X,O,O,O,X,X,X,X,X
SLITZJO,O,O,X,O,X,X,X,X,X
SLITZOJ,O,O,X,O,X,X,X,X,X
SLITOJZ,X,O,O,O,X,X,X,X,X
SLITOZJ,O,O,X,O,X,X,X,X,X
SLIJTZO,X,X,O,X,X,X,X,X,X
SLIJTOZ,X,X,O,X,X,O,X,X,X
SLIJZTO,O,X,O,X,X,O,X,X,X
SLIJZOT,O,X,O,X,X,O,X,X,X
SLIJOTZ,X,X,O,X,X,O,X,X,X
SLIJOZT,O,X,O,X,X,O,X,X,X
SLIZTJO,O,O,X,X,X,X,X,X,X
SLIZTOJ,O,O,X,X,X,X,X,X,X
SLIZJTO,O,X,O,X,X,X,X,X,X
SLIZJOT,O,O,O,X,X,X,X,X,X
SLIZOTJ,O,O,X,X,X,X,X,X,X
SLIZOJT,O,O,O,X,X,X,X,X,X
SLIOTJZ,X,O,O,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,X,X,X,X
SLIOJTZ,X,X,O,X,X,O,X,X,X
SLIOJZT,O,X,O,X,X,O,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X,X
SLIOZJT,O,O,O,X,X,X,X,X,X
SLJTIZO,X,O,O,X,X,X,X,X,X
SLJTIOZ,X,O,O,X,O,O,X,X,X
SLJTZIO,O,O,O,X,O,O,X,X,O
SLJTZOI,O,O,O,X,O,O,X,X,O
SLJTOIZ,X,O,O,X,O,O,X,X,X
SLJTOZI,O,O,O,X,O,O,X,X,O
SLJITZO,X,X,O,X,X,X,X,X,X
SLJITOZ,X,X,O,X,X,O,X,X,X
SLJIZTO,O,X,O,X,X,O,X,X,X
SLJIZOT,O,X,O,X,X,O,X,X,X
SLJIOTZ,X,X,O,X,O,O,X,X,X
SLJIOZT,O,X,O,X,O,O,X,X,X
SLJZTIO,O,O,O,X,X,O,X,X,O
SLJZTOI,O,O,O,X,X,O,X,X,O
SLJZITO,O,X,O,X,X,O,X,X,X
SLJZIOT,O,O,O,X,O,O,X,X,X
SLJZOTI,O,O,O,X,X,O,X,X,O
SLJZOIT,O,O,O,X,O,O,X,X,X
SLJOTIZ,X,O,O,X,O,O,X,X,X
SLJOTZI,O,O,O,X,O,O,X,X,O
SLJOITZ,X,X,O,X,O,O,X,X,X
SLJOIZT,O,X,O,X,O,O,X,X,X
SLJOZTI,O,O,O,X,X,O,X,X,O
SLJOZIT,O,O,O,X,O,O,X,X,X
SLZTIJO,O,O,X,X,X,X,X,X,X
SLZTIOJ,O,O,X,X,X,X,O,X,X
SLZTJIO,O,O,O,X,X,X,X,X,X
SLZTJOI,O,O,O,X,X,X,X,X,X
SLZTOIJ,O,O,X,X,X,X,O,X,X
SLZTOJI,O,O,O,X,X,X,X,X,X
SLZITJO,O,O,X,X,X,X,X,X,X
SLZITOJ,O,O,X,X,X,X,O,X,X
SLZIJTO,O,X,O,X,X,X,X,X,X
SLZIJOT,O,O,O,X,X,X,X,X,X
SLZIOTJ,O,O,X,X,X,X,O,X,X
SLZIOJT,O,O,O,X,X,X,X,X,X
SLZJTIO,O,O,O,X,X,O,X,X,X
SLZJTOI,O,O,O,X,X,O,X,X,X
SLZJITO,O,X,O,X,X,O,X,X,X
SLZJIOT,O,O,O,X,X,O,X,X,X
SLZJOTI,O,O,O,X,X,O,X,X,X
SLZJOIT,O,O,O,X,X,O,X,X,X
SLZOTIJ,O,O,X,X,X,X,O,X,X
SLZOTJI,O,O,O,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,O,X,X
SLZOIJT,O,O,O,X,X,X,X,X,X
SLZOJTI,O,O,O,X,X,O,X,X,X
SLZOJIT,O,O,O,X,X,O,X,X,X
SLOTIJZ,X,O,O,O,X,X,X,X,X
SLOTIZJ,O,O,X,O,X,X,X,X,X
SLOTJIZ,X,O,O,O,O,O,X,X,X
SLOTJZI,O,O,O,O,O,O,X,X,X
SLOTZIJ,O,O,X,O,X,X,O,X,X
SLOTZJI,O,O,O,O,X,X,X,X,X
SLOITJZ,X,O,O,O,X,X,X,X,X
SLOITZJ,O,O,X,O,X,X,X,X,X
SLOIJTZ,X,X,O,X,X,O,X,X,X
SLOIJZT,O,X,O,X,X,O,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,X,X
SLOIZJT,O,O,O,X,X,X,X,X,X
SLOJTIZ,X,O,O,X,O,O,X,X,X
SLOJTZI,O,O,O,X,O,O,X,X,O
SLOJITZ,X,X,O,X,O,O,X,X,X
SLOJIZT,O,X,O,X,O,O,X,X,X
SLOJZTI,O,O,O,X,X,O,X,X,O
SLOJZIT,O,O,O,X,O,O,X,X,X
SLOZTIJ,O,O,X,X,X,X,O,X,X
SLOZTJI,O,O,O,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,O,X,X
SLOZIJT,O,O,O,X,X,X,X,X,X
SLOZJTI,O,O,O,X,X,O,X,X,X
SLOZJIT,O,O,O,X,X,O,X,X,X
SJTILZO,X,X,O,O,X,X,X,X,X
SJTILOZ,X,O,O,O,O,X,X,X,X
SJTIZLO,X,O,O,O,O,X,X,X,O
SJTIZOL,X,O,O,O,O,X,X,X,O
SJTIOLZ,X,O,O,O,O,X,X,X,X
SJTIOZL,X,O,O,O,O,O,X,X,O
SJTLIZO,X,X,O,O,X,X,X,X,X
SJTLIOZ,X,O,O,O,O,X,X,X,X
SJTLZIO,X,O,O,X,O,X,X,X,O
SJTLZOI,X,O,O,O,O,X,X,X,O
SJTLOIZ,X,O,O,O,O,X,X,X,X
SJTLOZI,X,O,O,O,O,X,X,X,O
SJTZILO,X,O,O,X,O,O,X,O,O
SJTZIOL,X,O,O,X,O,O,O,O,O
SJTZLIO,X,O,O,X,O,O,X,O,O
SJTZLOI,X,O,O,O,O,O,X,O,O
SJTZOIL,X,O,O,X,O,O,O,O,O
SJTZOLI,X,O,O,O,O,O,X,O,O
SJTOILZ,X,O,O,O,O,X,X,X,X
SJTOIZL,X,O,O,O,O,O,X,X,O
SJTOLIZ,X,O,O,O,O,X,X,X,X
SJTOLZI,X,O,O,O,O,X,X,X,O
SJTOZIL,X,O,O,X,O,O,O,O,O
SJTOZLI,X,O,O,O,O,O,X,O,O
SJITLZO,X,X,O,O,X,X,X,X,X
SJITLOZ,X,X,O,O,O,X,X,X,X
SJITZLO,X,X,O,O,O,X,X,X,X
SJITZOL,X,X,O,O,O,X,X,X,X
SJITOLZ,X,X,O,O,O,X,X,X,X
SJITOZL,X,X,O,O,O,O,X,X,X
SJILTZO,X,X,O,X,X,X,X,X,X
SJILTOZ,X,X,O,X,X,O,X,X,X
SJILZTO,X,X,O,X,X,X,X,X,X
SJILZOT,X,X,O,X,X,O,X,X,X
SJILOTZ,X,X,O,X,O,O,X,X,X
SJILOZT,X,X,O,X,O,O,X,X,X
SJIZTLO,X,X,O,X,O,O,X,O,X
SJIZTOL,X,X,O,X,O,O,X,O,X
SJIZLTO,X,X,O,X,X,O,X,O,X
SJIZLOT,X,X,O,X,O,O,X,O,X
SJIZOTL,X,X,O,X,O,O,X,O,X
SJIZOLT,X,X,O,X,O,O,X,O,X
SJIOTLZ,X,X,O,O,O,X,X,X,X
SJIOTZL,X,X,O,O,O,O,X,X,X
SJIOLTZ,X,X,O,X,O,O,X,X,X
SJIOLZT,X,X,O,X,O,O,X,X,X
SJIOZTL,X,X,O,X,O,O,X,O,X
SJIOZLT,X,X,O,X,O,O,X,O,X
SJLTIZO,X,X,O,X,X,X,X,X,X
SJLTIOZ,X,X,O,X,O,O,X,X,X
SJLTZIO,X,X,O,X,O,O,X,X,O
SJLTZOI,X,X,O,X,O,O,X,X,O
SJLTOIZ,X,X,O,X,O,O,X,X,X
SJLTOZI,X,X,O,X,O,O,X,X,O
SJLITZO,X,X,O,X,X,X,X,X,X
SJLITOZ,X,X,O,X,X,O,X,X,X
SJLIZTO,X,X,O,X,X,O,X,X,X
SJLIZOT,X,X,O,X,X,O,X,X,X
SJLIOTZ,X,X,O,X,O,O,X,X,X
SJLIOZT,X,X,O,X,O,O,X,X,X
SJLZTIO,X,X,O,X,X,O,X,X,O
SJLZTOI,X,X,O,X,X,O,X,X,O
SJLZITO,X,X,O,X,X,O,X,X,X
SJLZIOT,X,X,O,X,O,O,X,X,X
SJLZOTI,X,X,O,X,X,O,X,X,O
SJLZOIT,X,X,O,X,O,O,X,X,X
SJLOTIZ,X,X,O,X,O,O,X,X,X
SJLOTZI,X,X,O,X,O,O,X,X,O
SJLOITZ,X,X,O,X,O,O,X,X,X
SJLOIZT,X,X,O,X,O,O,X,X,X
SJLOZTI,X,X,O,X,X,O,X,X,O
SJLOZIT,X,X,O,X,O,O,X,X,X
SJZTILO,X,O,O,X,O,O,X,O,O
SJZTIOL,X,O,O,X,O,O,O,O,O
SJZTLIO,X,O,O,X,O,O,X,O,O
SJZTLOI,X,O,O,X,O,O,X,O,O
SJZTOIL,X,O,O,X,O,O,O,O,O
SJZTOLI,X,O,O,X,O,O,X,O,O
SJZITLO,X,X,O,X,O,O,X,O,X
SJZITOL,X,X,O,X,O,O,O,O,X
SJZILTO,X,X,O,X,X,O,X,O,X
SJZILOT,X,X,O,X,O,O,X,O,X
SJZIOTL,X,O,O,X,O,O,O,O,X
SJZIOLT,X,X,O,X,O,O,X,O,X
SJZLTIO,X,X,O,X,X,O,X,O,O
SJZLTOI,X,X,O,X,X,O,X,O,O
SJZLITO,X,X,O,X,X,O,X,O,X
SJZLIOT,X,X,O,X,O,O,X,O,X
SJZLOTI,X,X,O,X,X,O,X,O,O
SJZLOIT,X,X,O,X,O,O,X,O,X
SJZOTIL,X,O,O,X,O,O,O,O,O
SJZOTLI,X,O,O,X,O,O,X,O,O
SJZOITL,X,O,O,X,O,O,O,O,X
SJZOILT,X,X,O,X,O,O,X,O,X
SJZOLTI,X,X,O,X,X,O,X,O,O
SJZOLIT,X,X,O,X,O,O,X,O,X
SJOTILZ,X,O,O,O,O,X,X,X,X
SJOTIZL,X,O,O,O,O,O,X,X,O
SJOTLIZ,X,O,O,O,O,X,X,X,X
SJOTLZI,X,O,O,O,O,X,X,X,O
SJOTZIL,X,O,O,X,O,O,O,O,O
SJOTZLI,X,O,O,O,O,O,X,O,O
SJOITLZ,X,X,O,O,O,X,X,X,X
SJOITZL,X,X,O,O,O,O,X,X,X
SJOILTZ,X,X,O,X,O,O,X,X,X
SJOILZT,X,X,O,X,O,O,X,X,X
SJOIZTL,X,X,O,X,O,O,X,O,X
SJOIZLT,X,X,O,X,O,O,X,O,X
SJOLTIZ,X,X,O,X,O,O,X,X,X
SJOLTZI,X,X,O,X,O,O,X,X,O
SJOLITZ,X,X,O,X,O,O,X,X,X
SJOLIZT,X,X,O,X,O,O,X,X,X
SJOLZTI,X,X,O,X,X,O,X,X,O
SJOLZIT,X,X,O,X,O,O,X,X,X
SJOZTIL,X,O,O,X,O,O,O,O,O
SJOZTLI,X,O,O,X,O,O,X,O,O
SJOZITL,X,O,O,X,O,O,O,O,X
SJOZILT,X,X,O,X,O,O,X,O,X
SJOZLTI,X,X,O,X,X,O,X,O,O
SJOZLIT,X,X,O,X,O,O,X,O,X
SZTILJO,X,X,X,O,X,X,X,X,X
SZTILOJ,X,O,X,O,X,X,O,X,X
SZTIJLO,X,O,X,O,X,X,X,X,X
SZTIJOL,X,O,X,O,X,X,O,X,X
SZTIOLJ,X,O,X,O,X,X,O,X,X
SZTIOJL,X,O,X,O,X,X,O,X,X
SZTLIJO,X,X,X,O,X,X,X,X,X
SZTLIOJ,X,O,X,O,X,X,O,X,X
SZTLJIO,X,O,X,X,X,X,X,X,X
SZTLJOI,X,O,X,O,X,X,X,X,X
SZTLOIJ,X,O,X,O,X,X,O,X,X
SZTLOJI,X,O,X,O,X,X,X,X,X
SZTJILO,X,O,O,X,O,X,X,X,X
SZTJIOL,X,O,O,X,O,X,O,X,X
SZTJLIO,X,O,O,X,O,X,X,X,X
SZTJLOI,X,O,O,O,O,X,X,X,X
SZTJOIL,X,O,O,X,O,X,O,X,X
SZTJOLI,X,O,O,O,O,X,X,X,X
SZTOILJ,X,O,X,O,X,X,O,X,X
SZTOIJL,X,O,X,O,X,X,O,X,X
SZTOLIJ,X,O,X,O,X,X,O,X,X
SZTOLJI,X,O,X,O,X,X,X,X,X
SZTOJIL,X,O,O,X,O,X,O,X,X
SZTOJLI,X,O,O,O,O,X,X,X,X
SZITLJO,X,X,X,O,X,X,X,X,X
SZITLOJ,X,O,X,O,X,X,O,X,X
SZITJLO,X,O,X,O,X,X,X,X,X
SZITJOL,X,O,X,O,X,X,O,X,X
SZITOLJ,X,O,X,O,X,X,O,X,X
SZITOJL,X,O,X,O,X,X,O,X,X
SZILTJO,O,X,X,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,O,X,X
SZILJTO,O,X,X,X,X,X,X,X,X
SZILJOT,O,X,X,X,X,X,X,X,X
SZILOTJ,O,O,X,X,X,X,O,X,X
SZILOJT,O,X,X,X,X,X,X,X,X
SZIJTLO,X,X,O,X,X,X,X,X,X
SZIJTOL,X,X,O,X,X,X,O,X,X
SZIJLTO,X,X,O,X,X,X,X,X,X
SZIJLOT,X,X,O,X,X,X,X,X,X
SZIJOTL,X,O,O,X,X,X,O,X,X
SZIJOLT,X,X,O,X,X,X,X,X,X
SZIOTLJ,X,O,X,O,X,X,O,X,X
SZIOTJL,X,O,X,O,X,X,O,X,X
SZIOLTJ,O,O,X,X,X,X,O,X,X
SZIOLJT,O,X,X,X,X,X,X,X,X
SZIOJTL,X,O,O,X,X,X,O,X,X
SZIOJLT,X,X,O,X,X,X,X,X,X
SZLTIJO,O,X,X,X,X,X,X,X,X
SZLTIOJ,O,O,X,X,X,X,O,X,X
SZLTJIO,O,O,X,X,X,X,X,X,X
SZLTJOI,O,O,X,X,X,X,X,X,X
SZLTOIJ,O,O,X,X,X,X,O,X,X
SZLTOJI,O,O,X,X,X,X,X,X,X
SZLITJO,O,X,X,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X,O,X,X
SZLIJTO,O,X,X,X,X,X,X,X,X
SZLIJOT,O,X,X,X,X,X,X,X,X
SZLIOTJ,O,O,X,X,X,X,O,X,X
SZLIOJT,O,X,X,X,X,X,X,X,X
SZLJTIO,O,X,O,X,X,X,X,X,X
SZLJTOI,O,X,O,X,X,X,X,X,X
SZLJITO,O,X,O,X,X,X,X,X,X
SZLJIOT,O,X,O,X,X,X,X,X,X
SZLJOTI,O,X,O,X,X,X,X,X,X
SZLJOIT,O,X,O,X,X,X,X,X,X
SZLOTIJ,O,O,X,X,X,X,O,X,X
SZLOTJI,O,O,X,X,X,X,X,X,X
SZLOITJ,O,O,X,X,X,X,O,X,X
SZLOIJT,O,X,X,X,X,X,X,X,X
SZLOJTI,O,X,O,X,X,X,X,X,X
SZLOJIT,O,X,O,X,X,X,X,X,X
SZJTILO,X,O,O,X,O,O,X,X,X
SZJTIOL,X,O,O,X,O,O,O,X,X
SZJTLIO,X,O,O,X,O,O,X,X,X
SZJTLOI,X,O,O,X,O,O,X,X,X
SZJTOIL,X,O,O,X,O,O,O,X,X
SZJTOLI,X,O,O,X,O,O,X,X,X
SZJITLO,X,X,O,X,X,O,X,X,X
SZJITOL,X,X,O,X,O,O,O,X,X
SZJILTO,X,X,O,X,X,X,X,X,X
SZJILOT,X,X,O,X,O,O,X,X,X
SZJIOTL,X,O,O,X,O,O,O,X,X
SZJIOLT,X,X,O,X,O,O,X,X,X
SZJLTIO,X,X,O,X,X,O,X,X,X
SZJLTOI,X,X,O,X,X,O,X,X,X
SZJLITO,X,X,O,X,X,X,X,X,X
SZJLIOT,X,X,O,X,O,O,X,X,X
SZJLOTI,X,X,O,X,X,O,X,X,X
SZJLOIT,X,X,O,X,O,O,X,X,X
SZJOTIL,X,O,O,X,O,O,O,X,X
SZJOTLI,X,O,O,X,O,O,X,X,X
SZJOITL,X,O,O,X,O,O,O,X,X
SZJOILT,X,X,O,X,O,O,X,X,X
SZJOLTI,X,X,O,X,X,O,X,X,X
SZJOLIT,X,X,O,X,O,O,X,X,X
SZOTILJ,X,O,X,O,X,X,O,X,X
SZOTIJL,X,O,X,O,X,X,O,X,X
SZOTLIJ,X,O,X,O,X,X,O,X,X
SZOTLJI,X,O,X,O,X,X,X,X,X
SZOTJIL,X,O,O,X,O,X,O,X,X
SZOTJLI,X,O,O,O,O,X,X,X,X
SZOITLJ,X,O,X,O,X,X,O,X,X
SZOITJL,X,O,X,O,X,X,O,X,X
SZOILTJ,O,O,X,X,X,X,O,X,X
SZOILJT,O,X,X,X,X,X,X,X,X
SZOIJTL,X,O,O,X,X,X,O,X,X
SZOIJLT,X,X,O,X,X,X,X,X,X
SZOLTIJ,O,O,X,X,X,X,O,X,X
SZOLTJI,O,O,X,X,X,X,X,X,X
SZOLITJ,O,O,X,X,X,X,O,X,X
SZOLIJT,O,X,X,X,X,X,X,X,X
SZOLJTI,O,X,O,X,X,X,X,X,X
SZOLJIT,O,X,O,X,X,X,X,X,X
SZOJTIL,X,O,O,X,O,O,O,X,X
SZOJTLI,X,O,O,X,O,O,X,X,X
SZOJITL,X,O,O,X,O,O,O,X,X
SZOJILT,X,X,O,X,O,O,X,X,X
SZOJLTI,X,X,O,X,X,O,X,X,X
SZOJLIT,X,X,O,X,O,O,X,X,X
SOTILJZ,X,X,X,O,X,X,X,X,X
SOTILZJ,X,X,X,O,X,X,X,X,X
SOTIJLZ,X,O,O,O,O,X,X,X,X
SOTIJZL,X,O,O,O,O,X,X,X,X
SOTIZLJ,X,O,X,O,X,X,O,X,X
SOTIZJL,X,O,X,O,X,X,O,X,X
SOTLIJZ,X,O,X,O,X,X,X,X,X
SOTLIZJ,X,O,X,O,X,X,X,X,X
SOTLJIZ,X,O,X,O,O,X,X,X,X
SOTLJZI,X,O,X,O,O,X,X,X,X
SOTLZIJ,X,O,X,O,X,X,O,X,X
SOTLZJI,X,O,X,O,X,X,X,X,X
SOTJILZ,X,O,O,O,O,X,X,X,X
SOTJIZL,X,O,O,O,O,O,X,X,X
SOTJLIZ,X,O,O,O,O,X,X,X,X
SOTJLZI,X,O,X,O,O,X,X,X,X
SOTJZIL,X,O,O,X,O,O,O,O,X
SOTJZLI,X,O,O,O,O,O,X,O,X
SOTZILJ,X,O,X,O,X,X,O,X,X
SOTZIJL,X,O,X,O,X,X,O,X,X
SOTZLIJ,X,O,X,O,X,X,O,X,X
SOTZLJI,X,O,X,O,X,X,X,X,X
SOTZJIL,X,O,O,X,O,X,O,X,X
SOTZJLI,X,O,O,O,O,X,X,X,X
SOITLJZ,X,X,X,O,X,X,X,X,X
SOITLZJ,X,X,X,O,X,X,X,X,X
SOITJLZ,X,O,O,O,O,X,X,X,X
SOITJZL,X,O,O,O,O,X,X,X,X
SOITZLJ,X,O,X,O,X,X,O,X,X
SOITZJL,X,O,X,O,X,X,O,X,X
SOILTJZ,X,X,O,O,X,X,X,X,X
SOILTZJ,O,X,X,O,X,X,X,X,X
SOILJTZ,X,X,O,X,X,X,X,X,X
SOILJZT,O,X,O,X,X,X,X,X,X
SOILZTJ,O,X,X,X,X,X,X,X,X
SOILZJT,O,X,O,X,X,X,X,X,X
SOIJTLZ,X,X,O,O,O,X,X,X,X
SOIJTZL,X,X,O,O,O,O,X,X,X
SOIJLTZ,X,X,O,X,O,X,X,X,X
SOIJLZT,X,X,O,X,O,O,X,X,X
SOIJZTL,X,X,O,X,O,O,X,X,X
SOIJZLT,X,X,O,X,O,O,X,X,X
SOIZTLJ,X,O,X,O,X,X,O,X,X
SOIZTJL,X,O,X,O,X,X,O,X,X
SOIZLTJ,O,O,X,X,X,X,O,X,X
SOIZLJT,O,X,X,X,X,X,X,X,X
SOIZJTL,X,O,O,X,X,X,O,X,X
SOIZJLT,X,X,O,X,X,X,X,X,X
SOLTIJZ,X,O,O,O,X,X,X,X,X
SOLTIZJ,O,O,X,O,X,X,X,X,X
SOLTJIZ,X,O,O,O,O,O,X,X,X
SOLTJZI,O,O,O,O,O,O,X,X,X
SOLTZIJ,O,O,X,O,X,X,O,X,X
SOLTZJI,O,O,O,O,X,X,X,X,X
SOLITJZ,X,O,O,O,X,X,X,X,X
SOLITZJ,O,O,X,O,X,X,X,X,X
SOLIJTZ,X,X,O,X,X,O,X,X,X
SOLIJZT,O,X,O,X,X,O,X,X,X
SOLIZTJ,O,O,X,X,X,X,X,X,X
SOLIZJT,O,O,O,X,X,X,X,X,X
SOLJTIZ,X,O,O,X,O,O,X,X,X
SOLJTZI,O,O,O,X,O,O,X,X,O
SOLJITZ,X,X,O,X,O,O,X,X,X
SOLJIZT,O,X,O,X,O,O,X,X,X
SOLJZTI,O,O,O,X,X,O,X,X,O
SOLJZIT,O,O,O,X,O,O,X,X,X
SOLZTIJ,O,O,X,X,X,X,O,X,X
SOLZTJI,O,O,O,X,X,X,X,X,X
SOLZITJ,O,O,X,X,X,X,O,X,X
SOLZIJT,O,O,O,X,X,X,X,X,X
SOLZJTI,O,O,O,X,X,O,X,X,X
SOLZJIT,O,O,O,X,X,O,X,X,X
SOJTILZ,X,O,O,O,O,X,X,X,X
SOJTIZL,X,O,O,O,O,O,X,X,O
SOJTLIZ,X,O,O,O,O,X,X,X,X
SOJTLZI,X,O,O,O,O,X,X,X,O
SOJTZIL,X,O,O,X,O,O,O,O,O
SOJTZLI,X,O,O,O,O,O,X,O,O
SOJITLZ,X,X,O,O,O,X,X,X,X
SOJITZL,X,X,O,O,O,O,X,X,X
SOJILTZ,X,X,O,X,O,O,X,X,X
SOJILZT,X,X,O,X,O,O,X,X,X
SOJIZTL,X,X,O,X,O,O,X,O,X
SOJIZLT,X,X,O,X,O,O,X,O,X
SOJLTIZ,X,X,O,X,O,O,X,X,X
SOJLTZI,X,X,O,X,O,O,X,X,O
SOJLITZ,X,X,O,X,O,O,X,X,X
SOJLIZT,X,X,O,X,O,O,X,X,X
SOJLZTI,X,X,O,X,X,O,X,X,O
SOJLZIT,X,X,O,X,O,O,X,X,X
SOJZTIL,X,O,O,X,O,O,O,O,O
SOJZTLI,X,O,O,X,O,O,X,O,O
SOJZITL,X,O,O,X,O,O,O,O,X
SOJZILT,X,X,O,X,O,O,X,O,X
SOJZLTI,X,X,O,X,X,O,X,O,O
SOJZLIT,X,X,O,X,O,O,X,O,X
SOZTILJ,X,O,X,O,X,X,O,X,X
SOZTIJL,X,O,X,O,X,X,O,X,X
SOZTLIJ,X,O,X,O,X,X,O,X,X
SOZTLJI,X,O,X,O,X,X,X,X,X
