sequence,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFxcB6jBXhBF?nB8sBmsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFxcB6jBXhBl?iBUnBetB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jei7IvhFWiBxdBzgBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBSiBTeB2?mBFoB0sB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFehBRdBCiB/?sBFoBctB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jex7IvhF6iBTeB0gBl?hB/sBOtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhFehBCdBxiBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBGeBihBU?jBFnBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jem8IvhFSjBxgB0gBF?nBXoBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jem8IvhFfjB6jBxgB0?gBFnBzsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je/AJvhFRcBThBliB2?sBctBCtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8JeT7IvhF2hBXeBcoBR?mBqsBFsB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Je2AJvhFCdBxiBzgBU?nBFoBXtB,v115@zgB8HeB8HeC8GeF8CeH8BeA8Jei7IvhFFdBzgBfnB5?nBcoBOtB
LISTZJO,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LISTZOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LISTOJZ,X,O,X,X,O,X,X,X,O,X,X,X,X,O
LISTOZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LISJTZO,X,O,X,X,O,X,X,O,X,X,X,X,X,X
LISJTOZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LISJZTO,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LISJZOT,X,O,X,X,X,X,X,O,X,X,X,O,X,X
LISJOTZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,X,X,X,O,X,X,X,O,X,X
LISZTJO,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LISZTOJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LISZJTO,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LISZJOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LISZOTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LISZOJT,O,O,X,X,X,X,X,O,X,X,X,O,X,O
LISOTJZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LISOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LISOJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LISOJZT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
LISOZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LISOZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
LIZTJSO,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTJOS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTSJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTSOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTOJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZJTSO,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LIZJTOS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LIZJSTO,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LIZJSOT,X,O,O,X,X,X,X,O,X,X,X,O,X,X
LIZJOTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LIZJOST,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LIZSTJO,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZSTOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZSJTO,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZSJOT,O,X,X,X,X,X,X,O,X,X,X,O,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZSOJT,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LIZOTJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZOJTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIZOJST,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZOSTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LIZOSJT,O,X,X,X,X,X,X,X,X,O,X,O,X,O
LIOTJSZ,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOTJZS,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LIOTSZJ,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LIOTZJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOTZSJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LIOJTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOJSTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LIOJSZT,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LIOJZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIOSTJZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LIOSTZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LIOSJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LIOSJZT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
LIOSZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LIOSZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
LIOZTJS,X,X,O,X,X,X,X,X,X,X,X,O,X,X
LIOZTSJ,X,X,O,X,X,X,X,X,X,X,X,O,X,O
LIOZJTS,X,O,O,X,X,X,X,X,X,X,X,O,X,X
LIOZJST,X,X,O,X,X,X,X,O,X,X,X,O,X,O
LIOZSTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LIOZSJT,O,X,X,X,X,X,X,O,X,O,X,O,X,O
LJTISZO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTSIOZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTSZOI,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTSOIZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTSOZI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZISO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LJTZIOS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJTZSIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LJTZSOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJTZOIS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJTZOSI,X,O,X,O,X,X,O,O,X,X,X,X,X,X
LJTOISZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTOSZI,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJTOZSI,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJITSZO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITSOZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITZSO,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITZOS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITOSZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJISTZO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJISTOZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJISZTO,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJISZOT,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJISOTZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIZTSO,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIZTOS,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIZSTO,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIZSOT,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJIOSTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJIOSZT,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LJIOZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJSTIZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJSTIOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSTZIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LJSTZOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LJSTOIZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSTOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSITZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJSITOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSIZTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJSIZOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJSIOTZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSIOZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LJSZTIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LJSZTOI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSZITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJSZIOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LJSZOTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSZOIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LJSOTIZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSOTZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSOITZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJSOIZT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LJSOZTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJSOZIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LJZTISO,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZTIOS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZTSIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LJZTSOI,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LJZTOIS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZTOSI,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJZITSO,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LJZITOS,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LJZISTO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
LJZISOT,X,O,O,O,X,O,O,O,X,X,X,O,O,X
LJZIOTS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LJZIOST,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LJZSTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
LJZSTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LJZSITO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
LJZSIOT,O,O,O,O,X,O,O,O,X,X,X,O,O,X
LJZSOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LJZSOIT,O,O,X,O,X,O,O,O,X,X,O,O,X,X
LJZOTIS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJZOTSI,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJZOITS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LJZOIST,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LJZOSTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LJZOSIT,O,O,X,O,X,O,O,O,X,X,O,O,X,O
LJOTISZ,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOTSZI,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOTZIS,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJOTZSI,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOISTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOISZT,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LJOIZTS,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOIZST,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJOSTIZ,X,O,X,O,O,O,X,X,X,O,X,X,X,O
LJOSTZI,O,O,X,O,O,O,X,X,X,O,X,X,X,X
LJOSITZ,X,O,X,O,O,O,X,X,X,O,X,X,X,O
LJOSIZT,O,O,X,O,X,O,X,O,X,O,O,X,X,O
LJOSZTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJOSZIT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LJOZTIS,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJOZTSI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
LJOZITS,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LJOZIST,X,X,O,X,X,O,O,O,X,X,X,O,X,O
LJOZSTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LJOZSIT,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LSTIJZO,X,X,X,O,O,O,X,O,O,X,X,X,X,X
LSTIJOZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X
LSTIZJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LSTIZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
LSTIOJZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LSTIOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LSTJIZO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
LSTJIOZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LSTJZIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
LSTJZOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LSTJOIZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LSTJOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSTZIJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LSTZJIO,O,X,O,O,O,O,X,O,O,X,X,X,X,X
LSTZJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
LSTZOIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LSTZOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
LSTOIJZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LSTOIZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LSTOJIZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LSTOJZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,O,O,X,O,X,O,X,X,X,X,X,O
LSTOZJI,O,X,O,O,O,O,X,O,X,X,X,X,X,X
LSITJZO,X,X,X,X,O,O,X,O,O,X,X,X,X,X
LSITJOZ,X,X,X,O,O,O,X,X,O,X,X,X,X,X
LSITZJO,O,X,X,X,X,O,X,O,O,X,X,X,X,X
LSITZOJ,O,X,X,O,X,O,X,O,X,X,X,X,X,O
LSITOJZ,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LSITOZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O
LSIJTZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LSIJTOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LSIJZTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LSIJZOT,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LSIJOTZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
LSIZTJO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LSIZTOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,O
LSIZJTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LSIZJOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
LSIZOTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LSIZOJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
LSIOTJZ,X,O,X,X,O,X,X,O,X,O,X,X,X,O
LSIOTZJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O
LSIOJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LSIOJZT,O,O,X,X,X,X,X,O,X,O,O,O,X,O
LSIOZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LSIOZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
LSJTIZO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
LSJTIOZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LSJTZIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
LSJTZOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LSJTOIZ,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LSJTOZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSJITZO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LSJITOZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LSJIZTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSJIZOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSJIOTZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LSJIOZT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LSJZTIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LSJZTOI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LSJZITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSJZIOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LSJZOTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LSJZOIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LSJOTIZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LSJOTZI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LSJOITZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LSJOIZT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LSJOZTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LSJOZIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LSZTIJO,O,X,X,O,X,O,X,O,O,X,X,O,X,X
LSZTIOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LSZTJIO,O,X,O,O,O,O,X,O,O,X,X,X,X,X
LSZTJOI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LSZTOJI,O,X,X,O,O,O,X,O,X,X,X,X,X,X
LSZITJO,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LSZITOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,O
LSZIJTO,X,O,X,O,X,O,X,O,X,X,X,O,X,X
LSZIJOT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
LSZIOTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LSZIOJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
LSZJTIO,O,O,O,O,O,O,X,O,X,X,X,X,X,X
LSZJTOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LSZJITO,X,O,O,O,X,O,X,O,X,X,X,O,X,X
LSZJIOT,O,O,O,O,X,O,X,O,X,X,X,O,X,X
LSZJOTI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LSZJOIT,O,O,X,O,X,O,X,O,X,X,X,O,X,X
LSZOTIJ,O,X,X,X,X,O,X,O,X,X,X,O,X,O
LSZOTJI,O,X,X,X,O,O,X,O,X,X,X,X,X,X
LSZOITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LSZOIJT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
LSZOJTI,O,O,X,X,O,O,X,O,X,X,X,X,X,X
LSZOJIT,O,O,X,X,X,O,X,O,X,X,X,O,X,O
LSOTIJZ,X,O,X,X,O,O,X,O,O,O,X,X,X,O
LSOTIZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LSOTJIZ,X,O,X,X,O,O,X,O,O,O,X,X,X,O
LSOTJZI,O,O,X,X,O,O,X,O,X,O,X,X,X,X
LSOTZIJ,O,X,O,X,X,O,X,O,X,O,X,X,X,O
LSOTZJI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
LSOITJZ,X,O,X,X,O,X,X,O,X,O,X,X,X,O
LSOITZJ,O,X,X,X,X,X,X,O,X,O,X,X,X,O
LSOIJTZ,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LSOIJZT,O,O,X,X,X,X,X,O,X,O,O,O,X,O
LSOIZTJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LSOIZJT,O,O,X,X,X,X,X,O,X,O,X,O,X,O
LSOJTIZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O
LSOJTZI,O,O,X,X,O,O,X,X,X,O,X,X,X,X
LSOJITZ,X,O,X,X,O,O,X,X,X,O,X,X,X,O
LSOJIZT,O,O,X,X,X,O,X,O,X,O,O,X,X,O
LSOJZTI,O,O,X,X,O,O,X,O,X,X,O,X,X,X
LSOJZIT,O,O,X,X,X,O,X,O,X,X,O,X,X,O
LSOZTIJ,O,X,O,X,X,O,X,O,X,O,X,O,X,O
LSOZTJI,O,X,O,X,O,O,X,O,X,O,X,X,X,X
LSOZITJ,O,X,X,X,X,X,X,O,X,X,X,O,X,O
LSOZIJT,O,O,X,X,X,O,X,O,X,O,X,O,X,O
LSOZJTI,O,O,O,X,O,O,X,O,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,O,X,O,X,X,X,O,X,O
LZTIJSO,X,X,O,O,X,X,O,O,X,X,X,O,O,X
LZTIJOS,X,X,O,O,X,X,O,X,X,X,X,O,O,X
LZTISJO,O,X,X,O,X,O,O,O,X,X,X,O,O,X
LZTISOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LZTIOJS,X,X,X,O,X,X,O,X,X,X,X,O,O,X
LZTIOSJ,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LZTJISO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LZTJIOS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LZTJSIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LZTJSOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LZTJOIS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LZTJOSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
LZTSIJO,O,X,X,O,X,O,O,O,X,X,X,O,O,X
LZTSIOJ,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LZTSJIO,O,X,O,O,X,O,O,O,X,X,X,X,O,X
LZTSJOI,O,X,X,O,X,O,O,O,X,X,X,X,X,X
LZTSOIJ,O,X,X,O,X,O,X,O,X,X,X,O,X,X
LZTSOJI,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LZTOIJS,X,X,O,O,X,X,O,X,X,X,X,O,O,X
LZTOISJ,X,X,O,O,X,X,X,X,X,X,X,O,X,O
LZTOJIS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LZTOJSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
LZTOSIJ,O,X,O,O,X,X,X,O,X,X,X,O,X,O
LZTOSJI,O,X,O,O,X,X,X,O,X,X,X,X,X,X
LZITJSO,X,X,O,X,X,X,O,X,X,X,X,O,O,X
LZITJOS,X,X,O,X,X,X,O,X,X,X,X,O,O,X
LZITSJO,O,X,X,X,X,O,O,X,X,X,X,O,O,X
LZITSOJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X
LZITOJS,X,X,X,X,X,X,O,X,X,X,X,O,O,X
LZITOSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LZIJTSO,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LZIJTOS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LZIJSTO,X,O,O,X,X,O,X,O,X,X,X,O,O,X
LZIJSOT,X,O,O,X,X,O,O,O,X,X,X,O,O,X
LZIJOTS,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LZIJOST,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LZISTJO,O,X,X,X,X,O,X,O,X,X,X,O,X,X
LZISTOJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LZISJTO,X,X,X,X,X,O,X,O,X,X,X,O,O,X
LZISJOT,O,X,X,X,X,O,O,O,X,X,X,O,O,X
LZISOTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LZISOJT,O,X,X,X,X,O,X,O,X,X,X,O,X,O
LZIOTJS,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LZIOTSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LZIOJTS,X,O,X,X,X,X,O,X,X,X,X,O,O,X
LZIOJST,X,X,X,X,X,X,O,X,X,X,X,O,O,O
LZIOSTJ,O,X,X,X,X,X,X,X,X,X,X,O,X,O
LZIOSJT,O,X,X,X,X,X,X,X,X,O,X,O,X,O
LZJTISO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LZJTIOS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LZJTSIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LZJTSOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LZJTOIS,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LZJTOSI,X,O,O,O,X,X,O,O,X,X,X,X,X,X
LZJITSO,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LZJITOS,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LZJISTO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
