sequence,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhFzbBuhB3fBllBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFXbBlcBUhBClBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFTbB/hBqkBllBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8JeO/IvhFlbB3cBzfBCmBUq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBuhB0kBllB3q?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Je06IvhFlbBuhB/kBylBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8Jei6IvhF3cBGgBUhBlkBTq?BxwB,v115@6gC8FeD8FeE8CeH8FeB8JeT6IvhFibBGhBlkB3lBUs?BxvB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhFTfB/lBFhBUqBWx?BirB,v115@6gC8FeD8FeE8CeH8FeB8Jex6IvhF/kBUgBFhBTqBWx?BirB
JIOTZSL,O,O,X,X,O,X,O,X,X,X
JIOLTSZ,X,O,O,O,X,O,O,X,X,X
JIOLTZS,X,O,O,X,X,O,X,X,X,X
JIOLSTZ,X,O,O,O,X,O,O,O,X,X
JIOLSZT,X,O,X,O,X,O,O,X,X,X
JIOLZTS,X,O,X,O,X,O,X,X,X,X
JIOLZST,X,O,X,O,X,O,O,X,X,X
JIOSTLZ,O,O,X,O,X,O,O,O,X,X
JIOSTZL,O,O,X,O,X,O,O,O,X,X
JIOSLTZ,O,O,O,O,X,O,O,O,X,X
JIOSLZT,O,O,X,O,X,O,O,X,X,X
JIOSZTL,O,O,X,O,X,O,X,X,X,X
JIOSZLT,O,O,X,O,X,O,O,X,X,X
JIOZTLS,O,O,X,O,O,X,X,X,X,X
JIOZTSL,O,O,X,O,O,X,X,X,X,X
JIOZLTS,X,O,X,O,O,O,X,X,X,X
JIOZLST,X,O,X,O,X,O,O,X,X,X
JIOZSTL,O,O,X,O,O,O,X,X,X,X
JIOZSLT,O,O,X,O,X,O,O,X,X,X
JLTISZO,X,O,O,O,X,O,X,X,X,X
JLTISOZ,X,O,O,O,X,X,X,X,X,X
JLTIZSO,X,O,O,O,X,X,X,X,X,X
JLTIZOS,X,X,O,O,O,X,X,X,X,X
JLTIOSZ,X,O,O,O,X,X,X,X,X,X
JLTIOZS,X,O,O,X,X,X,X,X,X,X
JLTSIZO,X,O,O,O,X,O,X,X,X,X
JLTSIOZ,O,X,O,O,X,O,X,O,X,X
JLTSZIO,X,O,O,O,X,O,X,X,X,X
JLTSZOI,O,O,X,O,O,O,X,O,X,X
JLTSOIZ,O,X,O,O,X,O,X,O,X,X
JLTSOZI,O,O,O,O,X,O,X,O,X,X
JLTZISO,X,O,O,O,X,X,X,X,X,X
JLTZIOS,X,O,O,X,O,X,X,X,X,X
JLTZSIO,X,O,O,O,O,O,X,X,X,X
JLTZSOI,X,O,X,O,O,O,X,X,X,X
JLTZOIS,X,O,O,X,O,X,X,X,X,X
JLTZOSI,X,O,O,O,O,X,X,X,X,X
JLTOISZ,X,O,O,X,X,X,X,X,X,X
JLTOIZS,X,X,O,X,X,X,X,X,X,X
JLTOSIZ,O,O,O,O,X,X,X,X,X,X
JLTOSZI,O,O,O,O,X,O,X,X,X,X
JLTOZIS,X,X,O,X,O,X,X,X,X,X
JLTOZSI,X,O,O,X,O,X,X,X,X,X
JLITSZO,O,O,O,O,O,O,X,O,X,X
JLITSOZ,O,O,O,O,X,O,X,O,X,X
JLITZSO,X,O,O,O,O,O,X,X,X,X
JLITZOS,X,O,O,O,O,X,X,X,X,X
JLITOSZ,O,O,O,O,X,O,X,X,X,X
JLITOZS,X,O,O,X,O,X,X,X,X,X
JLISTZO,O,O,O,O,X,O,X,O,X,X
JLISTOZ,O,O,O,O,X,O,X,O,X,X
JLISZTO,O,O,O,O,X,O,X,O,X,X
JLISZOT,O,O,X,O,X,O,X,X,X,X
JLISOTZ,O,O,O,O,X,O,X,O,X,X
JLISOZT,O,O,X,O,X,O,X,X,X,X
JLIZTSO,O,O,O,O,O,O,X,X,X,X
JLIZTOS,O,O,O,O,O,X,X,X,X,X
JLIZSTO,O,O,O,O,X,O,X,O,X,X
JLIZSOT,O,O,X,O,X,O,X,X,X,X
JLIZOTS,X,O,X,O,O,X,X,X,X,X
JLIZOST,X,O,X,O,X,X,X,X,X,X
JLIOTSZ,X,O,O,O,X,O,X,X,X,X
JLIOTZS,X,O,O,X,X,O,X,X,X,X
JLIOSTZ,X,O,O,O,X,O,X,O,X,X
JLIOSZT,X,O,X,O,X,O,X,X,X,X
JLIOZTS,X,O,X,O,X,O,X,X,X,X
JLIOZST,X,O,X,O,X,O,X,X,X,X
JLSTIZO,O,O,O,O,X,O,X,O,X,X
JLSTIOZ,O,X,O,O,X,O,X,O,X,X
JLSTZIO,O,O,O,O,X,O,X,X,X,X
JLSTZOI,O,O,X,O,X,O,X,O,X,X
JLSTOIZ,O,X,O,O,X,O,X,O,X,X
JLSTOZI,O,O,O,O,X,O,X,O,X,X
JLSITZO,O,O,O,O,X,O,X,X,X,X
JLSITOZ,O,X,O,O,X,O,X,O,X,X
JLSIZTO,O,O,O,O,X,O,X,X,X,X
JLSIZOT,O,X,X,O,X,O,X,X,X,X
JLSIOTZ,O,X,O,O,X,O,X,X,X,X
JLSIOZT,O,X,X,O,X,O,X,X,X,X
JLSZTIO,O,O,O,O,X,O,X,X,X,X
JLSZTOI,O,O,X,O,X,O,X,O,X,X
JLSZITO,O,O,O,O,X,O,X,X,X,X
JLSZIOT,O,O,X,O,X,O,X,X,X,X
JLSZOTI,O,O,X,O,X,O,X,X,X,X
JLSZOIT,X,X,X,O,X,O,X,X,X,X
JLSOTIZ,O,X,O,O,X,O,X,O,X,X
JLSOTZI,O,O,X,O,X,O,X,O,X,X
JLSOITZ,O,X,O,O,X,O,X,X,X,X
JLSOIZT,O,X,X,O,X,O,X,X,X,X
JLSOZTI,O,O,X,O,X,O,X,X,X,X
JLSOZIT,X,X,X,X,X,O,X,X,X,X
JLZTISO,X,O,O,O,X,X,X,X,X,X
JLZTIOS,X,O,O,X,X,X,X,X,X,X
JLZTSIO,O,O,O,O,O,O,X,X,X,X
JLZTSOI,O,O,X,O,O,O,X,X,X,X
JLZTOIS,X,O,O,X,O,X,X,X,X,X
JLZTOSI,O,O,O,O,O,X,X,X,X,X
JLZITSO,X,O,O,O,O,X,X,X,X,X
JLZITOS,X,O,O,O,O,X,X,X,X,X
JLZISTO,X,O,O,O,X,X,X,X,X,X
JLZISOT,X,O,X,O,X,X,X,X,X,X
JLZIOTS,X,O,X,O,O,X,X,X,X,X
JLZIOST,X,O,X,O,X,X,X,X,X,X
JLZSTIO,O,O,O,O,X,O,X,X,X,X
JLZSTOI,O,O,X,O,X,O,X,O,X,X
JLZSITO,O,O,O,O,X,O,X,X,X,X
JLZSIOT,X,O,X,O,X,O,X,X,X,X
JLZSOTI,O,O,X,O,X,O,X,X,X,X
JLZSOIT,X,X,X,O,X,O,X,X,X,X
JLZOTIS,X,O,X,O,O,X,X,X,X,X
JLZOTSI,X,O,X,O,O,X,X,X,X,X
JLZOITS,X,O,X,O,O,X,X,X,X,X
JLZOIST,X,O,X,O,X,X,X,X,X,X
JLZOSTI,X,O,X,O,X,X,X,X,X,X
JLZOSIT,X,X,X,O,X,X,X,X,X,X
JLOTISZ,X,O,O,X,X,O,X,X,X,X
JLOTIZS,X,O,O,X,X,X,X,X,X,X
JLOTSIZ,X,O,O,O,X,O,X,X,X,X
JLOTSZI,X,O,O,O,X,O,X,X,X,X
JLOTZIS,X,O,O,X,X,X,X,X,X,X
JLOTZSI,X,O,O,X,X,O,X,X,X,X
JLOITSZ,X,O,O,O,X,O,X,X,X,X
JLOITZS,X,O,O,X,X,X,X,X,X,X
JLOISTZ,X,O,O,O,X,O,X,X,X,X
JLOISZT,X,O,X,O,X,O,X,X,X,X
JLOIZTS,X,O,X,O,X,X,X,X,X,X
JLOIZST,X,O,X,O,X,X,X,X,X,X
JLOSTIZ,X,O,O,O,X,O,X,O,X,X
JLOSTZI,X,O,X,O,X,O,X,O,X,X
JLOSITZ,X,O,O,O,X,O,X,X,X,X
JLOSIZT,X,O,X,O,X,O,X,X,X,X
JLOSZTI,X,O,X,O,X,O,X,X,X,X
JLOSZIT,X,O,X,X,X,O,X,X,X,X
JLOZTIS,X,O,X,X,X,X,X,X,X,X
JLOZTSI,X,O,X,O,X,O,X,X,X,X
JLOZITS,X,O,X,X,X,X,X,X,X,X
JLOZIST,X,O,X,X,X,X,X,X,X,X
JLOZSTI,X,O,X,O,X,O,X,X,X,X
JLOZSIT,X,O,X,X,X,O,X,X,X,X
JSTILZO,O,O,O,O,X,O,O,O,X,X
JSTILOZ,O,O,O,O,X,O,O,O,X,X
JSTIZLO,O,O,X,O,X,O,O,O,X,X
JSTIZOL,O,O,X,O,X,O,X,O,X,X
JSTIOLZ,O,O,X,O,X,O,O,O,X,X
JSTIOZL,O,O,X,O,X,O,X,O,X,X
JSTLIZO,O,O,O,O,X,O,O,O,X,X
JSTLIOZ,O,X,O,O,X,O,O,O,X,X
JSTLZIO,O,O,O,O,X,O,O,X,X,X
JSTLZOI,O,O,X,O,O,O,O,O,X,X
JSTLOIZ,O,X,O,O,X,O,X,O,X,X
JSTLOZI,O,O,O,O,X,O,O,O,X,X
JSTZILO,O,O,X,O,O,O,X,O,X,X
JSTZIOL,O,O,X,O,O,O,X,O,X,X
JSTZLIO,O,O,X,O,O,O,O,X,X,X
JSTZLOI,O,O,X,O,O,O,O,O,X,X
JSTZOIL,O,O,X,O,O,X,X,O,X,X
JSTZOLI,O,O,X,O,O,O,X,O,X,X
JSTOILZ,O,X,X,O,X,X,X,O,X,X
JSTOIZL,X,X,X,O,X,X,X,O,X,X
JSTOLIZ,O,O,O,O,X,O,X,O,X,X
JSTOLZI,O,O,O,O,X,O,O,O,X,X
JSTOZIL,X,O,X,O,X,O,X,O,X,X
JSTOZLI,O,O,X,O,X,O,X,O,X,X
JSITLZO,O,O,O,O,O,O,O,O,X,X
JSITLOZ,O,O,O,O,X,O,O,O,X,X
JSITZLO,O,O,X,O,O,O,O,O,X,X
JSITZOL,O,O,X,O,O,O,X,O,X,X
JSITOLZ,O,O,O,O,X,O,O,O,X,X
JSITOZL,O,O,X,O,X,O,X,O,X,X
JSILTZO,O,O,O,O,X,O,X,O,X,X
JSILTOZ,O,O,O,O,X,O,X,O,X,X
JSILZTO,O,O,O,O,X,O,X,O,X,X
JSILZOT,O,O,X,O,X,O,X,X,X,X
JSILOTZ,O,O,O,O,X,O,X,O,X,X
JSILOZT,O,O,X,O,X,O,X,X,X,X
JSIZTLO,O,O,X,O,O,O,X,O,X,X
JSIZTOL,O,O,X,O,O,O,X,O,X,X
JSIZLTO,O,O,O,O,X,O,X,O,X,X
JSIZLOT,O,X,X,O,X,O,X,X,X,X
JSIZOTL,O,O,X,O,O,O,X,X,X,X
JSIZOLT,O,X,X,O,X,O,X,X,X,X
JSIOTLZ,O,O,X,O,X,O,O,O,X,X
JSIOTZL,O,O,X,O,X,O,O,O,X,X
JSIOLTZ,O,O,O,O,X,O,O,O,X,X
JSIOLZT,O,O,X,O,X,O,O,X,X,X
JSIOZTL,O,O,X,O,X,O,X,X,X,O
JSIOZLT,O,O,X,O,X,O,O,X,X,O
JSLTIZO,O,O,O,O,X,O,X,O,X,X
JSLTIOZ,O,X,O,O,X,O,X,O,X,X
JSLTZIO,O,O,O,O,X,O,X,X,X,X
JSLTZOI,O,O,X,O,X,O,X,O,X,X
JSLTOIZ,O,X,O,O,X,O,X,O,X,X
JSLTOZI,O,O,O,O,X,O,X,O,X,X
JSLITZO,O,O,O,O,X,O,X,X,X,X
JSLITOZ,O,X,O,O,X,O,X,O,X,X
JSLIZTO,O,O,O,O,X,O,X,X,X,X
JSLIZOT,O,X,X,O,X,O,X,X,X,X
JSLIOTZ,O,X,O,O,X,O,X,X,X,X
JSLIOZT,O,X,X,O,X,O,X,X,X,X
JSLZTIO,O,O,O,O,X,O,X,X,X,X
JSLZTOI,O,O,X,O,X,O,X,O,X,X
JSLZITO,O,O,O,O,X,O,X,X,X,X
JSLZIOT,O,O,X,O,X,O,X,X,X,X
JSLZOTI,O,O,X,O,X,O,X,X,X,X
JSLZOIT,X,X,X,O,X,O,X,X,X,X
JSLOTIZ,O,X,O,O,X,O,X,O,X,X
JSLOTZI,O,O,X,O,X,O,X,O,X,X
JSLOITZ,O,X,O,O,X,O,X,X,X,X
JSLOIZT,O,X,X,O,X,O,X,X,X,X
JSLOZTI,O,O,X,O,X,O,X,X,X,X
JSLOZIT,X,X,X,X,X,O,X,X,X,X
JSZTILO,O,O,X,O,O,O,X,O,X,X
JSZTIOL,O,O,X,O,O,O,X,O,X,X
JSZTLIO,O,O,X,O,O,O,X,X,X,X
JSZTLOI,O,O,X,O,O,O,X,O,X,X
JSZTOIL,O,O,X,O,O,X,X,O,X,X
JSZTOLI,O,O,X,O,O,O,X,O,X,X
JSZITLO,O,O,X,O,O,O,X,X,X,X
JSZITOL,O,O,X,O,O,O,X,X,X,X
JSZILTO,O,O,O,O,X,O,X,X,X,X
JSZILOT,O,X,X,O,X,O,X,X,X,X
JSZIOTL,O,O,X,O,O,O,X,X,X,X
JSZIOLT,O,X,X,O,X,O,X,X,X,X
JSZLTIO,O,O,O,O,X,O,X,X,X,X
JSZLTOI,O,O,X,O,X,O,X,O,X,X
JSZLITO,O,X,O,O,X,O,X,X,X,X
JSZLIOT,O,X,X,O,X,O,X,X,X,X
JSZLOTI,O,X,X,O,X,O,X,X,X,X
JSZLOIT,X,X,X,O,X,O,X,X,X,X
JSZOTIL,O,O,X,O,O,O,X,X,X,X
JSZOTLI,O,O,X,O,O,O,X,X,X,X
JSZOITL,X,X,X,O,O,O,X,X,X,X
JSZOILT,X,X,X,O,X,O,X,X,X,X
JSZOLTI,O,X,X,O,X,O,X,X,X,X
JSZOLIT,X,X,X,O,X,O,X,X,X,X
JSOTILZ,O,X,X,O,X,X,O,O,X,X
JSOTIZL,X,X,X,O,X,X,X,O,X,X
JSOTLIZ,O,O,X,O,X,O,O,O,X,X
JSOTLZI,O,O,X,O,X,O,O,O,X,X
JSOTZIL,X,O,X,O,X,O,X,O,X,X
JSOTZLI,O,O,X,O,X,O,O,O,X,X
JSOITLZ,O,X,X,O,X,O,X,X,X,X
JSOITZL,O,X,X,O,X,O,X,X,X,X
JSOILTZ,O,X,O,O,X,O,X,X,X,X
JSOILZT,O,X,X,O,X,O,O,X,X,X
JSOIZTL,O,X,X,O,X,O,X,X,X,O
JSOIZLT,O,X,X,O,X,O,X,X,X,O
JSOLTIZ,O,O,O,O,X,O,X,O,X,X
JSOLTZI,O,O,X,O,X,O,O,O,X,X
JSOLITZ,O,O,O,O,X,O,X,X,X,X
JSOLIZT,O,O,X,O,X,O,O,X,X,X
JSOLZTI,O,O,X,O,X,O,O,X,X,X
JSOLZIT,X,O,X,X,X,O,O,X,X,X
JSOZTIL,O,O,X,O,X,O,X,X,X,O
JSOZTLI,O,O,X,O,X,O,X,X,X,O
JSOZITL,X,O,X,O,X,O,X,X,X,O
JSOZILT,X,X,X,O,X,O,X,X,X,O
JSOZLTI,O,O,X,O,X,O,O,X,X,O
JSOZLIT,X,X,X,O,X,O,O,X,X,O
JZTILSO,X,O,X,X,O,X,X,X,X,X
JZTILOS,X,O,X,X,O,X,X,X,X,X
JZTISLO,O,O,X,X,O,X,X,X,X,X
JZTISOL,O,O,X,X,O,X,X,X,X,X
JZTIOLS,X,O,X,X,O,X,X,X,X,X
JZTIOSL,O,O,X,X,O,X,X,X,X,X
JZTLISO,X,O,X,O,O,X,X,X,X,X
JZTLIOS,X,O,X,X,O,X,X,X,X,X
JZTLSIO,O,O,X,O,O,X,X,X,X,X
JZTLSOI,O,O,X,O,O,X,X,X,X,X
JZTLOIS,X,O,X,X,O,X,X,X,X,X
JZTLOSI,O,O,X,O,O,X,X,X,X,X
JZTSILO,O,O,X,X,O,X,X,X,X,X
JZTSIOL,O,O,X,O,O,X,X,X,X,X
JZTSLIO,O,O,X,O,O,X,X,X,X,X
JZTSLOI,O,O,X,O,O,X,X,X,X,X
JZTSOIL,O,O,X,O,O,X,X,X,X,X
JZTSOLI,O,O,X,O,O,X,X,X,X,X
JZTOILS,X,X,X,X,O,X,X,X,X,X
JZTOISL,O,O,X,O,O,X,X,X,X,X
JZTOLIS,X,X,X,O,O,X,X,X,X,X
JZTOLSI,O,O,X,O,O,X,X,X,X,X
JZTOSIL,O,O,X,O,O,X,X,X,X,X
JZTOSLI,O,O,X,O,O,X,X,X,X,X
JZITLSO,O,O,X,O,O,X,X,X,X,X
JZITLOS,O,O,X,O,O,X,X,X,X,X
JZITSLO,O,O,X,O,O,X,X,X,X,X
JZITSOL,O,O,X,O,O,X,X,X,X,X
JZITOLS,O,O,X,O,O,X,X,X,X,X
JZITOSL,O,O,X,O,O,X,X,X,X,X
JZILTSO,O,O,O,O,O,O,X,X,X,X
JZILTOS,O,O,O,O,O,X,X,X,X,X
JZILSTO,O,O,O,O,X,O,X,O,X,X
JZILSOT,O,O,X,O,X,O,X,X,X,X
JZILOTS,X,O,X,O,O,X,X,X,X,X
JZILOST,X,O,X,O,X,X,X,X,X,X
JZISTLO,O,O,X,O,O,O,X,O,X,X
JZISTOL,O,O,X,O,O,O,X,O,X,X
JZISLTO,O,O,O,O,X,O,X,O,X,X
JZISLOT,O,X,X,O,X,O,X,X,X,X
JZISOTL,O,O,X,O,O,O,X,X,X,X
JZISOLT,O,X,X,O,X,O,X,X,X,X
JZIOTLS,O,O,X,O,O,X,X,X,X,X
JZIOTSL,O,O,X,O,O,X,X,X,X,X
JZIOLTS,X,O,X,O,O,O,X,X,X,X
JZIOLST,X,O,X,O,X,O,X,X,X,X
JZIOSTL,O,O,X,O,O,O,X,X,X,X
JZIOSLT,O,O,X,O,X,O,X,X,X,X
JZLTISO,X,O,O,O,X,X,X,X,X,X
JZLTIOS,X,O,O,X,X,X,X,X,X,X
JZLTSIO,O,O,O,O,O,O,X,X,X,X
JZLTSOI,O,O,X,O,O,O,X,X,X,X
JZLTOIS,X,O,O,O,O,X,X,X,X,X
JZLTOSI,O,O,O,O,O,X,X,X,X,X
JZLITSO,X,O,O,O,O,X,X,X,X,X
JZLITOS,X,O,O,O,O,X,X,X,X,X
JZLISTO,X,O,O,O,X,X,X,X,X,X
JZLISOT,X,O,X,O,X,X,X,X,X,X
JZLIOTS,X,O,X,O,O,X,X,X,X,X
JZLIOST,X,O,X,O,X,X,X,X,X,X
JZLSTIO,O,O,O,O,X,O,X,X,X,X
JZLSTOI,O,O,X,O,X,O,X,O,X,X
JZLSITO,O,O,O,O,X,O,X,X,X,X
JZLSIOT,X,O,X,O,X,O,X,X,X,X
JZLSOTI,O,O,X,O,X,O,X,X,X,X
JZLSOIT,X,X,X,O,X,O,X,X,X,X
JZLOTIS,X,O,X,O,O,X,X,X,X,X
JZLOTSI,X,O,X,O,O,X,X,X,X,X
JZLOITS,X,O,X,O,O,X,X,X,X,X
JZLOIST,X,O,X,O,X,X,X,X,X,X
JZLOSTI,X,O,X,O,X,X,X,X,X,X
JZLOSIT,X,X,X,O,X,X,X,X,X,X
JZSTILO,O,O,X,O,O,O,X,O,X,X
JZSTIOL,O,O,X,O,O,O,X,O,O,X
JZSTLIO,O,O,X,O,O,O,X,X,X,X
JZSTLOI,O,O,X,O,O,O,X,O,O,X
JZSTOIL,O,O,X,O,O,X,X,O,O,X
JZSTOLI,O,O,X,O,O,O,X,O,O,X
JZSITLO,O,O,X,O,O,O,X,X,X,X
JZSITOL,O,O,X,O,O,O,X,X,O,X
JZSILTO,O,O,O,O,X,O,X,X,X,X
JZSILOT,O,X,X,O,X,O,X,X,X,X
JZSIOTL,O,O,X,O,O,O,X,X,O,X
JZSIOLT,O,X,X,O,X,O,X,X,O,X
JZSLTIO,O,O,O,O,X,O,X,X,X,X
JZSLTOI,O,O,X,O,X,O,X,O,O,X
JZSLITO,O,X,O,O,X,O,X,X,X,X
JZSLIOT,O,X,X,O,X,O,X,X,X,X
JZSLOTI,O,X,X,O,X,O,X,X,O,X
JZSLOIT,X,X,X,O,X,O,X,X,O,X
JZSOTIL,O,O,X,O,O,O,X,X,O,X
JZSOTLI,O,O,X,O,O,O,X,X,O,X
JZSOITL,X,X,X,O,O,O,X,X,O,X
JZSOILT,X,X,X,O,X,O,X,X,O,X
JZSOLTI,O,X,X,O,X,O,X,X,O,X
JZSOLIT,X,X,X,O,X,O,X,X,O,X
JZOTILS,X,X,X,X,O,X,X,X,X,X
JZOTISL,O,O,X,O,O,X,X,X,X,X
JZOTLIS,X,X,X,O,O,X,X,X,X,X
JZOTLSI,O,O,X,O,O,X,X,X,X,X
JZOTSIL,O,O,X,O,O,X,X,X,X,X
JZOTSLI,O,O,X,O,O,X,X,X,X,X
JZOITLS,X,X,X,X,O,X,X,X,X,X
JZOITSL,X,O,X,O,O,X,X,X,X,X
JZOILTS,X,X,X,O,O,X,X,X,X,X
JZOILST,X,X,X,O,X,X,X,X,X,X
JZOISTL,X,O,X,O,O,X,X,X,O,X
JZOISLT,X,X,X,O,X,X,X,X,O,X
JZOLTIS,X,O,X,O,O,X,X,X,X,X
JZOLTSI,X,O,X,O,O,O,X,X,X,X
JZOLITS,X,O,X,O,O,X,X,X,X,X
JZOLIST,X,O,X,O,X,X,X,X,X,X
JZOLSTI,X,O,X,O,X,O,X,X,X,X
JZOLSIT,X,O,X,O,X,O,X,X,X,X
JZOSTIL,O,O,X,O,O,O,X,X,O,X
JZOSTLI,O,O,X,O,O,O,X,X,O,X
JZOSITL,X,O,X,O,O,O,X,X,O,X
JZOSILT,X,X,X,O,X,O,X,X,O,X
JZOSLTI,O,O,X,O,X,O,X,X,O,X
JZOSLIT,X,X,X,O,X,O,X,X,O,X
JOTILSZ,X,O,X,X,X,X,O,X,X,X
JOTILZS,X,O,X,X,X,X,O,X,X,X
JOTISLZ,O,O,X,X,X,X,O,X,X,X
JOTISZL,X,O,X,X,X,X,O,X,X,X
JOTIZLS,X,O,X,X,X,X,O,X,X,X
JOTIZSL,X,O,X,X,X,X,O,X,X,X
JOTLISZ,X,O,X,X,X,O,O,X,X,X
JOTLIZS,X,O,X,X,X,X,O,X,X,X
JOTLSIZ,O,O,X,X,X,O,O,X,X,X
JOTLSZI,O,O,X,X,X,O,O,X,X,X
JOTLZIS,X,O,X,X,O,X,O,X,X,X
JOTLZSI,X,O,X,X,O,O,O,X,X,X
JOTSILZ,O,X,X,X,X,X,O,X,X,X
JOTSIZL,X,X,X,X,X,X,O,X,X,X
JOTSLIZ,O,O,X,X,X,O,O,X,X,X
JOTSLZI,O,O,X,X,X,O,O,X,X,X
JOTSZIL,X,O,X,X,X,O,X,X,X,O
JOTSZLI,O,O,X,X,X,O,O,X,X,O
JOTZILS,X,X,X,X,O,X,O,X,X,X
JOTZISL,X,O,X,X,O,X,O,X,X,X
JOTZLIS,X,X,X,X,O,X,O,X,X,X
JOTZLSI,X,O,X,X,O,X,O,X,X,X
JOTZSIL,X,O,X,X,O,X,X,X,X,X
JOTZSLI,O,O,X,X,O,X,O,X,X,X
JOITLSZ,O,O,X,X,X,O,X,X,X,X
JOITLZS,X,O,X,X,O,O,X,X,X,X
JOITSLZ,O,O,X,X,X,O,X,X,X,X
JOITSZL,O,O,X,X,X,O,X,X,X,X
JOITZLS,X,O,X,X,O,X,X,X,X,X
JOITZSL,O,O,X,X,O,X,X,X,X,X
JOILTSZ,X,O,O,O,X,O,X,X,X,X
JOILTZS,X,O,O,X,X,O,X,X,X,X
JOILSTZ,X,O,O,O,X,O,X,O,X,X
JOILSZT,X,O,X,O,X,O,O,X,X,X
JOILZTS,X,O,X,O,X,O,X,X,X,X
JOILZST,X,O,X,O,X,O,X,X,X,X
JOISTLZ,O,O,X,O,X,O,X,O,X,X
JOISTZL,O,O,X,O,X,O,X,O,X,X
JOISLTZ,O,O,O,O,X,O,X,O,X,X
JOISLZT,O,O,X,O,X,O,O,X,X,X
JOISZTL,O,O,X,O,X,O,X,X,X,X
JOISZLT,O,O,X,O,X,O,X,X,X,X
JOIZTLS,O,O,X,O,O,X,X,X,X,X
JOIZTSL,O,O,X,O,O,X,X,X,X,X
JOIZLTS,X,O,X,O,O,O,X,X,X,X
JOIZLST,X,O,X,O,X,O,X,X,X,X
JOIZSTL,O,O,X,O,O,O,X,X,O,X
JOIZSLT,O,O,X,O,X,O,X,X,O,X
JOLTISZ,X,O,O,X,X,O,X,X,X,X
JOLTIZS,X,O,O,X,X,X,X,X,X,X
JOLTSIZ,X,O,O,O,X,O,X,X,X,X
JOLTSZI,X,O,O,O,X,O,O,X,X,X
JOLTZIS,X,O,O,X,X,X,X,X,X,X
JOLTZSI,X,O,O,X,X,O,X,X,X,X
JOLITSZ,X,O,O,O,X,O,X,X,X,X
JOLITZS,X,O,O,X,X,X,X,X,X,X
JOLISTZ,X,O,O,O,X,O,X,X,X,X
JOLISZT,X,O,X,O,X,O,O,X,X,X
JOLIZTS,X,O,X,O,X,X,X,X,X,X
JOLIZST,X,O,X,O,X,X,X,X,X,X
JOLSTIZ,X,O,O,O,X,O,X,O,X,X
JOLSTZI,X,O,X,O,X,O,O,O,X,X
JOLSITZ,X,O,O,O,X,O,X,X,X,X
JOLSIZT,X,O,X,O,X,O,O,X,X,X
JOLSZTI,X,O,X,O,X,O,O,X,X,X
JOLSZIT,X,O,X,X,X,O,O,X,X,X
JOLZTIS,X,O,X,X,X,X,X,X,X,X
JOLZTSI,X,O,X,O,X,O,X,X,X,X
JOLZITS,X,O,X,X,X,X,X,X,X,X
JOLZIST,X,O,X,X,X,X,X,X,X,X
JOLZSTI,X,O,X,O,X,O,O,X,X,X
JOLZSIT,X,O,X,X,X,O,O,X,X,X
JOSTILZ,O,X,X,O,X,X,O,O,X,X
JOSTIZL,X,X,X,O,X,X,X,O,X,X
JOSTLIZ,O,O,X,O,X,O,O,O,X,X
JOSTLZI,O,O,X,O,X,O,O,O,X,X
JOSTZIL,X,O,X,O,X,O,X,O,X,X
JOSTZLI,O,O,X,O,X,O,O,O,X,X
JOSITLZ,O,X,X,O,X,O,X,X,X,X
JOSITZL,O,X,X,O,X,O,X,X,X,X
JOSILTZ,O,X,O,O,X,O,X,X,X,X
JOSILZT,O,X,X,O,X,O,O,X,X,X
JOSIZTL,O,X,X,O,X,O,X,X,X,O
JOSIZLT,O,X,X,O,X,O,X,X,X,O
JOSLTIZ,O,O,O,O,X,O,X,O,X,X
JOSLTZI,O,O,X,O,X,O,O,O,X,X
JOSLITZ,O,O,O,O,X,O,X,X,X,X
JOSLIZT,O,O,X,O,X,O,O,X,X,X
JOSLZTI,O,O,X,O,X,O,O,X,X,X
JOSLZIT,X,O,X,X,X,O,O,X,X,X
JOSZTIL,O,O,X,O,X,O,X,X,X,O
JOSZTLI,O,O,X,O,X,O,X,X,X,O
JOSZITL,X,O,X,O,X,O,X,X,X,O
JOSZILT,X,X,X,O,X,O,X,X,X,O
JOSZLTI,O,O,X,O,X,O,O,X,X,O
JOSZLIT,X,X,X,O,X,O,O,X,X,O
JOZTILS,X,X,X,X,O,X,X,X,X,X
JOZTISL,O,O,X,O,O,X,X,X,X,X
JOZTLIS,X,X,X,O,O,X,X,X,X,X
JOZTLSI,O,O,X,O,O,X,X,X,X,X
JOZTSIL,O,O,X,O,O,X,X,X,X,X
JOZTSLI,O,O,X,O,O,X,X,X,X,X
JOZITLS,X,X,X,X,O,X,X,X,X,X
JOZITSL,X,O,X,O,O,X,X,X,X,X
JOZILTS,X,X,X,O,O,X,X,X,X,X
JOZILST,X,X,X,O,X,X,X,X,X,X
JOZISTL,X,O,X,O,O,X,X,X,O,X
