sequence,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeF8IvhFxdBTgB?UiBaoBOrBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JeU8IvhFFdBXeB?TgBxmBysB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?2nBFmBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8Je37IvhFUdBFeB?mlBRnBisBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?mhBFmBznBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdBlhB?aoBXhBTnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?FmBesBznBirB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?eoBarBFnBXsB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxdB3iB?FmBysBmrBTrB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBxdB?FmBmnB3nBywB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFTcBFeB?foBRmBKnB2wB,v115@zgC8GeB8GeC8GeE8AeA8CeE8CeC8JecAJvhFxcBXeB?anBFmBznB2wB
LZTIOSJ,X,X,X,X,O,O,X,X,X,X,X,O
LZTJISO,X,X,O,O,O,O,X,O,X,X,X,X
LZTJIOS,X,X,O,O,O,O,X,O,X,O,X,X
LZTJSIO,X,X,O,O,O,O,X,O,O,O,O,X
LZTJSOI,X,X,O,X,O,O,X,O,O,O,X,X
LZTJOIS,X,X,O,X,O,O,O,O,X,O,X,O
LZTJOSI,X,X,O,X,O,O,O,O,X,O,X,O
LZTSIJO,X,X,O,X,O,O,X,X,O,X,O,X
LZTSIOJ,X,X,O,X,O,O,X,X,O,X,O,X
LZTSJIO,X,X,O,X,O,O,X,X,O,X,O,X
LZTSJOI,X,X,O,X,O,O,X,X,O,X,X,X
LZTSOIJ,X,X,O,X,O,O,X,X,O,X,X,O
LZTSOJI,X,X,O,X,O,O,X,X,O,X,X,O
LZTOIJS,X,X,X,X,O,O,X,O,X,O,X,O
LZTOISJ,X,X,X,X,O,O,X,X,X,X,X,O
LZTOJIS,X,X,O,X,O,O,X,O,X,O,X,O
LZTOJSI,X,X,O,X,O,O,X,O,X,O,X,O
LZTOSIJ,X,X,O,X,O,O,X,X,O,X,X,O
LZTOSJI,X,X,O,X,O,O,X,X,O,X,X,O
LZITJSO,X,O,O,O,O,O,X,O,X,X,X,X
LZITJOS,X,X,O,O,O,O,X,O,X,O,X,X
LZITSJO,X,O,O,O,O,O,X,X,O,X,X,X
LZITSOJ,X,O,O,X,O,O,X,X,O,X,X,X
LZITOJS,X,X,X,O,O,O,X,O,X,O,X,X
LZITOSJ,X,O,X,X,O,O,X,X,X,X,X,X
LZIJTSO,O,O,O,O,O,O,X,O,X,X,X,X
LZIJTOS,O,X,O,O,X,O,X,O,X,O,X,X
LZIJSTO,X,O,O,O,O,O,X,O,O,X,X,X
LZIJSOT,X,X,O,O,O,X,X,O,X,X,X,X
LZIJOTS,X,X,X,O,O,O,X,O,X,X,X,X
LZIJOST,X,X,O,O,O,X,X,O,X,X,X,X
LZISTJO,O,O,O,O,O,O,X,X,O,X,O,X
LZISTOJ,O,O,O,X,O,O,X,X,O,X,O,X
LZISJTO,O,O,O,O,O,O,X,O,O,X,O,X
LZISJOT,O,X,O,O,O,X,X,O,X,X,O,X
LZISOTJ,O,O,O,X,O,X,X,X,O,X,O,X
LZISOJT,O,X,O,X,O,X,X,O,X,X,O,X
LZIOTJS,X,X,X,O,O,X,X,O,X,X,X,X
LZIOTSJ,O,O,X,X,O,O,X,X,X,X,X,X
LZIOJTS,O,X,X,O,O,O,X,O,X,X,X,X
LZIOJST,X,X,X,O,O,X,X,O,X,X,X,X
LZIOSTJ,O,O,X,X,O,X,X,X,O,X,X,X
LZIOSJT,O,X,X,X,O,X,X,O,X,X,X,X
LZJTISO,O,X,O,O,O,O,X,O,X,X,X,X
LZJTIOS,O,X,O,O,O,O,X,O,X,O,X,X
LZJTSIO,O,X,O,O,O,O,X,O,O,O,O,X
LZJTSOI,X,X,O,X,O,O,X,O,O,O,X,X
LZJTOIS,O,X,O,X,O,O,O,O,X,O,X,X
LZJTOSI,X,X,O,X,O,O,O,O,X,O,X,X
LZJITSO,O,O,O,O,O,O,X,O,X,X,X,X
LZJITOS,O,O,O,O,X,O,X,O,X,O,X,X
LZJISTO,O,O,O,O,O,O,X,O,O,X,O,X
LZJISOT,X,O,O,O,O,X,X,O,X,X,O,X
LZJIOTS,O,O,X,O,O,O,X,O,X,X,X,X
LZJIOST,X,O,O,O,O,X,X,O,X,X,X,X
LZJSTIO,O,O,O,O,O,O,X,O,O,X,O,X
LZJSTOI,X,O,O,X,O,O,X,O,O,X,X,X
LZJSITO,O,O,O,O,O,O,X,O,O,X,O,X
LZJSIOT,X,O,O,O,O,X,X,O,X,X,O,X
LZJSOTI,X,O,O,X,O,X,X,O,X,X,X,X
LZJSOIT,X,O,O,X,O,X,X,O,X,X,X,X
LZJOTIS,O,O,O,X,O,O,O,O,X,X,X,X
LZJOTSI,X,O,O,X,O,O,O,O,X,X,X,X
LZJOITS,O,O,X,X,O,O,X,O,X,X,X,X
LZJOIST,X,O,O,X,O,O,X,O,X,X,X,X
LZJOSTI,X,O,O,X,O,O,O,O,X,X,X,X
LZJOSIT,X,O,O,X,O,O,O,O,X,X,X,X
LZSTIJO,O,O,O,X,O,O,X,X,O,X,O,X
LZSTIOJ,O,O,O,X,O,O,X,X,O,X,O,X
LZSTJIO,O,O,O,X,O,O,X,X,O,X,O,X
LZSTJOI,X,O,O,X,O,O,X,X,O,X,X,X
LZSTOIJ,O,O,O,X,O,O,X,X,O,X,X,X
LZSTOJI,O,O,O,X,O,O,X,X,O,X,X,X
LZSITJO,O,O,O,X,O,O,X,X,O,X,O,X
LZSITOJ,O,O,O,X,O,O,X,X,O,X,O,X
LZSIJTO,O,O,O,X,O,O,X,O,O,X,O,X
LZSIJOT,O,X,O,X,O,X,X,O,X,X,O,X
LZSIOTJ,O,O,O,X,O,X,X,X,O,X,O,X
LZSIOJT,O,X,O,X,O,X,X,O,X,X,O,X
LZSJTIO,O,O,O,X,O,O,X,O,O,X,O,X
LZSJTOI,O,O,O,X,O,O,X,O,O,X,X,X
LZSJITO,O,O,O,X,O,O,X,O,O,X,O,X
LZSJIOT,O,O,O,X,O,X,X,O,X,X,O,X
LZSJOTI,O,O,O,X,O,X,X,O,X,X,X,X
LZSJOIT,O,O,O,X,O,X,X,O,X,X,X,X
LZSOTIJ,O,O,O,X,O,X,X,X,O,X,X,X
LZSOTJI,O,O,O,X,O,X,X,X,O,X,X,X
LZSOITJ,O,O,O,X,O,X,X,X,O,X,X,X
LZSOIJT,O,O,O,X,O,X,X,O,X,X,X,X
LZSOJTI,O,O,O,X,O,X,X,O,X,X,X,X
LZSOJIT,O,O,O,X,O,X,X,O,X,X,X,X
LZOTIJS,X,O,X,X,O,O,X,O,X,X,X,O
LZOTISJ,O,O,X,X,O,O,X,X,X,X,X,O
LZOTJIS,X,X,O,X,O,O,X,O,X,X,X,O
LZOTJSI,X,O,O,X,O,O,X,O,X,X,X,O
LZOTSIJ,X,O,O,X,O,O,X,X,O,X,X,O
LZOTSJI,X,O,O,X,O,O,X,X,O,X,X,O
LZOITJS,X,O,X,X,O,O,X,O,X,X,X,X
LZOITSJ,O,O,X,X,O,O,X,X,X,X,X,X
LZOIJTS,O,O,X,X,O,O,X,O,X,X,X,X
LZOIJST,X,O,X,X,O,O,X,O,X,X,X,X
LZOISTJ,O,O,X,X,O,O,X,X,O,X,X,X
LZOISJT,O,O,X,X,O,O,X,O,X,X,X,X
LZOJTIS,O,O,O,X,O,O,O,O,X,X,X,X
LZOJTSI,O,O,O,X,O,O,O,O,X,X,X,X
LZOJITS,O,O,X,X,O,O,X,O,X,X,X,X
LZOJIST,O,O,O,X,O,O,X,O,X,X,X,X
LZOJSTI,O,O,O,X,O,O,O,O,X,X,X,X
LZOJSIT,O,O,O,X,O,O,O,O,X,X,X,X
LZOSTIJ,O,O,O,X,O,O,X,X,O,X,X,O
LZOSTJI,O,O,O,X,O,O,X,X,O,X,X,O
LZOSITJ,O,O,O,X,O,O,X,X,O,X,X,O
LZOSIJT,O,O,O,X,O,O,O,O,X,X,X,X
LZOSJTI,O,O,O,X,O,O,O,O,X,X,X,X
LZOSJIT,O,O,O,X,O,O,O,O,X,X,X,X
LOTIJSZ,O,O,X,O,X,O,X,X,X,X,X,X
LOTIJZS,O,O,X,O,X,O,X,X,X,X,X,X
LOTISJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOTISZJ,O,O,X,X,X,O,X,X,X,X,X,X
LOTIZJS,X,O,X,O,X,O,X,X,X,X,X,X
LOTIZSJ,O,O,X,X,X,O,X,X,X,X,X,X
LOTJISZ,O,O,X,O,X,O,X,X,X,X,X,X
LOTJIZS,O,O,X,O,X,O,X,X,X,X,X,X
LOTJSIZ,O,O,X,O,X,O,X,X,X,X,X,X
LOTJSZI,O,O,X,X,O,O,X,X,X,X,X,X
LOTJZIS,O,O,X,X,O,O,X,X,X,X,X,X
LOTJZSI,O,O,X,X,O,O,X,X,X,X,X,X
LOTSIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOTSIZJ,O,O,X,X,X,O,X,X,X,X,X,X
LOTSJIZ,O,O,X,X,X,X,X,X,X,X,X,X
LOTSJZI,O,O,X,X,O,X,X,X,X,X,X,X
LOTSZIJ,O,O,X,X,O,O,X,X,X,X,X,X
LOTSZJI,O,O,X,X,O,O,X,X,X,X,X,X
LOTZIJS,X,O,X,X,O,O,X,X,X,X,X,X
LOTZISJ,O,O,X,X,O,O,X,X,X,X,X,X
LOTZJIS,X,X,X,X,O,O,X,X,X,X,X,X
LOTZJSI,X,O,X,X,O,O,X,X,X,X,X,X
LOTZSIJ,X,O,X,X,O,O,X,X,X,X,X,X
LOTZSJI,X,O,X,X,O,O,X,X,X,X,X,X
LOITJSZ,O,O,X,O,X,O,X,X,X,X,X,X
LOITJZS,O,O,X,O,X,O,X,X,X,X,X,X
LOITSJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOITSZJ,O,O,X,X,X,O,X,X,X,X,X,X
LOITZJS,X,O,X,O,X,O,X,X,X,X,X,X
LOITZSJ,O,O,X,X,X,O,X,X,X,X,X,X
LOIJTSZ,O,O,X,O,X,O,X,X,X,X,X,X
LOIJTZS,O,O,X,O,X,O,X,X,X,X,X,X
LOIJSTZ,O,O,X,O,X,O,X,X,X,X,X,X
LOIJSZT,O,O,X,O,O,O,X,X,X,X,X,X
LOIJZTS,O,O,X,O,O,O,X,X,X,X,X,X
LOIJZST,O,O,X,O,O,O,X,X,X,X,X,X
LOISTJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOISTZJ,O,O,X,X,X,O,X,X,X,X,X,X
LOISJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LOISJZT,O,O,X,X,O,O,X,X,X,X,X,X
LOISZTJ,O,O,X,X,O,O,X,X,O,X,X,X
LOISZJT,O,O,X,X,O,O,X,X,X,X,X,X
LOIZTJS,X,O,X,O,O,O,X,X,X,X,X,X
LOIZTSJ,O,O,X,X,O,O,X,X,X,X,X,X
LOIZJTS,O,O,X,O,O,O,X,X,X,X,X,X
LOIZJST,X,O,X,O,O,O,X,X,X,X,X,X
LOIZSTJ,O,O,X,X,O,O,X,X,O,X,X,X
LOIZSJT,O,O,X,X,O,O,X,X,X,X,X,X
LOJTISZ,O,O,X,O,X,O,X,X,X,X,X,X
LOJTIZS,O,O,X,O,X,O,X,X,X,X,X,X
LOJTSIZ,O,O,X,O,X,O,X,X,X,X,X,X
LOJTSZI,O,O,X,X,O,O,X,X,X,X,X,X
LOJTZIS,O,O,X,X,O,O,X,X,X,X,X,X
LOJTZSI,O,O,X,X,O,O,X,X,X,X,X,X
LOJITSZ,O,O,X,O,X,O,X,X,X,X,X,X
LOJITZS,O,O,X,O,X,O,X,X,X,X,X,X
LOJISTZ,O,O,X,O,X,O,X,X,X,X,X,X
LOJISZT,O,O,X,O,O,O,X,X,X,X,X,X
LOJIZTS,O,O,X,O,O,O,X,X,X,X,X,X
LOJIZST,O,O,X,O,O,O,X,X,X,X,X,X
LOJSTIZ,O,O,X,O,X,O,X,X,X,X,X,X
LOJSTZI,O,O,X,X,O,O,X,X,X,X,X,X
LOJSITZ,O,O,X,O,X,O,X,X,X,X,X,X
LOJSIZT,O,O,X,O,O,O,X,X,X,X,X,X
LOJSZTI,O,O,O,X,O,O,O,X,X,X,X,X
LOJSZIT,O,O,O,X,O,O,O,X,X,X,X,X
LOJZTIS,O,O,O,X,O,O,O,X,X,X,X,X
LOJZTSI,O,O,O,X,O,O,O,X,X,X,X,X
LOJZITS,O,O,X,X,O,O,X,X,X,X,X,X
LOJZIST,O,O,O,X,O,O,X,X,X,X,X,X
LOJZSTI,O,O,O,X,O,O,O,X,X,X,X,X
LOJZSIT,O,O,O,X,O,O,O,X,X,X,X,X
LOSTIJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,X,X,O,X,X,X,X,X,X
LOSTJIZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSTJZI,O,O,X,X,O,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,X,O,O,X,X,X,X,X,X
LOSTZJI,O,O,X,X,O,O,X,X,X,X,X,X
LOSITJZ,O,O,X,X,X,X,X,X,X,X,X,X
LOSITZJ,O,O,X,X,X,O,X,X,X,X,X,X
LOSIJTZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSIJZT,O,O,X,X,O,O,X,X,X,X,X,X
LOSIZTJ,O,O,X,X,O,O,X,X,O,X,X,X
LOSIZJT,O,O,X,X,O,O,X,X,X,X,X,X
LOSJTIZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSJTZI,O,O,X,X,O,O,X,X,X,X,X,X
LOSJITZ,O,O,X,X,X,O,X,X,X,X,X,X
LOSJIZT,O,O,X,X,O,O,X,X,X,X,X,X
LOSJZTI,O,O,O,X,O,O,O,X,X,X,X,X
LOSJZIT,O,O,O,X,O,O,O,X,X,X,X,X
LOSZTIJ,O,O,O,X,O,O,X,X,O,X,X,O
LOSZTJI,O,O,O,X,O,O,X,X,O,X,X,O
LOSZITJ,O,O,O,X,O,O,X,X,O,X,X,O
LOSZIJT,O,O,O,X,O,O,O,X,X,X,X,X
LOSZJTI,O,O,O,X,O,O,O,X,X,X,X,X
LOSZJIT,O,O,O,X,O,O,O,X,X,X,X,X
LOZTIJS,X,O,X,X,O,O,X,X,X,X,X,O
LOZTISJ,O,O,X,X,O,O,X,X,X,X,X,O
LOZTJIS,X,O,O,X,O,O,X,X,X,X,X,O
LOZTJSI,X,O,O,X,O,O,X,X,X,X,X,O
LOZTSIJ,X,O,O,X,O,O,X,X,O,X,X,O
LOZTSJI,X,O,O,X,O,O,X,X,O,X,X,O
LOZITJS,X,O,X,X,O,O,X,X,X,X,X,X
LOZITSJ,O,O,X,X,O,O,X,X,X,X,X,X
LOZIJTS,O,O,X,X,O,O,X,X,X,X,X,X
LOZIJST,X,O,X,X,O,O,X,X,X,X,X,X
LOZISTJ,O,O,X,X,O,O,X,X,O,X,X,X
LOZISJT,O,O,X,X,O,O,X,X,X,X,X,X
LOZJTIS,O,O,O,X,O,O,O,X,X,X,X,X
LOZJTSI,O,O,O,X,O,O,O,X,X,X,X,X
LOZJITS,O,O,X,X,O,O,X,X,X,X,X,X
LOZJIST,O,O,O,X,O,O,X,X,X,X,X,X
LOZJSTI,O,O,O,X,O,O,O,X,X,X,X,X
LOZJSIT,O,O,O,X,O,O,O,X,X,X,X,X
LOZSTIJ,O,O,O,X,O,O,X,X,O,X,X,O
LOZSTJI,O,O,O,X,O,O,X,X,O,X,X,O
LOZSITJ,O,O,O,X,O,O,X,X,O,X,X,O
LOZSIJT,O,O,O,X,O,O,O,X,X,X,X,X
LOZSJTI,O,O,O,X,O,O,O,X,X,X,X,X
LOZSJIT,O,O,O,X,O,O,O,X,X,X,X,X
JTILSZO,O,O,X,O,X,O,X,X,X,X,X,X
JTILSOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTILZSO,O,O,X,O,X,O,X,X,X,X,X,X
JTILZOS,O,O,X,O,X,O,X,X,X,X,X,X
JTILOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JTILOZS,O,O,X,O,X,O,X,X,X,X,X,X
JTISLZO,O,O,X,O,X,X,X,X,X,X,X,X
JTISLOZ,O,X,X,O,X,X,X,X,X,X,X,X
JTISZLO,O,O,X,O,X,X,X,X,X,X,O,X
JTISZOL,O,O,X,X,X,X,X,X,X,X,O,X
JTISOLZ,O,X,X,O,X,X,X,X,X,X,X,X
JTISOZL,O,O,X,X,X,X,X,X,X,X,X,X
JTIZLSO,O,O,X,O,X,O,X,O,X,X,X,X
JTIZLOS,O,O,X,O,X,O,X,O,X,O,X,X
JTIZSLO,O,O,X,O,X,X,X,X,X,X,O,X
JTIZSOL,O,O,X,X,X,X,X,X,X,O,O,X
JTIZOLS,O,X,X,X,X,O,X,X,X,O,X,X
JTIZOSL,O,O,X,X,X,X,X,X,X,O,X,X
JTIOLSZ,O,X,X,O,X,O,X,X,X,X,X,X
JTIOLZS,O,X,X,O,X,O,X,X,X,X,X,X
JTIOSLZ,O,X,X,O,X,X,X,X,X,X,X,X
JTIOSZL,O,O,X,X,X,X,X,X,X,X,X,X
JTIOZLS,O,X,X,X,X,O,X,X,X,X,X,X
JTIOZSL,O,O,X,X,X,X,X,X,X,X,X,X
JTLISZO,O,O,X,O,X,O,X,X,X,X,X,X
JTLISOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLIZSO,O,O,X,O,X,O,X,X,X,X,X,X
JTLIZOS,O,O,X,O,X,O,X,X,X,X,X,X
JTLIOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLIOZS,O,O,X,O,X,O,X,X,X,X,X,X
JTLSIZO,O,O,X,O,X,O,X,X,X,X,X,X
JTLSIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTLSZIO,O,O,X,O,X,O,X,X,X,X,O,X
JTLSZOI,X,O,X,X,X,O,X,X,X,X,X,X
JTLSOIZ,X,O,X,O,X,X,X,X,X,X,X,X
JTLSOZI,X,O,X,X,X,X,X,X,X,X,X,X
JTLZISO,O,X,X,O,X,O,X,X,X,X,X,X
JTLZIOS,O,X,X,O,X,O,X,X,X,X,X,X
JTLZSIO,O,X,X,O,X,O,X,X,X,X,O,X
JTLZSOI,X,X,X,X,X,O,X,X,X,X,X,X
JTLZOIS,O,X,X,X,X,O,X,X,X,X,X,X
JTLZOSI,X,X,X,X,X,O,X,X,X,X,X,X
JTLOISZ,O,O,X,O,X,O,X,X,X,X,X,X
JTLOIZS,O,O,X,O,X,O,X,X,X,X,X,X
JTLOSIZ,X,O,X,O,X,O,X,X,X,X,X,X
JTLOSZI,X,O,X,X,X,O,X,X,X,X,X,X
JTLOZIS,O,O,X,X,X,O,X,X,X,X,X,X
JTLOZSI,X,O,X,X,X,O,X,X,X,X,X,X
JTSILZO,O,O,X,O,X,X,X,X,X,X,X,X
JTSILOZ,O,X,X,O,X,X,X,X,X,X,X,X
JTSIZLO,O,O,X,O,X,X,X,X,X,X,O,X
JTSIZOL,O,O,X,X,X,X,X,X,X,X,O,X
JTSIOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JTSIOZL,O,O,X,X,X,X,X,X,X,X,X,X
JTSLIZO,O,O,X,O,X,O,X,X,X,X,X,X
JTSLIOZ,O,O,X,O,X,X,X,X,X,X,X,X
JTSLZIO,O,O,X,O,X,O,X,X,X,X,O,X
JTSLZOI,X,O,X,X,X,O,X,X,X,X,X,X
JTSLOIZ,X,O,X,O,X,X,X,X,X,X,X,X
JTSLOZI,X,O,X,X,X,X,X,X,X,X,X,X
JTSZILO,O,O,X,O,X,X,X,X,X,X,O,X
JTSZIOL,O,O,X,X,X,X,X,X,X,X,O,X
JTSZLIO,O,X,X,O,X,O,X,X,X,X,O,X
JTSZLOI,X,X,X,X,X,O,X,X,X,X,X,X
JTSZOIL,X,O,X,X,X,X,X,X,X,X,O,X
JTSZOLI,X,O,X,X,X,O,X,X,X,X,X,X
JTSOILZ,X,O,X,O,X,X,X,X,X,X,X,X
JTSOIZL,X,O,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,X,O,X,O,X,O,X,X,X,X,X,X
JTSOLZI,X,O,X,X,X,O,X,X,X,X,X,X
JTSOZIL,X,O,X,X,X,X,X,X,X,X,O,X
JTSOZLI,X,O,X,X,X,O,X,X,X,X,X,X
JTZILSO,O,X,X,O,X,O,X,O,X,X,X,X
JTZILOS,O,X,X,O,X,O,X,O,X,O,X,X
JTZISLO,O,X,X,O,X,X,X,X,X,O,O,X
JTZISOL,O,X,X,X,X,X,X,X,X,O,O,X
JTZIOLS,O,X,X,X,X,O,O,X,X,O,X,X
JTZIOSL,O,X,X,X,X,X,O,X,X,O,X,X
JTZLISO,O,X,X,O,X,O,X,O,X,X,X,X
JTZLIOS,O,X,X,O,X,O,X,O,X,O,X,X
JTZLSIO,O,X,X,O,X,O,X,O,X,O,O,X
JTZLSOI,X,X,X,X,X,O,X,O,X,O,X,X
JTZLOIS,O,X,X,X,X,O,O,O,X,O,X,X
JTZLOSI,X,X,X,X,X,O,O,O,X,O,X,X
JTZSILO,O,X,X,O,X,X,X,X,X,O,O,X
JTZSIOL,O,X,X,X,X,X,X,X,X,O,O,X
JTZSLIO,O,X,X,O,X,O,X,X,X,O,O,X
JTZSLOI,X,X,X,X,X,O,X,X,X,O,X,X
JTZSOIL,X,X,X,X,X,X,O,X,X,O,O,X
JTZSOLI,X,X,X,X,X,O,O,X,X,O,X,X
JTZOILS,O,X,X,X,X,O,O,X,X,O,X,X
JTZOISL,O,X,X,X,X,X,O,X,X,O,X,X
JTZOLIS,O,X,X,X,X,O,O,X,X,O,X,X
JTZOLSI,X,X,X,X,X,O,O,X,X,O,X,X
JTZOSIL,X,X,X,X,X,X,O,X,X,O,O,X
JTZOSLI,X,X,X,X,X,O,O,X,X,O,X,X
JTOILSZ,O,O,X,O,X,O,X,X,X,X,X,X
JTOILZS,O,O,X,O,X,O,X,X,X,X,X,X
JTOISLZ,O,O,X,O,X,X,X,X,X,X,X,X
JTOISZL,O,O,X,X,X,X,X,X,X,X,X,X
JTOIZLS,O,O,X,X,X,O,X,X,X,X,X,X
JTOIZSL,O,O,X,X,X,X,X,X,X,X,X,X
JTOLISZ,O,O,X,O,X,O,X,X,X,X,X,X
JTOLIZS,O,O,X,O,X,O,X,X,X,X,X,X
JTOLSIZ,X,O,X,O,X,O,X,X,X,X,X,X
JTOLSZI,X,O,X,X,X,O,X,X,X,X,X,X
JTOLZIS,O,O,X,X,X,O,X,X,X,X,X,X
JTOLZSI,X,O,X,X,X,O,X,X,X,X,X,X
JTOSILZ,X,O,X,O,X,X,X,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X,X,X,X,X,X
JTOSLIZ,X,O,X,O,X,O,X,X,X,X,X,X
JTOSLZI,X,O,X,X,X,O,X,X,X,X,X,X
JTOSZIL,X,O,X,X,X,X,O,X,X,X,O,X
JTOSZLI,X,O,X,X,X,O,O,X,X,X,X,X
JTOZILS,O,O,X,X,X,O,O,X,X,X,X,X
JTOZISL,O,O,X,X,X,X,O,X,X,X,X,X
JTOZLIS,O,O,X,X,X,O,O,X,X,X,X,X
JTOZLSI,X,O,X,X,X,O,O,X,X,X,X,X
JTOZSIL,X,O,X,X,X,X,O,X,X,X,O,X
JTOZSLI,X,O,X,X,X,O,O,X,X,X,X,X
JITLSZO,O,O,X,O,X,O,X,X,X,X,X,X
JITLSOZ,O,O,X,O,X,X,X,X,X,X,X,X
JITLZSO,O,O,X,O,X,O,X,X,X,X,X,X
JITLZOS,O,O,X,O,X,O,X,X,X,X,X,X
JITLOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JITLOZS,O,O,X,O,X,O,X,X,X,X,X,X
JITSLZO,O,O,X,O,X,X,X,X,X,X,X,X
JITSLOZ,O,X,X,O,X,X,X,X,X,X,X,X
JITSZLO,O,O,X,O,X,X,X,X,X,X,O,X
JITSZOL,O,O,X,X,X,X,X,X,X,X,O,X
JITSOLZ,O,X,X,O,X,X,X,X,X,X,X,X
JITSOZL,O,O,X,X,X,X,X,X,X,X,X,X
JITZLSO,O,O,X,O,X,O,X,O,X,X,X,X
JITZLOS,O,O,X,O,X,O,X,O,X,O,X,X
JITZSLO,O,O,X,O,X,X,X,X,X,X,O,X
JITZSOL,O,O,X,X,X,X,X,X,X,O,O,X
JITZOLS,O,X,X,X,X,O,X,X,X,O,X,X
JITZOSL,O,O,X,X,X,X,X,X,X,O,X,X
JITOLSZ,O,X,X,O,X,O,X,X,X,X,X,X
JITOLZS,O,X,X,O,X,O,X,X,X,X,X,X
JITOSLZ,O,X,X,O,X,X,X,X,X,X,X,X
JITOSZL,O,O,X,X,X,X,X,X,X,X,X,X
JITOZLS,O,X,X,X,X,O,X,X,X,X,X,X
JITOZSL,O,O,X,X,X,X,X,X,X,X,X,X
JILTSZO,O,O,X,O,X,O,X,X,X,X,X,X
JILTSOZ,O,O,X,O,X,X,X,X,X,X,X,X
JILTZSO,O,O,X,O,X,O,X,X,X,X,X,X
JILTZOS,O,O,X,O,X,O,X,X,X,X,X,X
JILTOSZ,O,O,X,O,X,X,X,X,X,X,X,X
JILTOZS,O,O,X,O,X,O,X,X,X,X,X,X
JILSTZO,O,O,X,O,X,O,X,X,X,X,X,X
JILSTOZ,O,O,X,O,X,X,X,X,X,X,X,X
JILSZTO,O,O,X,O,X,O,X,X,O,X,X,X
JILSZOT,O,O,X,O,X,X,X,X,X,X,X,X
JILSOTZ,O,O,X,O,X,X,X,X,X,X,X,X
JILSOZT,O,O,X,O,X,X,X,X,X,X,X,X
JILZTSO,O,O,X,O,X,O,X,O,X,X,X,X
JILZTOS,O,O,X,O,X,O,X,O,X,O,X,X
JILZSTO,O,O,X,O,X,O,X,O,O,X,X,X
JILZSOT,X,O,X,O,X,X,X,O,X,X,X,X
JILZOTS,O,O,X,O,X,O,X,O,X,X,X,X
JILZOST,X,O,X,O,X,X,X,O,X,X,X,X
JILOTSZ,O,O,X,O,X,X,X,X,X,X,X,X
JILOTZS,O,O,X,O,X,O,X,X,X,X,X,X
JILOSTZ,O,O,X,O,X,X,X,X,X,X,X,X
JILOSZT,O,O,X,O,X,X,X,X,X,X,X,X
JILOZTS,O,O,X,O,X,O,X,X,X,X,X,X
JILOZST,X,O,X,O,X,X,X,X,X,X,X,X
JISTLZO,O,O,X,O,X,X,X,X,X,X,X,X
JISTLOZ,O,X,X,O,X,X,X,X,X,X,X,X
JISTZLO,O,O,X,O,X,X,X,X,X,X,O,X
JISTZOL,O,O,X,X,X,X,X,X,X,X,O,X
JISTOLZ,O,O,X,O,X,X,X,X,X,X,X,X
JISTOZL,O,O,X,X,X,X,X,X,X,X,X,X
JISLTZO,O,O,X,O,X,O,X,X,X,X,X,X
JISLTOZ,O,O,X,O,X,X,X,X,X,X,X,X
JISLZTO,O,O,X,O,X,O,X,X,X,X,X,X
JISLZOT,O,O,X,O,X,X,X,X,X,X,X,X
JISLOTZ,O,O,X,O,X,X,X,X,X,X,X,X
JISLOZT,O,O,X,O,X,X,X,X,X,X,X,X
JISZTLO,O,O,X,O,X,X,X,X,X,X,O,X
JISZTOL,O,O,X,X,X,X,X,X,X,O,O,X
JISZLTO,X,O,X,O,X,O,X,O,X,X,O,X
