sequence,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBUiBaoB5oBWs?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFChBTiBeoB5oB0m?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFzgBqmBmiB5oB0n?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBUiBaoB5oBWs?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFRhBcnBTjBSrBGt?B3qB,v115@9gB8HeA8IeB8HeB8BeE8KeXAJvhFdmBqmBmiB5oB0n?BTqB,v115@9gB8HeA8IeB8HeB8BeE8KedFJvhFqmBmiB5oBzlB0n?B3qB
JLSTOIZ,O,O,O,O,X,X,X
JLSTOZI,O,O,O,O,O,X,X
JLSITZO,O,O,O,O,X,X,X
JLSITOZ,O,O,O,O,X,X,X
JLSIZTO,O,O,O,O,X,X,X
JLSIZOT,O,O,O,O,X,X,X
JLSIOTZ,O,O,X,O,X,X,X
JLSIOZT,O,X,X,O,X,X,X
JLSZTIO,O,O,O,O,O,X,X
JLSZTOI,O,O,O,O,O,X,X
JLSZITO,O,O,O,O,X,X,X
JLSZIOT,O,O,O,O,X,X,X
JLSZOTI,O,O,O,O,O,X,X
JLSZOIT,O,O,O,O,X,X,X
JLSOTIZ,O,O,X,O,X,X,X
JLSOTZI,O,O,X,O,O,X,X
JLSOITZ,O,O,X,O,X,X,X
JLSOIZT,O,X,X,O,X,X,X
JLSOZTI,O,X,X,O,O,X,X
JLSOZIT,O,X,X,O,X,X,X
JLZTISO,O,O,O,O,O,O,O
JLZTIOS,O,O,O,O,O,O,O
JLZTSIO,O,O,O,O,O,O,O
JLZTSOI,O,O,O,O,O,O,O
JLZTOIS,O,O,O,O,O,O,O
JLZTOSI,O,O,O,O,O,O,O
JLZITSO,O,O,O,O,O,O,O
JLZITOS,O,O,O,O,O,O,O
JLZISTO,O,O,O,O,X,O,O
JLZISOT,O,O,O,O,X,O,X
JLZIOTS,O,O,O,O,O,O,O
JLZIOST,O,O,O,O,X,O,X
JLZSTIO,O,O,O,O,O,O,O
JLZSTOI,O,O,O,O,O,O,O
JLZSITO,O,O,O,O,X,O,O
JLZSIOT,O,O,O,O,X,O,X
JLZSOTI,O,O,O,O,O,O,X
JLZSOIT,O,O,O,O,X,O,X
JLZOTIS,O,O,O,O,O,O,O
JLZOTSI,O,O,O,O,O,O,O
JLZOITS,O,O,O,O,O,O,O
JLZOIST,O,O,O,O,X,O,X
JLZOSTI,O,O,O,O,O,O,X
JLZOSIT,O,O,O,O,X,O,X
JLOTISZ,O,X,X,O,X,O,X
JLOTIZS,O,O,X,O,O,O,X
JLOTSIZ,O,X,X,O,X,O,X
JLOTSZI,O,X,X,O,O,O,X
JLOTZIS,O,O,X,O,O,O,X
JLOTZSI,O,O,X,O,O,O,X
JLOITSZ,O,X,X,O,X,O,X
JLOITZS,O,O,X,O,O,O,X
JLOISTZ,O,O,X,O,X,X,X
JLOISZT,O,X,X,O,X,X,X
JLOIZTS,O,O,X,O,O,O,X
JLOIZST,O,O,X,O,X,O,X
JLOSTIZ,O,O,X,O,X,X,X
JLOSTZI,O,O,X,O,O,X,X
JLOSITZ,O,O,X,O,X,X,X
JLOSIZT,O,X,X,O,X,X,X
JLOSZTI,O,X,X,O,O,X,X
JLOSZIT,O,X,X,O,X,X,X
JLOZTIS,O,O,X,O,O,O,X
JLOZTSI,O,O,X,O,O,O,X
JLOZITS,O,O,X,O,O,O,X
JLOZIST,O,O,X,O,X,O,X
JLOZSTI,O,O,X,O,O,O,X
JLOZSIT,O,O,X,O,X,O,X
JSTILZO,O,O,O,O,X,O,X
JSTILOZ,O,O,O,O,X,X,X
JSTIZLO,O,O,O,O,X,X,X
JSTIZOL,O,O,O,O,X,X,X
JSTIOLZ,O,O,O,O,X,X,X
JSTIOZL,O,O,X,O,X,X,X
JSTLIZO,O,O,O,O,X,O,X
JSTLIOZ,O,O,O,O,X,X,X
JSTLZIO,O,O,O,O,O,O,X
JSTLZOI,O,O,O,O,O,O,X
JSTLOIZ,O,O,O,O,X,X,X
JSTLOZI,O,O,O,O,O,X,X
JSTZILO,O,O,O,O,X,X,X
JSTZIOL,O,O,O,O,O,X,X
JSTZLIO,O,O,O,O,O,X,X
JSTZLOI,O,O,O,O,O,X,X
JSTZOIL,O,O,O,O,O,X,X
JSTZOLI,O,O,O,O,O,X,X
JSTOILZ,O,O,O,O,X,X,X
JSTOIZL,O,O,X,O,X,X,X
JSTOLIZ,O,O,O,O,X,X,X
JSTOLZI,O,O,O,O,O,X,X
JSTOZIL,O,O,X,O,O,X,X
JSTOZLI,O,O,X,O,O,X,X
JSITLZO,O,O,O,O,X,O,X
JSITLOZ,O,O,O,O,X,X,X
JSITZLO,O,O,O,O,X,X,X
JSITZOL,O,O,O,O,X,X,X
JSITOLZ,O,O,O,O,X,X,X
JSITOZL,O,O,X,O,X,X,X
JSILTZO,O,O,O,O,X,X,X
JSILTOZ,O,O,O,O,X,X,X
JSILZTO,O,O,O,O,X,X,X
JSILZOT,O,O,O,O,X,X,X
JSILOTZ,O,O,X,O,X,X,X
JSILOZT,O,X,X,O,X,X,X
JSIZTLO,O,O,O,O,X,X,X
JSIZTOL,O,O,O,O,X,X,X
JSIZLTO,O,O,O,O,X,X,X
JSIZLOT,O,O,O,O,X,X,X
JSIZOTL,O,O,O,O,X,X,X
JSIZOLT,O,O,O,O,X,X,X
JSIOTLZ,O,O,X,O,X,X,X
JSIOTZL,O,O,X,O,X,X,X
JSIOLTZ,O,O,X,O,X,X,X
JSIOLZT,O,X,X,O,X,X,X
JSIOZTL,O,O,X,O,X,X,X
JSIOZLT,O,O,X,O,X,X,X
JSLTIZO,O,O,O,O,X,X,X
JSLTIOZ,O,O,O,O,X,X,X
JSLTZIO,O,O,O,O,O,X,X
JSLTZOI,O,O,O,O,O,X,X
JSLTOIZ,O,O,O,O,X,X,X
JSLTOZI,O,O,O,O,O,X,X
JSLITZO,O,O,O,O,X,X,X
JSLITOZ,O,O,O,O,X,X,X
JSLIZTO,O,O,O,O,X,X,X
JSLIZOT,O,O,O,O,X,X,X
JSLIOTZ,O,O,X,O,X,X,X
JSLIOZT,O,X,X,O,X,X,X
JSLZTIO,O,O,O,O,O,X,X
JSLZTOI,O,O,O,O,O,X,X
JSLZITO,O,O,O,O,X,X,X
JSLZIOT,O,O,O,O,X,X,X
JSLZOTI,O,O,O,O,O,X,X
JSLZOIT,O,O,O,O,X,X,X
JSLOTIZ,O,O,X,O,X,X,X
JSLOTZI,O,O,X,O,O,X,X
JSLOITZ,O,O,X,O,X,X,X
JSLOIZT,O,X,X,O,X,X,X
JSLOZTI,O,X,X,O,O,X,X
JSLOZIT,O,X,X,O,X,X,X
JSZTILO,O,O,O,O,X,X,X
JSZTIOL,O,O,O,O,O,X,X
JSZTLIO,O,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,X,X
JSZTOIL,O,O,O,O,O,X,X
JSZTOLI,O,O,O,O,O,X,X
JSZITLO,O,O,O,O,X,X,X
JSZITOL,O,O,O,O,X,X,X
JSZILTO,O,O,O,O,X,X,X
JSZILOT,O,O,O,O,X,X,X
JSZIOTL,O,O,O,O,X,X,X
JSZIOLT,O,O,O,O,X,X,X
JSZLTIO,O,O,O,O,O,X,X
JSZLTOI,O,O,O,O,O,X,X
JSZLITO,O,O,O,O,X,X,X
JSZLIOT,O,O,O,O,X,X,X
JSZLOTI,O,O,O,O,O,X,X
JSZLOIT,O,O,O,O,X,X,X
JSZOTIL,O,O,O,O,O,X,X
JSZOTLI,O,O,O,O,O,X,X
JSZOITL,O,O,O,O,X,X,X
JSZOILT,O,O,O,O,X,X,X
JSZOLTI,O,O,O,O,O,X,X
JSZOLIT,O,O,O,O,X,X,X
JSOTILZ,O,O,X,O,X,X,X
JSOTIZL,O,O,X,O,X,X,X
JSOTLIZ,O,O,X,O,X,X,X
JSOTLZI,O,O,X,O,O,X,X
JSOTZIL,O,O,X,O,O,X,X
JSOTZLI,O,O,X,O,O,X,X
JSOITLZ,O,O,X,O,X,X,X
JSOITZL,O,O,X,O,X,X,X
JSOILTZ,O,O,X,O,X,X,X
JSOILZT,O,X,X,O,X,X,X
JSOIZTL,O,O,X,O,X,X,X
JSOIZLT,O,O,X,O,X,X,X
JSOLTIZ,O,O,X,O,X,X,X
JSOLTZI,O,O,X,O,O,X,X
JSOLITZ,O,O,X,O,X,X,X
JSOLIZT,O,X,X,O,X,X,X
JSOLZTI,O,X,X,O,O,X,X
JSOLZIT,O,X,X,O,X,X,X
JSOZTIL,O,O,X,O,O,X,X
JSOZTLI,O,O,X,O,O,X,X
JSOZITL,O,O,X,O,X,X,X
JSOZILT,O,O,X,O,X,X,X
JSOZLTI,O,O,X,O,O,X,X
JSOZLIT,O,O,X,O,X,X,X
JZTILSO,O,O,O,O,O,O,O
JZTILOS,O,O,O,O,O,O,O
JZTISLO,O,O,O,O,X,X,O
JZTISOL,O,O,O,O,O,X,O
JZTIOLS,O,O,O,O,O,O,O
JZTIOSL,O,O,X,O,O,X,O
JZTLISO,O,O,O,O,O,O,O
JZTLIOS,O,O,O,O,O,O,O
JZTLSIO,O,O,O,O,O,O,O
JZTLSOI,O,O,O,O,O,O,O
JZTLOIS,O,O,O,O,O,O,O
JZTLOSI,O,O,O,O,O,O,O
JZTSILO,O,O,O,O,X,X,O
JZTSIOL,O,O,O,O,O,X,O
JZTSLIO,O,O,O,O,O,X,O
JZTSLOI,O,O,O,O,O,X,O
JZTSOIL,O,O,O,O,O,X,O
JZTSOLI,O,O,O,O,O,X,O
JZTOILS,O,O,O,O,O,O,O
JZTOISL,O,O,X,O,O,X,O
JZTOLIS,O,O,O,O,O,O,O
JZTOLSI,O,O,O,O,O,O,O
JZTOSIL,O,O,X,O,O,X,O
JZTOSLI,O,O,X,O,O,X,O
JZITLSO,O,O,O,O,O,O,O
JZITLOS,O,O,O,O,O,O,O
JZITSLO,O,O,O,O,X,X,O
JZITSOL,O,O,O,O,O,X,O
JZITOLS,O,O,O,O,O,O,O
JZITOSL,O,O,X,O,O,X,O
JZILTSO,O,O,O,O,O,O,O
JZILTOS,O,O,O,O,O,O,O
JZILSTO,O,O,O,O,X,O,O
JZILSOT,O,O,O,O,X,O,X
JZILOTS,O,O,O,O,O,O,O
JZILOST,O,O,O,O,X,O,X
JZISTLO,O,O,O,O,X,X,O
JZISTOL,O,O,O,O,X,X,O
JZISLTO,O,O,O,O,X,O,O
JZISLOT,O,O,O,O,X,O,X
JZISOTL,O,O,O,O,X,X,X
JZISOLT,O,O,O,O,X,O,X
JZIOTLS,O,O,O,O,O,O,O
JZIOTSL,O,O,X,O,O,X,O
JZIOLTS,O,O,O,O,O,O,O
JZIOLST,O,O,O,O,X,O,X
JZIOSTL,O,O,O,O,X,X,X
JZIOSLT,O,O,O,O,X,O,X
JZLTISO,O,O,O,O,O,O,O
JZLTIOS,O,O,O,O,O,O,O
JZLTSIO,O,O,O,O,O,O,O
JZLTSOI,O,O,O,O,O,O,O
JZLTOIS,O,O,O,O,O,O,O
JZLTOSI,O,O,O,O,O,O,O
JZLITSO,O,O,O,O,O,O,O
JZLITOS,O,O,O,O,O,O,O
JZLISTO,O,O,O,O,X,O,O
JZLISOT,O,O,O,O,X,O,X
JZLIOTS,O,O,O,O,O,O,O
JZLIOST,O,O,O,O,X,O,X
JZLSTIO,O,O,O,O,O,O,O
JZLSTOI,O,O,O,O,O,O,O
JZLSITO,O,O,O,O,X,O,O
JZLSIOT,O,O,O,O,X,O,X
JZLSOTI,O,O,O,O,O,O,X
JZLSOIT,O,O,O,O,X,O,X
JZLOTIS,O,O,O,O,O,O,O
JZLOTSI,O,O,O,O,O,O,O
JZLOITS,O,O,O,O,O,O,O
JZLOIST,O,O,O,O,X,O,X
JZLOSTI,O,O,O,O,O,O,X
JZLOSIT,O,O,O,O,X,O,X
JZSTILO,O,O,O,O,X,X,O
JZSTIOL,O,O,O,O,O,X,O
JZSTLIO,O,O,O,O,O,X,O
JZSTLOI,O,O,O,O,O,X,O
JZSTOIL,O,O,O,O,O,X,O
JZSTOLI,O,O,O,O,O,X,O
JZSITLO,O,O,O,O,X,X,O
JZSITOL,O,O,O,O,X,X,O
JZSILTO,O,O,O,O,X,O,O
JZSILOT,O,O,O,O,X,O,X
JZSIOTL,O,O,O,O,X,X,X
JZSIOLT,O,O,O,O,X,O,X
JZSLTIO,O,O,O,O,O,O,O
JZSLTOI,O,O,O,O,O,O,O
JZSLITO,O,O,O,O,X,O,O
JZSLIOT,O,O,O,O,X,O,X
JZSLOTI,O,O,O,O,O,O,X
JZSLOIT,O,O,O,O,X,O,X
JZSOTIL,O,O,O,O,O,X,X
JZSOTLI,O,O,O,O,O,X,X
JZSOITL,O,O,O,O,X,X,X
JZSOILT,O,O,O,O,X,O,X
JZSOLTI,O,O,O,O,O,O,X
JZSOLIT,O,O,O,O,X,O,X
JZOTILS,O,O,O,O,O,O,O
JZOTISL,O,O,X,O,O,X,O
JZOTLIS,O,O,O,O,O,O,O
JZOTLSI,O,O,O,O,O,O,O
JZOTSIL,O,O,X,O,O,X,O
JZOTSLI,O,O,X,O,O,X,O
JZOITLS,O,O,O,O,O,O,O
JZOITSL,O,O,X,O,O,X,O
JZOILTS,O,O,O,O,O,O,O
JZOILST,O,O,O,O,X,O,X
JZOISTL,O,O,O,O,X,X,X
JZOISLT,O,O,O,O,X,O,X
JZOLTIS,O,O,O,O,O,O,O
JZOLTSI,O,O,O,O,O,O,O
JZOLITS,O,O,O,O,O,O,O
JZOLIST,O,O,O,O,X,O,X
JZOLSTI,O,O,O,O,O,O,X
JZOLSIT,O,O,O,O,X,O,X
JZOSTIL,O,O,O,O,O,X,X
JZOSTLI,O,O,O,O,O,X,X
JZOSITL,O,O,O,O,X,X,X
JZOSILT,O,O,O,O,X,O,X
JZOSLTI,O,O,O,O,O,O,X
JZOSLIT,O,O,O,O,X,O,X
JOTILSZ,O,X,X,O,X,O,X
JOTILZS,O,O,X,O,O,O,X
JOTISLZ,O,O,X,O,X,O,X
JOTISZL,O,O,X,O,X,X,X
JOTIZLS,O,O,X,O,O,X,X
JOTIZSL,O,O,X,O,O,X,X
JOTLISZ,O,X,X,O,X,O,X
JOTLIZS,O,O,X,O,O,O,X
JOTLSIZ,O,X,X,O,X,O,X
JOTLSZI,O,X,X,O,O,O,X
JOTLZIS,O,O,X,O,O,O,X
JOTLZSI,O,O,X,O,O,O,X
JOTSILZ,O,O,X,O,X,O,X
JOTSIZL,O,O,X,O,X,X,X
JOTSLIZ,O,O,X,O,X,O,X
JOTSLZI,O,O,X,O,O,O,X
JOTSZIL,O,O,X,O,O,X,X
JOTSZLI,O,O,X,O,O,X,X
JOTZILS,O,O,X,O,O,X,X
JOTZISL,O,O,X,O,O,X,X
JOTZLIS,O,O,X,O,O,X,X
JOTZLSI,O,O,X,O,O,X,X
JOTZSIL,O,O,X,O,O,X,X
JOTZSLI,O,O,X,O,O,X,X
JOITLSZ,O,X,X,O,X,O,X
JOITLZS,O,O,X,O,O,O,X
JOITSLZ,O,O,X,O,X,O,X
JOITSZL,O,O,X,O,X,X,X
JOITZLS,O,O,X,O,O,X,X
JOITZSL,O,O,X,O,O,X,X
JOILTSZ,O,X,X,O,X,O,X
JOILTZS,O,O,X,O,O,O,X
JOILSTZ,O,O,X,O,X,X,X
JOILSZT,O,X,X,O,X,X,X
JOILZTS,O,O,X,O,O,O,X
JOILZST,O,O,X,O,X,O,X
JOISTLZ,O,O,X,O,X,O,X
JOISTZL,O,O,X,O,X,X,X
JOISLTZ,O,O,X,O,X,X,X
JOISLZT,O,X,X,O,X,X,X
JOISZTL,O,O,X,O,X,X,X
JOISZLT,O,O,X,O,X,X,X
JOIZTLS,O,O,X,O,O,O,X
JOIZTSL,O,O,X,O,O,X,X
JOIZLTS,O,O,X,O,O,O,X
JOIZLST,O,O,X,O,X,O,X
JOIZSTL,O,O,X,O,X,X,X
JOIZSLT,O,O,X,O,X,O,X
JOLTISZ,O,X,X,O,X,O,X
JOLTIZS,O,O,X,O,O,O,X
JOLTSIZ,O,X,X,O,X,O,X
JOLTSZI,O,X,X,O,O,O,X
JOLTZIS,O,O,X,O,O,O,X
JOLTZSI,O,O,X,O,O,O,X
JOLITSZ,O,X,X,O,X,O,X
JOLITZS,O,O,X,O,O,O,X
JOLISTZ,O,O,X,O,X,X,X
JOLISZT,O,X,X,O,X,X,X
JOLIZTS,O,O,X,O,O,O,X
JOLIZST,O,O,X,O,X,O,X
JOLSTIZ,O,O,X,O,X,X,X
JOLSTZI,O,O,X,O,O,X,X
JOLSITZ,O,O,X,O,X,X,X
JOLSIZT,O,X,X,O,X,X,X
JOLSZTI,O,X,X,O,O,X,X
JOLSZIT,O,X,X,O,X,X,X
JOLZTIS,O,O,X,O,O,O,X
JOLZTSI,O,O,X,O,O,O,X
JOLZITS,O,O,X,O,O,O,X
JOLZIST,O,O,X,O,X,O,X
JOLZSTI,O,O,X,O,O,O,X
JOLZSIT,O,O,X,O,X,O,X
JOSTILZ,O,O,X,O,X,O,X
JOSTIZL,O,O,X,O,X,X,X
JOSTLIZ,O,O,X,O,X,O,X
JOSTLZI,O,O,X,O,O,O,X
JOSTZIL,O,O,X,O,O,X,X
JOSTZLI,O,O,X,O,O,X,X
JOSITLZ,O,O,X,O,X,O,X
JOSITZL,O,O,X,O,X,X,X
JOSILTZ,O,O,X,O,X,X,X
JOSILZT,O,X,X,O,X,X,X
JOSIZTL,O,O,X,O,X,X,X
JOSIZLT,O,O,X,O,X,X,X
JOSLTIZ,O,O,X,O,X,X,X
JOSLTZI,O,O,X,O,O,X,X
JOSLITZ,O,O,X,O,X,X,X
JOSLIZT,O,X,X,O,X,X,X
JOSLZTI,O,X,X,O,O,X,X
JOSLZIT,O,X,X,O,X,X,X
JOSZTIL,O,O,X,O,O,X,X
JOSZTLI,O,O,X,O,O,X,X
JOSZITL,O,O,X,O,X,X,X
JOSZILT,O,O,X,O,X,X,X
JOSZLTI,O,O,X,O,O,X,X
JOSZLIT,O,O,X,O,X,X,X
JOZTILS,O,O,X,O,O,O,X
JOZTISL,O,O,X,O,O,X,X
JOZTLIS,O,O,X,O,O,O,X
JOZTLSI,O,O,X,O,O,O,X
JOZTSIL,O,O,X,O,O,X,X
JOZTSLI,O,O,X,O,O,X,X
JOZITLS,O,O,X,O,O,O,X
JOZITSL,O,O,X,O,O,X,X
JOZILTS,O,O,X,O,O,O,X
JOZILST,O,O,X,O,X,O,X
JOZISTL,O,O,X,O,X,X,X
JOZISLT,O,O,X,O,X,O,X
JOZLTIS,O,O,X,O,O,O,X
JOZLTSI,O,O,X,O,O,O,X
JOZLITS,O,O,X,O,O,O,X
JOZLIST,O,O,X,O,X,O,X
JOZLSTI,O,O,X,O,O,O,X
JOZLSIT,O,O,X,O,X,O,X
JOZSTIL,O,O,X,O,O,X,X
JOZSTLI,O,O,X,O,O,X,X
JOZSITL,O,O,X,O,X,X,X
JOZSILT,O,O,X,O,X,O,X
JOZSLTI,O,O,X,O,O,O,X
JOZSLIT,O,O,X,O,X,O,X
STILJZO,O,O,O,O,X,O,X
STILJOZ,O,O,O,O,X,X,X
STILZJO,O,O,O,O,X,O,O
STILZOJ,O,O,O,X,X,O,O
STILOJZ,O,O,O,O,X,X,X
STILOZJ,O,O,O,X,X,O,O
STIJLZO,O,O,O,O,X,O,X
STIJLOZ,O,O,O,O,X,X,X
STIJZLO,O,O,O,O,X,X,X
STIJZOL,O,O,O,O,X,X,X
STIJOLZ,O,O,O,O,X,X,X
STIJOZL,O,O,X,O,X,X,X
STIZLJO,O,O,O,O,X,O,O
STIZLOJ,O,O,O,X,X,O,O
STIZJLO,O,O,O,O,X,X,O
STIZJOL,O,O,O,O,X,X,O
STIZOLJ,O,O,O,X,X,X,O
STIZOJL,O,O,O,X,X,X,O
STIOLJZ,O,O,O,O,X,X,X
STIOLZJ,O,O,O,X,X,O,O
STIOJLZ,O,O,O,O,X,X,X
STIOJZL,O,O,X,O,X,X,X
STIOZLJ,O,O,O,X,X,X,O
STIOZJL,O,O,O,X,X,X,O
STLIJZO,O,O,O,O,X,O,X
STLIJOZ,O,O,O,O,X,X,X
STLIZJO,O,O,O,O,O,O,O
STLIZOJ,O,O,O,X,X,O,O
STLIOJZ,O,O,O,O,X,X,X
STLIOZJ,O,O,O,X,X,O,O
STLJIZO,O,O,O,O,X,O,X
STLJIOZ,O,O,O,O,X,X,X
STLJZIO,O,O,O,O,O,O,X
STLJZOI,O,O,O,O,O,O,X
STLJOIZ,O,O,O,O,X,X,X
STLJOZI,O,O,O,O,O,X,X
STLZIJO,O,O,O,O,O,O,O
STLZIOJ,O,O,O,X,X,O,O
STLZJIO,O,O,O,O,O,O,O
STLZJOI,O,O,O,O,O,O,O
STLZOIJ,O,O,O,X,X,O,O
STLZOJI,O,O,O,X,X,O,O
STLOIJZ,O,O,O,O,X,X,X
STLOIZJ,O,O,O,X,X,O,O
STLOJIZ,O,O,O,O,X,X,X
STLOJZI,O,O,O,O,X,X,X
STLOZIJ,O,O,O,X,X,O,O
STLOZJI,O,O,O,X,X,O,O
STJILZO,O,O,O,O,X,O,X
STJILOZ,O,O,O,O,X,X,X
STJIZLO,O,O,O,O,X,X,X
STJIZOL,O,O,O,O,X,X,X
STJIOLZ,O,O,O,O,X,X,X
STJIOZL,O,O,X,O,X,X,X
STJLIZO,O,O,O,O,X,O,X
STJLIOZ,O,O,O,O,X,X,X
STJLZIO,O,O,O,O,O,O,X
STJLZOI,O,O,O,O,O,O,X
STJLOIZ,O,O,O,O,X,X,X
STJLOZI,O,O,O,O,O,X,X
STJZILO,O,O,O,O,X,X,X
STJZIOL,O,O,O,O,O,X,X
STJZLIO,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,X,X
STJZOIL,O,O,O,O,O,X,X
STJZOLI,O,O,O,O,O,X,X
STJOILZ,O,O,O,O,X,X,X
STJOIZL,O,O,X,O,X,X,X
STJOLIZ,O,O,O,O,X,X,X
STJOLZI,O,O,O,O,O,X,X
STJOZIL,O,O,X,O,O,X,X
STJOZLI,O,O,X,O,O,X,X
STZILJO,O,O,O,O,X,O,O
STZILOJ,O,O,O,X,X,O,O
STZIJLO,O,O,O,O,X,X,O
STZIJOL,O,O,O,O,O,X,O
STZIOLJ,O,O,O,X,X,X,O
STZIOJL,O,O,O,X,X,X,O
STZLIJO,O,O,O,O,O,O,O
STZLIOJ,O,O,O,X,X,O,O
STZLJIO,O,O,O,O,O,O,O
STZLJOI,O,O,O,O,O,O,O
STZLOIJ,O,O,O,X,X,O,O
STZLOJI,O,O,O,X,X,O,O
STZJILO,O,O,O,O,X,X,O
STZJIOL,O,O,O,O,O,X,O
STZJLIO,O,O,O,O,O,X,O
STZJLOI,O,O,O,O,O,X,O
STZJOIL,O,O,O,O,O,X,O
STZJOLI,O,O,O,O,O,X,O
STZOILJ,O,O,O,X,X,X,O
STZOIJL,O,O,O,X,X,X,O
STZOLIJ,O,O,O,X,X,X,O
STZOLJI,O,O,O,X,X,X,O
STZOJIL,O,O,O,X,X,X,O
STZOJLI,O,O,O,X,X,X,O
STOILJZ,O,O,O,O,X,X,X
STOILZJ,O,O,O,X,X,O,O
STOIJLZ,O,O,O,O,X,X,X
STOIJZL,O,O,X,O,X,X,X
STOIZLJ,O,O,O,X,X,X,O
STOIZJL,O,O,O,X,X,X,O
STOLIJZ,O,O,O,O,X,X,X
STOLIZJ,O,O,O,X,X,O,O
STOLJIZ,O,O,O,O,X,X,X
STOLJZI,O,O,O,O,X,X,X
STOLZIJ,O,O,O,X,X,O,O
STOLZJI,O,O,O,X,X,O,O
STOJILZ,O,O,O,O,X,X,X
STOJIZL,O,O,X,O,X,X,X
STOJLIZ,O,O,O,O,X,X,X
STOJLZI,O,O,O,O,X,X,X
STOJZIL,O,O,X,O,X,X,X
STOJZLI,O,O,X,O,X,X,X
STOZILJ,O,O,O,X,X,X,O
STOZIJL,O,O,O,X,X,X,O
STOZLIJ,O,O,O,X,X,X,O
STOZLJI,O,O,O,X,X,X,O
STOZJIL,O,O,O,X,X,X,O
STOZJLI,O,O,O,X,X,X,O
SITLJZO,O,O,O,O,X,O,X
SITLJOZ,O,O,O,O,X,X,X
SITLZJO,O,O,O,O,X,O,O
SITLZOJ,O,O,O,X,X,O,O
SITLOJZ,O,O,O,O,X,X,X
SITLOZJ,O,O,O,X,X,O,O
SITJLZO,O,O,O,O,X,O,X
SITJLOZ,O,O,O,O,X,X,X
SITJZLO,O,O,O,O,X,X,X
SITJZOL,O,O,O,O,X,X,X
SITJOLZ,O,O,O,O,X,X,X
SITJOZL,O,O,X,O,X,X,X
SITZLJO,O,O,O,O,X,O,O
SITZLOJ,O,O,O,X,X,O,O
SITZJLO,O,O,O,O,X,X,O
SITZJOL,O,O,O,O,X,X,O
SITZOLJ,O,O,O,X,X,X,O
SITZOJL,O,O,O,X,X,X,O
SITOLJZ,O,O,O,O,X,X,X
SITOLZJ,O,O,O,X,X,O,O
SITOJLZ,O,O,O,O,X,X,X
SITOJZL,O,O,X,O,X,X,X
SITOZLJ,O,O,O,X,X,X,O
SITOZJL,O,O,O,X,X,X,O
SILTJZO,O,O,O,O,X,O,X
SILTJOZ,O,O,O,O,X,X,X
SILTZJO,O,O,O,O,X,O,O
SILTZOJ,O,O,O,X,X,O,O
SILTOJZ,O,O,O,O,X,X,X
SILTOZJ,O,O,O,X,X,O,O
SILJTZO,O,O,O,O,X,X,X
SILJTOZ,O,O,O,O,X,X,X
SILJZTO,O,O,O,O,X,X,X
SILJZOT,O,O,O,O,X,X,X
SILJOTZ,O,O,X,O,X,X,X
SILJOZT,O,X,X,O,X,X,X
SILZTJO,O,O,O,O,X,O,O
SILZTOJ,O,O,O,X,X,O,O
SILZJTO,O,O,O,X,X,O,O
SILZJOT,O,O,O,X,X,O,X
SILZOTJ,X,X,O,X,X,O,X
SILZOJT,X,X,O,X,X,O,X
SILOTJZ,O,X,O,O,X,O,X
SILOTZJ,O,X,O,O,X,O,X
SILOJTZ,O,X,X,O,X,X,X
SILOJZT,O,X,X,O,X,X,X
SILOZTJ,X,X,O,O,X,O,X
SILOZJT,X,X,O,X,X,O,X
SIJTLZO,O,O,O,O,X,O,X
SIJTLOZ,O,O,O,O,X,X,X
SIJTZLO,O,O,O,O,X,X,X
SIJTZOL,O,O,O,O,X,X,X
SIJTOLZ,O,O,O,O,X,X,X
SIJTOZL,O,O,X,O,X,X,X
SIJLTZO,O,O,O,O,X,X,X
SIJLTOZ,O,O,O,O,X,X,X
SIJLZTO,O,O,O,O,X,X,X
SIJLZOT,O,O,O,O,X,X,X
SIJLOTZ,O,O,X,O,X,X,X
SIJLOZT,O,X,X,O,X,X,X
SIJZTLO,O,O,O,O,X,X,X
SIJZTOL,O,O,O,O,X,X,X
SIJZLTO,O,O,O,O,X,X,X
SIJZLOT,O,O,O,O,X,X,X
SIJZOTL,O,O,O,O,X,X,X
SIJZOLT,O,O,O,O,X,X,X
SIJOTLZ,O,O,X,O,X,X,X
SIJOTZL,O,O,X,O,X,X,X
SIJOLTZ,O,O,X,O,X,X,X
SIJOLZT,O,X,X,O,X,X,X
SIJOZTL,O,O,X,O,X,X,X
SIJOZLT,O,O,X,O,X,X,X
SIZTLJO,O,O,O,O,X,O,O
SIZTLOJ,O,O,O,X,X,O,O
SIZTJLO,O,O,O,O,X,X,O
SIZTJOL,O,O,O,O,X,X,O
SIZTOLJ,O,O,O,X,X,X,O
SIZTOJL,O,O,O,X,X,X,O
SIZLTJO,O,O,O,O,X,O,O
SIZLTOJ,O,O,O,X,X,O,O
SIZLJTO,O,O,O,X,X,O,O
SIZLJOT,O,O,O,X,X,O,X
