sequence,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhF6hBmdB?5jBXgBdmB0qB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jei6IvhFtgBmdB?5jBzfBcmBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8JeT6IvhFegBtgB?xdBcmB6oBXrB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jem6IvhF9hBxdB?0fBfmB6oBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Je//IvhFUbB9hB?xdB6oBmlBzqB,v115@DhB8BeA8EeC8AeD8AeD8AeC8BeE8Jey/IvhF9hBmdB?5jBfmB0kBzqB
LZSOIJT,X,X,O,O,O,X
LZSOJTI,X,X,O,O,O,X
LZSOJIT,X,X,O,O,O,X
LZOTIJS,O,O,O,O,X,X
LZOTISJ,O,O,X,O,X,X
LZOTJIS,O,O,O,O,X,X
LZOTJSI,O,O,O,O,X,X
LZOTSIJ,O,O,X,O,X,X
LZOTSJI,O,O,X,O,X,X
LZOITJS,O,O,O,O,X,X
LZOITSJ,O,O,X,O,X,X
LZOIJTS,O,O,O,O,X,X
LZOIJST,X,O,O,O,X,X
LZOISTJ,X,O,X,O,X,X
LZOISJT,X,O,O,O,X,X
LZOJTIS,O,O,O,O,X,X
LZOJTSI,O,O,O,O,X,X
LZOJITS,O,O,O,O,X,X
LZOJIST,X,O,O,O,X,X
LZOJSTI,X,O,O,O,X,X
LZOJSIT,X,O,O,O,X,X
LZOSTIJ,X,O,X,O,X,X
LZOSTJI,X,O,X,O,X,X
LZOSITJ,X,O,X,O,X,X
LZOSIJT,X,O,O,O,X,X
LZOSJTI,X,O,O,O,X,X
LZOSJIT,X,O,O,O,X,X
LOTIJSZ,O,O,O,X,O,O
LOTIJZS,O,O,O,X,X,X
LOTISJZ,O,O,X,X,O,O
LOTISZJ,O,O,X,O,O,X
LOTIZJS,O,O,O,O,X,X
LOTIZSJ,O,O,X,O,X,X
LOTJISZ,O,O,O,X,O,O
LOTJIZS,O,O,O,X,X,X
LOTJSIZ,O,O,O,X,O,O
LOTJSZI,O,O,O,X,O,X
LOTJZIS,O,O,O,X,X,X
LOTJZSI,O,O,O,X,X,X
LOTSIJZ,O,O,X,X,O,O
LOTSIZJ,O,O,X,O,O,X
LOTSJIZ,O,O,X,X,O,O
LOTSJZI,O,O,X,X,O,X
LOTSZIJ,O,O,X,O,O,X
LOTSZJI,O,O,X,O,O,X
LOTZIJS,O,O,O,O,X,X
LOTZISJ,O,O,X,O,X,X
LOTZJIS,O,O,O,O,X,X
LOTZJSI,O,O,O,O,X,X
LOTZSIJ,O,O,X,O,X,X
LOTZSJI,O,O,X,O,X,X
LOITJSZ,O,O,O,X,O,O
LOITJZS,O,O,O,X,X,X
LOITSJZ,O,O,X,X,O,O
LOITSZJ,O,O,X,O,O,X
LOITZJS,O,O,O,O,X,X
LOITZSJ,O,O,X,O,X,X
LOIJTSZ,O,O,O,X,O,O
LOIJTZS,O,O,O,X,X,X
LOIJSTZ,O,O,O,X,O,O
LOIJSZT,X,O,O,X,O,X
LOIJZTS,O,O,O,X,X,X
LOIJZST,X,O,O,X,X,X
LOISTJZ,O,O,X,X,O,O
LOISTZJ,O,O,X,O,O,X
LOISJTZ,O,O,O,X,O,O
LOISJZT,X,O,O,X,O,X
LOISZTJ,X,O,X,O,O,X
LOISZJT,X,O,O,O,O,X
LOIZTJS,O,O,O,O,X,X
LOIZTSJ,O,O,X,O,X,X
LOIZJTS,O,O,O,O,X,X
LOIZJST,X,O,O,O,X,X
LOIZSTJ,X,O,X,O,X,X
LOIZSJT,X,O,O,O,X,X
LOJTISZ,O,O,O,X,O,O
LOJTIZS,O,O,O,X,X,X
LOJTSIZ,O,O,O,X,O,O
LOJTSZI,O,O,O,X,O,X
LOJTZIS,O,O,O,X,X,X
LOJTZSI,O,O,O,X,X,X
LOJITSZ,O,O,O,X,O,O
LOJITZS,O,O,O,X,X,X
LOJISTZ,O,O,O,X,O,O
LOJISZT,X,O,O,X,O,X
LOJIZTS,O,O,O,X,X,X
LOJIZST,X,O,O,X,X,X
LOJSTIZ,O,O,O,X,O,O
LOJSTZI,O,O,O,X,O,X
LOJSITZ,O,O,O,X,O,O
LOJSIZT,X,O,O,X,O,X
LOJSZTI,X,O,O,X,O,X
LOJSZIT,X,O,O,X,O,X
LOJZTIS,O,O,O,X,X,X
LOJZTSI,O,O,O,X,X,X
LOJZITS,O,O,O,X,X,X
LOJZIST,X,O,O,X,X,X
LOJZSTI,X,O,O,X,X,X
LOJZSIT,X,O,O,X,X,X
LOSTIJZ,O,O,X,X,O,O
LOSTIZJ,O,O,X,O,O,X
LOSTJIZ,O,O,X,X,O,O
LOSTJZI,O,O,X,X,O,X
LOSTZIJ,O,O,X,O,O,X
LOSTZJI,O,O,X,O,O,X
LOSITJZ,O,O,X,X,O,O
LOSITZJ,O,O,X,O,O,X
LOSIJTZ,O,O,O,X,O,O
LOSIJZT,X,O,O,X,O,X
LOSIZTJ,X,O,X,O,O,X
LOSIZJT,X,O,O,O,O,X
LOSJTIZ,O,O,O,X,O,O
LOSJTZI,O,O,O,X,O,X
LOSJITZ,O,O,O,X,O,O
LOSJIZT,X,O,O,X,O,X
LOSJZTI,X,O,O,X,O,X
LOSJZIT,X,O,O,X,O,X
LOSZTIJ,X,O,X,O,O,X
LOSZTJI,X,O,X,O,O,X
LOSZITJ,X,O,X,O,O,X
LOSZIJT,X,O,O,O,O,X
LOSZJTI,X,O,O,O,O,X
LOSZJIT,X,O,O,O,O,X
LOZTIJS,O,O,O,O,X,X
LOZTISJ,O,O,X,O,X,X
LOZTJIS,O,O,O,O,X,X
LOZTJSI,O,O,O,O,X,X
LOZTSIJ,O,O,X,O,X,X
LOZTSJI,O,O,X,O,X,X
LOZITJS,O,O,O,O,X,X
LOZITSJ,O,O,X,O,X,X
LOZIJTS,O,O,O,O,X,X
LOZIJST,X,O,O,O,X,X
LOZISTJ,X,O,X,O,X,X
LOZISJT,X,O,O,O,X,X
LOZJTIS,O,O,O,O,X,X
LOZJTSI,O,O,O,O,X,X
LOZJITS,O,O,O,O,X,X
LOZJIST,X,O,O,O,X,X
LOZJSTI,X,O,O,O,X,X
LOZJSIT,X,O,O,O,X,X
LOZSTIJ,X,O,X,O,X,X
LOZSTJI,X,O,X,O,X,X
LOZSITJ,X,O,X,O,X,X
LOZSIJT,X,O,O,O,X,X
LOZSJTI,X,O,O,O,X,X
LOZSJIT,X,O,O,O,X,X
JTILSZO,O,X,O,X,O,O
JTILSOZ,O,X,O,X,O,O
JTILZSO,O,X,O,X,O,O
JTILZOS,O,O,O,X,X,X
JTILOSZ,O,O,O,X,O,O
JTILOZS,O,O,O,X,X,X
JTISLZO,O,X,X,X,O,O
JTISLOZ,O,X,X,X,O,O
JTISZLO,O,X,X,X,O,O
JTISZOL,O,O,X,X,X,X
JTISOLZ,O,O,X,X,X,O
JTISOZL,O,O,X,X,X,X
JTIZLSO,O,X,O,X,X,O
JTIZLOS,O,O,O,X,X,X
JTIZSLO,O,X,X,X,X,O
JTIZSOL,O,O,X,X,X,X
JTIZOLS,O,O,O,X,X,X
JTIZOSL,X,O,X,X,X,X
JTIOLSZ,O,O,O,X,X,O
JTIOLZS,O,O,O,X,X,X
JTIOSLZ,O,O,X,X,X,O
JTIOSZL,O,O,X,X,X,X
JTIOZLS,O,O,O,X,X,X
JTIOZSL,X,O,X,X,X,X
JTLISZO,O,X,O,O,O,O
JTLISOZ,O,X,O,X,O,O
JTLIZSO,O,X,O,O,O,O
JTLIZOS,O,O,O,O,X,X
JTLIOSZ,O,O,O,X,O,O
JTLIOZS,O,O,O,X,X,X
JTLSIZO,O,X,O,O,O,O
JTLSIOZ,O,X,O,X,O,O
JTLSZIO,O,X,O,O,O,O
JTLSZOI,O,X,O,O,O,X
JTLSOIZ,O,X,O,X,O,O
JTLSOZI,O,X,O,X,O,X
JTLZISO,O,X,O,O,O,O
JTLZIOS,O,O,O,O,X,X
JTLZSIO,O,X,O,O,O,O
JTLZSOI,O,X,O,O,O,X
JTLZOIS,O,O,O,O,X,X
JTLZOSI,O,O,O,O,X,X
JTLOISZ,O,O,O,X,O,O
JTLOIZS,O,O,O,X,X,X
JTLOSIZ,O,O,O,X,O,O
JTLOSZI,O,O,O,X,O,X
JTLOZIS,O,O,O,X,X,X
JTLOZSI,O,O,O,X,X,X
JTSILZO,O,X,X,X,O,O
JTSILOZ,O,X,X,X,O,O
JTSIZLO,O,X,X,X,O,O
JTSIZOL,O,O,X,X,X,X
JTSIOLZ,O,O,X,X,X,O
JTSIOZL,O,O,X,X,X,X
JTSLIZO,O,X,O,O,O,O
JTSLIOZ,O,X,O,X,O,O
JTSLZIO,O,X,O,O,O,O
JTSLZOI,O,X,O,O,O,X
JTSLOIZ,O,X,O,X,O,O
JTSLOZI,O,X,O,X,O,X
JTSZILO,O,X,X,O,O,O
JTSZIOL,O,O,X,X,X,X
JTSZLIO,O,X,O,O,O,O
JTSZLOI,O,X,O,O,O,X
JTSZOIL,O,O,X,X,X,X
JTSZOLI,O,O,O,O,O,X
JTSOILZ,O,O,X,X,X,O
JTSOIZL,O,O,X,X,X,X
JTSOLIZ,O,O,O,X,O,O
JTSOLZI,O,O,O,X,O,X
JTSOZIL,O,O,X,X,X,X
JTSOZLI,O,O,O,X,O,X
JTZILSO,O,X,O,O,X,O
JTZILOS,O,O,O,O,X,X
JTZISLO,O,X,X,O,X,O
JTZISOL,O,O,X,X,X,X
JTZIOLS,O,O,O,X,X,X
JTZIOSL,X,O,X,X,X,X
JTZLISO,O,X,O,O,O,O
JTZLIOS,O,O,O,O,X,X
JTZLSIO,O,X,O,O,O,O
JTZLSOI,O,X,O,O,O,X
JTZLOIS,O,O,O,O,X,X
JTZLOSI,O,O,O,O,X,X
JTZSILO,O,X,X,O,O,O
JTZSIOL,O,O,X,X,X,X
JTZSLIO,O,X,O,O,O,O
JTZSLOI,O,X,O,O,O,X
JTZSOIL,O,O,X,X,X,X
JTZSOLI,O,O,O,O,O,X
JTZOILS,O,O,O,X,X,X
JTZOISL,X,O,X,X,X,X
JTZOLIS,O,O,O,O,X,X
JTZOLSI,O,O,O,O,X,X
JTZOSIL,X,O,X,X,X,X
JTZOSLI,X,O,O,O,X,X
JTOILSZ,O,O,O,X,X,O
JTOILZS,O,O,O,X,X,X
JTOISLZ,O,O,X,X,X,O
JTOISZL,O,O,X,X,X,X
JTOIZLS,O,O,O,X,X,X
JTOIZSL,X,O,X,X,X,X
JTOLISZ,O,O,O,X,O,O
JTOLIZS,O,O,O,X,X,X
JTOLSIZ,O,O,O,X,O,O
JTOLSZI,O,O,O,X,O,X
JTOLZIS,O,O,O,X,X,X
JTOLZSI,O,O,O,X,X,X
JTOSILZ,O,O,X,X,X,O
JTOSIZL,O,O,X,X,X,X
JTOSLIZ,O,O,O,X,O,O
JTOSLZI,O,O,O,X,O,X
JTOSZIL,O,O,X,X,X,X
JTOSZLI,O,O,O,X,O,X
JTOZILS,O,O,O,X,X,X
JTOZISL,X,O,X,X,X,X
JTOZLIS,O,O,O,X,X,X
JTOZLSI,O,O,O,X,X,X
JTOZSIL,X,O,X,X,X,X
JTOZSLI,X,O,O,X,X,X
JITLSZO,O,X,O,X,O,O
JITLSOZ,O,X,O,X,O,O
JITLZSO,O,X,O,X,O,O
JITLZOS,O,O,O,X,X,X
JITLOSZ,O,O,O,X,O,O
JITLOZS,O,O,O,X,X,X
JITSLZO,O,X,X,X,O,O
JITSLOZ,O,X,X,X,O,O
JITSZLO,O,X,X,X,O,O
JITSZOL,O,O,X,X,X,X
JITSOLZ,O,O,X,X,X,O
JITSOZL,O,O,X,X,X,X
JITZLSO,O,X,O,X,X,O
JITZLOS,O,O,O,X,X,X
JITZSLO,O,X,X,X,X,O
JITZSOL,O,O,X,X,X,X
JITZOLS,O,O,O,X,X,X
JITZOSL,X,O,X,X,X,X
JITOLSZ,O,O,O,X,X,O
JITOLZS,O,O,O,X,X,X
JITOSLZ,O,O,X,X,X,O
JITOSZL,O,O,X,X,X,X
JITOZLS,O,O,O,X,X,X
JITOZSL,X,O,X,X,X,X
JILTSZO,O,X,O,X,O,O
JILTSOZ,O,X,O,X,O,O
JILTZSO,O,X,O,X,O,O
JILTZOS,O,O,O,X,X,X
JILTOSZ,O,O,O,X,O,O
JILTOZS,O,O,O,X,X,X
JILSTZO,O,X,O,X,O,O
JILSTOZ,O,X,O,X,O,O
JILSZTO,X,X,O,X,O,O
JILSZOT,X,X,O,X,O,X
JILSOTZ,O,O,O,X,O,O
JILSOZT,X,O,O,X,O,X
JILZTSO,O,X,O,X,O,O
JILZTOS,O,O,O,X,X,X
JILZSTO,X,X,O,X,O,O
JILZSOT,X,X,O,X,O,X
JILZOTS,O,O,O,X,X,X
JILZOST,X,O,O,X,X,X
JILOTSZ,O,O,O,X,O,O
JILOTZS,O,O,O,X,X,X
JILOSTZ,O,O,O,X,O,O
JILOSZT,X,O,O,X,O,X
JILOZTS,O,O,O,X,X,X
JILOZST,X,O,O,X,X,X
JISTLZO,O,X,X,X,O,O
JISTLOZ,O,X,X,X,O,O
JISTZLO,O,X,X,X,O,O
JISTZOL,O,O,X,X,X,X
JISTOLZ,O,O,X,X,X,O
JISTOZL,O,O,X,X,X,X
JISLTZO,O,X,X,X,O,O
JISLTOZ,O,X,X,X,O,O
JISLZTO,X,X,X,X,O,O
JISLZOT,X,X,X,X,O,X
JISLOTZ,O,O,X,X,O,O
JISLOZT,X,O,X,X,O,X
JISZTLO,O,X,X,X,O,O
JISZTOL,O,O,X,X,X,X
JISZLTO,X,X,X,X,O,O
JISZLOT,X,X,X,X,O,X
JISZOTL,O,O,X,X,X,X
JISZOLT,X,O,X,X,X,X
JISOTLZ,O,O,X,X,X,O
JISOTZL,O,O,X,X,X,X
JISOLTZ,O,O,X,X,X,O
JISOLZT,X,O,X,X,X,X
JISOZTL,O,O,X,X,X,X
JISOZLT,X,O,X,X,X,X
JIZTLSO,O,X,O,X,X,O
JIZTLOS,O,O,O,X,X,X
JIZTSLO,O,X,X,X,X,O
JIZTSOL,O,O,X,X,X,X
JIZTOLS,O,O,O,X,X,X
JIZTOSL,X,O,X,X,X,X
JIZLTSO,O,X,O,X,X,O
JIZLTOS,O,O,O,X,X,X
JIZLSTO,X,X,O,X,X,O
JIZLSOT,X,X,O,X,X,X
JIZLOTS,O,O,O,X,X,X
JIZLOST,X,O,O,X,X,X
JIZSTLO,O,X,X,X,X,O
JIZSTOL,O,O,X,X,X,X
JIZSLTO,X,X,X,X,X,O
JIZSLOT,X,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X
JIZSOLT,X,O,X,X,X,X
JIZOTLS,O,O,O,X,X,X
JIZOTSL,X,O,X,X,X,X
JIZOLTS,O,O,O,X,X,X
JIZOLST,X,O,O,X,X,X
JIZOSTL,O,O,X,X,X,X
JIZOSLT,X,O,X,X,X,X
JIOTLSZ,O,O,O,X,X,O
JIOTLZS,O,O,O,X,X,X
JIOTSLZ,O,O,X,X,X,O
JIOTSZL,O,O,X,X,X,X
JIOTZLS,O,O,O,X,X,X
JIOTZSL,X,O,X,X,X,X
JIOLTSZ,O,O,O,X,X,O
JIOLTZS,O,O,O,X,X,X
JIOLSTZ,O,O,O,X,X,O
JIOLSZT,X,O,O,X,X,X
JIOLZTS,O,O,O,X,X,X
JIOLZST,X,O,O,X,X,X
JIOSTLZ,O,O,X,X,X,O
JIOSTZL,O,O,X,X,X,X
JIOSLTZ,O,O,X,X,X,O
JIOSLZT,X,O,X,X,X,X
JIOSZTL,O,O,X,X,X,X
JIOSZLT,X,O,X,X,X,X
JIOZTLS,O,O,O,X,X,X
JIOZTSL,X,O,X,X,X,X
JIOZLTS,O,O,O,X,X,X
JIOZLST,X,O,O,X,X,X
JIOZSTL,O,O,X,X,X,X
JIOZSLT,X,O,X,X,X,X
JLTISZO,O,X,O,O,O,O
JLTISOZ,O,X,O,X,O,O
JLTIZSO,O,X,O,O,O,O
JLTIZOS,O,O,O,O,X,X
JLTIOSZ,O,O,O,X,O,O
JLTIOZS,O,O,O,X,X,X
JLTSIZO,O,X,O,O,O,O
JLTSIOZ,O,X,O,X,O,O
JLTSZIO,O,X,O,O,O,O
JLTSZOI,O,X,O,O,O,X
JLTSOIZ,O,X,O,X,O,O
JLTSOZI,O,X,O,X,O,X
JLTZISO,O,X,O,O,O,O
JLTZIOS,O,O,O,O,X,X
JLTZSIO,O,X,O,O,O,O
JLTZSOI,O,X,O,O,O,X
JLTZOIS,O,O,O,O,X,X
JLTZOSI,O,O,O,O,X,X
JLTOISZ,O,O,O,X,O,O
JLTOIZS,O,O,O,X,X,X
JLTOSIZ,O,O,O,X,O,O
JLTOSZI,O,O,O,X,O,X
JLTOZIS,O,O,O,X,X,X
JLTOZSI,O,O,O,X,X,X
JLITSZO,O,X,O,O,O,O
JLITSOZ,O,X,O,X,O,O
JLITZSO,O,X,O,O,O,O
JLITZOS,O,O,O,O,X,X
JLITOSZ,O,O,O,X,O,O
JLITOZS,O,O,O,X,X,X
JLISTZO,O,X,O,O,O,O
JLISTOZ,O,X,O,X,O,O
JLISZTO,X,X,O,O,O,O
JLISZOT,X,X,O,O,O,X
JLISOTZ,O,O,O,X,O,O
JLISOZT,X,O,O,X,O,X
JLIZTSO,O,X,O,O,O,O
JLIZTOS,O,O,O,O,X,X
JLIZSTO,X,X,O,O,O,O
JLIZSOT,X,X,O,O,O,X
JLIZOTS,O,O,O,O,X,X
JLIZOST,X,O,O,O,X,X
JLIOTSZ,O,O,O,X,O,O
JLIOTZS,O,O,O,X,X,X
JLIOSTZ,O,O,O,X,O,O
JLIOSZT,X,O,O,X,O,X
JLIOZTS,O,O,O,X,X,X
JLIOZST,X,O,O,X,X,X
JLSTIZO,O,X,O,O,O,O
JLSTIOZ,O,X,O,X,O,O
JLSTZIO,O,X,O,O,O,O
JLSTZOI,O,X,O,O,O,X
JLSTOIZ,O,X,O,X,O,O
JLSTOZI,O,X,O,X,O,X
JLSITZO,O,X,O,O,O,O
JLSITOZ,O,X,O,X,O,O
JLSIZTO,X,X,O,O,O,O
JLSIZOT,X,X,O,O,O,X
JLSIOTZ,O,O,O,X,O,O
JLSIOZT,X,O,O,X,O,X
JLSZTIO,X,X,O,O,O,O
JLSZTOI,X,X,O,O,O,X
JLSZITO,X,X,O,O,O,O
JLSZIOT,X,X,O,O,O,X
JLSZOTI,X,X,O,O,O,X
JLSZOIT,X,X,O,O,O,X
JLSOTIZ,O,O,O,X,O,O
JLSOTZI,O,O,O,X,O,X
JLSOITZ,O,O,O,X,O,O
JLSOIZT,X,O,O,X,O,X
JLSOZTI,X,O,O,X,O,X
JLSOZIT,X,O,O,X,O,X
JLZTISO,O,X,O,O,O,O
JLZTIOS,O,O,O,O,X,X
JLZTSIO,O,X,O,O,O,O
JLZTSOI,O,X,O,O,O,X
JLZTOIS,O,O,O,O,X,X
JLZTOSI,O,O,O,O,X,X
JLZITSO,O,X,O,O,O,O
JLZITOS,O,O,O,O,X,X
JLZISTO,X,X,O,O,O,O
JLZISOT,X,X,O,O,O,X
JLZIOTS,O,O,O,O,X,X
JLZIOST,X,O,O,O,X,X
JLZSTIO,X,X,O,O,O,O
JLZSTOI,X,X,O,O,O,X
JLZSITO,X,X,O,O,O,O
JLZSIOT,X,X,O,O,O,X
JLZSOTI,X,X,O,O,O,X
JLZSOIT,X,X,O,O,O,X
JLZOTIS,O,O,O,O,X,X
JLZOTSI,O,O,O,O,X,X
JLZOITS,O,O,O,O,X,X
JLZOIST,X,O,O,O,X,X
JLZOSTI,X,O,O,O,X,X
JLZOSIT,X,O,O,O,X,X
JLOTISZ,O,O,O,X,O,O
JLOTIZS,O,O,O,X,X,X
JLOTSIZ,O,O,O,X,O,O
JLOTSZI,O,O,O,X,O,X
JLOTZIS,O,O,O,X,X,X
JLOTZSI,O,O,O,X,X,X
JLOITSZ,O,O,O,X,O,O
JLOITZS,O,O,O,X,X,X
JLOISTZ,O,O,O,X,O,O
JLOISZT,X,O,O,X,O,X
JLOIZTS,O,O,O,X,X,X
JLOIZST,X,O,O,X,X,X
JLOSTIZ,O,O,O,X,O,O
JLOSTZI,O,O,O,X,O,X
JLOSITZ,O,O,O,X,O,O
JLOSIZT,X,O,O,X,O,X
JLOSZTI,X,O,O,X,O,X
JLOSZIT,X,O,O,X,O,X
JLOZTIS,O,O,O,X,X,X
JLOZTSI,O,O,O,X,X,X
JLOZITS,O,O,O,X,X,X
JLOZIST,X,O,O,X,X,X
JLOZSTI,X,O,O,X,X,X
JLOZSIT,X,O,O,X,X,X
JSTILZO,O,X,X,X,O,O
JSTILOZ,O,X,X,X,O,O
JSTIZLO,O,X,X,X,O,O
JSTIZOL,O,O,X,X,X,X
JSTIOLZ,O,O,X,X,X,O
JSTIOZL,O,O,X,X,X,X
JSTLIZO,O,X,O,O,O,O
JSTLIOZ,O,X,O,X,O,O
JSTLZIO,O,X,O,O,O,O
JSTLZOI,O,X,O,O,O,X
JSTLOIZ,O,X,O,X,O,O
JSTLOZI,O,X,O,X,O,X
JSTZILO,O,X,X,O,O,O
JSTZIOL,O,O,X,X,X,X
JSTZLIO,O,X,O,O,O,O
JSTZLOI,O,X,O,O,O,X
JSTZOIL,O,O,X,X,X,X
JSTZOLI,O,O,O,O,O,X
JSTOILZ,O,O,X,X,X,O
JSTOIZL,O,O,X,X,X,X
JSTOLIZ,O,O,O,X,O,O
JSTOLZI,O,O,O,X,O,X
JSTOZIL,O,O,X,X,X,X
JSTOZLI,O,O,O,X,O,X
JSITLZO,O,X,X,X,O,O
JSITLOZ,O,X,X,X,O,O
JSITZLO,O,X,X,X,O,O
JSITZOL,O,O,X,X,X,X
JSITOLZ,O,O,X,X,X,O
JSITOZL,O,O,X,X,X,X
JSILTZO,O,X,X,X,O,O
JSILTOZ,O,X,X,X,O,O
JSILZTO,X,X,X,X,O,O
JSILZOT,X,X,X,X,O,X
JSILOTZ,O,O,X,X,O,O
JSILOZT,X,O,X,X,O,X
JSIZTLO,O,X,X,X,O,O
JSIZTOL,O,O,X,X,X,X
JSIZLTO,X,X,X,X,O,O
JSIZLOT,X,X,X,X,O,X
JSIZOTL,O,O,X,X,X,X
JSIZOLT,X,O,X,X,X,X
JSIOTLZ,O,O,X,X,X,O
JSIOTZL,O,O,X,X,X,X
JSIOLTZ,O,O,X,X,X,O
JSIOLZT,X,O,X,X,X,X
JSIOZTL,O,O,X,X,X,X
JSIOZLT,X,O,X,X,X,X
JSLTIZO,O,X,O,O,O,O
JSLTIOZ,O,X,O,X,O,O
JSLTZIO,O,X,O,O,O,O
JSLTZOI,O,X,O,O,O,X
JSLTOIZ,O,X,O,X,O,O
JSLTOZI,O,X,O,X,O,X
JSLITZO,O,X,O,O,O,O
JSLITOZ,O,X,O,X,O,O
JSLIZTO,X,X,O,O,O,O
JSLIZOT,X,X,O,O,O,X
JSLIOTZ,O,O,O,X,O,O
JSLIOZT,X,O,O,X,O,X
JSLZTIO,X,X,O,O,O,O
JSLZTOI,X,X,O,O,O,X
JSLZITO,X,X,O,O,O,O
JSLZIOT,X,X,O,O,O,X
JSLZOTI,X,X,O,O,O,X
JSLZOIT,X,X,O,O,O,X
JSLOTIZ,O,O,O,X,O,O
JSLOTZI,O,O,O,X,O,X
JSLOITZ,O,O,O,X,O,O
JSLOIZT,X,O,O,X,O,X
JSLOZTI,X,O,O,X,O,X
JSLOZIT,X,O,O,X,O,X
JSZTILO,O,X,X,O,O,O
JSZTIOL,O,O,X,X,X,X
JSZTLIO,O,X,O,O,O,O
JSZTLOI,O,X,O,O,O,X
JSZTOIL,O,O,X,X,X,X
JSZTOLI,O,O,O,O,O,X
JSZITLO,O,X,X,O,O,O
JSZITOL,O,O,X,X,X,X
JSZILTO,X,X,X,O,O,O
JSZILOT,X,X,X,O,O,X
JSZIOTL,O,O,X,X,X,X
JSZIOLT,X,O,X,X,X,X
JSZLTIO,X,X,O,O,O,O
JSZLTOI,X,X,O,O,O,X
JSZLITO,X,X,O,O,O,O
JSZLIOT,X,X,O,O,O,X
JSZLOTI,X,X,O,O,O,X
JSZLOIT,X,X,O,O,O,X
JSZOTIL,O,O,X,X,X,X
JSZOTLI,O,O,O,O,O,X
JSZOITL,O,O,X,X,X,X
JSZOILT,X,O,X,X,X,X
JSZOLTI,X,O,O,O,O,X
JSZOLIT,X,O,O,O,O,X
JSOTILZ,O,O,X,X,X,O
JSOTIZL,O,O,X,X,X,X
JSOTLIZ,O,O,O,X,O,O
JSOTLZI,O,O,O,X,O,X
JSOTZIL,O,O,X,X,X,X
JSOTZLI,O,O,O,X,O,X
JSOITLZ,O,O,X,X,X,O
JSOITZL,O,O,X,X,X,X
JSOILTZ,O,O,X,X,X,O
JSOILZT,X,O,X,X,X,X
JSOIZTL,O,O,X,X,X,X
JSOIZLT,X,O,X,X,X,X
JSOLTIZ,O,O,O,X,O,O
JSOLTZI,O,O,O,X,O,X
JSOLITZ,O,O,O,X,O,O
JSOLIZT,X,O,O,X,O,X
JSOLZTI,X,O,O,X,O,X
JSOLZIT,X,O,O,X,O,X
JSOZTIL,O,O,X,X,X,X
JSOZTLI,O,O,O,X,O,X
JSOZITL,O,O,X,X,X,X
JSOZILT,X,O,X,X,X,X
JSOZLTI,X,O,O,X,O,X
JSOZLIT,X,O,O,X,O,X
JZTILSO,O,X,O,O,X,O
JZTILOS,O,O,O,O,X,X
JZTISLO,O,X,X,O,X,O
JZTISOL,O,O,X,X,X,X
JZTIOLS,O,O,O,X,X,X
JZTIOSL,X,O,X,X,X,X
JZTLISO,O,X,O,O,O,O
JZTLIOS,O,O,O,O,X,X
JZTLSIO,O,X,O,O,O,O
JZTLSOI,O,X,O,O,O,X
JZTLOIS,O,O,O,O,X,X
JZTLOSI,O,O,O,O,X,X
JZTSILO,O,X,X,O,O,O
JZTSIOL,O,O,X,X,X,X
JZTSLIO,O,X,O,O,O,O
JZTSLOI,O,X,O,O,O,X
JZTSOIL,O,O,X,X,X,X
JZTSOLI,O,O,O,O,O,X
JZTOILS,O,O,O,X,X,X
JZTOISL,X,O,X,X,X,X
JZTOLIS,O,O,O,O,X,X
JZTOLSI,O,O,O,O,X,X
JZTOSIL,X,O,X,X,X,X
JZTOSLI,X,O,O,O,X,X
JZITLSO,O,X,O,O,X,O
JZITLOS,O,O,O,O,X,X
JZITSLO,O,X,X,O,X,O
JZITSOL,O,O,X,X,X,X
JZITOLS,O,O,O,X,X,X
JZITOSL,X,O,X,X,X,X
JZILTSO,O,X,O,O,X,O
JZILTOS,O,O,O,O,X,X
JZILSTO,X,X,O,O,X,O
JZILSOT,X,X,O,O,X,X
JZILOTS,O,O,O,O,X,X
JZILOST,X,O,O,O,X,X
JZISTLO,O,X,X,O,X,O
JZISTOL,O,O,X,X,X,X
JZISLTO,X,X,X,O,X,O
JZISLOT,X,X,X,O,X,X
JZISOTL,O,O,X,X,X,X
JZISOLT,X,O,X,X,X,X
JZIOTLS,O,O,O,X,X,X
JZIOTSL,X,O,X,X,X,X
JZIOLTS,O,O,O,X,X,X
JZIOLST,X,O,O,X,X,X
JZIOSTL,O,O,X,X,X,X
JZIOSLT,X,O,X,X,X,X
JZLTISO,O,X,O,O,O,O
JZLTIOS,O,O,O,O,X,X
JZLTSIO,O,X,O,O,O,O
JZLTSOI,O,X,O,O,O,X
JZLTOIS,O,O,O,O,X,X
JZLTOSI,O,O,O,O,X,X
JZLITSO,O,X,O,O,O,O
JZLITOS,O,O,O,O,X,X
JZLISTO,X,X,O,O,O,O
JZLISOT,X,X,O,O,O,X
JZLIOTS,O,O,O,O,X,X
JZLIOST,X,O,O,O,X,X
JZLSTIO,X,X,O,O,O,O
