sequence,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBzcBX?gBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBzcBy?lBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFCbBehBXgBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFufB3bBylBz?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFlcBTfB/lBU?hBKnBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeO/IvhFVgBRcBThBK?nB3kBcqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFqfBTbBmcBX?hBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFlbBuhB8lBK?nBzkBfqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFSgBmcBXhBz?fBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeZ/IvhFWgBylBzhBf?qBlqBUsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Je37IvhFTfBmhBxlBi?kBUnBFqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBXhBKnBl?hBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jex6IvhFXcBmfB1mBT?kBcqBKsB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JecAJvhFTfBlhBXhBK?nBxpBmpB,v115@6gC8GeC8GeC8DeB8BeD8AeG8JeRAJvhFzhBlkB3lBO?kBUnBiqB,v115@6gC8GeC8GeC8DeB8BeD8AeG8Jez8IvhFRgBlkB3lBU?nBOkBiqB
JOZITLS,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZITSL,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZILTS,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
JOZILST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZISTL,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZISLT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
JOZLTSI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZLITS,O,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X
JOZLIST,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSTLI,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSITL,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
JOZSILT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STILJOZ,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
STILZJO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
STILZOJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
STILOJZ,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X
STILOZJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STIJLOZ,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X
STIJZLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
STIJZOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
STIJOLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
STIJOZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STIZLJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STIZLOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
STIZJLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
STIZJOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
STIZOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
STIZOJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STIOLJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
STIOLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STIOJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
STIOJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STIOZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
STIOZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STLIJZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STLIJOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STLIZJO,O,O,O,O,O,O,O,X,O,X,X,X,X,X,X,O
STLIZOJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,O
STLIOJZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
STLIOZJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLJIZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STLJIOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STLJZIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STLJZOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLJOIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STLJOZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STLZIOJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZJIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STLZJOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZOIJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZOJI,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,O,X
STLOIZJ,X,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STLOJZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STLOZJI,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STJILZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STJILOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STJIZLO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STJIZOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STJIOLZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
STJIOZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STJLIZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STJLIOZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STJLZIO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STJLZOI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STJLOIZ,O,O,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STJLOZI,O,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STJZILO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STJZIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STJZLIO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STJZLOI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJZOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STJOILZ,O,X,O,O,O,X,O,X,O,O,X,X,X,X,O,X
STJOIZL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
STJOLIZ,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X
STJOLZI,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZILJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
STZILOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
STZIJLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
STZIJOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZIOJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STZLIJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STZLIOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLJIO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STZLJOI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLOIJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZLOJI,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJILO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STZJIOL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJLIO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
STZJLOI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZJOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
STZOILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STZOIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STZOLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOLJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STZOJIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STZOJLI,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
STOILJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
STOILZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOIJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
STOIJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STOIZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STOIZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
STOLIJZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
STOLIZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STOLJZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLZIJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOLZJI,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJILZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
STOJIZL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOJLIZ,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STOJLZI,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOJZLI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZILJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
STOZIJL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X
STOZLIJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZLJI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
STOZJIL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
STOZJLI,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
SITLJZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X
SITLJOZ,O,O,O,O,O,X,O,X,O,O,O,X,X,X,X,X
SITLZJO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,X,O
SITLZOJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,O
SITLOJZ,O,O,O,O,O,X,O,X,O,O,O,X,X,X,O,X
SITLOZJ,X,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SITJLZO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SITJLOZ,O,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X
SITJZLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
SITJZOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SITJOLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
SITJOZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SITZLJO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O
SITZLOJ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,O
SITZJLO,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,O
SITZJOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,O
SITZOLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SITZOJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
SITOLJZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
SITOLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SITOJLZ,O,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
SITOJZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SITOZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
SITOZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O
SILTJZO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SILTJOZ,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
SILTZJO,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
SILTZOJ,X,O,X,X,O,O,O,X,X,X,X,O,X,X,X,X
SILTOJZ,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
SILTOZJ,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SILJTZO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SILJTOZ,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
SILJZTO,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SILJZOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SILJOTZ,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SILJOZT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SILZTJO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SILZJTO,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SILZJOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SILZOTJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SILZOJT,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SILOTJZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SILOJTZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SILOJZT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
SILOZTJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SILOZJT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
SIJTLZO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SIJTLOZ,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SIJTZLO,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X
SIJTZOL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTOLZ,O,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJLTZO,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SIJLZTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJLZOT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJLOZT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZTLO,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJZLTO,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIJZLOT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZOTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOTLZ,X,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SIJOTZL,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
SIJOLTZ,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
SIJOLZT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJOZTL,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZTLJO,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIZTLOJ,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIZTJLO,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIZTJOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZTOLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZTOJL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLTJO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZLJTO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIZLJOT,X,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X
SIZLOTJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIZJTLO,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SIZJTOL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJLTO,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SIZJLOT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZJOTL,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
SIOTLZJ,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X
SIOTJZL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOTZLJ,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOTZJL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SIOLTJZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOLJTZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SIOLJZT,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SIOLZTJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOLZJT,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SIOJTLZ,X,X,O,X,X,X,O,X,O,O,O,X,X,X,X,X
SIOJTZL,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJLTZ,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X
SIOJLZT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
SIOZLJT,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIJZO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTIJOZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLTIZJO,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,O
SLTIZOJ,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X,O
SLTIOJZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,O,X
SLTIOZJ,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLTJIZO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTJIOZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLTJZIO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTJZOI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTJOIZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLTJOZI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTZIJO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTZIOJ,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLTZJIO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTZJOI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTZOJI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,O,X
SLTOIZJ,X,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
SLTOJIZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLTOJZI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZJI,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITJZO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLITJOZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLITZJO,X,O,X,O,O,O,O,X,O,X,X,X,X,X,X,X
SLITZOJ,X,O,X,O,O,O,O,X,X,X,X,O,X,X,X,X
SLITOJZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLITOZJ,X,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X
SLIJTZO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLIJTOZ,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLIJZTO,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLIJZOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SLIJOTZ,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SLIJOZT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SLIZTJO,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
SLIZTOJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SLIZJTO,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLIZJOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SLIZOTJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SLIZOJT,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SLIOTJZ,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X
SLIOJTZ,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
SLIOJZT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
SLIOZTJ,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
SLIOZJT,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X
SLJTIZO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLJTIOZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLJTZIO,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SLJTZOI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLJTOZI,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLJITZO,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X
SLJITOZ,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X
SLJIZTO,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
SLJIZOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SLJIOTZ,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SLJIOZT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SLJZTIO,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZTOI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZITO,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
SLJZIOT,X,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X
SLJZOTI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJZOIT,X,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X
SLJOTIZ,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SLJOTZI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X
SLJOIZT,X,O,X,O,O,O,X,O,X,O,X,X,X,X,X,X
SLJOZTI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
