sequence,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgB8mBziBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBRdB?cjB6mBTiBlsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhF3cBGeB?CgBliBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bB1hB?xdBCjBzmB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFGdBTeB?CgBlhBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFFdBTeB?CgB0hBfoBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF1gBxcB?TeBCiBXnB8sB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8JeR7IvhFTeBCgB?foBUnBlmBGsB,v115@zgA8IeA8IeA8AeC8DeF8DeH8AeB8Jeu/IvhF3bBTeB?xhBCnB8sBFsB
LZOSIJT,O,O,O,O,O,O,O,O,O
LZOSJTI,X,O,O,O,O,O,O,O,O
LZOSJIT,O,O,O,O,O,O,O,O,O
LOTIJSZ,O,O,O,O,O,X,X,X,X
LOTIJZS,O,O,X,X,O,X,O,X,X
LOTISJZ,O,O,O,O,O,O,X,X,X
LOTISZJ,O,O,O,X,O,O,X,O,X
LOTIZJS,O,O,O,X,O,X,X,X,X
LOTIZSJ,O,O,O,X,O,O,X,X,X
LOTJISZ,O,O,O,O,O,X,X,X,X
LOTJIZS,O,O,X,X,O,X,O,X,X
LOTJSIZ,O,O,O,O,O,X,X,X,X
LOTJSZI,O,O,X,O,X,X,X,X,X
LOTJZIS,O,O,X,O,O,X,O,X,X
LOTJZSI,O,O,X,O,X,X,O,X,X
LOTSIJZ,O,O,O,O,O,O,X,X,X
LOTSIZJ,O,O,O,X,O,O,X,O,X
LOTSJIZ,O,O,O,O,O,O,X,X,X
LOTSJZI,O,O,X,O,X,O,X,X,X
LOTSZIJ,O,O,O,O,O,O,X,O,X
LOTSZJI,O,O,O,O,O,O,X,O,X
LOTZIJS,O,O,O,O,O,X,O,X,X
LOTZISJ,O,O,O,O,O,O,X,X,X
LOTZJIS,O,O,O,O,O,X,O,X,X
LOTZJSI,O,O,O,O,O,X,O,X,X
LOTZSIJ,O,O,O,O,O,O,O,X,X
LOTZSJI,O,O,O,O,O,O,O,X,X
LOITJSZ,O,X,O,X,O,X,X,X,X
LOITJZS,O,X,X,X,O,X,X,X,X
LOITSJZ,O,X,O,X,O,O,X,X,X
LOITSZJ,O,X,O,X,O,O,X,O,X
LOITZJS,O,X,O,X,O,X,X,X,X
LOITZSJ,O,X,O,X,O,O,X,X,X
LOIJTSZ,O,X,O,X,O,X,X,X,X
LOIJTZS,O,X,X,X,O,X,X,X,X
LOIJSTZ,X,X,O,X,X,O,X,X,X
LOIJSZT,O,X,O,X,X,O,X,O,O
LOIJZTS,X,X,O,X,O,O,X,X,X
LOIJZST,O,X,O,X,O,O,X,X,X
LOISTJZ,X,X,O,X,O,O,X,X,X
LOISTZJ,X,X,O,X,O,O,X,O,X
LOISJTZ,X,X,O,X,X,O,X,X,X
LOISJZT,O,X,O,X,X,O,X,O,O
LOISZTJ,O,X,O,X,O,O,X,O,X
LOISZJT,O,X,O,X,O,O,X,O,X
LOIZTJS,O,X,O,X,O,O,X,X,X
LOIZTSJ,O,X,O,X,O,O,X,X,X
LOIZJTS,X,X,O,X,O,O,X,X,X
LOIZJST,O,X,O,X,O,O,X,X,X
LOIZSTJ,O,X,O,X,O,O,X,O,X
LOIZSJT,O,X,O,X,O,O,X,O,X
LOJTISZ,O,O,O,O,O,X,X,X,X
LOJTIZS,O,O,X,X,O,X,O,X,X
LOJTSIZ,O,O,O,O,O,X,X,X,X
LOJTSZI,O,O,X,O,X,X,X,X,X
LOJTZIS,O,O,X,O,O,X,O,X,X
LOJTZSI,O,O,X,O,X,X,O,X,X
LOJITSZ,O,X,O,X,O,X,X,X,X
LOJITZS,O,X,X,X,O,X,X,X,X
LOJISTZ,X,X,O,X,X,O,X,X,X
LOJISZT,O,X,O,X,X,O,X,O,O
LOJIZTS,X,X,O,X,O,O,X,X,X
LOJIZST,O,X,O,X,O,O,X,X,X
LOJSTIZ,X,O,O,O,X,O,X,X,X
LOJSTZI,X,O,X,O,X,O,X,X,X
LOJSITZ,X,X,O,X,X,O,X,X,X
LOJSIZT,O,X,O,X,X,O,X,O,O
LOJSZTI,X,O,O,O,X,O,X,O,O
LOJSZIT,X,O,O,X,X,O,X,O,O
LOJZTIS,X,O,O,O,O,O,O,X,O
LOJZTSI,X,O,O,O,O,O,O,X,O
LOJZITS,X,X,O,O,O,O,X,X,O
LOJZIST,O,O,O,O,O,O,X,X,O
LOJZSTI,X,O,O,O,O,O,O,X,O
LOJZSIT,O,O,O,O,O,O,X,X,O
LOSTIJZ,X,O,O,O,O,O,X,X,X
LOSTIZJ,X,O,O,X,O,O,X,O,X
LOSTJIZ,X,O,O,O,O,O,X,X,X
LOSTJZI,X,O,X,O,X,O,X,X,X
LOSTZIJ,X,O,O,O,O,O,X,O,X
LOSTZJI,X,O,O,O,O,O,X,O,X
LOSITJZ,X,X,O,X,O,O,X,X,X
LOSITZJ,X,X,O,X,O,O,X,O,X
LOSIJTZ,X,X,O,X,X,O,X,X,X
LOSIJZT,O,X,O,X,X,O,X,O,O
LOSIZTJ,O,X,O,X,O,O,X,O,X
LOSIZJT,O,X,O,X,O,O,X,O,X
LOSJTIZ,X,O,O,O,X,O,X,X,X
LOSJTZI,X,O,X,O,X,O,X,X,X
LOSJITZ,X,X,O,X,X,O,X,X,X
LOSJIZT,O,X,O,X,X,O,X,O,O
LOSJZTI,X,O,O,O,X,O,X,O,O
LOSJZIT,X,O,O,X,X,O,X,O,O
LOSZTIJ,O,O,O,O,O,O,X,O,O
LOSZTJI,O,O,O,O,O,O,X,O,O
LOSZITJ,O,X,O,X,O,O,X,O,O
LOSZIJT,O,O,O,X,O,O,X,O,O
LOSZJTI,X,O,O,O,O,O,X,O,O
LOSZJIT,O,O,O,X,O,O,X,O,O
LOZTIJS,O,O,O,O,O,O,O,X,O
LOZTISJ,O,O,O,O,O,O,X,X,O
LOZTJIS,O,O,O,O,O,O,O,X,O
LOZTJSI,O,O,O,O,O,O,O,X,O
LOZTSIJ,O,O,O,O,O,O,O,X,O
LOZTSJI,O,O,O,O,O,O,O,X,O
LOZITJS,O,X,O,O,O,O,X,X,O
LOZITSJ,O,X,O,O,O,O,X,X,O
LOZIJTS,X,X,O,O,O,O,X,X,O
LOZIJST,O,O,O,O,O,O,X,X,O
LOZISTJ,O,X,O,O,O,O,X,O,O
LOZISJT,O,O,O,O,O,O,X,O,O
LOZJTIS,X,O,O,O,O,O,O,X,O
LOZJTSI,X,O,O,O,O,O,O,X,O
LOZJITS,X,X,O,O,O,O,X,X,O
LOZJIST,O,O,O,O,O,O,X,X,O
LOZJSTI,X,O,O,O,O,O,O,X,O
LOZJSIT,O,O,O,O,O,O,X,X,O
LOZSTIJ,O,O,O,O,O,O,O,O,O
LOZSTJI,O,O,O,O,O,O,O,O,O
LOZSITJ,O,X,O,O,O,O,O,O,O
LOZSIJT,O,O,O,O,O,O,O,O,O
LOZSJTI,X,O,O,O,O,O,O,O,O
LOZSJIT,O,O,O,O,O,O,O,O,O
JTILSZO,O,O,X,O,X,X,X,X,X
JTILSOZ,O,O,X,O,O,X,X,X,X
JTILZSO,O,O,X,X,X,X,X,X,X
JTILZOS,O,O,X,X,O,X,O,X,X
JTILOSZ,O,O,X,X,O,X,X,X,X
JTILOZS,O,O,X,X,O,X,O,X,X
JTISLZO,X,X,X,O,X,X,X,X,X
JTISLOZ,X,X,X,O,X,X,X,X,X
JTISZLO,X,O,X,O,O,X,X,X,X
JTISZOL,X,O,X,O,O,X,O,X,X
JTISOLZ,X,X,X,O,O,X,X,X,X
JTISOZL,X,O,X,O,X,X,O,X,O
JTIZLSO,O,O,X,O,X,X,X,X,X
JTIZLOS,O,O,X,O,O,X,O,X,X
JTIZSLO,O,O,X,O,X,X,O,X,X
JTIZSOL,O,O,X,O,O,X,O,X,X
JTIZOLS,X,O,X,X,O,X,O,X,X
JTIZOSL,X,O,X,O,O,X,O,X,X
JTIOLSZ,O,O,X,O,O,X,X,X,X
JTIOLZS,O,O,X,X,O,X,O,X,X
JTIOSLZ,X,X,X,O,O,X,X,X,X
JTIOSZL,X,O,X,O,X,X,O,X,O
JTIOZLS,O,O,X,O,O,X,O,X,X
JTIOZSL,O,O,X,O,X,X,O,X,X
JTLISZO,O,O,O,O,O,O,X,X,X
JTLISOZ,O,O,O,O,O,O,X,X,X
JTLIZSO,O,O,O,X,O,O,X,X,X
JTLIZOS,O,O,O,X,O,O,O,X,X
JTLIOSZ,O,O,O,X,O,X,X,X,X
JTLIOZS,O,O,X,X,O,X,O,X,X
JTLSIZO,O,O,O,O,O,O,X,X,X
JTLSIOZ,O,O,O,O,O,O,X,X,X
JTLSZIO,O,O,X,O,O,O,X,X,X
JTLSZOI,O,O,X,O,O,O,X,X,X
JTLSOIZ,O,O,X,O,O,O,X,X,X
JTLSOZI,O,O,X,O,X,O,X,X,X
JTLZISO,O,O,O,O,O,O,X,X,X
JTLZIOS,O,O,O,O,O,O,O,X,X
JTLZSIO,O,O,O,O,O,O,O,X,X
JTLZSOI,O,O,O,O,O,O,O,X,X
JTLZOIS,O,O,O,O,O,O,O,X,X
JTLZOSI,O,O,O,O,O,O,O,X,X
JTLOISZ,O,O,O,O,O,X,X,X,X
JTLOIZS,O,O,X,X,O,X,O,X,X
JTLOSIZ,O,O,O,O,O,X,X,X,X
JTLOSZI,O,O,X,O,X,X,X,X,X
JTLOZIS,O,O,X,O,O,X,O,X,X
JTLOZSI,O,O,X,O,X,X,O,X,X
JTSILZO,O,X,O,O,X,O,X,X,X
JTSILOZ,X,X,O,O,X,O,X,X,X
JTSIZLO,O,O,O,O,O,X,X,X,X
JTSIZOL,O,O,O,O,O,X,O,X,X
JTSIOLZ,X,X,O,O,O,O,X,X,X
JTSIOZL,X,O,O,O,X,X,O,X,O
JTSLIZO,O,O,O,O,O,O,X,X,X
JTSLIOZ,O,O,O,O,O,O,X,X,X
JTSLZIO,O,O,X,O,O,O,X,X,X
JTSLZOI,O,O,X,O,O,O,X,X,X
JTSLOIZ,O,O,X,O,O,O,X,X,X
JTSLOZI,O,O,X,O,X,O,X,X,X
JTSZILO,O,O,X,O,O,O,O,X,X
JTSZIOL,O,O,X,O,O,O,O,X,O
JTSZLIO,O,O,X,O,O,O,O,X,O
JTSZLOI,O,O,X,O,O,O,O,X,O
JTSZOIL,O,O,X,O,O,O,O,X,O
JTSZOLI,O,O,X,O,O,O,O,X,O
JTSOILZ,X,X,X,O,O,O,X,X,X
JTSOIZL,X,O,X,O,X,X,O,X,O
JTSOLIZ,O,O,X,O,O,O,X,X,X
JTSOLZI,O,O,X,O,X,O,X,X,X
JTSOZIL,O,O,X,O,X,O,O,X,O
JTSOZLI,O,O,X,O,X,O,O,X,O
JTZILSO,O,O,O,O,O,O,X,X,X
JTZILOS,O,O,O,O,O,O,O,X,X
JTZISLO,O,O,O,O,X,O,O,X,X
JTZISOL,O,O,O,O,O,O,O,X,O
JTZIOLS,X,O,X,X,O,X,O,X,X
JTZIOSL,X,O,X,O,O,O,O,X,O
JTZLISO,O,O,O,O,O,O,X,X,O
JTZLIOS,O,O,O,O,O,O,O,X,O
JTZLSIO,O,O,O,O,O,O,O,X,O
JTZLSOI,O,O,O,O,O,O,O,X,O
JTZLOIS,O,O,O,O,O,O,O,X,O
JTZLOSI,O,O,O,O,O,O,O,X,O
JTZSILO,O,O,O,O,X,O,O,X,X
JTZSIOL,O,O,O,O,O,O,O,X,O
JTZSLIO,O,O,O,O,O,O,O,X,O
JTZSLOI,O,O,O,O,O,O,O,X,O
JTZSOIL,O,O,O,O,O,O,O,X,O
JTZSOLI,O,O,O,O,O,O,O,X,O
JTZOILS,O,O,X,O,O,X,O,X,X
JTZOISL,O,O,X,O,O,O,O,X,O
JTZOLIS,O,O,O,O,O,O,O,X,O
JTZOLSI,O,O,O,O,O,O,O,X,O
JTZOSIL,O,O,O,O,O,O,O,X,O
JTZOSLI,O,O,O,O,O,O,O,X,O
JTOILSZ,O,O,X,O,O,X,X,X,X
JTOILZS,O,O,X,X,O,X,O,X,X
JTOISLZ,X,X,X,O,O,X,X,X,X
JTOISZL,X,O,X,O,X,X,O,X,O
JTOIZLS,O,O,X,O,O,X,O,X,X
JTOIZSL,O,O,X,O,X,X,O,X,X
JTOLISZ,O,O,O,O,O,X,X,X,X
JTOLIZS,O,O,X,X,O,X,O,X,X
JTOLSIZ,O,O,O,O,O,X,X,X,X
JTOLSZI,O,O,X,O,X,X,X,X,X
JTOLZIS,O,O,X,O,O,X,O,X,X
JTOLZSI,O,O,X,O,X,X,O,X,X
JTOSILZ,X,X,O,O,O,X,X,X,X
JTOSIZL,X,O,O,O,X,X,O,X,O
JTOSLIZ,O,O,O,O,O,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X,X
JTOSZIL,O,O,X,O,X,X,O,X,O
JTOSZLI,O,O,X,O,X,X,O,X,O
JTOZILS,O,O,X,O,O,X,O,X,X
JTOZISL,O,O,X,O,X,X,O,X,O
JTOZLIS,O,O,X,O,O,X,O,X,O
JTOZLSI,O,O,X,O,X,X,O,X,O
JTOZSIL,O,O,X,O,X,X,O,X,O
JTOZSLI,O,O,X,O,X,X,O,X,O
JITLSZO,O,O,X,O,X,X,X,X,X
JITLSOZ,O,O,X,O,X,X,X,X,X
JITLZSO,O,O,X,X,X,X,X,X,X
JITLZOS,O,O,X,X,X,X,O,X,X
JITLOSZ,O,O,X,X,X,X,X,X,X
JITLOZS,O,O,X,X,X,X,O,X,X
JITSLZO,X,X,X,O,X,X,X,X,X
JITSLOZ,X,X,X,O,X,X,X,X,X
JITSZLO,X,O,X,O,X,X,X,X,X
JITSZOL,X,O,X,O,X,X,O,X,X
JITSOLZ,X,X,X,O,X,X,X,X,X
JITSOZL,X,O,X,O,X,X,O,X,O
JITZLSO,O,O,X,O,X,X,X,X,X
JITZLOS,O,O,X,O,X,X,O,X,X
JITZSLO,O,O,X,O,X,X,O,X,X
JITZSOL,O,O,X,O,X,X,O,X,X
JITZOLS,X,O,X,X,X,X,O,X,X
JITZOSL,X,O,X,O,X,X,O,X,X
JITOLSZ,O,O,X,O,X,X,X,X,X
JITOLZS,O,O,X,X,X,X,O,X,X
JITOSLZ,X,X,X,O,X,X,X,X,X
JITOSZL,X,O,X,O,X,X,O,X,O
JITOZLS,O,O,X,O,X,X,O,X,X
JITOZSL,O,O,X,O,X,X,O,X,X
JILTSZO,O,O,O,X,X,O,X,X,X
JILTSOZ,O,O,O,X,X,O,X,X,X
JILTZSO,O,O,O,X,X,O,X,X,X
JILTZOS,O,O,O,X,X,O,X,X,X
JILTOSZ,O,O,O,X,X,X,X,X,X
JILTOZS,O,O,X,X,X,X,X,X,X
JILSTZO,O,O,O,X,X,O,X,X,X
JILSTOZ,O,O,O,X,X,O,X,X,X
JILSZTO,O,O,O,X,X,O,X,X,X
JILSZOT,O,O,O,X,X,O,X,X,X
JILSOTZ,X,X,O,X,X,O,X,X,X
JILSOZT,O,X,O,X,X,O,X,X,O
JILZTSO,O,O,O,X,X,O,X,X,X
JILZTOS,O,O,O,X,X,O,X,X,X
JILZSTO,O,O,O,X,X,O,X,X,X
JILZSOT,O,O,O,X,X,O,X,X,X
JILZOTS,X,X,O,X,X,O,X,X,X
JILZOST,O,O,O,X,X,O,X,X,X
JILOTSZ,O,X,O,X,X,X,X,X,X
JILOTZS,O,X,X,X,X,X,X,X,X
JILOSTZ,X,X,O,X,X,O,X,X,X
JILOSZT,O,X,O,X,X,O,X,X,O
JILOZTS,X,X,O,X,X,O,X,X,X
JILOZST,O,X,O,X,X,O,X,X,X
JISTLZO,O,X,O,O,X,O,X,X,X
JISTLOZ,X,X,O,O,X,O,X,X,X
JISTZLO,O,O,O,O,X,X,X,X,X
JISTZOL,O,O,O,O,X,X,X,X,X
JISTOLZ,X,X,O,O,X,O,X,X,X
JISTOZL,X,O,O,O,X,X,X,X,O
JISLTZO,O,O,O,X,X,O,X,X,X
JISLTOZ,X,O,O,X,X,O,X,X,X
JISLZTO,O,O,O,X,X,O,X,X,X
JISLZOT,O,O,O,X,X,O,X,X,X
JISLOTZ,X,X,O,X,X,O,X,X,X
JISLOZT,O,X,O,X,X,O,X,X,O
JISZTLO,O,O,O,O,X,O,X,X,X
JISZTOL,O,O,O,O,X,O,X,X,O
JISZLTO,O,O,O,O,X,O,X,X,O
JISZLOT,O,O,O,X,X,O,X,X,O
JISZOTL,O,O,O,O,X,O,X,X,O
JISZOLT,O,O,O,X,X,O,X,X,O
JISOTLZ,X,X,O,O,X,O,X,X,X
JISOTZL,X,X,O,O,X,X,X,X,O
JISOLTZ,X,X,O,X,X,O,X,X,X
JISOLZT,O,X,O,X,X,O,X,X,O
JISOZTL,O,X,O,O,X,O,X,X,O
JISOZLT,O,X,O,X,X,O,X,X,O
JIZTLSO,X,O,O,O,X,O,X,X,X
JIZTLOS,X,O,O,O,X,O,O,X,X
JIZTSLO,X,O,O,O,X,O,O,X,X
JIZTSOL,X,O,O,O,X,O,O,X,O
JIZTOLS,X,O,X,X,X,X,O,X,X
JIZTOSL,X,O,X,O,X,O,O,X,O
JIZLTSO,O,O,O,O,X,O,X,X,O
JIZLTOS,X,O,O,O,X,O,X,X,O
JIZLSTO,O,O,O,O,X,O,X,X,O
JIZLSOT,O,O,O,X,X,O,X,X,O
JIZLOTS,X,X,O,O,X,O,X,X,O
JIZLOST,O,O,O,O,X,O,X,X,O
JIZSTLO,O,O,O,O,X,O,O,X,X
JIZSTOL,O,O,O,O,X,O,O,X,O
JIZSLTO,O,O,O,O,X,O,X,X,O
JIZSLOT,O,O,O,X,X,O,X,X,O
JIZSOTL,O,O,O,O,X,O,O,X,O
JIZSOLT,O,O,O,X,X,O,X,X,O
JIZOTLS,X,X,X,O,X,X,O,X,X
JIZOTSL,X,O,X,O,X,O,O,X,O
JIZOLTS,X,X,O,O,X,X,X,X,O
JIZOLST,X,X,O,O,X,X,X,X,O
JIZOSTL,X,O,O,O,X,O,O,X,O
JIZOSLT,X,O,O,X,X,O,X,X,O
JIOTLSZ,X,X,X,O,X,X,X,X,X
JIOTLZS,X,X,X,X,X,X,O,X,X
JIOTSLZ,X,X,X,O,X,X,X,X,X
JIOTSZL,X,X,X,O,X,X,O,X,O
JIOTZLS,X,X,X,O,X,X,O,X,X
JIOTZSL,X,X,X,O,X,X,O,X,X
JIOLTSZ,X,X,O,X,X,X,X,X,X
JIOLTZS,X,X,X,X,X,X,X,X,X
JIOLSTZ,X,X,O,X,X,X,X,X,X
JIOLSZT,X,X,O,X,X,X,X,X,O
JIOLZTS,X,X,X,X,X,X,X,X,X
JIOLZST,X,X,O,X,X,X,X,X,X
JIOSTLZ,X,X,O,O,X,X,X,X,X
JIOSTZL,X,X,O,O,X,X,X,X,O
JIOSLTZ,X,X,O,X,X,X,X,X,X
JIOSLZT,X,X,O,X,X,X,X,X,O
JIOSZTL,X,X,O,O,X,X,X,X,O
JIOSZLT,X,X,O,X,X,X,X,X,O
JIOZTLS,X,X,X,O,X,X,O,X,X
JIOZTSL,X,X,X,O,X,X,O,X,O
JIOZLTS,X,X,X,O,X,X,X,X,O
JIOZLST,X,X,X,O,X,X,X,X,O
JIOZSTL,X,X,X,O,X,X,O,X,O
JIOZSLT,X,X,X,X,X,X,X,X,O
JLTISZO,O,O,O,O,O,O,X,X,X
JLTISOZ,O,O,O,O,O,O,X,X,X
JLTIZSO,O,O,O,X,O,O,X,X,X
JLTIZOS,O,O,O,X,O,O,O,X,X
JLTIOSZ,O,O,O,X,O,X,X,X,X
JLTIOZS,O,O,X,X,O,X,O,X,X
JLTSIZO,O,O,O,O,O,O,X,X,X
JLTSIOZ,O,O,O,O,O,O,X,X,X
JLTSZIO,O,O,X,O,O,O,X,X,X
JLTSZOI,O,O,X,O,O,O,X,X,X
JLTSOIZ,O,O,X,O,O,O,X,X,X
JLTSOZI,O,O,X,O,X,O,X,X,X
JLTZISO,O,O,O,O,O,O,X,X,X
JLTZIOS,O,O,O,O,O,O,O,X,X
JLTZSIO,O,O,O,O,O,O,O,X,X
JLTZSOI,O,O,O,O,O,O,O,X,X
JLTZOIS,O,O,O,O,O,O,O,X,X
JLTZOSI,O,O,O,O,O,O,O,X,X
JLTOISZ,O,O,O,O,O,X,X,X,X
JLTOIZS,O,O,X,X,O,X,O,X,X
JLTOSIZ,O,O,O,O,O,X,X,X,X
JLTOSZI,O,O,X,O,X,X,X,X,X
JLTOZIS,O,O,X,O,O,X,O,X,X
JLTOZSI,O,O,X,O,X,X,O,X,X
JLITSZO,O,O,O,X,O,O,X,X,X
JLITSOZ,O,O,O,X,O,O,X,X,X
JLITZSO,O,O,O,X,O,O,X,X,X
JLITZOS,O,O,O,X,O,O,X,X,X
JLITOSZ,O,O,O,X,O,X,X,X,X
JLITOZS,O,O,X,X,O,X,X,X,X
JLISTZO,O,O,O,X,O,O,X,X,X
JLISTOZ,O,O,O,X,X,O,X,X,X
JLISZTO,O,O,O,X,X,O,X,O,X
JLISZOT,O,O,O,X,X,O,X,O,X
JLISOTZ,X,X,O,X,X,O,X,X,X
JLISOZT,O,X,O,X,X,O,X,O,O
JLIZTSO,O,O,O,X,O,O,X,X,X
JLIZTOS,O,O,O,X,O,O,X,X,X
JLIZSTO,O,O,O,X,O,O,X,O,X
JLIZSOT,O,O,O,X,O,O,X,O,X
JLIZOTS,X,X,O,X,O,O,X,X,X
JLIZOST,O,O,O,X,O,O,X,X,X
JLIOTSZ,O,X,O,X,O,X,X,X,X
JLIOTZS,O,X,X,X,O,X,X,X,X
JLIOSTZ,X,X,O,X,X,O,X,X,X
JLIOSZT,O,X,O,X,X,O,X,O,O
JLIOZTS,X,X,O,X,O,O,X,X,X
JLIOZST,O,X,O,X,O,O,X,X,X
JLSTIZO,O,O,O,O,O,O,X,X,X
JLSTIOZ,O,O,O,O,X,O,X,X,X
JLSTZIO,O,O,X,O,O,O,X,X,X
JLSTZOI,O,O,X,O,O,O,X,X,X
JLSTOIZ,O,O,X,O,X,O,X,X,X
JLSTOZI,O,O,X,O,X,O,X,X,X
JLSITZO,O,O,O,X,O,O,X,X,X
JLSITOZ,O,O,O,X,X,O,X,X,X
JLSIZTO,O,O,O,X,X,O,X,O,X
JLSIZOT,O,O,O,X,X,O,X,O,X
JLSIOTZ,X,X,O,X,X,O,X,X,X
JLSIOZT,O,X,O,X,X,O,X,O,O
JLSZTIO,O,O,O,O,X,O,X,O,O
JLSZTOI,O,O,O,O,X,O,X,O,O
JLSZITO,O,O,O,O,X,O,X,O,O
JLSZIOT,O,O,O,X,X,O,X,O,O
JLSZOTI,X,O,O,O,X,O,X,O,O
JLSZOIT,O,O,O,X,X,O,X,O,O
JLSOTIZ,X,O,O,O,X,O,X,X,X
JLSOTZI,X,O,X,O,X,O,X,X,X
JLSOITZ,X,X,O,X,X,O,X,X,X
JLSOIZT,O,X,O,X,X,O,X,O,O
JLSOZTI,X,O,O,O,X,O,X,O,O
JLSOZIT,X,O,O,X,X,O,X,O,O
JLZTISO,O,O,O,O,O,O,X,X,O
JLZTIOS,O,O,O,O,O,O,O,X,O
JLZTSIO,O,O,O,O,O,O,O,X,O
JLZTSOI,O,O,O,O,O,O,O,X,O
JLZTOIS,O,O,O,O,O,O,O,X,O
JLZTOSI,O,O,O,O,O,O,O,X,O
JLZITSO,O,O,O,O,O,O,X,X,O
JLZITOS,O,O,O,O,O,O,X,X,O
JLZISTO,O,O,O,O,O,O,X,O,O
JLZISOT,O,O,O,X,O,O,X,O,O
JLZIOTS,X,X,O,O,O,O,X,X,O
JLZIOST,O,O,O,O,O,O,X,X,O
JLZSTIO,O,O,O,O,O,O,O,O,O
JLZSTOI,O,O,O,O,O,O,O,O,O
JLZSITO,O,O,O,O,O,O,X,O,O
JLZSIOT,O,O,O,X,O,O,X,O,O
JLZSOTI,X,O,O,O,O,O,O,O,O
JLZSOIT,O,O,O,O,O,O,X,O,O
JLZOTIS,X,O,O,O,O,O,O,X,O
JLZOTSI,X,O,O,O,O,O,O,X,O
JLZOITS,X,X,O,O,O,O,X,X,O
JLZOIST,O,O,O,O,O,O,X,X,O
JLZOSTI,X,O,O,O,O,O,O,X,O
JLZOSIT,O,O,O,O,O,O,X,X,O
JLOTISZ,O,O,O,O,O,X,X,X,X
JLOTIZS,O,O,X,X,O,X,O,X,X
JLOTSIZ,O,O,O,O,O,X,X,X,X
JLOTSZI,O,O,X,O,X,X,X,X,X
JLOTZIS,O,O,X,O,O,X,O,X,X
JLOTZSI,O,O,X,O,X,X,O,X,X
JLOITSZ,O,X,O,X,O,X,X,X,X
JLOITZS,O,X,X,X,O,X,X,X,X
JLOISTZ,X,X,O,X,X,O,X,X,X
JLOISZT,O,X,O,X,X,O,X,O,O
JLOIZTS,X,X,O,X,O,O,X,X,X
JLOIZST,O,X,O,X,O,O,X,X,X
JLOSTIZ,X,O,O,O,X,O,X,X,X
JLOSTZI,X,O,X,O,X,O,X,X,X
JLOSITZ,X,X,O,X,X,O,X,X,X
JLOSIZT,O,X,O,X,X,O,X,O,O
JLOSZTI,X,O,O,O,X,O,X,O,O
JLOSZIT,X,O,O,X,X,O,X,O,O
JLOZTIS,X,O,O,O,O,O,O,X,O
JLOZTSI,X,O,O,O,O,O,O,X,O
JLOZITS,X,X,O,O,O,O,X,X,O
JLOZIST,O,O,O,O,O,O,X,X,O
JLOZSTI,X,O,O,O,O,O,O,X,O
JLOZSIT,O,O,O,O,O,O,X,X,O
JSTILZO,O,X,O,O,X,O,X,X,X
JSTILOZ,X,X,O,O,X,O,X,X,X
JSTIZLO,O,O,O,O,O,X,X,X,X
JSTIZOL,O,O,O,O,O,X,O,X,X
JSTIOLZ,X,X,O,O,X,O,X,X,X
JSTIOZL,X,O,O,O,X,X,O,X,O
JSTLIZO,O,O,O,O,O,O,X,X,X
JSTLIOZ,O,O,O,O,X,O,X,X,X
JSTLZIO,O,O,X,O,O,O,X,X,X
JSTLZOI,O,O,X,O,O,O,X,X,X
JSTLOIZ,O,O,X,O,X,O,X,X,X
JSTLOZI,O,O,X,O,X,O,X,X,X
JSTZILO,O,O,X,O,O,O,O,X,X
JSTZIOL,O,O,X,O,O,O,O,X,O
JSTZLIO,O,O,X,O,O,O,O,X,O
JSTZLOI,O,O,X,O,O,O,O,X,O
JSTZOIL,O,O,X,O,O,O,O,X,O
JSTZOLI,O,O,X,O,O,O,O,X,O
JSTOILZ,X,X,X,O,X,O,X,X,X
JSTOIZL,X,O,X,O,X,X,O,X,O
JSTOLIZ,O,O,X,O,X,O,X,X,X
JSTOLZI,O,O,X,O,X,O,X,X,X
JSTOZIL,O,O,X,O,X,O,O,X,O
JSTOZLI,O,O,X,O,X,O,O,X,O
JSITLZO,O,X,O,O,X,O,X,X,X
JSITLOZ,X,X,O,O,X,O,X,X,X
JSITZLO,O,O,O,O,X,X,X,X,X
JSITZOL,O,O,O,O,X,X,X,X,X
JSITOLZ,X,X,O,O,X,O,X,X,X
JSITOZL,X,O,O,O,X,X,X,X,O
JSILTZO,O,O,O,X,X,O,X,X,X
JSILTOZ,X,O,O,X,X,O,X,X,X
JSILZTO,O,O,O,X,X,O,X,X,X
JSILZOT,O,O,O,X,X,O,X,X,X
JSILOTZ,X,X,O,X,X,O,X,X,X
JSILOZT,O,X,O,X,X,O,X,X,O
JSIZTLO,O,O,O,O,X,O,X,X,X
