sequence,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdB0hBfqBll?BCqB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhFxbBTdBFgB0hBqp?B3qB,v115@7gB8HeB8GeD8CeG8BeG8Jex6IvhFygBGdBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhF2gBRcBciBSmBlk?BXqB,v115@7gB8HeB8GeD8CeG8BeG8JeR7IvhFqhBTdBmgBlkBcq?B/pB,v115@7gB8HeB8GeD8CeG8BeG8JeT6IvhFOgBxcBFhBXiB6p?BcqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFqhBTdBxfBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jei6IvhFRcBciB3fBGhBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8Je2/IvhFCcBxhBXiB0kBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeO/IvhF8fBCcBxhBXiBll?BzpB,v115@7gB8HeB8GeD8CeG8BeG8JeR8IvhFciBFgBThBSqB/p?BmpB,v115@7gB8HeB8GeD8CeG8BeG8Je06IvhFShBTdB/kBeqBRr?BlqB,v115@7gB8HeB8GeD8CeG8BeG8Jem7IvhFSiBxfBzhBlkB3l?B0pB,v115@7gB8HeB8GeD8CeG8BeG8Jel7IvhFGdB/kBZlB8lBzm?B6pB
LIJOSTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIJOZTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LIJOZST,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LISTJZO,X,O,X,O,X,X,O,X,O,X,X,X,O,X
LISTJOZ,X,O,X,O,X,X,O,X,O,X,X,X,O,X
LISTZJO,X,O,X,O,X,O,O,X,O,O,X,X,O,X
LISTZOJ,X,O,X,O,X,O,O,X,X,X,O,X,X,X
LISTOJZ,X,O,X,O,X,X,O,X,X,X,X,X,O,X
LISTOZJ,X,O,X,O,X,O,O,X,X,X,O,X,X,X
LISJTZO,X,O,X,O,X,X,O,X,X,X,X,O,O,X
LISJTOZ,X,O,X,O,X,X,O,X,X,X,X,O,O,X
LISJZTO,X,O,X,O,X,O,X,X,X,X,X,O,O,X
LISJZOT,X,O,X,O,X,O,O,X,X,X,X,O,O,X
LISJOTZ,X,O,X,X,X,X,O,X,X,X,X,O,O,X
LISJOZT,X,X,X,X,X,O,O,X,X,X,X,O,O,O
LISZTJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LISZTOJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LISZJTO,X,O,X,O,X,O,X,X,X,X,X,X,O,X
LISZJOT,X,O,X,O,X,O,O,X,X,X,X,X,O,X
LISZOTJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LISZOJT,X,O,X,O,X,O,O,X,X,X,O,X,X,O
LISOTJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LISOTZJ,X,O,X,X,X,O,O,X,X,X,O,X,X,X
LISOJTZ,X,O,X,X,X,X,O,X,X,X,X,O,O,X
LISOJZT,X,X,X,X,X,O,O,X,X,X,X,O,O,O
LISOZTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LISOZJT,X,X,X,X,X,O,O,X,X,O,O,X,X,O
LIZTJSO,X,O,X,O,O,O,X,X,O,O,X,X,X,X
LIZTJOS,X,O,X,O,O,O,X,X,O,O,X,X,X,X
LIZTSJO,X,O,X,O,X,O,X,X,O,O,X,X,X,X
LIZTSOJ,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LIZTOJS,X,O,X,O,O,O,X,X,O,O,X,X,X,O
LIZTOSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LIZJTSO,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LIZJTOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LIZJSTO,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LIZJSOT,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LIZJOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LIZJOST,X,O,X,O,X,O,X,X,X,X,X,O,X,X
LIZSTJO,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LIZSJTO,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZSJOT,X,O,X,O,X,O,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LIZSOJT,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LIZOTJS,X,O,X,O,O,O,X,X,X,O,X,X,X,O
LIZOTSJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LIZOJTS,X,O,X,O,O,O,X,X,X,O,X,X,X,O
LIZOJST,X,O,X,O,X,O,X,X,X,O,O,O,X,O
LIZOSTJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LIZOSJT,X,O,X,O,X,O,X,X,X,O,O,X,X,O
LIOTJSZ,X,O,X,X,X,X,X,X,O,X,X,O,X,X
LIOTJZS,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,X,O,X,X,O,X,X,X,X
LIOTZJS,X,O,X,X,X,X,X,X,O,O,X,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LIOJSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LIOJZTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LIOJZST,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LIOSTJZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LIOSTZJ,X,O,X,X,X,O,O,X,X,X,O,X,X,X
LIOSJTZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X
LIOSJZT,X,X,X,X,X,O,O,X,X,X,X,O,X,O
LIOSZTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LIOSZJT,X,X,X,X,X,O,O,X,X,O,O,X,X,O
LIOZTJS,X,O,X,X,O,O,X,X,X,O,X,X,X,O
LIOZTSJ,X,O,X,X,X,O,X,X,X,X,O,X,X,O
LIOZJTS,X,O,X,X,O,O,X,X,X,O,X,X,X,O
LIOZJST,X,O,X,X,X,O,X,X,X,O,O,O,X,O
LIOZSTJ,X,O,X,X,X,O,X,X,X,X,O,X,X,O
LIOZSJT,X,O,X,X,X,O,X,X,X,O,O,X,X,O
LJTISZO,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTIZSO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIZOS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LJTSIOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJTSZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LJTSZOI,O,O,X,O,X,X,O,O,X,X,X,X,X,X
LJTSOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJTSOZI,X,O,X,O,X,X,O,O,X,X,X,X,X,X
LJTZISO,X,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTZIOS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZSIO,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTZSOI,O,O,X,O,O,X,X,O,X,X,X,X,X,X
LJTZOIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTZOSI,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJTOSZI,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJTOZIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJTOZSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITSOZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITZSO,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITZOS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJITOZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJISTOZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJISZTO,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJISZOT,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJISOTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJISOZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJIZTSO,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZTOS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZSTO,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIZSOT,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIZOTS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJIZOST,X,O,X,O,X,X,X,X,X,X,X,O,X,X
LJIOTSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJIOZTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJIOZST,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LJSTIZO,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJSTIOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJSTZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LJSTZOI,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LJSTOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJSTOZI,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJSITZO,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LJSITOZ,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LJSIZTO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
LJSIZOT,X,O,O,O,X,O,O,O,X,X,X,O,O,X
LJSIOTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LJSIOZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LJSZTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
LJSZTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LJSZITO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
LJSZIOT,O,O,O,O,X,O,O,O,X,X,X,O,O,X
LJSZOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LJSZOIT,O,O,X,O,X,O,O,O,X,X,O,O,X,X
LJSOTIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LJSOTZI,X,O,X,O,X,X,O,X,X,X,O,X,X,X
LJSOITZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LJSOIZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LJSOZTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LJSOZIT,O,O,X,O,X,O,O,O,X,X,O,O,X,O
LJZTISO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJZTIOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZTSIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LJZTSOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LJZTOIS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZTOSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZITSO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LJZITOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZISTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJZISOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJZIOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZIOST,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LJZSTIO,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LJZSTOI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZSITO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LJZSIOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LJZSOTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZSOIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LJZOTIS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZOTSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZOITS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LJZOIST,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LJZOSTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJZOSIT,O,O,X,O,X,O,X,O,X,X,O,X,X,X
LJOTISZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJOTSZI,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJOTZIS,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOTZSI,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOITZS,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOISZT,X,X,X,X,X,X,X,X,X,X,X,O,X,O
LJOIZTS,X,O,X,X,O,X,X,X,X,O,X,X,X,O
LJOIZST,X,O,X,X,X,X,X,X,X,O,X,O,X,O
LJOSTIZ,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LJOSTZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
LJOSITZ,X,O,O,X,X,X,O,X,X,X,X,O,X,X
LJOSIZT,X,X,O,X,X,O,O,O,X,X,X,O,X,O
LJOSZTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LJOSZIT,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LJOZTIS,X,O,X,O,O,O,X,X,X,O,X,X,X,O
LJOZTSI,O,O,X,O,O,O,X,X,X,O,X,X,X,X
LJOZITS,X,O,X,O,O,O,X,X,X,O,X,X,X,O
LJOZIST,O,O,X,O,X,O,X,O,X,O,O,X,X,O
LJOZSTI,O,O,X,O,O,O,X,O,X,X,O,X,X,X
LJOZSIT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LSTIJZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LSTIJOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSTIZJO,X,O,O,O,X,O,O,O,X,X,X,X,O,X
LSTIZOJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
LSTIOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSTIOZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
LSTJIZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LSTJIOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSTJZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LSTJZOI,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSTJOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSTJOZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
LSTZIJO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LSTZIOJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
LSTZJIO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LSTZJOI,O,O,X,O,X,O,O,O,X,X,O,X,X,X
LSTZOIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
LSTZOJI,O,O,O,O,X,O,O,O,X,X,O,X,X,X
LSTOIJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSTOIZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
LSTOJIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSTOJZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
LSTOZIJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
LSTOZJI,X,O,O,O,X,O,O,O,X,X,O,X,X,X
LSITJZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LSITJOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSITZJO,X,O,O,O,X,O,O,O,X,X,X,X,O,X
LSITZOJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
LSITOJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSITOZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
LSIJTZO,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSIJTOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSIJZTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
LSIJZOT,X,O,O,O,X,O,O,O,X,X,X,X,O,X
LSIJOTZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LSIJOZT,X,X,O,X,X,O,O,X,X,X,X,X,O,O
LSIZTJO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LSIZTOJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
LSIZJTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
LSIZJOT,X,O,O,O,X,O,O,O,X,X,X,X,O,X
LSIZOTJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
LSIZOJT,X,O,O,O,X,O,O,O,X,X,O,X,X,O
LSIOTJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSIOTZJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X
LSIOJTZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LSIOJZT,X,X,O,X,X,O,O,X,X,X,X,X,O,O
LSIOZTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LSIOZJT,X,X,O,X,X,O,O,X,X,X,O,X,X,O
LSJTIZO,X,O,O,O,X,X,O,O,X,X,X,X,O,X
LSJTIOZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSJTZIO,O,O,O,O,X,X,O,O,X,X,X,X,O,X
LSJTZOI,O,O,X,O,X,X,O,O,X,X,O,X,X,X
LSJTOIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSJTOZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
LSJITZO,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LSJITOZ,X,O,O,O,X,X,O,X,X,X,X,O,O,X
LSJIZTO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
LSJIZOT,X,O,O,O,X,O,O,O,X,X,X,O,O,X
LSJIOTZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LSJIOZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LSJZTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
LSJZTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LSJZITO,X,O,O,O,X,O,X,O,X,X,X,O,O,X
LSJZIOT,O,O,O,O,X,O,O,O,X,X,X,O,O,X
LSJZOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LSJZOIT,O,O,X,O,X,O,O,O,X,X,O,O,X,X
LSJOTIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSJOTZI,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LSJOITZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LSJOIZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LSJOZTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LSJOZIT,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LSZTIJO,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LSZTIOJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
LSZTJIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
LSZTJOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LSZTOIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
LSZTOJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LSZITJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LSZITOJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LSZIJTO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
LSZIJOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LSZIOTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LSZIOJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
LSZJTIO,O,O,O,O,O,O,O,O,X,X,X,X,O,X
LSZJTOI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LSZJITO,X,O,O,O,X,O,X,O,X,X,X,X,O,X
LSZJIOT,O,O,O,O,X,O,O,O,X,X,X,X,O,X
LSZJOTI,O,O,X,O,O,O,O,O,X,X,O,X,X,X
LSZJOIT,O,O,X,O,X,O,O,O,X,X,O,X,X,X
LSZOTIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
LSZOTJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LSZOITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LSZOIJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
LSZOJTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LSZOJIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
LSOTIJZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSOTIZJ,X,O,O,O,X,O,O,X,X,X,O,X,X,X
LSOTJIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSOTJZI,X,O,O,O,X,X,O,O,X,X,O,X,X,X
LSOTZIJ,X,O,O,O,X,O,O,O,X,X,O,X,X,X
LSOTZJI,X,O,O,O,X,O,O,O,X,X,O,X,X,X
LSOITJZ,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LSOITZJ,X,O,O,X,X,O,O,X,X,X,O,X,X,X
LSOIJTZ,X,O,O,X,X,X,O,X,X,X,X,X,O,X
LSOIJZT,X,X,O,X,X,O,O,X,X,X,X,X,O,O
LSOIZTJ,X,X,X,X,X,O,X,X,X,X,O,X,X,O
LSOIZJT,X,X,O,X,X,O,O,X,X,X,O,X,X,O
LSOJTIZ,X,O,O,O,X,X,O,X,X,X,X,X,O,X
LSOJTZI,X,O,O,O,X,X,O,X,X,X,O,X,X,X
LSOJITZ,X,O,O,X,X,X,O,X,X,X,X,O,O,X
LSOJIZT,X,X,O,X,X,O,O,X,X,X,X,O,O,O
LSOJZTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LSOJZIT,O,O,O,O,X,O,O,O,X,X,O,O,X,O
LSOZTIJ,O,O,O,O,X,O,O,O,X,X,O,X,X,X
LSOZTJI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LSOZITJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LSOZIJT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
LSOZJTI,O,O,O,O,O,O,O,O,X,X,O,X,X,X
LSOZJIT,O,O,O,O,X,O,O,O,X,X,O,X,X,O
LZTIJSO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
LZTIJOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LZTISJO,X,O,X,O,X,O,X,O,O,X,X,X,X,X
LZTISOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,O
LZTIOJS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LZTIOSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LZTJISO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
LZTJIOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LZTJSIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
LZTJSOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LZTJOIS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LZTJOSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LZTSIJO,X,O,X,O,X,O,O,O,O,X,X,X,O,X
LZTSIOJ,X,O,X,O,X,O,O,O,X,X,O,X,X,X
LZTSJIO,X,O,X,O,O,O,O,O,O,X,X,X,O,X
LZTSJOI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
LZTSOIJ,X,O,X,O,X,O,O,O,X,X,O,X,X,X
LZTSOJI,X,O,X,O,O,O,O,O,X,X,O,X,X,X
LZTOIJS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LZTOISJ,X,O,X,O,X,O,X,X,X,X,O,X,X,O
LZTOJIS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LZTOJSI,O,O,X,O,O,O,X,X,X,X,X,X,X,X
LZTOSIJ,X,O,X,O,X,O,O,X,X,X,O,X,X,X
LZTOSJI,X,O,X,O,O,O,O,X,X,X,O,X,X,X
LZITJSO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
LZITJOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LZITSJO,X,O,X,O,X,O,X,O,O,X,X,X,X,X
LZITSOJ,X,O,X,O,X,O,X,O,X,X,X,X,X,O
LZITOJS,X,O,X,O,O,O,X,X,O,X,X,X,X,O
LZITOSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,O
LZIJTSO,X,O,X,O,O,O,X,O,X,X,X,X,X,X
LZIJTOS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LZIJSTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LZIJSOT,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LZIJOTS,X,O,X,O,O,O,X,X,X,X,X,X,X,X
LZIJOST,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LZISTJO,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LZISTOJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LZISJTO,X,O,X,O,X,O,X,O,X,X,X,X,X,X
LZISJOT,O,O,X,O,X,O,X,O,X,X,X,X,X,X
LZISOTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LZISOJT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LZIOTJS,X,O,X,O,O,O,X,O,X,X,X,X,X,O
LZIOTSJ,X,O,X,O,X,O,X,O,X,X,O,X,X,O
LZIOJTS,X,O,X,O,O,O,X,X,X,X,X,X,X,O
LZIOJST,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LZIOSTJ,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LZIOSJT,O,O,X,O,X,O,X,O,X,X,O,X,X,O
LZJTISO,X,O,X,O,O,O,X,O,O,X,X,X,X,X
LZJTIOS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
LZJTSIO,O,O,X,O,O,O,X,O,O,X,X,X,X,X
LZJTSOI,O,O,X,O,O,O,X,O,X,X,X,X,X,X
LZJTOIS,X,O,X,O,O,O,X,X,O,X,X,X,X,X
