sequence,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFmgBzhBfoB6oB0l?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBamBzhBGjBUo?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBUiBGjBzlBfs?BVyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBemBUiBFjBfs?BSyB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhF/lBUhBFiB6oBzn?BmrB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBymBGjBUoBXm?BFsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFigBFiB8nB+oBzl?BfsB,v115@+gA8IeA8IeB8HeE8AeC8JeZEJvhFTgBmhBSoBXmBUo?BFsB
SZTJOLI,O,O,O,O,O,O,X,O
SZTOILJ,O,O,O,X,O,O,X,O
SZTOIJL,O,O,O,O,O,O,X,O
SZTOLIJ,O,O,O,X,O,O,X,O
SZTOLJI,O,O,O,X,O,O,X,O
SZTOJIL,O,O,O,O,O,O,X,O
SZTOJLI,O,O,O,O,O,O,X,O
SZITLJO,O,O,O,O,O,O,X,O
SZITLOJ,O,O,O,O,O,O,X,O
SZITJLO,O,O,O,O,O,O,X,O
SZITJOL,O,O,O,O,O,O,X,O
SZITOLJ,O,O,O,X,O,O,X,O
SZITOJL,O,O,O,O,O,O,X,O
SZILTJO,O,O,O,O,O,X,X,X
SZILTOJ,O,O,O,O,O,X,X,X
SZILJTO,O,O,O,O,O,X,O,X
SZILJOT,O,O,X,O,O,X,O,X
SZILOTJ,O,O,O,O,O,X,X,X
SZILOJT,O,O,O,O,O,X,X,X
SZIJTLO,O,O,O,O,O,O,O,X
SZIJTOL,O,O,O,O,O,O,O,X
SZIJLTO,O,O,O,O,O,X,O,X
SZIJLOT,O,O,X,O,O,X,O,X
SZIJOTL,O,O,O,O,O,O,O,X
SZIJOLT,O,O,O,O,O,X,O,X
SZIOTLJ,O,O,O,X,O,O,X,O
SZIOTJL,O,O,O,O,O,O,X,O
SZIOLTJ,O,O,O,O,O,X,X,X
SZIOLJT,O,O,O,O,O,X,O,X
SZIOJTL,O,O,O,O,O,O,O,X
SZIOJLT,O,O,O,O,O,X,O,X
SZLTIJO,O,O,O,O,O,X,X,X
SZLTIOJ,O,O,O,O,O,X,X,X
SZLTJIO,O,O,O,O,O,X,X,X
SZLTJOI,O,O,O,O,O,X,X,X
SZLTOIJ,O,O,O,O,O,X,X,X
SZLTOJI,O,O,O,O,O,X,X,X
SZLITJO,O,O,O,O,O,X,X,X
SZLITOJ,O,O,O,O,O,X,X,X
SZLIJTO,O,O,O,O,O,X,O,X
SZLIJOT,O,O,X,O,O,X,O,X
SZLIOTJ,O,O,O,O,O,X,X,X
SZLIOJT,O,O,O,O,O,X,X,X
SZLJTIO,O,O,O,O,O,X,O,X
SZLJTOI,O,O,O,O,O,X,O,X
SZLJITO,O,O,O,O,O,X,O,X
SZLJIOT,O,O,X,O,O,X,O,X
SZLJOTI,O,O,X,O,O,X,O,X
SZLJOIT,O,O,X,O,O,X,O,X
SZLOTIJ,O,O,O,O,O,X,X,X
SZLOTJI,O,O,O,O,O,X,X,X
SZLOITJ,O,O,O,O,O,X,X,X
SZLOIJT,O,O,O,O,O,X,X,X
SZLOJTI,O,O,O,O,O,X,X,X
SZLOJIT,O,O,O,O,O,X,X,X
SZJTILO,O,O,O,O,O,O,O,X
SZJTIOL,O,O,O,O,O,O,O,X
SZJTLIO,O,O,O,O,O,O,O,X
SZJTLOI,O,O,O,O,O,O,O,X
SZJTOIL,O,O,O,O,O,O,O,X
SZJTOLI,O,O,O,O,O,O,O,X
SZJITLO,O,O,O,O,O,O,O,X
SZJITOL,O,O,O,O,O,O,O,X
SZJILTO,O,O,O,O,O,X,O,X
SZJILOT,O,O,X,O,O,X,O,X
SZJIOTL,O,O,O,O,O,O,O,X
SZJIOLT,O,O,O,O,O,X,O,X
SZJLTIO,O,O,O,O,O,X,O,X
SZJLTOI,O,O,O,O,O,X,O,X
SZJLITO,O,O,O,O,O,X,O,X
SZJLIOT,O,O,X,O,O,X,O,X
SZJLOTI,O,O,X,O,O,X,O,X
SZJLOIT,O,O,X,O,O,X,O,X
SZJOTIL,O,O,O,O,O,O,O,X
SZJOTLI,O,O,O,O,O,O,O,X
SZJOITL,O,O,O,O,O,O,O,X
SZJOILT,O,O,O,O,O,X,O,X
SZJOLTI,O,O,O,O,O,X,O,X
SZJOLIT,O,O,O,O,O,X,O,X
SZOTILJ,O,O,O,X,O,O,X,O
SZOTIJL,O,O,O,O,O,O,X,O
SZOTLIJ,O,O,O,X,O,O,X,O
SZOTLJI,O,O,O,X,O,O,X,O
SZOTJIL,O,O,O,O,O,O,X,O
SZOTJLI,O,O,O,O,O,O,X,O
SZOITLJ,O,O,O,X,O,O,X,O
SZOITJL,O,O,O,O,O,O,X,O
SZOILTJ,O,O,O,O,O,X,X,X
SZOILJT,O,O,O,O,O,X,O,X
SZOIJTL,O,O,O,O,O,O,O,X
SZOIJLT,O,O,O,O,O,X,O,X
SZOLTIJ,O,O,O,O,O,X,X,X
SZOLTJI,O,O,O,O,O,X,X,X
SZOLITJ,O,O,O,O,O,X,X,X
SZOLIJT,O,O,O,O,O,X,O,X
SZOLJTI,O,O,O,O,O,X,O,X
SZOLJIT,O,O,O,O,O,X,O,X
SZOJTIL,O,O,O,O,O,O,O,X
SZOJTLI,O,O,O,O,O,O,O,X
SZOJITL,O,O,O,O,O,O,O,X
SZOJILT,O,O,O,O,O,X,O,X
SZOJLTI,O,O,O,O,O,X,O,X
SZOJLIT,O,O,O,O,O,X,O,X
SOTILJZ,O,O,O,O,O,X,O,O
SOTILZJ,O,O,O,O,O,O,X,O
SOTIJLZ,O,O,O,O,O,X,O,O
SOTIJZL,O,O,O,O,O,X,O,O
SOTIZLJ,O,O,O,X,O,O,X,O
SOTIZJL,O,O,O,X,O,O,X,O
SOTLIJZ,O,O,O,O,O,X,O,O
SOTLIZJ,O,O,O,O,O,O,X,O
SOTLJIZ,O,O,O,O,O,X,O,O
SOTLJZI,O,O,O,O,O,X,O,O
SOTLZIJ,O,O,O,O,O,O,X,O
SOTLZJI,O,O,O,O,O,O,X,O
SOTJILZ,O,O,O,O,O,X,O,O
SOTJIZL,O,O,O,O,O,X,O,O
SOTJLIZ,O,O,O,O,O,X,O,O
SOTJLZI,O,O,O,O,O,X,O,O
SOTJZIL,O,O,O,O,O,X,O,O
SOTJZLI,O,O,O,O,O,X,O,O
SOTZILJ,O,O,O,X,O,O,X,O
SOTZIJL,O,O,O,X,O,O,X,O
SOTZLIJ,O,O,O,X,O,O,X,O
SOTZLJI,O,O,O,X,O,O,X,O
SOTZJIL,O,O,O,X,O,O,X,O
SOTZJLI,O,O,O,X,O,O,X,O
SOITLJZ,O,O,O,O,O,X,O,O
SOITLZJ,O,O,O,O,O,O,X,O
SOITJLZ,O,O,O,O,O,X,O,O
SOITJZL,O,O,O,O,O,X,O,O
SOITZLJ,O,O,O,X,O,O,X,O
SOITZJL,O,O,O,X,O,O,X,O
SOILTJZ,O,O,O,O,O,X,O,O
SOILTZJ,O,O,O,O,O,X,X,O
SOILJTZ,X,X,O,O,O,X,O,X
SOILJZT,X,X,O,O,O,X,O,X
SOILZTJ,O,O,O,O,O,X,X,X
SOILZJT,O,O,O,O,O,X,O,X
SOIJTLZ,X,X,O,O,O,X,O,O
SOIJTZL,X,X,O,O,O,X,O,O
SOIJLTZ,X,X,O,O,O,X,O,X
SOIJLZT,X,X,O,O,O,X,O,X
SOIJZTL,X,X,O,O,O,X,O,X
SOIJZLT,X,X,O,O,O,X,O,X
SOIZTLJ,O,O,O,X,O,O,X,O
SOIZTJL,O,O,O,O,O,O,X,O
SOIZLTJ,O,O,O,O,O,X,X,X
SOIZLJT,O,O,O,O,O,X,O,X
SOIZJTL,O,O,O,O,O,O,O,X
SOIZJLT,O,O,O,O,O,X,O,X
SOLTIJZ,O,O,O,O,O,X,O,O
SOLTIZJ,O,O,O,O,O,X,X,O
SOLTJIZ,O,O,O,O,O,X,O,O
SOLTJZI,O,O,O,O,O,X,O,O
SOLTZIJ,O,O,O,O,O,X,X,O
SOLTZJI,O,O,O,O,O,X,X,O
SOLITJZ,O,O,O,O,O,X,O,O
SOLITZJ,O,O,O,O,O,X,X,O
SOLIJTZ,X,X,O,O,O,X,O,X
SOLIJZT,X,X,O,O,O,X,O,X
SOLIZTJ,O,O,O,O,O,X,X,X
SOLIZJT,O,O,O,O,O,X,O,X
SOLJTIZ,X,X,O,O,O,X,O,X
SOLJTZI,X,X,O,O,O,X,O,X
SOLJITZ,X,X,O,O,O,X,O,X
SOLJIZT,X,X,O,O,O,X,O,X
SOLJZTI,X,X,O,O,O,X,O,X
SOLJZIT,X,X,O,O,O,X,O,X
SOLZTIJ,O,O,O,O,O,X,X,X
SOLZTJI,O,O,O,O,O,X,X,X
SOLZITJ,O,O,O,O,O,X,X,X
SOLZIJT,O,O,O,O,O,X,O,X
SOLZJTI,O,O,O,O,O,X,O,X
SOLZJIT,O,O,O,O,O,X,O,X
SOJTILZ,X,X,O,O,O,X,O,O
SOJTIZL,X,X,O,O,O,X,O,O
SOJTLIZ,X,X,O,O,O,X,O,O
SOJTLZI,X,X,O,O,O,X,O,O
SOJTZIL,X,X,O,O,O,X,O,O
SOJTZLI,X,X,O,O,O,X,O,O
SOJITLZ,X,X,O,O,O,X,O,O
SOJITZL,X,X,O,O,O,X,O,O
SOJILTZ,X,X,O,O,O,X,O,X
SOJILZT,X,X,O,O,O,X,O,X
SOJIZTL,X,X,O,O,O,X,O,X
SOJIZLT,X,X,O,O,O,X,O,X
SOJLTIZ,X,X,O,O,O,X,O,X
SOJLTZI,X,X,O,O,O,X,O,X
SOJLITZ,X,X,O,O,O,X,O,X
SOJLIZT,X,X,O,O,O,X,O,X
SOJLZTI,X,X,O,O,O,X,O,X
SOJLZIT,X,X,O,O,O,X,O,X
SOJZTIL,X,X,O,O,O,X,O,X
SOJZTLI,X,X,O,O,O,X,O,X
SOJZITL,X,X,O,O,O,X,O,X
SOJZILT,X,X,O,O,O,X,O,X
SOJZLTI,X,X,O,O,O,X,O,X
SOJZLIT,X,X,O,O,O,X,O,X
SOZTILJ,O,O,O,X,O,O,X,O
SOZTIJL,O,O,O,O,O,O,X,O
SOZTLIJ,O,O,O,X,O,O,X,O
SOZTLJI,O,O,O,X,O,O,X,O
SOZTJIL,O,O,O,O,O,O,X,O
SOZTJLI,O,O,O,O,O,O,X,O
SOZITLJ,O,O,O,X,O,O,X,O
SOZITJL,O,O,O,O,O,O,X,O
SOZILTJ,O,O,O,O,O,X,X,X
SOZILJT,O,O,O,O,O,X,O,X
SOZIJTL,O,O,O,O,O,O,O,X
SOZIJLT,O,O,O,O,O,X,O,X
SOZLTIJ,O,O,O,O,O,X,X,X
SOZLTJI,O,O,O,O,O,X,X,X
SOZLITJ,O,O,O,O,O,X,X,X
SOZLIJT,O,O,O,O,O,X,O,X
SOZLJTI,O,O,O,O,O,X,O,X
SOZLJIT,O,O,O,O,O,X,O,X
SOZJTIL,O,O,O,O,O,O,O,X
SOZJTLI,O,O,O,O,O,O,O,X
SOZJITL,O,O,O,O,O,O,O,X
SOZJILT,O,O,O,O,O,X,O,X
SOZJLTI,O,O,O,O,O,X,O,X
SOZJLIT,O,O,O,O,O,X,O,X
ZTILJSO,O,O,O,X,X,O,X,O
ZTILJOS,O,O,O,X,X,O,X,X
ZTILSJO,O,O,O,X,X,O,X,O
ZTILSOJ,O,O,O,X,X,O,X,O
ZTILOJS,O,O,O,X,X,O,X,X
ZTILOSJ,O,O,O,X,X,O,X,X
ZTIJLSO,O,O,O,X,X,O,X,O
ZTIJLOS,O,O,O,X,X,O,X,X
ZTIJSLO,O,O,O,X,X,O,X,O
ZTIJSOL,O,O,O,X,X,O,X,O
ZTIJOLS,O,O,O,X,X,O,X,X
ZTIJOSL,O,O,O,X,X,O,X,X
ZTISLJO,O,O,O,X,X,O,X,O
ZTISLOJ,O,O,O,X,X,O,X,O
ZTISJLO,O,O,O,X,X,O,X,O
ZTISJOL,O,O,O,X,X,O,X,O
ZTISOLJ,O,O,O,X,X,O,X,O
ZTISOJL,O,O,O,X,X,O,X,O
ZTIOLJS,O,O,O,X,X,O,X,X
ZTIOLSJ,O,O,O,X,X,O,X,X
ZTIOJLS,O,O,O,X,X,O,X,X
ZTIOJSL,O,O,O,X,X,O,X,X
ZTIOSLJ,O,O,O,X,X,O,X,X
ZTIOSJL,O,O,O,X,X,O,X,X
ZTLIJSO,O,O,O,X,X,O,X,O
ZTLIJOS,O,O,O,X,X,O,X,X
ZTLISJO,O,O,O,X,X,O,X,O
ZTLISOJ,O,O,O,X,X,O,X,O
ZTLIOJS,O,O,O,X,X,O,X,X
ZTLIOSJ,O,O,O,X,X,O,X,X
ZTLJISO,O,O,O,X,X,O,X,O
ZTLJIOS,O,O,O,X,X,O,X,X
ZTLJSIO,O,O,O,X,X,O,X,O
ZTLJSOI,O,O,O,X,X,O,X,O
ZTLJOIS,O,O,O,X,X,O,X,X
ZTLJOSI,O,O,O,X,X,O,X,X
ZTLSIJO,O,O,O,X,X,O,X,O
ZTLSIOJ,O,O,O,X,X,O,X,O
ZTLSJIO,O,O,O,X,X,O,X,O
ZTLSJOI,O,O,O,X,X,O,X,O
ZTLSOIJ,O,O,O,X,X,O,X,O
ZTLSOJI,O,O,O,X,X,O,X,O
ZTLOIJS,O,O,O,X,X,O,X,X
ZTLOISJ,O,O,O,X,X,O,X,X
ZTLOJIS,O,O,O,X,X,O,X,X
ZTLOJSI,O,O,O,X,X,O,X,X
ZTLOSIJ,O,O,O,X,X,O,X,X
ZTLOSJI,O,O,O,X,X,O,X,X
ZTJILSO,O,O,O,X,X,O,X,O
ZTJILOS,O,O,O,X,X,O,X,X
ZTJISLO,O,O,O,X,X,O,X,O
ZTJISOL,O,O,O,X,X,O,X,O
ZTJIOLS,O,O,O,X,X,O,X,X
ZTJIOSL,O,O,O,X,X,O,X,X
ZTJLISO,O,O,O,X,X,O,X,O
ZTJLIOS,O,O,O,X,X,O,X,X
ZTJLSIO,O,O,O,X,X,O,X,O
ZTJLSOI,O,O,O,X,X,O,X,O
ZTJLOIS,O,O,O,X,X,O,X,X
ZTJLOSI,O,O,O,X,X,O,X,X
ZTJSILO,O,O,O,X,X,O,X,O
ZTJSIOL,O,O,O,X,X,O,X,O
ZTJSLIO,O,O,O,X,X,O,X,O
ZTJSLOI,O,O,O,X,X,O,X,O
ZTJSOIL,O,O,O,X,X,O,X,O
ZTJSOLI,O,O,O,X,X,O,X,O
ZTJOILS,O,O,O,X,X,O,X,X
ZTJOISL,O,O,O,X,X,O,X,X
ZTJOLIS,O,O,O,X,X,O,X,X
ZTJOLSI,O,O,O,X,X,O,X,X
ZTJOSIL,O,O,O,X,X,O,X,X
ZTJOSLI,O,O,O,X,X,O,X,X
ZTSILJO,O,O,O,X,X,O,X,O
ZTSILOJ,O,O,O,X,X,O,X,O
ZTSIJLO,O,O,O,X,X,O,X,O
ZTSIJOL,O,O,O,X,X,O,X,O
ZTSIOLJ,O,O,O,X,X,O,X,O
ZTSIOJL,O,O,O,X,X,O,X,O
ZTSLIJO,O,O,O,X,X,O,X,O
ZTSLIOJ,O,O,O,X,X,O,X,O
ZTSLJIO,O,O,O,X,X,O,X,O
ZTSLJOI,O,O,O,X,X,O,X,O
ZTSLOIJ,O,O,O,X,X,O,X,O
ZTSLOJI,O,O,O,X,X,O,X,O
ZTSJILO,O,O,O,X,X,O,X,O
ZTSJIOL,O,O,O,X,X,O,X,O
ZTSJLIO,O,O,O,X,X,O,X,O
ZTSJLOI,O,O,O,X,X,O,X,O
ZTSJOIL,O,O,O,X,X,O,X,O
ZTSJOLI,O,O,O,X,X,O,X,O
ZTSOILJ,O,O,O,X,X,O,X,O
ZTSOIJL,O,O,O,X,X,O,X,O
ZTSOLIJ,O,O,O,X,X,O,X,O
ZTSOLJI,O,O,O,X,X,O,X,O
ZTSOJIL,O,O,O,X,X,O,X,O
ZTSOJLI,O,O,O,X,X,O,X,O
ZTOILJS,O,O,O,X,X,O,X,X
ZTOILSJ,O,O,O,X,X,O,X,X
ZTOIJLS,O,O,O,X,X,O,X,X
ZTOIJSL,O,O,O,X,X,O,X,X
ZTOISLJ,O,O,O,X,X,O,X,X
ZTOISJL,O,O,O,X,X,O,X,X
ZTOLIJS,O,O,O,X,X,O,X,X
ZTOLISJ,O,O,O,X,X,O,X,X
ZTOLJIS,O,O,O,X,X,O,X,X
ZTOLJSI,O,O,O,X,X,O,X,X
ZTOLSIJ,O,O,O,X,X,O,X,X
ZTOLSJI,O,O,O,X,X,O,X,X
ZTOJILS,O,O,O,X,X,O,X,X
ZTOJISL,O,O,O,X,X,O,X,X
ZTOJLIS,O,O,O,X,X,O,X,X
ZTOJLSI,O,O,O,X,X,O,X,X
ZTOJSIL,O,O,O,X,X,O,X,X
ZTOJSLI,O,O,O,X,X,O,X,X
ZTOSILJ,O,O,O,X,X,O,X,X
ZTOSIJL,O,O,O,X,X,O,X,X
ZTOSLIJ,O,O,O,X,X,O,X,X
ZTOSLJI,O,O,O,X,X,O,X,X
ZTOSJIL,O,O,O,X,X,O,X,X
ZTOSJLI,O,O,O,X,X,O,X,X
ZITLJSO,O,O,O,X,X,O,X,O
ZITLJOS,O,O,O,X,X,O,X,X
ZITLSJO,O,O,O,X,X,O,X,O
ZITLSOJ,O,O,O,X,X,O,X,O
ZITLOJS,O,O,O,X,X,O,X,X
ZITLOSJ,O,O,O,X,X,O,X,X
ZITJLSO,O,O,O,X,X,O,X,O
ZITJLOS,O,O,O,X,X,O,X,X
ZITJSLO,O,O,O,X,X,O,X,O
ZITJSOL,O,O,O,X,X,O,X,O
ZITJOLS,O,O,O,X,X,O,X,X
ZITJOSL,O,O,O,X,X,O,X,X
ZITSLJO,O,O,O,X,X,O,X,O
ZITSLOJ,O,O,O,X,X,O,X,O
ZITSJLO,O,O,O,X,X,O,X,O
ZITSJOL,O,O,O,X,X,O,X,O
ZITSOLJ,O,O,O,X,X,O,X,O
ZITSOJL,O,O,O,X,X,O,X,O
ZITOLJS,O,O,O,X,X,O,X,X
ZITOLSJ,O,O,O,X,X,O,X,X
ZITOJLS,O,O,O,X,X,O,X,X
ZITOJSL,O,O,O,X,X,O,X,X
ZITOSLJ,O,O,O,X,X,O,X,X
ZITOSJL,O,O,O,X,X,O,X,X
ZILTJSO,O,O,O,O,X,O,X,X
ZILTJOS,O,O,O,O,X,O,X,X
ZILTSJO,O,O,O,O,X,O,X,X
ZILTSOJ,O,O,O,O,X,O,X,X
ZILTOJS,O,O,O,O,X,O,X,X
ZILTOSJ,O,O,O,O,X,O,X,X
ZILJTSO,O,O,X,O,O,O,O,X
ZILJTOS,O,O,X,O,X,O,O,X
ZILJSTO,O,O,X,O,O,X,O,X
ZILJSOT,O,O,X,O,O,X,O,X
ZILJOTS,X,X,X,O,X,O,O,X
ZILJOST,O,X,X,O,X,X,O,X
ZILSTJO,O,O,O,O,O,X,X,X
ZILSTOJ,O,O,O,O,O,X,X,X
ZILSJTO,O,O,O,O,O,X,O,X
ZILSJOT,O,O,X,O,O,X,O,X
ZILSOTJ,O,O,O,O,O,X,X,X
ZILSOJT,O,O,X,O,O,X,X,X
ZILOTJS,X,X,O,O,O,O,X,X
ZILOTSJ,X,X,O,O,O,O,X,X
ZILOJTS,X,X,X,O,O,O,O,X
ZILOJST,O,X,X,O,O,X,O,X
ZILOSTJ,O,X,O,O,O,X,X,X
ZILOSJT,O,X,O,O,O,X,O,X
ZIJTLSO,O,O,X,X,O,O,O,X
ZIJTLOS,O,O,X,X,X,O,O,X
ZIJTSLO,O,O,X,X,O,O,O,X
ZIJTSOL,O,O,X,X,O,O,O,X
ZIJTOLS,O,O,X,X,O,O,O,X
ZIJTOSL,O,O,X,X,O,O,O,X
ZIJLTSO,O,O,X,O,O,O,O,X
ZIJLTOS,O,O,X,O,X,O,O,X
ZIJLSTO,O,O,X,O,O,X,O,X
ZIJLSOT,O,O,X,O,O,X,O,X
ZIJLOTS,X,X,X,O,X,O,O,X
ZIJLOST,O,X,X,O,X,X,O,X
ZIJSTLO,O,O,X,O,O,O,O,X
ZIJSTOL,O,O,X,O,O,O,O,X
ZIJSLTO,O,O,X,O,O,X,O,X
ZIJSLOT,O,O,X,O,O,X,O,X
ZIJSOTL,O,O,X,O,O,O,O,X
ZIJSOLT,O,O,X,O,O,X,O,X
ZIJOTLS,O,O,X,X,O,O,O,X
ZIJOTSL,O,O,X,X,O,O,O,X
ZIJOLTS,X,X,X,O,O,O,O,X
ZIJOLST,O,X,X,O,O,X,O,X
ZIJOSTL,O,O,X,O,O,O,O,X
ZIJOSLT,O,O,X,O,O,X,O,X
ZISTLJO,O,O,O,O,O,O,X,O
ZISTLOJ,O,O,O,O,O,O,X,O
ZISTJLO,O,O,O,O,O,O,X,O
ZISTJOL,O,O,O,O,O,O,X,O
ZISTOLJ,O,O,O,X,O,O,X,O
ZISTOJL,O,O,O,O,O,O,X,O
ZISLTJO,O,O,O,O,O,X,X,X
ZISLTOJ,O,O,O,O,O,X,X,X
ZISLJTO,O,O,O,O,O,X,O,X
ZISLJOT,O,O,X,O,O,X,O,X
ZISLOTJ,O,O,O,O,O,X,X,X
ZISLOJT,O,O,O,O,O,X,X,X
ZISJTLO,O,O,O,O,O,O,O,X
ZISJTOL,O,O,O,O,O,O,O,X
ZISJLTO,O,O,O,O,O,X,O,X
ZISJLOT,O,O,X,O,O,X,O,X
ZISJOTL,O,O,O,O,O,O,O,X
ZISJOLT,O,O,O,O,O,X,O,X
ZISOTLJ,O,O,O,X,O,O,X,O
ZISOTJL,O,O,O,O,O,O,X,O
ZISOLTJ,O,O,O,O,O,X,X,X
ZISOLJT,O,O,O,O,O,X,O,X
ZISOJTL,O,O,O,O,O,O,O,X
ZISOJLT,O,O,O,O,O,X,O,X
ZIOTLJS,O,O,O,X,O,O,X,X
ZIOTLSJ,O,O,O,X,O,O,X,X
ZIOTJLS,O,O,O,X,O,O,X,X
ZIOTJSL,O,O,O,X,O,O,X,X
ZIOTSLJ,O,O,O,X,O,O,X,X
ZIOTSJL,O,O,O,X,O,O,X,X
ZIOLTJS,X,X,O,O,O,O,X,X
ZIOLTSJ,X,X,O,O,O,O,X,X
ZIOLJTS,X,X,X,O,O,O,O,X
ZIOLJST,O,X,X,O,O,X,O,X
ZIOLSTJ,O,X,O,O,O,X,X,X
ZIOLSJT,O,X,O,O,O,X,O,X
ZIOJTLS,O,O,X,X,O,O,O,X
ZIOJTSL,O,O,X,X,O,O,O,X
ZIOJLTS,X,X,X,O,O,O,O,X
ZIOJLST,O,X,X,O,O,X,O,X
ZIOJSTL,O,O,X,O,O,O,O,X
ZIOJSLT,O,O,X,O,O,X,O,X
ZIOSTLJ,O,O,O,X,O,O,X,O
ZIOSTJL,O,O,O,X,O,O,X,O
ZIOSLTJ,O,O,O,O,O,X,X,X
ZIOSLJT,O,O,O,O,O,X,O,X
ZIOSJTL,O,O,O,O,O,O,O,X
ZIOSJLT,O,O,O,O,O,X,O,X
ZLTIJSO,O,O,O,O,X,O,X,X
ZLTIJOS,O,O,O,O,X,O,X,X
ZLTISJO,O,O,O,O,X,O,X,X
ZLTISOJ,O,O,O,O,X,O,X,X
ZLTIOJS,O,O,O,O,X,O,X,X
ZLTIOSJ,O,O,O,O,X,O,X,X
ZLTJISO,O,O,O,O,X,O,X,X
ZLTJIOS,O,O,O,O,X,O,X,X
ZLTJSIO,O,O,O,O,X,O,X,X
ZLTJSOI,O,O,O,O,X,O,X,X
ZLTJOIS,O,O,O,O,X,O,X,X
ZLTJOSI,O,O,O,O,X,O,X,X
ZLTSIJO,O,O,O,O,X,O,X,X
ZLTSIOJ,O,O,O,O,X,O,X,X
ZLTSJIO,O,O,O,O,X,O,X,X
ZLTSJOI,O,O,O,O,X,O,X,X
ZLTSOIJ,O,O,O,O,X,O,X,X
ZLTSOJI,O,O,O,O,X,O,X,X
ZLTOIJS,O,O,O,O,X,O,X,X
ZLTOISJ,O,O,O,O,X,O,X,X
ZLTOJIS,O,O,O,O,X,O,X,X
ZLTOJSI,O,O,O,O,X,O,X,X
ZLTOSIJ,O,O,O,O,X,O,X,X
ZLTOSJI,O,O,O,O,X,O,X,X
ZLITJSO,O,O,O,O,X,O,X,X
ZLITJOS,O,O,O,O,X,O,X,X
ZLITSJO,O,O,O,O,X,O,X,X
ZLITSOJ,O,O,O,O,X,O,X,X
ZLITOJS,O,O,O,O,X,O,X,X
ZLITOSJ,O,O,O,O,X,O,X,X
ZLIJTSO,O,O,X,O,O,O,O,X
ZLIJTOS,O,O,X,O,X,O,O,X
ZLIJSTO,O,O,X,O,O,X,O,X
ZLIJSOT,O,O,X,O,O,X,O,X
ZLIJOTS,X,X,X,O,X,O,O,X
ZLIJOST,O,X,X,O,X,X,O,X
ZLISTJO,O,O,O,O,O,X,X,X
ZLISTOJ,O,O,O,O,O,X,X,X
ZLISJTO,O,O,O,O,O,X,O,X
ZLISJOT,O,O,X,O,O,X,O,X
ZLISOTJ,O,O,O,O,O,X,X,X
ZLISOJT,O,O,X,O,O,X,X,X
ZLIOTJS,X,X,O,O,O,O,X,X
ZLIOTSJ,X,X,O,O,O,O,X,X
ZLIOJTS,X,X,X,O,O,O,O,X
ZLIOJST,O,X,X,O,O,X,O,X
ZLIOSTJ,O,X,O,O,O,X,X,X
ZLIOSJT,O,X,O,O,O,X,O,X
ZLJTISO,O,O,X,O,O,O,O,X
ZLJTIOS,O,O,X,O,X,O,O,X
ZLJTSIO,O,O,X,O,O,O,O,X
ZLJTSOI,O,O,X,O,O,O,O,X
ZLJTOIS,O,O,X,O,X,O,O,X
ZLJTOSI,O,O,X,O,X,O,O,X
ZLJITSO,O,O,X,O,O,O,O,X
ZLJITOS,O,O,X,O,X,O,O,X
ZLJISTO,O,O,X,O,O,X,O,X
ZLJISOT,O,O,X,O,O,X,O,X
ZLJIOTS,X,X,X,O,X,O,O,X
ZLJIOST,O,X,X,O,X,X,O,X
ZLJSTIO,O,O,X,O,O,X,O,X
ZLJSTOI,O,O,X,O,O,X,O,X
ZLJSITO,O,O,X,O,O,X,O,X
ZLJSIOT,O,O,X,O,O,X,O,X
ZLJSOTI,O,O,X,O,O,X,O,X
ZLJSOIT,O,O,X,O,O,X,O,X
ZLJOTIS,X,X,X,O,X,O,O,X
ZLJOTSI,X,X,X,O,X,O,O,X
ZLJOITS,X,X,X,O,X,O,O,X
ZLJOIST,O,X,X,O,X,X,O,X
ZLJOSTI,O,X,X,O,X,X,O,X
ZLJOSIT,O,X,X,O,X,X,O,X
ZLSTIJO,O,O,O,O,O,X,X,X
ZLSTIOJ,O,O,O,O,O,X,X,X
ZLSTJIO,O,O,O,O,O,X,X,X
ZLSTJOI,O,O,O,O,O,X,X,X
ZLSTOIJ,O,O,O,O,O,X,X,X
ZLSTOJI,O,O,O,O,O,X,X,X
ZLSITJO,O,O,O,O,O,X,X,X
ZLSITOJ,O,O,O,O,O,X,X,X
ZLSIJTO,O,O,O,O,O,X,O,X
ZLSIJOT,O,O,X,O,O,X,O,X
ZLSIOTJ,O,O,O,O,O,X,X,X
ZLSIOJT,O,O,X,O,O,X,X,X
ZLSJTIO,O,O,O,O,O,X,O,X
ZLSJTOI,O,O,O,O,O,X,O,X
ZLSJITO,O,O,O,O,O,X,O,X
ZLSJIOT,O,O,X,O,O,X,O,X
ZLSJOTI,O,O,X,O,O,X,O,X
ZLSJOIT,O,O,X,O,O,X,O,X
ZLSOTIJ,O,O,O,O,O,X,X,X
ZLSOTJI,O,O,O,O,O,X,X,X
