sequence,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB0hBfqBll?BCqB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBFgB0hBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeB3gB1mBqp?BUqB,v115@5gB8HeB8IeD8CeG8BeG8Jem7IvhFqhBTeBxfBlkB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8JeR7IvhFqhBTeBmgBlkBcq?B/pB,v115@5gB8HeB8IeD8CeG8BeG8JeO/IvhFxbBTeBUgB1mBqp?B3qB,v115@5gB8HeB8IeD8CeG8BeG8Jex6IvhFXcBTeBifB1mBup?BcqB,v115@5gB8HeB8IeD8CeG8BeG8Jey/IvhFGcBTeBlkBRmB3l?B0pB,v115@5gB8HeB8IeD8CeG8BeG8Je06IvhFShBTeB/kBeqBRr?BlqB,v115@5gB8HeB8IeD8CeG8BeG8JeK/IvhFxbBTeBulB1mB8p?BfqB,v115@5gB8HeB8IeD8CeG8BeG8JeT+IvhFxfBXhB2kB0hBCq?BFqB
JZTOLSI,O,O,O,X,O,O,X,X,X,O,X
JZTOSIL,O,X,X,X,X,X,X,X,X,X,X
JZTOSLI,O,X,X,X,O,X,X,X,X,O,X
JZITLSO,X,X,X,X,O,X,X,X,X,X,X
JZITLOS,X,X,X,X,O,X,X,X,X,X,X
JZITSLO,O,X,X,X,X,X,X,X,X,X,X
JZITSOL,O,X,X,X,X,X,X,X,X,X,X
JZITOLS,X,O,X,X,O,X,X,X,X,X,X
JZITOSL,O,X,X,X,X,X,X,X,X,X,X
JZILTSO,X,O,X,X,O,X,X,X,X,X,X
JZILTOS,X,O,X,X,O,X,X,X,X,X,X
JZILSTO,X,O,X,X,X,X,X,X,O,X,X
JZILSOT,X,O,X,X,X,X,X,X,O,X,X
JZILOTS,X,O,X,X,O,X,X,X,X,X,X
JZILOST,O,O,X,X,X,X,X,X,O,X,X
JZISTLO,O,X,X,X,X,X,X,X,O,X,X
JZISTOL,O,X,X,X,X,X,X,X,O,X,X
JZISLTO,X,O,X,X,X,X,X,X,O,X,X
JZISLOT,O,O,X,X,X,X,X,X,O,X,X
JZISOTL,O,X,X,X,X,X,X,X,O,X,X
JZISOLT,O,O,X,X,X,X,X,X,O,X,X
JZIOTLS,X,O,X,X,O,X,X,X,X,X,X
JZIOTSL,O,X,X,X,X,X,X,X,X,X,X
JZIOLTS,X,O,X,X,O,X,X,X,X,X,X
JZIOLST,O,O,X,X,X,X,X,X,O,X,X
JZIOSTL,O,X,X,X,X,X,X,X,O,X,X
JZIOSLT,O,O,X,X,X,X,X,X,O,X,X
JZLTISO,X,O,X,X,O,O,X,X,X,O,X
JZLTIOS,X,O,O,X,O,O,X,X,X,O,X
JZLTSIO,O,O,O,X,O,O,X,X,X,O,X
JZLTSOI,O,O,O,X,O,O,X,X,X,O,X
JZLTOIS,X,O,O,X,O,O,X,X,X,O,X
JZLTOSI,O,O,O,X,O,O,X,X,X,O,X
JZLITSO,X,O,X,X,O,X,X,X,X,X,X
JZLITOS,X,O,X,X,O,X,X,X,X,X,X
JZLISTO,X,O,X,X,X,X,X,X,X,X,X
JZLISOT,X,O,X,X,X,X,X,X,X,X,X
JZLIOTS,X,O,X,X,O,X,X,X,X,X,X
JZLIOST,O,O,X,X,X,X,X,X,X,X,X
JZLSTIO,O,O,X,X,O,X,X,X,X,X,X
JZLSTOI,O,O,X,X,O,X,X,X,X,X,X
JZLSITO,X,O,X,X,X,X,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X,X,X,X,X
JZLSOTI,O,O,X,X,O,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X,X,X,X,X
JZLOTIS,X,O,O,X,O,O,X,X,X,O,X
JZLOTSI,O,O,O,X,O,O,X,X,X,O,X
JZLOITS,X,O,X,X,O,X,X,X,X,X,X
JZLOIST,O,O,X,X,X,X,X,X,X,X,X
JZLOSTI,O,O,X,X,O,X,X,X,X,X,X
JZLOSIT,O,O,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,X,X,X,X,X,X,O,X,X
JZSTIOL,O,X,X,X,X,X,X,X,O,X,X
JZSTLIO,O,X,X,X,O,X,X,X,X,X,X
JZSTLOI,O,X,X,X,O,X,X,X,X,X,X
JZSTOIL,O,X,X,X,X,X,X,X,O,X,X
JZSTOLI,O,X,X,X,O,X,X,X,X,X,X
JZSITLO,O,X,X,X,X,X,X,X,O,X,X
JZSITOL,O,X,X,X,X,X,X,X,O,X,X
JZSILTO,X,O,X,X,X,X,X,X,O,X,X
JZSILOT,O,O,X,X,X,X,X,X,O,X,X
JZSIOTL,O,X,X,X,X,X,X,X,O,X,X
JZSIOLT,O,O,X,X,X,X,X,X,O,X,X
JZSLTIO,O,O,X,X,O,X,X,X,X,X,X
JZSLTOI,O,O,X,X,O,X,X,X,X,X,X
JZSLITO,X,O,X,X,X,X,X,X,O,X,X
JZSLIOT,O,O,X,X,X,X,X,X,O,X,X
JZSLOTI,O,O,X,X,O,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,X,X,X,O,X,X
JZSOTIL,O,X,X,X,X,X,X,X,O,X,X
JZSOTLI,O,X,X,X,O,X,X,X,X,X,X
JZSOITL,O,X,X,X,X,X,X,X,O,X,X
JZSOILT,O,O,X,X,X,X,X,X,O,X,X
JZSOLTI,O,O,X,X,O,X,X,X,X,X,X
JZSOLIT,O,O,X,X,X,X,X,X,O,X,X
JZOTILS,X,O,O,X,O,O,X,X,X,O,X
JZOTISL,O,X,X,X,X,X,X,X,X,X,X
JZOTLIS,X,O,O,X,O,O,X,X,X,O,X
JZOTLSI,O,O,O,X,O,O,X,X,X,O,X
JZOTSIL,O,X,X,X,X,X,X,X,X,X,X
JZOTSLI,O,X,X,X,O,X,X,X,X,O,X
JZOITLS,X,O,X,X,O,X,X,X,X,X,X
JZOITSL,O,X,X,X,X,X,X,X,X,X,X
JZOILTS,X,O,X,X,O,X,X,X,X,X,X
JZOILST,O,O,X,X,X,X,X,X,O,X,X
JZOISTL,O,X,X,X,X,X,X,X,O,X,X
JZOISLT,O,O,X,X,X,X,X,X,O,X,X
JZOLTIS,X,O,O,X,O,O,X,X,X,O,X
JZOLTSI,O,O,O,X,O,O,X,X,X,O,X
JZOLITS,X,O,X,X,O,X,X,X,X,X,X
JZOLIST,O,O,X,X,X,X,X,X,X,X,X
JZOLSTI,O,O,X,X,O,X,X,X,X,X,X
JZOLSIT,O,O,X,X,X,X,X,X,X,X,X
JZOSTIL,O,X,X,X,X,X,X,X,O,X,X
JZOSTLI,O,X,X,X,O,X,X,X,X,X,X
JZOSITL,O,X,X,X,X,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,X,X,X,O,X,X
JZOSLTI,O,O,X,X,O,X,X,X,X,X,X
JZOSLIT,O,O,X,X,X,X,X,X,O,X,X
JOTILSZ,X,X,O,X,X,O,X,O,O,X,X
JOTILZS,X,X,O,X,X,O,X,X,X,X,X
JOTISLZ,X,X,O,X,X,O,X,O,O,X,X
JOTISZL,X,X,X,X,X,X,X,O,O,X,X
JOTIZLS,X,X,O,X,X,O,X,X,X,O,X
JOTIZSL,X,X,X,X,X,X,X,O,X,X,X
JOTLISZ,X,O,O,X,X,O,O,X,X,X,X
JOTLIZS,X,O,O,X,X,O,X,X,X,X,X
JOTLSIZ,X,O,O,O,X,O,O,X,X,X,X
JOTLSZI,X,O,O,O,X,O,O,X,X,X,X
JOTLZIS,X,O,O,X,O,O,X,X,X,O,X
JOTLZSI,X,O,O,X,O,O,X,X,X,O,X
JOTSILZ,X,X,O,O,X,O,O,X,O,X,X
JOTSIZL,X,X,X,X,X,X,O,X,O,X,X
JOTSLIZ,X,O,O,O,X,O,O,X,X,X,X
JOTSLZI,X,O,O,O,X,O,O,X,X,X,X
JOTSZIL,O,X,X,X,X,X,O,X,O,X,X
JOTSZLI,O,X,X,X,X,X,O,X,X,O,X
JOTZILS,X,O,O,X,O,O,O,X,X,O,X
JOTZISL,O,X,X,X,X,X,O,X,X,X,X
JOTZLIS,X,O,O,X,O,O,O,X,X,O,X
JOTZLSI,O,O,O,X,O,O,O,X,X,O,X
JOTZSIL,O,X,X,X,X,X,O,X,X,X,X
JOTZSLI,O,X,X,X,O,X,O,X,X,O,X
JOITLSZ,X,X,O,X,X,O,X,O,O,X,X
JOITLZS,X,X,O,X,X,O,X,X,X,X,X
JOITSLZ,X,X,O,X,X,O,X,O,O,X,X
JOITSZL,X,X,X,X,X,X,X,O,O,X,X
JOITZLS,X,X,O,X,X,O,X,X,X,X,X
JOITZSL,X,X,X,X,X,X,X,O,X,X,X
JOILTSZ,X,O,O,X,X,O,X,O,O,X,X
JOILTZS,X,O,O,X,X,O,X,X,X,X,X
JOILSTZ,X,O,X,X,X,X,X,X,O,X,X
JOILSZT,X,X,X,X,X,X,X,X,O,X,X
JOILZTS,X,O,X,X,O,X,X,X,X,X,X
JOILZST,X,O,X,X,X,X,X,X,O,X,X
JOISTLZ,X,X,X,X,X,X,X,O,O,X,X
JOISTZL,X,X,X,X,X,X,X,O,O,X,X
JOISLTZ,X,O,X,X,X,X,X,X,O,X,X
JOISLZT,X,X,X,X,X,X,X,X,O,X,X
JOISZTL,O,X,X,X,X,X,X,X,O,X,X
JOISZLT,O,X,X,X,X,X,X,X,O,X,X
JOIZTLS,X,O,X,X,O,X,X,X,X,X,X
JOIZTSL,O,X,X,X,X,X,X,O,X,X,X
JOIZLTS,X,O,X,X,O,X,X,X,X,X,X
JOIZLST,O,O,X,X,X,X,X,X,O,X,X
JOIZSTL,O,X,X,X,X,X,X,X,O,X,X
JOIZSLT,O,O,X,X,X,X,X,X,O,X,X
JOLTISZ,X,O,O,X,X,O,O,X,X,X,X
JOLTIZS,X,O,O,X,X,O,X,X,X,X,X
JOLTSIZ,X,O,O,O,X,O,O,X,X,X,X
JOLTSZI,X,O,O,O,X,O,O,X,X,X,X
JOLTZIS,X,O,O,X,O,O,X,X,X,O,X
JOLTZSI,X,O,O,X,O,O,X,X,X,O,X
JOLITSZ,X,O,O,X,X,O,O,X,O,X,X
JOLITZS,X,O,O,X,X,O,X,X,X,X,X
JOLISTZ,X,O,X,X,X,X,X,X,O,X,X
JOLISZT,X,X,X,X,X,X,X,X,O,X,X
JOLIZTS,X,O,X,X,O,X,X,X,X,X,X
JOLIZST,X,O,X,X,X,X,X,X,O,X,X
JOLSTIZ,X,O,O,O,X,O,X,X,X,X,X
JOLSTZI,X,O,O,O,X,O,X,X,X,X,X
JOLSITZ,X,O,X,O,X,X,X,X,O,X,O
JOLSIZT,X,X,X,O,X,X,X,X,O,X,O
JOLSZTI,O,O,X,O,O,X,X,X,X,X,X
JOLSZIT,O,O,X,O,X,X,X,X,O,X,X
JOLZTIS,X,O,O,X,O,O,X,X,X,O,X
JOLZTSI,O,O,O,X,O,O,X,X,X,O,X
JOLZITS,X,O,X,X,O,X,X,X,X,X,X
JOLZIST,O,O,X,X,X,X,X,X,X,X,X
JOLZSTI,O,O,X,X,O,X,X,X,X,X,X
JOLZSIT,O,O,X,X,X,X,X,X,X,X,X
JOSTILZ,X,X,O,O,X,O,X,X,O,X,X
JOSTIZL,X,X,X,X,X,X,X,X,O,X,X
JOSTLIZ,X,O,O,O,X,O,X,X,X,X,X
JOSTLZI,X,O,O,O,X,O,X,X,X,X,X
JOSTZIL,O,X,X,X,X,X,X,X,O,X,X
JOSTZLI,O,X,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,X,O,X,X
JOSITZL,X,X,X,X,X,X,X,X,O,X,O
JOSILTZ,X,O,X,O,X,X,X,X,O,X,O
JOSILZT,X,X,X,O,X,X,X,X,O,X,O
JOSIZTL,O,X,X,X,X,X,X,X,O,X,O
JOSIZLT,O,X,X,X,X,X,X,X,O,X,O
JOSLTIZ,X,O,O,O,X,O,X,X,X,X,X
JOSLTZI,X,O,O,O,X,O,X,X,X,X,X
JOSLITZ,X,O,X,O,X,X,X,X,O,X,O
JOSLIZT,X,X,X,O,X,X,X,X,O,X,O
JOSLZTI,O,O,X,O,O,X,X,X,X,X,X
JOSLZIT,O,O,X,O,X,X,X,X,O,X,X
JOSZTIL,O,X,X,X,X,X,X,X,O,X,X
JOSZTLI,O,X,X,X,O,X,X,X,X,X,X
JOSZITL,O,X,X,X,X,X,X,X,O,X,X
JOSZILT,O,O,X,X,X,X,X,X,O,X,X
JOSZLTI,O,O,X,X,O,X,X,X,X,X,X
JOSZLIT,O,O,X,X,X,X,X,X,O,X,X
JOZTILS,X,O,O,X,O,O,X,X,X,O,X
JOZTISL,O,X,X,X,X,X,X,X,X,X,X
JOZTLIS,X,O,O,X,O,O,X,X,X,O,X
JOZTLSI,O,O,O,X,O,O,X,X,X,O,X
JOZTSIL,O,X,X,X,X,X,X,X,X,X,X
JOZTSLI,O,X,X,X,O,X,X,X,X,O,X
JOZITLS,X,O,X,X,O,X,X,X,X,X,X
JOZITSL,O,X,X,X,X,X,X,X,X,X,X
JOZILTS,X,O,X,X,O,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,X,O,X,X
JOZISTL,O,X,X,X,X,X,X,X,O,X,X
JOZISLT,O,O,X,X,X,X,X,X,O,X,X
JOZLTIS,X,O,O,X,O,O,X,X,X,O,X
JOZLTSI,O,O,O,X,O,O,X,X,X,O,X
JOZLITS,X,O,X,X,O,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,X,X
JOZLSTI,O,O,X,X,O,X,X,X,X,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X,X,X
JOZSTIL,O,X,X,X,X,X,X,X,O,X,X
JOZSTLI,O,X,X,X,O,X,X,X,X,X,X
JOZSITL,O,X,X,X,X,X,X,X,O,X,X
JOZSILT,O,O,X,X,X,X,X,X,O,X,X
JOZSLTI,O,O,X,X,O,X,X,X,X,X,X
JOZSLIT,O,O,X,X,X,X,X,X,O,X,X
STILJZO,X,X,O,O,X,X,X,O,X,X,X
STILJOZ,X,X,O,O,X,O,O,O,X,X,X
STILZJO,X,X,O,O,X,X,X,O,X,X,X
STILZOJ,X,X,O,O,X,X,O,O,X,X,X
STILOJZ,X,X,O,O,X,O,O,O,X,X,X
STILOZJ,X,X,O,O,X,X,O,O,X,X,X
STIJLZO,X,X,O,O,X,X,X,O,X,X,X
STIJLOZ,X,X,O,O,X,X,X,O,X,X,X
STIJZLO,X,X,X,X,X,X,X,O,X,X,X
STIJZOL,X,X,X,X,X,X,X,O,X,X,X
STIJOLZ,X,X,O,O,X,O,O,O,X,X,X
STIJOZL,X,X,X,X,X,X,O,O,X,X,X
STIZLJO,X,X,O,O,X,X,O,O,X,X,X
STIZLOJ,X,X,O,O,X,X,O,O,X,X,X
STIZJLO,X,X,X,X,X,X,O,O,X,X,X
STIZJOL,X,X,X,X,X,X,O,O,X,X,X
STIZOLJ,X,X,O,O,X,X,O,O,X,X,X
STIZOJL,X,X,X,X,X,X,O,O,X,X,X
STIOLJZ,X,X,O,O,X,O,O,O,X,X,O
STIOLZJ,X,X,O,O,X,X,O,O,X,X,O
STIOJLZ,X,X,O,O,X,O,O,O,X,X,X
STIOJZL,X,X,X,X,X,X,O,O,X,X,O
STIOZLJ,X,X,O,O,X,X,O,O,X,X,O
STIOZJL,X,X,X,X,X,X,O,O,X,X,O
STLIJZO,X,O,O,O,X,X,X,X,X,X,X
STLIJOZ,X,O,O,O,X,O,O,X,X,X,X
STLIZJO,X,O,O,O,X,X,X,X,X,X,X
STLIZOJ,X,O,O,O,X,X,O,X,X,X,X
STLIOJZ,X,O,O,O,X,O,O,X,X,X,O
STLIOZJ,X,O,O,O,X,X,O,X,X,X,O
STLJIZO,X,O,O,O,X,X,X,X,X,X,X
STLJIOZ,X,O,O,O,X,O,O,X,X,X,X
STLJZIO,X,O,O,O,X,O,X,X,X,X,X
STLJZOI,X,O,O,O,X,O,X,X,X,X,X
STLJOIZ,X,O,O,O,X,O,O,X,X,X,X
STLJOZI,X,O,O,O,X,O,O,X,X,X,X
STLZIJO,X,O,O,O,X,O,O,X,X,X,X
STLZIOJ,X,O,O,O,X,O,O,X,X,X,X
STLZJIO,X,O,O,O,X,O,O,X,X,O,X
STLZJOI,X,O,O,O,X,O,O,X,X,O,X
STLZOIJ,X,O,O,O,X,O,O,X,X,X,X
STLZOJI,X,O,O,O,X,O,O,X,X,O,X
STLOIJZ,X,O,O,O,X,O,O,X,X,X,O
STLOIZJ,X,O,O,O,X,X,O,X,X,X,O
STLOJIZ,X,O,O,O,X,O,O,X,X,X,X
STLOJZI,X,O,O,O,X,O,O,X,X,X,X
STLOZIJ,X,O,O,O,X,O,O,X,X,X,X
STLOZJI,X,O,O,O,X,O,O,X,X,O,X
STJILZO,X,X,O,O,X,X,X,X,O,X,X
STJILOZ,X,X,O,O,X,X,X,X,O,X,X
STJIZLO,X,X,X,X,X,X,X,X,O,X,X
STJIZOL,X,X,X,X,X,X,X,X,O,X,X
STJIOLZ,X,X,O,O,X,O,O,X,O,X,X
STJIOZL,X,X,X,X,X,X,O,X,O,X,X
STJLIZO,X,O,O,O,X,X,X,X,X,X,X
STJLIOZ,X,O,O,O,X,O,O,X,X,X,X
STJLZIO,X,O,O,O,X,O,X,X,X,X,X
STJLZOI,X,O,O,O,X,O,X,X,X,X,X
STJLOIZ,X,O,O,O,X,O,O,X,X,X,X
STJLOZI,X,O,O,O,X,O,O,X,X,X,X
STJZILO,O,X,X,X,X,X,O,X,O,X,X
STJZIOL,O,X,X,X,X,X,O,X,O,X,X
STJZLIO,O,X,X,X,X,X,O,X,X,O,X
STJZLOI,O,X,X,X,X,X,O,X,X,O,X
STJZOIL,O,X,X,X,X,X,O,X,O,X,X
STJZOLI,O,X,X,X,X,X,O,X,X,O,X
STJOILZ,X,X,O,O,X,O,O,X,O,X,X
STJOIZL,X,X,X,X,X,X,O,X,O,X,X
STJOLIZ,X,O,O,O,X,O,O,X,X,X,X
STJOLZI,X,O,O,O,X,O,O,X,X,X,X
STJOZIL,O,X,X,X,X,X,O,X,O,X,X
STJOZLI,O,X,X,X,X,X,O,X,X,O,X
STZILJO,O,X,O,O,X,X,O,X,X,X,X
STZILOJ,O,X,O,O,X,X,O,X,X,X,X
STZIJLO,O,X,X,X,X,X,O,X,X,X,X
STZIJOL,O,X,X,X,X,X,O,X,X,X,X
STZIOLJ,O,X,O,O,X,X,O,X,X,X,X
STZIOJL,O,X,X,X,X,X,O,X,X,X,X
STZLIJO,O,X,O,O,X,X,O,X,X,X,X
STZLIOJ,O,X,O,O,X,X,O,X,X,X,X
STZLJIO,O,X,O,O,X,X,O,X,X,O,X
STZLJOI,O,X,O,O,X,X,O,X,X,O,X
STZLOIJ,O,X,O,O,X,X,O,X,X,X,X
STZLOJI,O,X,O,O,X,X,O,X,X,O,X
STZJILO,O,X,X,X,X,X,O,X,X,X,X
STZJIOL,O,X,X,X,X,X,O,X,X,X,X
STZJLIO,O,X,X,X,X,X,O,X,X,O,X
STZJLOI,O,X,X,X,X,X,O,X,X,O,X
STZJOIL,O,X,X,X,X,X,O,X,X,X,X
STZJOLI,O,X,X,X,X,X,O,X,X,O,X
STZOILJ,O,X,O,O,X,X,O,X,X,X,X
STZOIJL,O,X,X,X,X,X,O,X,X,X,X
STZOLIJ,O,X,O,O,X,X,O,X,X,X,X
STZOLJI,O,X,O,O,X,X,O,X,X,O,X
STZOJIL,O,X,X,X,X,X,O,X,X,X,X
STZOJLI,O,X,X,X,X,X,O,X,X,O,X
STOILJZ,X,X,O,O,X,O,O,O,X,X,O
STOILZJ,X,X,O,O,X,X,O,O,X,X,O
STOIJLZ,X,X,O,O,X,O,O,O,X,X,X
STOIJZL,X,X,X,X,X,X,O,O,X,X,O
STOIZLJ,X,X,O,O,X,X,O,O,X,X,O
STOIZJL,X,X,X,X,X,X,O,O,X,X,O
STOLIJZ,X,O,O,O,X,O,O,X,X,X,O
STOLIZJ,X,O,O,O,X,X,O,X,X,X,O
STOLJIZ,X,O,O,O,X,O,O,X,X,X,X
STOLJZI,X,O,O,O,X,O,O,X,X,X,X
STOLZIJ,X,O,O,O,X,O,O,X,X,X,X
STOLZJI,X,O,O,O,X,O,O,X,X,O,X
STOJILZ,X,X,O,O,X,O,O,X,O,X,X
STOJIZL,X,X,X,X,X,X,O,X,O,X,X
STOJLIZ,X,O,O,O,X,O,O,X,X,X,X
STOJLZI,X,O,O,O,X,O,O,X,X,X,X
STOJZIL,O,X,X,X,X,X,O,X,O,X,X
STOJZLI,O,X,X,X,X,X,O,X,X,O,X
STOZILJ,O,X,O,O,X,X,O,X,X,X,X
STOZIJL,O,X,X,X,X,X,O,X,X,X,X
STOZLIJ,O,X,O,O,X,X,O,X,X,X,X
STOZLJI,O,X,O,O,X,X,O,X,X,O,X
STOZJIL,O,X,X,X,X,X,O,X,X,X,X
STOZJLI,O,X,X,X,X,X,O,X,X,O,X
SITLJZO,X,X,X,O,X,X,X,O,X,X,X
SITLJOZ,X,X,X,O,X,X,X,O,X,X,X
SITLZJO,X,X,X,O,X,X,X,O,X,X,X
SITLZOJ,X,X,X,O,X,X,X,O,X,X,X
SITLOJZ,X,X,X,O,X,X,X,O,X,X,X
SITLOZJ,X,X,X,O,X,X,X,O,X,X,X
SITJLZO,X,X,X,O,X,X,X,O,X,X,X
SITJLOZ,X,X,X,O,X,X,X,O,X,X,X
SITJZLO,X,X,X,X,X,X,X,O,X,X,X
SITJZOL,X,X,X,X,X,X,X,O,X,X,X
SITJOLZ,X,X,X,O,X,X,X,O,X,X,X
SITJOZL,X,X,X,X,X,X,X,O,X,X,X
SITZLJO,X,X,X,O,X,X,X,O,X,X,X
SITZLOJ,X,X,X,O,X,X,X,O,X,X,X
SITZJLO,X,X,X,X,X,X,X,O,X,X,X
SITZJOL,X,X,X,X,X,X,X,O,X,X,X
SITZOLJ,X,X,X,O,X,X,X,O,X,X,X
SITZOJL,X,X,X,X,X,X,X,O,X,X,X
SITOLJZ,X,X,X,O,X,X,X,O,X,X,O
SITOLZJ,X,X,X,O,X,X,X,O,X,X,O
SITOJLZ,X,X,X,O,X,X,X,O,X,X,X
SITOJZL,X,X,X,X,X,X,X,O,X,X,O
SITOZLJ,X,X,X,O,X,X,X,O,X,X,O
SITOZJL,X,X,X,X,X,X,X,O,X,X,O
SILTJZO,X,O,X,O,X,X,X,X,X,X,X
SILTJOZ,X,O,X,O,X,X,X,X,X,X,X
SILTZJO,X,O,X,O,X,X,X,X,X,X,X
SILTZOJ,X,O,X,O,X,X,X,X,X,X,X
SILTOJZ,X,O,X,O,X,X,X,X,X,X,O
SILTOZJ,X,O,X,O,X,X,X,X,X,X,O
SILJTZO,X,O,X,O,X,X,X,X,O,X,X
SILJTOZ,X,O,X,O,X,X,X,X,O,X,X
SILJZTO,X,X,X,X,X,X,X,X,O,X,X
SILJZOT,X,X,X,O,X,X,X,X,O,X,X
SILJOTZ,X,O,X,O,X,X,X,X,O,X,O
SILJOZT,X,X,X,O,X,X,X,X,O,X,O
SILZTJO,X,X,X,X,X,X,X,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,X,X,X
SILZJTO,X,X,X,X,X,X,X,X,X,X,X
SILZJOT,X,X,X,O,X,X,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,O
SILZOJT,X,X,X,O,X,X,X,X,X,X,O
SILOTJZ,X,O,X,O,X,X,X,X,X,X,O
SILOTZJ,X,O,X,O,X,X,X,X,X,X,O
SILOJTZ,X,O,X,O,X,X,X,X,O,X,O
SILOJZT,X,X,X,O,X,X,X,X,O,X,O
SILOZTJ,X,X,X,X,X,X,X,X,X,X,O
SILOZJT,X,X,X,O,X,X,X,X,X,X,O
SIJTLZO,X,X,X,X,X,X,X,O,O,X,X
SIJTLOZ,X,X,X,X,X,X,X,O,O,X,X
SIJTZLO,X,X,X,X,X,X,X,O,O,X,X
SIJTZOL,X,X,X,X,X,X,X,O,O,X,X
SIJTOLZ,X,X,X,X,X,X,X,O,O,X,X
SIJTOZL,X,X,X,X,X,X,X,O,O,X,X
SIJLTZO,X,O,X,X,X,X,X,X,O,X,X
SIJLTOZ,X,O,X,O,X,X,X,X,O,X,X
SIJLZTO,X,X,X,X,X,X,X,X,O,X,X
SIJLZOT,X,X,X,O,X,X,X,X,O,X,X
SIJLOTZ,X,O,X,O,X,X,X,X,O,X,X
SIJLOZT,X,X,X,O,X,X,X,X,O,X,X
SIJZTLO,O,X,X,X,X,X,X,X,O,X,X
SIJZTOL,O,X,X,X,X,X,X,X,O,X,X
SIJZLTO,X,X,X,X,X,X,X,X,O,X,X
SIJZLOT,O,X,X,X,X,X,X,X,O,X,X
SIJZOTL,O,X,X,X,X,X,X,X,O,X,X
SIJZOLT,O,X,X,X,X,X,X,X,O,X,X
SIJOTLZ,X,X,X,X,X,X,X,O,O,X,X
SIJOTZL,X,X,X,X,X,X,X,O,O,X,O
SIJOLTZ,X,O,X,O,X,X,X,X,O,X,O
SIJOLZT,X,X,X,O,X,X,X,X,O,X,O
SIJOZTL,O,X,X,X,X,X,X,X,O,X,O
SIJOZLT,O,X,X,X,X,X,X,X,O,X,O
SIZTLJO,O,X,X,X,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,X,X,X,X,X
SIZTJLO,O,X,X,X,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,X,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,X,X,X
SIZTOJL,O,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,X,X,O,X,X,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X,X,X,X,X,X
SIZJTLO,O,X,X,X,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X,X,X,X
SIZJLTO,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,X,X,X,X,X,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X,X,X
SIZJOLT,O,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,O
SIZOTJL,O,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,O,X,X,X,X,X,X,X,X,X,O
SIZOLJT,O,X,X,O,X,X,X,X,X,X,O
SIZOJTL,O,X,X,X,X,X,X,X,X,X,O
SIZOJLT,O,X,X,X,X,X,X,X,X,X,O
SIOTLJZ,X,X,X,O,X,X,X,O,X,X,O
SIOTLZJ,X,X,X,O,X,X,X,O,X,X,O
SIOTJLZ,X,X,X,O,X,X,X,O,X,X,X
SIOTJZL,X,X,X,X,X,X,X,O,X,X,O
SIOTZLJ,X,X,X,O,X,X,X,O,X,X,O
SIOTZJL,X,X,X,X,X,X,X,O,X,X,O
SIOLTJZ,X,O,X,O,X,X,X,X,X,X,O
SIOLTZJ,X,O,X,O,X,X,X,X,X,X,O
SIOLJTZ,X,O,X,O,X,X,X,X,O,X,O
SIOLJZT,X,X,X,O,X,X,X,X,O,X,O
SIOLZTJ,X,X,X,X,X,X,X,X,X,X,O
SIOLZJT,X,X,X,O,X,X,X,X,X,X,O
SIOJTLZ,X,X,X,X,X,X,X,O,O,X,X
SIOJTZL,X,X,X,X,X,X,X,O,O,X,O
SIOJLTZ,X,O,X,O,X,X,X,X,O,X,O
SIOJLZT,X,X,X,O,X,X,X,X,O,X,O
SIOJZTL,O,X,X,X,X,X,X,X,O,X,O
SIOJZLT,O,X,X,X,X,X,X,X,O,X,O
