sequence,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFeiBzdBUgBFhBXm?BSwB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdBXiBllBTr?BCrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmdBUgBFhBXiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFmdBxhBllB3mB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbByhBzdBllB3m?BWwB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFXcBmdBUgBFiBCr?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBFiB6r?BzqB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFxbBmdB3gBlmBzq?BCsB,v115@8gB8HeC8EeF8CeG8CeD8Je06IvhFXcBmdBFiBxlB6q?BTrB,v115@8gB8HeC8EeF8CeG8CeD8Jex6IvhFmcBzdBUgBFhBCr?B3rB
LIZSTJO,O,O,X,O,O,X,X,O,O,X,O,O
LIZSTOJ,X,X,X,O,O,X,X,O,O,X,X,O
LIZSJTO,O,O,X,O,O,X,X,O,O,X,X,O
LIZSJOT,X,O,X,O,O,X,X,O,O,X,X,O
LIZSOTJ,X,X,X,O,O,X,X,O,O,X,X,O
LIZSOJT,X,O,X,O,O,X,X,O,O,X,X,O
LIZOTJS,X,O,X,O,X,X,X,O,O,X,X,O
LIZOTSJ,O,X,X,O,O,X,X,O,X,X,X,O
LIZOJTS,X,O,X,O,X,X,X,O,O,X,X,O
LIZOJST,O,O,X,O,O,X,X,O,O,X,X,O
LIZOSTJ,O,X,X,O,O,X,X,O,X,X,X,O
LIZOSJT,O,O,X,O,O,X,X,O,X,X,X,O
LIOTJSZ,X,X,X,O,X,X,X,O,X,X,X,X
LIOTJZS,X,O,X,O,X,X,X,O,X,X,X,X
LIOTSJZ,X,X,X,O,X,X,X,O,X,X,X,O
LIOTSZJ,X,X,X,O,X,X,X,O,X,X,X,O
LIOTZJS,X,O,X,O,X,X,X,O,X,X,X,O
LIOTZSJ,X,X,X,O,X,X,X,O,X,X,X,O
LIOJTSZ,X,X,X,O,X,X,X,O,X,X,X,X
LIOJTZS,X,O,X,O,X,X,X,O,X,X,X,X
LIOJSTZ,X,X,X,O,X,X,X,O,X,X,X,O
LIOJSZT,O,O,X,O,O,X,X,O,X,X,X,O
LIOJZTS,X,O,X,O,X,X,X,O,X,X,X,O
LIOJZST,O,O,X,O,O,X,X,O,X,X,X,O
LIOSTJZ,X,X,X,O,X,X,X,O,X,X,X,O
LIOSTZJ,X,X,X,O,X,X,X,O,X,X,X,O
LIOSJTZ,X,X,X,O,X,X,X,O,X,X,X,O
LIOSJZT,O,O,X,O,O,X,X,O,X,X,X,O
LIOSZTJ,O,X,X,O,O,X,X,O,X,X,X,O
LIOSZJT,O,O,X,O,O,X,X,O,X,X,X,O
LIOZTJS,X,O,X,O,X,X,X,O,X,X,X,O
LIOZTSJ,O,X,X,O,O,X,X,O,X,X,X,O
LIOZJTS,X,O,X,O,X,X,X,O,X,X,X,O
LIOZJST,O,O,X,O,O,X,X,O,X,X,X,O
LIOZSTJ,O,X,X,O,O,X,X,O,X,X,X,O
LIOZSJT,O,O,X,O,O,X,X,O,X,X,X,O
LJTISZO,X,X,X,O,O,X,X,O,O,X,O,X
LJTISOZ,X,X,X,O,X,X,X,O,O,X,X,X
LJTIZSO,X,O,X,O,O,X,X,O,O,X,O,X
LJTIZOS,X,O,X,O,X,X,X,O,O,X,O,X
LJTIOSZ,X,X,X,O,X,X,X,O,X,X,O,X
LJTIOZS,X,O,X,X,X,X,X,O,O,X,O,X
LJTSIZO,X,X,X,O,O,O,X,O,O,X,O,X
LJTSIOZ,X,X,X,O,X,O,X,O,O,X,X,X
LJTSZIO,X,O,O,O,O,O,X,O,O,X,O,X
LJTSZOI,X,O,O,O,O,O,X,O,O,X,X,X
LJTSOIZ,X,X,O,O,X,O,X,O,O,X,X,X
LJTSOZI,X,O,O,O,O,O,X,O,O,X,X,X
LJTZISO,X,O,O,O,O,X,X,O,O,X,O,X
LJTZIOS,X,O,X,O,X,X,X,O,O,X,O,X
LJTZSIO,X,O,O,O,O,O,X,O,O,X,O,X
LJTZSOI,X,O,O,O,O,O,X,O,O,X,X,X
LJTZOIS,X,O,X,O,X,X,X,O,O,X,O,X
LJTZOSI,X,O,X,O,X,X,X,O,O,X,O,X
LJTOISZ,X,X,X,O,X,X,X,O,X,X,O,X
LJTOIZS,X,O,X,O,X,X,X,O,O,X,O,X
LJTOSIZ,X,X,X,O,X,X,X,O,O,X,O,X
LJTOSZI,X,O,X,O,X,X,X,O,O,X,O,X
LJTOZIS,X,O,X,O,X,X,X,O,O,X,O,X
LJTOZSI,X,O,X,O,X,X,X,O,O,X,O,X
LJITSZO,X,X,X,O,O,X,X,O,X,X,X,X
LJITSOZ,X,X,X,O,X,X,X,O,X,X,X,X
LJITZSO,X,O,X,O,O,X,X,O,X,X,X,X
LJITZOS,X,O,X,X,X,X,X,O,X,X,X,X
LJITOSZ,X,X,X,O,X,X,X,O,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,O,X,X,X,X
LJISTZO,X,X,X,O,O,O,X,O,O,X,X,O
LJISTOZ,X,X,X,O,X,O,X,O,X,X,X,O
LJISZTO,O,O,X,O,O,X,X,O,O,X,X,O
LJISZOT,X,O,X,O,O,X,X,O,O,X,X,O
LJISOTZ,X,X,X,O,X,X,X,O,X,X,X,O
LJISOZT,X,O,X,O,O,X,X,O,O,X,X,O
LJIZTSO,X,O,X,O,O,X,X,O,O,X,X,O
LJIZTOS,X,O,X,O,X,X,X,O,O,X,X,O
LJIZSTO,O,O,X,O,O,X,X,O,O,X,X,O
LJIZSOT,X,O,X,O,O,X,X,O,O,X,X,O
LJIZOTS,X,O,X,O,X,X,X,O,O,X,X,O
LJIZOST,O,O,X,O,O,X,X,O,O,X,X,O
LJIOTSZ,X,X,X,O,X,X,X,O,X,X,X,X
LJIOTZS,X,O,X,O,X,X,X,O,X,X,X,X
LJIOSTZ,X,X,X,O,X,X,X,O,X,X,X,O
LJIOSZT,O,O,X,O,O,X,X,O,X,X,X,O
LJIOZTS,X,O,X,O,X,X,X,O,X,X,X,O
LJIOZST,O,O,X,O,O,X,X,O,X,X,X,O
LJSTIZO,X,X,X,O,O,O,X,O,O,X,X,O
LJSTIOZ,X,X,X,O,X,O,X,O,O,X,X,O
LJSTZIO,O,O,O,O,O,O,X,O,O,X,X,O
LJSTZOI,O,O,O,O,O,O,X,O,O,X,X,O
LJSTOIZ,X,X,O,O,X,O,X,O,O,X,X,O
LJSTOZI,X,O,O,O,O,O,X,O,O,X,X,O
LJSITZO,X,X,X,O,O,O,X,O,O,X,X,O
LJSITOZ,X,X,X,O,X,O,X,O,O,X,X,O
LJSIZTO,O,O,X,O,O,X,X,O,O,X,X,O
LJSIZOT,X,O,X,O,O,X,X,O,O,X,X,O
LJSIOTZ,X,X,X,O,X,X,X,O,X,X,X,O
LJSIOZT,X,O,X,O,O,X,X,O,O,X,X,O
LJSZTIO,O,O,O,O,O,O,X,O,O,X,X,O
LJSZTOI,O,O,O,O,O,O,X,O,O,X,X,O
LJSZITO,O,O,O,O,O,X,X,O,O,X,X,O
LJSZIOT,X,O,O,O,O,X,X,O,O,X,X,O
LJSZOTI,X,O,O,X,O,X,X,O,X,X,X,O
LJSZOIT,X,O,O,O,O,X,X,O,O,X,X,O
LJSOTIZ,X,X,O,X,X,X,X,O,X,X,X,O
LJSOTZI,O,O,O,X,O,X,X,O,X,X,X,O
LJSOITZ,X,X,X,O,X,X,X,O,X,X,X,O
LJSOIZT,O,O,X,O,O,X,X,O,O,X,X,O
LJSOZTI,O,O,O,X,O,X,X,O,X,X,X,O
LJSOZIT,O,O,O,O,O,X,X,O,O,X,X,O
LJZTISO,X,O,O,O,O,X,X,O,O,X,O,O
LJZTIOS,X,O,X,O,X,X,X,O,O,X,O,O
LJZTSIO,X,O,O,O,O,O,X,O,O,X,O,O
LJZTSOI,X,O,O,O,O,O,X,O,O,X,X,O
LJZTOIS,X,O,X,O,X,X,X,O,O,X,O,O
LJZTOSI,X,O,X,O,X,X,X,O,O,X,O,O
LJZITSO,X,O,O,O,O,X,X,O,O,X,X,O
LJZITOS,X,O,X,O,X,X,X,O,O,X,X,O
LJZISTO,O,O,O,O,O,X,X,O,O,X,X,O
LJZISOT,X,O,O,O,O,X,X,O,O,X,X,O
LJZIOTS,X,O,O,O,X,X,X,O,O,O,X,O
LJZIOST,O,O,O,O,O,X,X,O,O,O,X,O
LJZSTIO,O,O,O,O,O,O,X,O,O,X,X,O
LJZSTOI,O,O,O,O,O,O,X,O,O,X,X,O
LJZSITO,O,O,O,O,O,X,X,O,O,X,X,O
LJZSIOT,X,O,O,O,O,X,X,O,O,X,X,O
LJZSOTI,X,O,O,X,O,X,X,O,X,X,X,O
LJZSOIT,X,O,O,O,O,X,X,O,O,X,X,O
LJZOTIS,X,O,O,O,X,X,X,O,O,O,O,O
LJZOTSI,X,O,O,O,X,X,X,O,O,O,O,O
LJZOITS,X,O,O,O,X,X,X,O,O,O,X,O
LJZOIST,O,O,O,O,O,X,X,O,O,O,X,O
LJZOSTI,O,O,O,O,O,X,X,O,O,X,X,O
LJZOSIT,O,O,O,O,O,X,X,O,O,O,X,O
LJOTISZ,X,X,X,O,X,X,X,O,X,X,O,X
LJOTIZS,X,O,X,O,X,X,X,O,O,X,O,X
LJOTSIZ,X,X,O,O,X,X,X,O,O,O,O,X
LJOTSZI,X,O,O,O,X,X,X,O,O,O,O,X
LJOTZIS,X,O,O,O,X,X,X,O,O,O,O,X
LJOTZSI,X,O,O,O,X,X,X,O,O,O,O,X
LJOITSZ,X,X,X,O,X,X,X,O,X,X,X,X
LJOITZS,X,O,X,O,X,X,X,O,X,X,X,X
LJOISTZ,X,X,X,O,X,X,X,O,O,X,X,O
LJOISZT,O,O,X,O,O,X,X,O,O,X,X,O
LJOIZTS,X,O,X,O,X,X,X,O,O,X,X,O
LJOIZST,O,O,X,O,O,X,X,O,O,X,X,O
LJOSTIZ,X,X,O,O,X,X,X,O,O,X,X,O
LJOSTZI,O,O,O,O,O,X,X,O,O,X,X,O
LJOSITZ,X,X,X,O,X,X,X,O,O,X,X,O
LJOSIZT,O,O,X,O,O,X,X,O,O,O,X,O
LJOSZTI,O,O,O,O,O,X,X,O,O,X,X,O
LJOSZIT,O,O,O,O,O,X,X,O,O,O,X,O
LJOZTIS,X,O,O,O,X,X,X,O,O,O,O,O
LJOZTSI,X,O,O,O,X,X,X,O,O,O,O,O
LJOZITS,X,O,O,O,X,X,X,O,O,O,X,O
LJOZIST,O,O,O,O,O,X,X,O,O,O,X,O
LJOZSTI,O,O,O,O,O,X,X,O,O,X,X,O
LJOZSIT,O,O,O,O,O,X,X,O,O,O,X,O
LSTIJZO,X,X,X,O,O,O,O,O,O,X,X,O
LSTIJOZ,X,X,X,O,X,O,O,O,O,X,X,O
LSTIZJO,X,X,X,O,O,O,O,O,O,X,X,O
LSTIZOJ,X,X,X,O,O,O,O,O,O,X,X,O
LSTIOJZ,X,X,X,O,X,O,O,O,O,X,X,O
LSTIOZJ,X,X,X,X,X,O,O,X,O,X,X,O
LSTJIZO,X,X,X,O,O,O,O,O,O,X,X,O
LSTJIOZ,X,X,X,O,X,O,O,O,O,X,X,O
LSTJZIO,O,X,O,O,O,O,O,O,O,X,X,O
LSTJZOI,O,X,O,O,O,O,O,O,O,X,X,O
LSTJOIZ,X,X,O,O,X,O,O,O,O,X,X,O
LSTJOZI,X,X,O,O,O,O,O,O,O,X,X,O
LSTZIJO,O,X,O,O,O,O,O,O,O,X,X,O
LSTZIOJ,X,X,X,O,O,O,O,O,O,X,X,O
LSTZJIO,O,X,O,O,O,O,O,O,O,X,X,O
LSTZJOI,O,X,O,O,O,O,O,O,O,X,X,O
LSTZOIJ,X,X,O,O,O,O,O,O,O,X,X,O
LSTZOJI,X,X,O,O,O,O,O,O,O,X,X,O
LSTOIJZ,X,X,O,O,X,O,O,O,O,X,X,O
LSTOIZJ,X,X,O,X,X,O,O,X,O,X,X,O
LSTOJIZ,X,X,O,O,X,O,O,O,O,X,X,O
LSTOJZI,X,X,O,O,O,O,O,O,O,X,X,O
LSTOZIJ,X,X,O,O,O,O,O,O,O,X,X,O
LSTOZJI,X,X,O,O,O,O,O,O,O,X,X,O
LSITJZO,X,X,X,O,O,O,O,O,O,X,X,O
LSITJOZ,X,X,X,O,X,O,O,O,O,X,X,O
LSITZJO,X,X,X,O,O,O,O,O,O,X,X,O
LSITZOJ,X,X,X,O,O,O,O,O,O,X,X,O
LSITOJZ,X,X,X,O,X,O,O,O,O,X,X,O
LSITOZJ,X,X,X,X,X,O,O,X,O,X,X,O
LSIJTZO,X,X,X,O,O,O,X,O,O,X,X,O
LSIJTOZ,X,X,X,O,X,O,X,O,O,X,X,O
LSIJZTO,O,O,X,O,O,X,X,O,O,X,X,O
LSIJZOT,X,O,X,O,O,X,X,O,O,X,X,O
LSIJOTZ,X,X,X,O,X,X,X,O,X,X,X,O
LSIJOZT,X,O,X,O,O,X,X,O,O,X,X,O
LSIZTJO,O,O,X,O,O,X,X,O,O,X,X,O
LSIZTOJ,X,X,X,O,O,X,X,O,O,X,X,O
LSIZJTO,O,O,X,O,O,X,X,O,O,X,X,O
LSIZJOT,X,O,X,O,O,X,X,O,O,X,X,O
LSIZOTJ,X,X,X,O,O,X,X,O,O,X,X,O
LSIZOJT,X,O,X,O,O,X,X,O,O,X,X,O
LSIOTJZ,X,X,X,O,X,X,O,O,O,X,X,O
LSIOTZJ,X,X,X,X,X,X,O,O,O,X,X,O
LSIOJTZ,X,X,X,O,X,X,X,O,X,X,X,O
LSIOJZT,X,O,X,O,O,X,X,O,O,X,X,O
LSIOZTJ,X,X,X,X,O,X,X,O,O,X,X,O
LSIOZJT,X,O,X,X,O,X,X,O,O,X,X,O
LSJTIZO,X,X,X,O,O,O,O,O,O,X,X,O
LSJTIOZ,X,X,X,O,X,O,O,O,O,X,X,O
LSJTZIO,O,O,O,O,O,O,O,O,O,X,X,O
LSJTZOI,O,O,O,O,O,O,O,O,O,X,X,O
LSJTOIZ,X,X,O,O,X,O,O,O,O,X,X,O
LSJTOZI,X,O,O,O,O,O,O,O,O,X,X,O
LSJITZO,X,X,X,O,O,O,X,O,O,X,X,O
LSJITOZ,X,X,X,O,X,O,X,O,O,X,X,O
LSJIZTO,O,O,X,O,O,X,X,O,O,X,X,O
LSJIZOT,X,O,X,O,O,X,X,O,O,X,X,O
LSJIOTZ,X,X,X,O,X,X,X,O,X,X,X,O
LSJIOZT,X,O,X,O,O,X,X,O,O,X,X,O
LSJZTIO,O,O,O,O,O,O,X,O,O,X,X,O
LSJZTOI,O,O,O,O,O,O,X,O,O,X,X,O
LSJZITO,O,O,O,O,O,X,X,O,O,X,X,O
LSJZIOT,X,O,O,O,O,X,X,O,O,X,X,O
LSJZOTI,X,O,O,X,O,X,X,O,X,X,X,O
LSJZOIT,X,O,O,O,O,X,X,O,O,X,X,O
LSJOTIZ,X,X,O,X,X,X,O,O,X,X,X,O
LSJOTZI,O,O,O,X,O,X,O,O,X,X,X,O
LSJOITZ,X,X,X,O,X,X,X,O,X,X,X,O
LSJOIZT,O,O,X,O,O,X,X,O,O,X,X,O
LSJOZTI,O,O,O,X,O,X,X,O,X,X,X,O
LSJOZIT,O,O,O,O,O,X,X,O,O,X,X,O
LSZTIJO,O,O,O,O,O,O,O,O,O,X,X,O
LSZTIOJ,X,X,X,O,O,O,O,O,O,X,X,O
LSZTJIO,O,O,O,O,O,O,O,O,O,X,X,O
LSZTJOI,O,O,O,O,O,O,O,O,O,X,X,O
LSZTOIJ,X,X,O,O,O,O,O,O,O,X,X,O
LSZTOJI,X,X,O,O,O,O,O,O,O,X,X,O
LSZITJO,O,O,X,O,O,X,X,O,O,X,X,O
LSZITOJ,X,X,X,O,O,X,X,O,O,X,X,O
LSZIJTO,O,O,O,O,O,X,X,O,O,X,X,O
LSZIJOT,X,O,O,O,O,X,X,O,O,X,X,O
LSZIOTJ,X,X,X,O,O,X,X,O,O,X,X,O
LSZIOJT,X,O,X,O,O,X,X,O,O,X,X,O
LSZJTIO,O,O,O,O,O,O,X,O,O,X,X,O
LSZJTOI,O,O,O,O,O,O,X,O,O,X,X,O
LSZJITO,O,O,O,O,O,X,X,O,O,X,X,O
LSZJIOT,X,O,O,O,O,X,X,O,O,X,X,O
LSZJOTI,X,O,O,X,O,X,X,O,X,X,X,O
LSZJOIT,X,O,O,O,O,X,X,O,O,X,X,O
LSZOTIJ,X,X,O,O,O,X,O,O,O,X,X,O
LSZOTJI,X,X,O,O,O,X,O,O,O,X,X,O
LSZOITJ,X,X,X,O,O,X,X,O,O,X,X,O
LSZOIJT,X,O,O,O,O,X,X,O,O,X,X,O
LSZOJTI,X,O,O,X,O,X,X,O,X,X,X,O
LSZOJIT,X,O,O,O,O,X,X,O,O,X,X,O
LSOTIJZ,X,X,O,O,X,X,O,O,O,X,X,O
LSOTIZJ,X,X,O,X,X,X,O,O,O,X,X,O
LSOTJIZ,X,X,O,O,X,X,O,O,O,X,X,O
LSOTJZI,O,X,O,O,O,X,O,O,O,X,X,O
LSOTZIJ,O,X,O,O,O,X,O,O,O,X,X,O
LSOTZJI,O,X,O,O,O,X,O,O,O,X,X,O
LSOITJZ,X,X,X,O,X,X,O,O,O,X,X,O
LSOITZJ,X,X,X,X,X,X,O,O,O,X,X,O
LSOIJTZ,X,X,X,O,X,X,X,O,X,X,X,O
LSOIJZT,O,O,X,O,O,X,X,O,O,X,X,O
LSOIZTJ,O,X,X,X,O,X,X,O,O,X,X,O
LSOIZJT,O,O,X,X,O,X,X,O,O,X,X,O
LSOJTIZ,X,X,O,X,X,X,O,O,X,X,X,O
LSOJTZI,O,O,O,X,O,X,O,O,X,X,X,O
LSOJITZ,X,X,X,O,X,X,X,O,X,X,X,O
LSOJIZT,O,O,X,O,O,X,X,O,O,X,X,O
LSOJZTI,O,O,O,X,O,X,X,O,X,X,X,O
LSOJZIT,O,O,O,O,O,X,X,O,O,X,X,O
LSOZTIJ,O,X,O,O,O,X,O,O,O,X,X,O
LSOZTJI,O,X,O,O,O,X,O,O,O,X,X,O
LSOZITJ,O,X,X,O,O,X,X,O,O,X,X,O
LSOZIJT,O,O,O,O,O,X,X,O,O,X,X,O
LSOZJTI,O,O,O,X,O,X,X,O,X,X,X,O
LSOZJIT,O,O,O,O,O,X,X,O,O,X,X,O
LZTIJSO,X,O,O,O,O,X,X,O,O,X,O,O
LZTIJOS,X,O,X,O,X,X,X,O,O,X,O,O
LZTISJO,O,O,O,O,O,X,X,O,O,X,O,O
LZTISOJ,X,X,X,O,O,X,X,O,O,X,X,O
LZTIOJS,X,O,X,O,X,X,X,O,O,X,O,O
LZTIOSJ,X,X,X,O,O,X,X,O,X,X,O,O
LZTJISO,X,O,O,O,O,X,X,O,O,X,O,O
LZTJIOS,X,O,X,O,X,X,X,O,O,X,O,O
LZTJSIO,X,O,O,O,O,O,X,O,O,X,O,O
LZTJSOI,X,O,O,O,O,O,X,O,O,X,X,O
LZTJOIS,X,O,X,O,X,X,X,O,O,X,O,O
LZTJOSI,X,O,X,O,X,X,X,O,O,X,O,O
LZTSIJO,O,O,O,O,O,O,O,O,O,X,X,O
LZTSIOJ,X,X,X,O,O,O,O,O,O,X,X,O
LZTSJIO,O,O,O,O,O,O,O,O,O,X,O,O
LZTSJOI,O,O,O,O,O,O,O,O,O,X,X,O
LZTSOIJ,X,X,O,O,O,O,O,O,O,X,X,O
LZTSOJI,X,X,O,O,O,O,O,O,O,X,X,O
LZTOIJS,X,O,X,O,X,X,X,O,O,X,O,O
LZTOISJ,X,X,X,O,O,X,X,O,X,X,O,O
LZTOJIS,X,O,X,O,X,X,X,O,O,X,O,O
LZTOJSI,X,O,X,O,X,X,X,O,O,X,O,O
LZTOSIJ,X,X,X,O,O,X,O,O,O,X,X,O
LZTOSJI,X,X,X,O,O,X,O,O,O,X,O,O
LZITJSO,X,O,O,O,O,X,X,O,O,X,O,O
LZITJOS,X,O,X,O,X,X,X,O,O,X,O,O
LZITSJO,O,O,O,O,O,X,X,O,O,X,O,O
LZITSOJ,X,X,X,O,O,X,X,O,O,X,X,O
LZITOJS,X,O,X,O,X,X,X,O,O,X,O,O
LZITOSJ,X,X,X,O,O,X,X,O,X,X,O,O
LZIJTSO,X,O,O,O,O,X,X,O,O,X,X,O
LZIJTOS,X,O,X,O,X,X,X,O,O,X,X,O
LZIJSTO,O,O,O,O,O,X,X,O,O,X,X,O
LZIJSOT,X,O,O,O,O,X,X,O,O,X,X,O
LZIJOTS,X,O,O,O,X,X,X,O,O,O,X,O
LZIJOST,O,O,O,O,O,X,X,O,O,O,X,O
LZISTJO,O,O,X,O,O,X,X,O,O,X,O,O
LZISTOJ,X,X,X,O,O,X,X,O,O,X,X,O
LZISJTO,O,O,O,O,O,X,X,O,O,X,X,O
LZISJOT,X,O,O,O,O,X,X,O,O,X,X,O
LZISOTJ,X,X,X,O,O,X,X,O,O,X,X,O
LZISOJT,X,O,X,O,O,X,X,O,O,X,X,O
LZIOTJS,X,O,X,O,X,X,X,O,O,X,X,O
LZIOTSJ,O,X,X,O,O,X,X,O,X,X,X,O
LZIOJTS,X,O,X,O,X,X,X,O,O,X,X,O
LZIOJST,O,O,X,O,O,X,X,O,O,X,X,O
LZIOSTJ,O,X,X,O,O,X,X,O,X,X,X,O
LZIOSJT,O,O,X,O,O,X,X,O,X,X,X,O
LZJTISO,X,O,O,O,O,X,X,O,O,X,O,O
LZJTIOS,X,O,X,O,X,X,X,O,O,X,O,O
LZJTSIO,X,O,O,O,O,O,X,O,O,X,O,O
LZJTSOI,X,O,O,O,O,O,X,O,O,X,X,O
LZJTOIS,X,O,X,O,X,X,X,O,O,X,O,O
LZJTOSI,X,O,X,O,X,X,X,O,O,X,O,O
LZJITSO,X,O,O,O,O,X,X,O,O,X,X,O
LZJITOS,X,O,X,O,X,X,X,O,O,X,X,O
LZJISTO,O,O,O,O,O,X,X,O,O,X,X,O
LZJISOT,X,O,O,O,O,X,X,O,O,X,X,O
LZJIOTS,X,O,O,O,X,X,X,O,O,O,X,O
LZJIOST,O,O,O,O,O,X,X,O,O,O,X,O
LZJSTIO,O,O,O,O,O,O,X,O,O,X,X,O
LZJSTOI,O,O,O,O,O,O,X,O,O,X,X,O
LZJSITO,O,O,O,O,O,X,X,O,O,X,X,O
LZJSIOT,X,O,O,O,O,X,X,O,O,X,X,O
LZJSOTI,X,O,O,X,O,X,X,O,X,X,X,O
LZJSOIT,X,O,O,O,O,X,X,O,O,X,X,O
LZJOTIS,X,O,O,O,X,X,X,O,O,O,O,O
LZJOTSI,X,O,O,O,X,X,X,O,O,O,O,O
LZJOITS,X,O,O,O,X,X,X,O,O,O,X,O
LZJOIST,O,O,O,O,O,X,X,O,O,O,X,O
LZJOSTI,O,O,O,O,O,X,X,O,O,X,X,O
LZJOSIT,O,O,O,O,O,X,X,O,O,O,X,O
LZSTIJO,O,O,O,O,O,O,O,O,O,X,X,O
LZSTIOJ,X,X,X,O,O,O,O,O,O,X,X,O
LZSTJIO,O,O,O,O,O,O,O,O,O,X,X,O
LZSTJOI,O,O,O,O,O,O,O,O,O,X,X,O
LZSTOIJ,X,X,O,O,O,O,O,O,O,X,X,O
LZSTOJI,X,X,O,O,O,O,O,O,O,X,X,O
LZSITJO,O,O,X,O,O,X,X,O,O,X,X,O
LZSITOJ,X,X,X,O,O,X,X,O,O,X,X,O
LZSIJTO,O,O,O,O,O,X,X,O,O,X,X,O
LZSIJOT,X,O,O,O,O,X,X,O,O,X,X,O
LZSIOTJ,X,X,X,O,O,X,X,O,O,X,X,O
LZSIOJT,X,O,X,O,O,X,X,O,O,X,X,O
LZSJTIO,O,O,O,O,O,O,X,O,O,X,X,O
LZSJTOI,O,O,O,O,O,O,X,O,O,X,X,O
LZSJITO,O,O,O,O,O,X,X,O,O,X,X,O
LZSJIOT,X,O,O,O,O,X,X,O,O,X,X,O
LZSJOTI,X,O,O,X,O,X,X,O,X,X,X,O
LZSJOIT,X,O,O,O,O,X,X,O,O,X,X,O
LZSOTIJ,X,X,O,O,O,X,O,O,O,X,X,O
LZSOTJI,X,X,O,O,O,X,O,O,O,X,X,O
LZSOITJ,X,X,X,O,O,X,X,O,O,X,X,O
LZSOIJT,X,O,O,O,O,X,X,O,O,X,X,O
LZSOJTI,X,O,O,X,O,X,X,O,X,X,X,O
LZSOJIT,X,O,O,O,O,X,X,O,O,X,X,O
LZOTIJS,X,O,O,O,X,X,X,O,O,O,O,O
LZOTISJ,O,X,O,O,O,X,X,O,O,X,O,O
LZOTJIS,X,O,O,O,X,X,X,O,O,O,O,O
LZOTJSI,X,O,O,O,X,X,X,O,O,O,O,O
LZOTSIJ,O,X,O,O,O,X,O,O,O,O,X,O
LZOTSJI,O,X,O,O,O,X,O,O,O,O,O,O
LZOITJS,X,O,O,O,X,X,X,O,O,O,O,O
LZOITSJ,O,X,O,O,O,X,X,O,O,X,O,O
LZOIJTS,X,O,O,O,X,X,X,O,O,O,X,O
LZOIJST,O,O,O,O,O,X,X,O,O,O,X,O
LZOISTJ,O,X,X,O,O,X,X,O,O,X,O,O
LZOISJT,O,O,O,O,O,X,X,O,O,O,X,O
LZOJTIS,X,O,O,O,X,X,X,O,O,O,O,O
LZOJTSI,X,O,O,O,X,X,X,O,O,O,O,O
LZOJITS,X,O,O,O,X,X,X,O,O,O,X,O
LZOJIST,O,O,O,O,O,X,X,O,O,O,X,O
LZOJSTI,O,O,O,O,O,X,X,O,O,X,X,O
LZOJSIT,O,O,O,O,O,X,X,O,O,O,X,O
LZOSTIJ,O,X,O,O,O,X,O,O,O,O,X,O
LZOSTJI,O,X,O,O,O,X,O,O,O,O,X,O
LZOSITJ,O,X,X,O,O,X,X,O,O,X,X,O
LZOSIJT,O,O,O,O,O,X,X,O,O,O,X,O
LZOSJTI,O,O,O,O,O,X,X,O,O,X,X,O
LZOSJIT,O,O,O,O,O,X,X,O,O,O,X,O
LOTIJSZ,X,X,X,O,X,X,X,O,O,X,O,X
LOTIJZS,X,O,X,O,X,X,X,O,O,X,O,X
LOTISJZ,X,X,X,O,X,X,X,O,O,X,O,O
LOTISZJ,X,X,X,O,X,X,X,O,O,X,O,O
LOTIZJS,X,O,X,O,X,X,X,O,O,X,O,O
LOTIZSJ,X,X,X,O,X,X,X,O,O,X,O,O
LOTJISZ,X,X,X,O,X,X,X,O,O,X,O,X
LOTJIZS,X,O,X,O,X,X,X,O,O,X,O,X
LOTJSIZ,X,X,O,O,X,X,X,O,O,O,O,X
LOTJSZI,X,O,O,O,X,X,X,O,O,O,O,X
LOTJZIS,X,O,O,O,X,X,X,O,O,O,O,X
LOTJZSI,X,O,O,O,X,X,X,O,O,O,O,X
LOTSIJZ,X,X,O,O,X,X,O,O,O,O,O,O
LOTSIZJ,X,X,O,O,X,X,O,O,O,O,O,O
LOTSJIZ,X,X,O,O,X,X,O,O,O,O,O,O
LOTSJZI,O,X,O,O,X,X,O,O,O,O,O,O
LOTSZIJ,O,X,O,O,X,X,O,O,O,O,X,O
LOTSZJI,O,X,O,O,X,X,O,O,O,O,O,O
LOTZIJS,X,O,O,O,X,X,X,O,O,O,O,O
LOTZISJ,O,X,O,O,X,X,X,O,O,X,O,O
LOTZJIS,X,O,O,O,X,X,X,O,O,O,O,O
LOTZJSI,X,O,O,O,X,X,X,O,O,O,O,O
