sequence,v115@1gD8GeB8HeC8DeA8BeD8EeH8Je06IvhFxdB2kBFiB6?oBznB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeT6IvhF5jBykBFiB8?nBmnB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jem9IvhF5jBifBFiB0?fBznB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeT6IvhFxdBykBFiB8?nB+oB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Je06IvhFxdB2kBFiBC?oBToB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeT6IvhFldB5jBykBU?iBeoB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhFifBFiBTjB0?fBWtB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhF3fBFiB6oB8?pBznBOpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Je5DJvhF/kBalBFiB8?nBmnBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeO/IvhF5jBzfBUiBa?oBlnB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeVCJvhFTeBifB0fBx?nBWtB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeO/IvhFViBajB5jBz?kB0nB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeO/IvhFxdBUiBFjBz?kBStB3pB,v115@1gD8GeB8HeC8DeA8BeD8EeH8JeX9IvhFVjBmfB0kBx?nBStBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhFykBFiBGoB0?kBXoBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhF/kBalBFiB8?nB+oBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhFmfBFiBXjB0?kBStBTpB,v115@1gD8GeB8HeC8DeA8BeD8EeH8Jex9IvhF3fBFiB8pBC?oBToBOpB
IZOJLTS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IZOJLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOJSTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOJSLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IZOSTLJ,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IZOSTJL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IZOSLTJ,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IZOSLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOSJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IZOSJLT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
IOTLJSZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJZS,O,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTLSJZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTLSZJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTLZJS,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTLZSJ,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTJLSZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTJLZS,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJSLZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTJSZL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTJZLS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTJZSL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTSLJZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTSLZJ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTSJLZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTSJZL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTSZLJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTSZJL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOTZLJS,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTZLSJ,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTZJLS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTZJSL,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOTZSLJ,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOTZSJL,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOLTJSZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLTJZS,O,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
IOLTSJZ,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLTSZJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOLTZJS,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOLTZSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOLJTSZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
IOLJSTZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZTS,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOLJZST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOLSTZJ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOLSJTZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOLSJZT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOLSZTJ,X,O,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
IOLSZJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOLZTJS,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOLZTSJ,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
IOLZJTS,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
IOLZSJT,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOJTLSZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLZS,O,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X
IOJTSLZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJTSZL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTZLS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTZSL,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJLTSZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOJLTZS,O,X,O,X,X,O,X,X,X,X,O,O,O,X,X,X,X,X
IOJLSTZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOJLZST,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOJSTLZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJSTZL,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJSLTZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOJSLZT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOJSZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOJZTSL,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOJZLTS,O,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X
IOJZLST,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOJZSTL,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
IOJZSLT,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
IOSTLJZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSTLZJ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSTJLZ,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSTJZL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOSTZLJ,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSTZJL,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IOSLTJZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOSLTZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSLJTZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOSLJZT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSLZJT,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSJTLZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOSJTZL,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
IOSJLTZ,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
IOSJLZT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
IOSJZLT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
IOSZTLJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSZTJL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IOSZLTJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IOSZLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSZJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOSZJLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZTLJS,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
IOZTJLS,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZTJSL,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
IOZTSLJ,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOZTSJL,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
IOZLTJS,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
IOZLTSJ,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X
IOZLJTS,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZLJST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZLSTJ,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X
IOZLSJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZJTLS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZJTSL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZJLTS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
IOZJLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZJSTL,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZJSLT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
IOZSTLJ,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOZSTJL,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X
IOZSLTJ,X,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
IOZSLJT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
IOZSJLT,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LTIJSZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LTIJSOZ,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LTIJZSO,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LTIJZOS,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LTIJOSZ,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTIJOZS,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTISJZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTISJOZ,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LTISZJO,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTISZOJ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
LTISOJZ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LTISOZJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
LTIZJSO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
LTIZJOS,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LTIZSJO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
LTIZSOJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LTIZOJS,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LTIZOSJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTIOJSZ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTIOJZS,O,X,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X
LTIOSJZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOSZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOZJS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOZSJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTJISZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LTJISOZ,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LTJIZSO,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LTJIZOS,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LTJIOSZ,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJIOZS,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LTJSIZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X
LTJSIOZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,O,X,X,X
LTJSZIO,O,X,O,X,O,X,X,X,O,X,X,X,O,X,O,O,O,X
LTJSZOI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
LTJSOIZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTJSOZI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTJZISO,O,O,O,O,O,O,X,X,O,X,X,O,O,X,O,O,O,X
LTJZIOS,O,O,O,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LTJZSIO,O,X,X,O,O,O,X,X,O,X,X,O,O,X,O,O,O,X
LTJZSOI,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,O,O,O
LTJZOIS,O,O,X,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X
LTJZOSI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,O,O,X
LTJOISZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJOIZS,O,X,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJOSIZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTJOSZI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTJOZIS,O,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTJOZSI,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTSIJZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LTSIJOZ,O,X,O,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X
LTSIZJO,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
LTSIZOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
LTSIOJZ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LTSIOZJ,X,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
LTSJIZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,O,X
LTSJIOZ,O,X,O,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X
LTSJZIO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,O,O,O,X
LTSJZOI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,O,O,O,X
LTSJOIZ,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSJOZI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTSZIJO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
LTSZIOJ,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,O
LTSZJIO,O,O,O,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X
LTSZJOI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,O
LTSZOIJ,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LTSZOJI,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O
LTSOIJZ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
LTSOJIZ,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOJZI,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
LTSOZJI,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
LTZIJSO,O,O,O,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
LTZIJOS,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LTZISJO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
LTZISOJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LTZIOJS,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LTZIOSJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LTZJISO,O,O,O,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
LTZJIOS,O,O,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LTZJSIO,O,X,X,X,O,O,X,X,O,X,X,O,O,X,O,X,O,X
LTZJSOI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,O
LTZJOIS,O,O,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X
LTZJOSI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,O,X,O,X
LTZSIJO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
LTZSIOJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LTZSJIO,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,O,X
LTZSJOI,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O
LTZSOIJ,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O,O
LTZSOJI,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,O,O
LTZOIJS,X,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTZOJIS,X,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
LTZOJSI,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
LTZOSIJ,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
LTZOSJI,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
LTOIJSZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LTOIJZS,O,X,O,X,O,O,X,O,X,X,O,O,O,X,X,X,X,X
LTOISJZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOISZJ,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOIZJS,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOIZSJ,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LTOJISZ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LTOJIZS,O,X,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
LTOJSIZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X
LTOJSZI,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X
LTOJZIS,O,O,O,O,O,O,O,O,X,X,X,O,O,X,X,X,X,X
LTOJZSI,O,X,X,O,O,O,O,O,X,X,X,O,X,X,O,X,X,X
LTOSIJZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LTOSJIZ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LTOSZJI,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LTOZIJS,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
LTOZISJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X
LTOZJSI,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,O,X
LTOZSIJ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,O
LTOZSJI,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,O
LITJSZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X,X,X
LITJSOZ,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LITJZSO,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LITJZOS,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LITJOSZ,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LITJOZS,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LITSJZO,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,O,X
LITSJOZ,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X
LITSZJO,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X,X,O,X
LITSZOJ,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,O,X
LITSOJZ,O,X,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
LITSOZJ,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X
LITZJSO,O,O,O,X,O,X,X,X,O,X,X,O,O,O,X,X,O,X
LITZJOS,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
LITZSJO,O,O,X,X,O,X,X,X,O,X,X,O,O,O,X,X,O,X
LITZSOJ,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O,O
LITZOJS,X,O,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LITZOSJ,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
LITOJSZ,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LITOJZS,O,X,O,X,O,O,X,X,X,X,O,O,O,X,X,X,X,X
LITOSJZ,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOSZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOZJS,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LITOZSJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTSZO,O,X,O,X,O,O,X,X,X,X,X,X,O,X,O,X,X,X
LIJTSOZ,X,X,X,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X
LIJTZSO,O,X,O,X,O,O,X,X,X,X,X,O,O,X,O,X,X,X
LIJTZOS,O,X,O,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X
LIJTOSZ,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
LIJTOZS,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X
LIJSTZO,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSZTO,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LIJSZOT,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJSOZT,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTSO,O,O,X,O,O,O,X,X,O,X,X,O,O,X,X,O,X,X
LIJZTOS,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X
LIJZSTO,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
LIJZSOT,X,X,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X
LIJZOTS,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIJZOST,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
LIJOTSZ,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTZS,X,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
