sequence,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFXdBOjBSnBl?lB0rBzqB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jel7IvhFCdBOjB/mBT?iB0lBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhF6iBOjB3gBz?hB8qB1wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFxcBOjBSnBl?lBXrBzrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je08IvhFxdBziBllB3?mB6qB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je08IvhFxdB3gBziBl?mB6qB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFxcBOjBTiBl?lBXrBqrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je38IvhFFeB5lB0iBi?gBTrBmrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhF6hBxdBziBl?lBXrBesB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFTdBOjBllBc?rBXsBCrB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFzcB3iBFjBx?lBCrB2wB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Je07IvhFXdBOjBSnBl?lBTmBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex7IvhFOjBTiBllBc?rBCrBXsB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jex9IvhF3gBziBGrBa?sBcrBlqB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jem7IvhFXeB1lBzhB0?iBSrBRwB,v115@zgB8HeC8FeC8GeD8CeG8DeC8Jem7IvhF0dB1lBzhBX?jBSrBRwB
JOSITLZ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
JOSITZL,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X
JOSILTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSILZT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSIZTL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSIZLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
JOSLTZI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
JOSLITZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLIZT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLZTI,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSLZIT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSZTIL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
JOSZTLI,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOSZITL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZILT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOSZLIT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZTILS,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
JOZTISL,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
JOZTLIS,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZTLSI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
JOZTSIL,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
JOZTSLI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
JOZITLS,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,O
JOZITSL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
JOZILTS,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZILST,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
JOZISTL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZISLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZLTSI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
JOZLITS,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZLSTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZLSIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZSTIL,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
JOZSTLI,X,O,X,X,X,O,O,X,X,X,X,X,O,X,X,X
JOZSITL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
JOZSILT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
JOZSLIT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
STILJZO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STILJOZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X
STILZJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STILZOJ,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
STILOZJ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STIJLZO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STIJLOZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X
STIJZLO,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STIJZOL,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
STIJOLZ,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X
STIJOZL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
STIZLJO,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X,X
STIZLOJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X,X,X
STIZJLO,O,X,O,O,X,X,O,O,O,O,X,X,X,X,X,X
STIZJOL,X,X,O,O,X,X,O,X,O,O,X,X,X,X,O,X
STIZOLJ,X,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STIZOJL,X,X,O,O,O,O,O,O,O,X,O,X,X,X,O,X
STIOLJZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
STIOLZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STIOJLZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X
STIOJZL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STIOZLJ,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X
STIOZJL,X,X,X,X,O,O,X,O,O,X,O,X,X,X,O,X
STLIJZO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLIJOZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLIZJO,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
STLIZOJ,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
STLIOJZ,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
STLIOZJ,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X
STLJIZO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJIOZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJZIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJZOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJOIZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLJOZI,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZIJO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZIOJ,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
STLZJIO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZJOI,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STLZOIJ,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
STLZOJI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
STLOIJZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOIZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
STLOJIZ,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STLOJZI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STLOZIJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
STLOZJI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
STJILZO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STJILOZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,O,X
STJIZLO,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STJIZOL,X,X,O,O,X,O,O,X,O,O,X,X,X,X,O,X
STJIOLZ,X,X,O,X,X,O,O,X,O,X,X,X,X,X,O,X
STJIOZL,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O,X
STJLIZO,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STJLIOZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STJLZIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
STJLZOI,O,X,O,O,X,O,O,X,O,X,X,X,X,X,X,X
STJLOIZ,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
STJLOZI,X,X,O,O,X,O,O,X,O,X,X,X,X,O,X,X
STJZILO,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STJZIOL,X,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STJZLOI,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X
STJZOIL,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STJZOLI,X,O,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STJOILZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STJOIZL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STJOLIZ,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X
STJOLZI,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X
STJOZIL,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STJOZLI,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STZILJO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X
STZILOJ,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X
STZIJLO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X
STZIJOL,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STZIOLJ,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STZIOJL,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STZLIJO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X
STZLIOJ,O,O,O,O,X,X,O,O,O,O,O,X,X,X,X,X
STZLJIO,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STZLJOI,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X
STZLOJI,O,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X
STZJILO,O,O,O,O,X,X,O,O,O,O,X,X,X,X,X,X
STZJIOL,X,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STZJLOI,O,O,O,O,X,X,O,X,O,O,X,X,X,X,X,X
STZJOIL,X,O,O,O,O,O,O,X,O,O,X,X,X,X,X,X
STZJOLI,X,O,O,O,O,O,O,X,O,O,X,X,O,X,X,X
STZOILJ,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STZOIJL,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STZOLIJ,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STZOLJI,X,O,O,O,O,O,O,X,O,O,O,X,X,X,X,X
STZOJIL,X,O,O,O,O,O,O,O,O,O,O,X,X,X,X,X
STZOJLI,X,O,O,O,O,O,O,X,O,O,O,X,O,X,X,X
STOILJZ,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X
STOILZJ,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
STOIJLZ,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X
STOIJZL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,O,X
STOIZLJ,X,X,X,X,O,O,X,O,O,X,O,X,X,X,X,X
STOIZJL,X,X,X,X,O,O,X,O,O,X,O,X,X,X,O,X
STOLIJZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STOLIZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
STOLJIZ,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STOLJZI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
STOLZIJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
STOLZJI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
STOJILZ,X,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X
STOJIZL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X
STOJLIZ,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X
STOJLZI,X,X,O,O,O,O,O,X,O,X,X,X,X,O,X,X
STOJZIL,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STOJZLI,X,X,O,O,O,O,O,X,O,X,X,X,X,X,X,X
STOZILJ,X,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STOZIJL,X,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STOZLIJ,X,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STOZLJI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
STOZJIL,X,X,O,O,O,O,O,O,O,X,O,X,X,X,X,X
STOZJLI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
SITLJZO,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SITLJOZ,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X
SITLZJO,X,O,X,O,X,X,O,X,O,X,X,O,X,X,X,X
SITLZOJ,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
SITLOJZ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X
SITLOZJ,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SITJLZO,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SITJLOZ,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X
SITJZLO,O,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X
SITJZOL,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X
SITJOLZ,X,O,O,X,X,X,O,X,O,X,X,X,X,X,O,X
SITJOZL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,O
SITZLJO,O,O,O,O,X,X,O,O,O,X,X,O,X,X,X,X
SITZLOJ,O,O,X,O,X,X,O,O,O,X,X,O,X,X,X,X
SITZJLO,O,O,O,O,X,X,O,O,O,O,X,O,X,X,X,X
SITZJOL,X,O,O,O,X,X,O,X,O,O,X,X,X,X,O,X
SITZOLJ,X,O,O,O,O,O,O,O,O,X,O,X,X,X,X,X
SITZOJL,X,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X
SITOLJZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X
SITOLZJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SITOJLZ,X,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X
SITOJZL,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O
SITOZLJ,X,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X
SITOZJL,X,O,X,X,O,O,X,O,O,X,O,X,X,X,O,O
SILTJZO,O,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SILTJOZ,X,O,X,O,X,X,X,X,O,X,X,O,X,X,O,X
SILTZJO,X,O,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SILTZOJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SILTOJZ,X,O,X,O,X,X,X,X,X,X,X,O,X,X,O,X
SILTOZJ,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X
SILJTZO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SILJTOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
SILJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILJOTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZTJO,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILZTOJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SILZJTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILZOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOTJZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SILOTZJ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SILOJTZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOZTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJTLZO,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SIJTLOZ,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X
SIJTZLO,O,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X
SIJTZOL,X,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
SIJTOLZ,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
SIJTOZL,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O
SIJLTZO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SIJLTOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJLOTZ,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIJZTOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIJZLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJZOLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
SIJOTZL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
SIJOLTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOLZT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOZTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SIZTLOJ,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
SIZTJOL,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X
SIZTOLJ,X,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,O,O,X,O,X,X,X,O,X
SIZLTJO,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIZLTOJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZLJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIZJTOL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SIZJLTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOTL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZJOLT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOTJL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X
SIZOLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIZOJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,O,X,O,X,X,X,X,X,X,X,O,X
SIOTLZJ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,O,X,O,X,O,X,X,X,X,X,O,X
SIOTJZL,X,O,X,X,O,O,X,X,O,X,X,X,X,X,O,O
SIOTZLJ,X,O,X,X,O,O,X,O,O,X,O,X,X,X,X,X
SIOTZJL,X,O,X,X,O,O,X,O,O,X,O,X,X,X,O,O
SIOLTJZ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X
SIOLTZJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SIOLJTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOJTLZ,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
SIOJTZL,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
SIOJLTZ,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIOJLZT,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
SIOJZTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOJZLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SIOZTLJ,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SIOZTJL,X,O,X,X,O,X,X,O,X,X,O,X,X,X,O,O
SIOZLTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SIOZJTL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTIJZO,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SLTIJOZ,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SLTIZJO,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
SLTIZOJ,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X
SLTIOJZ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
SLTIOZJ,X,X,X,O,X,X,O,X,X,X,O,O,X,X,X,X
SLTJIZO,O,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SLTJIOZ,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,X
SLTJZIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTJZOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTJOIZ,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTJOZI,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTZIJO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTZIOJ,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
SLTZJIO,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTZJOI,O,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLTZOIJ,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
SLTZOJI,O,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
SLTOIJZ,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
SLTOIZJ,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
SLTOJIZ,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTOJZI,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X
SLTOZIJ,X,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X
SLTOZJI,X,X,O,O,O,O,O,X,O,X,O,X,X,X,X,X
SLITJZO,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SLITJOZ,X,X,X,O,X,X,X,X,O,X,X,O,X,X,O,X
SLITZJO,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SLITZOJ,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
SLITOJZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X
SLITOZJ,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X
SLIJTZO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
SLIJTOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
SLIJZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIJOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SLIZJTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIZJOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZOTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIZOJT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
SLIOTZJ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLIOJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
SLIOZJT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
