sequence,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF8gBzcBuiBifBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jem6IvhFfhB0cBldBxkBCn?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhF0cBldB2kBzgBCn?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jei6IvhFRcBuiBFgBXhB8m?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Jex6IvhFlcB3dBzgBCnBOp?B8pB,v115@8gA8HeB8HeG8AeD8BeH8JeU8IvhFRdBFgBTiBGmB/p?BipB,v115@8gA8HeB8HeG8AeD8BeH8Jel7IvhF3cBuiBifB8mBRq?BTpB,v115@8gA8HeB8HeG8AeD8BeH8Je8AJvhFRdBifBGiBXgBlm?BTpB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFUcBRdBFgBTiBGm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jex7IvhFldBTgB/mBOpBUn?B6pB,v115@8gA8HeB8HeG8AeD8BeH8JeVBJvhF3dBzfBGmBZkBUn?BCqB,v115@8gA8HeB8HeG8AeD8BeH8JeK/IvhFzbBRdBUgBGiBlm?B3pB,v115@8gA8HeB8HeG8AeD8BeH8Jez7IvhFRdBUgBGiBlmB/p?BipB
JILOSTZ,X,O,O,X,X,X,X,X,O,X,O,X,X
JILOSZT,X,O,O,X,X,X,X,X,O,X,X,X,X
JILOZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
JILOZST,X,X,O,X,X,X,O,X,O,X,X,X,X
JISTLZO,X,O,X,X,X,X,O,X,X,X,X,X,X
JISTLOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JISTZLO,X,O,X,X,X,X,O,X,X,X,X,X,X
JISTZOL,X,X,X,X,X,O,O,X,X,X,O,X,X
JISTOLZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JISTOZL,X,X,X,X,X,O,X,X,X,X,O,X,X
JISLTZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JISLTOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JISLZTO,X,O,O,X,X,X,O,X,X,X,X,X,X
JISLZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JISLOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JISLOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JISZTLO,X,O,X,X,X,X,O,X,X,X,X,X,X
JISZTOL,X,X,X,X,X,O,O,X,X,X,O,X,X
JISZLTO,X,O,X,X,X,X,O,X,X,X,X,X,X
JISZLOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JISZOTL,X,X,X,X,X,O,O,X,X,X,O,X,X
JISZOLT,X,O,X,X,X,O,O,X,X,X,X,X,X
JISOTLZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JISOTZL,X,X,X,X,X,O,X,X,X,X,O,X,X
JISOLTZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JISOLZT,X,O,O,X,X,O,X,X,X,X,X,X,X
JISOZTL,X,X,X,X,X,O,X,X,X,X,O,X,X
JISOZLT,X,O,O,X,X,O,X,X,X,X,X,X,X
JIZTLSO,X,X,X,O,X,X,O,X,X,X,X,X,X
JIZTLOS,O,X,X,O,X,X,O,X,X,X,X,X,X
JIZTSLO,O,O,X,O,X,X,O,X,X,X,X,X,X
JIZTSOL,O,X,X,O,X,X,O,X,X,X,O,X,X
JIZTOLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JIZTOSL,O,X,X,O,X,X,O,X,X,X,O,X,X
JIZLTSO,O,O,O,O,X,X,O,O,X,X,X,X,X
JIZLTOS,O,X,O,O,X,X,O,O,X,X,X,X,X
JIZLSTO,O,O,O,O,X,X,O,O,X,X,X,X,X
JIZLSOT,X,O,X,O,X,X,O,X,X,X,X,X,X
JIZLOTS,O,X,O,O,X,X,O,X,X,X,X,X,X
JIZLOST,X,X,X,O,X,X,O,X,X,X,X,X,X
JIZSTLO,X,O,X,O,X,X,O,X,X,X,X,X,X
JIZSTOL,O,X,X,O,X,O,O,X,X,X,O,X,X
JIZSLTO,X,O,X,O,X,X,O,X,X,X,X,X,X
JIZSLOT,X,O,X,O,X,X,O,X,X,X,X,X,X
JIZSOTL,X,X,X,O,X,O,O,X,X,X,O,X,X
JIZSOLT,X,O,X,O,X,O,O,X,X,X,X,X,X
JIZOTLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JIZOTSL,O,X,X,O,X,O,O,X,X,X,O,X,X
JIZOLTS,X,X,O,O,X,X,O,X,X,X,X,X,X
JIZOLST,X,X,O,O,X,O,O,X,X,X,X,X,X
JIZOSTL,X,X,X,O,X,O,O,X,X,X,O,X,X
JIZOSLT,X,X,O,O,X,O,O,X,X,X,X,X,X
JIOTLSZ,X,X,O,X,X,X,X,X,X,X,O,X,X
JIOTLZS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOTSLZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JIOTSZL,X,X,X,X,X,O,X,X,X,X,O,X,X
JIOTZLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOTZSL,X,X,X,X,X,O,O,X,X,X,O,X,X
JIOLTSZ,X,O,O,X,X,X,X,X,O,X,O,X,X
JIOLTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
JIOLSTZ,X,O,O,X,X,O,X,X,O,X,O,X,X
JIOLSZT,X,O,O,X,X,O,X,X,O,X,X,X,X
JIOLZTS,X,X,O,X,X,X,O,X,O,X,X,X,X
JIOLZST,X,X,O,X,X,O,O,X,O,X,X,X,X
JIOSTLZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JIOSTZL,X,X,X,X,X,O,X,X,X,X,O,X,X
JIOSLTZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JIOSLZT,X,O,O,X,X,O,X,X,X,X,X,X,X
JIOSZTL,X,X,X,X,X,O,X,X,X,X,O,X,X
JIOSZLT,X,O,O,X,X,O,X,X,X,X,X,X,X
JIOZTLS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZTSL,X,X,X,X,X,O,O,X,X,X,O,X,X
JIOZLTS,X,X,O,X,X,X,O,X,X,X,X,X,X
JIOZLST,X,X,O,X,X,O,O,X,X,X,X,X,X
JIOZSTL,X,X,X,X,X,O,O,X,X,X,O,X,X
JIOZSLT,X,X,O,X,X,O,O,X,X,X,X,X,X
JLTISZO,X,O,O,O,X,X,O,O,X,X,X,O,X
JLTISOZ,X,O,X,X,X,X,X,X,X,X,O,O,X
JLTIZSO,O,O,O,O,X,X,O,O,X,X,X,O,X
JLTIZOS,O,X,O,O,X,X,O,O,O,X,X,O,X
JLTIOSZ,X,O,O,X,X,X,X,X,O,X,O,O,X
JLTIOZS,O,X,O,O,X,X,O,O,O,X,X,O,X
JLTSIZO,O,O,O,O,X,X,O,O,X,X,X,O,X
JLTSIOZ,O,O,X,X,X,X,X,X,X,X,O,O,X
JLTSZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JLTSZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JLTSOIZ,O,X,O,X,O,X,X,X,O,X,O,O,X
JLTSOZI,O,X,O,X,O,X,X,X,O,X,X,O,X
JLTZISO,O,X,O,O,O,X,O,O,X,X,X,O,X
JLTZIOS,O,X,O,O,O,X,O,O,O,X,X,O,X
JLTZSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JLTZSOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JLTZOIS,O,X,O,O,O,X,X,O,O,X,X,O,X
JLTZOSI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLTOISZ,X,X,O,X,O,X,X,X,O,X,O,O,X
JLTOIZS,O,X,O,O,X,X,O,O,O,X,X,O,X
JLTOSIZ,O,X,O,X,O,X,X,X,O,X,O,O,X
JLTOSZI,O,X,O,X,O,X,X,X,O,X,X,O,X
JLTOZIS,O,X,O,O,O,X,X,O,O,X,X,O,X
JLTOZSI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLITSZO,X,O,O,X,X,X,O,O,X,X,X,O,X
JLITSOZ,X,O,X,X,X,X,X,X,X,X,O,O,X
JLITZSO,O,O,O,X,X,X,O,O,X,X,X,O,X
JLITZOS,O,X,O,X,X,X,O,O,O,X,X,O,X
JLITOSZ,X,O,O,X,X,X,X,X,O,X,O,O,X
JLITOZS,O,X,O,X,X,X,O,O,O,X,X,O,X
JLISTZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JLISTOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JLISZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JLISZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLISOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JLISOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JLIZTSO,O,O,O,X,X,X,O,O,X,X,X,O,X
JLIZTOS,O,X,O,X,X,X,O,O,O,X,X,O,X
JLIZSTO,O,O,O,X,X,X,O,O,X,X,X,X,X
JLIZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLIZOTS,O,X,O,X,X,X,O,X,O,X,X,O,X
JLIZOST,X,X,X,X,X,X,O,X,O,X,X,X,X
JLIOTSZ,X,O,O,X,X,X,X,X,O,X,O,X,X
JLIOTZS,X,X,O,X,X,X,O,O,O,X,X,X,X
JLIOSTZ,X,O,O,X,X,X,X,X,O,X,O,X,X
JLIOSZT,X,O,O,X,X,X,X,X,O,X,X,X,X
JLIOZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
JLIOZST,X,X,O,X,X,X,O,X,O,X,X,X,X
JLSTIZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JLSTIOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JLSTZIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JLSTZOI,O,X,X,X,O,O,O,O,O,X,X,X,X
JLSTOIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JLSTOZI,O,X,O,X,O,O,X,X,O,X,X,X,X
JLSITZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JLSITOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JLSIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JLSIZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JLSIOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JLSIOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JLSZTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JLSZTOI,O,X,X,X,O,O,O,O,O,X,X,X,X
JLSZITO,O,O,O,X,O,X,O,O,X,X,X,X,X
JLSZIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JLSZOTI,X,X,X,X,O,O,O,O,O,X,X,O,X
JLSZOIT,X,X,X,X,O,O,X,X,O,X,X,X,X
JLSOTIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JLSOTZI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLSOITZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JLSOIZT,X,X,O,X,X,O,X,X,O,X,X,X,X
JLSOZTI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLSOZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JLZTISO,O,X,O,O,O,X,O,O,X,X,X,O,X
JLZTIOS,O,X,O,O,O,X,O,O,O,X,X,O,X
JLZTSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
JLZTSOI,O,X,X,O,O,X,O,O,O,X,X,O,X
JLZTOIS,O,X,O,O,O,X,X,O,O,X,X,O,X
JLZTOSI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLZITSO,O,X,O,O,O,X,O,O,X,X,X,O,X
JLZITOS,O,X,O,O,O,X,O,O,O,X,X,O,X
JLZISTO,O,X,O,O,O,X,O,O,X,X,X,X,X
JLZISOT,X,X,X,O,O,X,O,X,X,X,X,X,X
JLZIOTS,O,X,O,O,O,X,O,X,O,X,X,O,X
JLZIOST,X,X,X,O,O,X,O,X,O,X,X,X,X
JLZSTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
JLZSTOI,O,X,X,O,O,O,O,O,O,X,X,X,X
JLZSITO,O,O,O,O,O,X,O,O,X,X,X,X,X
JLZSIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
JLZSOTI,X,X,X,O,O,O,O,O,O,X,X,O,X
JLZSOIT,X,X,X,O,O,O,X,X,O,X,X,X,X
JLZOTIS,O,X,O,O,O,X,X,O,O,X,X,O,X
JLZOTSI,O,X,O,O,O,X,O,O,O,X,X,O,X
JLZOITS,O,X,O,O,O,X,X,X,O,X,X,O,X
JLZOIST,X,X,O,O,O,O,X,X,O,X,X,X,X
JLZOSTI,X,X,O,O,O,O,O,O,O,X,X,O,X
JLZOSIT,X,X,O,O,O,O,X,X,O,X,X,X,X
JLOTISZ,X,X,O,X,O,X,X,X,O,X,O,X,X
JLOTIZS,O,X,O,X,X,X,O,O,O,X,X,X,X
JLOTSIZ,X,X,O,X,O,X,X,X,O,X,O,X,X
JLOTSZI,O,X,O,X,O,X,X,X,O,X,X,X,X
JLOTZIS,O,X,O,X,O,X,X,O,O,X,X,X,X
JLOTZSI,O,X,O,X,O,X,O,O,O,X,X,X,X
JLOITSZ,X,X,O,X,O,X,X,X,O,X,O,X,X
JLOITZS,X,X,O,X,X,X,O,O,O,X,X,X,X
JLOISTZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JLOISZT,X,X,O,X,X,O,X,X,O,X,X,X,X
JLOIZTS,O,X,O,X,X,X,O,X,O,X,X,X,X
JLOIZST,X,X,O,X,X,O,O,X,O,X,X,X,X
JLOSTIZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JLOSTZI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOSITZ,X,X,O,X,O,O,X,X,O,X,O,X,X
JLOSIZT,X,X,O,X,X,O,X,X,O,X,X,X,X
JLOSZTI,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOZTIS,O,X,O,X,O,X,X,O,O,X,X,O,X
JLOZTSI,O,X,O,X,O,X,O,O,O,X,X,O,X
JLOZITS,O,X,O,X,O,X,X,X,O,X,X,O,X
JLOZIST,X,X,O,X,O,O,X,X,O,X,X,X,X
JLOZSTI,X,X,O,X,O,O,O,O,O,X,X,O,X
JLOZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
JSTILZO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSTILOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JSTIZLO,O,O,X,X,X,X,X,X,X,X,X,X,X
JSTIZOL,O,X,X,X,X,O,X,X,X,X,O,X,X
JSTIOLZ,O,O,O,X,X,O,X,X,X,X,O,X,X
JSTIOZL,O,X,X,X,X,O,X,X,X,X,O,X,X
JSTLIZO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSTLIOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JSTLZIO,O,O,X,O,X,X,X,X,X,X,X,X,X
JSTLZOI,O,X,X,O,X,O,X,X,X,X,X,X,X
JSTLOIZ,O,X,X,X,X,O,X,X,X,X,O,X,X
JSTLOZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JSTZILO,O,X,X,O,X,X,X,X,X,X,X,X,X
JSTZIOL,O,X,X,O,X,O,X,X,X,O,O,X,X
JSTZLIO,O,X,X,O,X,X,X,X,X,X,X,X,X
JSTZLOI,O,X,X,O,X,O,X,X,X,O,X,X,X
JSTZOIL,O,X,X,O,X,O,X,X,X,O,O,X,X
JSTZOLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JSTOILZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JSTOIZL,O,X,X,X,X,O,X,X,X,O,O,X,X
JSTOLIZ,O,X,O,X,X,O,X,X,X,X,O,X,X
JSTOLZI,O,X,O,X,X,O,X,X,X,X,X,X,X
JSTOZIL,O,X,X,X,X,O,X,X,X,O,O,X,X
JSTOZLI,O,X,X,X,X,O,X,X,X,O,X,X,X
JSITLZO,X,O,X,X,X,X,O,X,X,X,X,X,X
JSITLOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JSITZLO,X,O,X,X,X,X,O,X,X,X,X,X,X
JSITZOL,X,X,X,X,X,O,O,X,X,X,O,X,X
JSITOLZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JSITOZL,X,X,X,X,X,O,X,X,X,X,O,X,X
JSILTZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JSILTOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JSILZTO,X,O,O,X,X,X,O,X,X,X,X,X,X
JSILZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JSILOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JSILOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JSIZTLO,X,O,X,X,X,X,O,X,X,X,X,X,X
JSIZTOL,X,X,X,X,X,O,O,X,X,O,O,X,X
JSIZLTO,X,O,X,X,X,X,O,X,X,X,X,X,X
JSIZLOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JSIZOTL,X,X,X,X,X,O,O,X,X,O,O,X,X
JSIZOLT,X,O,X,X,X,O,O,X,X,O,X,X,X
JSIOTLZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JSIOTZL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSIOLTZ,X,O,O,X,X,O,X,X,X,X,O,X,X
JSIOLZT,X,O,O,X,X,O,X,X,X,O,X,X,X
JSIOZTL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSIOZLT,X,O,O,X,X,O,X,X,X,O,X,X,X
JSLTIZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JSLTIOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JSLTZIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JSLTZOI,O,X,X,X,O,O,O,O,X,X,X,X,X
JSLTOIZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JSLTOZI,O,X,O,X,O,O,X,X,X,X,X,X,X
JSLITZO,X,O,O,X,X,X,O,O,X,X,X,X,X
JSLITOZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JSLIZTO,O,O,O,X,X,X,O,X,X,X,X,X,X
JSLIZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
JSLIOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X
JSLIOZT,X,O,X,X,X,X,X,X,X,X,X,X,X
JSLZTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
JSLZTOI,O,X,X,X,O,O,O,O,X,O,X,X,X
JSLZITO,O,O,O,X,O,X,O,O,X,X,X,X,X
JSLZIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
JSLZOTI,X,X,X,X,O,O,O,O,X,O,X,O,X
JSLZOIT,X,X,X,X,O,O,X,X,X,O,X,X,X
JSLOTIZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JSLOTZI,X,X,O,X,O,O,X,X,X,X,X,X,X
JSLOITZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JSLOIZT,X,X,O,X,X,O,X,X,X,O,X,X,X
JSLOZTI,X,X,O,X,O,O,X,X,X,O,X,X,X
JSLOZIT,X,X,O,X,O,O,X,X,X,O,X,X,X
JSZTILO,O,X,X,O,X,X,O,X,X,X,X,X,X
JSZTIOL,O,X,X,O,X,O,O,X,X,O,O,X,X
JSZTLIO,O,X,X,O,X,X,O,X,X,X,X,X,X
JSZTLOI,O,X,X,O,X,O,X,X,X,O,X,X,X
JSZTOIL,O,X,X,O,X,O,O,X,X,O,O,X,X
JSZTOLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JSZITLO,X,O,X,O,X,X,O,X,X,X,X,X,X
JSZITOL,O,X,X,O,X,O,O,X,X,O,O,X,X
JSZILTO,X,O,X,O,X,X,O,X,X,X,X,X,X
JSZILOT,X,O,X,O,X,X,O,X,X,X,X,X,X
JSZIOTL,X,X,X,O,X,O,O,X,X,O,O,X,X
JSZIOLT,X,O,X,O,X,O,O,X,X,O,X,X,X
JSZLTIO,O,O,X,O,X,X,O,O,X,X,X,X,X
JSZLTOI,O,X,X,O,X,O,X,O,X,O,X,X,X
JSZLITO,O,O,X,O,X,X,O,O,X,X,X,X,X
JSZLIOT,X,O,X,O,X,X,O,X,X,X,X,X,X
JSZLOTI,X,X,X,O,X,O,X,O,X,O,X,X,X
JSZLOIT,X,X,X,O,X,O,X,X,X,O,X,X,X
JSZOTIL,X,X,X,O,X,O,O,X,X,O,O,X,X
JSZOTLI,X,X,X,O,X,O,X,X,X,O,X,X,X
JSZOITL,X,X,X,O,X,O,O,X,X,O,O,X,X
JSZOILT,X,X,X,O,X,O,O,X,X,O,X,X,X
JSZOLTI,X,X,X,O,X,O,X,X,X,O,X,X,X
JSZOLIT,X,X,X,O,X,O,X,X,X,O,X,X,X
JSOTILZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JSOTIZL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSOTLIZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JSOTLZI,X,X,O,X,X,O,X,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSOTZLI,X,X,X,X,X,O,X,X,X,O,X,X,X
JSOITLZ,X,X,O,X,X,O,X,X,X,X,O,X,X
JSOITZL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSOILTZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JSOILZT,X,X,O,X,X,O,X,X,X,O,X,X,X
JSOIZTL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSOIZLT,X,X,O,X,X,O,X,X,X,O,X,X,X
JSOLTIZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JSOLTZI,X,X,O,X,O,O,X,X,X,X,X,X,X
JSOLITZ,X,X,O,X,O,O,X,X,X,X,O,X,X
JSOLIZT,X,X,O,X,X,O,X,X,X,O,X,X,X
JSOLZTI,X,X,O,X,O,O,X,X,X,O,X,X,X
JSOLZIT,X,X,O,X,O,O,X,X,X,O,X,X,X
JSOZTIL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSOZTLI,X,X,X,X,X,O,X,X,X,O,X,X,X
JSOZITL,X,X,X,X,X,O,X,X,X,O,O,X,X
JSOZILT,X,X,O,X,X,O,X,X,X,O,X,X,X
JSOZLTI,X,X,O,X,X,O,X,X,X,O,X,X,X
JSOZLIT,X,X,O,X,X,O,X,X,X,O,X,X,X
JZTILSO,X,X,X,O,X,X,O,X,X,X,X,X,X
JZTILOS,O,X,X,O,X,X,O,X,X,X,X,X,X
JZTISLO,O,X,X,O,X,X,O,X,X,X,X,X,X
JZTISOL,O,X,X,O,X,X,O,X,X,X,O,X,X
JZTIOLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JZTIOSL,O,X,X,O,X,X,O,X,X,X,O,X,X
JZTLISO,O,X,X,O,X,X,X,O,X,X,X,X,X
JZTLIOS,O,X,X,O,X,X,X,O,X,X,X,X,X
JZTLSIO,O,X,X,O,X,X,X,O,X,X,X,X,X
JZTLSOI,O,X,X,O,X,X,X,O,X,X,X,X,X
JZTLOIS,O,X,X,O,X,X,X,O,X,X,X,X,X
JZTLOSI,O,X,X,O,X,X,X,O,X,X,X,X,X
JZTSILO,O,X,X,O,X,X,O,X,X,X,X,X,X
JZTSIOL,O,X,X,O,X,O,O,X,X,O,O,X,X
JZTSLIO,O,X,X,O,X,X,O,X,X,X,X,X,X
JZTSLOI,O,X,X,O,X,O,X,X,X,O,X,X,X
JZTSOIL,O,X,X,O,X,O,O,X,X,O,O,X,X
JZTSOLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JZTOILS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZTOISL,O,X,X,O,X,O,X,X,X,X,O,X,X
JZTOLIS,O,X,O,O,X,X,X,X,X,X,X,X,X
JZTOLSI,O,X,O,O,X,X,X,X,X,X,X,X,X
JZTOSIL,O,X,X,O,X,O,X,X,X,O,O,X,X
JZTOSLI,O,X,X,O,X,O,X,X,X,O,X,X,X
JZITLSO,X,X,X,O,X,X,O,X,X,X,X,X,X
JZITLOS,O,X,X,O,X,X,O,X,X,X,X,X,X
JZITSLO,O,X,X,O,X,X,O,X,X,X,X,X,X
JZITSOL,O,X,X,O,X,X,O,X,X,X,O,X,X
JZITOLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JZITOSL,O,X,X,O,X,X,O,X,X,X,O,X,X
JZILTSO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZILTOS,O,X,O,O,X,X,O,O,X,X,X,X,X
JZILSTO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZILSOT,X,X,X,O,X,X,O,X,X,X,X,X,X
JZILOTS,O,X,O,O,X,X,O,X,X,X,X,X,X
JZILOST,X,X,X,O,X,X,O,X,X,X,X,X,X
JZISTLO,X,X,X,O,X,X,O,X,X,X,X,X,X
JZISTOL,O,X,X,O,X,O,O,X,X,X,O,X,X
JZISLTO,X,X,X,O,X,X,O,X,X,X,X,X,X
JZISLOT,X,X,X,O,X,X,O,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZISOLT,X,X,X,O,X,O,O,X,X,X,X,X,X
JZIOTLS,O,X,O,O,X,X,O,X,X,X,X,X,X
JZIOTSL,O,X,X,O,X,O,O,X,X,X,O,X,X
JZIOLTS,X,X,O,O,X,X,O,X,X,X,X,X,X
JZIOLST,X,X,O,O,X,O,O,X,X,X,X,X,X
JZIOSTL,X,X,X,O,X,O,O,X,X,X,O,X,X
JZIOSLT,X,X,O,O,X,O,O,X,X,X,X,X,X
JZLTISO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLTIOS,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLTSIO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLTSOI,O,X,X,O,X,X,O,O,X,X,X,X,X
JZLTOIS,O,X,O,O,X,X,X,O,X,X,X,O,X
JZLTOSI,O,X,O,O,X,X,O,O,X,X,X,O,X
JZLITSO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLITOS,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLISTO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLISOT,X,X,X,O,X,X,O,X,X,X,X,X,X
JZLIOTS,O,X,O,O,X,X,O,X,X,X,X,O,X
JZLIOST,X,X,X,O,X,X,O,X,X,X,X,X,X
JZLSTIO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLSTOI,O,X,X,O,X,O,O,O,X,X,X,X,X
JZLSITO,O,X,O,O,X,X,O,O,X,X,X,X,X
JZLSIOT,X,X,X,O,X,X,O,X,X,X,X,X,X
JZLSOTI,X,X,X,O,X,O,O,O,X,X,X,O,X
JZLSOIT,X,X,X,O,X,O,X,X,X,X,X,X,X
JZLOTIS,O,X,O,O,X,X,X,O,X,X,X,O,X
JZLOTSI,O,X,O,O,X,X,O,O,X,X,X,O,X
JZLOITS,O,X,O,O,X,X,X,X,X,X,X,O,X
JZLOIST,X,X,O,O,X,O,X,X,X,X,X,X,X
JZLOSTI,X,X,O,O,X,O,O,O,X,X,X,O,X
JZLOSIT,X,X,O,O,X,O,X,X,X,X,X,X,X
JZSTILO,O,X,X,O,X,X,O,X,X,X,X,X,X
JZSTIOL,O,X,X,O,X,O,O,X,X,X,O,X,X
JZSTLIO,O,X,X,O,X,X,O,X,X,X,X,X,X
JZSTLOI,O,X,X,O,X,O,X,X,X,X,X,X,X
JZSTOIL,O,X,X,O,X,O,O,X,X,X,O,X,X
JZSTOLI,O,X,X,O,X,O,X,X,X,X,X,X,X
