sequence,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBOhBfjB6jB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBSjBUjBzlBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOhBfjB6jBTgB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFTbBGeBylBUjBXmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFXcBCeB2lBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFOgBXcBFjBzlBctBCtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhF0bBCeB/lBTjBOmBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigBXhBTjB0lBFtB,v115@0gA8DeA8DeA8CeB8DeA8CeC8CeB8BeB8CeH8AeA8Je?Z/IvhFWjBigB0gBTjBXmBFtB
SIJTOZL,O,X,O,X,O,X,O,X,X
SIJLTZO,O,O,X,X,X,X,X,O,O
SIJLTOZ,X,O,O,X,O,X,X,O,O
SIJLZTO,O,O,X,X,X,X,X,O,O
SIJLZOT,O,O,O,X,X,X,X,X,X
SIJLOTZ,X,X,O,X,X,X,X,O,X
SIJLOZT,O,O,O,X,X,X,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,X,O,X,X
SIJZLTO,O,O,X,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,X,X,X,X
SIJOTLZ,X,O,O,X,O,X,X,X,X
SIJOTZL,X,X,O,X,O,X,X,X,X
SIJOLTZ,X,X,O,X,X,X,X,X,X
SIJOLZT,O,O,O,X,X,X,X,X,X
SIJOZTL,O,X,X,X,X,X,X,X,X
SIJOZLT,O,X,O,X,X,X,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X,X
SIZTLOJ,O,X,X,X,X,X,O,X,X
SIZTJLO,O,O,X,X,X,X,X,X,X
SIZTJOL,O,X,X,X,O,X,O,X,X
SIZTOLJ,O,X,X,X,O,O,O,X,X
SIZTOJL,O,X,X,X,O,O,O,X,X
SIZLTJO,O,X,X,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,X,X,O,X,X
SIZLJTO,O,O,X,X,X,X,X,X,X
SIZLJOT,O,O,O,O,X,X,X,X,X
SIZLOTJ,O,X,X,X,X,X,X,X,X
SIZLOJT,O,X,O,O,X,X,X,X,X
SIZJTLO,O,O,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,O,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X
SIZJLOT,O,O,O,O,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X,X
SIZJOLT,O,X,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,O,O,X,X
SIZOTJL,O,X,X,X,X,O,O,X,X
SIZOLTJ,O,X,X,X,X,O,X,X,X
SIZOLJT,O,X,O,X,X,O,X,X,X
SIZOJTL,O,X,X,X,X,O,X,X,X
SIZOJLT,O,X,O,X,X,O,X,X,X
SIOTLJZ,X,O,O,X,O,X,O,X,X
SIOTLZJ,X,O,O,X,O,X,O,X,X
SIOTJLZ,X,O,O,X,O,X,O,X,X
SIOTJZL,X,O,O,X,O,O,O,X,X
SIOTZLJ,X,O,O,X,O,O,O,X,X
SIOTZJL,X,O,O,X,O,O,O,X,X
SIOLTJZ,X,O,O,X,X,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,X,X
SIOLJTZ,X,O,O,X,X,X,X,X,X
SIOLJZT,O,O,O,X,X,O,X,X,X
SIOLZTJ,O,X,X,X,X,O,X,X,X
SIOLZJT,O,O,O,X,X,O,X,X,X
SIOJTLZ,X,O,O,X,O,X,X,X,X
SIOJTZL,X,O,O,X,O,O,X,X,X
SIOJLTZ,X,O,O,X,X,X,X,X,X
SIOJLZT,O,O,O,X,X,O,X,X,X
SIOJZTL,O,O,X,X,X,O,X,X,X
SIOJZLT,O,O,O,X,X,O,X,X,X
SIOZTLJ,O,O,X,X,X,O,O,X,X
SIOZTJL,O,O,X,X,X,O,O,X,X
SIOZLTJ,O,X,X,X,X,O,X,X,X
SIOZLJT,O,O,O,X,X,O,X,X,X
SIOZJTL,O,O,X,X,X,O,X,X,X
SIOZJLT,O,O,O,X,X,O,X,X,X
SLTIJZO,O,O,X,X,X,X,X,O,O
SLTIJOZ,X,O,O,X,O,X,X,O,O
SLTIZJO,O,O,X,O,X,X,X,X,X
SLTIZOJ,O,X,X,O,X,X,O,X,X
SLTIOJZ,X,O,O,X,O,X,O,X,X
SLTIOZJ,X,X,X,O,O,X,O,X,X
SLTJIZO,O,O,X,X,X,X,X,O,O
SLTJIOZ,X,O,O,X,O,X,X,O,O
SLTJZIO,O,O,X,X,X,X,X,X,X
SLTJZOI,O,X,X,X,X,X,X,X,X
SLTJOIZ,X,O,O,X,O,X,X,X,X
SLTJOZI,X,X,X,X,O,X,X,X,X
SLTZIJO,O,O,X,O,X,X,X,X,X
SLTZIOJ,O,X,X,O,X,X,O,X,X
SLTZJIO,O,O,X,O,X,X,X,X,X
SLTZJOI,O,X,X,O,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,O,X,X
SLTZOJI,O,X,X,O,X,X,O,X,X
SLTOIJZ,X,O,O,X,O,X,O,X,X
SLTOIZJ,X,X,X,O,O,X,O,X,X
SLTOJIZ,X,O,O,X,O,X,O,X,X
SLTOJZI,X,X,X,X,O,X,O,X,X
SLTOZIJ,X,X,X,O,O,X,O,X,X
SLTOZJI,X,X,X,O,O,X,O,X,X
SLITJZO,O,O,X,X,X,X,X,O,O
SLITJOZ,X,O,O,X,O,X,X,O,O
SLITZJO,O,O,X,O,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,O,X,X
SLITOJZ,X,O,O,X,O,X,O,X,X
SLITOZJ,X,X,X,O,O,X,O,X,X
SLIJTZO,O,O,X,X,X,X,X,O,O
SLIJTOZ,X,O,O,X,O,X,X,O,O
SLIJZTO,O,O,X,X,X,X,X,O,O
SLIJZOT,O,O,O,X,X,X,X,X,X
SLIJOTZ,X,X,O,X,X,X,X,O,X
SLIJOZT,O,O,O,X,X,X,X,X,X
SLIZTJO,O,X,X,X,X,X,X,X,X
SLIZTOJ,O,X,X,X,X,X,O,X,X
SLIZJTO,O,O,X,X,X,X,X,X,X
SLIZJOT,O,O,O,O,X,X,X,X,X
SLIZOTJ,O,X,X,X,X,X,X,X,X
SLIZOJT,O,X,O,O,X,X,X,X,X
SLIOTJZ,X,O,O,X,X,X,X,X,X
SLIOTZJ,X,X,X,O,X,X,X,X,X
SLIOJTZ,X,O,O,X,X,X,X,X,X
SLIOJZT,O,O,O,X,X,X,X,X,X
SLIOZTJ,O,X,X,X,X,X,X,X,X
SLIOZJT,O,O,O,O,X,X,X,X,X
SLJTIZO,O,O,X,X,X,X,X,X,X
SLJTIOZ,X,O,O,X,O,X,X,X,X
SLJTZIO,O,O,X,X,X,X,X,X,X
SLJTZOI,O,X,X,X,X,X,X,X,X
SLJTOIZ,X,O,O,X,O,X,X,X,X
SLJTOZI,X,X,X,X,O,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,O,O
SLJITOZ,X,O,O,X,O,X,X,O,O
SLJIZTO,O,O,X,X,X,X,X,O,O
SLJIZOT,O,O,O,X,X,X,X,X,X
SLJIOTZ,X,X,O,X,X,X,X,O,X
SLJIOZT,O,O,O,X,X,X,X,X,X
SLJZTIO,O,X,X,X,X,X,X,X,X
SLJZTOI,O,X,X,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X,X
SLJZIOT,O,O,O,X,X,X,X,X,X
SLJZOTI,O,X,X,X,X,X,X,X,X
SLJZOIT,O,X,O,X,X,X,X,X,X
SLJOTIZ,X,X,O,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,X,X,X
SLJOITZ,X,X,O,X,X,X,X,X,X
SLJOIZT,O,O,O,X,X,X,X,X,X
SLJOZTI,O,X,X,X,X,X,X,X,X
SLJOZIT,O,X,O,X,X,X,X,X,X
SLZTIJO,O,X,X,X,X,X,X,X,X
SLZTIOJ,O,X,X,X,X,X,O,X,X
SLZTJIO,O,X,X,X,X,X,X,X,X
SLZTJOI,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,X,X,X,O,X,X
SLZTOJI,O,X,X,X,X,X,O,X,X
SLZITJO,O,X,X,X,X,X,X,X,X
SLZITOJ,O,X,X,X,X,X,O,X,X
SLZIJTO,O,O,X,X,X,X,X,X,X
SLZIJOT,O,O,O,O,X,X,X,X,X
SLZIOTJ,O,X,X,X,X,X,X,X,X
SLZIOJT,O,X,O,O,X,X,X,X,X
SLZJTIO,O,X,X,X,X,X,X,X,X
SLZJTOI,O,X,X,X,X,X,X,X,X
SLZJITO,O,O,X,X,X,X,X,X,X
SLZJIOT,O,O,O,O,X,X,X,X,X
SLZJOTI,O,X,X,X,X,X,X,X,X
SLZJOIT,O,X,O,O,X,X,X,X,X
SLZOTIJ,O,X,X,X,X,X,X,X,X
SLZOTJI,O,X,X,X,X,X,X,X,X
SLZOITJ,O,X,X,X,X,X,X,X,X
SLZOIJT,O,X,O,O,X,X,X,X,X
SLZOJTI,O,X,X,X,X,X,X,X,X
SLZOJIT,O,X,O,O,X,X,X,X,X
SLOTIJZ,X,O,O,X,X,X,X,X,X
SLOTIZJ,X,X,X,O,X,X,X,X,X
SLOTJIZ,X,O,O,X,X,X,X,X,X
SLOTJZI,X,X,X,X,X,X,X,X,X
SLOTZIJ,X,X,X,O,X,X,X,X,X
SLOTZJI,X,X,X,O,X,X,X,X,X
SLOITJZ,X,O,O,X,X,X,X,X,X
SLOITZJ,X,X,X,O,X,X,X,X,X
SLOIJTZ,X,O,O,X,X,X,X,X,X
SLOIJZT,O,O,O,X,X,X,X,X,X
SLOIZTJ,O,X,X,X,X,X,X,X,X
SLOIZJT,O,O,O,O,X,X,X,X,X
SLOJTIZ,X,O,O,X,X,X,X,X,X
SLOJTZI,X,X,X,X,X,X,X,X,X
SLOJITZ,X,O,O,X,X,X,X,X,X
SLOJIZT,O,O,O,X,X,X,X,X,X
SLOJZTI,O,X,X,X,X,X,X,X,X
SLOJZIT,O,O,O,X,X,X,X,X,X
SLOZTIJ,O,X,X,X,X,X,X,X,X
SLOZTJI,O,X,X,X,X,X,X,X,X
SLOZITJ,O,X,X,X,X,X,X,X,X
SLOZIJT,O,O,O,O,X,X,X,X,X
SLOZJTI,O,X,X,X,X,X,X,X,X
SLOZJIT,O,O,O,O,X,X,X,X,X
SJTILZO,O,O,O,X,X,X,X,X,X
SJTILOZ,O,O,O,X,O,X,X,X,X
SJTIZLO,O,O,O,X,X,X,X,X,X
SJTIZOL,O,X,O,X,O,X,O,X,X
SJTIOLZ,O,O,O,X,O,X,O,X,X
SJTIOZL,O,X,O,X,O,X,O,X,X
SJTLIZO,O,O,O,X,X,X,X,X,X
SJTLIOZ,O,O,O,X,O,X,X,X,X
SJTLZIO,O,O,O,X,X,X,X,X,X
SJTLZOI,O,X,O,X,X,X,X,X,X
SJTLOIZ,O,O,O,X,O,X,X,X,X
SJTLOZI,O,X,O,X,O,X,X,X,X
SJTZILO,O,O,O,X,X,X,X,X,X
SJTZIOL,O,X,O,X,O,X,O,X,X
SJTZLIO,O,O,O,X,X,X,X,X,X
SJTZLOI,O,X,O,X,X,X,X,X,X
SJTZOIL,O,X,O,X,O,X,O,X,X
SJTZOLI,O,X,O,X,O,X,O,X,X
SJTOILZ,O,O,O,X,O,X,O,X,X
SJTOIZL,O,X,O,X,O,X,O,X,X
SJTOLIZ,O,O,O,X,O,X,O,X,X
SJTOLZI,O,X,O,X,O,X,O,X,X
SJTOZIL,O,X,O,X,O,X,O,X,X
SJTOZLI,O,X,O,X,O,X,O,X,X
SJITLZO,O,O,O,X,X,X,X,X,X
SJITLOZ,O,O,O,X,O,X,X,X,X
SJITZLO,O,O,O,X,X,X,X,X,X
SJITZOL,O,X,O,X,O,X,O,X,X
SJITOLZ,O,O,O,X,O,X,O,X,X
SJITOZL,O,X,O,X,O,X,O,X,X
SJILTZO,O,O,X,X,X,X,X,O,O
SJILTOZ,X,O,O,X,O,X,X,O,O
SJILZTO,O,O,X,X,X,X,X,O,O
SJILZOT,O,O,O,X,X,X,X,X,X
SJILOTZ,X,X,O,X,X,X,X,O,X
SJILOZT,O,O,O,X,X,X,X,X,X
SJIZTLO,O,O,X,X,X,X,X,X,X
SJIZTOL,O,X,X,X,O,X,O,X,X
SJIZLTO,O,O,X,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X
SJIZOTL,O,X,X,X,X,X,X,X,X
SJIZOLT,O,X,O,X,X,X,X,X,X
SJIOTLZ,X,O,O,X,O,X,X,X,X
SJIOTZL,X,X,O,X,O,X,X,X,X
SJIOLTZ,X,X,O,X,X,X,X,X,X
SJIOLZT,O,O,O,X,X,X,X,X,X
SJIOZTL,O,X,X,X,X,X,X,X,X
SJIOZLT,O,X,O,X,X,X,X,X,X
SJLTIZO,O,O,X,X,X,X,X,X,X
SJLTIOZ,X,O,O,X,O,X,X,X,X
SJLTZIO,O,O,X,X,X,X,X,X,X
SJLTZOI,O,X,X,X,X,X,X,X,X
SJLTOIZ,X,O,O,X,O,X,X,X,X
SJLTOZI,X,X,X,X,O,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,O,O
SJLITOZ,X,O,O,X,O,X,X,O,O
SJLIZTO,O,O,X,X,X,X,X,O,O
SJLIZOT,O,O,O,X,X,X,X,X,X
SJLIOTZ,X,X,O,X,X,X,X,O,X
SJLIOZT,O,O,O,X,X,X,X,X,X
SJLZTIO,O,X,X,X,X,X,X,X,X
SJLZTOI,O,X,X,X,X,X,X,X,X
SJLZITO,O,O,X,X,X,X,X,X,X
SJLZIOT,O,O,O,X,X,X,X,X,X
SJLZOTI,O,X,X,X,X,X,X,X,X
SJLZOIT,O,X,O,X,X,X,X,X,X
SJLOTIZ,X,X,O,X,X,X,X,X,X
SJLOTZI,X,X,X,X,X,X,X,X,X
SJLOITZ,X,X,O,X,X,X,X,X,X
SJLOIZT,O,O,O,X,X,X,X,X,X
SJLOZTI,O,X,X,X,X,X,X,X,X
SJLOZIT,O,X,O,X,X,X,X,X,X
SJZTILO,O,O,X,X,X,X,X,X,X
SJZTIOL,O,X,X,X,O,X,O,X,X
SJZTLIO,O,O,X,X,X,X,X,X,X
SJZTLOI,O,X,X,X,X,X,X,X,X
SJZTOIL,O,X,X,X,O,X,O,X,X
SJZTOLI,O,X,X,X,O,X,O,X,X
SJZITLO,O,O,X,X,X,X,X,X,X
SJZITOL,O,X,X,X,O,X,O,X,X
SJZILTO,O,O,X,X,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,X,X
SJZIOTL,O,X,X,X,X,X,X,X,X
SJZIOLT,O,X,O,X,X,X,X,X,X
SJZLTIO,O,X,X,X,X,X,X,X,X
SJZLTOI,O,X,X,X,X,X,X,X,X
SJZLITO,O,O,X,X,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X,X,X,X
SJZLOIT,O,X,O,X,X,X,X,X,X
SJZOTIL,O,X,X,X,X,X,X,X,X
SJZOTLI,O,X,X,X,X,X,X,X,X
SJZOITL,O,X,X,X,X,X,X,X,X
SJZOILT,O,X,O,X,X,X,X,X,X
SJZOLTI,O,X,X,X,X,X,X,X,X
SJZOLIT,O,X,O,X,X,X,X,X,X
SJOTILZ,X,O,O,X,O,X,X,X,X
SJOTIZL,X,X,O,X,O,X,X,X,X
SJOTLIZ,X,O,O,X,O,X,X,X,X
SJOTLZI,X,X,O,X,O,X,X,X,X
SJOTZIL,X,X,O,X,O,X,X,X,X
SJOTZLI,X,X,O,X,O,X,X,X,X
SJOITLZ,X,O,O,X,O,X,X,X,X
SJOITZL,X,X,O,X,O,X,X,X,X
SJOILTZ,X,X,O,X,X,X,X,X,X
SJOILZT,O,O,O,X,X,X,X,X,X
SJOIZTL,O,X,X,X,X,X,X,X,X
SJOIZLT,O,X,O,X,X,X,X,X,X
SJOLTIZ,X,X,O,X,X,X,X,X,X
SJOLTZI,X,X,X,X,X,X,X,X,X
SJOLITZ,X,X,O,X,X,X,X,X,X
SJOLIZT,O,O,O,X,X,X,X,X,X
SJOLZTI,O,X,X,X,X,X,X,X,X
SJOLZIT,O,X,O,X,X,X,X,X,X
SJOZTIL,O,X,X,X,X,X,X,X,X
SJOZTLI,O,X,X,X,X,X,X,X,X
SJOZITL,O,X,X,X,X,X,X,X,X
SJOZILT,O,X,O,X,X,X,X,X,X
SJOZLTI,O,X,X,X,X,X,X,X,X
SJOZLIT,O,X,O,X,X,X,X,X,X
SZTILJO,O,O,X,X,X,X,X,X,X
SZTILOJ,O,X,X,X,X,X,O,X,X
SZTIJLO,O,O,X,X,X,X,X,X,X
SZTIJOL,O,X,X,X,O,X,O,X,X
SZTIOLJ,O,X,X,X,O,O,O,X,X
SZTIOJL,O,X,X,X,O,O,O,X,X
SZTLIJO,O,O,X,X,X,X,X,X,X
SZTLIOJ,O,X,X,X,X,X,O,X,X
SZTLJIO,O,O,X,X,X,X,X,X,X
SZTLJOI,O,X,X,X,X,X,X,X,X
SZTLOIJ,O,X,X,X,X,X,O,X,X
SZTLOJI,O,X,X,X,X,X,O,X,X
SZTJILO,O,O,X,X,X,X,X,X,X
SZTJIOL,O,X,X,X,O,X,O,X,X
SZTJLIO,O,O,X,X,X,X,X,X,X
SZTJLOI,O,X,X,X,X,X,X,X,X
SZTJOIL,O,X,X,X,O,X,O,X,X
SZTJOLI,O,X,X,X,O,X,O,X,X
SZTOILJ,O,X,X,X,O,O,O,X,X
SZTOIJL,O,X,X,X,O,O,O,X,X
SZTOLIJ,O,X,X,X,O,O,O,X,X
SZTOLJI,O,X,X,X,O,O,O,X,X
SZTOJIL,O,X,X,X,O,O,O,X,X
SZTOJLI,O,X,X,X,O,O,O,X,X
SZITLJO,O,O,X,X,X,X,X,X,X
SZITLOJ,O,X,X,X,X,X,O,X,X
SZITJLO,O,O,X,X,X,X,X,X,X
SZITJOL,O,X,X,X,O,X,O,X,X
SZITOLJ,O,X,X,X,O,O,O,X,X
SZITOJL,O,X,X,X,O,O,O,X,X
SZILTJO,O,X,X,X,X,X,X,X,X
SZILTOJ,O,X,X,X,X,X,O,X,X
SZILJTO,O,O,X,X,X,X,X,X,X
SZILJOT,O,O,O,O,X,X,X,X,X
SZILOTJ,O,X,X,X,X,X,X,X,X
SZILOJT,O,X,O,O,X,X,X,X,X
SZIJTLO,O,O,X,X,X,X,X,X,X
SZIJTOL,O,X,X,X,O,X,O,X,X
SZIJLTO,O,O,X,X,X,X,X,X,X
SZIJLOT,O,O,O,O,X,X,X,X,X
SZIJOTL,O,X,X,X,X,X,X,X,X
SZIJOLT,O,X,O,X,X,X,X,X,X
SZIOTLJ,O,X,X,X,X,O,O,X,X
SZIOTJL,O,X,X,X,X,O,O,X,X
SZIOLTJ,O,X,X,X,X,O,X,X,X
SZIOLJT,O,X,O,X,X,O,X,X,X
SZIOJTL,O,X,X,X,X,O,X,X,X
SZIOJLT,O,X,O,X,X,O,X,X,X
SZLTIJO,O,X,X,X,X,X,X,X,X
SZLTIOJ,O,X,X,X,X,X,O,X,X
SZLTJIO,O,X,X,X,X,X,X,X,X
SZLTJOI,O,X,X,X,X,X,X,X,X
SZLTOIJ,O,X,X,X,X,X,O,X,X
SZLTOJI,O,X,X,X,X,X,O,X,X
SZLITJO,O,X,X,X,X,X,X,X,X
SZLITOJ,O,X,X,X,X,X,O,X,X
SZLIJTO,O,O,X,X,X,X,X,X,X
SZLIJOT,O,O,O,O,X,X,X,X,X
SZLIOTJ,O,X,X,X,X,X,X,X,X
SZLIOJT,O,X,O,O,X,X,X,X,X
SZLJTIO,O,X,X,X,X,X,X,X,X
SZLJTOI,O,X,X,X,X,X,X,X,X
SZLJITO,O,O,X,X,X,X,X,X,X
SZLJIOT,O,O,O,O,X,X,X,X,X
SZLJOTI,O,X,X,X,X,X,X,X,X
SZLJOIT,O,X,O,O,X,X,X,X,X
SZLOTIJ,O,X,X,X,X,X,X,X,X
SZLOTJI,O,X,X,X,X,X,X,X,X
SZLOITJ,O,X,X,X,X,X,X,X,X
SZLOIJT,O,X,O,O,X,X,X,X,X
SZLOJTI,O,X,X,X,X,X,X,X,X
SZLOJIT,O,X,O,O,X,X,X,X,X
SZJTILO,O,O,X,X,X,X,X,X,X
SZJTIOL,O,X,X,X,O,X,O,X,X
SZJTLIO,O,O,X,X,X,X,X,X,X
SZJTLOI,O,X,X,X,X,X,X,X,X
SZJTOIL,O,X,X,X,O,X,O,X,X
SZJTOLI,O,X,X,X,O,X,O,X,X
SZJITLO,O,O,X,X,X,X,X,X,X
SZJITOL,O,X,X,X,O,X,O,X,X
SZJILTO,O,O,X,X,X,X,X,X,X
SZJILOT,O,O,O,O,X,X,X,X,X
SZJIOTL,O,X,X,X,X,X,X,X,X
SZJIOLT,O,X,O,X,X,X,X,X,X
SZJLTIO,O,X,X,X,X,X,X,X,X
SZJLTOI,O,X,X,X,X,X,X,X,X
SZJLITO,O,O,X,X,X,X,X,X,X
SZJLIOT,O,O,O,O,X,X,X,X,X
SZJLOTI,O,X,X,X,X,X,X,X,X
SZJLOIT,O,X,O,O,X,X,X,X,X
SZJOTIL,O,X,X,X,X,X,X,X,X
SZJOTLI,O,X,X,X,X,X,X,X,X
SZJOITL,O,X,X,X,X,X,X,X,X
SZJOILT,O,X,O,X,X,X,X,X,X
SZJOLTI,O,X,X,X,X,X,X,X,X
SZJOLIT,O,X,O,X,X,X,X,X,X
SZOTILJ,O,X,X,X,X,O,O,X,X
SZOTIJL,O,X,X,X,X,O,O,X,X
SZOTLIJ,O,X,X,X,X,O,O,X,X
SZOTLJI,O,X,X,X,X,O,O,X,X
SZOTJIL,O,X,X,X,X,O,O,X,X
SZOTJLI,O,X,X,X,X,O,O,X,X
SZOITLJ,O,X,X,X,X,O,O,X,X
SZOITJL,O,X,X,X,X,O,O,X,X
SZOILTJ,O,X,X,X,X,O,X,X,X
SZOILJT,O,X,O,X,X,O,X,X,X
SZOIJTL,O,X,X,X,X,O,X,X,X
SZOIJLT,O,X,O,X,X,O,X,X,X
SZOLTIJ,O,X,X,X,X,O,X,X,X
SZOLTJI,O,X,X,X,X,O,X,X,X
SZOLITJ,O,X,X,X,X,O,X,X,X
SZOLIJT,O,X,O,X,X,O,X,X,X
SZOLJTI,O,X,X,X,X,O,X,X,X
SZOLJIT,O,X,O,X,X,O,X,X,X
SZOJTIL,O,X,X,X,X,O,X,X,X
SZOJTLI,O,X,X,X,X,O,X,X,X
SZOJITL,O,X,X,X,X,O,X,X,X
SZOJILT,O,X,O,X,X,O,X,X,X
SZOJLTI,O,X,X,X,X,O,X,X,X
SZOJLIT,O,X,O,X,X,O,X,X,X
SOTILJZ,X,O,O,X,O,X,O,X,X
SOTILZJ,X,O,O,X,O,X,O,X,X
SOTIJLZ,X,O,O,X,O,X,O,X,X
SOTIJZL,X,O,O,X,O,O,O,X,X
SOTIZLJ,X,O,O,X,O,O,O,X,X
SOTIZJL,X,O,O,X,O,O,O,X,X
SOTLIJZ,X,O,O,X,O,X,O,X,X
SOTLIZJ,X,O,O,X,O,X,O,X,X
SOTLJIZ,X,O,O,X,O,X,O,X,X
SOTLJZI,X,O,O,X,O,X,O,X,X
SOTLZIJ,X,O,O,X,O,X,O,X,X
SOTLZJI,X,O,O,X,O,X,O,X,X
SOTJILZ,X,O,O,X,O,X,O,X,X
SOTJIZL,X,O,O,X,O,O,O,X,X
SOTJLIZ,X,O,O,X,O,X,O,X,X
SOTJLZI,X,O,O,X,O,X,O,X,X
SOTJZIL,X,O,O,X,O,O,O,X,X
SOTJZLI,X,O,O,X,O,O,O,X,X
SOTZILJ,X,O,O,X,O,O,O,X,X
SOTZIJL,X,O,O,X,O,O,O,X,X
SOTZLIJ,X,O,O,X,O,O,O,X,X
SOTZLJI,X,O,O,X,O,O,O,X,X
SOTZJIL,X,O,O,X,O,O,O,X,X
SOTZJLI,X,O,O,X,O,O,O,X,X
SOITLJZ,X,O,O,X,O,X,O,X,X
SOITLZJ,X,O,O,X,O,X,O,X,X
SOITJLZ,X,O,O,X,O,X,O,X,X
SOITJZL,X,O,O,X,O,O,O,X,X
SOITZLJ,X,O,O,X,O,O,O,X,X
SOITZJL,X,O,O,X,O,O,O,X,X
SOILTJZ,X,O,O,X,X,X,X,X,X
SOILTZJ,X,O,X,X,X,X,X,X,X
SOILJTZ,X,O,O,X,X,X,X,X,X
SOILJZT,O,O,O,X,X,O,X,X,X
SOILZTJ,O,X,X,X,X,O,X,X,X
SOILZJT,O,O,O,X,X,O,X,X,X
SOIJTLZ,X,O,O,X,O,X,X,X,X
SOIJTZL,X,O,O,X,O,O,X,X,X
SOIJLTZ,X,O,O,X,X,X,X,X,X
SOIJLZT,O,O,O,X,X,O,X,X,X
SOIJZTL,O,O,X,X,X,O,X,X,X
SOIJZLT,O,O,O,X,X,O,X,X,X
SOIZTLJ,O,O,X,X,X,O,O,X,X
SOIZTJL,O,O,X,X,X,O,O,X,X
SOIZLTJ,O,X,X,X,X,O,X,X,X
SOIZLJT,O,O,O,X,X,O,X,X,X
SOIZJTL,O,O,X,X,X,O,X,X,X
SOIZJLT,O,O,O,X,X,O,X,X,X
SOLTIJZ,X,O,O,X,X,X,X,X,X
SOLTIZJ,X,O,X,X,X,X,X,X,X
SOLTJIZ,X,O,O,X,X,X,X,X,X
SOLTJZI,X,O,X,X,X,X,X,X,X
SOLTZIJ,X,O,X,X,X,X,X,X,X
SOLTZJI,X,O,X,X,X,X,X,X,X
SOLITJZ,X,O,O,X,X,X,X,X,X
SOLITZJ,X,O,X,X,X,X,X,X,X
SOLIJTZ,X,O,O,X,X,X,X,X,X
SOLIJZT,O,O,O,X,X,O,X,X,X
SOLIZTJ,O,X,X,X,X,O,X,X,X
SOLIZJT,O,O,O,X,X,O,X,X,X
SOLJTIZ,X,O,O,X,X,X,X,X,X
SOLJTZI,X,O,X,X,X,X,X,X,X
SOLJITZ,X,O,O,X,X,X,X,X,X
SOLJIZT,O,O,O,X,X,O,X,X,X
SOLJZTI,O,X,X,X,X,O,X,X,X
SOLJZIT,O,O,O,X,X,O,X,X,X
SOLZTIJ,O,X,X,X,X,O,X,X,X
SOLZTJI,O,X,X,X,X,O,X,X,X
SOLZITJ,O,X,X,X,X,O,X,X,X
SOLZIJT,O,O,O,X,X,O,X,X,X
SOLZJTI,O,X,X,X,X,O,X,X,X
SOLZJIT,O,O,O,X,X,O,X,X,X
SOJTILZ,X,O,O,X,O,X,X,X,X
SOJTIZL,X,O,O,X,O,O,X,X,X
SOJTLIZ,X,O,O,X,O,X,X,X,X
SOJTLZI,X,O,O,X,O,X,X,X,X
SOJTZIL,X,O,O,X,O,O,X,X,X
SOJTZLI,X,O,O,X,O,O,X,X,X
SOJITLZ,X,O,O,X,O,X,X,X,X
SOJITZL,X,O,O,X,O,O,X,X,X
SOJILTZ,X,O,O,X,X,X,X,X,X
SOJILZT,O,O,O,X,X,O,X,X,X
SOJIZTL,O,O,X,X,X,O,X,X,X
SOJIZLT,O,O,O,X,X,O,X,X,X
