sequence,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeaBJvhFzcBGeBUjBF?nB3sBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeF8IvhF0dB6jB3hBm?nBTsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JecBJvhFTdB6jBeoBF?nB3qBxwB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeU8IvhFFdB6jBziBm?mB3sBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeaBJvhFGdBTeBFnBX?oBUsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeaBJvhFFdBXeBWnBc?oBTsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeU8IvhFGeBiiB3hBF?oBTsBxvB,v115@zgC8GeD8FeD8FeF8CeC8FeB8JeG9IvhFTeBihBUnBF?oB3qBxwB,v115@zgC8GeD8FeD8FeF8CeC8FeB8Jex9IvhFlhBcnBTjB3?sByvBGrB,v115@zgC8GeD8FeD8FeF8CeC8FeB8Jex9IvhFlhB3iBcoBT?sByvBGrB
JOZTILS,X,O,O,X,X,O,O,X,X,X
JOZTISL,X,O,X,X,X,O,X,X,X,X
JOZTLIS,X,O,O,O,X,O,O,X,X,X
JOZTLSI,X,O,O,O,X,O,O,X,X,X
JOZTSIL,X,O,X,X,X,O,X,X,X,X
JOZTSLI,X,O,O,X,X,O,O,X,X,X
JOZITLS,X,O,O,O,X,O,X,X,X,X
JOZITSL,X,O,O,X,X,O,X,X,X,X
JOZILTS,X,O,O,O,X,O,X,X,X,X
JOZILST,X,O,X,O,X,O,X,X,X,X
JOZISTL,X,O,X,X,X,O,X,X,X,O
JOZISLT,X,O,X,X,X,O,X,X,X,O
JOZLTIS,X,O,O,O,X,O,X,X,X,X
JOZLTSI,X,O,X,O,X,O,O,X,X,X
JOZLITS,X,O,O,O,X,O,X,X,X,X
JOZLIST,X,O,X,O,X,O,O,X,X,X
JOZLSTI,X,O,X,O,X,O,O,X,X,X
JOZLSIT,X,O,X,X,X,O,O,X,X,X
JOZSTIL,X,O,X,X,X,O,X,X,X,O
JOZSTLI,X,O,X,X,X,O,X,X,X,O
JOZSITL,X,O,X,X,X,O,X,X,X,O
JOZSILT,X,O,X,X,X,O,X,X,X,O
JOZSLTI,X,O,X,X,X,O,X,X,X,O
JOZSLIT,X,O,X,X,X,O,X,X,X,O
STILJZO,X,O,X,X,O,X,O,X,X,X
STILJOZ,X,O,X,X,O,X,X,X,X,X
STILZJO,O,O,X,X,O,X,O,X,X,X
STILZOJ,O,O,X,X,O,X,X,X,X,X
STILOJZ,X,O,X,X,O,X,X,X,X,X
STILOZJ,O,O,X,X,O,X,X,X,X,X
STIJLZO,X,O,X,X,O,X,O,X,X,X
STIJLOZ,X,O,X,X,O,X,X,X,X,X
STIJZLO,X,O,X,X,O,X,O,X,X,X
STIJZOL,X,O,X,X,O,X,X,X,X,X
STIJOLZ,X,O,X,X,O,X,X,X,X,X
STIJOZL,X,O,X,X,O,X,X,X,X,X
STIZLJO,O,O,X,X,O,X,O,O,X,X
STIZLOJ,O,O,X,X,O,X,X,O,X,X
STIZJLO,O,O,X,X,O,X,O,O,X,X
STIZJOL,O,O,X,X,O,X,X,O,X,X
STIZOLJ,O,O,X,X,O,X,X,O,X,X
STIZOJL,O,O,X,X,O,X,X,O,X,X
STIOLJZ,X,O,X,X,O,X,X,X,X,X
STIOLZJ,O,O,X,X,O,X,X,X,X,X
STIOJLZ,X,O,X,X,O,X,X,X,X,X
STIOJZL,X,O,X,X,O,X,X,X,X,X
STIOZLJ,O,O,X,X,O,X,X,O,X,X
STIOZJL,O,O,X,X,O,X,X,O,X,X
STLIJZO,X,O,X,X,O,X,X,X,X,X
STLIJOZ,X,O,X,X,O,X,X,X,X,X
STLIZJO,O,O,X,X,O,X,X,X,X,X
STLIZOJ,O,O,X,X,O,X,X,X,X,X
STLIOJZ,X,O,X,X,O,X,X,X,X,X
STLIOZJ,O,O,X,X,O,X,X,X,X,X
STLJIZO,X,O,X,O,O,X,X,X,X,X
STLJIOZ,X,O,X,X,O,X,X,X,X,X
STLJZIO,O,O,X,O,O,X,O,X,X,X
STLJZOI,O,O,X,O,O,X,O,X,X,X
STLJOIZ,X,O,X,X,O,X,X,X,X,X
STLJOZI,O,O,X,O,O,X,X,X,X,X
STLZIJO,O,O,X,X,O,X,X,X,X,X
STLZIOJ,O,O,X,O,O,X,X,X,X,X
STLZJIO,O,O,X,O,O,X,O,X,X,X
STLZJOI,O,O,X,O,O,X,O,X,X,X
STLZOIJ,O,O,X,O,O,X,X,X,X,X
STLZOJI,O,O,X,O,O,X,X,X,X,X
STLOIJZ,X,X,X,X,O,X,X,X,X,X
STLOIZJ,O,O,X,O,O,X,X,X,X,X
STLOJIZ,X,X,X,O,O,X,X,X,X,X
STLOJZI,O,O,X,O,O,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,X
STLOZJI,O,O,X,O,O,X,X,X,X,X
STJILZO,X,O,O,O,O,X,O,X,X,X
STJILOZ,X,O,O,X,O,X,X,X,X,X
STJIZLO,X,O,O,O,O,X,O,X,X,X
STJIZOL,X,O,O,O,O,X,X,X,X,X
STJIOLZ,X,O,O,O,O,X,X,X,X,X
STJIOZL,X,O,O,O,O,X,X,X,X,X
STJLIZO,X,O,O,O,O,X,X,X,X,X
STJLIOZ,X,O,O,X,O,X,X,X,X,X
STJLZIO,O,O,O,O,O,X,O,X,X,X
STJLZOI,O,O,X,O,O,X,O,X,X,X
STJLOIZ,X,O,O,O,O,X,X,X,X,X
STJLOZI,O,O,O,O,O,X,X,X,X,X
STJZILO,O,O,X,O,O,X,O,X,X,X
STJZIOL,O,X,X,O,O,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,O,X,X,X
STJZLOI,O,O,X,O,O,X,O,X,X,X
STJZOIL,O,X,X,O,O,X,X,X,X,X
STJZOLI,O,O,O,O,O,X,X,X,X,X
STJOILZ,X,X,O,O,O,X,X,X,X,X
STJOIZL,X,X,O,O,O,X,X,X,X,X
STJOLIZ,X,O,O,O,O,X,X,X,X,X
STJOLZI,O,O,O,O,O,X,X,X,X,X
STJOZIL,O,X,X,O,O,X,X,X,X,X
STJOZLI,O,O,O,O,O,X,X,X,X,X
STZILJO,O,O,X,X,O,X,O,O,X,X
STZILOJ,O,O,X,O,O,X,X,O,X,X
STZIJLO,O,O,X,X,O,X,O,O,X,X
STZIJOL,O,O,X,X,O,X,X,O,X,X
STZIOLJ,O,O,X,O,O,X,X,O,O,X
STZIOJL,O,O,X,X,O,X,X,O,O,X
STZLIJO,O,O,X,X,O,X,X,O,X,X
STZLIOJ,O,O,X,O,O,X,X,O,O,X
STZLJIO,O,O,X,O,O,X,O,X,X,X
STZLJOI,O,O,X,O,O,X,O,O,O,X
STZLOIJ,O,O,X,O,O,X,X,O,O,X
STZLOJI,O,O,X,O,O,X,X,O,O,X
STZJILO,O,O,X,O,O,X,O,O,X,X
STZJIOL,O,X,X,O,O,X,X,O,X,X
STZJLIO,O,O,O,O,X,X,O,X,X,X
STZJLOI,O,O,X,O,O,X,O,O,X,X
STZJOIL,O,X,X,O,O,X,X,O,O,X
STZJOLI,O,O,O,O,O,X,X,O,O,X
STZOILJ,O,O,X,O,O,X,X,O,O,X
STZOIJL,O,X,X,X,O,X,X,O,O,X
STZOLIJ,O,O,X,O,O,X,X,O,O,X
STZOLJI,O,O,X,O,O,X,X,O,O,X
STZOJIL,O,X,X,O,O,X,X,O,O,X
STZOJLI,O,O,O,O,O,X,X,O,O,X
STOILJZ,X,O,X,X,O,X,X,X,X,X
STOILZJ,O,O,X,O,O,X,X,X,X,X
STOIJLZ,X,O,X,X,O,X,X,X,X,X
STOIJZL,X,O,X,X,O,X,X,X,X,X
STOIZLJ,O,O,X,O,O,X,X,O,O,X
STOIZJL,O,O,X,X,O,X,X,O,O,X
STOLIJZ,X,X,X,X,O,X,X,X,X,X
STOLIZJ,O,O,X,O,O,X,X,X,X,X
STOLJIZ,X,X,X,O,O,X,X,X,X,X
STOLJZI,O,O,X,O,O,X,X,X,X,X
STOLZIJ,O,O,X,O,O,X,X,X,X,X
STOLZJI,O,O,X,O,O,X,X,X,X,X
STOJILZ,X,X,O,O,O,X,X,X,X,X
STOJIZL,X,X,O,O,O,X,X,X,X,X
STOJLIZ,X,O,O,O,O,X,X,X,X,X
STOJLZI,O,O,O,O,O,X,X,X,X,X
STOJZIL,O,X,X,O,O,X,X,X,X,X
STOJZLI,O,O,O,O,O,X,X,X,X,X
STOZILJ,O,O,X,O,O,X,X,O,O,O
STOZIJL,O,X,X,X,O,X,X,O,O,O
STOZLIJ,O,O,X,O,O,X,X,O,O,O
STOZLJI,O,O,X,O,O,X,X,O,O,O
STOZJIL,O,X,X,O,O,X,X,O,O,O
STOZJLI,O,O,O,O,O,X,X,O,O,O
SITLJZO,O,O,X,O,O,X,O,X,X,X
SITLJOZ,O,O,X,O,O,X,X,X,X,X
SITLZJO,O,O,X,O,O,X,O,X,X,X
SITLZOJ,O,O,X,O,O,X,X,X,X,X
SITLOJZ,O,O,X,O,O,X,X,X,X,X
SITLOZJ,O,O,X,O,O,X,X,X,X,X
SITJLZO,O,O,O,O,O,X,O,X,X,X
SITJLOZ,O,O,O,O,O,X,X,X,X,X
SITJZLO,O,O,O,O,O,X,O,X,X,X
SITJZOL,O,O,O,O,O,X,X,X,X,X
SITJOLZ,O,O,O,O,O,X,X,X,X,X
SITJOZL,O,O,O,O,O,X,X,X,X,X
SITZLJO,O,O,X,O,O,X,O,O,X,X
SITZLOJ,O,O,X,O,O,X,X,O,X,X
SITZJLO,O,O,O,O,O,X,O,O,X,X
SITZJOL,O,O,O,O,O,X,X,O,X,X
SITZOLJ,O,O,X,O,O,X,X,O,X,X
SITZOJL,O,O,O,O,O,X,X,O,X,X
SITOLJZ,O,O,X,O,O,X,X,X,X,X
SITOLZJ,O,O,X,O,O,X,X,X,X,X
SITOJLZ,O,O,O,O,O,X,X,X,X,X
SITOJZL,O,O,O,O,O,X,X,X,X,X
SITOZLJ,O,O,X,O,O,X,X,O,X,X
SITOZJL,O,O,O,O,O,X,X,O,X,X
SILTJZO,O,O,X,O,O,X,X,X,X,X
SILTJOZ,O,O,X,O,O,X,X,X,X,X
SILTZJO,O,O,X,O,O,X,X,X,X,X
SILTZOJ,O,O,X,O,O,X,X,X,X,X
SILTOJZ,O,O,X,O,O,X,X,X,X,X
SILTOZJ,O,O,X,O,O,X,X,X,X,X
SILJTZO,O,O,O,O,O,O,X,X,X,X
SILJTOZ,O,O,O,O,O,X,X,X,X,X
SILJZTO,O,O,O,O,X,O,X,O,X,X
SILJZOT,O,O,X,O,X,O,X,X,X,X
SILJOTZ,X,O,X,O,O,X,X,X,X,X
SILJOZT,X,O,X,O,X,X,X,X,X,X
SILZTJO,O,O,X,O,O,O,X,O,X,X
SILZTOJ,O,O,X,O,O,O,X,O,X,X
SILZJTO,O,O,O,O,X,O,X,O,X,X
SILZJOT,O,X,X,O,X,O,X,X,X,X
SILZOTJ,O,O,X,O,O,O,X,X,X,X
SILZOJT,O,X,X,O,X,O,X,X,X,X
SILOTJZ,O,O,X,O,O,X,X,X,X,X
SILOTZJ,O,O,X,O,O,X,X,X,X,X
SILOJTZ,X,O,X,O,O,O,X,X,X,X
SILOJZT,X,O,X,O,X,O,X,X,X,X
SILOZTJ,O,O,X,O,O,O,X,X,X,X
SILOZJT,O,O,X,O,X,O,X,X,X,X
SIJTLZO,O,O,O,O,O,O,X,X,X,X
SIJTLOZ,O,O,O,O,O,X,X,X,X,X
SIJTZLO,O,O,O,O,O,O,X,X,X,X
SIJTZOL,O,O,O,O,O,O,X,X,X,X
SIJTOLZ,O,O,O,O,O,X,X,X,X,X
SIJTOZL,O,O,O,O,O,X,X,X,X,X
SIJLTZO,O,O,O,O,O,O,X,X,X,X
SIJLTOZ,O,O,O,O,O,X,X,X,X,X
SIJLZTO,O,O,O,O,X,O,X,X,X,X
SIJLZOT,O,O,X,O,X,O,X,X,X,X
SIJLOTZ,X,O,X,O,O,X,X,X,X,X
SIJLOZT,X,O,X,O,X,X,X,X,X,X
SIJZTLO,O,O,O,O,X,O,X,X,X,X
SIJZTOL,O,O,O,O,X,O,X,X,X,X
SIJZLTO,O,O,O,O,X,O,X,X,X,X
SIJZLOT,O,O,X,O,X,O,X,X,X,X
SIJZOTL,O,O,X,O,X,O,X,X,X,X
SIJZOLT,O,O,X,O,X,O,X,X,X,X
SIJOTLZ,X,O,X,O,O,X,X,X,X,X
SIJOTZL,X,O,X,O,O,X,X,X,X,X
SIJOLTZ,X,O,X,O,O,X,X,X,X,X
SIJOLZT,X,O,X,O,X,X,X,X,X,X
SIJOZTL,X,O,X,O,X,X,X,X,X,X
SIJOZLT,X,O,X,O,X,X,X,X,X,X
SIZTLJO,O,O,X,O,O,O,O,O,X,X
SIZTLOJ,O,O,X,O,O,O,X,O,X,X
SIZTJLO,O,O,O,O,O,O,O,O,X,X
SIZTJOL,O,O,O,O,O,O,X,O,X,X
SIZTOLJ,O,O,X,O,O,O,X,O,O,X
SIZTOJL,O,O,O,O,O,X,X,O,O,X
SIZLTJO,O,O,X,O,O,O,X,O,X,X
SIZLTOJ,O,O,X,O,O,O,X,O,O,X
SIZLJTO,O,O,O,O,X,O,X,O,X,X
SIZLJOT,O,X,X,O,X,O,X,X,X,X
SIZLOTJ,O,O,X,O,O,O,X,X,O,X
SIZLOJT,O,X,X,O,X,O,X,X,O,X
SIZJTLO,O,O,O,O,X,O,X,X,X,X
SIZJTOL,O,O,O,O,X,O,X,X,X,X
SIZJLTO,O,O,O,O,X,O,X,X,X,X
SIZJLOT,O,O,X,O,X,O,X,X,X,X
SIZJOTL,O,O,X,O,X,O,X,X,X,X
SIZJOLT,O,O,X,O,X,O,X,X,X,X
SIZOTLJ,O,O,X,O,O,O,O,X,O,X
SIZOTJL,O,O,X,O,O,O,O,X,O,X
SIZOLTJ,O,O,X,O,O,O,X,X,O,X
SIZOLJT,O,O,X,O,X,O,O,X,O,X
SIZOJTL,O,O,X,O,X,O,X,X,O,X
SIZOJLT,O,O,X,O,X,O,X,X,O,X
SIOTLJZ,O,O,X,O,O,X,O,X,X,X
SIOTLZJ,O,O,X,O,O,X,O,X,X,X
SIOTJLZ,O,O,X,O,O,X,O,X,X,X
SIOTJZL,O,O,X,O,O,X,O,X,X,X
SIOTZLJ,O,O,X,O,O,X,O,X,O,X
SIOTZJL,O,O,X,O,O,X,O,X,O,X
SIOLTJZ,O,O,X,O,O,X,X,X,X,X
SIOLTZJ,O,O,X,O,O,X,X,X,X,X
SIOLJTZ,X,O,X,O,O,O,X,X,X,X
SIOLJZT,X,O,X,O,X,O,O,X,X,X
SIOLZTJ,O,O,X,O,O,O,X,X,O,X
SIOLZJT,O,O,X,O,X,O,O,X,O,X
SIOJTLZ,X,O,X,O,O,O,X,X,X,X
SIOJTZL,X,O,X,O,O,O,X,X,X,X
SIOJLTZ,X,O,X,O,O,O,X,X,X,X
SIOJLZT,X,O,X,O,X,O,X,X,X,X
SIOJZTL,X,O,X,O,X,O,X,X,O,X
SIOJZLT,X,O,X,O,X,O,X,X,O,X
SIOZTLJ,O,O,X,O,O,O,O,X,O,X
SIOZTJL,O,O,X,O,O,O,O,X,O,X
SIOZLTJ,O,O,X,O,O,O,X,X,O,X
SIOZLJT,O,O,X,O,X,O,O,X,O,X
SIOZJTL,O,O,X,O,X,O,X,X,O,X
SIOZJLT,O,O,X,O,X,O,X,X,O,X
SLTIJZO,X,O,X,X,O,X,X,X,X,X
SLTIJOZ,X,O,X,X,O,X,X,X,X,X
SLTIZJO,O,O,X,X,O,X,X,X,X,X
SLTIZOJ,O,O,X,X,O,X,X,X,X,X
SLTIOJZ,X,O,X,X,O,X,X,X,X,X
SLTIOZJ,O,O,X,X,O,X,X,X,X,X
SLTJIZO,X,O,X,O,O,X,X,X,X,X
SLTJIOZ,X,O,X,X,O,X,X,X,X,X
SLTJZIO,O,O,X,O,O,X,X,X,X,X
SLTJZOI,O,O,X,O,O,X,X,X,X,X
SLTJOIZ,X,O,X,X,O,X,X,X,X,X
SLTJOZI,O,O,X,O,O,X,X,X,X,X
SLTZIJO,O,O,X,X,O,X,X,X,X,X
SLTZIOJ,O,O,X,O,O,X,X,X,X,X
SLTZJIO,O,O,X,O,O,X,X,X,X,X
SLTZJOI,O,O,X,O,O,X,X,X,X,X
SLTZOIJ,O,O,X,O,O,X,X,X,X,X
SLTZOJI,O,O,X,O,O,X,X,X,X,X
SLTOIJZ,X,X,X,X,O,X,X,X,X,X
SLTOIZJ,O,O,X,O,O,X,X,X,X,X
SLTOJIZ,X,X,X,O,O,X,X,X,X,X
SLTOJZI,O,O,X,O,O,X,X,X,X,X
SLTOZIJ,O,O,X,O,O,X,X,X,X,X
SLTOZJI,O,O,X,O,O,X,X,X,X,X
SLITJZO,O,O,X,O,O,X,X,X,X,X
SLITJOZ,O,O,X,O,O,X,X,X,X,X
SLITZJO,O,O,X,O,O,X,X,X,X,X
SLITZOJ,O,O,X,O,O,X,X,X,X,X
SLITOJZ,O,O,X,O,O,X,X,X,X,X
SLITOZJ,O,O,X,O,O,X,X,X,X,X
SLIJTZO,O,O,O,O,O,O,X,X,X,X
SLIJTOZ,O,O,O,O,O,X,X,X,X,X
SLIJZTO,O,O,O,O,X,O,X,O,X,X
SLIJZOT,O,O,X,O,X,O,X,X,X,X
SLIJOTZ,X,O,X,O,O,X,X,X,X,X
SLIJOZT,X,O,X,O,X,X,X,X,X,X
SLIZTJO,O,O,X,O,O,O,X,O,X,X
SLIZTOJ,O,O,X,O,O,O,X,O,X,X
SLIZJTO,O,O,O,O,X,O,X,O,X,X
SLIZJOT,O,X,X,O,X,O,X,X,X,X
SLIZOTJ,O,O,X,O,O,O,X,X,X,X
SLIZOJT,O,X,X,O,X,O,X,X,X,X
SLIOTJZ,O,O,X,O,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,O,X,X,X,X,X
SLIOJTZ,X,O,X,O,O,O,X,X,X,X
SLIOJZT,X,O,X,O,X,O,X,X,X,X
SLIOZTJ,O,O,X,O,O,O,X,X,X,X
SLIOZJT,O,O,X,O,X,O,X,X,X,X
SLJTIZO,X,O,O,O,X,X,X,X,X,X
SLJTIOZ,X,O,O,X,X,X,X,X,X,X
SLJTZIO,O,O,O,O,O,O,X,X,X,X
SLJTZOI,O,O,X,O,O,O,X,X,X,X
SLJTOIZ,X,O,O,O,O,X,X,X,X,X
SLJTOZI,O,O,O,O,O,X,X,X,X,X
SLJITZO,X,O,O,O,O,X,X,X,X,X
SLJITOZ,X,O,O,O,O,X,X,X,X,X
SLJIZTO,X,O,O,O,X,X,X,X,X,X
SLJIZOT,X,O,X,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,O,O,X,X,X,X,X
SLJIOZT,X,O,X,O,X,X,X,X,X,X
SLJZTIO,O,O,O,O,X,O,X,X,X,X
SLJZTOI,O,O,X,O,X,O,X,O,X,X
SLJZITO,O,O,O,O,X,O,X,X,X,X
SLJZIOT,X,O,X,O,X,O,X,X,X,X
SLJZOTI,O,O,X,O,X,O,X,X,X,X
SLJZOIT,X,X,X,O,X,O,X,X,X,X
SLJOTIZ,X,O,X,O,O,X,X,X,X,X
SLJOTZI,X,O,X,O,O,X,X,X,X,X
SLJOITZ,X,O,X,O,O,X,X,X,X,X
SLJOIZT,X,O,X,O,X,X,X,X,X,X
SLJOZTI,X,O,X,O,X,X,X,X,X,X
SLJOZIT,X,X,X,O,X,X,X,X,X,X
SLZTIJO,O,O,X,O,O,O,X,O,X,X
SLZTIOJ,O,O,X,O,O,O,X,O,O,X
SLZTJIO,O,O,X,O,O,O,X,X,X,X
SLZTJOI,O,O,X,O,O,O,X,O,O,X
SLZTOIJ,O,O,X,O,O,X,X,O,O,X
SLZTOJI,O,O,X,O,O,O,X,O,O,X
SLZITJO,O,O,X,O,O,O,X,X,X,X
SLZITOJ,O,O,X,O,O,O,X,X,O,X
SLZIJTO,O,O,O,O,X,O,X,X,X,X
SLZIJOT,O,X,X,O,X,O,X,X,X,X
SLZIOTJ,O,O,X,O,O,O,X,X,O,X
SLZIOJT,O,X,X,O,X,O,X,X,O,X
SLZJTIO,O,O,O,O,X,O,X,X,X,X
SLZJTOI,O,O,X,O,X,O,X,O,O,X
SLZJITO,O,X,O,O,X,O,X,X,X,X
SLZJIOT,O,X,X,O,X,O,X,X,X,X
SLZJOTI,O,X,X,O,X,O,X,X,O,X
SLZJOIT,X,X,X,O,X,O,X,X,O,X
SLZOTIJ,O,O,X,O,O,O,X,X,O,X
SLZOTJI,O,O,X,O,O,O,X,X,O,X
SLZOITJ,X,X,X,O,O,O,X,X,O,X
SLZOIJT,X,X,X,O,X,O,X,X,O,X
SLZOJTI,O,X,X,O,X,O,X,X,O,X
SLZOJIT,X,X,X,O,X,O,X,X,O,X
SLOTIJZ,X,X,X,X,O,X,X,X,X,X
SLOTIZJ,O,O,X,O,O,X,X,X,X,X
SLOTJIZ,X,X,X,O,O,X,X,X,X,X
SLOTJZI,O,O,X,O,O,X,X,X,X,X
SLOTZIJ,O,O,X,O,O,X,X,X,X,X
SLOTZJI,O,O,X,O,O,X,X,X,X,X
SLOITJZ,X,X,X,X,O,X,X,X,X,X
SLOITZJ,X,O,X,O,O,X,X,X,X,X
SLOIJTZ,X,X,X,O,O,X,X,X,X,X
SLOIJZT,X,X,X,O,X,X,X,X,X,X
SLOIZTJ,X,O,X,O,O,X,X,X,O,X
SLOIZJT,X,X,X,O,X,X,X,X,O,X
SLOJTIZ,X,O,X,O,O,X,X,X,X,X
SLOJTZI,X,O,X,O,O,O,X,X,X,X
SLOJITZ,X,O,X,O,O,X,X,X,X,X
SLOJIZT,X,O,X,O,X,X,X,X,X,X
SLOJZTI,X,O,X,O,X,O,X,X,X,X
SLOJZIT,X,O,X,O,X,O,X,X,X,X
SLOZTIJ,O,O,X,O,O,O,X,X,O,X
SLOZTJI,O,O,X,O,O,O,X,X,O,X
SLOZITJ,X,O,X,O,O,O,X,X,O,X
SLOZIJT,X,X,X,O,X,O,X,X,O,X
SLOZJTI,O,O,X,O,X,O,X,X,O,X
SLOZJIT,X,X,X,O,X,O,X,X,O,X
SJTILZO,X,O,O,O,O,X,X,X,X,X
SJTILOZ,X,O,O,X,O,X,X,X,X,X
SJTIZLO,X,O,O,O,O,X,X,X,X,X
SJTIZOL,X,O,O,O,O,X,X,X,X,X
SJTIOLZ,X,O,O,O,O,X,X,X,X,X
SJTIOZL,X,O,O,O,O,X,X,X,X,X
SJTLIZO,X,O,O,O,O,X,X,X,X,X
SJTLIOZ,X,O,O,X,O,X,X,X,X,X
SJTLZIO,O,O,O,O,O,O,X,X,X,X
SJTLZOI,O,O,X,O,O,O,X,X,X,X
SJTLOIZ,X,O,O,O,O,X,X,X,X,X
SJTLOZI,O,O,O,O,O,X,X,X,X,X
SJTZILO,O,O,X,O,O,O,X,X,X,X
SJTZIOL,O,X,X,O,O,X,X,X,X,X
SJTZLIO,O,O,O,O,X,O,X,X,X,X
SJTZLOI,O,O,X,O,O,O,X,X,X,X
SJTZOIL,O,X,X,O,O,X,X,X,X,X
SJTZOLI,O,O,O,O,O,O,X,X,X,X
SJTOILZ,X,X,O,O,O,X,X,X,X,X
SJTOIZL,X,X,O,O,O,X,X,X,X,X
SJTOLIZ,X,O,O,O,O,X,X,X,X,X
SJTOLZI,O,O,O,O,O,X,X,X,X,X
SJTOZIL,O,X,X,O,O,X,X,X,X,X
SJTOZLI,O,O,O,O,O,X,X,X,X,X
SJITLZO,X,O,O,O,X,X,X,X,X,X
SJITLOZ,X,O,O,X,X,X,X,X,X,X
SJITZLO,X,O,O,O,X,X,X,X,X,X
SJITZOL,X,O,O,O,X,X,X,X,X,X
SJITOLZ,X,O,O,O,X,X,X,X,X,X
SJITOZL,X,O,O,O,X,X,X,X,X,X
SJILTZO,X,O,O,O,X,X,X,X,X,X
SJILTOZ,X,O,O,O,X,X,X,X,X,X
SJILZTO,X,O,O,O,X,X,X,X,X,X
SJILZOT,X,O,X,O,X,X,X,X,X,X
SJILOTZ,X,O,X,O,X,X,X,X,X,X
SJILOZT,X,O,X,O,X,X,X,X,X,X
SJIZTLO,X,O,O,O,X,X,X,X,X,X
SJIZTOL,X,O,O,O,X,X,X,X,X,X
SJIZLTO,X,O,O,O,X,X,X,X,X,X
SJIZLOT,X,O,X,O,X,X,X,X,X,X
SJIZOTL,X,O,X,O,X,X,X,X,X,X
SJIZOLT,X,O,X,O,X,X,X,X,X,X
SJIOTLZ,X,O,X,O,X,X,X,X,X,X
SJIOTZL,X,O,X,O,X,X,X,X,X,X
SJIOLTZ,X,O,X,O,X,X,X,X,X,X
SJIOLZT,X,O,X,O,X,X,X,X,X,X
SJIOZTL,X,O,X,O,X,X,X,X,X,X
SJIOZLT,X,O,X,O,X,X,X,X,X,X
SJLTIZO,X,O,O,O,X,X,X,X,X,X
SJLTIOZ,X,O,O,X,X,X,X,X,X,X
SJLTZIO,O,O,O,O,O,O,X,X,X,X
SJLTZOI,O,O,X,O,O,O,X,X,X,X
SJLTOIZ,X,O,O,O,O,X,X,X,X,X
SJLTOZI,O,O,O,O,O,X,X,X,X,X
SJLITZO,X,O,O,O,O,X,X,X,X,X
SJLITOZ,X,O,O,O,O,X,X,X,X,X
SJLIZTO,X,O,O,O,X,X,X,X,X,X
SJLIZOT,X,O,X,O,X,X,X,X,X,X
SJLIOTZ,X,O,X,O,O,X,X,X,X,X
SJLIOZT,X,O,X,O,X,X,X,X,X,X
SJLZTIO,O,O,O,O,X,O,X,X,X,X
SJLZTOI,O,O,X,O,X,O,X,X,X,X
SJLZITO,O,O,O,O,X,O,X,X,X,X
SJLZIOT,X,O,X,O,X,O,X,X,X,X
SJLZOTI,O,O,X,O,X,O,X,X,X,X
SJLZOIT,X,X,X,O,X,O,X,X,X,X
SJLOTIZ,X,O,X,O,O,X,X,X,X,X
SJLOTZI,X,O,X,O,O,X,X,X,X,X
SJLOITZ,X,O,X,O,O,X,X,X,X,X
SJLOIZT,X,O,X,O,X,X,X,X,X,X
SJLOZTI,X,O,X,O,X,X,X,X,X,X
SJLOZIT,X,X,X,O,X,X,X,X,X,X
SJZTILO,O,O,X,O,X,O,X,X,X,X
SJZTIOL,O,X,X,O,X,X,X,X,X,X
SJZTLIO,O,O,O,O,X,O,X,X,X,X
SJZTLOI,O,O,X,O,X,O,X,X,X,X
SJZTOIL,O,X,X,O,X,X,X,X,O,X
SJZTOLI,O,O,O,O,X,O,X,X,O,X
SJZITLO,O,O,O,O,X,O,X,X,X,X
SJZITOL,O,X,O,O,X,X,X,X,X,X
SJZILTO,O,O,O,O,X,O,X,X,X,X
SJZILOT,X,X,X,O,X,O,X,X,X,X
SJZIOTL,X,X,X,O,X,X,X,X,X,X
SJZIOLT,X,X,X,O,X,X,X,X,X,X
SJZLTIO,O,O,O,O,X,O,X,X,X,X
SJZLTOI,O,O,X,O,X,O,X,X,O,X
SJZLITO,O,O,O,O,X,O,X,X,X,X
SJZLIOT,X,O,X,O,X,O,X,X,X,X
SJZLOTI,O,O,X,O,X,O,X,X,O,X
SJZLOIT,X,X,X,O,X,O,X,X,O,X
SJZOTIL,O,X,X,O,X,X,X,X,O,X
SJZOTLI,O,O,X,O,X,O,X,X,O,X
SJZOITL,X,X,X,O,X,X,X,X,O,X
SJZOILT,X,X,X,O,X,X,X,X,O,X
SJZOLTI,O,O,X,O,X,O,X,X,O,X
SJZOLIT,X,X,X,O,X,O,X,X,O,X
SJOTILZ,X,X,X,O,O,X,X,X,X,X
SJOTIZL,X,X,X,O,O,X,X,X,X,X
SJOTLIZ,X,O,X,O,O,X,X,X,X,X
