sequence,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFqfBTbBmcB1?qBXrB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBmcBflBC?hBzqB0rB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFCbB2hBXgBF?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhF3bBzcBckBV?mB2qBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFGbBzfBFmB0?qB/rBasB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhF2gB8hBikB3?lBFmBRwB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jex6IvhFicBOkBFlBX?mB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckB3hBT?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFFbBzcBflBC?mB2wB8qB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFzaB3cBUlBF?mBuqBywB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeT6IvhFxbB8hBikB3?lB2wBlqB,v115@6gC8GeC8FeD8AeA8CeH8DeC8JeZ/IvhFufB3bBlhBy?qB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Je2/IvhFRbBfmBlhBi?kB0qBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei6IvhFRcBckBlgB/?qBOrBzrB,v115@6gC8GeC8FeD8AeA8CeH8DeC8Jei8IvhFxkBXmBOkBF?lBzrB0qB
STILJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
STILZJO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STILZOJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STILOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIJLZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
STIJZLO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STIJZOL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O
STIJOLZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
STIJOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STIZLJO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STIZLOJ,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STIZJLO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STIZJOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
STIZOLJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STIZOJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STIOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STIOJLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
STIOJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STIOZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STIOZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STLIJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STLIZJO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLIZOJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLJIZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJZIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLJOIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJOZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
STLZIJO,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STLZIOJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLZJIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
STLZJOI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STLZOIJ,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X
STLZOJI,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLOJZI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
STLOZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STLOZJI,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
STJILZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
STJILOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJIZLO,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X
STJIZOL,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X
STJIOLZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJIOZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
STJLIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
STJLIOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJLZIO,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
STJLZOI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X
STJLOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJLOZI,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X
STJZILO,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X
STJZIOL,X,O,O,X,O,X,X,O,X,X,O,X,X,X,O,X
STJZLIO,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
STJZLOI,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O,X
STJZOIL,X,X,O,X,O,X,X,O,X,X,O,X,X,X,O,X
STJZOLI,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,X
STJOILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJOIZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
STJOLIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STJOLZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STJOZIL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X
STJOZLI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X
STZILJO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZILOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STZIJLO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZIJOL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZIOLJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STZIOJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STZLIJO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
STZLIOJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STZLJIO,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X
STZLJOI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
STZLOIJ,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STZLOJI,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X
STZJILO,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
STZJIOL,X,O,O,O,O,X,X,O,X,X,O,X,X,X,O,X
STZJLIO,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
STZJLOI,X,X,O,O,O,X,O,O,X,X,X,X,X,X,O,X
STZJOIL,X,X,O,O,O,X,X,O,X,X,O,X,X,X,O,X
STZJOLI,X,X,O,O,O,X,X,O,X,X,X,X,X,X,O,X
STZOILJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STZOIJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
STZOLIJ,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STZOLJI,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STZOJIL,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X
STZOJLI,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
STOILJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOIZLJ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STOIZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STOLJZI,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STOLZIJ,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOJILZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOJIZL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
STOJLZI,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJZIL,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOJZLI,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
STOZILJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOZIJL,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZLIJ,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOZLJI,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
STOZJIL,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
STOZJLI,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SITLJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SITLZJO,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SITLZOJ,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITLOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITJLZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SITJZLO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SITJZOL,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,O
SITJOLZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SITJOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SITZLJO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZLOJ,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZJLO,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZJOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O
SITZOLJ,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SITZOJL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SITOLJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOLZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SITOJLZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SITOJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SITOZLJ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SITOZJL,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SILTJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SILTZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILTOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILJTZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SILJZTO,X,X,X,O,X,X,X,O,X,O,X,X,O,X,X,X
SILJZOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SILJOTZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILZTJO,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SILZTOJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
SILZJTO,X,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X
SILZJOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SILZOTJ,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
SILZOJT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOTZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOJZT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SILOZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
SIJTLOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIJTZLO,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SIJTZOL,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
SIJTOLZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIJTOZL,X,O,X,X,X,X,X,O,X,X,X,X,X,X,O,O
SIJLTZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,O
SIJLZTO,X,X,O,O,X,X,X,O,X,O,X,X,O,X,X,X
SIJLZOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJZTLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SIJZTOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SIJZLTO,X,X,O,O,X,X,X,O,X,O,X,X,X,X,O,X
SIJZLOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIJZOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJOTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIJOLTZ,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJOZTL,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZTLJO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTLOJ,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJLO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X
SIZTJOL,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O
SIZTOLJ,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
SIZTOJL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SIZLTJO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O,X
SIZLJOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SIZJTLO,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X
SIZJTOL,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
SIZJLTO,X,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
SIZJLOT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZJOTL,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZJOLT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X
SIZOTJL,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
SIZOLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIZOJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOTJZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOTZLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOTZJL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLJZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOLZTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIOJTZL,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIOJLTZ,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJLZT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOJZTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SLTIJZO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTIJOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLTIZJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIZOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTIOZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTJIZO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJIOZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZIO,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJZOI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTJOIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTJOZI,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SLTZIJO,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZIOJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZJIO,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTZJOI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTZOIJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLTOIJZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOIZJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOJIZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTOJZI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLTOZIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLTOZJI,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITJZO,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLITJOZ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
SLITZJO,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITZOJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLITOJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLITOZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIJTZO,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,X,X,O,O,X,O,X,X,X,X,X,O
SLIJZTO,X,X,X,O,X,X,O,O,X,O,X,X,O,X,X,X
SLIJZOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SLIJOTZ,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
SLIJOZT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLIZTJO,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SLIZTOJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X
SLIZJTO,X,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X
SLIZJOT,X,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X
SLIZOTJ,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X
SLIZOJT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLIOTJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOTZJ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLIOJTZ,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLIOJZT,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLIOZTJ,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
SLIOZJT,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
SLJTIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,O,X
SLJTIOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLJTZIO,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X
SLJTZOI,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O,X
SLJTOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLJTOZI,X,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X
SLJITZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLJITOZ,O,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLJIZTO,X,X,O,O,X,X,X,O,X,O,X,O,O,O,X,X
SLJIZOT,X,X,X,X,X,X,O,X,X,O,X,O,O,O,X,X
SLJIOTZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLJIOZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SLJZTIO,X,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X
SLJZTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,O,O,X
SLJZITO,X,X,O,O,X,X,X,O,X,O,X,O,X,O,O,X
SLJZIOT,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
SLJZOTI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X
SLJZOIT,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
SLJOTIZ,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLJOTZI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SLJOIZT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SLJOZTI,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SLJOZIT,X,X,X,X,X,X,O,X,X,O,X,O,X,X,X,X
SLZTIJO,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLZTIOJ,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLZTJIO,X,X,O,O,X,X,X,O,X,X,X,X,X,O,O,X
SLZTJOI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X
SLZTOIJ,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X
SLZTOJI,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SLZITJO,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SLZITOJ,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X
SLZIJTO,X,X,X,O,X,X,O,X,X,O,X,X,X,O,O,X
SLZIJOT,X,X,X,X,X,X,O,X,X,O,X,O,X,O,X,X
SLZIOTJ,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
SLZIOJT,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
SLZJTIO,X,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X
SLZJTOI,X,X,O,O,X,X,O,X,X,X,X,O,X,O,O,X
SLZJITO,X,X,O,O,X,X,X,O,X,X,X,O,X,O,O,X
SLZJIOT,X,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X
SLZJOTI,X,X,X,X,X,X,O,X,X,X,X,O,X,O,O,X
