sequence,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBFiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXcBTdBcmBynBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFXdBamBziB0hBWw?BFsB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBasBGr?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFFhBXiB8nB6rBOs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsB6r?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFTdBFhB8nBSrBes?BXrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFKiBfjBFhBWsBzq?B0rB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhFeiBfjBFhBcsBCr?BTrB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF6hB0dB2nBVrBXs?BzqB,v115@7gE8FeE8EeD8EeE8DeC8Jex6IvhF0dB3hBlnBuqBTm?BywB
JTSIZLO,X,O,X,X,X,X,X,X,X,O,O
JTSIZOL,X,O,X,X,X,X,O,X,X,O,O
JTSIOLZ,X,X,X,X,X,X,X,X,X,O,X
JTSIOZL,X,X,X,X,X,X,X,X,X,O,O
JTSLIZO,X,O,X,X,X,X,X,X,X,O,O
JTSLIOZ,X,O,O,X,X,X,X,O,X,O,O
JTSLZIO,X,O,X,X,X,X,X,X,X,O,O
JTSLZOI,X,O,X,X,X,X,X,O,X,O,O
JTSLOIZ,X,O,O,X,X,X,X,O,X,O,O
JTSLOZI,X,O,O,X,X,X,X,O,X,O,O
JTSZILO,X,O,X,X,X,X,X,X,X,O,O
JTSZIOL,X,O,X,X,X,X,O,X,X,O,O
JTSZLIO,X,O,X,X,X,X,X,X,X,O,O
JTSZLOI,X,O,X,X,X,X,X,O,X,O,O
JTSZOIL,X,O,X,X,X,X,O,X,X,O,O
JTSZOLI,X,O,X,X,X,X,O,X,X,O,O
JTSOILZ,X,X,O,X,X,X,X,X,X,O,X
JTSOIZL,X,X,X,X,X,X,X,X,X,O,O
JTSOLIZ,X,X,O,X,X,X,X,O,X,O,X
JTSOLZI,X,X,O,X,X,X,X,O,X,O,X
JTSOZIL,X,X,X,X,X,X,X,X,X,O,O
JTSOZLI,X,X,O,X,X,X,X,X,X,O,O
JTZILSO,X,O,X,O,X,X,O,X,X,X,X
JTZILOS,X,O,X,O,X,X,O,X,X,X,X
JTZISLO,X,O,X,X,O,X,X,X,X,O,O
JTZISOL,X,O,X,X,O,X,O,X,X,O,O
JTZIOLS,X,O,X,O,X,X,O,X,X,X,X
JTZIOSL,X,O,X,X,X,X,O,X,X,X,X
JTZLISO,X,O,X,O,X,X,O,X,X,X,X
JTZLIOS,X,O,O,O,X,X,O,X,X,X,X
JTZLSIO,X,O,X,O,X,X,O,X,X,X,O
JTZLSOI,X,O,X,O,X,X,O,X,X,X,O
JTZLOIS,X,O,O,O,X,X,O,X,X,X,X
JTZLOSI,X,O,O,O,X,X,O,X,X,X,X
JTZSILO,X,O,X,X,O,X,X,X,X,O,O
JTZSIOL,X,O,X,X,O,X,O,X,X,O,O
JTZSLIO,X,O,X,X,O,X,X,X,X,O,O
JTZSLOI,X,O,X,X,O,X,X,O,X,O,O
JTZSOIL,X,O,X,X,O,X,O,X,X,O,O
JTZSOLI,X,O,X,X,O,X,O,X,X,O,O
JTZOILS,X,O,X,O,X,X,O,X,X,X,X
JTZOISL,X,O,X,X,X,X,O,X,X,X,X
JTZOLIS,X,O,O,O,X,X,O,X,X,X,X
JTZOLSI,X,O,O,O,X,X,O,X,X,X,X
JTZOSIL,X,O,X,X,X,X,O,X,X,X,X
JTZOSLI,X,O,O,X,X,X,O,X,X,X,X
JTOILSZ,X,O,O,X,X,X,X,O,X,X,X
JTOILZS,X,O,O,X,X,X,X,X,X,X,X
JTOISLZ,X,X,O,X,X,X,X,O,X,X,X
JTOISZL,X,X,X,X,X,X,X,O,X,X,X
JTOIZLS,X,O,X,X,X,X,O,X,X,X,X
JTOIZSL,X,O,X,X,O,X,O,O,X,X,X
JTOLISZ,X,O,O,X,X,X,X,O,X,X,X
JTOLIZS,X,O,O,X,X,X,X,X,X,X,X
JTOLSIZ,X,O,O,X,X,X,X,O,X,X,X
JTOLSZI,X,O,O,X,X,X,X,O,X,X,X
JTOLZIS,X,O,O,X,X,X,X,X,X,X,X
JTOLZSI,X,O,O,X,X,X,X,X,X,X,X
JTOSILZ,X,X,O,X,X,X,X,O,X,X,X
JTOSIZL,X,X,X,X,X,X,X,O,X,X,X
JTOSLIZ,X,X,O,X,X,X,X,O,X,X,X
JTOSLZI,X,X,O,X,X,X,X,O,X,X,X
JTOSZIL,X,X,X,X,X,X,X,O,X,X,X
JTOSZLI,X,X,O,X,X,X,X,O,X,X,X
JTOZILS,X,O,X,X,X,X,O,X,X,X,X
JTOZISL,X,O,X,X,O,X,O,O,X,X,X
JTOZLIS,X,O,O,X,X,X,O,X,X,X,X
JTOZLSI,X,O,O,X,X,X,O,X,X,X,X
JTOZSIL,X,O,X,X,O,X,O,O,X,X,X
JTOZSLI,X,O,O,X,O,X,O,O,X,X,X
JITLSZO,X,O,X,O,X,X,O,X,X,X,X
JITLSOZ,X,O,O,X,X,X,X,X,X,X,X
JITLZSO,X,O,X,O,X,X,O,X,X,X,X
JITLZOS,X,O,O,O,X,X,O,X,X,X,X
JITLOSZ,X,O,O,X,X,X,X,X,X,X,X
JITLOZS,X,O,O,O,X,X,O,X,X,X,X
JITSLZO,X,O,X,X,X,X,X,X,X,O,O
JITSLOZ,X,O,X,X,X,X,X,O,X,O,X
JITSZLO,X,O,X,X,X,X,X,X,X,O,O
JITSZOL,X,O,X,X,X,X,O,X,X,O,O
JITSOLZ,X,X,X,X,X,X,X,X,X,O,X
JITSOZL,X,X,X,X,X,X,X,X,X,O,O
JITZLSO,X,O,X,O,X,X,O,X,X,X,X
JITZLOS,X,O,X,O,X,X,O,X,X,X,X
JITZSLO,X,O,X,X,O,X,X,X,X,O,O
JITZSOL,X,O,X,X,O,X,O,X,X,O,O
JITZOLS,X,O,X,O,X,X,O,X,X,X,X
JITZOSL,X,O,X,X,X,X,O,X,X,X,X
JITOLSZ,X,O,O,X,X,X,X,O,X,X,X
JITOLZS,X,O,O,X,X,X,X,X,X,X,X
JITOSLZ,X,X,O,X,X,X,X,O,X,X,X
JITOSZL,X,X,X,X,X,X,X,O,X,X,X
JITOZLS,X,O,X,X,X,X,O,X,X,X,X
JITOZSL,X,O,X,X,O,X,O,O,X,X,X
JILTSZO,X,O,X,O,X,X,O,X,X,X,X
JILTSOZ,X,O,O,X,X,X,X,X,X,X,X
JILTZSO,X,O,X,O,X,X,O,X,X,X,X
JILTZOS,X,O,O,O,X,X,O,X,X,X,X
JILTOSZ,X,O,O,X,X,X,X,X,X,X,X
JILTOZS,X,O,O,O,X,X,O,X,X,X,X
JILSTZO,X,O,X,O,X,X,O,X,X,O,X
JILSTOZ,X,O,O,X,X,X,X,X,X,O,X
JILSZTO,O,O,X,O,X,X,O,X,O,O,X
JILSZOT,X,O,X,O,X,X,O,X,O,X,X
JILSOTZ,X,O,O,X,X,X,X,X,X,X,X
JILSOZT,X,O,O,X,X,X,X,X,X,X,X
JILZTSO,O,O,X,O,X,X,O,X,X,X,X
JILZTOS,X,O,O,O,X,X,O,X,X,X,X
JILZSTO,O,O,X,O,X,X,O,X,X,O,X
JILZSOT,X,O,X,O,X,X,O,X,X,X,X
JILZOTS,X,O,O,O,X,X,O,X,X,X,X
JILZOST,X,O,O,O,X,X,O,X,X,X,X
JILOTSZ,X,O,O,X,X,X,X,X,X,X,X
JILOTZS,X,O,O,O,X,X,O,X,X,X,X
JILOSTZ,X,O,O,X,X,X,X,X,X,X,X
JILOSZT,X,O,O,X,X,X,X,X,X,X,X
JILOZTS,X,O,O,O,X,X,O,X,X,X,X
JILOZST,X,O,O,O,X,X,O,X,X,X,X
JISTLZO,X,O,X,X,X,X,X,X,X,O,X
JISTLOZ,X,O,X,X,X,X,X,O,X,O,X
JISTZLO,X,O,X,X,X,X,X,X,X,O,X
JISTZOL,X,O,X,X,X,X,O,X,X,O,X
JISTOLZ,X,X,X,X,X,X,X,X,X,O,X
JISTOZL,X,X,X,X,X,X,X,X,X,O,X
JISLTZO,X,O,X,O,X,X,O,X,X,O,X
JISLTOZ,X,O,O,X,X,X,X,O,X,O,X
JISLZTO,O,O,X,O,X,X,O,X,O,O,X
JISLZOT,X,O,X,O,X,X,O,X,O,X,X
JISLOTZ,X,O,O,X,X,X,X,X,X,X,X
JISLOZT,X,O,O,X,X,X,X,X,X,X,X
JISZTLO,X,O,X,X,X,O,X,X,O,O,X
JISZTOL,X,O,X,X,X,O,O,X,O,O,X
JISZLTO,O,O,X,O,X,O,O,X,O,O,X
JISZLOT,X,O,X,O,X,X,O,X,O,X,X
JISZOTL,X,O,X,X,X,O,O,X,O,O,X
JISZOLT,X,O,X,X,X,O,O,X,O,X,X
JISOTLZ,X,X,X,X,X,X,X,O,X,O,X
JISOTZL,X,X,X,X,X,X,X,O,X,O,X
JISOLTZ,X,X,O,X,X,X,X,O,X,X,X
JISOLZT,O,X,O,X,X,X,X,O,X,X,X
JISOZTL,X,O,X,X,X,O,X,O,X,O,X
JISOZLT,O,O,X,X,X,O,X,O,X,X,X
JIZTLSO,X,O,X,O,X,X,O,X,X,X,X
JIZTLOS,X,O,X,O,X,X,O,X,X,X,X
JIZTSLO,X,O,X,X,O,X,X,X,X,O,X
JIZTSOL,X,O,X,X,O,X,O,X,X,O,X
JIZTOLS,X,O,X,O,X,X,O,X,X,X,X
JIZTOSL,X,O,X,X,X,X,O,X,X,X,X
JIZLTSO,O,O,X,O,X,X,O,X,X,X,X
JIZLTOS,X,O,O,O,X,X,O,X,X,X,X
JIZLSTO,O,O,X,O,X,X,O,X,X,O,X
JIZLSOT,X,O,X,O,X,X,O,X,X,X,X
JIZLOTS,X,O,O,O,X,X,O,X,X,X,X
JIZLOST,X,O,O,O,X,X,O,X,X,X,X
JIZSTLO,X,O,X,X,O,X,X,X,X,O,X
JIZSTOL,X,O,X,X,O,X,O,X,X,O,X
JIZSLTO,O,O,X,O,X,X,O,X,X,O,X
JIZSLOT,X,O,X,O,X,X,O,X,X,X,X
JIZSOTL,X,O,X,X,X,X,O,X,X,O,X
JIZSOLT,X,O,X,X,X,X,O,X,X,X,X
JIZOTLS,X,O,X,O,X,X,O,X,X,X,X
JIZOTSL,X,O,X,X,O,X,O,X,X,X,X
JIZOLTS,O,O,O,O,X,X,O,X,X,X,X
JIZOLST,O,O,O,O,X,X,O,X,X,X,X
JIZOSTL,X,O,X,X,O,X,O,X,X,O,X
JIZOSLT,O,O,X,X,X,X,O,X,X,X,X
JIOTLSZ,X,O,O,X,X,X,X,O,X,X,X
JIOTLZS,X,O,O,X,X,X,X,X,X,X,X
JIOTSLZ,X,X,O,X,X,X,X,O,X,X,X
JIOTSZL,X,X,X,X,X,X,X,O,X,X,X
JIOTZLS,X,O,X,X,X,X,O,X,X,X,X
JIOTZSL,X,O,X,X,O,X,O,O,X,X,X
JIOLTSZ,X,O,O,X,X,X,X,O,X,X,X
JIOLTZS,X,O,O,O,X,X,O,X,X,X,X
JIOLSTZ,X,O,O,X,X,X,X,O,X,X,X
JIOLSZT,O,O,O,X,X,X,X,O,X,X,X
JIOLZTS,O,O,O,O,X,X,O,X,X,X,X
JIOLZST,O,O,O,O,X,X,O,X,X,X,X
JIOSTLZ,X,X,X,X,X,X,X,O,X,O,X
JIOSTZL,X,X,X,X,X,X,X,O,X,O,X
JIOSLTZ,X,X,O,X,X,X,X,O,X,X,X
JIOSLZT,O,X,O,X,X,X,X,O,X,X,X
JIOSZTL,X,O,X,X,X,O,X,O,X,O,X
JIOSZLT,O,O,X,X,X,O,X,O,X,X,X
JIOZTLS,X,O,X,X,X,X,O,X,X,X,X
JIOZTSL,X,O,X,X,O,X,O,O,X,X,X
JIOZLTS,O,O,O,O,X,X,O,X,X,X,X
JIOZLST,O,O,O,O,X,X,O,X,X,X,X
JIOZSTL,X,O,X,X,O,X,O,O,X,O,X
JIOZSLT,O,O,X,X,X,X,O,O,X,X,X
JLTISZO,X,O,X,O,X,X,O,X,X,X,X
JLTISOZ,X,O,O,X,X,X,X,X,X,X,X
JLTIZSO,X,O,X,O,X,X,O,X,X,X,X
JLTIZOS,X,O,O,O,X,X,O,X,X,X,X
JLTIOSZ,X,O,O,X,X,X,X,X,X,X,X
JLTIOZS,X,O,O,O,X,X,O,X,X,X,X
JLTSIZO,X,O,X,O,X,X,O,X,X,X,O
JLTSIOZ,X,O,O,X,X,X,X,O,X,X,O
JLTSZIO,X,O,X,O,X,X,O,X,X,X,O
JLTSZOI,X,O,X,O,X,X,O,O,X,X,O
JLTSOIZ,X,O,O,X,X,X,X,O,X,X,O
JLTSOZI,X,O,O,X,X,X,X,O,X,X,O
JLTZISO,X,O,X,O,X,X,O,X,X,X,X
JLTZIOS,X,O,O,O,X,X,O,X,X,X,X
JLTZSIO,X,O,X,O,X,X,O,X,X,X,O
JLTZSOI,X,O,X,O,X,X,O,X,X,X,O
JLTZOIS,X,O,O,O,X,X,O,X,X,X,X
JLTZOSI,X,O,O,O,X,X,O,X,X,X,X
JLTOISZ,X,O,O,X,X,X,X,X,X,X,X
JLTOIZS,X,O,O,O,X,X,O,X,X,X,X
JLTOSIZ,X,O,O,X,X,X,X,X,X,X,X
JLTOSZI,X,O,O,X,X,X,X,X,X,X,X
JLTOZIS,X,O,O,O,X,X,O,X,X,X,X
JLTOZSI,X,O,O,O,X,X,O,X,X,X,X
JLITSZO,X,O,X,O,X,X,O,X,X,X,X
JLITSOZ,X,O,O,X,X,X,X,X,X,X,X
JLITZSO,X,O,X,O,X,X,O,X,X,X,X
JLITZOS,X,O,O,O,X,X,O,X,X,X,X
JLITOSZ,X,O,O,X,X,X,X,X,X,X,X
JLITOZS,X,O,O,O,X,X,O,X,X,X,X
JLISTZO,X,O,X,O,X,X,O,X,X,O,X
JLISTOZ,X,O,O,X,X,X,X,X,X,O,X
JLISZTO,O,O,X,O,X,X,O,X,O,O,X
JLISZOT,X,O,X,O,X,X,O,X,O,X,X
JLISOTZ,X,O,O,X,X,X,X,X,X,X,X
JLISOZT,X,O,O,X,X,X,X,X,X,X,X
JLIZTSO,O,O,X,O,X,X,O,X,X,X,X
JLIZTOS,X,O,O,O,X,X,O,X,X,X,X
JLIZSTO,O,O,X,O,X,X,O,X,X,O,X
JLIZSOT,X,O,X,O,X,X,O,X,X,X,X
JLIZOTS,X,O,O,O,X,X,O,X,X,X,X
JLIZOST,X,O,O,O,X,X,O,X,X,X,X
JLIOTSZ,X,O,O,X,X,X,X,X,X,X,X
JLIOTZS,X,O,O,O,X,X,O,X,X,X,X
JLIOSTZ,X,O,O,X,X,X,X,X,X,X,X
JLIOSZT,X,O,O,X,X,X,X,X,X,X,X
JLIOZTS,X,O,O,O,X,X,O,X,X,X,X
JLIOZST,X,O,O,O,X,X,O,X,X,X,X
JLSTIZO,X,O,X,O,X,X,O,X,X,O,X
JLSTIOZ,X,O,O,X,X,X,X,O,X,O,X
JLSTZIO,X,O,X,O,X,X,O,X,X,O,X
JLSTZOI,X,O,X,O,X,X,O,O,X,O,X
JLSTOIZ,X,O,O,X,X,X,X,O,X,O,X
JLSTOZI,X,O,O,X,X,X,X,O,X,O,X
JLSITZO,X,O,X,O,X,X,O,X,X,O,X
JLSITOZ,X,O,O,X,X,X,X,O,X,O,X
JLSIZTO,O,O,X,O,X,X,O,X,O,O,X
JLSIZOT,X,O,X,O,X,X,O,X,O,X,X
JLSIOTZ,X,O,O,X,X,X,X,X,X,X,X
JLSIOZT,X,O,O,X,X,X,X,X,X,X,X
JLSZTIO,O,O,X,O,X,X,O,X,O,O,X
JLSZTOI,O,O,X,O,X,X,O,O,O,O,X
JLSZITO,O,O,X,O,X,X,O,X,O,O,X
JLSZIOT,X,O,X,O,X,X,O,X,O,X,X
JLSZOTI,X,O,X,O,X,X,O,X,O,X,X
JLSZOIT,X,O,X,O,X,X,O,X,O,X,X
JLSOTIZ,X,O,O,X,X,X,X,O,X,X,X
JLSOTZI,X,O,O,X,X,X,X,O,X,X,X
JLSOITZ,X,O,O,X,X,X,X,X,X,X,X
JLSOIZT,X,O,O,X,X,X,X,X,X,X,X
JLSOZTI,X,O,O,X,X,X,X,X,X,X,X
JLSOZIT,X,O,O,X,X,X,X,X,X,X,X
JLZTISO,O,O,X,O,X,X,O,X,X,X,X
JLZTIOS,X,O,O,O,X,X,O,X,X,X,X
JLZTSIO,O,O,X,O,X,X,O,X,X,X,X
JLZTSOI,O,O,X,O,X,X,O,X,X,X,X
JLZTOIS,O,O,O,O,X,X,O,X,X,X,X
JLZTOSI,O,O,O,O,X,X,O,X,X,X,X
JLZITSO,O,O,X,O,X,X,O,X,X,X,X
JLZITOS,X,O,O,O,X,X,O,X,X,X,X
JLZISTO,O,O,X,O,X,X,O,X,X,O,X
JLZISOT,X,O,X,O,X,X,O,X,X,X,X
JLZIOTS,X,O,O,O,X,X,O,X,X,X,X
JLZIOST,X,O,O,O,X,X,O,X,X,X,X
JLZSTIO,O,O,X,O,X,X,O,X,X,O,X
JLZSTOI,O,O,X,O,X,X,O,X,X,O,X
JLZSITO,O,O,X,O,X,X,O,X,X,O,X
JLZSIOT,X,O,X,O,X,X,O,X,X,X,X
JLZSOTI,X,O,X,O,X,X,O,X,X,X,X
JLZSOIT,X,O,X,O,X,X,O,X,X,X,X
JLZOTIS,X,O,O,O,X,X,O,X,X,X,X
JLZOTSI,X,O,O,O,X,X,O,X,X,X,X
JLZOITS,X,O,O,O,X,X,O,X,X,X,X
JLZOIST,X,O,O,O,X,X,O,X,X,X,X
JLZOSTI,X,O,O,O,X,X,O,X,X,X,X
JLZOSIT,X,O,O,O,X,X,O,X,X,X,X
JLOTISZ,X,O,O,X,X,X,X,X,X,X,X
JLOTIZS,X,O,O,O,X,X,O,X,X,X,X
JLOTSIZ,X,O,O,X,X,X,X,X,X,X,X
JLOTSZI,X,O,O,X,X,X,X,X,X,X,X
JLOTZIS,X,O,O,O,X,X,O,X,X,X,X
JLOTZSI,X,O,O,O,X,X,O,X,X,X,X
JLOITSZ,X,O,O,X,X,X,X,X,X,X,X
JLOITZS,X,O,O,O,X,X,O,X,X,X,X
JLOISTZ,X,O,O,X,X,X,X,X,X,X,X
JLOISZT,X,O,O,X,X,X,X,X,X,X,X
JLOIZTS,X,O,O,O,X,X,O,X,X,X,X
JLOIZST,X,O,O,O,X,X,O,X,X,X,X
JLOSTIZ,X,O,O,X,X,X,X,X,X,X,X
JLOSTZI,X,O,O,X,X,X,X,X,X,X,X
JLOSITZ,X,O,O,X,X,X,X,X,X,X,X
JLOSIZT,X,O,O,X,X,X,X,X,X,X,X
JLOSZTI,X,O,O,X,X,X,X,X,X,X,X
JLOSZIT,X,O,O,X,X,X,X,X,X,X,X
JLOZTIS,X,O,O,O,X,X,O,X,X,X,X
JLOZTSI,X,O,O,O,X,X,O,X,X,X,X
JLOZITS,X,O,O,O,X,X,O,X,X,X,X
JLOZIST,X,O,O,O,X,X,O,X,X,X,X
JLOZSTI,X,O,O,O,X,X,O,X,X,X,X
JLOZSIT,X,O,O,O,X,X,O,X,X,X,X
JSTILZO,X,O,X,X,X,X,X,X,X,O,X
JSTILOZ,X,O,X,X,X,X,X,O,X,O,X
JSTIZLO,X,O,X,X,X,X,X,X,X,O,X
JSTIZOL,X,O,X,X,X,X,O,X,X,O,X
JSTIOLZ,X,X,X,X,X,X,X,X,X,O,X
JSTIOZL,X,X,X,X,X,X,X,X,X,O,X
JSTLIZO,X,O,X,X,X,X,X,X,X,O,X
JSTLIOZ,X,O,O,X,X,X,X,O,X,O,X
JSTLZIO,X,O,X,X,X,X,X,X,X,O,X
JSTLZOI,X,O,X,X,X,X,X,O,X,O,X
JSTLOIZ,X,O,O,X,X,X,X,O,X,O,X
JSTLOZI,X,O,O,X,X,X,X,O,X,O,X
JSTZILO,X,O,X,X,X,X,X,X,X,O,X
JSTZIOL,X,O,X,X,X,X,O,X,X,O,X
JSTZLIO,X,O,X,X,X,X,X,X,X,O,X
JSTZLOI,X,O,X,X,X,X,X,O,X,O,X
JSTZOIL,X,O,X,X,X,X,O,X,X,O,X
JSTZOLI,X,O,X,X,X,X,O,X,X,O,X
JSTOILZ,X,X,O,X,X,X,X,X,X,O,X
JSTOIZL,X,X,X,X,X,X,X,X,X,O,X
JSTOLIZ,X,X,O,X,X,X,X,O,X,O,X
JSTOLZI,X,X,O,X,X,X,X,O,X,O,X
JSTOZIL,X,X,X,X,X,X,X,X,X,O,X
JSTOZLI,X,X,O,X,X,X,X,X,X,O,X
JSITLZO,X,O,X,X,X,X,X,X,X,O,X
JSITLOZ,X,O,X,X,X,X,X,O,X,O,X
JSITZLO,X,O,X,X,X,X,X,X,X,O,X
JSITZOL,X,O,X,X,X,X,O,X,X,O,X
JSITOLZ,X,X,X,X,X,X,X,X,X,O,X
JSITOZL,X,X,X,X,X,X,X,X,X,O,X
JSILTZO,X,O,X,O,X,X,O,X,X,O,X
JSILTOZ,X,O,O,X,X,X,X,O,X,O,X
JSILZTO,O,O,X,O,X,X,O,X,O,O,X
JSILZOT,X,O,X,O,X,X,O,X,O,X,X
JSILOTZ,X,O,O,X,X,X,X,X,X,X,X
JSILOZT,X,O,O,X,X,X,X,X,X,X,X
JSIZTLO,X,O,X,X,X,O,X,X,O,O,X
JSIZTOL,X,O,X,X,X,O,O,X,O,O,X
JSIZLTO,O,O,X,O,X,O,O,X,O,O,X
JSIZLOT,X,O,X,O,X,X,O,X,O,X,X
JSIZOTL,X,O,X,X,X,O,O,X,O,O,X
JSIZOLT,X,O,X,X,X,O,O,X,O,X,X
JSIOTLZ,X,X,X,X,X,X,X,O,X,O,X
JSIOTZL,X,X,X,X,X,X,X,O,X,O,X
JSIOLTZ,X,X,O,X,X,X,X,O,X,X,X
JSIOLZT,O,X,O,X,X,X,X,O,X,X,X
JSIOZTL,X,O,X,X,X,O,X,O,X,O,X
JSIOZLT,O,O,X,X,X,O,X,O,X,X,X
JSLTIZO,X,O,X,O,X,X,O,X,X,O,X
JSLTIOZ,X,O,O,X,X,X,X,O,X,O,X
JSLTZIO,X,O,X,O,X,X,O,X,X,O,X
JSLTZOI,X,O,X,O,X,X,O,O,X,O,X
JSLTOIZ,X,O,O,X,X,X,X,O,X,O,X
JSLTOZI,X,O,O,X,X,X,X,O,X,O,X
JSLITZO,X,O,X,O,X,X,O,X,X,O,X
JSLITOZ,X,O,O,X,X,X,X,O,X,O,X
JSLIZTO,O,O,X,O,X,X,O,X,O,O,X
JSLIZOT,X,O,X,O,X,X,O,X,O,X,X
JSLIOTZ,X,O,O,X,X,X,X,X,X,X,X
JSLIOZT,X,O,O,X,X,X,X,X,X,X,X
JSLZTIO,O,O,X,O,X,X,O,X,O,O,X
JSLZTOI,O,O,X,O,X,X,O,O,O,O,X
JSLZITO,O,O,X,O,X,X,O,X,O,O,X
JSLZIOT,X,O,X,O,X,X,O,X,O,X,X
JSLZOTI,X,O,X,O,X,X,O,X,O,X,X
JSLZOIT,X,O,X,O,X,X,O,X,O,X,X
JSLOTIZ,X,O,O,X,X,X,X,O,X,X,X
JSLOTZI,X,O,O,X,X,X,X,O,X,X,X
JSLOITZ,X,O,O,X,X,X,X,X,X,X,X
JSLOIZT,X,O,O,X,X,X,X,X,X,X,X
JSLOZTI,X,O,O,X,X,X,X,X,X,X,X
JSLOZIT,X,O,O,X,X,X,X,X,X,X,X
JSZTILO,X,O,X,X,X,O,X,X,O,O,X
JSZTIOL,X,O,X,X,X,O,O,X,O,O,X
JSZTLIO,X,O,X,X,X,O,X,X,O,O,X
JSZTLOI,X,O,X,X,X,O,X,O,O,O,X
JSZTOIL,X,O,X,X,X,O,O,X,O,O,X
JSZTOLI,X,O,X,X,X,O,O,X,O,O,X
JSZITLO,X,O,X,X,X,O,X,X,O,O,X
JSZITOL,X,O,X,X,X,O,O,X,O,O,X
JSZILTO,O,O,X,O,X,O,O,X,O,O,X
JSZILOT,X,O,X,O,X,X,O,X,O,X,X
JSZIOTL,X,O,X,X,X,O,O,X,O,O,X
JSZIOLT,X,O,X,X,X,O,O,X,O,X,X
JSZLTIO,O,O,X,O,X,O,O,X,O,O,X
JSZLTOI,O,O,X,O,X,O,O,O,O,O,X
JSZLITO,O,O,X,O,X,O,O,X,O,O,X
JSZLIOT,X,O,X,O,X,X,O,X,O,X,X
JSZLOTI,X,O,X,O,X,X,O,X,O,X,X
JSZLOIT,X,O,X,O,X,X,O,X,O,X,X
JSZOTIL,X,O,X,X,X,O,O,X,O,O,X
JSZOTLI,X,O,X,X,X,O,O,X,O,O,X
JSZOITL,X,O,X,X,X,O,O,X,O,O,X
JSZOILT,X,O,X,X,X,O,O,X,O,X,X
JSZOLTI,X,O,X,X,X,O,O,X,O,X,X
JSZOLIT,X,O,X,X,X,O,O,X,O,X,X
JSOTILZ,X,X,O,X,X,X,X,O,X,O,X
JSOTIZL,X,X,X,X,X,X,X,O,X,O,X
JSOTLIZ,X,X,O,X,X,X,X,O,X,O,X
JSOTLZI,X,X,O,X,X,X,X,O,X,O,X
JSOTZIL,X,X,X,X,X,X,X,O,X,O,X
JSOTZLI,X,X,O,X,X,X,X,O,X,O,X
JSOITLZ,X,X,X,X,X,X,X,O,X,O,X
JSOITZL,X,X,X,X,X,X,X,O,X,O,X
JSOILTZ,X,X,O,X,X,X,X,O,X,X,X
JSOILZT,O,X,O,X,X,X,X,O,X,X,X
JSOIZTL,X,O,X,X,X,O,X,O,X,O,X
JSOIZLT,O,O,X,X,X,O,X,O,X,X,X
JSOLTIZ,X,X,O,X,X,X,X,O,X,X,X
JSOLTZI,X,X,O,X,X,X,X,O,X,X,X
JSOLITZ,X,X,O,X,X,X,X,O,X,X,X
JSOLIZT,O,X,O,X,X,X,X,O,X,X,X
JSOLZTI,O,X,O,X,X,X,X,O,X,X,X
JSOLZIT,O,X,O,X,X,X,X,O,X,X,X
JSOZTIL,X,O,X,X,X,O,X,O,X,O,X
JSOZTLI,X,O,X,X,X,O,X,O,X,O,X
JSOZITL,X,O,X,X,X,O,X,O,X,O,X
JSOZILT,O,O,X,X,X,O,X,O,X,X,X
JSOZLTI,O,O,O,X,X,O,X,O,X,X,X
JSOZLIT,O,O,O,X,X,O,X,O,X,X,X
JZTILSO,X,O,X,O,X,X,O,X,X,X,X
JZTILOS,X,O,X,O,X,X,O,X,X,X,X
JZTISLO,X,O,X,X,O,X,X,X,X,O,X
JZTISOL,X,O,X,X,O,X,O,X,X,O,X
JZTIOLS,X,O,X,O,X,X,O,X,X,X,X
JZTIOSL,X,O,X,X,X,X,O,X,X,X,X
JZTLISO,O,O,X,O,X,X,O,X,X,X,X
JZTLIOS,X,O,O,O,X,X,O,X,X,X,X
JZTLSIO,O,O,X,O,X,X,O,X,X,X,X
JZTLSOI,O,O,X,O,X,X,O,X,X,X,X
JZTLOIS,O,O,O,O,X,X,O,X,X,X,X
JZTLOSI,O,O,O,O,X,X,O,X,X,X,X
JZTSILO,X,O,X,X,O,X,X,X,X,O,X
JZTSIOL,X,O,X,X,O,X,O,X,X,O,X
JZTSLIO,X,O,X,X,O,X,X,X,X,O,X
JZTSLOI,X,O,X,X,O,X,X,O,X,O,X
JZTSOIL,X,O,X,X,O,X,O,X,X,O,X
JZTSOLI,X,O,X,X,O,X,O,X,X,O,X
JZTOILS,X,O,X,O,X,X,O,X,X,X,X
JZTOISL,X,O,X,X,X,X,O,X,X,X,X
JZTOLIS,X,O,O,O,X,X,O,X,X,X,X
