sequence,v115@RhB8GeF8AeD8Je2EJvhFRgBCiBTjB3lB0nBlrB,v115@RhB8GeF8AeD8Jex/IvhF8lBzhBCjBmkBXoBlrB,v115@RhB8GeF8AeD8JeT/IvhFigBRiBcoB3lBGnBlrB,v115@RhB8GeF8AeD8JeT/IvhFOlB8lBCiBxnBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFzhBunBcoBRlB3lBlrB,v115@RhB8GeF8AeD8Jei/IvhFzgBWnBxiBUlBXoBlrB,v115@RhB8GeF8AeD8Jei/IvhFWnBTjBRlB3lB0nBlrB,v115@RhB8GeF8AeD8Jei/IvhFRhBGjBFlBXmB8rBzsB,v115@RhB8GeF8AeD8Je2EJvhFzgBCiBxnBUlBXoBlrB,v115@RhB8GeF8AeD8Jex/IvhFlhB3iBcoBmkBzlBCsB,v115@RhB8GeF8AeD8JeT/IvhFOlBCmBxnB/rBUsBFtB
JSOLZIT,O,O,O,X,X,O,X,O,X,O,X
JSOZTIL,O,O,O,O,X,O,X,O,X,O,X
JSOZTLI,O,O,O,O,X,O,X,O,X,O,X
JSOZITL,O,O,O,X,X,O,X,O,X,O,X
JSOZILT,O,O,O,O,X,O,X,O,X,O,X
JSOZLTI,O,O,O,X,X,O,X,O,X,O,X
JSOZLIT,O,O,O,X,X,O,X,O,X,O,X
JZTILSO,O,O,O,O,O,O,X,O,X,O,X
JZTILOS,O,O,O,O,O,O,X,O,O,O,X
JZTISLO,O,O,O,O,O,O,X,O,X,O,X
JZTISOL,O,O,O,O,O,O,X,O,X,O,X
JZTIOLS,O,O,O,O,O,O,X,O,O,O,X
JZTIOSL,O,O,O,O,O,O,X,O,X,O,X
JZTLISO,O,O,O,O,O,O,X,O,X,O,X
JZTLIOS,O,O,O,O,O,O,X,O,O,O,X
JZTLSIO,O,O,O,O,O,O,X,O,X,O,X
JZTLSOI,O,O,O,O,O,O,X,O,X,O,X
JZTLOIS,O,O,O,O,O,O,X,O,O,O,X
JZTLOSI,O,O,O,O,O,O,X,O,X,O,X
JZTSILO,O,O,O,O,O,O,X,O,X,O,X
JZTSIOL,O,O,O,O,O,O,X,O,X,O,X
JZTSLIO,O,O,O,O,O,O,X,O,X,O,X
JZTSLOI,O,O,O,O,O,O,X,O,X,O,X
JZTSOIL,O,O,O,O,O,O,X,O,X,O,X
JZTSOLI,O,O,O,O,O,O,X,O,X,O,X
JZTOILS,O,O,O,O,O,O,X,O,O,O,X
JZTOISL,O,O,O,O,O,O,X,O,X,O,X
JZTOLIS,O,O,O,O,O,O,X,O,O,O,X
JZTOLSI,O,O,O,O,O,O,X,O,X,O,X
JZTOSIL,O,O,O,O,O,O,X,O,X,O,X
JZTOSLI,O,O,O,O,O,O,X,O,X,O,X
JZITLSO,O,O,O,O,O,X,X,O,X,O,X
JZITLOS,O,O,O,O,O,X,X,O,O,O,X
JZITSLO,O,O,O,O,O,X,X,O,X,O,X
JZITSOL,O,O,O,O,O,X,X,O,X,O,X
JZITOLS,O,O,O,O,O,X,X,O,O,O,X
JZITOSL,O,O,O,O,O,X,X,O,X,O,X
JZILTSO,O,O,X,X,O,X,X,O,X,O,X
JZILTOS,O,O,X,O,O,X,X,O,O,O,X
JZILSTO,O,O,O,X,O,X,X,O,X,O,X
JZILSOT,O,O,O,O,X,X,X,O,X,O,X
JZILOTS,O,X,X,O,O,X,X,O,X,O,O
JZILOST,O,X,O,O,X,X,X,O,X,O,O
JZISTLO,O,O,O,X,O,X,X,O,X,O,X
JZISTOL,O,O,O,X,O,X,X,O,X,O,X
JZISLTO,O,O,O,X,O,X,X,O,X,O,X
JZISLOT,O,O,O,O,X,X,X,O,X,O,X
JZISOTL,O,O,O,X,X,X,X,O,X,O,X
JZISOLT,O,O,O,O,X,X,X,O,X,O,X
JZIOTLS,O,O,O,O,O,X,X,O,X,O,X
JZIOTSL,O,O,O,O,O,X,X,O,X,O,X
JZIOLTS,O,X,X,O,O,X,X,O,X,O,O
JZIOLST,O,X,O,O,X,X,X,O,X,O,O
JZIOSTL,O,O,O,X,X,X,X,O,X,O,X
JZIOSLT,O,O,O,O,X,X,X,O,X,O,X
JZLTISO,O,O,X,O,O,O,X,O,X,O,X
JZLTIOS,O,O,X,O,O,O,X,O,X,O,X
JZLTSIO,O,O,X,O,O,O,X,O,X,O,X
JZLTSOI,O,O,X,O,O,O,X,O,X,O,X
JZLTOIS,O,O,X,O,O,O,X,O,X,O,X
JZLTOSI,O,O,X,O,O,O,X,O,X,O,X
JZLITSO,O,O,X,X,O,X,X,O,X,O,X
JZLITOS,O,O,X,O,O,X,X,O,X,O,X
JZLISTO,O,O,O,X,O,X,X,O,X,O,X
JZLISOT,O,O,O,O,X,X,X,O,X,O,X
JZLIOTS,O,X,X,O,O,X,X,O,X,O,O
JZLIOST,O,X,O,O,X,X,X,O,X,O,O
JZLSTIO,O,O,O,X,O,O,X,O,X,O,X
JZLSTOI,O,O,O,X,O,O,X,O,X,O,X
JZLSITO,O,O,O,X,O,O,X,O,X,O,X
JZLSIOT,O,O,O,X,X,O,X,O,X,O,X
JZLSOTI,O,O,O,X,X,O,X,O,X,O,X
JZLSOIT,O,O,O,X,X,O,X,O,X,O,X
JZLOTIS,O,X,X,O,O,O,X,O,X,O,X
JZLOTSI,O,X,X,O,O,O,X,O,X,O,X
JZLOITS,O,X,X,O,O,X,X,O,X,O,O
JZLOIST,O,X,O,O,X,X,X,O,X,O,O
JZLOSTI,O,X,O,X,X,O,X,O,X,O,X
JZLOSIT,O,X,O,X,X,O,X,O,X,O,X
JZSTILO,O,O,O,O,O,O,X,O,X,O,X
JZSTIOL,O,O,O,O,O,O,X,O,X,O,X
JZSTLIO,O,O,O,O,O,O,X,O,X,O,X
JZSTLOI,O,O,O,O,O,O,X,O,X,O,X
JZSTOIL,O,O,O,O,O,O,X,O,X,O,X
JZSTOLI,O,O,O,O,O,O,X,O,X,O,X
JZSITLO,O,O,O,X,O,O,X,O,X,O,X
JZSITOL,O,O,O,X,O,O,X,O,X,O,X
JZSILTO,O,O,O,X,O,O,X,O,X,O,X
JZSILOT,O,O,O,O,X,O,X,O,X,O,X
JZSIOTL,O,O,O,X,X,O,X,O,X,O,X
JZSIOLT,O,O,O,O,X,O,X,O,X,O,X
JZSLTIO,O,O,O,X,O,O,X,O,X,O,X
JZSLTOI,O,O,O,X,O,O,X,O,X,O,X
JZSLITO,O,O,O,X,O,O,X,O,X,O,X
JZSLIOT,O,O,O,X,X,O,X,O,X,O,X
JZSLOTI,O,O,O,X,X,O,X,O,X,O,X
JZSLOIT,O,O,O,X,X,O,X,O,X,O,X
JZSOTIL,O,O,O,O,X,O,X,O,X,O,X
JZSOTLI,O,O,O,O,X,O,X,O,X,O,X
JZSOITL,O,O,O,X,X,O,X,O,X,O,X
JZSOILT,O,O,O,O,X,O,X,O,X,O,X
JZSOLTI,O,O,O,X,X,O,X,O,X,O,X
JZSOLIT,O,O,O,X,X,O,X,O,X,O,X
JZOTILS,O,O,O,O,O,O,X,O,X,O,X
JZOTISL,O,O,O,O,O,O,X,O,X,O,X
JZOTLIS,O,O,O,O,O,O,X,O,X,O,X
JZOTLSI,O,O,O,O,O,O,X,O,X,O,X
JZOTSIL,O,O,O,O,O,O,X,O,X,O,X
JZOTSLI,O,O,O,O,O,O,X,O,X,O,X
JZOITLS,O,O,O,O,O,X,X,O,X,O,X
JZOITSL,O,O,O,O,O,X,X,O,X,O,X
JZOILTS,O,X,X,O,O,X,X,O,X,O,O
JZOILST,O,X,O,O,X,X,X,O,X,O,O
JZOISTL,O,O,O,X,X,X,X,O,X,O,X
JZOISLT,O,O,O,O,X,X,X,O,X,O,X
JZOLTIS,O,X,X,O,O,O,X,O,X,O,X
JZOLTSI,O,X,X,O,O,O,X,O,X,O,X
JZOLITS,O,X,X,O,O,X,X,O,X,O,O
JZOLIST,O,X,O,O,X,X,X,O,X,O,O
JZOLSTI,O,X,O,X,X,O,X,O,X,O,X
JZOLSIT,O,X,O,X,X,O,X,O,X,O,X
JZOSTIL,O,O,O,O,X,O,X,O,X,O,X
JZOSTLI,O,O,O,O,X,O,X,O,X,O,X
JZOSITL,O,O,O,X,X,O,X,O,X,O,X
JZOSILT,O,O,O,O,X,O,X,O,X,O,X
JZOSLTI,O,O,O,X,X,O,X,O,X,O,X
JZOSLIT,O,O,O,X,X,O,X,O,X,O,X
JOTILSZ,O,X,X,X,X,X,O,O,O,O,O
JOTILZS,O,X,X,O,X,X,O,O,O,O,O
JOTISLZ,O,O,O,X,X,X,O,O,O,O,X
JOTISZL,O,O,O,X,X,X,X,X,X,O,X
JOTIZLS,O,O,O,O,X,X,O,O,O,O,X
JOTIZSL,O,O,O,O,X,X,X,O,X,O,X
JOTLISZ,O,X,X,X,X,X,O,O,O,O,O
JOTLIZS,O,X,X,O,X,X,O,O,O,O,O
JOTLSIZ,O,O,O,X,X,X,O,O,O,O,X
JOTLSZI,O,O,O,X,X,X,X,O,X,O,X
JOTLZIS,O,O,O,O,X,X,O,O,O,O,X
JOTLZSI,O,O,O,O,X,X,X,O,X,O,X
JOTSILZ,O,O,O,X,X,X,O,O,O,O,X
JOTSIZL,O,O,O,X,X,X,X,X,X,O,X
JOTSLIZ,O,O,O,X,X,X,O,O,O,O,X
JOTSLZI,O,O,O,X,X,X,X,O,X,O,X
JOTSZIL,O,O,O,X,X,X,X,O,X,O,X
JOTSZLI,O,O,O,X,X,X,X,O,X,O,X
JOTZILS,O,O,O,O,X,X,O,O,O,O,X
JOTZISL,O,O,O,O,X,X,X,O,X,O,X
JOTZLIS,O,O,O,O,X,X,O,O,O,O,X
JOTZLSI,O,O,O,O,X,X,X,O,X,O,X
JOTZSIL,O,O,O,O,X,X,X,O,X,O,X
JOTZSLI,O,O,O,O,X,X,X,O,X,O,X
JOITLSZ,O,X,X,X,X,X,O,O,O,O,O
JOITLZS,O,X,X,O,X,X,O,O,O,O,O
JOITSLZ,O,X,X,X,X,X,O,O,O,O,X
JOITSZL,O,X,X,X,X,X,X,X,X,O,X
JOITZLS,O,X,X,O,X,X,O,O,O,O,X
JOITZSL,O,X,X,O,X,X,X,O,X,O,X
JOILTSZ,O,X,X,X,X,X,O,O,O,O,O
JOILTZS,O,X,X,X,X,X,O,O,O,O,O
JOILSTZ,O,X,X,X,X,X,X,X,X,O,O
JOILSZT,O,X,X,X,X,X,X,X,X,O,O
JOILZTS,O,X,X,O,X,X,X,O,X,O,O
JOILZST,O,X,X,O,X,X,X,O,X,O,O
JOISTLZ,O,X,X,X,X,X,X,X,X,O,X
JOISTZL,O,X,X,X,X,X,X,X,X,O,X
JOISLTZ,O,X,X,X,X,X,X,X,X,O,O
JOISLZT,O,O,O,X,X,X,X,X,X,O,O
JOISZTL,O,O,O,X,X,X,X,X,X,O,X
JOISZLT,O,O,O,O,X,X,X,X,X,O,X
JOIZTLS,O,O,X,O,X,X,X,O,X,O,X
JOIZTSL,O,O,O,O,X,X,X,O,X,O,X
JOIZLTS,O,X,X,O,X,X,X,O,X,O,O
JOIZLST,O,X,O,O,X,X,X,O,X,O,O
JOIZSTL,O,O,O,X,X,X,X,O,X,O,X
JOIZSLT,O,O,O,O,X,X,X,O,X,O,X
JOLTISZ,O,X,X,X,X,X,O,O,X,O,O
JOLTIZS,O,X,X,X,X,X,O,O,X,O,O
JOLTSIZ,O,X,X,X,X,X,O,O,X,O,X
JOLTSZI,O,X,X,X,X,X,X,O,X,O,X
JOLTZIS,O,X,X,X,X,X,O,O,X,O,X
JOLTZSI,O,X,X,X,X,X,X,O,X,O,X
JOLITSZ,O,X,X,X,X,X,O,O,X,O,O
JOLITZS,O,X,X,X,X,X,O,O,X,O,O
JOLISTZ,O,X,X,X,X,X,X,X,X,O,O
JOLISZT,O,X,X,X,X,X,X,X,X,O,O
JOLIZTS,O,X,X,O,X,X,X,O,X,O,O
JOLIZST,O,X,X,O,X,X,X,O,X,O,O
JOLSTIZ,O,X,X,X,X,X,X,O,X,O,X
JOLSTZI,O,X,O,X,X,X,X,O,X,O,X
JOLSITZ,O,X,X,X,X,X,X,X,X,O,O
JOLSIZT,O,X,O,X,X,X,X,X,X,O,O
JOLSZTI,O,X,O,X,X,X,X,O,X,O,X
JOLSZIT,O,X,O,X,X,X,X,O,X,O,X
JOLZTIS,O,X,X,O,X,X,X,O,X,O,X
JOLZTSI,O,X,X,O,X,X,X,O,X,O,X
JOLZITS,O,X,X,O,X,X,X,O,X,O,O
JOLZIST,O,X,O,O,X,X,X,O,X,O,O
JOLZSTI,O,X,O,X,X,X,X,O,X,O,X
JOLZSIT,O,X,O,X,X,X,X,O,X,O,X
JOSTILZ,O,O,O,X,X,X,X,O,X,O,X
JOSTIZL,O,O,O,X,X,X,X,X,X,O,X
JOSTLIZ,O,O,O,X,X,X,X,O,X,O,X
JOSTLZI,O,O,O,X,X,X,X,O,X,O,X
JOSTZIL,O,O,O,X,X,X,X,O,X,O,X
JOSTZLI,O,O,O,X,X,X,X,O,X,O,X
JOSITLZ,O,X,X,X,X,X,X,X,X,O,X
JOSITZL,O,X,X,X,X,X,X,X,X,O,X
JOSILTZ,O,X,X,X,X,X,X,X,X,O,O
JOSILZT,O,O,O,X,X,X,X,X,X,O,O
JOSIZTL,O,O,O,X,X,X,X,X,X,O,X
JOSIZLT,O,O,O,O,X,X,X,X,X,O,X
JOSLTIZ,O,O,O,X,X,X,X,O,X,O,X
JOSLTZI,O,O,O,X,X,X,X,O,X,O,X
JOSLITZ,O,X,X,X,X,X,X,X,X,O,O
JOSLIZT,O,O,O,X,X,X,X,X,X,O,O
JOSLZTI,O,O,O,X,X,X,X,O,X,O,X
JOSLZIT,O,O,O,X,X,X,X,O,X,O,X
JOSZTIL,O,O,O,O,X,X,X,O,X,O,X
JOSZTLI,O,O,O,O,X,X,X,O,X,O,X
JOSZITL,O,O,O,X,X,X,X,O,X,O,X
JOSZILT,O,O,O,O,X,X,X,O,X,O,X
JOSZLTI,O,O,O,X,X,X,X,O,X,O,X
JOSZLIT,O,O,O,X,X,X,X,O,X,O,X
JOZTILS,O,O,O,O,X,X,X,O,X,O,X
JOZTISL,O,O,O,O,X,X,X,O,X,O,X
JOZTLIS,O,O,O,O,X,X,X,O,X,O,X
JOZTLSI,O,O,O,O,X,X,X,O,X,O,X
JOZTSIL,O,O,O,O,X,X,X,O,X,O,X
JOZTSLI,O,O,O,O,X,X,X,O,X,O,X
JOZITLS,O,O,O,O,X,X,X,O,X,O,X
JOZITSL,O,O,O,O,X,X,X,O,X,O,X
JOZILTS,O,X,X,O,X,X,X,O,X,O,O
JOZILST,O,X,O,O,X,X,X,O,X,O,O
JOZISTL,O,O,O,X,X,X,X,O,X,O,X
JOZISLT,O,O,O,O,X,X,X,O,X,O,X
JOZLTIS,O,X,X,O,X,X,X,O,X,O,X
JOZLTSI,O,X,X,O,X,X,X,O,X,O,X
JOZLITS,O,X,X,O,X,X,X,O,X,O,O
JOZLIST,O,X,O,O,X,X,X,O,X,O,O
JOZLSTI,O,X,O,X,X,X,X,O,X,O,X
JOZLSIT,O,X,O,X,X,X,X,O,X,O,X
JOZSTIL,O,O,O,O,X,X,X,O,X,O,X
JOZSTLI,O,O,O,O,X,X,X,O,X,O,X
JOZSITL,O,O,O,X,X,X,X,O,X,O,X
JOZSILT,O,O,O,O,X,X,X,O,X,O,X
JOZSLTI,O,O,O,X,X,X,X,O,X,O,X
JOZSLIT,O,O,O,X,X,X,X,O,X,O,X
STILJZO,O,O,O,X,X,O,X,O,X,X,X
STILJOZ,O,O,O,X,X,O,O,O,O,X,X
STILZJO,O,O,O,O,O,O,X,O,X,X,X
STILZOJ,O,O,O,O,O,O,X,O,X,X,X
STILOJZ,O,O,O,X,X,O,O,O,O,X,X
STILOZJ,O,O,O,O,O,O,X,X,X,X,X
STIJLZO,O,O,O,X,X,O,X,O,X,X,X
STIJLOZ,O,O,O,X,X,O,O,O,O,X,X
STIJZLO,O,O,O,X,X,O,X,X,X,X,X
STIJZOL,O,O,O,X,X,O,X,X,X,X,X
STIJOLZ,O,O,O,X,X,O,O,X,O,X,X
STIJOZL,O,O,O,X,X,O,X,X,X,X,X
STIZLJO,O,O,O,O,O,O,X,O,X,X,X
STIZLOJ,O,O,O,O,O,O,X,O,X,X,X
STIZJLO,O,O,O,O,O,O,X,O,X,X,X
STIZJOL,O,O,O,O,O,O,X,X,X,X,X
STIZOLJ,O,O,O,O,O,O,X,O,X,X,X
STIZOJL,O,O,O,O,O,O,X,O,X,X,X
STIOLJZ,O,O,O,X,X,O,O,O,O,X,X
STIOLZJ,O,O,O,O,O,O,X,X,X,X,X
STIOJLZ,O,O,O,X,X,O,O,O,O,X,X
STIOJZL,O,O,O,X,X,O,X,X,X,X,X
STIOZLJ,O,O,O,O,O,O,X,X,X,X,X
STIOZJL,O,O,O,O,O,O,X,X,X,X,X
STLIJZO,O,O,O,X,X,O,X,O,X,X,X
STLIJOZ,O,O,O,X,X,O,O,O,O,X,X
STLIZJO,O,O,O,O,O,O,X,O,X,X,X
STLIZOJ,O,O,O,O,O,O,X,O,X,X,X
STLIOJZ,O,O,O,X,X,O,O,O,O,X,X
STLIOZJ,O,O,O,O,O,O,X,X,X,X,X
STLJIZO,O,O,O,X,X,O,X,O,X,X,X
STLJIOZ,O,O,O,X,X,O,O,O,O,X,X
STLJZIO,O,O,O,X,X,O,X,O,X,X,X
STLJZOI,O,O,O,X,X,O,X,O,X,X,X
STLJOIZ,O,O,O,X,X,O,O,O,O,X,X
STLJOZI,O,O,O,X,X,O,X,O,X,X,X
STLZIJO,O,O,O,O,O,O,X,O,X,X,X
STLZIOJ,O,O,O,O,O,O,X,O,X,X,X
STLZJIO,O,O,O,O,O,O,X,O,X,X,X
STLZJOI,O,O,O,O,O,O,X,O,X,X,X
STLZOIJ,O,O,O,O,O,O,X,O,X,X,X
STLZOJI,O,O,O,O,O,O,X,O,X,X,X
STLOIJZ,O,O,O,X,X,O,O,O,O,X,X
STLOIZJ,O,O,O,O,O,O,X,X,X,X,X
STLOJIZ,O,O,O,X,X,O,O,O,O,X,X
STLOJZI,O,O,O,X,X,O,X,O,X,X,X
STLOZIJ,O,O,O,O,O,O,X,O,X,X,X
STLOZJI,O,O,O,O,O,O,X,O,X,X,X
STJILZO,O,O,O,X,X,O,X,O,X,X,X
STJILOZ,O,O,O,X,X,O,O,O,O,X,X
STJIZLO,O,O,O,X,X,O,X,X,X,X,X
STJIZOL,O,O,O,X,X,O,X,X,X,X,X
STJIOLZ,O,O,O,X,X,O,O,X,O,X,X
STJIOZL,O,O,O,X,X,O,X,X,X,X,X
STJLIZO,O,O,O,X,X,O,X,O,X,X,X
STJLIOZ,O,O,O,X,X,O,O,O,O,X,X
STJLZIO,O,O,O,X,X,O,X,O,X,X,X
STJLZOI,O,O,O,X,X,O,X,O,X,X,X
STJLOIZ,O,O,O,X,X,O,O,O,O,X,X
STJLOZI,O,O,O,X,X,O,X,O,X,X,X
STJZILO,O,O,O,X,X,O,X,O,X,X,X
STJZIOL,O,O,O,X,X,O,X,O,X,X,X
STJZLIO,O,O,O,X,X,O,X,O,X,X,X
STJZLOI,O,O,O,X,X,O,X,O,X,X,X
STJZOIL,O,O,O,X,X,O,X,O,X,X,X
STJZOLI,O,O,O,X,X,O,X,O,X,X,X
STJOILZ,O,O,O,X,X,O,O,O,O,X,X
STJOIZL,O,O,O,X,X,O,X,X,X,X,X
STJOLIZ,O,O,O,X,X,O,O,O,O,X,X
STJOLZI,O,O,O,X,X,O,X,O,X,X,X
STJOZIL,O,O,O,X,X,O,X,O,X,X,X
STJOZLI,O,O,O,X,X,O,X,O,X,X,X
STZILJO,O,O,O,O,O,O,X,O,X,X,X
STZILOJ,O,O,O,O,O,O,X,O,X,X,X
STZIJLO,O,O,O,O,O,O,X,O,X,X,X
STZIJOL,O,O,O,O,O,O,X,O,X,X,X
STZIOLJ,O,O,O,O,O,O,X,O,X,X,X
STZIOJL,O,O,O,O,O,O,X,O,X,X,X
STZLIJO,O,O,O,O,O,O,X,O,X,X,X
STZLIOJ,O,O,O,O,O,O,X,O,X,X,X
STZLJIO,O,O,O,O,O,O,X,O,X,X,X
STZLJOI,O,O,O,O,O,O,X,O,X,X,X
STZLOIJ,O,O,O,O,O,O,X,O,X,X,X
STZLOJI,O,O,O,O,O,O,X,O,X,X,X
STZJILO,O,O,O,O,O,O,X,O,X,X,X
STZJIOL,O,O,O,O,O,O,X,O,X,X,X
STZJLIO,O,O,O,O,O,O,X,O,X,X,X
STZJLOI,O,O,O,O,O,O,X,O,X,X,X
STZJOIL,O,O,O,O,O,O,X,O,X,X,X
STZJOLI,O,O,O,O,O,O,X,O,X,X,X
STZOILJ,O,O,O,O,O,O,X,O,X,X,X
STZOIJL,O,O,O,O,O,O,X,O,X,X,X
STZOLIJ,O,O,O,O,O,O,X,O,X,X,X
STZOLJI,O,O,O,O,O,O,X,O,X,X,X
STZOJIL,O,O,O,O,O,O,X,O,X,X,X
STZOJLI,O,O,O,O,O,O,X,O,X,X,X
STOILJZ,O,O,O,X,X,O,O,O,O,X,X
STOILZJ,O,O,O,O,O,O,X,X,X,X,X
STOIJLZ,O,O,O,X,X,O,O,O,O,X,X
STOIJZL,O,O,O,X,X,O,X,X,X,X,X
STOIZLJ,O,O,O,O,O,O,X,X,X,X,X
STOIZJL,O,O,O,O,O,O,X,X,X,X,X
STOLIJZ,O,O,O,X,X,O,O,O,O,X,X
STOLIZJ,O,O,O,O,O,O,X,X,X,X,X
STOLJIZ,O,O,O,X,X,O,O,O,O,X,X
STOLJZI,O,O,O,X,X,O,X,O,X,X,X
STOLZIJ,O,O,O,O,O,O,X,O,X,X,X
STOLZJI,O,O,O,O,O,O,X,O,X,X,X
STOJILZ,O,O,O,X,X,O,O,O,O,X,X
STOJIZL,O,O,O,X,X,O,X,X,X,X,X
STOJLIZ,O,O,O,X,X,O,O,O,O,X,X
STOJLZI,O,O,O,X,X,O,X,O,X,X,X
STOJZIL,O,O,O,X,X,O,X,O,X,X,X
STOJZLI,O,O,O,X,X,O,X,O,X,X,X
STOZILJ,O,O,O,O,O,O,X,O,X,X,X
STOZIJL,O,O,O,O,O,O,X,O,X,X,X
STOZLIJ,O,O,O,O,O,O,X,O,X,X,X
STOZLJI,O,O,O,O,O,O,X,O,X,X,X
STOZJIL,O,O,O,O,O,O,X,O,X,X,X
STOZJLI,O,O,O,O,O,O,X,O,X,X,X
SITLJZO,O,O,O,X,X,O,X,X,X,X,X
SITLJOZ,O,O,O,X,X,O,O,X,O,X,X
SITLZJO,O,O,O,O,O,O,X,X,X,X,X
SITLZOJ,O,O,O,O,O,O,X,X,X,X,X
SITLOJZ,O,O,O,X,X,O,O,X,O,X,X
SITLOZJ,O,O,O,O,O,O,X,X,X,X,X
SITJLZO,O,O,O,X,X,O,X,X,X,X,X
SITJLOZ,O,O,O,X,X,O,O,X,O,X,X
SITJZLO,O,O,O,X,X,O,X,X,X,X,X
SITJZOL,O,O,O,X,X,O,X,X,X,X,X
SITJOLZ,O,O,O,X,X,O,O,X,O,X,X
SITJOZL,O,O,O,X,X,O,X,X,X,X,X
SITZLJO,O,O,O,O,O,O,X,X,X,X,X
SITZLOJ,O,O,O,O,O,O,X,X,X,X,X
SITZJLO,O,O,O,O,O,O,X,X,X,X,X
SITZJOL,O,O,O,O,O,O,X,X,X,X,X
SITZOLJ,O,O,O,O,O,O,X,X,X,X,X
SITZOJL,O,O,O,O,O,O,X,X,X,X,X
SITOLJZ,O,O,O,X,X,O,O,X,O,X,X
SITOLZJ,O,O,O,O,O,O,X,X,X,X,X
SITOJLZ,O,O,O,X,X,O,O,X,O,X,X
SITOJZL,O,O,O,X,X,O,X,X,X,X,X
SITOZLJ,O,O,O,O,O,O,X,X,X,X,X
SITOZJL,O,O,O,O,O,O,X,X,X,X,X
SILTJZO,O,O,O,X,X,O,X,X,X,X,X
SILTJOZ,O,O,O,X,X,O,O,X,X,X,X
SILTZJO,O,O,O,X,O,O,X,X,X,X,X
SILTZOJ,O,O,O,X,O,O,X,X,X,X,X
SILTOJZ,O,O,O,X,X,O,O,X,X,X,X
SILTOZJ,O,O,O,X,O,O,X,X,X,X,X
SILJTZO,O,O,X,X,X,O,X,X,X,X,X
SILJTOZ,O,O,X,X,X,O,X,X,O,X,X
SILJZTO,O,O,O,X,X,O,X,X,X,X,X
SILJZOT,O,O,O,X,X,O,X,X,X,X,X
SILJOTZ,O,X,X,X,X,X,X,X,X,X,O
SILJOZT,O,O,O,X,X,O,X,X,X,X,O
SILZTJO,O,O,O,X,O,O,X,X,X,X,X
SILZTOJ,O,O,O,X,O,O,X,X,X,X,X
SILZJTO,O,O,O,X,O,O,X,X,X,X,X
SILZJOT,O,O,O,O,X,O,X,X,X,X,X
SILZOTJ,O,O,O,X,X,O,X,X,X,X,X
SILZOJT,O,X,O,O,X,O,X,X,X,X,X
SILOTJZ,O,X,O,X,X,O,O,X,X,X,X
SILOTZJ,O,X,O,X,X,O,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,X,X,X,X,O
SILOJZT,O,X,O,X,X,O,X,X,X,X,O
SILOZTJ,O,X,O,X,X,O,X,X,X,X,X
SILOZJT,O,X,O,O,X,O,X,X,X,X,X
SIJTLZO,O,O,X,X,X,O,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,O,X,X,O,X,X
SIJTZLO,O,O,X,X,X,O,X,X,X,X,X
SIJTZOL,O,O,X,X,X,O,X,X,X,X,X
SIJTOLZ,O,O,X,X,X,O,X,X,O,X,X
SIJTOZL,O,O,X,X,X,O,X,X,X,X,X
SIJLTZO,O,O,X,X,X,O,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,O,X,X,O,X,X
SIJLZTO,O,O,O,X,X,O,X,X,X,X,X
SIJLZOT,O,O,O,X,X,O,X,X,X,X,X
SIJLOTZ,O,X,X,X,X,X,X,X,X,X,O
SIJLOZT,O,O,O,X,X,O,X,X,X,X,O
SIJZTLO,O,O,O,X,X,O,X,X,X,X,X
SIJZTOL,O,O,O,X,X,O,X,X,X,X,X
SIJZLTO,O,O,O,X,X,O,X,X,X,X,X
SIJZLOT,O,O,O,O,X,O,X,X,X,X,X
SIJZOTL,O,O,O,X,X,O,X,X,X,X,X
SIJZOLT,O,O,O,O,X,O,X,X,X,X,X
SIJOTLZ,O,X,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,X,X,X,X,O
SIJOLZT,O,O,O,X,X,O,X,X,X,X,O
SIJOZTL,O,O,O,X,X,O,X,X,X,X,X
SIJOZLT,O,O,O,O,X,O,X,X,X,X,X
SIZTLJO,O,O,O,X,O,O,X,X,X,X,X
SIZTLOJ,O,O,O,X,O,O,X,X,X,X,X
SIZTJLO,O,O,O,X,O,O,X,X,X,X,X
SIZTJOL,O,O,O,X,O,O,X,X,X,X,X
SIZTOLJ,O,O,O,X,O,O,X,X,X,X,X
SIZTOJL,O,O,O,X,O,O,X,X,X,X,X
SIZLTJO,O,O,O,X,O,O,X,X,X,X,X
SIZLTOJ,O,O,O,X,O,O,X,X,X,X,X
SIZLJTO,O,O,O,X,O,O,X,X,X,X,X
SIZLJOT,O,O,O,O,X,O,X,X,X,X,X
SIZLOTJ,O,O,O,X,X,O,X,X,X,X,X
SIZLOJT,O,X,O,O,X,O,X,X,X,X,X
SIZJTLO,O,O,O,X,O,O,X,X,X,X,X
SIZJTOL,O,O,O,X,O,O,X,X,X,X,X
SIZJLTO,O,O,O,X,O,O,X,X,X,X,X
SIZJLOT,O,O,O,O,X,O,X,X,X,X,X
SIZJOTL,O,O,O,X,X,O,X,X,X,X,X
SIZJOLT,O,O,O,O,X,O,X,X,X,X,X
