sequence,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCcBXdB8lBGn?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBCdBUhB/nBTl?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFZgBCdBulB/nBUh?BlrB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFxcBKlBGhB/nB0g?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Je2/IvhFRbBclBXmBTnBlm?BCsB,v115@7gB8GeE8FeD8FeG8AeD8JeT6IvhFOgB8gB5mB/sByv?BFsB,v115@7gB8GeE8FeD8FeG8AeD8Jei6IvhFxcBUgBThB/nB+l?BlrB,v115@7gB8GeE8FeD8FeG8AeD8Jex6IvhFXcBmfBUiB1qB6r?BTsB
JOIZSLT,O,O,O,X,O,X,X,X
JOLTISZ,X,O,O,O,X,X,X,X
JOLTIZS,X,O,X,X,X,X,X,X
JOLTSIZ,X,O,O,O,X,X,X,X
JOLTSZI,X,O,O,O,X,X,X,X
JOLTZIS,X,O,X,X,X,X,X,X
JOLTZSI,X,O,X,O,X,X,X,X
JOLITSZ,O,O,O,X,X,X,X,X
JOLITZS,O,O,X,X,X,X,X,X
JOLISTZ,O,O,O,X,X,X,X,X
JOLISZT,O,O,O,X,X,O,X,X
JOLIZTS,O,X,X,X,X,O,X,X
JOLIZST,O,O,X,X,O,O,X,X
JOLSTIZ,X,O,O,O,X,X,X,X
JOLSTZI,X,O,O,O,X,X,X,X
JOLSITZ,O,O,O,X,X,X,X,X
JOLSIZT,O,O,O,X,X,O,X,X
JOLSZTI,O,O,X,X,X,O,X,X
JOLSZIT,O,O,O,X,X,O,X,X
JOLZTIS,O,X,X,X,X,O,X,X
JOLZTSI,O,X,X,X,X,O,X,X
JOLZITS,O,X,X,X,X,O,X,X
JOLZIST,O,O,X,X,O,O,X,X
JOLZSTI,O,O,X,X,O,O,X,X
JOLZSIT,O,O,X,X,O,O,X,X
JOSTILZ,O,O,O,O,X,X,X,X
JOSTIZL,O,O,O,X,X,X,X,X
JOSTLIZ,O,O,O,O,X,X,X,X
JOSTLZI,O,O,O,O,X,X,X,X
JOSTZIL,O,O,O,X,X,X,X,X
JOSTZLI,O,O,O,X,X,X,X,X
JOSITLZ,O,O,O,O,X,X,X,X
JOSITZL,O,O,O,X,X,X,X,X
JOSILTZ,O,O,O,X,X,X,X,X
JOSILZT,O,O,O,X,X,O,X,X
JOSIZTL,O,O,X,X,O,X,X,X
JOSIZLT,O,O,O,X,O,X,X,X
JOSLTIZ,X,O,O,O,X,X,X,X
JOSLTZI,X,O,O,O,X,X,X,X
JOSLITZ,O,O,O,X,X,X,X,X
JOSLIZT,O,O,O,X,X,O,X,X
JOSLZTI,O,O,X,X,X,O,X,X
JOSLZIT,O,O,O,X,X,O,X,X
JOSZTIL,O,O,X,X,O,X,X,X
JOSZTLI,O,O,X,X,O,X,X,X
JOSZITL,O,O,X,X,O,X,X,X
JOSZILT,O,O,O,X,O,X,X,X
JOSZLTI,O,O,X,X,O,X,X,X
JOSZLIT,O,O,O,X,O,X,X,X
JOZTILS,O,O,X,X,X,X,X,X
JOZTISL,O,O,O,X,O,X,X,X
JOZTLIS,O,O,X,X,X,X,X,X
JOZTLSI,O,O,X,X,X,X,X,X
JOZTSIL,O,O,O,X,O,X,X,X
JOZTSLI,O,O,O,X,O,X,X,X
JOZITLS,O,O,X,X,X,X,X,X
JOZITSL,O,O,O,X,O,X,X,X
JOZILTS,O,X,X,X,X,X,X,X
JOZILST,O,O,X,X,O,X,X,X
JOZISTL,O,O,X,X,O,X,X,X
JOZISLT,O,O,O,X,O,X,X,X
JOZLTIS,O,X,X,X,X,X,X,X
JOZLTSI,O,X,X,X,X,X,X,X
JOZLITS,O,X,X,X,X,X,X,X
JOZLIST,O,O,X,X,O,X,X,X
JOZLSTI,O,O,X,X,O,X,X,X
JOZLSIT,O,O,X,X,O,X,X,X
JOZSTIL,O,O,X,X,O,X,X,X
JOZSTLI,O,O,X,X,O,X,X,X
JOZSITL,O,O,X,X,O,X,X,X
JOZSILT,O,O,O,X,O,X,X,X
JOZSLTI,O,O,X,X,O,X,X,X
JOZSLIT,O,O,O,X,O,X,X,X
STILJZO,O,O,O,O,X,X,X,X
STILJOZ,O,O,O,O,X,X,X,X
STILZJO,O,O,O,O,X,O,X,X
STILZOJ,O,O,O,O,X,O,O,X
STILOJZ,O,O,O,O,X,X,X,X
STILOZJ,O,X,O,O,X,O,X,X
STIJLZO,O,O,O,O,X,X,X,X
STIJLOZ,O,O,O,O,X,X,X,X
STIJZLO,O,O,O,O,X,X,X,X
STIJZOL,O,O,O,X,X,X,X,X
STIJOLZ,O,O,O,O,X,X,X,X
STIJOZL,O,X,O,X,X,X,X,X
STIZLJO,O,O,O,O,X,X,X,X
STIZLOJ,O,O,O,O,X,X,O,X
STIZJLO,O,O,O,O,X,X,X,X
STIZJOL,O,O,O,X,X,X,X,X
STIZOLJ,O,O,O,O,X,X,O,X
STIZOJL,O,O,O,X,X,X,O,X
STIOLJZ,O,O,O,O,X,X,X,X
STIOLZJ,O,X,O,O,X,O,X,X
STIOJLZ,O,O,O,O,X,X,X,X
STIOJZL,O,O,O,X,X,X,X,X
STIOZLJ,O,O,O,O,X,X,O,X
STIOZJL,O,O,O,X,X,X,O,X
STLIJZO,O,O,O,O,X,X,X,O
STLIJOZ,O,O,O,O,X,X,X,O
STLIZJO,O,O,O,O,X,O,X,O
STLIZOJ,O,O,O,O,X,O,O,X
STLIOJZ,O,O,O,O,X,X,X,X
STLIOZJ,O,X,O,O,X,O,X,X
STLJIZO,O,O,O,O,X,X,X,O
STLJIOZ,O,O,O,O,X,X,X,O
STLJZIO,O,O,O,O,X,X,X,O
STLJZOI,O,O,O,O,X,X,O,O
STLJOIZ,O,O,O,O,X,X,X,O
STLJOZI,O,O,O,O,X,X,X,O
STLZIJO,O,O,O,O,X,O,X,O
STLZIOJ,O,O,O,O,X,O,O,X
STLZJIO,O,O,O,O,X,O,X,O
STLZJOI,O,O,O,O,X,O,O,O
STLZOIJ,O,O,O,O,X,O,O,X
STLZOJI,O,O,O,O,X,O,O,O
STLOIJZ,O,O,O,O,X,X,X,X
STLOIZJ,O,X,O,O,X,O,X,X
STLOJIZ,O,O,O,O,X,X,X,O
STLOJZI,O,O,O,O,X,X,X,O
STLOZIJ,O,O,O,O,X,O,O,X
STLOZJI,O,O,O,O,X,O,O,O
STJILZO,O,O,O,O,X,X,X,O
STJILOZ,O,O,O,O,X,X,X,O
STJIZLO,O,O,O,O,X,X,X,X
STJIZOL,O,O,O,X,X,X,X,X
STJIOLZ,O,O,O,O,X,X,X,X
STJIOZL,O,X,O,X,X,X,X,X
STJLIZO,O,O,O,O,X,X,X,O
STJLIOZ,O,O,O,O,X,X,X,O
STJLZIO,O,O,O,O,X,X,X,O
STJLZOI,O,O,O,O,X,X,O,O
STJLOIZ,O,O,O,O,X,X,X,O
STJLOZI,O,O,O,O,X,X,X,O
STJZILO,O,O,O,O,X,X,X,X
STJZIOL,O,O,O,X,X,X,X,X
STJZLIO,O,O,O,O,X,X,X,X
STJZLOI,O,O,O,O,X,X,O,X
STJZOIL,O,O,O,X,X,X,O,X
STJZOLI,O,O,O,X,X,X,O,X
STJOILZ,O,O,O,O,X,X,X,X
STJOIZL,O,O,O,X,X,X,X,X
STJOLIZ,O,O,O,O,X,X,X,X
STJOLZI,O,O,O,O,X,X,X,X
STJOZIL,O,O,O,X,X,X,O,X
STJOZLI,O,O,O,X,X,X,O,X
STZILJO,O,O,O,O,X,X,X,X
STZILOJ,O,O,O,O,X,X,O,X
STZIJLO,O,O,O,O,X,X,X,X
STZIJOL,O,O,O,X,X,X,X,X
STZIOLJ,O,O,O,O,X,X,O,X
STZIOJL,O,O,O,X,X,X,O,X
STZLIJO,O,O,O,O,X,X,X,X
STZLIOJ,O,O,O,O,X,X,O,X
STZLJIO,O,O,O,O,X,X,X,X
STZLJOI,O,O,O,O,X,X,O,X
STZLOIJ,O,O,O,O,X,X,O,X
STZLOJI,O,O,O,O,X,X,O,X
STZJILO,O,O,O,O,X,X,X,X
STZJIOL,O,O,O,X,X,X,X,X
STZJLIO,O,O,O,O,X,X,X,X
STZJLOI,O,O,O,O,X,X,O,X
STZJOIL,O,O,O,X,X,X,O,X
STZJOLI,O,O,O,X,X,X,O,X
STZOILJ,O,O,O,O,X,X,O,X
STZOIJL,O,O,O,X,X,X,O,X
STZOLIJ,O,O,O,O,X,X,O,X
STZOLJI,O,O,O,O,X,X,O,X
STZOJIL,O,O,O,X,X,X,O,X
STZOJLI,O,O,O,X,X,X,O,X
STOILJZ,O,O,O,O,X,X,X,X
STOILZJ,O,X,O,O,X,O,X,X
STOIJLZ,O,O,O,O,X,X,X,X
STOIJZL,O,O,O,X,X,X,X,X
STOIZLJ,O,O,O,O,X,X,O,X
STOIZJL,O,O,O,X,X,X,O,X
STOLIJZ,O,O,O,O,X,X,X,X
STOLIZJ,O,X,O,O,X,O,X,X
STOLJIZ,O,O,O,O,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,X
STOLZIJ,O,O,O,O,X,O,O,X
STOLZJI,O,O,O,O,X,O,O,X
STOJILZ,O,O,O,O,X,X,X,X
STOJIZL,O,O,O,X,X,X,X,X
STOJLIZ,O,O,O,O,X,X,X,X
STOJLZI,O,O,O,O,X,X,X,X
STOJZIL,O,O,O,X,X,X,O,X
STOJZLI,O,O,O,X,X,X,O,X
STOZILJ,O,O,O,O,X,X,O,X
STOZIJL,O,O,O,X,X,X,O,X
STOZLIJ,O,O,O,O,X,X,O,X
STOZLJI,O,O,O,O,X,X,O,X
STOZJIL,O,O,O,X,X,X,O,X
STOZJLI,O,O,O,X,X,X,O,X
SITLJZO,O,O,O,O,X,X,X,X
SITLJOZ,O,O,O,O,X,X,X,X
SITLZJO,O,O,O,O,X,O,X,X
SITLZOJ,O,O,O,O,X,O,O,X
SITLOJZ,O,O,O,O,X,X,X,X
SITLOZJ,O,X,O,O,X,O,X,X
SITJLZO,O,O,O,O,X,X,X,X
SITJLOZ,O,O,O,O,X,X,X,X
SITJZLO,O,O,O,O,X,X,X,X
SITJZOL,O,O,O,X,X,X,X,X
SITJOLZ,O,O,O,O,X,X,X,X
SITJOZL,O,X,O,X,X,X,X,X
SITZLJO,O,O,O,O,X,X,X,X
SITZLOJ,O,O,O,O,X,X,O,X
SITZJLO,O,O,O,O,X,X,X,X
SITZJOL,O,O,O,X,X,X,X,X
SITZOLJ,O,O,O,O,X,X,O,X
SITZOJL,O,O,O,X,X,X,O,X
SITOLJZ,O,O,O,O,X,X,X,X
SITOLZJ,O,X,O,O,X,O,X,X
SITOJLZ,O,O,O,O,X,X,X,X
SITOJZL,O,O,O,X,X,X,X,X
SITOZLJ,O,O,O,O,X,X,O,X
SITOZJL,O,O,O,X,X,X,O,X
SILTJZO,O,O,O,O,X,X,X,X
SILTJOZ,O,O,O,O,X,X,X,X
SILTZJO,O,O,O,O,X,O,X,X
SILTZOJ,O,O,O,O,X,O,O,X
SILTOJZ,O,O,O,O,X,X,X,X
SILTOZJ,O,X,O,O,X,O,X,X
SILJTZO,O,O,O,X,X,X,X,X
SILJTOZ,O,O,O,X,X,X,X,X
SILJZTO,O,O,X,X,X,O,X,X
SILJZOT,O,O,O,X,X,O,X,X
SILJOTZ,O,O,O,X,X,X,X,X
SILJOZT,O,O,O,X,X,O,X,X
SILZTJO,X,X,O,X,X,O,X,X
SILZTOJ,O,X,O,X,X,O,O,X
SILZJTO,X,X,X,X,X,O,X,X
SILZJOT,O,X,O,X,X,O,X,X
SILZOTJ,O,X,O,X,X,O,X,X
SILZOJT,O,X,O,X,X,O,X,X
SILOTJZ,O,X,O,O,X,X,X,X
SILOTZJ,O,X,O,O,X,O,X,X
SILOJTZ,O,O,O,X,X,X,X,X
SILOJZT,O,O,O,X,X,O,X,X
SILOZTJ,O,X,O,X,X,O,X,X
SILOZJT,O,X,O,X,X,O,X,X
SIJTLZO,O,O,O,O,X,X,X,X
SIJTLOZ,O,O,O,O,X,X,X,X
SIJTZLO,O,O,O,O,X,X,X,X
SIJTZOL,O,O,O,X,X,X,X,X
SIJTOLZ,O,O,O,O,X,X,X,X
SIJTOZL,O,X,O,X,X,X,X,X
SIJLTZO,O,O,O,X,X,X,X,X
SIJLTOZ,O,O,O,X,X,X,X,X
SIJLZTO,O,O,X,X,X,O,X,X
SIJLZOT,O,O,O,X,X,O,X,X
SIJLOTZ,O,O,O,X,X,X,X,X
SIJLOZT,O,O,O,X,X,O,X,X
SIJZTLO,O,X,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X
SIJZLOT,O,O,O,X,X,X,X,X
SIJZOTL,O,X,X,X,X,X,X,X
SIJZOLT,O,X,O,X,X,X,X,X
SIJOTLZ,O,O,O,O,X,X,X,X
SIJOTZL,O,O,O,X,X,X,X,X
SIJOLTZ,O,O,O,X,X,X,X,X
SIJOLZT,O,O,O,X,X,O,X,X
SIJOZTL,O,O,X,X,X,X,X,X
SIJOZLT,O,O,O,X,X,X,X,X
SIZTLJO,O,X,O,O,X,X,X,X
SIZTLOJ,O,X,O,O,X,X,O,X
SIZTJLO,O,X,O,O,X,X,X,X
SIZTJOL,O,X,O,X,X,X,X,X
SIZTOLJ,O,X,O,O,X,X,O,X
SIZTOJL,O,X,O,X,X,X,O,X
SIZLTJO,X,X,O,X,X,O,X,X
SIZLTOJ,O,X,O,X,X,O,O,X
SIZLJTO,O,X,X,X,X,O,X,X
SIZLJOT,O,X,O,X,X,O,X,X
SIZLOTJ,O,X,O,X,X,O,X,X
SIZLOJT,O,X,O,X,X,O,X,X
SIZJTLO,O,X,X,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X,X,X
SIZJLTO,O,X,X,X,X,X,X,X
SIZJLOT,O,X,O,X,X,X,X,X
SIZJOTL,O,X,X,X,X,X,X,X
SIZJOLT,O,X,O,X,X,X,X,X
SIZOTLJ,O,X,O,O,X,X,X,X
SIZOTJL,O,X,O,X,X,X,X,X
SIZOLTJ,O,X,O,X,X,O,X,X
SIZOLJT,O,X,O,X,X,O,X,X
SIZOJTL,O,X,X,X,X,X,X,X
SIZOJLT,O,X,O,X,X,X,X,X
SIOTLJZ,O,O,O,O,X,X,X,X
SIOTLZJ,O,X,O,O,X,O,X,X
SIOTJLZ,O,O,O,O,X,X,X,X
SIOTJZL,O,O,O,X,X,X,X,X
SIOTZLJ,O,O,O,O,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X,X
SIOLTJZ,O,X,O,O,X,X,X,X
SIOLTZJ,O,X,O,O,X,O,X,X
SIOLJTZ,O,O,O,X,X,X,X,X
SIOLJZT,O,O,O,X,X,O,X,X
SIOLZTJ,O,X,O,X,X,O,X,X
SIOLZJT,O,X,O,X,X,O,X,X
SIOJTLZ,O,O,O,O,X,X,X,X
SIOJTZL,O,O,O,X,X,X,X,X
SIOJLTZ,O,O,O,X,X,X,X,X
SIOJLZT,O,O,O,X,X,O,X,X
SIOJZTL,O,O,X,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X
SIOZTLJ,O,O,O,O,X,X,X,X
SIOZTJL,O,O,O,X,X,X,X,X
SIOZLTJ,O,O,O,X,X,O,X,X
SIOZLJT,O,O,O,X,X,O,X,X
SIOZJTL,O,O,X,X,X,X,X,X
SIOZJLT,O,O,O,X,X,X,X,X
SLTIJZO,O,O,O,O,X,X,X,O
SLTIJOZ,O,O,O,O,X,X,X,O
SLTIZJO,O,O,O,O,X,O,X,O
SLTIZOJ,O,O,O,O,X,O,O,X
SLTIOJZ,O,O,O,O,X,X,X,X
SLTIOZJ,O,X,O,O,X,O,X,X
SLTJIZO,O,O,O,O,X,X,X,O
SLTJIOZ,O,O,O,O,X,X,X,O
SLTJZIO,O,O,O,O,X,X,X,O
SLTJZOI,O,O,O,O,X,X,O,O
SLTJOIZ,O,O,O,O,X,X,X,O
SLTJOZI,O,O,O,O,X,X,X,O
SLTZIJO,O,O,O,O,X,O,X,O
SLTZIOJ,O,O,O,O,X,O,O,X
SLTZJIO,O,O,O,O,X,O,X,O
SLTZJOI,O,O,O,O,X,O,O,O
SLTZOIJ,O,O,O,O,X,O,O,X
SLTZOJI,O,O,O,O,X,O,O,O
SLTOIJZ,O,O,O,O,X,X,X,X
SLTOIZJ,O,X,O,O,X,O,X,X
SLTOJIZ,O,O,O,O,X,X,X,O
SLTOJZI,O,O,O,O,X,X,X,O
SLTOZIJ,O,O,O,O,X,O,O,X
SLTOZJI,O,O,O,O,X,O,O,O
SLITJZO,O,O,O,O,X,X,X,X
SLITJOZ,O,O,O,O,X,X,X,X
SLITZJO,O,O,O,O,X,O,X,X
SLITZOJ,O,O,O,O,X,O,O,X
SLITOJZ,O,O,O,O,X,X,X,X
SLITOZJ,O,X,O,O,X,O,X,X
SLIJTZO,O,O,O,X,X,X,X,X
SLIJTOZ,O,O,O,X,X,X,X,X
SLIJZTO,O,O,X,X,X,O,X,X
SLIJZOT,O,O,O,X,X,O,X,X
SLIJOTZ,O,O,O,X,X,X,X,X
SLIJOZT,O,O,O,X,X,O,X,X
SLIZTJO,X,X,O,X,X,O,X,X
SLIZTOJ,O,X,O,X,X,O,O,X
SLIZJTO,X,X,X,X,X,O,X,X
SLIZJOT,O,X,O,X,X,O,X,X
SLIZOTJ,O,X,O,X,X,O,X,X
SLIZOJT,O,X,O,X,X,O,X,X
SLIOTJZ,O,X,O,O,X,X,X,X
SLIOTZJ,O,X,O,O,X,O,X,X
SLIOJTZ,O,O,O,X,X,X,X,X
SLIOJZT,O,O,O,X,X,O,X,X
SLIOZTJ,O,X,O,X,X,O,X,X
SLIOZJT,O,X,O,X,X,O,X,X
SLJTIZO,X,O,O,O,X,X,X,X
SLJTIOZ,X,O,O,O,X,X,X,X
SLJTZIO,X,O,O,O,X,X,X,X
SLJTZOI,X,O,O,O,X,X,O,X
SLJTOIZ,X,O,O,O,X,X,X,X
SLJTOZI,X,O,O,O,X,X,X,X
SLJITZO,O,O,O,X,X,X,X,X
SLJITOZ,O,O,O,X,X,X,X,X
SLJIZTO,O,O,X,X,X,O,X,X
SLJIZOT,O,O,O,X,X,O,X,X
SLJIOTZ,O,O,O,X,X,X,X,X
SLJIOZT,O,O,O,X,X,O,X,X
SLJZTIO,O,O,X,X,X,O,X,X
SLJZTOI,O,O,X,X,X,O,O,X
SLJZITO,O,O,X,X,X,O,X,X
SLJZIOT,O,O,O,X,X,O,X,X
SLJZOTI,O,X,X,X,X,O,X,X
SLJZOIT,O,O,O,X,X,O,X,X
SLJOTIZ,X,O,O,O,X,X,X,X
SLJOTZI,X,O,O,O,X,X,X,X
SLJOITZ,O,O,O,X,X,X,X,X
SLJOIZT,O,O,O,X,X,O,X,X
SLJOZTI,O,O,X,X,X,O,X,X
SLJOZIT,O,O,O,X,X,O,X,X
SLZTIJO,X,O,O,O,X,O,X,O
SLZTIOJ,O,O,O,O,X,O,O,X
SLZTJIO,X,O,O,O,X,O,X,O
SLZTJOI,X,O,O,O,X,O,O,O
SLZTOIJ,O,O,O,O,X,O,O,X
SLZTOJI,X,O,O,O,X,O,O,O
SLZITJO,X,X,O,X,X,O,X,X
SLZITOJ,O,X,O,X,X,O,O,X
SLZIJTO,X,X,X,X,X,O,X,X
SLZIJOT,O,X,O,X,X,O,X,X
SLZIOTJ,O,X,O,X,X,O,X,X
SLZIOJT,O,X,O,X,X,O,X,X
SLZJTIO,X,O,X,X,X,O,X,X
SLZJTOI,X,O,X,X,X,O,O,X
SLZJITO,X,O,X,X,X,O,X,X
SLZJIOT,O,O,O,X,X,O,X,X
SLZJOTI,X,X,X,X,X,O,X,X
SLZJOIT,O,O,O,X,X,O,X,X
SLZOTIJ,O,X,O,O,X,O,O,X
SLZOTJI,X,X,O,O,X,O,O,X
SLZOITJ,O,X,O,X,X,O,X,X
SLZOIJT,O,X,O,X,X,O,X,X
SLZOJTI,X,X,X,X,X,O,X,X
SLZOJIT,O,O,O,X,X,O,X,X
SLOTIJZ,O,O,O,O,X,X,X,X
SLOTIZJ,O,X,O,O,X,O,X,X
SLOTJIZ,O,O,O,O,X,X,X,X
SLOTJZI,O,O,O,O,X,X,X,X
SLOTZIJ,O,O,O,O,X,O,O,X
SLOTZJI,O,O,O,O,X,O,O,X
SLOITJZ,O,X,O,O,X,X,X,X
SLOITZJ,O,X,O,O,X,O,X,X
SLOIJTZ,O,O,O,X,X,X,X,X
SLOIJZT,O,O,O,X,X,O,X,X
SLOIZTJ,O,X,O,X,X,O,X,X
SLOIZJT,O,X,O,X,X,O,X,X
SLOJTIZ,X,O,O,O,X,X,X,X
SLOJTZI,X,O,O,O,X,X,X,X
SLOJITZ,O,O,O,X,X,X,X,X
SLOJIZT,O,O,O,X,X,O,X,X
SLOJZTI,O,O,X,X,X,O,X,X
SLOJZIT,O,O,O,X,X,O,X,X
SLOZTIJ,O,O,O,O,X,O,O,X
SLOZTJI,X,O,O,O,X,O,O,X
SLOZITJ,O,O,O,X,X,O,X,X
SLOZIJT,O,O,O,X,X,O,X,X
SLOZJTI,X,O,X,X,X,O,X,X
SLOZJIT,O,O,O,X,X,O,X,X
SJTILZO,O,O,O,O,X,X,X,O
SJTILOZ,O,O,O,O,X,X,X,O
SJTIZLO,O,O,O,O,X,X,X,X
SJTIZOL,O,O,O,X,X,X,X,X
SJTIOLZ,O,O,O,O,X,X,X,X
SJTIOZL,O,X,O,X,X,X,X,X
SJTLIZO,O,O,O,O,X,X,X,O
SJTLIOZ,O,O,O,O,X,X,X,O
SJTLZIO,O,O,O,O,X,X,X,O
SJTLZOI,O,O,O,O,X,X,O,O
SJTLOIZ,O,O,O,O,X,X,X,O
SJTLOZI,O,O,O,O,X,X,X,O
SJTZILO,O,O,O,O,X,X,X,X
SJTZIOL,O,O,O,X,X,X,X,X
SJTZLIO,O,O,O,O,X,X,X,X
SJTZLOI,O,O,O,O,X,X,O,X
SJTZOIL,O,O,O,X,X,X,O,X
SJTZOLI,O,O,O,X,X,X,O,X
SJTOILZ,O,O,O,O,X,X,X,X
SJTOIZL,O,O,O,X,X,X,X,X
SJTOLIZ,O,O,O,O,X,X,X,X
SJTOLZI,O,O,O,O,X,X,X,X
SJTOZIL,O,O,O,X,X,X,O,X
SJTOZLI,O,O,O,X,X,X,O,X
SJITLZO,O,O,O,O,X,X,X,O
SJITLOZ,O,O,O,O,X,X,X,O
SJITZLO,O,O,O,O,X,X,X,X
SJITZOL,O,O,O,X,X,X,X,X
SJITOLZ,O,O,O,O,X,X,X,X
SJITOZL,O,X,O,X,X,X,X,X
SJILTZO,O,O,O,X,X,X,X,X
SJILTOZ,O,O,O,X,X,X,X,X
SJILZTO,O,O,X,X,X,O,X,X
SJILZOT,O,O,O,X,X,O,X,X
SJILOTZ,O,O,O,X,X,X,X,X
SJILOZT,O,O,O,X,X,O,X,X
SJIZTLO,O,X,X,X,X,X,X,X
SJIZTOL,O,X,X,X,X,X,X,X
SJIZLTO,O,O,X,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X
SJIZOTL,O,X,X,X,O,X,X,X
SJIZOLT,O,X,O,X,O,X,X,X
SJIOTLZ,O,O,O,O,X,X,X,X
SJIOTZL,O,O,O,X,X,X,X,X
SJIOLTZ,O,O,O,X,X,X,X,X
SJIOLZT,O,O,O,X,X,O,X,X
SJIOZTL,O,O,X,X,O,X,X,X
SJIOZLT,O,O,O,X,O,X,X,X
SJLTIZO,X,O,O,O,X,X,X,X
SJLTIOZ,X,O,O,O,X,X,X,X
SJLTZIO,X,O,O,O,X,X,X,X
SJLTZOI,X,O,O,O,X,X,O,X
SJLTOIZ,X,O,O,O,X,X,X,X
SJLTOZI,X,O,O,O,X,X,X,X
SJLITZO,O,O,O,X,X,X,X,X
SJLITOZ,O,O,O,X,X,X,X,X
SJLIZTO,O,O,X,X,X,O,X,X
SJLIZOT,O,O,O,X,X,O,X,X
SJLIOTZ,O,O,O,X,X,X,X,X
SJLIOZT,O,O,O,X,X,O,X,X
SJLZTIO,O,O,X,X,X,O,X,X
SJLZTOI,O,O,X,X,X,O,O,X
SJLZITO,O,O,X,X,X,O,X,X
SJLZIOT,O,O,O,X,X,O,X,X
SJLZOTI,O,X,X,X,X,O,X,X
SJLZOIT,O,O,O,X,X,O,X,X
SJLOTIZ,X,O,O,O,X,X,X,X
SJLOTZI,X,O,O,O,X,X,X,X
SJLOITZ,O,O,O,X,X,X,X,X
SJLOIZT,O,O,O,X,X,O,X,X
SJLOZTI,O,O,X,X,X,O,X,X
SJLOZIT,O,O,O,X,X,O,X,X
SJZTILO,O,O,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,X
SJZTLOI,O,O,X,X,X,X,O,X
SJZTOIL,O,O,X,X,X,X,O,X
SJZTOLI,O,O,X,X,X,X,O,X
SJZITLO,O,X,X,X,X,X,X,X
SJZITOL,O,X,X,X,X,X,X,X
SJZILTO,O,O,X,X,X,X,X,X
SJZILOT,O,O,O,X,X,X,X,X
SJZIOTL,O,X,X,X,O,X,X,X
SJZIOLT,O,X,O,X,O,X,X,X
SJZLTIO,O,O,X,X,X,X,X,X
SJZLTOI,O,O,X,X,X,X,O,X
SJZLITO,O,O,X,X,X,X,X,X
SJZLIOT,O,O,O,X,X,X,X,X
SJZLOTI,O,X,X,X,X,X,X,X
SJZLOIT,O,O,O,X,X,X,X,X
SJZOTIL,O,O,X,X,O,X,X,X
SJZOTLI,O,O,X,X,O,X,X,X
SJZOITL,O,O,X,X,O,X,X,X
SJZOILT,O,O,O,X,O,X,X,X
SJZOLTI,O,O,X,X,O,X,X,X
SJZOLIT,O,O,O,X,O,X,X,X
SJOTILZ,O,O,O,O,X,X,X,X
SJOTIZL,O,O,O,X,X,X,X,X
SJOTLIZ,O,O,O,O,X,X,X,X
SJOTLZI,O,O,O,O,X,X,X,X
SJOTZIL,O,O,O,X,X,X,X,X
SJOTZLI,O,O,O,X,X,X,X,X
SJOITLZ,O,O,O,O,X,X,X,X
SJOITZL,O,O,O,X,X,X,X,X
SJOILTZ,O,O,O,X,X,X,X,X
SJOILZT,O,O,O,X,X,O,X,X
SJOIZTL,O,O,X,X,O,X,X,X
SJOIZLT,O,O,O,X,O,X,X,X
SJOLTIZ,X,O,O,O,X,X,X,X
SJOLTZI,X,O,O,O,X,X,X,X
SJOLITZ,O,O,O,X,X,X,X,X
SJOLIZT,O,O,O,X,X,O,X,X
SJOLZTI,O,O,X,X,X,O,X,X
SJOLZIT,O,O,O,X,X,O,X,X
SJOZTIL,O,O,X,X,O,X,X,X
SJOZTLI,O,O,X,X,O,X,X,X
SJOZITL,O,O,X,X,O,X,X,X
SJOZILT,O,O,O,X,O,X,X,X
SJOZLTI,O,O,X,X,O,X,X,X
SJOZLIT,O,O,O,X,O,X,X,X
SZTILJO,O,O,O,O,X,X,X,X
SZTILOJ,O,O,O,O,X,X,O,X
SZTIJLO,O,O,O,O,X,X,X,X
SZTIJOL,O,O,O,X,X,X,X,X
SZTIOLJ,O,O,O,O,X,X,O,X
SZTIOJL,O,O,O,X,X,X,O,X
SZTLIJO,O,O,O,O,X,X,X,X
SZTLIOJ,O,O,O,O,X,X,O,X
SZTLJIO,O,O,O,O,X,X,X,X
SZTLJOI,O,O,O,O,X,X,O,X
SZTLOIJ,O,O,O,O,X,X,O,X
SZTLOJI,O,O,O,O,X,X,O,X
SZTJILO,O,O,O,O,X,X,X,X
SZTJIOL,O,O,O,X,X,X,X,X
SZTJLIO,O,O,O,O,X,X,X,X
SZTJLOI,O,O,O,O,X,X,O,X
SZTJOIL,O,O,O,X,X,X,O,X
