sequence,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBcmB6nBT?jBdsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeOCJvhF6jB9lBziBx?rB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeOCJvhF6jB9lBziBx?rBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB2mBTjBc?sBXrBCsB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBymB+nBT?jBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBymB+nBT?jB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB6nBTjBm?mBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lB6nBTjBm?mB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBumB9nBT?jB8qBywB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF9lBOmBXiBT?jBcsBSwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeKCJvhFzdB+jB9lBx?rBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeX9IvhF6jBziBxlBN?sBUmBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeKCJvhFzdB+jB9lBx?rB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhFUhB9nBTjB6?qBmrB3rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3hB9nBTjB6?qBmrBUrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhFihB9nBTjB0?lBfsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gBtmB+nBT?jB8qBywB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF9lBxhBOnBC?oB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF9lBxhBOnBC?oBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jex9IvhF3gB9nBTjB8?qB+rBasB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jez9IvhF+jB9lBxmBK?nBXrB0rB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JedCJvhFfjB6jBxlBc?sBGrBzqB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Jez9IvhF+jB9lBxmBK?nB0rBXrB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Je6DJvhF3gBRiB0iBT?mBNsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8JeT+IvhF3gBcmBxnB6?nBdsBWwB,v115@zgF8DeC8GeB8HeC8EeE8DeC8Je09IvhF6jB9lBmhBT?mB3nBRwB
TLSZOJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOIJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TLSOIZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,X
TLSOJIZ,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLSOJZI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLSOZIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TLSOZJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZIJSO,O,O,X,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TLZIJOS,O,O,X,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TLZISJO,O,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TLZISOJ,O,O,O,X,X,X,O,O,O,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
TLZIOJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TLZIOSJ,O,O,X,X,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
TLZJISO,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
TLZJIOS,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X
TLZJSIO,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZJSOI,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZJOIS,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLZJOSI,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIJO,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSIOJ,X,X,X,X,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TLZSJIO,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSJOI,X,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLZSOIJ,X,X,X,O,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TLZSOJI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZOIJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TLZOISJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TLZOJIS,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLZOJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLZOSIJ,X,X,X,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TLZOSJI,X,X,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOIJSZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TLOIJZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,O
TLOISJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TLOISZJ,O,X,O,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,O
TLOIZJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TLOIZSJ,O,O,X,O,X,X,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O
TLOJISZ,O,O,O,X,O,O,O,X,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TLOJIZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TLOJSIZ,X,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TLOJSZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOJZIS,X,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TLOJZSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOSIJZ,O,O,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TLOSIZJ,O,X,X,O,X,X,O,O,O,O,X,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
TLOSJIZ,X,O,O,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
TLOSJZI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOSZIJ,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TLOSZJI,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TLOZIJS,O,O,O,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TLOZISJ,O,X,X,O,X,X,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TLOZJIS,X,O,O,X,X,O,X,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
TLOZJSI,X,X,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TLOZSIJ,X,X,X,O,X,X,X,O,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TLOZSJI,X,X,X,O,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJILSZO,O,X,X,X,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJILSOZ,O,X,O,X,O,O,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJILZSO,O,O,X,X,X,O,X,X,O,X,X,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TJILZOS,O,O,X,X,O,O,X,X,O,X,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TJILOSZ,O,O,O,X,O,O,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJILOZS,O,O,O,X,O,O,X,X,O,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TJISLZO,X,X,X,X,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJISLOZ,X,X,O,X,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
TJISZLO,X,X,X,X,O,O,X,X,O,X,O,O,O,X,X,O,O,X,X,O,O,X,X,X,X,X
TJISZOL,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJISOLZ,X,X,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJISOZL,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJIZLSO,X,O,X,X,X,O,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X
TJIZLOS,X,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TJIZSLO,X,O,X,X,O,O,X,X,O,X,O,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X
TJIZSOL,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X
TJIZOLS,X,O,X,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TJIZOSL,X,O,X,X,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X,X,X
TJIOLSZ,O,O,O,X,O,O,X,X,O,X,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJIOLZS,O,O,O,X,O,O,X,X,O,X,O,O,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TJIOSLZ,O,O,O,X,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIOSZL,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJIOZLS,O,O,O,X,O,O,X,X,O,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TJIOZSL,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJLISZO,O,X,X,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TJLISOZ,O,X,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O
TJLIZSO,O,O,X,X,X,O,X,O,O,X,X,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJLIZOS,O,O,X,X,O,O,X,O,O,O,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X
TJLIOSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,O,O,X,X,X,X,X,X,O
TJLIOZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,X,O,O,O,X,X,X,X,X,O
TJLSIZO,O,X,X,X,X,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
TJLSIOZ,O,X,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TJLSZIO,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJLSZOI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,X,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X
TJLSOZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJLZISO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJLZIOS,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TJLZSIO,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,X,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,O,O,O,X,O,O,O,X,O,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,X
TJLOIZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TJLOSIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X
TJLOSZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZIS,O,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJSILZO,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJSILOZ,X,X,X,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X,X
TJSIZLO,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,X
TJSIZOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJSIOLZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJSIOZL,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJSLIZO,O,X,X,X,O,X,O,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,X
TJSLIOZ,O,X,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X,O,X,X,O,X,X
TJSLZIO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSLZOI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X
TJSLOZI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZILO,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X
TJSZIOL,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSZLIO,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSZLOI,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZOLI,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSOILZ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TJSOIZL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,O,X,X
TJSOLIZ,O,X,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X
TJSOLZI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOZIL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOZLI,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJZILSO,O,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TJZILOS,O,X,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TJZISLO,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X
TJZISOL,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJZIOLS,O,X,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TJZIOSL,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
TJZLISO,O,X,X,X,X,O,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
TJZLIOS,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X
TJZLSIO,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZLSOI,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZLOIS,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
TJZLOSI,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSILO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X
TJZSIOL,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLIO,O,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZSLOI,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZSOIL,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZOILS,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJZOISL,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJZOLIS,O,X,X,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJZOLSI,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSIL,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZOSLI,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJOILSZ,O,O,O,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,O,O,X,O,O,X,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X
TJOISLZ,O,O,O,X,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOISZL,O,X,X,O,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJOIZLS,O,O,O,X,O,O,X,O,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
TJOIZSL,O,X,X,O,O,O,X,O,O,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
TJOLISZ,O,O,O,X,O,O,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,O,O,X,O,O,X,O,O,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
TJOLSIZ,O,O,O,X,O,O,X,X,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLZIS,O,O,O,X,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOLZSI,X,X,X,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
TJOSILZ,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJOSIZL,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TJOSLIZ,O,O,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOSLZI,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZIL,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOSZLI,O,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZILS,O,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TJOZISL,O,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TJOZLIS,O,O,O,X,O,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
TJOZLSI,O,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSIL,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOZSLI,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILJZO,X,X,X,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O
TSILJOZ,X,X,O,X,O,X,O,X,O,X,O,O,O,O,O,X,X,X,O,X,O,X,X,X,X,O
TSILZJO,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
TSILZOJ,X,O,O,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,O
TSILOJZ,X,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X,X,X,O
TSILOZJ,X,X,O,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,O
TSIJLZO,X,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,O
TSIJLOZ,X,X,O,X,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIJZLO,X,X,X,X,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,O
TSIJZOL,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O
TSIJOLZ,X,X,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIJOZL,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O
TSIZLJO,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,O
TSIZLOJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,O
TSIZJLO,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O
TSIZJOL,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TSIZOLJ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TSIZOJL,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIOLJZ,X,O,O,X,O,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O
TSIOLZJ,X,X,O,O,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,O
TSIOJLZ,X,O,O,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O
TSIOJZL,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,O
TSIOZLJ,X,X,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TSIOZJL,X,X,O,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSLIJZO,O,X,X,X,O,X,O,X,O,X,X,O,X,O,O,X,X,X,X,X,O,X,X,O,X,O
TSLIJOZ,O,X,O,X,O,X,O,X,O,X,X,O,X,O,O,X,X,X,O,X,O,X,X,X,X,O
TSLIZJO,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
TSLIZOJ,O,O,O,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,O
TSLIOJZ,O,O,O,X,O,X,O,X,O,X,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X,O
TSLIOZJ,O,X,O,X,X,X,O,O,O,X,X,O,X,O,O,O,X,X,O,X,X,X,X,O,X,O
TSLJIZO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
TSLJIOZ,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,O,X,O,X,X,O,X,X
TSLJZIO,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSLJZOI,X,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
