sequence,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeT7IvhF0cBxdB?ylBGjBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je07IvhFlcB3dB?5jB2lBynBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhFXeBTgB?ihB+oBlnB0sB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeOAJvhFxcBzgB?UiBFjBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cB5jB?1lBmiB0nBzsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex7IvhF0dBTgB?ihB+oBlnBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jei7IvhF3cBTeB?1lB2nBctB5nB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Jex8IvhFmgBUiB?FjBTgBStBXtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhBxcB?TeBlnBctBGsB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8Je38IvhFTgBxiB?mgBlnBctBCtB,v115@zgB8HeB8HeB8CeA8DeG8CeG8BeA8JeKAJvhFfhB0cB?xdB+oBlnBzsB
JSOLITZ,O,O,O,X,X,O,X,X,X,X,X
JSOLIZT,O,O,O,X,X,X,X,X,X,X,X
JSOLZTI,O,O,O,X,X,X,X,X,X,X,X
JSOLZIT,O,O,O,X,X,X,X,X,X,X,X
JSOZTIL,X,O,X,X,X,X,X,X,X,O,X
JSOZTLI,X,O,X,X,X,X,X,X,X,X,X
JSOZITL,X,O,X,X,X,X,X,X,X,O,X
JSOZILT,O,O,O,X,X,X,X,X,X,O,X
JSOZLTI,O,O,O,X,X,X,X,X,X,X,X
JSOZLIT,O,O,O,X,X,X,X,X,X,X,X
JZTILSO,O,O,X,X,O,X,O,O,X,X,O
JZTILOS,O,O,X,X,O,O,O,O,X,X,X
JZTISLO,O,O,X,X,O,X,O,O,X,X,X
JZTISOL,X,O,X,X,O,X,O,O,X,O,X
JZTIOLS,O,O,X,O,O,O,O,O,X,X,X
JZTIOSL,X,O,X,O,O,X,O,O,X,O,X
JZTLISO,O,O,X,X,O,X,O,O,X,X,O
JZTLIOS,O,O,X,X,O,O,O,O,X,X,X
JZTLSIO,O,O,X,X,O,X,O,O,O,X,O
JZTLSOI,O,O,O,X,O,O,O,O,O,X,O
JZTLOIS,O,O,O,X,O,O,O,O,X,X,X
JZTLOSI,O,O,O,X,O,O,O,O,O,X,X
JZTSILO,O,O,X,X,O,X,O,O,X,X,X
JZTSIOL,X,O,X,X,O,X,O,O,X,O,X
JZTSLIO,O,O,X,X,O,X,O,O,X,X,X
JZTSLOI,O,O,O,X,O,O,O,O,X,X,X
JZTSOIL,X,O,O,X,O,X,O,O,X,O,X
JZTSOLI,X,O,O,X,O,O,O,O,X,X,X
JZTOILS,O,O,O,O,O,O,O,O,X,X,X
JZTOISL,X,O,O,O,O,X,O,O,X,O,X
JZTOLIS,O,O,O,O,O,O,O,O,X,X,X
JZTOLSI,O,O,O,O,O,O,O,O,O,X,X
JZTOSIL,X,O,O,O,O,X,O,O,X,O,X
JZTOSLI,X,O,O,O,O,O,O,O,X,X,X
JZITLSO,X,O,X,X,O,X,O,O,X,X,X
JZITLOS,X,O,X,X,O,X,O,O,X,X,X
JZITSLO,X,O,X,X,O,X,O,O,X,X,X
JZITSOL,X,O,X,X,O,X,O,O,X,X,X
JZITOLS,X,O,X,O,O,X,O,O,X,X,X
JZITOSL,X,O,X,O,O,X,O,O,X,X,X
JZILTSO,X,O,X,X,O,X,X,O,X,X,X
JZILTOS,X,O,X,O,O,X,X,O,X,X,X
JZILSTO,X,O,X,X,O,X,X,O,X,X,O
JZILSOT,X,O,X,X,X,X,X,X,X,X,O
JZILOTS,O,O,X,O,X,X,X,O,X,X,X
JZILOST,O,O,X,O,X,X,X,X,X,X,X
JZISTLO,X,O,X,X,O,X,O,O,X,X,X
JZISTOL,X,O,X,X,O,X,O,O,X,X,X
JZISLTO,X,O,X,X,O,X,X,O,X,X,X
JZISLOT,X,O,X,X,X,X,X,X,X,X,X
JZISOTL,X,O,X,X,O,X,O,X,X,O,X
JZISOLT,X,O,X,X,X,X,X,X,X,O,X
JZIOTLS,X,O,X,O,O,X,O,O,X,X,X
JZIOTSL,X,O,X,O,O,X,O,O,X,X,X
JZIOLTS,X,O,X,O,X,X,X,O,X,X,X
JZIOLST,X,O,X,O,X,X,X,X,X,X,X
JZIOSTL,X,O,X,O,O,X,O,X,X,O,X
JZIOSLT,X,O,X,O,X,X,X,X,X,O,X
JZLTISO,O,O,X,X,O,X,O,O,X,X,O
JZLTIOS,O,O,X,O,O,O,O,O,X,X,X
JZLTSIO,O,O,X,X,O,X,O,O,O,X,O
JZLTSOI,O,O,O,X,O,O,O,O,O,X,O
JZLTOIS,O,O,O,O,O,O,O,O,X,X,X
JZLTOSI,O,O,O,O,O,O,O,O,O,X,X
JZLITSO,X,O,X,X,O,X,X,O,X,X,X
JZLITOS,X,O,X,O,O,X,X,O,X,X,X
JZLISTO,X,O,X,X,O,X,X,O,X,X,O
JZLISOT,X,O,X,X,X,X,X,X,X,X,O
JZLIOTS,O,O,X,O,X,X,X,O,X,X,X
JZLIOST,O,O,X,O,X,X,X,X,X,X,X
JZLSTIO,O,O,X,X,O,X,O,O,O,X,O
JZLSTOI,O,O,X,X,O,X,O,O,O,X,O
JZLSITO,O,O,X,X,O,X,X,O,O,X,O
JZLSIOT,O,O,X,X,X,X,X,X,O,X,O
JZLSOTI,O,O,O,X,X,X,O,X,O,X,O
JZLSOIT,O,O,O,X,X,X,X,X,O,X,O
JZLOTIS,O,O,O,O,X,O,O,O,X,X,X
JZLOTSI,O,O,O,O,X,O,O,O,O,X,X
JZLOITS,O,O,O,O,X,O,X,O,X,X,X
JZLOIST,O,O,O,O,X,X,X,X,X,X,X
JZLOSTI,O,O,O,O,X,X,O,X,O,X,X
JZLOSIT,O,O,O,O,X,X,X,X,O,X,X
JZSTILO,O,O,X,X,O,X,O,O,X,X,X
JZSTIOL,O,O,X,X,O,X,O,O,X,O,X
JZSTLIO,O,O,X,X,O,X,O,O,X,X,X
JZSTLOI,O,O,X,X,O,X,O,O,X,X,X
JZSTOIL,O,O,X,X,O,X,O,O,X,O,X
JZSTOLI,O,O,X,X,O,X,O,O,X,X,X
JZSITLO,O,O,X,X,O,X,O,O,X,X,X
JZSITOL,X,O,X,X,O,X,O,O,X,X,X
JZSILTO,O,O,X,X,O,X,X,O,X,X,X
JZSILOT,O,O,X,X,X,X,X,X,X,X,X
JZSIOTL,X,O,X,X,O,X,O,X,X,O,X
JZSIOLT,O,O,X,X,X,X,X,X,X,O,X
JZSLTIO,O,O,X,X,O,X,O,O,X,X,X
JZSLTOI,O,O,X,X,O,X,O,O,X,X,X
JZSLITO,O,O,X,X,O,X,X,O,X,X,X
JZSLIOT,O,O,X,X,X,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,O,X,X,X,X
JZSLOIT,O,O,O,X,X,X,X,X,X,X,X
JZSOTIL,X,O,X,X,O,X,O,X,X,O,X
JZSOTLI,X,O,X,X,O,X,O,X,X,X,X
JZSOITL,X,O,X,X,O,X,O,X,X,O,X
JZSOILT,O,O,O,X,X,X,X,X,X,O,X
JZSOLTI,O,O,O,X,X,X,O,X,X,X,X
JZSOLIT,O,O,O,X,X,X,X,X,X,X,X
JZOTILS,X,O,O,O,O,O,O,O,X,X,X
JZOTISL,X,O,O,O,O,X,O,O,X,O,X
JZOTLIS,X,O,O,O,O,O,O,O,X,X,X
JZOTLSI,X,O,O,O,O,O,O,O,O,X,X
JZOTSIL,X,O,O,O,O,X,O,O,X,O,X
JZOTSLI,X,O,O,O,O,O,O,O,X,X,X
JZOITLS,X,O,O,O,O,O,O,O,X,X,X
JZOITSL,X,O,O,O,O,X,O,O,X,X,X
JZOILTS,X,O,O,O,X,O,X,O,X,X,X
JZOILST,X,O,O,O,X,X,X,X,X,X,X
JZOISTL,X,O,X,O,O,X,O,X,X,O,X
JZOISLT,X,O,O,O,X,X,X,X,X,O,X
JZOLTIS,X,O,O,O,X,O,O,O,X,X,X
JZOLTSI,X,O,O,O,X,O,O,O,O,X,X
JZOLITS,X,O,O,O,X,O,X,O,X,X,X
JZOLIST,X,O,O,O,X,X,X,X,X,X,X
JZOLSTI,X,O,O,O,X,X,O,X,O,X,X
JZOLSIT,X,O,O,O,X,X,X,X,O,X,X
JZOSTIL,X,O,X,O,O,X,O,X,X,O,X
JZOSTLI,X,O,X,O,O,X,O,X,X,X,X
JZOSITL,X,O,X,O,O,X,O,X,X,O,X
JZOSILT,X,O,O,O,X,X,X,X,X,O,X
JZOSLTI,X,O,O,O,X,X,O,X,X,X,X
JZOSLIT,X,O,O,O,X,X,X,X,X,X,X
JOTILSZ,X,O,O,X,X,O,X,X,X,X,O
JOTILZS,X,O,O,O,X,O,X,X,X,X,X
JOTISLZ,X,O,O,X,X,O,X,X,X,X,X
JOTISZL,X,O,O,X,X,X,X,X,X,X,X
JOTIZLS,X,O,O,O,X,O,X,X,X,X,X
JOTIZSL,X,O,O,O,X,X,X,X,X,X,X
JOTLISZ,X,O,O,X,X,O,X,X,X,X,O
JOTLIZS,X,O,O,O,X,O,X,X,X,X,X
JOTLSIZ,X,O,O,X,X,O,X,X,X,X,O
JOTLSZI,X,O,O,O,X,O,X,X,X,X,O
JOTLZIS,X,O,O,O,X,O,X,X,X,X,X
JOTLZSI,X,O,O,O,X,O,X,X,X,X,X
JOTSILZ,X,O,O,X,X,O,X,X,X,X,X
JOTSIZL,X,O,O,X,X,X,X,X,X,X,X
JOTSLIZ,X,O,O,X,X,O,X,X,X,X,X
JOTSLZI,X,O,O,X,X,O,X,X,X,X,X
JOTSZIL,X,O,O,X,X,X,X,X,X,X,X
JOTSZLI,X,O,O,X,X,O,X,X,X,X,X
JOTZILS,X,O,O,O,X,O,X,X,X,X,X
JOTZISL,X,O,O,O,X,X,X,X,X,X,X
JOTZLIS,X,O,O,O,X,O,X,X,X,X,X
JOTZLSI,X,O,O,O,X,O,X,X,X,X,X
JOTZSIL,X,O,O,O,X,X,X,X,X,X,X
JOTZSLI,X,O,O,O,X,O,X,X,X,X,X
JOITLSZ,X,O,O,X,X,O,X,X,X,X,X
JOITLZS,X,O,O,O,X,O,X,X,X,X,X
JOITSLZ,X,O,O,X,X,O,X,X,X,X,X
JOITSZL,X,O,O,X,X,X,X,X,X,X,X
JOITZLS,X,O,O,O,X,O,X,X,X,X,X
JOITZSL,X,O,O,O,X,X,X,X,X,X,X
JOILTSZ,X,O,O,X,X,O,X,X,X,X,X
JOILTZS,X,O,O,O,X,O,X,X,X,X,X
JOILSTZ,X,O,O,X,X,O,X,X,X,X,X
JOILSZT,X,O,O,O,X,X,X,X,X,X,O
JOILZTS,X,O,O,O,X,O,X,O,X,X,X
JOILZST,X,O,O,O,X,X,X,X,X,X,X
JOISTLZ,X,O,O,X,X,O,X,X,X,X,X
JOISTZL,X,O,O,X,X,X,X,X,X,X,X
JOISLTZ,X,O,O,X,X,O,X,X,X,X,X
JOISLZT,X,O,O,O,X,X,X,X,X,X,X
JOISZTL,X,O,X,O,X,X,X,X,X,X,X
JOISZLT,X,O,O,O,X,X,X,X,X,X,X
JOIZTLS,X,O,O,O,X,O,X,O,X,X,X
JOIZTSL,X,O,O,O,X,X,X,O,X,X,X
JOIZLTS,X,O,O,O,X,O,X,O,X,X,X
JOIZLST,X,O,O,O,X,X,X,X,X,X,X
JOIZSTL,X,O,X,O,X,X,X,X,X,X,X
JOIZSLT,X,O,O,O,X,X,X,X,X,X,X
JOLTISZ,X,O,O,X,X,O,X,X,X,X,O
JOLTIZS,X,O,O,O,X,O,X,X,X,X,X
JOLTSIZ,X,O,O,X,X,O,X,X,X,X,O
JOLTSZI,X,O,O,O,X,O,X,X,X,X,O
JOLTZIS,X,O,O,O,X,O,X,O,X,X,X
JOLTZSI,X,O,O,O,X,O,X,O,X,X,X
JOLITSZ,X,O,O,X,X,O,X,X,X,X,X
JOLITZS,X,O,O,O,X,O,X,X,X,X,X
JOLISTZ,X,O,O,X,X,O,X,X,X,X,X
JOLISZT,X,O,O,O,X,X,X,X,X,X,O
JOLIZTS,X,O,O,O,X,O,X,O,X,X,X
JOLIZST,X,O,O,O,X,X,X,X,X,X,X
JOLSTIZ,X,O,O,X,X,O,X,X,X,X,O
JOLSTZI,X,O,O,O,X,O,X,X,X,X,O
JOLSITZ,X,O,O,X,X,O,X,X,X,X,X
JOLSIZT,X,O,O,O,X,X,X,X,X,X,O
JOLSZTI,X,O,O,O,X,X,X,X,X,X,O
JOLSZIT,X,O,O,O,X,X,X,X,X,X,O
JOLZTIS,X,O,O,O,X,O,X,O,X,X,X
JOLZTSI,X,O,O,O,X,O,X,O,X,X,X
JOLZITS,X,O,O,O,X,O,X,O,X,X,X
JOLZIST,X,O,O,O,X,X,X,X,X,X,X
JOLZSTI,X,O,O,O,X,X,X,X,X,X,X
JOLZSIT,X,O,O,O,X,X,X,X,X,X,X
JOSTILZ,X,O,O,X,X,O,X,X,X,X,X
JOSTIZL,X,O,O,X,X,X,X,X,X,X,X
JOSTLIZ,X,O,O,X,X,O,X,X,X,X,X
JOSTLZI,X,O,O,X,X,O,X,X,X,X,X
JOSTZIL,X,O,O,X,X,X,X,X,X,X,X
JOSTZLI,X,O,O,X,X,O,X,X,X,X,X
JOSITLZ,X,O,O,X,X,O,X,X,X,X,X
JOSITZL,X,O,O,X,X,X,X,X,X,X,X
JOSILTZ,X,O,O,X,X,O,X,X,X,X,X
JOSILZT,X,O,O,O,X,X,X,X,X,X,X
JOSIZTL,X,O,X,O,X,X,X,X,X,X,X
JOSIZLT,X,O,O,O,X,X,X,X,X,X,X
JOSLTIZ,X,O,O,X,X,O,X,X,X,X,X
JOSLTZI,X,O,O,O,X,O,X,X,X,X,X
JOSLITZ,X,O,O,X,X,O,X,X,X,X,X
JOSLIZT,X,O,O,O,X,X,X,X,X,X,X
JOSLZTI,X,O,O,O,X,X,X,X,X,X,X
JOSLZIT,X,O,O,O,X,X,X,X,X,X,X
JOSZTIL,X,O,X,O,X,X,X,X,X,O,X
JOSZTLI,X,O,X,O,X,X,X,X,X,X,X
JOSZITL,X,O,X,O,X,X,X,X,X,O,X
JOSZILT,X,O,O,O,X,X,X,X,X,O,X
JOSZLTI,X,O,O,O,X,X,X,X,X,X,X
JOSZLIT,X,O,O,O,X,X,X,X,X,X,X
JOZTILS,X,O,O,O,X,O,X,O,X,X,X
JOZTISL,X,O,O,O,X,X,X,O,X,O,X
JOZTLIS,X,O,O,O,X,O,X,O,X,X,X
JOZTLSI,X,O,O,O,X,O,X,O,X,X,X
JOZTSIL,X,O,O,O,X,X,X,O,X,O,X
JOZTSLI,X,O,O,O,X,O,X,O,X,X,X
JOZITLS,X,O,O,O,X,O,X,O,X,X,X
JOZITSL,X,O,O,O,X,X,X,O,X,X,X
JOZILTS,X,O,O,O,X,O,X,O,X,X,X
JOZILST,X,O,O,O,X,X,X,X,X,X,X
JOZISTL,X,O,X,O,X,X,X,X,X,O,X
JOZISLT,X,O,O,O,X,X,X,X,X,O,X
JOZLTIS,X,O,O,O,X,O,X,O,X,X,X
JOZLTSI,X,O,O,O,X,O,X,O,X,X,X
JOZLITS,X,O,O,O,X,O,X,O,X,X,X
JOZLIST,X,O,O,O,X,X,X,X,X,X,X
JOZLSTI,X,O,O,O,X,X,X,X,X,X,X
JOZLSIT,X,O,O,O,X,X,X,X,X,X,X
JOZSTIL,X,O,X,O,X,X,X,X,X,O,X
JOZSTLI,X,O,X,O,X,X,X,X,X,X,X
JOZSITL,X,O,X,O,X,X,X,X,X,O,X
JOZSILT,X,O,O,O,X,X,X,X,X,O,X
JOZSLTI,X,O,O,O,X,X,X,X,X,X,X
JOZSLIT,X,O,O,O,X,X,X,X,X,X,X
STILJZO,O,O,X,X,O,X,X,X,X,X,X
STILJOZ,O,O,X,X,X,X,X,X,X,X,X
STILZJO,O,O,X,X,O,X,O,X,X,X,X
STILZOJ,O,X,X,X,O,X,X,X,X,X,X
STILOJZ,O,O,X,X,X,X,X,X,X,X,X
STILOZJ,O,X,X,X,O,X,X,X,X,X,X
STIJLZO,O,O,X,X,O,X,X,X,X,X,X
STIJLOZ,O,O,X,X,X,X,X,X,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,X,X,X
STIJZOL,O,O,X,X,O,X,X,X,X,X,X
STIJOLZ,O,O,X,X,X,X,X,X,X,X,X
STIJOZL,O,O,X,X,X,X,X,X,X,X,X
STIZLJO,O,X,X,X,O,X,O,X,X,X,X
STIZLOJ,O,X,X,X,O,X,X,X,X,X,X
STIZJLO,O,X,X,X,O,X,O,X,X,X,X
STIZJOL,O,X,X,X,O,X,O,X,X,X,X
STIZOLJ,O,X,X,X,O,X,X,X,X,X,X
STIZOJL,X,X,X,X,O,X,X,X,X,X,X
STIOLJZ,X,O,X,X,X,X,X,X,X,X,X
STIOLZJ,X,O,X,X,O,X,X,X,X,X,X
STIOJLZ,X,O,X,X,X,X,X,X,X,X,X
STIOJZL,X,O,X,X,X,X,X,X,X,X,X
STIOZLJ,X,X,X,X,O,X,X,X,X,X,X
STIOZJL,X,X,X,X,O,X,X,X,X,X,X
STLIJZO,O,O,X,X,O,X,X,X,X,X,X
STLIJOZ,O,O,X,X,X,X,X,X,X,X,X
STLIZJO,O,O,X,X,O,X,O,X,X,X,X
STLIZOJ,O,X,X,X,O,X,X,X,X,X,X
STLIOJZ,O,O,X,X,X,X,X,X,X,X,X
STLIOZJ,O,X,X,X,O,X,X,X,X,X,X
STLJIZO,O,O,X,X,O,X,X,X,X,X,X
STLJIOZ,O,O,X,X,X,X,X,X,X,X,X
STLJZIO,O,O,X,X,O,X,O,X,X,X,X
STLJZOI,O,O,X,X,O,X,O,X,X,X,X
STLJOIZ,O,O,X,X,X,X,X,X,X,X,X
STLJOZI,O,O,X,X,X,X,X,X,X,X,X
STLZIJO,O,O,X,X,O,X,O,X,X,X,X
STLZIOJ,O,X,X,X,O,X,X,X,X,X,X
STLZJIO,O,O,X,X,O,X,O,X,X,X,X
STLZJOI,O,O,X,X,O,X,O,X,X,X,X
STLZOIJ,O,X,X,X,O,X,X,X,X,X,X
STLZOJI,O,X,X,X,O,X,O,X,X,X,X
STLOIJZ,O,O,X,X,X,X,X,X,X,X,X
STLOIZJ,O,X,X,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,X,X,X,X,X,X,X,X
STLOJZI,O,O,X,X,X,X,X,X,X,X,X
STLOZIJ,O,X,X,X,O,X,X,X,X,X,X
STLOZJI,O,X,X,X,O,X,O,X,X,X,X
STJILZO,O,O,X,X,O,X,X,X,X,X,X
STJILOZ,O,O,X,X,X,X,X,X,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,X,X,X
STJIZOL,O,O,X,X,O,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,X,X,X,X,X
STJLIZO,O,O,X,X,O,X,X,X,X,X,X
STJLIOZ,O,O,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,X,X,O,X,O,X,X,X,X
STJLZOI,O,O,X,X,O,X,O,X,X,X,X
STJLOIZ,O,O,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,O,X,O,X,X,X,X
STJZIOL,O,O,X,X,O,X,O,X,X,X,X
STJZLIO,O,O,X,X,O,X,O,X,X,X,X
STJZLOI,O,O,X,X,O,X,O,X,X,X,X
STJZOIL,O,O,X,X,O,X,O,X,X,X,X
STJZOLI,O,O,X,X,O,X,O,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X,X,X,X,X
STZILJO,O,X,X,X,O,X,O,X,X,X,X
STZILOJ,O,X,X,X,O,X,X,X,X,O,X
STZIJLO,O,X,X,X,O,X,O,X,X,X,X
STZIJOL,O,X,X,X,O,X,O,X,X,O,X
STZIOLJ,O,X,X,X,O,X,X,X,X,O,X
STZIOJL,X,X,X,X,O,X,X,X,X,O,X
STZLIJO,O,X,X,X,O,X,O,X,X,X,X
STZLIOJ,O,X,X,X,O,X,X,X,X,O,X
STZLJIO,O,X,X,X,O,X,O,X,X,X,X
STZLJOI,O,X,X,X,O,X,O,X,X,X,X
STZLOIJ,O,X,X,X,O,X,X,X,X,O,X
STZLOJI,O,X,X,X,O,X,O,X,X,X,X
STZJILO,O,X,X,X,O,X,O,X,X,X,X
STZJIOL,O,X,X,X,O,X,O,X,X,O,X
STZJLIO,O,X,X,X,O,X,O,X,X,X,X
STZJLOI,O,X,X,X,O,X,O,X,X,X,X
STZJOIL,O,X,X,X,O,X,O,X,X,O,X
STZJOLI,O,X,X,X,O,X,O,X,X,X,X
STZOILJ,O,X,X,X,O,X,X,X,X,O,X
STZOIJL,X,X,X,X,O,X,X,X,X,O,X
STZOLIJ,O,X,X,X,O,X,X,X,X,O,X
STZOLJI,O,X,X,X,O,X,O,X,X,X,X
STZOJIL,O,X,X,X,O,X,O,X,X,O,X
STZOJLI,O,X,X,X,O,X,O,X,X,X,X
STOILJZ,X,O,X,X,X,X,X,X,X,X,X
STOILZJ,X,O,X,X,O,X,X,X,X,X,X
STOIJLZ,X,O,X,X,X,X,X,X,X,X,X
STOIJZL,X,O,X,X,X,X,X,X,X,X,X
STOIZLJ,X,X,X,X,O,X,X,X,X,X,X
STOIZJL,X,X,X,X,O,X,X,X,X,X,X
STOLIJZ,O,O,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,O,X,X,X,X,X,X
STOLJIZ,O,O,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,O,X,X,X,X,X,X
STOLZJI,O,O,X,X,O,X,O,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,X,X,X,X,X
STOJLIZ,O,O,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,X,X,X,X,X,X,X
STOJZIL,O,O,X,X,X,X,X,X,X,X,X
STOJZLI,O,O,X,X,X,X,X,X,X,X,X
STOZILJ,O,X,X,X,O,X,X,X,X,O,X
STOZIJL,X,X,X,X,O,X,X,X,X,O,X
STOZLIJ,O,X,X,X,O,X,X,X,X,O,X
STOZLJI,O,X,X,X,O,X,O,X,X,X,X
STOZJIL,O,X,X,X,O,X,O,X,X,O,X
STOZJLI,O,X,X,X,O,X,O,X,X,X,X
SITLJZO,O,O,X,X,O,X,X,X,X,X,X
SITLJOZ,O,O,X,X,X,X,X,X,X,X,X
SITLZJO,O,O,X,X,O,X,O,X,X,X,X
SITLZOJ,O,X,X,X,O,X,X,X,X,X,X
SITLOJZ,O,O,X,X,X,X,X,X,X,X,X
SITLOZJ,O,X,X,X,O,X,X,X,X,X,X
SITJLZO,O,O,X,X,O,X,X,X,X,X,X
SITJLOZ,O,O,X,X,X,X,X,X,X,X,X
SITJZLO,O,O,X,X,O,X,X,X,X,X,X
SITJZOL,O,O,X,X,O,X,X,X,X,X,X
SITJOLZ,O,O,X,X,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,X,X,X,X,X
SITZLJO,O,X,X,X,O,X,O,X,X,X,X
SITZLOJ,O,X,X,X,O,X,X,X,X,X,X
SITZJLO,O,X,X,X,O,X,O,X,X,X,X
SITZJOL,O,X,X,X,O,X,O,X,X,X,X
SITZOLJ,O,X,X,X,O,X,X,X,X,X,X
SITZOJL,X,X,X,X,O,X,X,X,X,X,X
SITOLJZ,X,O,X,X,X,X,X,X,X,X,X
SITOLZJ,X,O,X,X,O,X,X,X,X,X,X
SITOJLZ,X,O,X,X,X,X,X,X,X,X,X
SITOJZL,X,O,X,X,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,X,X,X,X,X
SITOZJL,X,X,X,X,O,X,X,X,X,X,X
SILTJZO,O,O,X,X,O,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,X,X,X,X
SILTZJO,O,O,X,X,O,X,X,X,X,X,X
SILTZOJ,O,X,X,X,O,X,X,X,X,X,X
SILTOJZ,O,O,X,X,X,X,X,X,X,X,X
SILTOZJ,O,X,X,X,O,X,X,X,X,X,X
SILJTZO,O,O,X,X,X,X,X,X,X,X,X
SILJTOZ,O,O,X,X,X,X,X,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,X,X,X,X
SILJZOT,O,O,X,X,X,X,X,X,X,X,X
SILJOTZ,O,O,X,X,X,X,X,X,X,X,X
SILJOZT,O,O,X,X,X,X,X,X,X,X,X
SILZTJO,O,O,X,X,O,X,X,X,X,X,X
SILZTOJ,O,X,X,X,O,X,X,X,X,X,X
SILZJTO,O,O,X,X,O,X,X,X,X,X,X
SILZJOT,O,O,X,X,X,X,X,X,X,X,X
SILZOTJ,O,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,X,X,X,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,X,X,X,X
SILOTZJ,O,X,X,X,X,X,X,X,X,X,X
SILOJTZ,O,O,X,X,X,X,X,X,X,X,X
SILOJZT,O,O,X,X,X,X,X,X,X,X,X
SILOZTJ,O,X,X,X,X,X,X,X,X,X,X
SILOZJT,O,X,X,X,X,X,X,X,X,X,X
SIJTLZO,O,O,X,X,O,X,X,X,X,X,X
SIJTLOZ,O,O,X,X,X,X,X,X,X,X,X
SIJTZLO,O,O,X,X,O,X,X,X,X,X,X
SIJTZOL,X,O,X,X,O,X,X,X,X,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X,X
SIJTOZL,X,O,X,X,X,X,X,X,X,X,X
SIJLTZO,O,O,X,X,X,X,X,X,X,X,X
SIJLTOZ,O,O,X,X,X,X,X,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X,X,X,X
SIJLZOT,O,O,X,X,X,X,X,X,X,X,X
SIJLOTZ,O,O,X,X,X,X,X,X,X,X,X
SIJLOZT,O,O,X,X,X,X,X,X,X,X,X
SIJZTLO,O,O,X,X,O,X,X,X,X,X,X
SIJZTOL,X,O,X,X,O,X,X,X,X,X,X
SIJZLTO,O,O,X,X,O,X,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X,X,X,X,X,X
SIJZOTL,X,O,X,X,O,X,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,O,X,X,X,X,X,X,X,X,X
SIJOLZT,O,O,X,X,X,X,X,X,X,X,X
SIJOZTL,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,X
SIZTLJO,O,X,X,X,O,X,O,X,X,X,X
SIZTLOJ,O,X,X,X,O,X,X,X,X,O,X
SIZTJLO,O,X,X,X,O,X,O,X,X,X,X
SIZTJOL,O,X,X,X,O,X,O,X,X,O,X
SIZTOLJ,O,X,X,X,O,X,X,X,X,O,X
SIZTOJL,X,X,X,X,O,X,X,X,X,O,X
SIZLTJO,O,X,X,X,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,X,O,X,X,X,X,X,X
SIZLJTO,O,X,X,X,O,X,X,X,X,X,X
