sequence,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBOr?BzrB,v115@EhC8BeA8CeH8CeG8CeC8Jem6IvhFtgB0cBxdBTfBKr?BfsB,v115@EhC8BeA8CeH8CeG8CeC8JeK/IvhFzaBtgBxdB3hB0m?B2wB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFzbBthBxdB3fBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBthBxdBfmBzr?BarB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFtgB0cBxdB3fBmr?BTrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFzbBthB3fBxiBUm?BywB,v115@EhC8BeA8CeH8CeG8CeC8Jei6IvhFthBxdB3fBzgBmr?BUrB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBzbBxdBarBfs?BtrB,v115@EhC8BeA8CeH8CeG8CeC8Je2/IvhFtgB0cB3fBxiBTm?BywB,v115@EhC8BeA8CeH8CeG8CeC8JeO/IvhF8fBtgBxdB3hBTm?BywB
LJZIOST,X,X,O,X,X,X,X,X,O,X,O
LJZSTIO,X,O,O,O,X,X,O,X,O,X,O
LJZSTOI,X,O,O,O,X,X,O,X,O,X,O
LJZSITO,X,O,O,O,X,X,O,X,O,X,O
LJZSIOT,X,X,O,O,X,X,X,X,O,X,O
LJZSOTI,X,X,O,O,X,X,O,X,O,X,O
LJZSOIT,X,X,O,O,X,X,X,X,O,X,O
LJZOTIS,X,X,O,O,X,X,O,X,X,O,O
LJZOTSI,X,X,O,O,X,X,O,X,O,O,O
LJZOITS,X,X,O,X,X,X,O,X,X,O,O
LJZOIST,X,X,O,X,X,X,X,X,O,X,O
LJZOSTI,X,X,O,O,X,X,O,X,O,X,O
LJZOSIT,X,X,O,O,X,X,X,X,O,X,O
LJOTISZ,X,O,O,X,X,O,X,O,X,O,X
LJOTIZS,X,X,O,X,X,O,O,X,X,O,X
LJOTSIZ,X,O,O,X,X,O,X,O,X,O,X
LJOTSZI,X,O,O,X,X,O,X,O,X,O,X
LJOTZIS,X,X,O,X,X,O,O,X,X,O,X
LJOTZSI,X,O,O,X,X,O,O,X,X,O,X
LJOITSZ,X,O,O,X,X,O,X,X,X,O,X
LJOITZS,X,X,O,X,X,O,O,X,X,O,X
LJOISTZ,X,O,O,X,X,O,X,X,X,O,X
LJOISZT,X,O,O,X,X,O,X,X,X,X,X
LJOIZTS,X,X,O,X,X,O,O,X,X,O,X
LJOIZST,X,X,O,X,X,X,X,X,X,X,X
LJOSTIZ,X,O,O,X,X,O,X,O,X,O,X
LJOSTZI,X,O,O,X,X,O,X,O,X,O,X
LJOSITZ,X,O,O,X,X,O,X,O,X,O,X
LJOSIZT,X,O,O,X,X,O,X,X,X,X,X
LJOSZTI,X,O,O,X,X,O,X,O,O,X,X
LJOSZIT,X,O,O,X,X,O,X,X,O,X,X
LJOZTIS,X,X,O,X,X,O,O,X,X,O,X
LJOZTSI,X,O,O,X,X,O,O,X,O,O,X
LJOZITS,X,X,O,X,X,O,O,X,X,O,X
LJOZIST,X,X,O,X,X,X,X,X,O,X,X
LJOZSTI,X,O,O,X,X,X,O,X,O,X,X
LJOZSIT,X,O,O,X,X,X,X,X,O,X,X
LSTIJZO,O,O,X,O,X,O,O,O,X,O,O
LSTIJOZ,O,O,O,O,X,O,X,O,X,X,X
LSTIZJO,O,O,X,X,X,O,X,X,O,O,O
LSTIZOJ,O,O,O,X,X,O,X,O,X,X,O
LSTIOJZ,O,O,O,X,X,X,X,O,X,X,X
LSTIOZJ,O,O,O,X,X,O,X,O,X,X,O
LSTJIZO,O,O,O,O,X,O,O,O,X,O,O
LSTJIOZ,O,O,O,O,X,O,X,O,X,X,X
LSTJZIO,O,O,O,O,X,O,O,O,X,O,O
LSTJZOI,O,O,O,O,X,O,O,O,X,O,O
LSTJOIZ,O,O,O,O,X,O,X,O,X,X,X
LSTJOZI,O,O,O,O,X,O,X,O,X,X,X
LSTZIJO,O,O,X,X,X,O,X,X,O,O,O
LSTZIOJ,O,O,O,X,X,O,X,O,X,X,O
LSTZJIO,O,O,X,X,X,O,X,X,O,O,O
LSTZJOI,O,O,X,X,X,O,X,X,O,O,O
LSTZOIJ,O,O,O,X,X,O,X,O,X,X,O
LSTZOJI,X,O,O,X,X,X,X,O,O,X,O
LSTOIJZ,O,O,O,X,X,X,X,O,X,X,X
LSTOIZJ,O,O,O,X,X,O,X,O,X,X,O
LSTOJIZ,O,O,O,X,X,O,X,O,X,X,X
LSTOJZI,O,O,O,X,X,O,X,O,X,X,X
LSTOZIJ,O,O,O,X,X,O,X,O,X,X,O
LSTOZJI,O,O,O,X,X,X,X,O,O,X,O
LSITJZO,O,O,X,O,X,O,O,O,X,O,O
LSITJOZ,O,O,O,O,X,O,X,O,X,X,X
LSITZJO,O,O,X,X,X,O,X,X,O,O,O
LSITZOJ,O,O,O,X,X,O,X,O,X,X,O
LSITOJZ,O,O,O,X,X,X,X,O,X,X,X
LSITOZJ,O,O,O,X,X,O,X,O,X,X,O
LSIJTZO,O,O,O,O,X,O,O,O,X,O,O
LSIJTOZ,O,O,O,O,X,O,X,O,X,X,X
LSIJZTO,O,O,O,O,X,O,O,O,O,X,O
LSIJZOT,X,O,O,O,X,O,X,X,O,X,O
LSIJOTZ,O,O,O,O,X,O,X,O,X,O,X
LSIJOZT,O,O,O,O,X,O,X,X,X,X,X
LSIZTJO,O,O,X,X,X,O,O,X,O,O,O
LSIZTOJ,O,O,O,X,X,O,O,O,X,X,O
LSIZJTO,O,O,X,O,X,O,O,O,O,X,O
LSIZJOT,X,O,X,O,X,O,X,X,O,X,O
LSIZOTJ,O,O,O,X,X,X,X,X,X,X,O
LSIZOJT,O,O,X,X,X,X,X,X,O,X,O
LSIOTJZ,O,O,O,X,X,X,X,O,X,O,X
LSIOTZJ,O,O,O,X,X,O,X,O,X,O,O
LSIOJTZ,O,O,O,O,X,O,X,O,X,O,X
LSIOJZT,O,O,O,O,X,O,X,X,X,X,X
LSIOZTJ,O,O,O,X,X,X,X,X,X,O,O
LSIOZJT,O,O,X,X,X,X,X,X,O,X,O
LSJTIZO,O,O,O,O,X,O,O,O,X,O,O
LSJTIOZ,O,O,O,O,X,O,X,O,X,X,X
LSJTZIO,O,O,O,O,X,O,O,O,X,O,O
LSJTZOI,O,O,O,O,X,O,O,O,X,O,O
LSJTOIZ,O,O,O,O,X,O,X,O,X,X,X
LSJTOZI,O,O,O,O,X,O,X,O,X,X,X
LSJITZO,O,O,O,O,X,O,O,O,X,O,O
LSJITOZ,O,O,O,O,X,O,X,O,X,X,X
LSJIZTO,O,O,O,O,X,O,O,O,O,X,O
LSJIZOT,X,O,O,O,X,O,X,X,O,X,O
LSJIOTZ,O,O,O,O,X,O,X,O,X,O,X
LSJIOZT,O,O,O,O,X,O,X,X,X,X,X
LSJZTIO,O,O,O,O,X,O,O,O,O,X,O
LSJZTOI,O,O,O,O,X,O,O,O,O,X,O
LSJZITO,O,O,O,O,X,O,O,O,O,X,O
LSJZIOT,X,O,O,O,X,O,X,X,O,X,O
LSJZOTI,X,O,O,O,X,O,O,O,O,X,O
LSJZOIT,X,O,O,O,X,O,X,X,O,X,O
LSJOTIZ,O,O,O,O,X,O,X,O,X,O,X
LSJOTZI,O,O,O,O,X,O,X,O,X,O,X
LSJOITZ,O,O,O,O,X,O,X,O,X,O,X
LSJOIZT,O,O,O,O,X,O,X,X,X,X,X
LSJOZTI,O,O,O,O,X,O,X,O,O,X,X
LSJOZIT,O,O,O,O,X,O,X,X,O,X,X
LSZTIJO,O,O,X,X,X,O,O,X,O,O,O
LSZTIOJ,O,O,O,X,X,O,O,O,X,X,O
LSZTJIO,O,O,X,X,X,O,O,X,O,O,O
LSZTJOI,O,O,X,X,X,O,O,X,O,O,O
LSZTOIJ,O,O,O,X,X,O,O,O,X,X,O
LSZTOJI,X,O,O,X,X,X,O,O,O,X,O
LSZITJO,O,O,X,X,X,O,O,X,O,O,O
LSZITOJ,O,O,O,X,X,O,O,O,X,X,O
LSZIJTO,O,O,X,O,X,O,O,O,O,X,O
LSZIJOT,X,O,X,O,X,O,X,X,O,X,O
LSZIOTJ,O,O,O,X,X,X,X,X,X,X,O
LSZIOJT,O,O,X,X,X,X,X,X,O,X,O
LSZJTIO,O,O,X,O,X,O,O,O,O,X,O
LSZJTOI,O,O,X,O,X,O,O,O,O,X,O
LSZJITO,O,O,X,O,X,O,O,O,O,X,O
LSZJIOT,X,O,X,O,X,O,X,X,O,X,O
LSZJOTI,X,O,X,O,X,O,O,O,O,X,O
LSZJOIT,X,O,X,O,X,O,X,X,O,X,O
LSZOTIJ,O,O,O,X,X,X,O,O,X,X,O
LSZOTJI,O,O,O,X,X,X,O,O,O,X,O
LSZOITJ,O,O,O,X,X,X,X,X,X,X,O
LSZOIJT,O,O,X,X,X,X,X,X,O,X,O
LSZOJTI,O,O,X,X,X,X,O,O,O,X,O
LSZOJIT,O,O,X,X,X,X,X,X,O,X,O
LSOTIJZ,O,O,O,X,X,X,X,O,X,O,X
LSOTIZJ,O,O,O,X,X,O,X,O,X,O,O
LSOTJIZ,O,O,O,X,X,O,X,O,X,O,X
LSOTJZI,O,O,O,X,X,O,X,O,X,O,X
LSOTZIJ,O,O,O,X,X,O,X,O,X,O,O
LSOTZJI,O,O,O,X,X,X,X,O,O,O,O
LSOITJZ,O,O,O,X,X,X,X,O,X,O,X
LSOITZJ,O,O,O,X,X,O,X,O,X,O,O
LSOIJTZ,O,O,O,O,X,O,X,O,X,O,X
LSOIJZT,O,O,O,O,X,O,X,X,X,X,X
LSOIZTJ,O,O,O,X,X,X,X,X,X,O,O
LSOIZJT,O,O,X,X,X,X,X,X,O,X,O
LSOJTIZ,O,O,O,O,X,O,X,O,X,O,X
LSOJTZI,O,O,O,O,X,O,X,O,X,O,X
LSOJITZ,O,O,O,O,X,O,X,O,X,O,X
LSOJIZT,O,O,O,O,X,O,X,X,X,X,X
LSOJZTI,O,O,O,O,X,O,X,O,O,X,X
LSOJZIT,O,O,O,O,X,O,X,X,O,X,X
LSOZTIJ,O,O,O,X,X,X,X,O,X,O,O
LSOZTJI,O,O,O,X,X,X,X,O,O,O,O
LSOZITJ,O,O,O,X,X,X,X,X,X,O,O
LSOZIJT,O,O,X,X,X,X,X,X,O,X,O
LSOZJTI,O,O,X,X,X,X,X,O,O,X,O
LSOZJIT,O,O,X,X,X,X,X,X,O,X,O
LZTIJSO,X,X,X,X,X,X,O,X,X,O,O
LZTIJOS,X,X,X,X,X,X,O,X,X,O,O
LZTISJO,O,X,X,X,X,O,O,X,X,O,O
LZTISOJ,O,X,O,X,X,O,O,X,X,X,O
LZTIOJS,X,X,X,X,X,X,O,X,X,O,O
LZTIOSJ,X,X,O,X,X,X,O,X,X,X,O
LZTJISO,X,X,O,X,X,X,O,X,X,O,O
LZTJIOS,X,X,O,X,X,X,O,X,X,O,O
LZTJSIO,X,O,O,X,X,X,O,X,O,O,O
LZTJSOI,X,O,O,X,X,X,O,X,O,O,O
LZTJOIS,X,X,O,X,X,X,O,X,X,O,O
LZTJOSI,X,X,O,X,X,X,O,X,O,O,O
LZTSIJO,O,O,X,X,X,O,O,X,O,O,O
LZTSIOJ,O,O,O,X,X,O,O,X,X,X,O
LZTSJIO,O,O,X,X,X,O,O,X,O,O,O
LZTSJOI,X,O,X,X,X,X,O,X,O,O,O
LZTSOIJ,O,O,O,X,X,O,O,X,X,X,O
LZTSOJI,X,O,O,X,X,X,O,X,O,X,O
LZTOIJS,X,X,X,X,X,X,O,X,X,O,O
LZTOISJ,X,X,O,X,X,X,O,X,X,X,O
LZTOJIS,X,X,O,X,X,X,O,X,X,O,O
LZTOJSI,X,O,O,X,X,X,O,X,O,O,O
LZTOSIJ,X,O,O,X,X,X,O,X,X,X,O
LZTOSJI,X,O,O,X,X,X,O,X,O,X,O
LZITJSO,X,X,X,X,X,X,O,X,X,O,O
LZITJOS,X,X,X,X,X,X,O,X,X,O,O
LZITSJO,O,X,X,X,X,O,O,X,X,O,O
LZITSOJ,O,X,O,X,X,O,O,X,X,X,O
LZITOJS,X,X,X,X,X,X,O,X,X,O,O
LZITOSJ,X,X,O,X,X,X,O,X,X,X,O
LZIJTSO,X,X,O,X,X,X,O,X,X,O,O
LZIJTOS,X,X,O,X,X,X,O,X,X,O,O
LZIJSTO,X,X,O,X,X,X,O,X,O,X,O
LZIJSOT,X,X,O,X,X,X,X,X,O,X,O
LZIJOTS,X,X,O,X,O,X,O,X,X,O,O
LZIJOST,X,X,O,X,O,X,X,X,O,X,O
LZISTJO,X,X,X,X,X,X,O,X,O,O,O
LZISTOJ,X,X,O,X,X,X,O,X,X,X,O
LZISJTO,X,X,X,X,X,X,O,X,O,X,O
LZISJOT,X,X,X,X,X,X,X,X,O,X,O
LZISOTJ,X,X,O,X,X,X,X,X,X,X,O
LZISOJT,X,X,X,X,X,X,X,X,O,X,O
LZIOTJS,X,X,X,X,O,X,O,X,X,O,O
LZIOTSJ,X,X,O,X,O,X,O,X,X,O,O
LZIOJTS,X,X,O,X,O,X,O,X,X,O,O
LZIOJST,X,X,O,X,O,X,X,X,O,X,O
LZIOSTJ,X,X,O,X,O,X,X,X,X,O,O
LZIOSJT,X,X,X,X,O,X,X,X,O,X,O
LZJTISO,X,X,O,X,X,X,O,X,X,O,O
LZJTIOS,X,X,O,X,X,X,O,X,X,O,O
LZJTSIO,X,O,O,X,X,X,O,X,O,O,O
LZJTSOI,X,O,O,X,X,X,O,X,O,O,O
LZJTOIS,X,X,O,X,X,X,O,X,X,O,O
LZJTOSI,X,X,O,X,X,X,O,X,O,O,O
LZJITSO,X,X,O,X,X,X,O,X,X,O,O
LZJITOS,X,X,O,X,X,X,O,X,X,O,O
LZJISTO,X,X,O,X,X,X,O,X,O,X,O
LZJISOT,X,X,O,X,X,X,X,X,O,X,O
LZJIOTS,X,X,O,X,O,X,O,X,X,O,O
LZJIOST,X,X,O,X,O,X,X,X,O,X,O
LZJSTIO,X,O,O,X,X,X,O,X,O,X,O
LZJSTOI,X,O,O,X,X,X,O,X,O,X,O
LZJSITO,X,O,O,X,X,X,O,X,O,X,O
LZJSIOT,X,X,O,X,X,X,X,X,O,X,O
LZJSOTI,X,X,O,X,X,X,O,X,O,X,O
LZJSOIT,X,X,O,X,X,X,X,X,O,X,O
LZJOTIS,X,X,O,X,O,X,O,X,X,O,O
LZJOTSI,X,X,O,X,O,X,O,X,O,O,O
LZJOITS,X,X,O,X,O,X,O,X,X,O,O
LZJOIST,X,X,O,X,O,X,X,X,O,X,O
LZJOSTI,X,X,O,X,O,X,O,X,O,X,O
LZJOSIT,X,X,O,X,O,X,X,X,O,X,O
LZSTIJO,X,O,X,X,X,X,O,X,O,O,O
LZSTIOJ,X,O,O,X,X,X,O,X,X,X,O
LZSTJIO,X,O,X,X,X,X,O,X,O,O,O
LZSTJOI,X,O,X,X,X,X,O,X,O,O,O
LZSTOIJ,X,O,O,X,X,X,O,X,X,X,O
LZSTOJI,X,O,O,X,X,X,O,X,O,X,O
LZSITJO,X,O,X,X,X,X,O,X,O,O,O
LZSITOJ,X,O,O,X,X,X,O,X,X,X,O
LZSIJTO,X,O,X,X,X,X,O,X,O,X,O
LZSIJOT,X,O,X,X,X,X,X,X,O,X,O
LZSIOTJ,X,O,O,X,X,X,X,X,X,X,O
LZSIOJT,X,O,X,X,X,X,X,X,O,X,O
LZSJTIO,X,O,X,X,X,X,O,X,O,X,O
LZSJTOI,X,O,X,X,X,X,O,X,O,X,O
LZSJITO,X,O,X,X,X,X,O,X,O,X,O
LZSJIOT,X,O,X,X,X,X,X,X,O,X,O
LZSJOTI,X,O,X,X,X,X,O,X,O,X,O
LZSJOIT,X,O,X,X,X,X,X,X,O,X,O
LZSOTIJ,X,O,O,X,X,X,O,X,X,X,O
LZSOTJI,X,O,O,X,X,X,O,X,O,X,O
LZSOITJ,X,O,O,X,X,X,X,X,X,X,O
LZSOIJT,X,O,X,X,X,X,X,X,O,X,O
LZSOJTI,X,O,X,X,X,X,O,X,O,X,O
LZSOJIT,X,O,X,X,X,X,X,X,O,X,O
LZOTIJS,X,X,X,X,O,X,O,X,X,O,O
LZOTISJ,X,X,O,X,O,X,O,X,X,O,O
LZOTJIS,X,X,O,X,O,X,O,X,X,O,O
LZOTJSI,X,O,O,X,O,X,O,X,O,O,O
LZOTSIJ,X,O,O,X,O,X,O,X,X,O,O
LZOTSJI,X,O,O,X,O,X,O,X,O,O,O
LZOITJS,X,X,X,X,O,X,O,X,X,O,O
LZOITSJ,X,X,O,X,O,X,O,X,X,O,O
LZOIJTS,X,X,O,X,O,X,O,X,X,O,O
LZOIJST,X,X,O,X,O,X,X,X,O,X,O
LZOISTJ,X,X,O,X,O,X,X,X,X,O,O
LZOISJT,X,X,X,X,O,X,X,X,O,X,O
LZOJTIS,X,X,O,X,O,X,O,X,X,O,O
LZOJTSI,X,O,O,X,O,X,O,X,O,O,O
LZOJITS,X,X,O,X,O,X,O,X,X,O,O
LZOJIST,X,X,O,X,O,X,X,X,O,X,O
LZOJSTI,X,O,O,X,O,X,O,X,O,X,O
LZOJSIT,X,O,O,X,O,X,X,X,O,X,O
LZOSTIJ,X,O,O,X,O,X,O,X,X,O,O
LZOSTJI,X,O,O,X,O,X,O,X,O,O,O
LZOSITJ,X,O,O,X,O,X,X,X,X,O,O
LZOSIJT,X,O,X,X,O,X,X,X,O,X,O
LZOSJTI,X,O,X,X,O,X,O,X,O,X,O
LZOSJIT,X,O,X,X,O,X,X,X,O,X,O
LOTIJSZ,X,O,O,X,X,X,X,X,X,O,X
LOTIJZS,X,X,O,X,X,X,O,X,X,O,X
LOTISJZ,O,O,O,X,X,X,X,O,X,O,X
LOTISZJ,O,O,O,X,O,X,X,O,X,O,O
LOTIZJS,X,X,X,X,O,X,X,X,X,O,O
LOTIZSJ,O,X,O,X,O,X,X,X,X,O,O
LOTJISZ,X,O,O,X,X,X,X,X,X,O,X
LOTJIZS,X,X,O,X,X,X,O,X,X,O,X
LOTJSIZ,X,O,O,X,X,X,X,X,X,O,X
LOTJSZI,X,O,O,X,X,X,X,X,X,O,X
LOTJZIS,X,X,O,X,X,X,O,X,X,O,X
LOTJZSI,X,O,O,X,X,X,O,X,X,O,X
LOTSIJZ,O,O,O,X,X,X,X,O,X,O,X
LOTSIZJ,O,O,O,X,O,X,X,O,X,O,O
LOTSJIZ,O,O,O,X,X,X,X,O,X,O,X
LOTSJZI,O,O,O,X,X,X,X,O,X,O,X
LOTSZIJ,O,O,O,X,O,X,X,O,X,O,O
LOTSZJI,O,O,O,X,O,X,X,O,O,O,O
LOTZIJS,X,X,X,X,O,X,X,X,X,O,O
LOTZISJ,O,X,O,X,O,X,X,X,X,O,O
LOTZJIS,X,X,O,X,O,X,X,X,X,O,O
LOTZJSI,X,O,O,X,O,X,X,X,O,O,O
LOTZSIJ,O,O,O,X,O,X,X,X,X,O,O
LOTZSJI,O,O,O,X,O,X,X,X,O,O,O
LOITJSZ,X,O,O,X,X,X,X,X,X,O,X
LOITJZS,X,X,O,X,X,X,O,X,X,O,X
LOITSJZ,O,O,O,X,X,X,X,X,X,O,X
LOITSZJ,O,O,O,X,O,X,X,X,X,O,O
LOITZJS,X,X,X,X,O,X,X,X,X,O,O
LOITZSJ,O,X,O,X,O,X,X,X,X,O,O
LOIJTSZ,O,O,O,X,X,X,X,X,X,O,X
LOIJTZS,O,X,O,X,X,X,O,X,X,O,X
LOIJSTZ,O,O,O,X,X,X,X,X,X,O,X
LOIJSZT,O,O,O,X,X,X,X,X,X,X,X
LOIJZTS,O,X,O,X,X,X,O,X,X,O,X
LOIJZST,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,O,O,X,X,X,X,X,X,O,X
LOISTZJ,O,O,O,X,O,X,X,X,X,O,O
LOISJTZ,O,O,O,X,X,X,X,X,X,O,X
LOISJZT,O,O,O,X,X,X,X,X,X,X,X
LOISZTJ,O,O,O,X,O,X,X,X,X,O,O
LOISZJT,O,O,X,X,O,X,X,X,O,X,O
LOIZTJS,X,X,X,X,O,X,O,X,X,O,O
LOIZTSJ,O,X,O,X,O,X,O,X,X,O,O
LOIZJTS,X,X,O,X,O,X,O,X,X,O,O
LOIZJST,X,X,O,X,O,X,X,X,O,X,O
LOIZSTJ,X,X,O,X,O,X,X,X,X,O,O
LOIZSJT,X,X,X,X,O,X,X,X,O,X,O
LOJTISZ,O,O,O,X,X,X,X,O,X,O,X
LOJTIZS,O,X,O,X,X,X,O,X,X,O,X
LOJTSIZ,O,O,O,X,X,X,X,O,X,O,X
LOJTSZI,O,O,O,X,X,X,X,O,X,O,X
LOJTZIS,O,X,O,X,X,X,O,X,X,O,X
LOJTZSI,O,O,O,X,X,X,O,X,X,O,X
LOJITSZ,O,O,O,X,X,X,X,X,X,O,X
LOJITZS,O,X,O,X,X,X,O,X,X,O,X
LOJISTZ,O,O,O,X,X,X,X,X,X,O,X
LOJISZT,O,O,O,X,X,X,X,X,X,X,X
LOJIZTS,O,X,O,X,X,X,O,X,X,O,X
LOJIZST,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,O,O,X,X,X,X,O,X,O,X
LOJSTZI,O,O,O,X,X,X,X,O,X,O,X
LOJSITZ,O,O,O,X,X,X,X,O,X,O,X
LOJSIZT,O,O,O,X,X,X,X,X,X,X,X
LOJSZTI,O,O,O,X,X,X,X,O,O,X,X
LOJSZIT,O,O,O,X,X,X,X,X,O,X,X
LOJZTIS,O,X,O,X,X,X,O,X,X,O,X
LOJZTSI,O,O,O,X,X,X,O,X,O,O,X
LOJZITS,O,X,O,X,X,X,O,X,X,O,X
LOJZIST,X,X,O,X,X,X,X,X,O,X,X
LOJZSTI,X,O,O,X,X,X,O,X,O,X,X
LOJZSIT,X,O,O,X,X,X,X,X,O,X,X
LOSTIJZ,O,O,O,X,X,X,X,O,X,O,X
LOSTIZJ,O,O,O,X,O,X,X,O,X,O,O
LOSTJIZ,O,O,O,X,X,X,X,O,X,O,X
LOSTJZI,O,O,O,X,X,X,X,O,X,O,X
LOSTZIJ,O,O,O,X,O,X,X,O,X,O,O
LOSTZJI,O,O,O,X,O,X,X,O,O,O,O
LOSITJZ,O,O,O,X,X,X,X,O,X,O,X
LOSITZJ,O,O,O,X,O,X,X,O,X,O,O
LOSIJTZ,O,O,O,X,X,X,X,O,X,O,X
LOSIJZT,O,O,O,X,X,X,X,X,X,X,X
LOSIZTJ,O,O,O,X,O,X,X,X,X,O,O
LOSIZJT,O,O,X,X,O,X,X,X,O,X,O
LOSJTIZ,O,O,O,X,X,X,X,O,X,O,X
LOSJTZI,O,O,O,X,X,X,X,O,X,O,X
LOSJITZ,O,O,O,X,X,X,X,O,X,O,X
LOSJIZT,O,O,O,X,X,X,X,X,X,X,X
LOSJZTI,O,O,O,X,X,X,X,O,O,X,X
LOSJZIT,O,O,O,X,X,X,X,X,O,X,X
LOSZTIJ,O,O,O,X,O,X,X,O,X,O,O
LOSZTJI,O,O,O,X,O,X,X,O,O,O,O
LOSZITJ,O,O,O,X,O,X,X,X,X,O,O
LOSZIJT,O,O,X,X,O,X,X,X,O,X,O
LOSZJTI,O,O,X,X,O,X,X,O,O,X,O
LOSZJIT,O,O,X,X,O,X,X,X,O,X,O
LOZTIJS,X,X,X,X,O,X,O,X,X,O,O
LOZTISJ,O,X,O,X,O,X,O,X,X,O,O
LOZTJIS,X,X,O,X,O,X,O,X,X,O,O
LOZTJSI,X,O,O,X,O,X,O,X,O,O,O
LOZTSIJ,O,O,O,X,O,X,O,X,X,O,O
LOZTSJI,O,O,O,X,O,X,O,X,O,O,O
LOZITJS,X,X,X,X,O,X,O,X,X,O,O
LOZITSJ,O,X,O,X,O,X,O,X,X,O,O
LOZIJTS,X,X,O,X,O,X,O,X,X,O,O
LOZIJST,X,X,O,X,O,X,X,X,O,X,O
LOZISTJ,X,X,O,X,O,X,X,X,X,O,O
LOZISJT,X,X,X,X,O,X,X,X,O,X,O
LOZJTIS,X,X,O,X,O,X,O,X,X,O,O
LOZJTSI,X,O,O,X,O,X,O,X,O,O,O
LOZJITS,X,X,O,X,O,X,O,X,X,O,O
LOZJIST,X,X,O,X,O,X,X,X,O,X,O
LOZJSTI,X,O,O,X,O,X,O,X,O,X,O
LOZJSIT,X,O,O,X,O,X,X,X,O,X,O
LOZSTIJ,X,O,O,X,O,X,O,X,X,O,O
LOZSTJI,X,O,O,X,O,X,O,X,O,O,O
LOZSITJ,X,O,O,X,O,X,X,X,X,O,O
LOZSIJT,X,O,X,X,O,X,X,X,O,X,O
LOZSJTI,X,O,X,X,O,X,O,X,O,X,O
LOZSJIT,X,O,X,X,O,X,X,X,O,X,O
JTILSZO,O,X,O,O,X,O,O,O,X,O,X
JTILSOZ,O,X,O,O,X,O,X,O,X,X,X
JTILZSO,O,X,O,X,X,O,O,X,X,O,X
JTILZOS,X,X,O,X,X,X,O,X,X,O,X
JTILOSZ,X,X,O,X,X,X,X,O,X,O,X
JTILOZS,X,X,O,X,X,X,O,X,X,O,X
JTISLZO,O,O,O,O,X,O,O,O,X,X,X
JTISLOZ,O,O,O,O,X,O,X,O,X,X,X
JTISZLO,O,X,O,O,X,O,X,O,X,O,O
JTISZOL,O,X,X,O,X,O,O,O,X,O,O
JTISOLZ,O,X,O,O,X,O,X,O,X,X,X
JTISOZL,O,X,X,O,X,O,X,O,X,X,X
JTIZLSO,O,X,O,O,X,O,O,X,X,O,O
JTIZLOS,X,X,O,O,X,X,O,X,X,X,X
JTIZSLO,O,X,O,O,X,O,X,O,X,O,O
JTIZSOL,O,X,X,O,X,O,O,O,X,O,O
JTIZOLS,X,X,X,O,X,X,O,X,X,X,X
JTIZOSL,O,X,X,O,X,O,O,O,X,O,O
JTIOLSZ,X,X,O,X,X,O,X,O,X,X,X
JTIOLZS,X,X,O,X,X,O,O,X,X,X,X
JTIOSLZ,O,X,O,O,X,O,X,O,X,X,X
JTIOSZL,O,X,X,O,X,O,X,O,X,X,X
JTIOZLS,X,X,X,X,X,O,O,X,X,X,X
JTIOZSL,O,X,X,X,X,O,O,O,X,O,X
JTLISZO,O,O,O,O,X,O,O,O,X,O,X
JTLISOZ,O,O,O,O,X,O,X,O,X,X,X
JTLIZSO,O,X,O,X,X,O,O,X,X,O,X
JTLIZOS,X,X,O,X,X,X,O,X,X,O,X
JTLIOSZ,X,X,O,X,X,X,X,O,X,O,X
JTLIOZS,X,X,O,X,X,X,O,X,X,O,X
JTLSIZO,O,O,O,O,X,O,O,O,X,O,X
JTLSIOZ,O,O,O,O,X,O,X,O,X,X,X
JTLSZIO,O,O,O,O,X,O,O,O,X,O,X
JTLSZOI,O,O,O,O,X,O,O,O,X,O,X
JTLSOIZ,O,O,O,O,X,O,X,O,X,X,X
JTLSOZI,O,O,O,O,X,O,X,O,X,X,X
JTLZISO,O,X,O,X,X,O,O,X,X,O,X
JTLZIOS,X,X,O,X,X,X,O,X,X,O,X
JTLZSIO,O,O,O,X,X,O,O,X,X,O,X
JTLZSOI,O,O,O,X,X,O,O,X,X,O,X
JTLZOIS,X,X,O,X,X,X,O,X,X,O,X
JTLZOSI,X,X,O,X,X,X,O,X,X,O,X
JTLOISZ,X,X,O,X,X,X,X,O,X,O,X
JTLOIZS,X,X,O,X,X,X,O,X,X,O,X
JTLOSIZ,X,O,O,X,X,X,X,O,X,O,X
JTLOSZI,X,O,O,X,X,X,X,O,X,O,X
JTLOZIS,X,X,O,X,X,X,O,X,X,O,X
JTLOZSI,X,X,O,X,X,X,O,X,X,O,X
JTSILZO,O,O,O,O,X,O,O,O,X,X,X
JTSILOZ,O,O,O,O,X,O,X,O,X,X,X
