sequence,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhF6gBxcBzfB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFzaB+gBxcB/mBUi?BlqB,v115@7gB8GeC8HeD8DeG8AeF8Je06IvhFxbBXdB2kBzgBCn?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBCgB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeK/IvhFWgBxcB/mBUiBTg?BlqB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFxcBflBlgBUiBTm?B6qB,v115@7gB8GeC8HeD8DeG8AeF8Jem6IvhFFcBXdBTfBclBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhF/gBUcBFdBmkBxm?BCrB,v115@7gB8GeC8HeD8DeG8AeF8JeT6IvhFxbBXdBlgBmkB8q?BCsB,v115@7gB8GeC8HeD8DeG8AeF8JeO/IvhFXbBRhB6mBTiBFl?B8qB
LSOTIZJ,X,O,O,X,X,X,O,O,X,X
LSOTJIZ,O,O,O,X,X,X,X,O,X,X
LSOTJZI,O,O,O,X,O,O,X,O,X,X
LSOTZIJ,O,O,O,X,O,O,O,X,X,X
LSOTZJI,O,O,O,X,O,O,O,O,X,X
LSOITJZ,O,O,O,X,X,X,X,X,X,X
LSOITZJ,X,X,O,X,X,X,O,X,X,X
LSOIJTZ,O,X,X,X,X,X,X,X,O,X
LSOIJZT,O,X,O,X,X,X,O,X,O,X
LSOIZTJ,O,X,X,X,X,X,O,X,O,X
LSOIZJT,O,X,X,X,X,X,O,X,O,X
LSOJTIZ,O,X,O,X,X,X,X,O,O,X
LSOJTZI,O,X,O,X,X,O,X,O,O,X
LSOJITZ,O,X,X,X,X,X,X,O,O,X
LSOJIZT,O,X,O,X,X,X,O,O,O,X
LSOJZTI,O,X,O,O,O,O,O,O,O,X
LSOJZIT,O,X,O,O,O,O,O,O,O,X
LSOZTIJ,O,O,X,X,O,O,O,X,O,X
LSOZTJI,O,O,X,X,O,O,O,O,O,X
LSOZITJ,O,O,X,X,O,O,O,X,O,X
LSOZIJT,O,X,X,O,O,O,O,X,O,X
LSOZJTI,O,X,X,O,O,O,O,O,O,X
LSOZJIT,O,X,X,O,O,O,O,O,O,X
LZTIJSO,X,X,X,X,X,X,O,O,O,O
LZTIJOS,X,O,X,X,X,X,X,O,O,X
LZTISJO,X,O,X,X,O,X,O,O,O,O
LZTISOJ,X,O,X,X,O,X,O,O,O,X
LZTIOJS,X,X,X,X,X,X,O,X,O,X
LZTIOSJ,X,X,X,X,X,X,O,O,O,X
LZTJISO,X,X,O,X,X,X,O,X,O,O
LZTJIOS,X,O,O,X,X,X,X,X,O,X
LZTJSIO,X,O,O,O,O,X,O,O,O,O
LZTJSOI,X,O,O,O,O,X,O,O,O,X
LZTJOIS,X,O,O,X,X,X,O,O,O,X
LZTJOSI,X,O,O,X,X,X,O,O,O,X
LZTSIJO,X,O,O,O,O,X,O,O,O,O
LZTSIOJ,X,O,O,O,O,X,O,O,O,X
LZTSJIO,X,O,O,O,O,X,O,O,O,O
LZTSJOI,X,O,O,O,O,X,O,O,O,X
LZTSOIJ,X,O,O,O,O,X,O,X,O,X
LZTSOJI,X,O,O,O,O,X,O,O,O,X
LZTOIJS,X,X,O,X,X,X,O,X,O,X
LZTOISJ,X,X,O,X,X,X,O,X,O,X
LZTOJIS,X,O,O,X,X,X,O,X,O,X
LZTOJSI,X,O,O,X,X,X,O,X,O,X
LZTOSIJ,X,O,O,X,X,X,O,X,O,X
LZTOSJI,X,O,O,X,X,X,O,X,O,X
LZITJSO,X,X,X,X,X,X,O,O,O,O
LZITJOS,X,O,X,X,X,X,O,O,O,X
LZITSJO,X,O,X,X,O,X,O,O,O,O
LZITSOJ,X,O,X,X,O,X,O,O,O,X
LZITOJS,X,X,X,X,X,X,O,X,O,X
LZITOSJ,X,X,X,X,X,X,O,O,O,X
LZIJTSO,X,X,X,X,X,X,O,O,O,X
LZIJTOS,X,X,X,X,X,X,O,O,O,X
LZIJSTO,O,O,X,O,O,X,O,O,O,O
LZIJSOT,O,X,X,O,O,X,O,O,O,O
LZIJOTS,X,X,X,X,X,X,O,O,O,X
LZIJOST,X,X,X,X,X,O,O,O,O,X
LZISTJO,O,O,X,O,O,X,O,O,O,X
LZISTOJ,O,O,X,O,O,X,O,O,O,X
LZISJTO,O,O,X,O,O,X,O,O,O,O
LZISJOT,O,X,X,O,O,X,O,O,O,O
LZISOTJ,O,O,X,X,O,X,O,O,O,X
LZISOJT,O,X,X,O,O,X,O,O,O,X
LZIOTJS,X,X,X,X,X,X,O,X,X,X
LZIOTSJ,X,X,X,X,X,X,O,O,X,X
LZIOJTS,X,X,X,X,X,X,O,X,X,X
LZIOJST,X,X,X,X,X,O,O,X,X,X
LZIOSTJ,X,O,X,X,O,O,O,O,X,X
LZIOSJT,X,X,X,X,O,O,O,O,X,X
LZJTISO,X,X,O,X,X,X,O,X,O,O
LZJTIOS,X,X,O,X,X,X,X,X,O,X
LZJTSIO,X,X,O,O,O,X,O,O,O,O
LZJTSOI,X,X,O,O,O,X,O,O,O,X
LZJTOIS,X,X,O,X,X,X,O,O,O,X
LZJTOSI,X,X,O,X,X,X,O,O,O,X
LZJITSO,X,X,O,X,X,X,O,O,O,X
LZJITOS,X,X,O,X,X,X,X,O,O,X
LZJISTO,O,O,O,O,O,X,O,O,O,O
LZJISOT,O,X,O,O,O,X,O,O,O,O
LZJIOTS,X,X,X,X,X,X,X,O,O,X
LZJIOST,X,X,O,X,X,O,X,O,O,X
LZJSTIO,O,O,O,O,O,X,O,O,O,X
LZJSTOI,O,O,O,O,O,O,O,O,O,X
LZJSITO,O,O,O,O,O,X,O,O,O,X
LZJSIOT,O,X,O,O,O,X,O,O,O,X
LZJSOTI,O,X,O,O,O,O,O,O,O,X
LZJSOIT,O,X,O,O,O,O,O,O,O,X
LZJOTIS,X,X,O,X,X,X,O,O,O,X
LZJOTSI,X,X,O,X,X,X,O,O,O,X
LZJOITS,X,X,X,X,X,X,O,O,O,X
LZJOIST,X,X,O,X,X,O,O,O,O,X
LZJOSTI,O,X,O,X,X,O,O,O,O,X
LZJOSIT,O,X,O,X,X,O,O,O,O,X
LZSTIJO,O,O,O,O,O,X,O,O,O,X
LZSTIOJ,O,O,O,O,O,X,O,O,O,X
LZSTJIO,O,O,O,O,O,X,O,O,O,X
LZSTJOI,O,O,O,O,O,O,O,O,O,X
LZSTOIJ,O,O,O,O,O,X,O,X,O,X
LZSTOJI,O,O,O,O,O,X,O,O,O,X
LZSITJO,O,O,O,O,O,X,O,O,O,X
LZSITOJ,O,O,O,O,O,X,O,X,O,X
LZSIJTO,O,O,O,O,O,X,O,O,O,X
LZSIJOT,O,X,O,O,O,X,O,O,O,X
LZSIOTJ,O,O,X,X,O,X,O,X,O,X
LZSIOJT,O,X,X,O,O,X,O,X,O,X
LZSJTIO,O,O,O,O,O,X,O,O,O,X
LZSJTOI,O,O,O,O,O,O,O,O,O,X
LZSJITO,O,O,O,O,O,X,O,O,O,X
LZSJIOT,O,X,O,O,O,X,O,O,O,X
LZSJOTI,O,X,O,O,O,O,O,O,O,X
LZSJOIT,O,X,O,O,O,O,O,O,O,X
LZSOTIJ,O,O,X,X,O,O,O,X,O,X
LZSOTJI,O,O,X,X,O,O,O,O,O,X
LZSOITJ,O,O,X,X,O,O,O,X,O,X
LZSOIJT,O,X,X,O,O,O,O,X,O,X
LZSOJTI,O,X,X,O,O,O,O,O,O,X
LZSOJIT,O,X,X,O,O,O,O,O,O,X
LZOTIJS,X,X,X,X,X,X,O,X,O,X
LZOTISJ,X,X,X,X,X,X,O,X,O,X
LZOTJIS,X,O,X,X,X,X,O,X,O,X
LZOTJSI,X,O,X,X,X,X,O,X,O,X
LZOTSIJ,X,O,X,X,X,X,O,X,O,X
LZOTSJI,X,O,X,X,X,X,O,X,O,X
LZOITJS,X,X,X,X,X,X,O,X,X,X
LZOITSJ,X,X,X,X,X,X,O,X,X,X
LZOIJTS,X,X,X,X,X,X,O,X,X,X
LZOIJST,X,X,X,X,X,O,O,X,X,X
LZOISTJ,X,O,X,X,O,O,O,X,X,X
LZOISJT,X,X,X,X,O,O,O,X,X,X
LZOJTIS,X,X,X,X,X,X,O,X,O,X
LZOJTSI,X,X,X,X,X,X,O,X,O,X
LZOJITS,X,X,X,X,X,X,O,X,O,X
LZOJIST,X,X,X,X,X,O,O,X,O,X
LZOJSTI,O,X,X,X,X,O,O,X,O,X
LZOJSIT,O,X,X,X,X,O,O,X,O,X
LZOSTIJ,O,O,X,X,O,O,O,X,O,X
LZOSTJI,O,O,X,X,O,O,O,X,O,X
LZOSITJ,O,O,X,X,O,O,O,X,O,X
LZOSIJT,O,X,X,X,O,O,O,X,O,X
LZOSJTI,O,X,X,X,O,O,O,X,O,X
LZOSJIT,O,X,X,X,O,O,O,X,O,X
LOTIJSZ,O,O,O,X,X,X,X,O,X,X
LOTIJZS,O,O,O,X,X,X,X,O,X,X
LOTISJZ,O,O,O,X,X,X,X,O,X,X
LOTISZJ,O,O,O,X,X,X,O,O,X,X
LOTIZJS,O,X,O,X,X,X,O,X,X,X
LOTIZSJ,X,X,O,X,X,X,O,O,X,X
LOTJISZ,O,O,O,X,X,X,X,O,X,X
LOTJIZS,O,O,O,X,X,X,X,O,X,X
LOTJSIZ,O,O,O,X,X,X,X,O,X,X
LOTJSZI,O,O,O,O,O,X,X,O,X,X
LOTJZIS,O,O,O,X,X,X,X,O,X,X
LOTJZSI,O,O,O,X,X,X,X,O,X,X
LOTSIJZ,O,O,O,X,X,X,X,O,X,X
LOTSIZJ,O,O,O,X,X,X,O,O,X,X
LOTSJIZ,O,O,O,X,X,X,X,O,X,X
LOTSJZI,O,O,O,O,O,X,X,O,X,X
LOTSZIJ,O,O,O,O,O,X,O,X,X,X
LOTSZJI,O,O,O,O,O,X,O,O,X,X
LOTZIJS,O,X,O,X,X,X,O,X,X,X
LOTZISJ,X,X,O,X,X,X,O,X,X,X
LOTZJIS,O,O,O,X,X,X,O,X,X,X
LOTZJSI,O,O,O,X,X,X,O,X,X,X
LOTZSIJ,O,O,O,X,X,X,O,X,X,X
LOTZSJI,O,O,O,X,X,X,O,X,X,X
LOITJSZ,O,O,X,X,X,X,X,O,X,X
LOITJZS,X,O,X,X,X,X,X,O,X,X
LOITSJZ,X,O,X,X,X,X,X,O,X,X
LOITSZJ,X,O,X,X,X,X,O,O,X,X
LOITZJS,X,X,X,X,X,X,O,X,X,X
LOITZSJ,X,X,X,X,X,X,O,O,X,X
LOIJTSZ,O,X,X,X,X,X,X,O,X,X
LOIJTZS,X,X,X,X,X,X,X,O,X,X
LOIJSTZ,O,X,X,X,X,X,X,O,X,X
LOIJSZT,O,X,X,X,X,X,O,O,X,X
LOIJZTS,X,X,X,X,X,X,O,O,X,X
LOIJZST,O,X,X,X,X,X,O,O,X,X
LOISTJZ,O,O,X,X,X,X,X,O,X,X
LOISTZJ,X,X,X,X,X,X,O,O,X,X
LOISJTZ,O,X,X,X,X,X,X,O,X,X
LOISJZT,O,X,X,X,X,X,O,O,X,X
LOISZTJ,O,X,X,X,X,X,O,O,X,X
LOISZJT,O,X,X,X,X,X,O,O,X,X
LOIZTJS,X,X,X,X,X,X,O,X,X,X
LOIZTSJ,X,X,X,X,X,X,O,O,X,X
LOIZJTS,X,X,X,X,X,X,O,X,X,X
LOIZJST,O,X,X,X,X,X,O,X,X,X
LOIZSTJ,X,O,X,X,O,X,O,O,X,X
LOIZSJT,X,X,X,X,O,X,O,O,X,X
LOJTISZ,O,O,O,X,X,X,X,O,X,X
LOJTIZS,O,O,O,X,X,X,X,O,X,X
LOJTSIZ,O,O,O,X,X,X,X,O,O,X
LOJTSZI,O,O,O,O,O,X,X,O,O,X
LOJTZIS,O,O,O,X,X,X,X,O,O,X
LOJTZSI,O,O,O,X,X,X,X,O,O,X
LOJITSZ,O,X,X,X,X,X,X,O,X,X
LOJITZS,X,X,X,X,X,X,X,O,X,X
LOJISTZ,O,X,X,X,X,X,X,O,O,X
LOJISZT,O,X,X,X,X,X,O,O,O,X
LOJIZTS,X,X,X,X,X,X,O,O,O,X
LOJIZST,O,X,X,X,X,X,O,O,O,X
LOJSTIZ,O,X,O,X,X,X,X,O,O,X
LOJSTZI,O,X,O,X,X,O,X,O,O,X
LOJSITZ,O,X,X,X,X,X,X,O,O,X
LOJSIZT,O,X,O,X,X,X,O,O,O,X
LOJSZTI,O,X,O,O,O,O,O,O,O,X
LOJSZIT,O,X,O,O,O,O,O,O,O,X
LOJZTIS,X,X,O,X,X,X,O,O,O,X
LOJZTSI,X,X,O,X,X,X,O,O,O,X
LOJZITS,X,X,X,X,X,X,O,O,O,X
LOJZIST,O,X,O,X,X,O,O,O,O,X
LOJZSTI,O,X,O,X,X,O,O,O,O,X
LOJZSIT,O,X,O,X,X,O,O,O,O,X
LOSTIJZ,O,O,O,X,X,X,X,O,X,X
LOSTIZJ,X,O,O,X,X,X,O,O,X,X
LOSTJIZ,O,O,O,X,X,X,X,O,X,X
LOSTJZI,O,O,O,X,O,O,X,O,X,X
LOSTZIJ,O,O,O,X,O,O,O,X,X,X
LOSTZJI,O,O,O,X,O,O,O,O,X,X
LOSITJZ,O,O,O,X,X,X,X,X,X,X
LOSITZJ,X,X,O,X,X,X,O,X,X,X
LOSIJTZ,O,X,X,X,X,X,X,X,O,X
LOSIJZT,O,X,O,X,X,X,O,X,O,X
LOSIZTJ,O,X,X,X,X,X,O,X,O,X
LOSIZJT,O,X,X,X,X,X,O,X,O,X
LOSJTIZ,O,X,O,X,X,X,X,O,O,X
LOSJTZI,O,X,O,X,X,O,X,O,O,X
LOSJITZ,O,X,X,X,X,X,X,O,O,X
LOSJIZT,O,X,O,X,X,X,O,O,O,X
LOSJZTI,O,X,O,O,O,O,O,O,O,X
LOSJZIT,O,X,O,O,O,O,O,O,O,X
LOSZTIJ,O,O,X,X,O,O,O,X,O,X
LOSZTJI,O,O,X,X,O,O,O,O,O,X
LOSZITJ,O,O,X,X,O,O,O,X,O,X
LOSZIJT,O,X,X,O,O,O,O,X,O,X
LOSZJTI,O,X,X,O,O,O,O,O,O,X
LOSZJIT,O,X,X,O,O,O,O,O,O,X
LOZTIJS,X,X,X,X,X,X,O,X,O,X
LOZTISJ,X,X,X,X,X,X,O,X,O,X
LOZTJIS,X,O,X,X,X,X,O,X,O,X
LOZTJSI,X,O,X,X,X,X,O,X,O,X
LOZTSIJ,X,O,X,X,X,X,O,X,O,X
LOZTSJI,X,O,X,X,X,X,O,X,O,X
LOZITJS,X,X,X,X,X,X,O,X,X,X
LOZITSJ,X,X,X,X,X,X,O,X,X,X
LOZIJTS,X,X,X,X,X,X,O,X,X,X
LOZIJST,O,X,X,X,X,O,O,X,X,X
LOZISTJ,X,O,X,X,O,O,O,X,X,X
LOZISJT,X,X,X,X,O,O,O,X,X,X
LOZJTIS,X,X,X,X,X,X,O,X,O,X
LOZJTSI,X,X,X,X,X,X,O,X,O,X
LOZJITS,X,X,X,X,X,X,O,X,O,X
LOZJIST,O,X,X,X,X,O,O,X,O,X
LOZJSTI,O,X,X,X,X,O,O,X,O,X
LOZJSIT,O,X,X,X,X,O,O,X,O,X
LOZSTIJ,O,O,X,X,O,O,O,X,O,X
LOZSTJI,O,O,X,X,O,O,O,X,O,X
LOZSITJ,O,O,X,X,O,O,O,X,O,X
LOZSIJT,O,X,X,X,O,O,O,X,O,X
LOZSJTI,O,X,X,X,O,O,O,X,O,X
LOZSJIT,O,X,X,X,O,O,O,X,O,X
JTILSZO,O,O,X,O,X,X,X,O,X,X
JTILSOZ,O,O,X,X,X,X,X,O,X,X
JTILZSO,O,X,X,X,X,X,X,O,X,X
JTILZOS,O,O,X,X,X,X,X,O,X,X
JTILOSZ,O,O,X,X,X,X,X,O,X,X
JTILOZS,O,O,X,X,X,X,X,O,X,X
JTISLZO,O,O,O,O,X,X,X,O,X,X
JTISLOZ,O,O,X,X,X,X,X,O,X,X
JTISZLO,O,O,O,O,X,X,X,O,X,X
JTISZOL,O,O,O,O,X,X,X,O,X,X
JTISOLZ,O,O,O,X,X,X,X,O,X,X
JTISOZL,O,X,O,X,X,X,X,O,X,X
JTIZLSO,O,X,O,X,X,X,X,O,X,X
JTIZLOS,O,O,X,X,X,X,X,O,X,X
JTIZSLO,O,X,O,O,X,X,X,O,X,X
JTIZSOL,O,X,O,O,X,X,X,O,X,X
JTIZOLS,O,X,O,X,X,X,X,O,X,X
JTIZOSL,X,X,O,X,X,O,X,O,X,X
JTIOLSZ,O,O,O,X,X,X,X,O,X,X
JTIOLZS,O,O,O,X,X,X,X,O,X,X
JTIOSLZ,O,X,O,X,X,X,X,O,X,X
JTIOSZL,O,X,O,X,X,X,X,O,X,X
JTIOZLS,O,X,O,X,X,X,X,O,X,X
JTIOZSL,X,X,O,X,X,X,X,O,X,X
JTLISZO,O,O,O,O,O,X,X,O,X,X
JTLISOZ,O,O,O,X,X,X,X,O,X,X
JTLIZSO,O,X,O,X,X,X,X,O,X,X
JTLIZOS,O,O,O,X,X,X,X,O,X,X
JTLIOSZ,O,O,O,X,X,X,X,O,X,X
JTLIOZS,O,O,O,X,X,X,X,O,X,X
JTLSIZO,O,O,O,O,O,X,X,O,X,X
JTLSIOZ,O,O,O,X,X,X,X,O,O,X
JTLSZIO,O,O,O,O,O,X,X,O,O,X
JTLSZOI,O,O,O,O,O,X,X,O,O,X
JTLSOIZ,O,O,O,X,X,X,X,O,O,X
JTLSOZI,O,O,O,O,O,X,X,O,O,X
JTLZISO,O,X,O,X,X,X,X,X,O,X
JTLZIOS,O,O,O,X,X,X,X,X,O,X
JTLZSIO,O,O,O,O,O,X,X,O,O,X
JTLZSOI,O,O,O,O,O,X,X,O,O,X
JTLZOIS,X,O,O,X,X,X,X,O,O,X
JTLZOSI,X,O,O,X,X,X,X,O,O,X
JTLOISZ,O,O,O,X,X,X,X,O,X,X
JTLOIZS,O,O,O,X,X,X,X,O,X,X
JTLOSIZ,O,O,O,X,X,X,X,O,O,X
JTLOSZI,O,O,O,O,O,X,X,O,O,X
JTLOZIS,O,O,O,X,X,X,X,O,O,X
JTLOZSI,O,O,O,X,X,X,X,O,O,X
JTSILZO,O,O,O,O,X,X,X,O,X,X
JTSILOZ,O,O,X,X,X,X,X,O,X,X
JTSIZLO,O,O,O,O,X,X,X,O,X,X
JTSIZOL,O,O,O,O,X,O,X,O,X,X
JTSIOLZ,O,O,O,X,X,X,X,O,O,X
JTSIOZL,O,X,O,X,X,X,X,O,O,X
JTSLIZO,O,O,O,O,O,X,X,O,X,X
JTSLIOZ,O,O,O,X,X,X,X,O,O,X
JTSLZIO,O,O,O,O,O,X,X,O,O,X
JTSLZOI,O,O,O,O,O,O,X,O,O,X
JTSLOIZ,O,O,O,X,X,X,X,O,O,X
JTSLOZI,O,O,O,O,O,X,X,O,O,X
JTSZILO,O,O,O,O,O,X,X,O,O,X
JTSZIOL,O,O,O,O,X,O,X,O,O,X
JTSZLIO,O,O,O,O,O,X,X,O,O,X
JTSZLOI,O,O,O,O,O,O,X,O,O,X
JTSZOIL,O,O,O,O,X,O,X,O,O,X
JTSZOLI,O,O,O,O,X,O,X,O,O,X
JTSOILZ,O,O,O,X,X,X,X,O,O,X
JTSOIZL,O,X,O,X,X,O,X,O,O,X
JTSOLIZ,O,O,O,X,X,X,X,O,O,X
JTSOLZI,O,O,O,O,X,O,X,O,O,X
JTSOZIL,O,O,O,O,X,O,X,O,O,X
JTSOZLI,O,O,O,O,X,O,X,O,O,X
JTZILSO,O,X,O,X,X,X,X,O,O,O
JTZILOS,O,O,X,X,X,X,X,O,O,X
JTZISLO,O,X,O,O,X,X,X,O,O,O
JTZISOL,O,X,O,O,X,X,X,O,O,O
JTZIOLS,O,X,O,X,X,X,X,O,O,X
JTZIOSL,X,X,O,X,X,O,X,O,O,O
JTZLISO,O,X,O,X,X,X,X,X,O,O
JTZLIOS,O,O,O,X,X,X,X,X,O,X
JTZLSIO,O,O,O,O,X,X,X,O,O,O
JTZLSOI,O,O,O,O,X,X,X,O,O,X
JTZLOIS,X,O,O,X,X,X,X,O,O,X
JTZLOSI,X,O,O,X,X,X,X,O,O,X
JTZSILO,O,O,O,O,X,X,X,O,O,O
JTZSIOL,O,O,O,O,X,O,X,O,O,O
JTZSLIO,O,O,O,O,X,X,X,O,O,O
JTZSLOI,O,O,O,O,X,O,X,O,O,X
JTZSOIL,O,O,O,O,X,O,X,O,O,O
JTZSOLI,O,O,O,O,X,O,X,O,O,X
JTZOILS,O,X,O,X,X,X,X,O,O,X
JTZOISL,X,X,O,X,X,O,X,O,O,O
JTZOLIS,O,X,O,X,X,X,X,O,O,X
JTZOLSI,O,X,O,X,X,X,X,O,O,X
JTZOSIL,O,X,O,X,X,O,X,O,O,O
JTZOSLI,O,X,O,X,X,O,X,O,O,X
JTOILSZ,O,O,O,X,X,X,X,O,X,X
JTOILZS,O,O,O,X,X,X,X,O,X,X
JTOISLZ,O,X,O,X,X,X,X,O,X,X
JTOISZL,O,X,O,X,X,X,X,O,X,X
JTOIZLS,O,X,O,X,X,X,X,O,X,X
JTOIZSL,X,X,O,X,X,X,X,O,X,X
JTOLISZ,O,O,O,X,X,X,X,O,X,X
JTOLIZS,O,O,O,X,X,X,X,O,X,X
JTOLSIZ,O,O,O,X,X,X,X,O,O,X
JTOLSZI,O,O,O,O,X,X,X,O,O,X
JTOLZIS,O,O,O,X,X,X,X,O,O,X
JTOLZSI,O,O,O,X,X,X,X,O,O,X
JTOSILZ,O,O,O,X,X,X,X,O,O,X
JTOSIZL,O,X,O,X,X,O,X,O,O,X
JTOSLIZ,O,O,O,X,X,X,X,O,O,X
JTOSLZI,O,O,O,O,X,O,X,O,O,X
JTOSZIL,O,O,O,O,X,O,X,O,O,X
JTOSZLI,O,O,O,O,X,O,X,O,O,X
JTOZILS,O,X,O,X,X,X,X,O,O,X
JTOZISL,X,X,O,X,X,O,X,O,O,X
JTOZLIS,O,X,O,X,X,X,X,O,O,X
JTOZLSI,O,X,O,X,X,X,X,O,O,X
JTOZSIL,O,X,O,X,X,O,X,O,O,X
JTOZSLI,O,X,O,X,X,O,X,O,O,X
JITLSZO,O,O,X,O,X,X,O,O,X,X
JITLSOZ,O,O,X,X,X,X,X,O,X,X
JITLZSO,O,X,X,X,X,X,O,O,X,X
JITLZOS,O,O,X,X,X,X,O,O,X,X
JITLOSZ,O,O,X,X,X,X,X,O,X,X
JITLOZS,O,O,X,X,X,X,X,O,X,X
JITSLZO,O,O,O,O,X,X,O,O,X,X
JITSLOZ,O,O,X,X,X,X,X,O,X,X
JITSZLO,O,O,O,O,X,X,O,O,X,X
JITSZOL,O,X,O,O,X,X,O,O,X,X
JITSOLZ,O,O,O,X,X,X,X,O,X,X
JITSOZL,O,X,O,X,X,X,X,O,X,X
JITZLSO,O,X,O,X,X,X,O,O,X,X
JITZLOS,O,O,X,X,X,X,X,O,X,X
JITZSLO,O,X,O,O,X,X,O,O,X,X
JITZSOL,O,X,O,O,X,X,O,O,X,X
JITZOLS,O,X,O,X,X,X,O,O,X,X
JITZOSL,X,X,O,X,X,O,O,O,X,X
JITOLSZ,O,O,O,X,X,X,X,O,X,X
JITOLZS,O,O,O,X,X,X,X,O,X,X
JITOSLZ,O,X,O,X,X,X,X,O,X,X
JITOSZL,O,X,O,X,X,X,X,O,X,X
JITOZLS,O,X,O,X,X,X,X,O,X,X
JITOZSL,X,X,O,X,X,X,X,O,X,X
JILTSZO,O,O,O,O,X,X,O,O,X,X
JILTSOZ,O,O,O,X,X,X,X,O,X,X
JILTZSO,O,X,O,X,X,X,O,O,X,X
JILTZOS,O,O,O,X,X,X,O,O,X,X
JILTOSZ,O,O,O,X,X,X,X,O,X,X
JILTOZS,O,O,O,X,X,X,X,O,X,X
JILSTZO,O,O,O,X,X,X,O,O,X,X
JILSTOZ,O,O,O,X,X,X,X,O,O,X
JILSZTO,X,X,O,O,X,X,O,O,O,X
JILSZOT,X,X,O,O,X,X,O,O,O,X
JILSOTZ,O,X,X,X,X,X,X,O,O,X
JILSOZT,O,X,O,X,X,X,O,O,O,X
JILZTSO,X,X,O,X,X,X,O,O,O,X
JILZTOS,X,X,O,X,X,X,O,O,O,X
JILZSTO,O,O,O,O,O,X,O,O,O,X
JILZSOT,O,X,O,O,O,X,O,O,O,X
JILZOTS,X,X,X,X,X,X,O,O,O,X
JILZOST,X,X,O,X,X,O,O,O,O,X
JILOTSZ,O,X,X,X,X,X,X,O,X,X
JILOTZS,X,X,X,X,X,X,X,O,X,X
JILOSTZ,O,X,X,X,X,X,X,O,O,X
JILOSZT,O,X,X,X,X,X,O,O,O,X
JILOZTS,X,X,X,X,X,X,O,O,O,X
JILOZST,O,X,X,X,X,X,O,O,O,X
JISTLZO,O,O,O,O,X,X,O,O,X,X
JISTLOZ,O,O,X,X,X,X,X,O,X,X
JISTZLO,O,O,O,O,X,X,O,O,X,X
JISTZOL,O,X,O,O,X,O,O,O,X,X
JISTOLZ,O,O,O,X,X,X,X,O,O,X
JISTOZL,O,X,O,X,X,X,X,O,O,X
JISLTZO,O,O,O,X,X,X,O,O,X,X
JISLTOZ,O,O,O,X,X,X,X,O,O,X
JISLZTO,X,X,O,O,X,X,O,O,O,X
JISLZOT,X,X,O,O,X,X,O,O,O,X
JISLOTZ,O,X,X,X,X,X,X,O,O,X
JISLOZT,O,X,O,X,X,X,O,O,O,X
JISZTLO,O,X,O,O,X,X,O,O,O,X
JISZTOL,O,X,O,O,X,O,O,O,O,X
JISZLTO,O,X,O,O,X,X,O,O,X,X
JISZLOT,O,X,O,O,X,X,X,O,O,X
JISZOTL,O,X,O,O,X,O,O,O,O,X
JISZOLT,O,X,O,O,X,O,O,O,O,X
JISOTLZ,O,X,X,X,X,X,X,O,O,X
JISOTZL,O,X,X,X,X,O,O,O,O,X
JISOLTZ,O,X,X,X,X,X,X,O,O,X
JISOLZT,O,X,X,X,X,X,O,O,O,X
JISOZTL,O,X,O,X,X,O,O,O,O,X
JISOZLT,O,X,O,X,X,O,O,O,O,X
JIZTLSO,O,X,O,X,X,X,O,O,O,O
JIZTLOS,O,X,X,X,X,X,X,O,O,X
JIZTSLO,O,X,O,O,X,X,O,O,O,O
JIZTSOL,O,X,O,O,X,X,O,O,O,O
JIZTOLS,O,X,O,X,X,X,O,O,O,X
JIZTOSL,X,X,O,X,X,O,O,O,O,O
JIZLTSO,X,X,O,X,X,X,O,O,O,X
JIZLTOS,X,X,O,X,X,X,X,O,O,X
JIZLSTO,O,O,O,O,O,X,O,O,O,O
JIZLSOT,O,X,O,O,O,X,X,O,O,O
JIZLOTS,X,X,X,X,X,X,X,O,O,X
JIZLOST,X,X,O,X,X,O,X,O,O,X
JIZSTLO,O,O,O,O,O,X,O,O,O,O
JIZSTOL,O,O,O,O,X,O,O,O,O,O
JIZSLTO,O,O,O,O,O,X,O,O,X,O
JIZSLOT,O,X,O,O,O,X,X,O,O,O
JIZSOTL,O,X,O,O,X,O,O,O,O,O
JIZSOLT,O,X,O,O,X,O,O,O,O,O
JIZOTLS,X,X,X,X,X,X,O,O,O,X
JIZOTSL,X,X,X,X,X,O,O,O,O,X
JIZOLTS,X,X,X,X,X,X,O,O,O,X
JIZOLST,O,X,O,X,X,O,O,O,O,X
JIZOSTL,O,X,O,O,X,O,O,O,O,O
JIZOSLT,O,X,O,O,X,O,O,O,O,O
JIOTLSZ,O,X,X,X,X,X,X,O,X,X
JIOTLZS,O,X,X,X,X,X,X,O,X,X
JIOTSLZ,O,X,X,X,X,X,X,O,X,X
JIOTSZL,O,X,X,X,X,X,O,O,X,X
JIOTZLS,O,X,X,X,X,X,O,O,X,X
