sequence,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeaBJvhFWiBxdB?TgBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFRdBcjB?ylBzhB+nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFcjBmgB?CiB3gBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFRdBcjB?2lBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFGdBTeB?ylBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Jez7IvhFCdB2lB?xiBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8Je37IvhFqiBTeB?mhBxlBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBRdB?SjBzhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR9IvhFSjBTgB?mhBUhB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhFxdB2lB?0hBXjBTnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeSCJvhFTeBmgB?3gBRnBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeR8IvhFCeBTgB?2mBXjBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeG+IvhFxgBymB?ziB3gBUnBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBzcB?SjBRnB3nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JecAJvhFehBTeB?RnBfnB6nBFqB,v115@zgC8GeB8HeB8GeB8CeB8BeD8AeG8JeC8IvhF2lB0hB?xiBXjBTnBFqB
STLOJIZ,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STLOJZI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STJILZO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
STJILOZ,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STJIZLO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
STJIZOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STJIOLZ,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STJIOZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STJLIZO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
STJLZIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,O
STJLZOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
STJLOIZ,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
STJZILO,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,O
STJZIOL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
STJZLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O
STJZLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STJZOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
STJZOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STJOILZ,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X
STJOIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
STJOLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
STJOLZI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STJOZIL,O,O,X,O,X,O,X,O,O,O,X,O,X,X,X,X
STJOZLI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
STZILJO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
STZILOJ,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
STZIJLO,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STZIJOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STZIOLJ,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
STZIOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STZLIJO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
STZLIOJ,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
STZLJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STZLJOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
STZLOIJ,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
STZLOJI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STZJILO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,X
STZJIOL,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
STZJLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
STZJLOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STZJOIL,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
STZJOLI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
STZOILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STZOIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STZOLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STZOLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STZOJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
STZOJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STOILJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
STOILZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
STOIJLZ,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
STOIJZL,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
STOIZLJ,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
STOIZJL,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
STOLIJZ,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
STOLIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
STOLJIZ,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
STOLJZI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STOLZIJ,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X
STOLZJI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STOJILZ,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
STOJIZL,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
STOJLIZ,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
STOJLZI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STOJZIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
STOJZLI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STOZILJ,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
STOZIJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
STOZLIJ,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
STOZLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STOZJIL,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
STOZJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SITLJZO,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
SITLJOZ,O,X,X,O,O,O,O,X,O,O,O,O,X,X,X,X
SITLZJO,O,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X
SITLZOJ,O,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SITLOJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
SITLOZJ,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SITJLZO,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
SITJLOZ,O,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
SITJZLO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
SITJZOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SITJOLZ,O,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
SITJOZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SITZLJO,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X
SITZLOJ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SITZJLO,O,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X
SITZJOL,O,X,X,O,X,X,X,O,X,O,X,X,X,O,O,X
SITZOLJ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SITZOJL,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
SITOLJZ,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
SITOLZJ,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SITOJLZ,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
SITOJZL,O,X,X,X,X,X,X,X,O,O,X,O,X,X,X,X
SITOZLJ,O,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X
SITOZJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SILTJZO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SILTJOZ,O,X,X,O,X,O,O,X,O,O,O,O,X,X,X,X
SILTZJO,O,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X
SILTZOJ,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SILTOJZ,O,X,X,X,X,X,O,X,O,X,O,O,X,X,X,X
SILTOZJ,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SILJTZO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SILJTOZ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SILJZTO,O,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
SILJZOT,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SILJOTZ,O,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X
SILJOZT,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X
SILZTJO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SILZTOJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SILZJTO,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SILZJOT,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SILZOTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,O,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SILOTJZ,X,X,X,X,X,X,O,X,O,X,O,X,X,X,X,X
SILOTZJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SILOJTZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SILOJZT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SILOZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJTLZO,O,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIJTLOZ,O,X,X,X,O,X,O,X,X,O,X,O,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTZOL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJTOLZ,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
SIJTOZL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJLTZO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIJLTOZ,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
SIJLZTO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SIJLZOT,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SIJLOTZ,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
SIJLOZT,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X
SIJZTLO,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIJZTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJZLTO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
SIJZLOT,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
SIJZOTL,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIJZOLT,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIJOTLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIJOTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
SIJOLZT,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,X
SIJOZTL,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZTLJO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZTLOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZTJLO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZTJOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIZTOJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLTJO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLTOJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLJTO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZLJOT,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZLOTJ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZJTLO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJTOL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZJLTO,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O
SIZJLOT,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,O
SIZJOTL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SIZJOLT,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIZOJTL,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SIZOJLT,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
SIOTLJZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIOTLZJ,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOTJLZ,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
SIOTJZL,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
SIOTZJL,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X
SIOLTJZ,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLTZJ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SIOLJTZ,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIOLZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOLZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTLZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOJTZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJLTZ,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIOJLZT,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X
SIOJZTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOJZLT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SIOZJLT,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
SLTIJZO,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X
SLTIJOZ,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
SLTIZJO,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X
SLTIZOJ,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
SLTIOJZ,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X
SLTIOZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
SLTJIZO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SLTJIOZ,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
SLTJZIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
SLTJZOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
SLTJOIZ,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
SLTJOZI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
SLTZIJO,O,O,O,O,X,X,X,O,X,O,X,X,X,O,X,X
SLTZIOJ,O,X,X,O,X,X,X,O,O,O,X,X,X,X,X,X
SLTZJIO,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X
SLTZJOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,X,O,O,O,X,O,X,X,X,X
SLTZOJI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLTOIJZ,O,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X
SLTOIZJ,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
SLTOJIZ,O,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X
SLTOJZI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLTOZJI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLITJZO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SLITJOZ,O,X,X,O,X,X,O,X,O,O,X,O,X,X,X,X
SLITZJO,O,X,X,O,O,X,X,O,X,O,X,X,X,O,X,X
SLITZOJ,X,X,X,O,O,X,X,O,O,O,X,X,X,X,X,X
SLITOJZ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SLITOZJ,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X
SLIJTZO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLIJTOZ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
SLIJZTO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
SLIJZOT,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SLIJOTZ,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
SLIJOZT,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SLIZTJO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLIZTOJ,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLIZJTO,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLIZJOT,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SLIZOTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,O,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
SLIOTJZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLIOTZJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLIOJTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLIOJZT,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLIOZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SLJTIOZ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SLJTZIO,O,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SLJTZOI,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SLJTOIZ,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLJITZO,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SLJITOZ,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
SLJIZTO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
SLJIZOT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLJIOTZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJIOZT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLJZTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJZTOI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJZITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
SLJZIOT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJZOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJZOIT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJOTIZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
SLJOTZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLJOITZ,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SLJOIZT,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLJOZTI,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLJOZIT,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZTIJO,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
SLZTIOJ,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SLZTJIO,O,O,O,O,X,X,X,O,X,X,X,O,X,X,X,X
SLZTJOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLZTOJI,O,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLZITJO,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLZITOJ,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SLZIJTO,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLZIJOT,O,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X
SLZIOTJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZIOJT,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLZJTIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZJTOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZJITO,O,O,O,O,X,X,X,X,X,O,X,O,X,X,X,X
SLZJIOT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZJOTI,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZJOIT,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SLZOTIJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZOTJI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLZOITJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLZOIJT,O,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SLZOJTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLZOJIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOTIJZ,X,X,X,X,X,X,O,X,O,X,X,O,O,X,X,X
SLOTIZJ,X,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
SLOTJIZ,X,X,X,O,X,X,X,X,O,X,X,O,O,X,X,X
SLOTJZI,X,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLOTZIJ,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLOTZJI,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SLOITJZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLOITZJ,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X
SLOIJTZ,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
SLOIJZT,X,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
SLOIZTJ,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLOIZJT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SLOJTIZ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
SLOJTZI,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLOJITZ,O,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X
SLOJIZT,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
SLOJZTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOJZIT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOZTIJ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLOZTJI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
SLOZITJ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOZIJT,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLOZJTI,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SLOZJIT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
SJTILZO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SJTILOZ,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SJTIZLO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SJTIZOL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SJTIOLZ,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SJTIOZL,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
SJTLIZO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X
SJTLIOZ,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
SJTLZIO,O,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X
SJTLZOI,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
SJTLOIZ,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
