sequence,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Je2AJvhFRcBCeB?UiBTjBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFxdBihB?GjBFnB8sBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex8IvhFTeBmgB?CiB/sBFoB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex8IvhFXeBmgB?zhBSoBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFyhBFeB?5nBcoBmmBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex7IvhFXdB6jB?2mBziBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jei7IvhF+hBxdB?liBcoB/sBzqB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFxcB6jB?liBmmB8sBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhF6hBxdB?liBcoB/sBerB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFxcB8iB?+jBymBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeyAJvhFGdBTeB?3hBxnBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhF6jB2mB?RiB0iBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex7IvhFidB+jB?ThB3iBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT7IvhFyhBGeB?UjBxmBlsBXrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Je2AJvhFFeBanB?5nBcoB3mBzqB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeT+IvhFxgBOnB?XoBcrB6sBlqB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeZCJvhFThBCoB?coB/qBusBFrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex7IvhFFeBThB?SoB2sB/sB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jex8IvhF6jBmgB?fnBznBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8Jei9IvhF+jBxgB?3iBThBlsB0qB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeTBJvhFxnBKnB?coB/qBusBFrB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeyAJvhFTeBxmB?XoBFnB0qBGsB,v115@zgB8HeB8HeD8FeF8CeD8BeB8AeB8JeyAJvhFTjBxmB?FnBXoB0qBGsB
LTSZJOI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTSOIZJ,X,X,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LTSOJIZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZIJOS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZISJO,O,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZISOJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZIOJS,O,O,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZIOSJ,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZJISO,O,O,X,X,X,O,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
LTZJIOS,O,O,X,X,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
LTZJSIO,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZJOIS,O,O,X,O,X,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZJOSI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZOISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTZOJIS,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTZOJSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,O
LTOIJZS,O,X,X,O,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOISJZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LTOISZJ,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LTOIZJS,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTOIZSJ,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,O
LTOJISZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LTOJIZS,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOJSIZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LTOJSZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
LTOJZIS,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LTOJZSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LTOSIJZ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSIZJ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
LTOSJZI,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LTOSZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZISJ,O,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTOZJIS,O,O,X,O,X,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LITJSOZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LITJZSO,X,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LITJOSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITSJZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSJOZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LITSZJO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LITSZOJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LITSOJZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LITSOZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LITZJSO,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZJOS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZSOJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LITZOSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOJSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LITOJZS,X,X,X,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LITOSJZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITOSZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LITOZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LITOZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIJTSZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIJTSOZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJTZSO,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJTZOS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LIJTOSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJSTZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSTOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSZTO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJSZOT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LIJSOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJZTSO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZTOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZSTO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZSOT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIJZOST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LIJOTZS,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOSTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIJOSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIJOZTS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LIJOZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LISTJZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTJOZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LISTZJO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTZOJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LISTOJZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LISTOZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LISJTZO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJTOZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LISJZTO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJZOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LISJOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LISZTOJ,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LISZJTO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISZJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LISOTZJ,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,O
LISOJTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LISOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LISOZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
LISOZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZTJSO,X,X,X,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTJOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTSJO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,X,X,X,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJTOS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSTO,X,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJSOT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSTOJ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSJTO,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZSJOT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSOJT,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
LIZOJTS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X
LIZOJST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJSZ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LIOTJZS,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOTSZJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOTZJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOTZSJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
LIOJTSZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LIOJTZS,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LIOJSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOJZTS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,O,X,X
LIOJZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LIOSTJZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LIOSTZJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O
LIOSJTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X
LIOSJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LIOSZJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOZTJS,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,X,O
LIOZJTS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O,X,X
LIOZJST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LIOZSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
LJTISZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJTISOZ,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTIZSO,O,X,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTIZOS,O,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTIOSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSIOZ,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LJTSZIO,X,X,O,X,X,O,O,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
LJTSZOI,X,X,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTSOIZ,X,X,O,O,X,O,X,X,X,X,O,O,O,X,X,X,X,X,X,O,X,X,X
LJTSOZI,X,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTZISO,O,O,X,X,O,O,O,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTZIOS,O,O,X,X,O,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LJTZSIO,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,X,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTZOIS,O,O,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTZOSI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOISZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X
LJTOIZS,O,X,X,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,X,O,O,X,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LJTOSZI,O,X,O,O,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X
LJTOZIS,O,O,X,O,O,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
LJTOZSI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X
LJITSZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LJITSOZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJITZSO,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJITZOS,O,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X
LJITOSZ,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITOZS,O,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJISTZO,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISTOZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISZTO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJISZOT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X
LJISOZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIZTSO,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZTOS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZSTO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZSOT,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJIZOST,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,O
LJIOTZS,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X
LJIOSZT,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIOZTS,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,O,X,X,X,X,X
LJIOZST,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
LJSTIZO,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIOZ,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZOI,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOIZ,X,X,O,O,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSITZO,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSITOZ,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X
LJSIZTO,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
