sequence,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFqh?BTdBejB5jB3gBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFGe?BTgBCiB/oBUiBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFqh?BTdBejB5jBUgBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFqh?B2iB5jB3gBziBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFuh?B1iB6jBTgB/sBUtB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFqh?B2iB5jBUgBziBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFRd?BSjBzhB3gBGoBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFuh?BajB5jBTiBUgBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8Je37IvhFRd?BSjBzhBUgBGoBlsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhF6j?BTgBfnBUoBlnBGsB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFuh?BTgB0iB6oB/sBFtB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeU7IvhFzc?B5jBaoB3gBFnBusB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFFd?B6jBTgBfnBUoBusB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeaAJvhFug?BFdB5jBfnBznB8sB,v115@zgA8IeB8BeA8EeB8BeA8EeF8DeG8AeB8JeR7IvhFFd?B8iB+jBTgBfnBCtB
LITOZSJ,X,O,X,X,X,X,X,O,X,X,X,O,X,X,X
LIJTSZO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LIJTSOZ,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LIJTZSO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LIJTZOS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LIJTOSZ,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LIJTOZS,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
LIJSTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LIJSTOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LIJSZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LIJSZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LIJSOTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
LIJSOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
LIJZTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJZTOS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIJZSTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LIJZSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O
LIJZOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJZOST,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
LIJOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJOSTZ,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
LIJOSZT,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
LIJOZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIJOZST,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O
LISTJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
LISTJOZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LISTZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LISTZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
LISTOJZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LISTOZJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LISJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LISJTOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LISJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LISJZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LISJOTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LISJOZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LISZTJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LISZTOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LISZJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
LISZJOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LISZOTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LISZOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LISOTJZ,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O
LISOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LISOJZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LISOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LIZTJSO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LIZTJOS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LIZTSJO,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIZTSOJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIZTOJS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZTOSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZJTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZJTOS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZJSTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
LIZJSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O
LIZJOTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O
LIZSTJO,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LIZSTOJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LIZSJTO,X,X,X,O,X,O,X,X,X,X,X,X,O,X,O
LIZSJOT,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O
LIZSOTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSOJT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZOTJS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIZOTSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LIZOJTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOSJT,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOTJSZ,O,O,O,X,X,O,X,X,X,X,O,X,X,O,O
LIOTJZS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,O
LIOTSJZ,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O
LIOTSZJ,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X
LIOTZJS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOTZSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LIOJTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIOJSTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LIOJSZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LIOJZTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIOJZST,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O
LIOSTJZ,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O
LIOSTZJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LIOSJZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LIOZTJS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LIOZTSJ,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LIOZJTS,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIOZJST,X,X,X,O,X,X,X,X,X,X,O,X,X,O,O
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZSJT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LJTISZO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJTISOZ,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LJTIZSO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJTIZOS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LJTIOSZ,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LJTIOZS,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
LJTSIZO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJTSIOZ,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X
LJTSZIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJTSZOI,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O
LJTSOIZ,O,O,O,X,X,O,X,O,O,X,O,X,X,O,O
LJTSOZI,O,O,O,X,X,X,X,O,O,X,O,X,X,X,O
LJTZISO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJTZIOS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LJTZSIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJTZSOI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJTZOIS,O,X,O,O,X,X,O,X,X,X,X,O,X,X,O
LJTZOSI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LJTOISZ,O,O,O,X,X,O,X,O,O,X,O,X,X,O,O
LJTOIZS,O,X,O,O,X,X,O,O,X,X,X,O,X,X,O
LJTOSIZ,O,O,O,X,X,O,X,O,O,X,O,X,X,O,O
LJTOSZI,O,O,O,X,X,X,X,O,O,X,O,X,X,X,O
LJTOZIS,O,X,O,O,X,X,O,O,X,X,X,O,X,X,O
LJTOZSI,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LJITSZO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJITSOZ,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LJITZSO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,O
LJITZOS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LJITOSZ,O,X,O,X,X,O,X,O,X,X,X,X,X,O,X
LJITOZS,O,X,O,O,X,X,X,O,X,X,X,O,X,X,X
LJISTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LJISTOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LJISZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LJISZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LJISOTZ,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O
LJISOZT,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O
LJIZTSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJIZTOS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJIZSTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LJIZSOT,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O
LJIZOTS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJIZOST,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O
LJIOTSZ,X,X,X,X,X,X,X,X,O,X,O,X,X,O,O
LJIOTZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJIOSTZ,X,X,X,X,X,O,X,X,O,X,O,X,X,O,O
LJIOSZT,X,X,X,X,X,O,O,X,O,X,O,X,X,O,O
LJIOZTS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJIOZST,X,X,X,O,X,X,O,X,O,X,O,X,X,O,O
LJSTIZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LJSTIOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LJSTZIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LJSTZOI,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJSTOIZ,X,O,O,X,O,O,X,O,O,X,O,X,X,O,O
LJSTOZI,X,O,O,X,O,X,X,O,O,X,O,X,X,X,O
LJSITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LJSITOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LJSIZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LJSIZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LJSIOTZ,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O
LJSIOZT,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O
LJSZTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJSZTOI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJSZITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LJSZIOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LJSZOTI,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O
LJSZOIT,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
LJSOTIZ,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
LJSOTZI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
LJSOITZ,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
LJSOIZT,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O
LJSOZTI,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O
LJSOZIT,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
LJZTISO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZTIOS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJZTSIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZTSOI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTOIS,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O
LJZTOSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZITSO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LJZITOS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJZISTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LJZISOT,X,X,X,O,X,O,X,X,X,X,X,X,X,O,O
LJZIOTS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJZIOST,X,X,X,O,X,X,O,X,X,X,X,X,X,O,O
LJZSTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJZSTOI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJZSITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LJZSIOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LJZSOTI,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O
LJZSOIT,X,X,X,X,O,X,O,X,O,X,O,X,X,O,O
LJZOTIS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZOTSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJZOITS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJZOIST,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O
LJZOSTI,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O
LJZOSIT,X,X,X,X,O,X,O,X,O,X,O,X,X,O,O
LJOTISZ,O,O,O,X,X,X,X,X,O,X,O,X,X,O,O
LJOTIZS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LJOTSIZ,O,O,O,X,X,X,X,X,O,X,O,X,X,O,O
LJOTSZI,O,O,O,X,X,X,X,X,O,X,O,X,X,X,O
LJOTZIS,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LJOTZSI,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O
LJOITSZ,X,O,X,X,X,X,X,X,O,X,O,X,X,O,O
LJOITZS,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJOISTZ,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
LJOISZT,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O
LJOIZTS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJOIZST,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O
LJOSTIZ,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
LJOSTZI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
LJOSITZ,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
LJOSIZT,X,O,X,X,O,O,O,X,O,X,O,X,X,O,O
LJOSZTI,X,O,X,X,O,X,O,X,O,X,O,X,X,X,O
LJOSZIT,X,O,X,X,O,X,O,X,O,X,O,X,X,O,O
LJOZTIS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJOZTSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LJOZITS,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
LJOZIST,X,X,X,O,O,X,O,X,O,X,O,X,X,O,O
LJOZSTI,X,X,X,X,O,X,O,X,O,X,O,X,X,X,O
LJOZSIT,X,X,X,X,O,X,O,X,O,X,O,X,X,O,O
LSTIJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
LSTIJOZ,O,O,O,X,O,O,X,O,X,X,X,X,X,O,X
LSTIZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSTIZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
LSTIOJZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
LSTIOZJ,X,O,X,X,O,X,X,O,X,X,X,O,X,X,X
LSTJIZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
LSTJIOZ,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
LSTJZIO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
LSTJZOI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
LSTJOIZ,O,O,O,X,O,O,X,O,O,X,O,X,X,O,O
LSTJOZI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O
LSTZIJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSTZIOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
LSTZJIO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSTZJOI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
LSTZOIJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
LSTZOJI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X
LSTOIJZ,X,O,O,X,O,O,X,O,X,X,O,X,X,O,O
LSTOIZJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
LSTOJIZ,O,O,O,X,O,O,X,O,O,X,O,X,X,O,O
LSTOJZI,O,O,O,X,O,X,X,O,O,X,O,X,X,X,O
LSTOZIJ,X,O,X,X,O,X,X,O,X,X,O,O,O,X,X
LSTOZJI,O,O,O,X,O,X,X,O,X,X,O,X,O,X,X
LSITJZO,O,X,O,O,O,O,X,X,X,X,X,X,X,X,O
LSITJOZ,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LSITZJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSITZOJ,X,X,X,X,O,X,X,O,X,X,X,O,O,X,X
LSITOJZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LSITOZJ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X
LSIJTZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LSIJTOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LSIJZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LSIJZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LSIJOTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LSIJOZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LSIZTJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSIZTOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LSIZJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
LSIZJOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LSIZOTJ,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X
LSIZOJT,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LSIOTJZ,X,O,O,X,X,O,X,X,X,X,O,X,X,O,O
LSIOTZJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIOJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LSIOJZT,X,O,X,X,X,O,X,X,X,X,O,X,X,O,O
LSIOZTJ,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIOZJT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LSJTIZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LSJTIOZ,X,O,O,X,O,O,X,O,X,X,X,X,X,O,X
LSJTZIO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LSJTZOI,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LSJTOIZ,X,O,O,X,O,O,X,O,O,X,O,X,X,O,O
LSJTOZI,X,O,O,X,O,X,X,O,O,X,O,X,X,X,O
LSJITZO,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O
LSJITOZ,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X
LSJIZTO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LSJIZOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LSJIOTZ,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O
LSJIOZT,X,O,X,X,X,O,X,X,O,X,O,X,X,O,O
LSJZTIO,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LSJZTOI,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LSJZITO,X,X,X,O,O,O,X,X,X,X,X,X,X,X,O
LSJZIOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LSJZOTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
LSJZOIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
LSJOTIZ,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
LSJOTZI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
LSJOITZ,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
LSJOIZT,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
LSJOZTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
LSJOZIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
LSZTIJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSZTIOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LSZTJIO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSZTJOI,O,X,O,X,O,X,X,X,X,X,O,X,O,X,X
LSZTOIJ,X,X,X,X,O,X,X,X,X,O,O,O,O,X,X
LSZTOJI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
LSZITJO,O,X,O,O,O,O,X,X,X,X,X,X,O,X,X
LSZITOJ,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X
LSZIJTO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
LSZIJOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LSZIOTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
LSZIOJT,X,X,X,X,O,X,X,X,X,O,O,X,O,O,X
LSZJTIO,X,X,X,X,O,X,X,X,X,X,X,X,O,X,O
LSZJTOI,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LSZJITO,X,X,X,O,O,O,X,X,X,X,X,X,O,X,O
LSZJIOT,X,X,X,O,X,O,X,X,X,X,O,X,X,O,O
LSZJOTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
LSZJOIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
LSZOTIJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
LSZOTJI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
LSZOITJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
LSZOIJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
LSZOJTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
LSZOJIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
LSOTIJZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,O
LSOTIZJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LSOTJIZ,O,O,O,X,O,O,X,X,O,X,O,X,X,O,O
LSOTJZI,O,O,O,X,O,X,X,X,O,X,O,X,X,X,O
LSOTZIJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LSOTZJI,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
LSOITJZ,X,O,O,X,O,O,X,X,X,X,O,X,X,O,O
LSOITZJ,X,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LSOIJTZ,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
LSOIJZT,X,O,X,X,O,O,X,X,X,X,O,X,X,O,O
LSOIZTJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
LSOIZJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
LSOJTIZ,X,O,O,X,O,X,X,X,O,X,O,X,X,O,O
LSOJTZI,X,O,O,X,O,X,X,X,O,X,O,X,X,X,O
LSOJITZ,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
LSOJIZT,X,O,X,X,O,O,X,X,O,X,O,X,X,O,O
LSOJZTI,X,O,X,X,O,X,X,X,O,X,O,X,X,X,O
LSOJZIT,X,O,X,X,O,X,X,X,O,X,O,X,X,O,O
LSOZTIJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
LSOZTJI,O,X,O,X,O,X,X,X,X,O,O,X,O,X,X
LSOZITJ,X,X,X,X,O,X,X,X,X,O,O,X,O,X,X
LSOZIJT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
LSOZJTI,X,O,X,X,O,X,X,X,X,O,O,X,O,X,O
LSOZJIT,X,O,X,X,O,X,X,X,X,O,O,X,O,O,O
LZTIJSO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTIJOS,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LZTISJO,O,X,O,O,X,O,X,X,X,X,X,X,O,X,X
LZTISOJ,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X
LZTIOJS,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LZTIOSJ,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
