sequence,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBNmBUiBqpB/q?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFGgBThBNnBqpB/q?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFflB6lBThBNnBWv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF5lBThBNnBmpB0r?B3pB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFalB5lBNmBUiB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmBUiBGqBzr?BXqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFzfBGhBNnBCqB0r?B3qB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFxgBNnBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFThBNnBOpBXlBSv?B0rB,v115@EhC8HeB8GeC8DeA8BeC8Jei/IvhF+lBThBNnB3kB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeOEJvhFXgBThBNnBSqB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeKEJvhFzfBGhBNnB3lB0r?BxuB,v115@EhC8HeB8GeC8DeA8BeC8JeGBJvhFNnB/pBRlBTqB0r?BipB,v115@EhC8HeB8GeC8DeA8BeC8Je5FJvhFThBNnBikB3pB0r?BmpB,v115@EhC8HeB8GeC8DeA8BeC8Jex/IvhFNmBUiBOpBXlBSv?BzrB,v115@EhC8HeB8GeC8DeA8BeC8Je/EJvhFUgBxmB9qBimB2u?BzrB,v115@EhC8HeB8GeC8DeA8BeC8JeT/IvhFNnBxlBXlB2uBCr?B0rB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFNmBUiBClBXqBzr?BGqB,v115@EhC8HeB8GeC8DeA8BeC8JeZEJvhFCgBNmB8pB+qBXn?BzrB
LTOZIJS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOZISJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOZJIS,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOZJSI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOZSIJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LTOZSJI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
LITJSZO,O,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,O
LITJSOZ,O,O,O,X,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
LITJZSO,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O,X,X,X,O
LITJZOS,X,X,X,O,X,X,X,X,X,O,O,X,X,X,O,X,O,X,O
LITJOSZ,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LITJOZS,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O,X,X
LITSJZO,O,O,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,O
LITSJOZ,O,O,X,X,X,X,X,O,O,O,O,O,X,X,O,X,O,X,X
LITSZJO,O,O,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X
LITSZOJ,O,O,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X
LITSOJZ,O,O,X,X,X,X,X,O,X,O,O,O,X,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X,X,X
LITZJSO,O,O,X,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
LITZJOS,X,O,X,O,X,X,O,X,X,X,O,O,X,X,O,X,O,X,X
LITZSJO,O,O,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X
LITZSOJ,O,O,X,X,X,X,O,X,X,X,O,O,X,O,O,X,X,X,X
LITZOJS,X,O,X,O,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITZOSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X
LITOJSZ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X
LITOJZS,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LITOSJZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LITOZJS,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LIJTSZO,O,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,O
LIJTSOZ,O,O,O,X,O,X,X,O,O,O,O,O,X,X,O,X,O,X,X
LIJTZSO,O,X,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X,X,O
LIJTZOS,X,X,X,O,X,X,X,X,O,O,O,X,X,X,O,X,O,X,O
LIJTOSZ,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X,O,X,X
LIJTOZS,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIJSTZO,O,O,O,O,O,X,X,O,O,O,O,O,X,X,O,X,X,X,O
LIJSTOZ,O,O,O,X,O,X,X,O,O,O,O,O,X,X,O,X,X,X,X
LIJSZTO,O,O,O,O,O,X,X,X,O,O,O,O,X,X,O,O,X,X,O
LIJSZOT,O,O,O,X,O,X,X,X,O,O,O,O,X,X,O,O,X,X,O
LIJSOTZ,O,O,O,X,O,O,X,O,O,O,O,O,X,X,O,X,X,X,X
LIJSOZT,O,O,O,X,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
LIJZTSO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIJZTOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIJZSTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LIJZSOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LIJZOTS,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O
LIJZOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIJOTSZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,O,X,X
LIJOTZS,O,X,X,O,O,O,X,X,X,X,O,X,X,X,O,X,O,X,X
LIJOSTZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
LIJOSZT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIJOZTS,O,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,X
LIJOZST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISTJZO,O,O,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,O
LISTJOZ,O,O,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X
LISTZJO,O,O,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,X
LISTZOJ,O,O,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,X
LISTOJZ,O,O,X,X,X,X,X,O,X,O,O,O,X,X,O,X,X,O,X
LISTOZJ,O,X,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O,X
LISJTZO,O,O,X,X,X,X,X,O,O,O,O,O,X,O,O,X,X,X,O
LISJTOZ,O,O,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,O,O,O,O,X,O,O,X,X,X,O
LISJZOT,O,O,X,X,X,X,X,X,O,O,O,O,X,X,O,X,X,X,O
LISJOTZ,O,O,X,X,X,X,X,O,O,O,O,O,X,X,O,X,X,O,X
LISJOZT,O,O,X,X,X,X,X,X,O,O,O,O,X,X,O,X,X,X,X
LISZTJO,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
LISZTOJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
LISZJTO,O,O,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,O
LISZJOT,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LISZOTJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,O,X
LISZOJT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LISOTJZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,O,X
LISOTZJ,O,X,X,X,X,X,X,X,O,X,O,O,X,O,O,X,X,O,X
LISOJTZ,O,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,O,X
LISOJZT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X
LISOZTJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,O,X
LISOZJT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIZTJSO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIZTJOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIZTSJO,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
LIZTOJS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
LIZTOSJ,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
LIZJTSO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIZJTOS,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
LIZJSTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LIZJSOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LIZJOTS,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O
LIZJOST,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIZSTJO,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
LIZSJTO,O,O,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,O
LIZSJOT,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
LIZSOTJ,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
LIZOTJS,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LIZOTSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LIZOJTS,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
LIZOJST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LIZOSTJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
LIZOSJT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOTJSZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOTJZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIOTSJZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
LIOTSZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
LIOTZJS,O,X,X,X,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
LIOTZSJ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
LIOJTSZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOJTZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X,X,X
LIOJSTZ,O,X,X,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOJSZT,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOJZTS,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
LIOJZST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
LIOSTZJ,O,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,O,X
LIOSJZT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
LIOSZJT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
LIOZTSJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
LIOZJTS,O,X,X,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
LIOZJST,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X
LIOZSJT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
LJTISZO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTISOZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTIZSO,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJTIZOS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJTIOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTIOZS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTSIZO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTSIOZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTSZIO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTSZOI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTSOIZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTSOZI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJTZISO,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJTZIOS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJTZSIO,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTZSOI,O,X,X,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJTZOIS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJTZOSI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJTOISZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOIZS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOSIZ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,O,X,X
LJTOSZI,X,X,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJTOZIS,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJTOZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJITSZO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJITSOZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJITZSO,O,X,X,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJITZOS,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O,X,O,X,O
LJITOSZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJITOZS,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJISTZO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJISTOZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJISZTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJISZOT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJISOTZ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJISOZT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIZTSO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJIZTOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJIZSTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJIZSOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJIZOTS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJIOTSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIOTZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIOSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOSZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIOZTS,O,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LJIOZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTIZO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSTIOZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJSTZIO,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSTZOI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSTOIZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LJSTOZI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSITZO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSITOZ,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSIZTO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJSIZOT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJSIOTZ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSIOZT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJSZTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSZTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSZITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJSZIOT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJSZOTI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJSZOIT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,O
LJSOTIZ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
LJSOTZI,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSOITZ,O,O,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSOIZT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LJSOZTI,O,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSOZIT,O,O,O,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LJZTISO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJZTIOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
LJZTSIO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
LJZTSOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
LJZTOIS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
LJZTOSI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJZITSO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJZITOS,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
LJZISTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJZISOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
LJZIOTS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZSTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZSTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZSITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJZSIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJZSOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LJZSOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJZOTIS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,X,O
LJZOTSI,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJZOITS,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
LJZOIST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZOSTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJZOSIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LJOTISZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTIZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTSIZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
LJOTSZI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOTZIS,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOTZSI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOITSZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOITZS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOISTZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOISZT,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X
LJOIZTS,O,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOIZST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTIZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X
LJOSTZI,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOSITZ,O,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOSIZT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LJOSZTI,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LJOSZIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,O,X,X,X
LJOZTIS,O,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,O,X,X
LJOZTSI,O,X,X,O,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOZITS,O,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X
LJOZIST,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOZSTI,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LJOZSIT,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LSTIJZO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
LSTIJOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LSTIZJO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LSTIOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
LSTIOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
LSTJIZO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
LSTJIOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LSTJZIO,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LSTJZOI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,O
LSTJOIZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X
LSTJOZI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSTZIJO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTZIOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LSTZJIO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTZJOI,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSTZOIJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LSTOIJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
LSTOIZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
LSTOJIZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
LSTOJZI,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
LSTOZIJ,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LSTOZJI,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,O,X
LSITJZO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
LSITJOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X
LSITZOJ,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X
LSITOJZ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X
LSITOZJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,O,X
LSIJTZO,O,O,X,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,O
LSIJTOZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O
LSIJZOT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
LSIJOTZ,O,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,O,X
LSIJOZT,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X
LSIZTJO,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
