sequence,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhF/mBUiBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFThBNnB2pBqqB0r?B3pB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBWmBNnBCqB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8JeNEJvhFUgBRhB6rBOsB3p?BzqB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFdmBUiBzkBfsBWw?BCqB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpBXr?B0rB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFNmBUiBxpBzrBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Je2EJvhFThBNnBxpB0rBqq?B3pB,v115@EhC8HeB8GeC8BeA8DeC8Jem/IvhFChBNnBxpBXrBTp?B0rB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFzfBdmBUiBfsBCq?BWwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNnBmkBCmBTpB0r?BXrB,v115@EhC8HeB8GeC8BeA8DeC8Je/GJvhFUiBxkBmkBtqBTp?BywB,v115@EhC8HeB8GeC8BeA8DeC8JezAJvhFNnBxpBXrBOpB8p?BqrB,v115@EhC8HeB8GeC8BeA8DeC8Je0/IvhFThBNnBKpBWrBXl?BRwB,v115@EhC8HeB8GeC8BeA8DeC8Jex/IvhFNmBOpB8pBqqBXn?BzrB,v115@EhC8HeB8GeC8BeA8DeC8JeZEJvhFCgB8pBtqBXnBTr?BmrB
JOTSILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTSIZL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOTSLIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTSLZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOTSZIL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOTSZLI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOTZILS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOTZISL,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
JOTZLIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOTZSIL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
JOTZSLI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
JOITLSZ,O,X,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X
JOITLZS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOITSLZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOITSZL,O,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOITZLS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOITZSL,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
JOILTSZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOILTZS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOILSTZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOILSZT,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOILZTS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOILZST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOISTLZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X
JOISTZL,O,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOISLTZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOISLZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOISZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOIZTLS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOIZTSL,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
JOIZLTS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOIZLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOIZSTL,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOIZSLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOLTISZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTIZS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTSIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTSZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLTZIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLTZSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLITSZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLITZS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLISTZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLISZT,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLIZTS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLIZST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOLSTIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSTZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSITZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOLSIZT,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLSZTI,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X
JOLZTIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZITS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOLZIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOLZSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOLZSIT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOSTILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSTIZL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSTLIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSTLZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSTZIL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSTZLI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSITLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSITZL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSILTZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSILZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSIZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSLTIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSLTZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSLITZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSZTLI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSZITL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOSZILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZTILS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZTISL,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
JOZTLIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTLSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZTSIL,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
JOZTSLI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
JOZITLS,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZITSL,O,X,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X
JOZILTS,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
JOZILST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
JOZISTL,X,X,X,X,O,O,O,O,X,X,X,O,X,X,X,X,X
JOZISLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZLTIS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLTSI,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLITS,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
JOZLIST,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOZLSTI,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
JOZLSIT,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X
JOZSTIL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZSTLI,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZSITL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
JOZSILT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLTI,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
JOZSLIT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
STILJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
STILJOZ,X,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
STILZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,O
STILZOJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,O
STILOJZ,X,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
STILOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
STIJLZO,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STIJLOZ,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STIJZLO,O,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
STIJZOL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
STIJOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STIJOZL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STIZLJO,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
STIZLOJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
STIZJLO,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,O
STIZJOL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
STIZOLJ,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
STIZOJL,O,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
STIOLJZ,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STIOLZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STIOJLZ,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STIOJZL,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STIOZLJ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O
STIOZJL,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
STLIJZO,O,O,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X
STLIJOZ,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
STLIZJO,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,O,O
STLIZOJ,O,O,O,O,O,X,X,X,X,O,O,X,X,O,X,X,O
STLIOJZ,O,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
STLIOZJ,O,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
STLJIZO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
STLJIOZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STLJZIO,O,O,O,X,O,X,X,X,X,X,O,X,X,X,X,O,X
STLJZOI,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X
STLJOIZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STLJOZI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STLZIJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
STLZIOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
STLZJIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
STLZJOI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X
STLZOIJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
STLZOJI,O,O,O,O,O,X,O,X,X,X,O,X,X,X,X,O,X
STLOIJZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STLOIZJ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STLOJIZ,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X
STLOJZI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
STLOZIJ,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
STLOZJI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X
STJILZO,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STJILOZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STJIZLO,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O
STJIZOL,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,O
STJIOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJIOZL,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
STJLIZO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJLIOZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJLZIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X
STJLZOI,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
STJLOIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJLOZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJZILO,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STJZIOL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STJZLIO,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STJZLOI,O,O,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STJZOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJZOLI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STJOILZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOIZL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOLZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZIL,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STJOZLI,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STZILJO,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
STZILOJ,O,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
STZIJLO,O,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,O
STZIJOL,O,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
STZIOLJ,O,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
STZIOJL,O,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
STZLIJO,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,O
STZLIOJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
STZLJIO,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,O
STZLJOI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
STZLOIJ,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O
STZLOJI,O,O,O,O,O,X,O,X,X,X,O,O,X,X,X,O,X
STZJILO,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O
STZJIOL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STZJLIO,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,O,O
STZJLOI,O,O,O,O,O,X,O,X,X,X,X,O,X,X,X,O,X
STZJOIL,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZJOLI,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STZOILJ,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O
STZOIJL,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
STZOLIJ,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STZOLJI,O,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STZOJIL,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STZOJLI,O,X,O,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STOILJZ,O,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
STOILZJ,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
STOIJLZ,O,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STOIJZL,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
STOIZLJ,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O
STOIZJL,O,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
STOLIJZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLIZJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLJIZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLJZI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X
STOLZIJ,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
STOLZJI,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X
STOJILZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOJIZL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STOJLIZ,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOJLZI,O,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X
STOJZIL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STOJZLI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STOZILJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STOZIJL,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
STOZLIJ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
STOZLJI,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X
STOZJIL,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
STOZJLI,O,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X
SITLJZO,X,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X
SITLJOZ,X,O,X,O,X,X,O,X,X,O,O,X,X,O,O,X,X
SITLZJO,X,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,O
SITLZOJ,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,O
SITLOJZ,X,O,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X
SITLOZJ,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
SITJLZO,X,O,X,X,O,X,X,X,X,O,X,X,X,O,O,X,X
SITJLOZ,X,O,X,X,O,X,O,X,X,O,X,X,X,O,O,X,X
SITJZLO,X,O,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
SITJZOL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
SITJOLZ,X,O,X,X,O,X,X,X,X,O,X,X,X,X,O,X,X
SITJOZL,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SITZLJO,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
SITZLOJ,X,O,X,O,O,X,X,X,O,O,O,X,X,O,X,X,O
SITZJLO,X,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,O
SITZJOL,X,X,X,X,O,X,X,X,O,X,X,X,X,O,X,X,O
SITZOLJ,X,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,O
SITZOJL,X,X,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
SITOLJZ,X,O,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X
SITOLZJ,X,O,X,X,O,X,X,X,X,O,X,X,X,O,X,X,X
SITOJLZ,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
SITOJZL,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
SITOZLJ,X,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X,O
SITOZJL,X,X,X,X,O,O,X,X,X,O,X,X,X,O,X,X,O
SILTJZO,X,O,X,X,O,X,X,X,X,O,O,X,X,O,O,X,X
SILTJOZ,X,O,X,O,X,X,X,X,X,O,O,X,X,O,O,X,X
SILTZJO,X,O,X,O,O,X,X,X,X,O,O,X,X,O,O,O,O
SILTZOJ,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,O
SILTOJZ,X,O,X,O,X,X,X,X,X,O,O,X,X,O,X,X,X
SILTOZJ,X,O,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X
SILJTZO,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
SILJTOZ,X,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X
SILJZTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X
SILJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJOTZ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
SILZTJO,X,O,X,O,O,X,X,X,X,X,O,X,X,X,O,O,O
SILZTOJ,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O
SILZJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
SILZJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SILZOTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SILZOJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOTJZ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOTZJ,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
SILOJTZ,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SILOZTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
SILOZJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJTLZO,X,O,X,X,O,O,X,X,X,O,X,X,X,O,O,X,X
SIJTLOZ,X,O,X,X,O,O,O,X,X,O,X,X,X,O,O,X,X
SIJTZLO,X,O,X,X,O,O,X,X,O,O,X,X,X,O,X,X,O
SIJTZOL,X,X,X,X,O,O,X,X,O,X,X,X,X,O,X,X,O
SIJTOLZ,X,O,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
SIJLTZO,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X
SIJLTOZ,X,O,X,X,O,O,X,X,X,O,O,X,X,X,O,X,X
SIJLZTO,X,X,X,X,O,O,X,X,X,X,O,X,X,X,O,X,X
SIJLZOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJLOTZ,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZTLO,X,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X,O
SIJZTOL,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SIJZLTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,O
SIJZLOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJZOLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,O,O,X,O,X,O,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SIJOZTL,X,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
SIJOZLT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
SIZTLOJ,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
SIZTJLO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
SIZTJOL,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SIZTOLJ,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
SIZTOJL,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
SIZLTJO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
SIZLTOJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZLJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
SIZLJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIZLOTJ,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZLOJT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZJTLO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SIZJTOL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIZJLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
SIZJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
