sequence,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?fiB6iBTjBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFibBGdB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhFOgB8gB?zcBSjB3iBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Je5/IvhF2gBSiB?TeB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8Jez7IvhFfiBxdB?ukBCjBUgBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeR7IvhFzcBGeB?qkB3iB0lBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeSCJvhFTeBRgB?ukB3gBUiBlqB,v115@zgA8IeA8IeA8CeB8BeC8DeH8AeF8JeC7IvhFzcBGeB?VlB3iBRqB8qB
JTSZIOL,O,O,X,X,X,X,X,X
JTSZLIO,O,O,X,X,O,X,X,X
JTSZLOI,O,O,X,X,O,X,X,X
JTSZOIL,O,O,X,X,X,X,X,X
JTSZOLI,O,O,X,X,O,X,X,X
JTSOILZ,O,O,X,O,O,X,X,O
JTSOIZL,O,O,X,X,X,X,X,O
JTSOLIZ,O,O,X,O,O,O,X,X
JTSOLZI,O,O,X,X,O,O,X,X
JTSOZIL,O,O,X,X,X,X,X,X
JTSOZLI,O,O,X,X,O,X,X,X
JTZILSO,O,O,O,X,X,X,X,X
JTZILOS,O,O,O,O,X,X,X,X
JTZISLO,O,O,O,X,X,X,X,X
JTZISOL,O,O,O,X,X,X,X,X
JTZIOLS,O,O,O,O,X,X,X,X
JTZIOSL,O,O,O,X,X,X,X,X
JTZLISO,O,O,O,X,X,X,X,X
JTZLIOS,O,O,O,O,X,X,X,X
JTZLSIO,O,O,O,X,O,X,X,X
JTZLSOI,O,O,O,X,O,X,X,X
JTZLOIS,O,O,O,O,X,X,X,X
JTZLOSI,O,O,O,X,O,X,X,X
JTZSILO,O,O,O,X,X,X,X,X
JTZSIOL,O,O,O,X,X,X,X,X
JTZSLIO,O,O,O,X,O,X,X,X
JTZSLOI,O,O,O,X,O,X,X,X
JTZSOIL,O,O,O,X,X,X,X,X
JTZSOLI,O,O,O,X,O,X,X,X
JTZOILS,O,O,O,O,X,X,X,X
JTZOISL,O,O,O,X,X,X,X,X
JTZOLIS,O,O,O,O,X,X,X,X
JTZOLSI,O,O,O,X,O,X,X,X
JTZOSIL,O,O,O,X,X,X,X,X
JTZOSLI,O,O,O,X,O,X,X,X
JTOILSZ,X,X,X,O,O,X,O,X
JTOILZS,X,X,O,O,X,X,O,X
JTOISLZ,O,O,X,O,O,X,X,X
JTOISZL,O,O,X,X,X,X,X,X
JTOIZLS,O,O,O,O,X,X,X,X
JTOIZSL,O,O,O,X,X,X,X,X
JTOLISZ,X,X,X,O,O,O,O,X
JTOLIZS,X,X,O,O,X,O,O,X
JTOLSIZ,X,X,X,O,O,X,X,X
JTOLSZI,X,X,X,X,O,X,X,X
JTOLZIS,X,X,O,O,X,O,X,X
JTOLZSI,X,X,O,X,O,X,X,X
JTOSILZ,O,O,X,O,O,X,X,X
JTOSIZL,O,O,X,X,X,X,X,X
JTOSLIZ,O,O,X,O,O,X,X,X
JTOSLZI,O,O,X,X,O,X,X,X
JTOSZIL,O,O,X,X,X,X,X,X
JTOSZLI,O,O,X,X,O,X,X,X
JTOZILS,O,O,O,O,X,X,X,X
JTOZISL,O,O,O,X,X,X,X,X
JTOZLIS,O,O,O,O,X,X,X,X
JTOZLSI,O,O,O,X,O,X,X,X
JTOZSIL,O,O,O,X,X,X,X,X
JTOZSLI,O,O,O,X,O,X,X,X
JITLSZO,X,X,X,X,X,X,X,O
JITLSOZ,X,X,X,O,X,X,X,O
JITLZSO,X,X,O,X,X,X,X,X
JITLZOS,X,X,O,O,X,X,X,X
JITLOSZ,X,X,X,O,X,X,X,X
JITLOZS,X,X,O,O,X,X,X,X
JITSLZO,O,O,X,X,X,X,X,O
JITSLOZ,O,O,X,O,X,X,X,O
JITSZLO,O,O,X,X,X,X,X,O
JITSZOL,O,O,X,X,X,X,X,O
JITSOLZ,O,O,X,O,X,X,X,O
JITSOZL,O,O,X,X,X,X,X,O
JITZLSO,O,O,O,X,X,X,X,X
JITZLOS,O,O,O,O,X,X,X,X
JITZSLO,O,O,O,X,X,X,X,O
JITZSOL,O,O,O,X,X,X,X,O
JITZOLS,O,O,O,O,X,X,X,X
JITZOSL,O,O,O,X,X,X,X,X
JITOLSZ,X,X,X,O,X,X,X,X
JITOLZS,X,X,O,O,X,X,X,X
JITOSLZ,O,O,X,O,X,X,X,O
JITOSZL,O,O,X,X,X,X,X,O
JITOZLS,O,O,O,O,X,X,X,X
JITOZSL,O,O,O,X,X,X,X,X
JILTSZO,X,X,X,X,X,X,X,O
JILTSOZ,X,X,X,O,X,O,X,O
JILTZSO,X,X,O,X,X,X,X,X
JILTZOS,X,X,O,O,X,X,X,X
JILTOSZ,X,X,X,O,X,O,X,X
JILTOZS,X,X,O,O,X,O,X,X
JILSTZO,X,X,X,X,X,X,X,O
JILSTOZ,X,X,X,X,O,O,X,O
JILSZTO,X,X,X,X,X,O,X,X
JILSZOT,X,X,X,X,O,O,X,X
JILSOTZ,X,X,X,O,O,O,X,O
JILSOZT,X,X,X,O,O,O,X,X
JILZTSO,X,X,X,X,X,O,X,X
JILZTOS,X,X,O,X,X,O,X,X
JILZSTO,X,X,X,X,X,O,X,X
JILZSOT,X,X,O,X,X,O,X,X
JILZOTS,X,X,O,O,X,O,X,X
JILZOST,X,X,O,O,X,O,X,X
JILOTSZ,X,X,X,O,X,O,O,X
JILOTZS,X,X,O,O,X,O,O,X
JILOSTZ,X,X,X,O,O,O,O,X
JILOSZT,X,X,X,O,O,O,O,X
JILOZTS,X,X,O,O,X,O,O,X
JILOZST,X,X,O,O,X,O,O,X
JISTLZO,O,X,X,X,X,X,X,O
JISTLOZ,O,X,X,X,X,X,X,O
JISTZLO,O,X,X,X,X,X,X,O
JISTZOL,O,X,X,X,X,X,X,O
JISTOLZ,O,X,X,X,X,X,X,O
JISTOZL,O,X,X,X,X,X,X,O
JISLTZO,O,X,X,X,X,X,X,O
JISLTOZ,O,X,X,X,O,O,X,O
JISLZTO,O,O,X,X,X,O,X,X
JISLZOT,O,O,X,X,O,O,X,X
JISLOTZ,O,X,X,O,O,O,X,O
JISLOZT,O,O,X,O,O,O,X,X
JISZTLO,O,O,X,X,X,X,X,O
JISZTOL,O,O,X,X,X,X,X,O
JISZLTO,O,O,X,X,X,X,X,X
JISZLOT,O,O,X,X,X,X,X,X
JISZOTL,O,O,X,X,X,X,X,O
JISZOLT,O,O,X,X,X,X,X,X
JISOTLZ,O,X,X,X,X,X,X,O
JISOTZL,O,X,X,X,X,X,X,O
JISOLTZ,O,X,X,O,O,O,X,O
JISOLZT,O,O,X,O,O,O,X,X
JISOZTL,O,O,X,X,X,X,X,O
JISOZLT,O,O,X,X,X,X,X,X
JIZTLSO,X,O,X,X,X,X,X,X
JIZTLOS,X,O,O,X,X,X,X,X
JIZTSLO,O,O,X,X,X,X,X,O
JIZTSOL,O,O,X,X,X,X,X,O
JIZTOLS,X,O,O,X,X,X,X,X
JIZTOSL,O,O,X,X,X,X,X,X
JIZLTSO,X,O,X,X,X,X,X,X
JIZLTOS,X,O,O,X,X,X,X,X
JIZLSTO,O,O,X,X,X,X,X,X
JIZLSOT,O,O,O,X,X,X,X,X
JIZLOTS,X,O,O,O,X,X,X,X
JIZLOST,O,O,O,O,X,X,X,X
JIZSTLO,O,O,X,X,X,X,X,O
JIZSTOL,O,O,X,X,X,X,X,O
JIZSLTO,O,O,X,X,X,X,X,X
JIZSLOT,O,O,O,X,X,X,X,X
JIZSOTL,O,O,X,X,X,X,X,O
JIZSOLT,O,O,O,X,X,X,X,X
JIZOTLS,X,O,O,X,X,X,X,X
JIZOTSL,O,O,X,X,X,X,X,X
JIZOLTS,X,O,O,O,X,X,X,X
JIZOLST,O,O,O,O,X,X,X,X
JIZOSTL,O,O,X,X,X,X,X,X
JIZOSLT,O,O,O,X,X,X,X,X
JIOTLSZ,X,X,X,O,X,X,X,X
JIOTLZS,X,X,O,O,X,X,X,X
JIOTSLZ,O,O,X,O,X,X,X,O
JIOTSZL,O,O,X,X,X,X,X,O
JIOTZLS,O,O,O,O,X,X,X,X
JIOTZSL,O,O,O,X,X,X,X,X
JIOLTSZ,X,X,X,O,X,O,O,X
JIOLTZS,X,X,O,O,X,O,O,X
JIOLSTZ,X,X,X,O,O,O,O,X
JIOLSZT,X,X,X,O,O,O,O,X
JIOLZTS,X,X,O,O,X,O,O,X
JIOLZST,X,X,O,O,X,O,O,X
JIOSTLZ,O,X,X,X,X,X,X,O
JIOSTZL,O,X,X,X,X,X,X,O
JIOSLTZ,O,X,X,O,O,X,X,O
JIOSLZT,O,O,X,O,O,X,X,X
JIOSZTL,O,O,X,X,X,X,X,O
JIOSZLT,O,O,X,X,X,X,X,X
JIOZTLS,X,O,O,X,X,X,X,X
JIOZTSL,O,O,X,X,X,X,X,X
JIOZLTS,X,O,O,O,X,X,X,X
JIOZLST,O,O,O,O,X,X,X,X
JIOZSTL,O,O,X,X,X,X,X,X
JIOZSLT,O,O,O,X,X,X,X,X
JLTISZO,X,X,X,X,O,X,X,X
JLTISOZ,X,X,X,O,O,O,X,X
JLTIZSO,X,X,O,X,X,X,X,X
JLTIZOS,X,X,O,O,X,X,X,X
JLTIOSZ,X,X,X,O,O,O,O,X
JLTIOZS,X,X,O,O,X,O,O,X
JLTSIZO,X,X,X,X,O,X,X,X
JLTSIOZ,X,X,X,O,O,O,X,X
JLTSZIO,X,X,X,X,O,O,X,X
JLTSZOI,X,X,X,X,O,O,X,X
JLTSOIZ,X,X,X,O,O,O,X,X
JLTSOZI,X,X,X,X,O,O,X,X
JLTZISO,X,X,O,X,X,O,X,X
JLTZIOS,X,X,O,O,X,O,X,X
JLTZSIO,X,X,O,X,O,O,X,X
JLTZSOI,X,X,O,X,O,O,X,X
JLTZOIS,X,X,O,O,X,O,X,X
JLTZOSI,X,X,O,X,O,X,X,X
JLTOISZ,X,X,X,O,O,O,O,X
JLTOIZS,X,X,O,O,X,O,O,X
JLTOSIZ,X,X,X,O,O,X,X,X
JLTOSZI,X,X,X,X,O,X,X,X
JLTOZIS,X,X,O,O,X,O,X,X
JLTOZSI,X,X,O,X,O,X,X,X
JLITSZO,X,X,X,X,X,X,X,O
JLITSOZ,X,X,X,O,X,O,X,O
JLITZSO,X,X,O,X,X,X,X,X
JLITZOS,X,X,O,O,X,X,X,X
JLITOSZ,X,X,X,O,X,O,X,X
JLITOZS,X,X,O,O,X,O,X,X
JLISTZO,X,X,X,X,X,X,X,O
JLISTOZ,X,X,X,X,O,O,X,O
JLISZTO,X,X,X,X,X,O,X,X
JLISZOT,X,X,X,X,O,O,X,X
JLISOTZ,X,X,X,O,O,O,X,O
JLISOZT,X,X,X,O,O,O,X,X
JLIZTSO,X,X,X,X,X,O,X,X
JLIZTOS,X,X,O,X,X,O,X,X
JLIZSTO,X,X,X,X,X,O,X,X
JLIZSOT,X,X,O,X,X,O,X,X
JLIZOTS,X,X,O,O,X,O,X,X
JLIZOST,X,X,O,O,X,O,X,X
JLIOTSZ,X,X,X,O,X,O,O,X
JLIOTZS,X,X,O,O,X,O,O,X
JLIOSTZ,X,X,X,O,O,O,O,X
JLIOSZT,X,X,X,O,O,O,O,X
JLIOZTS,X,X,O,O,X,O,O,X
JLIOZST,X,X,O,O,X,O,O,X
JLSTIZO,X,X,X,X,O,X,X,X
JLSTIOZ,X,X,X,X,O,O,X,X
JLSTZIO,X,X,X,X,O,O,X,X
JLSTZOI,X,X,X,X,O,O,X,X
JLSTOIZ,X,X,X,X,O,O,X,X
JLSTOZI,X,X,X,X,O,O,X,X
JLSITZO,X,X,X,X,O,X,X,O
JLSITOZ,X,X,X,X,O,O,X,O
JLSIZTO,X,X,X,X,X,O,X,X
JLSIZOT,X,X,X,X,O,O,X,X
JLSIOTZ,X,X,X,O,O,O,X,O
JLSIOZT,X,X,X,O,O,O,X,X
JLSZTIO,X,X,X,X,X,O,X,X
JLSZTOI,X,X,X,X,X,O,X,X
JLSZITO,X,X,X,X,X,O,X,X
JLSZIOT,X,X,X,X,O,O,X,X
JLSZOTI,X,X,X,X,O,O,X,X
JLSZOIT,X,X,X,X,O,O,X,X
JLSOTIZ,X,X,X,X,O,O,X,X
JLSOTZI,X,X,X,X,O,O,X,X
JLSOITZ,X,X,X,O,O,O,X,O
JLSOIZT,X,X,X,O,O,O,X,X
JLSOZTI,X,X,X,X,O,O,X,X
JLSOZIT,X,X,X,X,O,O,X,X
JLZTISO,X,X,O,X,X,O,X,X
JLZTIOS,X,X,O,X,X,O,X,X
JLZTSIO,X,X,O,X,X,O,X,X
JLZTSOI,X,X,O,X,X,O,X,X
JLZTOIS,X,X,O,X,X,O,X,X
JLZTOSI,X,X,O,X,X,X,X,X
JLZITSO,X,X,X,X,X,O,X,X
JLZITOS,X,X,O,X,X,O,X,X
JLZISTO,X,X,X,X,X,O,X,X
JLZISOT,X,X,O,X,X,O,X,X
JLZIOTS,X,X,O,O,X,O,X,X
JLZIOST,X,X,O,O,X,O,X,X
JLZSTIO,X,X,X,X,X,O,X,X
JLZSTOI,X,X,X,X,X,O,X,X
JLZSITO,X,X,X,X,X,O,X,X
JLZSIOT,X,X,O,X,O,O,X,X
JLZSOTI,X,X,X,X,O,O,X,X
JLZSOIT,X,X,O,X,O,O,X,X
JLZOTIS,X,X,O,X,X,O,X,X
JLZOTSI,X,X,O,X,X,X,X,X
JLZOITS,X,X,O,O,X,O,X,X
JLZOIST,X,X,O,O,X,O,X,X
JLZOSTI,X,X,X,X,O,O,X,X
JLZOSIT,X,X,O,X,O,O,X,X
JLOTISZ,X,X,X,O,O,O,O,X
JLOTIZS,X,X,O,O,X,O,O,X
JLOTSIZ,X,X,X,O,O,X,X,X
JLOTSZI,X,X,X,X,O,X,X,X
JLOTZIS,X,X,O,O,X,O,X,X
JLOTZSI,X,X,O,X,O,X,X,X
JLOITSZ,X,X,X,O,X,O,O,X
JLOITZS,X,X,O,O,X,O,O,X
JLOISTZ,X,X,X,O,O,O,O,X
JLOISZT,X,X,X,O,O,O,O,X
JLOIZTS,X,X,O,O,X,O,O,X
JLOIZST,X,X,O,O,X,O,O,X
JLOSTIZ,X,X,X,X,O,O,X,X
JLOSTZI,X,X,X,X,O,O,X,X
JLOSITZ,X,X,X,O,O,O,X,X
JLOSIZT,X,X,X,O,O,O,X,X
JLOSZTI,X,X,X,X,O,O,X,X
JLOSZIT,X,X,X,X,O,O,X,X
JLOZTIS,X,X,O,X,X,O,X,X
JLOZTSI,X,X,O,X,X,X,X,X
JLOZITS,X,X,O,O,X,O,X,X
JLOZIST,X,X,O,O,X,O,X,X
JLOZSTI,X,X,X,X,O,O,X,X
JLOZSIT,X,X,O,X,O,O,X,X
JSTILZO,O,X,X,X,O,X,X,O
JSTILOZ,O,X,X,X,O,X,X,O
JSTIZLO,O,X,X,X,X,X,X,O
JSTIZOL,O,X,X,X,X,X,X,O
JSTIOLZ,O,X,X,X,O,X,X,O
JSTIOZL,O,X,X,X,X,X,X,O
JSTLIZO,O,X,X,X,O,X,X,X
JSTLIOZ,O,X,X,X,O,O,X,X
JSTLZIO,O,X,X,X,O,O,X,X
JSTLZOI,O,X,X,X,O,O,X,X
JSTLOIZ,O,X,X,X,O,O,X,X
JSTLOZI,O,X,X,X,O,O,X,X
JSTZILO,O,X,X,X,X,X,X,X
JSTZIOL,O,X,X,X,X,X,X,X
JSTZLIO,O,X,X,X,O,X,X,X
JSTZLOI,O,X,X,X,O,X,X,X
JSTZOIL,O,X,X,X,X,X,X,X
JSTZOLI,O,X,X,X,O,X,X,X
JSTOILZ,O,X,X,X,O,X,X,O
JSTOIZL,O,X,X,X,X,X,X,O
JSTOLIZ,O,X,X,X,O,O,X,X
JSTOLZI,O,X,X,X,O,O,X,X
JSTOZIL,O,X,X,X,X,X,X,X
JSTOZLI,O,X,X,X,O,X,X,X
JSITLZO,O,X,X,X,X,X,X,O
JSITLOZ,O,X,X,X,X,X,X,O
JSITZLO,O,X,X,X,X,X,X,O
JSITZOL,O,X,X,X,X,X,X,O
JSITOLZ,O,X,X,X,X,X,X,O
JSITOZL,O,X,X,X,X,X,X,O
JSILTZO,O,X,X,X,X,X,X,O
JSILTOZ,O,X,X,X,O,O,X,O
JSILZTO,O,O,X,X,X,O,X,X
JSILZOT,O,O,X,X,O,O,X,X
JSILOTZ,O,X,X,O,O,O,X,O
JSILOZT,O,O,X,O,O,O,X,X
JSIZTLO,O,O,X,X,X,X,X,O
JSIZTOL,O,O,X,X,X,X,X,O
JSIZLTO,O,O,X,X,X,X,X,X
JSIZLOT,O,O,X,X,X,X,X,X
JSIZOTL,O,O,X,X,X,X,X,O
JSIZOLT,O,O,X,X,X,X,X,X
JSIOTLZ,O,X,X,X,X,X,X,O
JSIOTZL,O,X,X,X,X,X,X,O
JSIOLTZ,O,X,X,O,O,O,X,O
JSIOLZT,O,O,X,O,O,O,X,X
JSIOZTL,O,O,X,X,X,X,X,O
JSIOZLT,O,O,X,X,X,X,X,X
JSLTIZO,O,X,X,X,O,X,X,X
JSLTIOZ,O,X,X,X,O,O,X,X
JSLTZIO,O,X,X,X,O,O,X,X
JSLTZOI,O,X,X,X,O,O,X,X
JSLTOIZ,O,X,X,X,O,O,X,X
JSLTOZI,O,X,X,X,O,O,X,X
JSLITZO,O,X,X,X,O,X,X,O
JSLITOZ,O,X,X,X,O,O,X,O
JSLIZTO,O,O,X,X,X,O,X,X
JSLIZOT,O,O,X,X,O,O,X,X
JSLIOTZ,O,X,X,O,O,O,X,O
JSLIOZT,O,O,X,O,O,O,X,X
JSLZTIO,O,O,X,X,X,O,X,X
JSLZTOI,O,O,X,X,X,O,X,X
JSLZITO,O,O,X,X,X,O,X,X
JSLZIOT,O,O,X,X,O,O,X,X
JSLZOTI,O,O,X,X,O,O,X,X
JSLZOIT,O,O,X,X,O,O,X,X
JSLOTIZ,O,X,X,X,O,O,X,X
JSLOTZI,O,X,X,X,O,O,X,X
JSLOITZ,O,X,X,O,O,O,X,O
JSLOIZT,O,O,X,O,O,O,X,X
JSLOZTI,O,O,X,X,O,O,X,X
JSLOZIT,O,O,X,X,O,O,X,X
JSZTILO,O,O,X,X,X,X,X,X
JSZTIOL,O,O,X,X,X,X,X,X
JSZTLIO,O,O,X,X,X,X,X,X
JSZTLOI,O,O,X,X,X,X,X,X
JSZTOIL,O,O,X,X,X,X,X,X
JSZTOLI,O,O,X,X,X,X,X,X
JSZITLO,O,O,X,X,X,X,X,O
JSZITOL,O,O,X,X,X,X,X,O
JSZILTO,O,O,X,X,X,X,X,X
JSZILOT,O,O,X,X,X,X,X,X
JSZIOTL,O,O,X,X,X,X,X,O
JSZIOLT,O,O,X,X,X,X,X,X
JSZLTIO,O,O,X,X,X,O,X,X
JSZLTOI,O,O,X,X,X,O,X,X
JSZLITO,O,O,X,X,X,O,X,X
JSZLIOT,O,O,X,X,O,O,X,X
JSZLOTI,O,O,X,X,O,O,X,X
JSZLOIT,O,O,X,X,O,O,X,X
JSZOTIL,O,O,X,X,X,X,X,X
JSZOTLI,O,O,X,X,X,X,X,X
JSZOITL,O,O,X,X,X,X,X,O
JSZOILT,O,O,X,X,X,X,X,X
JSZOLTI,O,O,X,X,O,O,X,X
JSZOLIT,O,O,X,X,O,O,X,X
JSOTILZ,O,X,X,X,O,X,X,O
JSOTIZL,O,X,X,X,X,X,X,O
JSOTLIZ,O,X,X,X,O,O,X,X
JSOTLZI,O,X,X,X,O,O,X,X
JSOTZIL,O,X,X,X,X,X,X,X
JSOTZLI,O,X,X,X,O,X,X,X
JSOITLZ,O,X,X,X,X,X,X,O
JSOITZL,O,X,X,X,X,X,X,O
JSOILTZ,O,X,X,O,O,O,X,O
JSOILZT,O,O,X,O,O,O,X,X
JSOIZTL,O,O,X,X,X,X,X,O
JSOIZLT,O,O,X,X,X,X,X,X
JSOLTIZ,O,X,X,X,O,O,X,X
JSOLTZI,O,X,X,X,O,O,X,X
JSOLITZ,O,X,X,O,O,O,X,O
JSOLIZT,O,O,X,O,O,O,X,X
JSOLZTI,O,O,X,X,O,O,X,X
JSOLZIT,O,O,X,X,O,O,X,X
JSOZTIL,O,O,X,X,X,X,X,X
JSOZTLI,O,O,X,X,X,X,X,X
JSOZITL,O,O,X,X,X,X,X,O
JSOZILT,O,O,X,X,X,X,X,X
JSOZLTI,O,O,X,X,O,O,X,X
JSOZLIT,O,O,X,X,O,O,X,X
JZTILSO,O,O,O,X,X,X,X,X
JZTILOS,O,O,O,X,X,X,X,X
JZTISLO,O,O,O,X,X,X,X,X
JZTISOL,O,O,O,X,X,X,X,X
JZTIOLS,O,O,O,X,X,X,X,X
JZTIOSL,O,O,O,X,X,X,X,X
JZTLISO,O,O,O,X,X,X,X,X
JZTLIOS,O,O,O,X,X,X,X,X
JZTLSIO,O,O,O,X,X,X,X,X
JZTLSOI,O,O,O,X,X,X,X,X
JZTLOIS,O,O,O,X,X,X,X,X
JZTLOSI,O,O,O,X,X,X,X,X
JZTSILO,O,O,O,X,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X,X
JZTSOIL,O,O,O,X,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X,X
JZTOILS,O,O,O,X,X,X,X,X
JZTOISL,O,O,O,X,X,X,X,X
JZTOLIS,O,O,O,X,X,X,X,X
JZTOLSI,O,O,O,X,X,X,X,X
JZTOSIL,O,O,O,X,X,X,X,X
JZTOSLI,O,O,O,X,X,X,X,X
JZITLSO,X,O,X,X,X,X,X,X
JZITLOS,X,O,O,X,X,X,X,X
JZITSLO,O,O,X,X,X,X,X,O
JZITSOL,O,O,X,X,X,X,X,O
JZITOLS,X,O,O,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,X,X
JZILTSO,X,O,X,X,X,X,X,X
JZILTOS,X,O,O,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,X,X
JZILSOT,O,O,O,X,X,X,X,X
JZILOTS,X,O,O,O,X,X,X,X
JZILOST,O,O,O,O,X,X,X,X
JZISTLO,O,O,X,X,X,X,X,O
JZISTOL,O,O,X,X,X,X,X,O
JZISLTO,O,O,X,X,X,X,X,X
JZISLOT,O,O,O,X,X,X,X,X
JZISOTL,O,O,X,X,X,X,X,O
JZISOLT,O,O,O,X,X,X,X,X
JZIOTLS,X,O,O,X,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X,X
JZIOLTS,X,O,O,O,X,X,X,X
JZIOLST,O,O,O,O,X,X,X,X
JZIOSTL,O,O,X,X,X,X,X,X
JZIOSLT,O,O,O,X,X,X,X,X
JZLTISO,X,O,O,X,X,O,X,X
JZLTIOS,X,O,O,X,X,O,X,X
JZLTSIO,X,O,O,X,X,O,X,X
JZLTSOI,X,O,O,X,X,O,X,X
JZLTOIS,X,O,O,X,X,O,X,X
JZLTOSI,X,O,O,X,X,X,X,X
JZLITSO,X,O,X,X,X,O,X,X
JZLITOS,X,O,O,X,X,O,X,X
JZLISTO,O,O,X,X,X,O,X,X
JZLISOT,O,O,O,X,X,O,X,X
JZLIOTS,X,O,O,O,X,O,X,X
JZLIOST,O,O,O,O,X,O,X,X
JZLSTIO,O,O,X,X,X,O,X,X
JZLSTOI,O,O,X,X,X,O,X,X
JZLSITO,O,O,X,X,X,O,X,X
JZLSIOT,O,O,O,X,O,O,X,X
JZLSOTI,O,O,X,X,O,O,X,X
JZLSOIT,O,O,O,X,O,O,X,X
JZLOTIS,X,O,O,X,X,O,X,X
JZLOTSI,X,O,O,X,X,X,X,X
JZLOITS,X,O,O,O,X,O,X,X
JZLOIST,O,O,O,O,X,O,X,X
JZLOSTI,O,O,X,X,O,O,X,X
JZLOSIT,O,O,O,X,O,O,X,X
JZSTILO,O,O,X,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X,O
JZSITOL,O,O,X,X,X,X,X,O
JZSILTO,O,O,X,X,X,X,X,X
JZSILOT,O,O,O,X,X,X,X,X
JZSIOTL,O,O,X,X,X,X,X,O
JZSIOLT,O,O,O,X,X,X,X,X
JZSLTIO,O,O,X,X,X,O,X,X
JZSLTOI,O,O,X,X,X,O,X,X
JZSLITO,O,O,X,X,X,O,X,X
JZSLIOT,O,O,O,X,O,O,X,X
JZSLOTI,O,O,X,X,O,O,X,X
JZSLOIT,O,O,O,X,O,O,X,X
JZSOTIL,O,O,X,X,X,X,X,X
JZSOTLI,O,O,X,X,X,X,X,X
JZSOITL,O,O,X,X,X,X,X,O
JZSOILT,O,O,O,X,X,X,X,X
JZSOLTI,O,O,X,X,O,O,X,X
JZSOLIT,O,O,O,X,O,O,X,X
JZOTILS,O,O,O,X,X,X,X,X
JZOTISL,O,O,O,X,X,X,X,X
JZOTLIS,O,O,O,X,X,X,X,X
JZOTLSI,O,O,O,X,X,X,X,X
JZOTSIL,O,O,O,X,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X,X
JZOITLS,X,O,O,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X,X
JZOILTS,X,O,O,O,X,X,X,X
JZOILST,O,O,O,O,X,X,X,X
JZOISTL,O,O,X,X,X,X,X,X
JZOISLT,O,O,O,X,X,X,X,X
JZOLTIS,X,O,O,X,X,O,X,X
JZOLTSI,X,O,O,X,X,X,X,X
JZOLITS,X,O,O,O,X,O,X,X
JZOLIST,O,O,O,O,X,O,X,X
JZOLSTI,O,O,X,X,O,X,X,X
JZOLSIT,O,O,O,X,O,O,X,X
JZOSTIL,O,O,X,X,X,X,X,X
JZOSTLI,O,O,X,X,X,X,X,X
JZOSITL,O,O,X,X,X,X,X,X
JZOSILT,O,O,O,X,X,X,X,X
JZOSLTI,O,O,X,X,O,X,X,X
JZOSLIT,O,O,O,X,O,X,X,X
JOTILSZ,X,X,X,O,O,X,O,X
JOTILZS,X,X,O,O,X,X,O,X
JOTISLZ,O,O,X,O,O,X,X,X
JOTISZL,O,O,X,X,X,X,X,X
JOTIZLS,O,O,O,O,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X,X
JOTLISZ,X,X,X,O,O,O,O,X
JOTLIZS,X,X,O,O,X,O,O,X
JOTLSIZ,X,X,X,O,O,X,X,X
JOTLSZI,X,X,X,X,O,X,X,X
JOTLZIS,X,X,O,O,X,O,X,X
JOTLZSI,X,X,O,X,O,X,X,X
JOTSILZ,O,O,X,O,O,X,X,X
JOTSIZL,O,O,X,X,X,X,X,X
JOTSLIZ,O,O,X,O,O,X,X,X
JOTSLZI,O,O,X,X,O,X,X,X
JOTSZIL,O,O,X,X,X,X,X,X
JOTSZLI,O,O,X,X,O,X,X,X
JOTZILS,O,O,O,O,X,X,X,X
JOTZISL,O,O,O,X,X,X,X,X
JOTZLIS,O,O,O,O,X,X,X,X
JOTZLSI,O,O,O,X,O,X,X,X
JOTZSIL,O,O,O,X,X,X,X,X
JOTZSLI,O,O,O,X,O,X,X,X
JOITLSZ,X,X,X,O,X,X,X,X
JOITLZS,X,X,O,O,X,X,X,X
JOITSLZ,O,O,X,O,X,X,X,O
JOITSZL,O,O,X,X,X,X,X,O
JOITZLS,O,O,O,O,X,X,X,X
JOITZSL,O,O,O,X,X,X,X,X
JOILTSZ,X,X,X,O,X,O,O,X
