sequence,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?XgBmhBFmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFOiBTeB?xgBUlBFmBXrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhFxbBXdB?TeB2mB1qB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeR7IvhFOiBTeB?CgB/qBFmBcrB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8JeC7IvhFxcBTeB?mhBFlBXmB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeu/IvhFFdBTeB?xgB3gBimB0qB,v115@zgA8IeA8FeA8BeA8FeE8CeH8BeE8Jeq/IvhF2gBXdB?TeBRmBFmB0qB
JLIZTOS,X,X,X,X,X,O,O
JLIZSTO,O,X,X,X,X,O,O
JLIZSOT,O,X,X,X,X,O,O
JLIZOTS,X,X,X,X,X,O,O
JLIZOST,O,X,X,X,X,O,O
JLIOTSZ,O,X,X,X,X,O,X
JLIOTZS,X,X,X,X,X,O,X
JLIOSTZ,O,X,X,O,O,O,O
JLIOSZT,O,X,X,X,X,X,O
JLIOZTS,X,X,X,X,X,O,O
JLIOZST,O,X,X,X,X,O,O
JLSTIZO,X,X,O,O,O,X,X
JLSTIOZ,O,X,O,O,O,O,X
JLSTZIO,X,X,O,O,O,O,X
JLSTZOI,X,X,O,O,O,O,X
JLSTOIZ,O,X,O,O,O,O,O
JLSTOZI,O,X,O,O,O,O,O
JLSITZO,X,X,X,O,O,X,X
JLSITOZ,O,X,X,O,O,O,X
JLSIZTO,X,X,X,X,X,X,O
JLSIZOT,O,X,X,X,X,X,O
JLSIOTZ,O,X,O,O,O,O,O
JLSIOZT,O,X,X,X,X,X,O
JLSZTIO,X,X,X,O,X,O,X
JLSZTOI,X,X,X,O,X,O,O
JLSZITO,X,X,X,X,X,O,O
JLSZIOT,O,X,X,X,X,O,O
JLSZOTI,O,X,X,O,X,O,O
JLSZOIT,O,X,X,X,X,O,O
JLSOTIZ,O,X,O,O,O,O,O
JLSOTZI,O,X,O,O,O,O,O
JLSOITZ,O,X,O,O,O,O,O
JLSOIZT,O,X,X,X,X,X,O
JLSOZTI,O,X,X,O,X,O,O
JLSOZIT,O,X,X,X,X,O,O
JLZTISO,X,O,X,X,X,O,X
JLZTIOS,X,O,X,X,X,O,X
JLZTSIO,X,O,X,X,X,O,X
JLZTSOI,X,O,X,X,X,O,O
JLZTOIS,X,O,X,X,X,O,X
JLZTOSI,X,O,X,X,X,O,O
JLZITSO,X,O,X,X,X,O,O
JLZITOS,X,O,X,X,X,O,O
JLZISTO,O,X,X,X,X,O,O
JLZISOT,O,O,X,X,X,O,O
JLZIOTS,X,O,X,X,X,O,O
JLZIOST,O,O,X,X,X,O,O
JLZSTIO,O,O,X,O,X,O,X
JLZSTOI,O,O,X,O,X,O,O
JLZSITO,O,X,X,X,X,O,O
JLZSIOT,O,O,X,X,X,O,O
JLZSOTI,O,O,X,O,X,O,O
JLZSOIT,O,O,X,X,X,O,O
JLZOTIS,X,O,X,X,X,O,X
JLZOTSI,X,O,X,X,X,O,O
JLZOITS,X,O,X,X,X,O,O
JLZOIST,O,O,X,X,X,O,O
JLZOSTI,O,O,X,O,X,O,O
JLZOSIT,O,O,X,X,X,O,O
JLOTISZ,O,X,O,X,X,O,X
JLOTIZS,X,X,O,X,X,O,X
JLOTSIZ,O,X,O,O,X,O,O
JLOTSZI,O,X,O,O,X,O,O
JLOTZIS,X,O,O,X,X,O,X
JLOTZSI,X,O,O,X,X,O,X
JLOITSZ,O,X,X,X,X,O,X
JLOITZS,X,X,X,X,X,O,X
JLOISTZ,O,X,X,O,O,O,O
JLOISZT,O,X,X,X,X,X,O
JLOIZTS,X,X,X,X,X,O,O
JLOIZST,O,X,X,X,X,O,O
JLOSTIZ,O,X,O,O,O,O,O
JLOSTZI,O,X,O,O,O,O,O
JLOSITZ,O,X,O,O,O,O,O
JLOSIZT,O,X,X,X,X,X,O
JLOSZTI,O,X,X,O,X,O,O
JLOSZIT,O,X,X,X,X,O,O
JLOZTIS,X,O,X,X,X,O,X
JLOZTSI,X,O,X,X,X,O,O
JLOZITS,X,O,X,X,X,O,O
JLOZIST,O,O,X,X,X,O,O
JLOZSTI,O,O,X,O,X,O,O
JLOZSIT,O,O,X,X,X,O,O
JSTILZO,O,X,O,O,O,X,X
JSTILOZ,O,X,O,O,O,X,X
JSTIZLO,O,X,O,X,O,X,X
JSTIZOL,O,X,O,X,O,X,X
JSTIOLZ,O,X,O,O,O,X,X
JSTIOZL,O,X,O,X,O,X,X
JSTLIZO,O,X,O,O,O,X,X
JSTLIOZ,O,X,O,O,O,O,X
JSTLZIO,O,X,O,O,O,O,X
JSTLZOI,O,X,O,O,O,O,X
JSTLOIZ,O,X,O,O,O,O,X
JSTLOZI,O,X,O,O,O,O,X
JSTZILO,O,O,O,X,O,X,X
JSTZIOL,O,O,O,X,O,X,X
JSTZLIO,O,O,O,O,O,X,X
JSTZLOI,O,O,O,O,O,X,X
JSTZOIL,O,O,O,X,O,X,X
JSTZOLI,O,O,O,O,O,X,X
JSTOILZ,O,X,O,O,O,X,X
JSTOIZL,O,X,O,X,O,X,X
JSTOLIZ,O,X,O,O,O,O,X
JSTOLZI,O,X,O,O,O,O,X
JSTOZIL,O,O,O,X,O,X,X
JSTOZLI,O,O,O,O,O,X,X
JSITLZO,O,X,O,O,O,X,X
JSITLOZ,O,X,O,O,O,X,X
JSITZLO,O,X,O,X,O,X,X
JSITZOL,O,X,O,X,O,X,X
JSITOLZ,O,X,O,O,O,X,X
JSITOZL,O,X,O,X,O,X,X
JSILTZO,X,X,X,O,O,X,X
JSILTOZ,O,X,X,O,O,X,X
JSILZTO,X,X,X,X,X,X,O
JSILZOT,O,X,X,X,X,X,O
JSILOTZ,O,X,O,O,O,X,X
JSILOZT,O,X,X,X,X,X,O
JSIZTLO,O,X,X,X,O,X,X
JSIZTOL,O,X,X,X,O,X,X
JSIZLTO,O,X,X,X,X,X,X
JSIZLOT,O,X,X,X,X,X,X
JSIZOTL,O,X,X,X,O,X,X
JSIZOLT,O,X,X,X,X,X,X
JSIOTLZ,O,X,O,O,O,X,X
JSIOTZL,O,X,O,X,O,X,X
JSIOLTZ,O,X,O,O,O,X,X
JSIOLZT,O,X,X,X,X,X,O
JSIOZTL,O,X,X,X,O,X,X
JSIOZLT,O,X,X,X,X,X,X
JSLTIZO,O,X,O,O,O,X,X
JSLTIOZ,O,X,O,O,O,O,X
JSLTZIO,O,X,O,O,O,O,X
JSLTZOI,O,X,O,O,O,O,X
JSLTOIZ,O,X,O,O,O,O,O
JSLTOZI,O,X,O,O,O,O,O
JSLITZO,X,X,X,O,O,X,X
JSLITOZ,O,X,X,O,O,O,X
JSLIZTO,X,X,X,X,X,X,O
JSLIZOT,O,X,X,X,X,X,O
JSLIOTZ,O,X,O,O,O,O,O
JSLIOZT,O,X,X,X,X,X,O
JSLZTIO,O,X,X,O,X,O,X
JSLZTOI,O,X,X,O,X,O,O
JSLZITO,O,X,X,X,X,O,O
JSLZIOT,O,X,X,X,X,O,O
JSLZOTI,O,X,X,O,X,O,O
JSLZOIT,O,X,X,X,X,O,O
JSLOTIZ,O,X,O,O,O,O,O
JSLOTZI,O,X,O,O,O,O,O
JSLOITZ,O,X,O,O,O,O,O
JSLOIZT,O,X,X,X,X,X,O
JSLOZTI,O,X,X,O,X,O,O
JSLOZIT,O,X,X,X,X,O,O
JSZTILO,O,O,O,X,O,X,X
JSZTIOL,O,O,O,X,O,X,X
JSZTLIO,O,O,O,O,O,X,X
JSZTLOI,O,O,O,O,O,X,X
JSZTOIL,O,O,O,X,O,X,X
JSZTOLI,O,O,O,O,O,X,X
JSZITLO,O,X,X,X,O,X,X
JSZITOL,O,X,X,X,O,X,X
JSZILTO,O,X,X,X,X,X,O
JSZILOT,O,O,X,X,X,X,O
JSZIOTL,O,X,X,X,O,X,X
JSZIOLT,O,O,X,X,X,X,O
JSZLTIO,O,O,X,O,X,O,X
JSZLTOI,O,O,X,O,X,O,O
JSZLITO,O,X,X,X,X,O,O
JSZLIOT,O,O,X,X,X,O,O
JSZLOTI,O,O,X,O,X,O,O
JSZLOIT,O,O,X,X,X,O,O
JSZOTIL,O,O,O,X,O,X,X
JSZOTLI,O,O,O,O,O,X,X
JSZOITL,O,X,X,X,O,X,X
JSZOILT,O,O,X,X,X,X,O
JSZOLTI,O,O,X,O,X,O,O
JSZOLIT,O,O,X,X,X,O,O
JSOTILZ,O,X,O,O,O,X,X
JSOTIZL,O,X,O,X,O,X,X
JSOTLIZ,O,X,O,O,O,O,X
JSOTLZI,O,X,O,O,O,O,X
JSOTZIL,O,O,O,X,O,X,X
JSOTZLI,O,O,O,O,O,X,X
JSOITLZ,O,X,O,O,O,X,X
JSOITZL,O,X,O,X,O,X,X
JSOILTZ,O,X,O,O,O,X,X
JSOILZT,O,X,X,X,X,X,O
JSOIZTL,O,X,X,X,O,X,X
JSOIZLT,O,X,X,X,X,X,X
JSOLTIZ,O,X,O,O,O,O,O
JSOLTZI,O,X,O,O,O,O,O
JSOLITZ,O,X,O,O,O,O,O
JSOLIZT,O,X,X,X,X,X,O
JSOLZTI,O,X,X,O,X,O,O
JSOLZIT,O,X,X,X,X,O,O
JSOZTIL,O,O,O,X,O,X,X
JSOZTLI,O,O,O,O,O,X,X
JSOZITL,O,X,X,X,O,X,X
JSOZILT,O,O,X,X,X,X,O
JSOZLTI,O,O,X,O,X,O,O
JSOZLIT,O,O,X,X,X,O,O
JZTILSO,O,O,O,X,X,X,X
JZTILOS,O,O,O,X,X,X,X
JZTISLO,O,O,O,X,X,X,X
JZTISOL,O,O,O,X,X,X,X
JZTIOLS,O,O,O,X,X,X,X
JZTIOSL,O,O,O,X,X,X,X
JZTLISO,O,O,O,X,X,O,X
JZTLIOS,O,O,O,X,X,O,X
JZTLSIO,O,O,O,X,X,O,X
JZTLSOI,O,O,O,X,X,O,X
JZTLOIS,O,O,O,X,X,O,X
JZTLOSI,O,O,O,X,X,O,X
JZTSILO,O,O,O,X,X,X,X
JZTSIOL,O,O,O,X,X,X,X
JZTSLIO,O,O,O,X,X,X,X
JZTSLOI,O,O,O,X,X,X,X
JZTSOIL,O,O,O,X,X,X,X
JZTSOLI,O,O,O,X,X,X,X
JZTOILS,O,O,O,X,X,X,X
JZTOISL,O,O,O,X,X,X,X
JZTOLIS,O,O,O,X,X,O,X
JZTOLSI,O,O,O,X,X,O,X
JZTOSIL,O,O,O,X,X,X,X
JZTOSLI,O,O,O,X,X,X,X
JZITLSO,O,O,X,X,X,X,X
JZITLOS,O,O,X,X,X,X,X
JZITSLO,O,O,X,X,X,X,X
JZITSOL,O,O,X,X,X,X,X
JZITOLS,O,O,X,X,X,X,X
JZITOSL,O,O,X,X,X,X,X
JZILTSO,X,O,X,X,X,O,O
JZILTOS,X,O,X,X,X,O,O
JZILSTO,O,X,X,X,X,O,O
JZILSOT,O,O,X,X,X,O,O
JZILOTS,X,O,X,X,X,O,O
JZILOST,O,O,X,X,X,O,O
JZISTLO,O,X,X,X,O,X,X
JZISTOL,O,X,X,X,O,X,X
JZISLTO,O,X,X,X,X,X,O
JZISLOT,O,O,X,X,X,X,O
JZISOTL,O,X,X,X,O,X,X
JZISOLT,O,O,X,X,X,X,O
JZIOTLS,O,O,X,X,X,X,X
JZIOTSL,O,O,X,X,X,X,X
JZIOLTS,X,O,X,X,X,O,O
JZIOLST,O,O,X,X,X,O,O
JZIOSTL,O,X,X,X,O,X,X
JZIOSLT,O,O,X,X,X,X,O
JZLTISO,X,O,X,X,X,O,X
JZLTIOS,X,O,X,X,X,O,X
JZLTSIO,X,O,X,X,X,O,X
JZLTSOI,X,O,X,X,X,O,O
JZLTOIS,X,O,X,X,X,O,X
JZLTOSI,X,O,X,X,X,O,O
JZLITSO,X,O,X,X,X,O,O
JZLITOS,X,O,X,X,X,O,O
JZLISTO,O,X,X,X,X,O,O
JZLISOT,O,O,X,X,X,O,O
JZLIOTS,X,O,X,X,X,O,O
JZLIOST,O,O,X,X,X,O,O
JZLSTIO,O,O,X,O,X,O,X
JZLSTOI,O,O,X,O,X,O,O
JZLSITO,O,X,X,X,X,O,O
JZLSIOT,O,O,X,X,X,O,O
JZLSOTI,O,O,X,O,X,O,O
JZLSOIT,O,O,X,X,X,O,O
JZLOTIS,X,O,X,X,X,O,X
JZLOTSI,X,O,X,X,X,O,O
JZLOITS,X,O,X,X,X,O,O
JZLOIST,O,O,X,X,X,O,O
JZLOSTI,O,O,X,O,X,O,O
JZLOSIT,O,O,X,X,X,O,O
JZSTILO,O,O,O,X,O,X,X
JZSTIOL,O,O,O,X,O,X,X
JZSTLIO,O,O,O,O,O,X,X
JZSTLOI,O,O,O,O,O,X,X
JZSTOIL,O,O,O,X,O,X,X
JZSTOLI,O,O,O,O,O,X,X
JZSITLO,O,X,X,X,O,X,X
JZSITOL,O,X,X,X,O,X,X
JZSILTO,O,X,X,X,X,X,O
JZSILOT,O,O,X,X,X,X,O
JZSIOTL,O,X,X,X,O,X,X
JZSIOLT,O,O,X,X,X,X,O
JZSLTIO,O,O,X,O,X,O,X
JZSLTOI,O,O,X,O,X,O,O
JZSLITO,O,X,X,X,X,O,O
JZSLIOT,O,O,X,X,X,O,O
JZSLOTI,O,O,X,O,X,O,O
JZSLOIT,O,O,X,X,X,O,O
JZSOTIL,O,O,O,X,O,X,X
JZSOTLI,O,O,O,O,O,X,X
JZSOITL,O,X,X,X,O,X,X
JZSOILT,O,O,X,X,X,X,O
JZSOLTI,O,O,X,O,X,O,O
JZSOLIT,O,O,X,X,X,O,O
JZOTILS,O,O,O,X,X,X,X
JZOTISL,O,O,O,X,X,X,X
JZOTLIS,O,O,O,X,X,O,X
JZOTLSI,O,O,O,X,X,O,X
JZOTSIL,O,O,O,X,X,X,X
JZOTSLI,O,O,O,X,X,X,X
JZOITLS,O,O,X,X,X,X,X
JZOITSL,O,O,X,X,X,X,X
JZOILTS,X,O,X,X,X,O,O
JZOILST,O,O,X,X,X,O,O
JZOISTL,O,X,X,X,O,X,X
JZOISLT,O,O,X,X,X,X,O
JZOLTIS,X,O,X,X,X,O,X
JZOLTSI,X,O,X,X,X,O,O
JZOLITS,X,O,X,X,X,O,O
JZOLIST,O,O,X,X,X,O,O
JZOLSTI,O,O,X,O,X,O,O
JZOLSIT,O,O,X,X,X,O,O
JZOSTIL,O,O,O,X,O,X,X
JZOSTLI,O,O,O,O,O,X,X
JZOSITL,O,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,X,O
JZOSLTI,O,O,X,O,X,O,O
JZOSLIT,O,O,X,X,X,O,O
JOTILSZ,O,X,O,X,O,O,X
JOTILZS,X,X,O,X,X,O,X
JOTISLZ,O,X,O,X,O,X,X
JOTISZL,O,X,O,X,O,X,X
JOTIZLS,X,O,O,X,X,X,X
JOTIZSL,O,O,O,X,X,X,X
JOTLISZ,O,X,O,X,O,O,X
JOTLIZS,X,X,O,X,X,O,X
JOTLSIZ,O,X,O,O,X,O,X
JOTLSZI,O,X,O,O,X,O,X
JOTLZIS,X,O,O,X,X,O,X
JOTLZSI,X,O,O,X,X,O,X
JOTSILZ,O,X,O,O,O,X,X
JOTSIZL,O,X,O,X,O,X,X
JOTSLIZ,O,X,O,O,O,O,X
JOTSLZI,O,X,O,O,O,O,X
JOTSZIL,O,O,O,X,O,X,X
JOTSZLI,O,O,O,O,O,X,X
JOTZILS,X,O,O,X,X,X,X
JOTZISL,O,O,O,X,X,X,X
JOTZLIS,X,O,O,X,X,O,X
JOTZLSI,X,O,O,X,X,O,X
JOTZSIL,O,O,O,X,X,X,X
JOTZSLI,O,O,O,X,X,X,X
JOITLSZ,O,X,O,X,O,O,X
JOITLZS,X,X,O,X,X,O,X
JOITSLZ,O,X,O,X,O,X,X
JOITSZL,O,X,O,X,O,X,X
JOITZLS,X,O,O,X,X,X,X
JOITZSL,O,O,O,X,X,X,X
JOILTSZ,O,X,X,X,X,O,X
JOILTZS,X,X,X,X,X,O,X
JOILSTZ,O,X,X,O,O,O,X
JOILSZT,O,X,X,X,X,X,O
JOILZTS,X,X,X,X,X,O,O
JOILZST,O,X,X,X,X,O,O
JOISTLZ,O,X,O,O,O,X,X
JOISTZL,O,X,O,X,O,X,X
JOISLTZ,O,X,X,O,O,X,X
JOISLZT,O,X,X,X,X,X,O
JOISZTL,O,X,X,X,O,X,X
JOISZLT,O,X,X,X,X,X,X
JOIZTLS,O,O,X,X,X,X,X
JOIZTSL,O,O,X,X,X,X,X
JOIZLTS,X,O,X,X,X,O,X
JOIZLST,O,O,X,X,X,O,X
JOIZSTL,O,X,X,X,O,X,X
JOIZSLT,O,O,X,X,X,X,X
JOLTISZ,O,X,O,X,X,O,X
JOLTIZS,X,X,O,X,X,O,X
JOLTSIZ,O,X,O,O,X,O,O
JOLTSZI,O,X,O,O,X,O,O
JOLTZIS,X,O,O,X,X,O,X
JOLTZSI,X,O,O,X,X,O,X
JOLITSZ,O,X,X,X,X,O,X
JOLITZS,X,X,X,X,X,O,X
JOLISTZ,O,X,X,O,O,O,O
JOLISZT,O,X,X,X,X,X,O
JOLIZTS,X,X,X,X,X,O,O
JOLIZST,O,X,X,X,X,O,O
JOLSTIZ,O,X,O,O,O,O,O
JOLSTZI,O,X,O,O,O,O,O
JOLSITZ,O,X,O,O,O,O,O
JOLSIZT,O,X,X,X,X,X,O
JOLSZTI,O,X,X,O,X,O,O
JOLSZIT,O,X,X,X,X,O,O
JOLZTIS,X,O,X,X,X,O,X
JOLZTSI,X,O,X,X,X,O,O
JOLZITS,X,O,X,X,X,O,O
JOLZIST,O,O,X,X,X,O,O
JOLZSTI,O,O,X,O,X,O,O
JOLZSIT,O,O,X,X,X,O,O
JOSTILZ,O,X,O,O,O,X,X
JOSTIZL,O,X,O,X,O,X,X
JOSTLIZ,O,X,O,O,O,O,X
JOSTLZI,O,X,O,O,O,O,X
JOSTZIL,O,O,O,X,O,X,X
JOSTZLI,O,O,O,O,O,X,X
JOSITLZ,O,X,O,O,O,X,X
JOSITZL,O,X,O,X,O,X,X
JOSILTZ,O,X,O,O,O,X,X
JOSILZT,O,X,X,X,X,X,O
JOSIZTL,O,X,X,X,O,X,X
JOSIZLT,O,X,X,X,X,X,X
JOSLTIZ,O,X,O,O,O,O,O
JOSLTZI,O,X,O,O,O,O,O
JOSLITZ,O,X,O,O,O,O,O
JOSLIZT,O,X,X,X,X,X,O
JOSLZTI,O,X,X,O,X,O,O
JOSLZIT,O,X,X,X,X,O,O
JOSZTIL,O,O,O,X,O,X,X
JOSZTLI,O,O,O,O,O,X,X
JOSZITL,O,X,X,X,O,X,X
JOSZILT,O,O,X,X,X,X,O
JOSZLTI,O,O,X,O,X,O,O
JOSZLIT,O,O,X,X,X,O,O
JOZTILS,O,O,O,X,X,X,X
JOZTISL,O,O,O,X,X,X,X
JOZTLIS,O,O,O,X,X,O,X
JOZTLSI,O,O,O,X,X,O,X
JOZTSIL,O,O,O,X,X,X,X
JOZTSLI,O,O,O,X,X,X,X
JOZITLS,O,O,X,X,X,X,X
JOZITSL,O,O,X,X,X,X,X
JOZILTS,X,O,X,X,X,O,O
JOZILST,O,O,X,X,X,O,O
JOZISTL,O,X,X,X,O,X,X
JOZISLT,O,O,X,X,X,X,O
JOZLTIS,X,O,X,X,X,O,X
JOZLTSI,X,O,X,X,X,O,O
JOZLITS,X,O,X,X,X,O,O
JOZLIST,O,O,X,X,X,O,O
JOZLSTI,O,O,X,O,X,O,O
JOZLSIT,O,O,X,X,X,O,O
JOZSTIL,O,O,O,X,O,X,X
JOZSTLI,O,O,O,O,O,X,X
JOZSITL,O,X,X,X,O,X,X
JOZSILT,O,O,X,X,X,X,O
JOZSLTI,O,O,X,O,X,O,O
JOZSLIT,O,O,X,X,X,O,O
STILJZO,O,X,O,O,O,X,X
STILJOZ,O,X,O,O,O,X,X
STILZJO,X,X,X,X,X,X,O
STILZOJ,O,X,O,X,O,X,O
STILOJZ,O,X,O,O,O,X,X
STILOZJ,O,X,O,X,O,X,O
STIJLZO,O,X,O,O,O,X,X
STIJLOZ,O,X,O,O,O,X,X
STIJZLO,O,X,O,X,O,X,X
STIJZOL,O,X,O,X,O,X,X
STIJOLZ,O,X,O,O,O,X,X
STIJOZL,O,X,O,X,O,X,X
STIZLJO,X,X,X,X,X,X,X
STIZLOJ,O,X,O,X,O,X,X
STIZJLO,X,X,X,X,O,X,X
STIZJOL,X,X,X,X,O,X,X
STIZOLJ,O,X,O,X,O,X,X
STIZOJL,X,X,X,X,O,X,X
STIOLJZ,O,X,O,O,O,X,X
STIOLZJ,O,X,O,X,O,X,O
STIOJLZ,O,X,O,O,O,X,X
STIOJZL,O,X,O,X,O,X,X
STIOZLJ,O,X,O,X,O,X,X
STIOZJL,X,X,X,X,O,X,X
STLIJZO,O,X,O,O,O,X,X
STLIJOZ,O,X,O,O,O,O,X
STLIZJO,X,X,X,X,X,X,O
STLIZOJ,O,X,O,X,O,X,O
STLIOJZ,O,X,O,O,O,O,X
STLIOZJ,O,X,O,X,O,X,O
STLJIZO,O,X,O,O,O,X,X
STLJIOZ,O,X,O,O,O,O,X
STLJZIO,O,X,O,O,O,O,X
STLJZOI,O,X,O,O,O,O,X
STLJOIZ,O,X,O,O,O,O,O
STLJOZI,O,X,O,O,O,O,O
STLZIJO,O,X,X,X,X,X,O
STLZIOJ,O,X,O,X,O,X,O
STLZJIO,O,X,O,O,O,X,X
STLZJOI,O,X,O,O,O,X,O
STLZOIJ,O,X,O,X,O,X,O
STLZOJI,O,X,O,O,O,X,O
STLOIJZ,O,X,O,O,O,O,X
STLOIZJ,O,X,O,X,O,X,O
STLOJIZ,O,X,O,O,O,O,O
STLOJZI,O,X,O,O,O,O,O
STLOZIJ,O,X,O,X,O,X,O
STLOZJI,O,X,O,O,O,X,O
STJILZO,O,X,O,O,O,X,X
STJILOZ,O,X,O,O,O,X,X
STJIZLO,O,X,O,X,O,X,X
STJIZOL,O,X,O,X,O,X,X
STJIOLZ,O,X,O,O,O,X,X
STJIOZL,O,X,O,X,O,X,X
STJLIZO,O,X,O,O,O,X,X
STJLIOZ,O,X,O,O,O,O,X
STJLZIO,O,X,O,O,O,O,X
STJLZOI,O,X,O,O,O,O,X
STJLOIZ,O,X,O,O,O,O,X
STJLOZI,O,X,O,O,O,O,X
STJZILO,O,O,O,X,O,X,X
STJZIOL,O,O,O,X,O,X,X
STJZLIO,O,O,O,O,O,X,X
STJZLOI,O,O,O,O,O,X,X
STJZOIL,O,O,O,X,O,X,X
STJZOLI,O,O,O,O,O,X,X
STJOILZ,O,X,O,O,O,X,X
STJOIZL,O,X,O,X,O,X,X
STJOLIZ,O,X,O,O,O,O,X
STJOLZI,O,X,O,O,O,O,X
STJOZIL,O,O,O,X,O,X,X
STJOZLI,O,O,O,O,O,X,X
STZILJO,O,O,X,X,X,X,O
STZILOJ,O,O,O,X,O,X,O
STZIJLO,O,O,X,X,O,X,X
STZIJOL,O,O,X,X,O,X,X
STZIOLJ,O,O,O,X,O,X,O
STZIOJL,O,O,X,X,O,X,X
STZLIJO,O,O,X,X,X,X,O
STZLIOJ,O,O,O,X,O,X,O
STZLJIO,O,O,O,O,O,X,X
STZLJOI,O,O,O,O,O,X,O
STZLOIJ,O,O,O,X,O,X,O
STZLOJI,O,O,O,O,O,X,O
STZJILO,O,O,O,X,O,X,X
STZJIOL,O,O,O,X,O,X,X
STZJLIO,O,O,O,O,O,X,X
STZJLOI,O,O,O,O,O,X,X
STZJOIL,O,O,O,X,O,X,X
STZJOLI,O,O,O,O,O,X,X
STZOILJ,O,O,O,X,O,X,O
STZOIJL,O,O,X,X,O,X,X
STZOLIJ,O,O,O,X,O,X,O
STZOLJI,O,O,O,O,O,X,O
STZOJIL,O,O,O,X,O,X,X
STZOJLI,O,O,O,O,O,X,X
STOILJZ,O,X,O,O,O,X,X
STOILZJ,O,X,O,X,O,X,O
STOIJLZ,O,X,O,O,O,X,X
STOIJZL,O,X,O,X,O,X,X
STOIZLJ,O,X,O,X,O,X,X
STOIZJL,X,X,X,X,O,X,X
STOLIJZ,O,X,O,O,O,O,X
STOLIZJ,O,X,O,X,O,X,O
STOLJIZ,O,X,O,O,O,O,O
STOLJZI,O,X,O,O,O,O,O
STOLZIJ,O,X,O,X,O,X,O
STOLZJI,O,X,O,O,O,X,O
STOJILZ,O,X,O,O,O,X,X
STOJIZL,O,X,O,X,O,X,X
STOJLIZ,O,X,O,O,O,O,X
STOJLZI,O,X,O,O,O,O,X
STOJZIL,O,O,O,X,O,X,X
STOJZLI,O,O,O,O,O,X,X
STOZILJ,O,O,O,X,O,X,O
STOZIJL,O,O,X,X,O,X,X
STOZLIJ,O,O,O,X,O,X,O
STOZLJI,O,O,O,O,O,X,O
STOZJIL,O,O,O,X,O,X,X
STOZJLI,O,O,O,O,O,X,X
SITLJZO,O,X,O,O,O,X,X
SITLJOZ,O,X,O,O,O,X,X
SITLZJO,X,X,X,X,X,X,O
SITLZOJ,O,X,O,X,O,X,O
SITLOJZ,O,X,O,O,O,X,X
SITLOZJ,O,X,O,X,O,X,O
SITJLZO,O,X,O,O,O,X,X
SITJLOZ,O,X,O,O,O,X,X
SITJZLO,O,X,O,X,O,X,X
SITJZOL,O,X,O,X,O,X,X
SITJOLZ,O,X,O,O,O,X,X
SITJOZL,O,X,O,X,O,X,X
SITZLJO,X,X,X,X,X,X,X
SITZLOJ,O,X,O,X,O,X,X
SITZJLO,X,X,X,X,O,X,X
SITZJOL,X,X,X,X,O,X,X
SITZOLJ,O,X,O,X,O,X,X
SITZOJL,X,X,X,X,O,X,X
SITOLJZ,O,X,O,O,O,X,X
SITOLZJ,O,X,O,X,O,X,O
SITOJLZ,O,X,O,O,O,X,X
SITOJZL,O,X,O,X,O,X,X
SITOZLJ,O,X,O,X,O,X,X
SITOZJL,X,X,X,X,O,X,X
SILTJZO,O,X,O,O,O,X,X
SILTJOZ,O,X,O,O,O,X,X
SILTZJO,X,X,X,X,X,X,O
SILTZOJ,O,X,O,X,O,X,O
SILTOJZ,O,X,O,O,O,X,X
SILTOZJ,O,X,O,X,O,X,O
SILJTZO,X,X,X,O,O,X,X
SILJTOZ,O,X,X,O,O,X,X
SILJZTO,X,X,X,X,X,X,O
SILJZOT,O,X,X,X,X,X,O
SILJOTZ,O,X,O,O,O,X,O
SILJOZT,O,X,X,X,X,X,O
SILZTJO,O,X,X,X,X,X,O
SILZTOJ,O,X,X,X,X,X,O
SILZJTO,O,X,X,X,X,X,O
SILZJOT,O,X,X,X,X,X,O
SILZOTJ,O,X,O,X,X,X,O
SILZOJT,O,X,X,X,X,X,O
SILOTJZ,O,X,O,O,O,X,X
SILOTZJ,O,X,O,X,O,X,O
SILOJTZ,O,X,O,O,O,X,O
SILOJZT,O,X,X,X,X,X,O
SILOZTJ,O,X,O,X,X,X,O
SILOZJT,O,X,X,X,X,X,O
SIJTLZO,O,X,O,O,O,X,X
SIJTLOZ,O,X,O,O,O,X,X
SIJTZLO,O,X,O,X,O,X,X
SIJTZOL,O,X,O,X,O,X,X
SIJTOLZ,O,X,O,O,O,X,X
SIJTOZL,O,X,O,X,O,X,X
SIJLTZO,X,X,X,O,O,X,X
SIJLTOZ,O,X,X,O,O,X,X
SIJLZTO,X,X,X,X,X,X,O
SIJLZOT,O,X,X,X,X,X,O
SIJLOTZ,O,X,O,O,O,X,X
SIJLOZT,O,X,X,X,X,X,O
SIJZTLO,O,X,X,X,O,X,X
SIJZTOL,O,X,X,X,O,X,X
SIJZLTO,O,X,X,X,X,X,X
SIJZLOT,O,X,X,X,X,X,X
