sequence,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je07IvhFxcBXeB2lBz?hBSoBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF2hBfjB6jBU?iBxlBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jex7IvhF8iB+jBTgBi?hBXiBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jex7IvhF6jBTgB/mBF?iB8nBOsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeKAJvhFfhBxcB8iB+?jBzhBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhFzcBGeB3gBU?jBxmBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF0cBxdBylBG?jBfsBlsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhFWiBxdB3gBT?jBlmBcsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeOAJvhFxcB6jBzgBF?iB8nBfsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeOAJvhF8gBzcBfjB6?jBxmBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je0AJvhFxhBXjBigBz?hBGjBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Jei7IvhF3cBTeB1lBW?sBxsBcsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8JeT7IvhF6jBOnB8nBx?lB/mBFsB,v115@zgB8HeB8HeB8HeE8CeH8AeC8Je2AJvhFCdBxiB3gBT?jBlmBcsB
JOZLIST,O,X,O,O,X,X,X,O,O,X,X,X,X,X
JOZLSTI,O,X,O,O,O,X,X,O,O,X,X,X,X,X
JOZLSIT,O,X,O,O,O,X,X,O,O,O,X,X,X,X
JOZSTIL,X,X,O,O,X,X,X,O,O,X,X,X,X,X
JOZSTLI,X,X,O,O,X,X,X,O,O,X,X,X,X,X
JOZSITL,X,X,X,O,X,X,X,O,O,O,X,X,X,X
JOZSILT,X,X,O,O,X,X,X,O,O,O,X,X,X,X
JOZSLTI,X,X,O,O,X,X,X,O,O,X,X,X,X,X
JOZSLIT,X,X,O,O,X,X,X,O,O,O,X,X,X,X
STILJZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
STILJOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
STILZJO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
STILZOJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
STILOJZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
STILOZJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X
STIJLZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
STIJLOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
STIJZLO,X,O,X,X,X,O,O,X,X,O,O,O,X,X
STIJZOL,X,O,X,X,X,O,O,X,X,O,O,O,X,X
STIJOLZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
STIJOZL,X,O,X,X,X,O,O,X,X,O,X,O,X,X
STIZLJO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
STIZLOJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
STIZJLO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
STIZJOL,X,O,X,X,X,O,O,X,X,O,O,X,X,X
STIZOLJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
STIZOJL,X,O,X,X,X,O,X,X,X,O,O,X,X,X
STIOLJZ,X,O,X,X,X,O,X,O,X,O,X,O,X,X
STIOLZJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X
STIOJLZ,X,O,X,X,X,O,X,O,X,O,X,O,X,X
STIOJZL,X,O,X,X,X,O,X,X,X,O,X,O,X,X
STIOZLJ,X,O,X,X,X,O,X,X,X,O,O,X,X,X
STIOZJL,X,O,X,X,X,O,X,X,X,O,O,X,X,X
STLIJZO,O,O,X,X,O,O,O,X,X,O,X,O,X,X
STLIJOZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
STLIZJO,O,O,X,X,X,O,O,X,X,O,O,X,X,X
STLIZOJ,O,O,X,X,X,O,O,X,X,O,O,X,X,X
STLIOJZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
STLIOZJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X
STLJIZO,O,O,X,X,O,O,O,X,X,O,X,O,X,X
STLJIOZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
STLJZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
STLJZOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STLJOIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STLJOZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STLZIJO,O,O,X,X,X,O,O,O,O,O,O,X,X,X
STLZIOJ,O,O,X,O,X,O,O,O,O,O,O,X,X,X
STLZJIO,O,X,X,X,O,O,O,O,O,O,X,X,X,X
STLZJOI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
STLZOIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
STLZOJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
STLOIJZ,O,O,O,X,O,O,O,O,O,O,X,X,X,X
STLOIZJ,O,O,X,O,X,O,O,X,X,O,X,X,X,X
STLOJIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STLOJZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STLOZIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
STLOZJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
STJILZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
STJILOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
STJIZLO,X,O,X,X,X,O,O,X,X,O,O,O,X,X
STJIZOL,X,O,X,X,X,O,O,X,X,O,O,O,X,X
STJIOLZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
STJIOZL,X,O,X,X,X,O,O,X,X,O,X,O,X,X
STJLIZO,O,O,X,X,O,O,O,X,X,O,X,O,X,X
STJLIOZ,O,O,X,X,O,O,O,O,X,O,X,O,X,X
STJLZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
STJLZOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STJLOIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STJLOZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STJZILO,O,X,X,X,X,X,O,X,O,O,O,X,X,X
STJZIOL,O,X,X,X,X,X,O,X,O,O,O,X,X,X
STJZLIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
STJZLOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STJZOIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
STJZOLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STJOILZ,O,X,O,X,X,X,O,O,X,X,X,X,X,X
STJOIZL,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STJOLIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STJOLZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STJOZIL,O,X,O,X,X,X,O,X,X,X,X,X,X,X
STJOZLI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
STZILJO,X,O,X,X,X,O,O,O,O,O,O,X,X,X
STZILOJ,X,O,X,O,X,O,O,O,O,O,O,X,X,X
STZIJLO,X,O,X,X,X,O,O,O,O,O,O,X,X,X
STZIJOL,X,O,X,X,X,O,O,O,O,O,O,X,X,X
STZIOLJ,X,O,X,O,X,O,O,O,O,O,O,X,X,X
STZIOJL,X,O,X,O,X,O,X,O,O,O,O,X,X,X
STZLIJO,X,O,X,X,X,O,O,O,O,O,O,X,X,X
STZLIOJ,X,O,X,O,X,O,O,O,O,O,O,X,X,X
STZLJIO,X,X,X,X,X,O,O,O,O,O,X,X,X,X
STZLJOI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZLOIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZLOJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZJILO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
STZJIOL,X,X,X,X,X,O,O,O,O,O,O,X,X,X
STZJLIO,X,X,X,X,X,O,O,O,O,O,X,X,X,X
STZJLOI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZJOIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZJOLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZOILJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X
STZOIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
STZOLIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZOLJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZOJIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZOJLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STOILJZ,O,O,O,X,X,O,X,O,O,O,X,X,X,X
STOILZJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X
STOIJLZ,O,O,O,X,X,O,X,O,O,O,X,X,X,X
STOIJZL,O,O,O,X,X,O,X,X,O,O,X,X,X,X
STOIZLJ,X,O,X,O,X,O,X,X,O,O,O,X,X,X
STOIZJL,X,O,X,O,X,O,X,X,O,O,O,X,X,X
STOLIJZ,O,O,O,X,O,O,O,O,O,O,X,X,X,X
STOLIZJ,O,O,X,O,X,O,O,X,X,O,X,X,X,X
STOLJIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STOLJZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STOLZIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
STOLZJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
STOJILZ,O,X,O,X,X,X,O,O,O,X,X,X,X,X
STOJIZL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
STOJLIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STOJLZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STOJZIL,O,X,O,X,X,X,O,X,O,X,X,X,X,X
STOJZLI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
STOZILJ,X,X,X,O,X,X,O,O,O,X,O,X,X,X
STOZIJL,X,X,X,O,X,X,X,O,O,X,O,X,X,X
STOZLIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STOZLJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STOZJIL,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STOZJLI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SITLJZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
SITLJOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
SITLZJO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SITLZOJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SITLOJZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
SITLOZJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SITJLZO,X,O,X,X,X,O,O,X,X,O,X,O,X,X
SITJLOZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
SITJZLO,X,O,X,X,X,O,O,X,X,O,O,O,X,X
SITJZOL,X,O,X,X,X,O,O,X,X,O,O,O,X,X
SITJOLZ,X,O,X,X,X,O,O,O,X,O,X,O,X,X
SITJOZL,X,O,X,X,X,O,O,X,X,O,X,O,X,X
SITZLJO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SITZLOJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SITZJLO,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SITZJOL,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SITZOLJ,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SITZOJL,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SITOLJZ,X,O,X,X,X,O,X,O,X,O,X,O,X,X
SITOLZJ,X,O,X,X,X,O,X,X,X,O,X,X,X,X
SITOJLZ,X,O,X,X,X,O,X,O,X,O,X,O,X,X
SITOJZL,X,O,X,X,X,O,X,X,X,O,X,O,X,X
SITOZLJ,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SITOZJL,X,O,X,X,X,O,X,X,X,O,O,X,X,X
SILTJZO,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SILTJOZ,X,O,X,X,X,O,O,O,X,O,X,X,X,X
SILTZJO,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SILTZOJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SILTOJZ,X,O,X,X,X,O,O,O,X,O,X,X,X,X
SILTOZJ,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SILJTZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SILJTOZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SILJZTO,X,X,X,X,X,O,O,X,O,O,X,X,X,X
SILJZOT,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SILJOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SILJOZT,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SILZTJO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
SILZTOJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SILZJTO,X,X,X,X,X,O,O,O,O,O,O,X,O,X
SILZJOT,X,O,X,X,X,O,O,O,X,O,O,X,O,X
SILZOTJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SILZOJT,X,O,X,O,X,O,O,O,O,O,O,X,O,X
SILOTJZ,X,O,X,X,X,X,O,O,O,X,X,X,X,X
SILOTZJ,X,O,X,O,X,O,O,X,X,O,X,X,X,X
SILOJTZ,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SILOJZT,X,O,X,O,X,O,O,X,O,O,X,X,X,X
SILOZTJ,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SILOZJT,X,O,X,O,X,O,O,O,O,O,X,X,O,X
SIJTLZO,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIJTLOZ,X,O,X,X,X,X,O,X,X,X,X,O,X,X
SIJTZLO,X,X,X,X,X,X,O,X,X,X,X,O,X,X
SIJTZOL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJTOLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJTOZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJLTZO,X,X,X,X,X,X,O,X,X,X,X,X,X,X
SIJLTOZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJLZTO,X,X,X,X,X,O,O,X,O,O,X,X,X,X
SIJLZOT,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SIJLOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJLOZT,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SIJZTLO,X,X,X,X,X,O,O,X,O,O,O,X,X,X
SIJZTOL,X,X,X,X,X,O,X,X,O,O,O,X,X,X
SIJZLTO,X,X,X,X,X,O,O,X,O,O,O,X,X,X
SIJZLOT,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SIJZOTL,X,X,X,X,X,O,X,X,X,O,O,X,X,X
SIJZOLT,X,O,X,X,X,O,O,X,X,O,O,X,X,X
SIJOTLZ,X,O,X,X,X,X,X,X,X,X,X,O,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOLTZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SIJOLZT,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SIJOZTL,X,X,X,X,X,O,X,X,X,O,X,X,X,X
SIJOZLT,X,O,X,X,X,O,O,X,X,O,X,X,X,X
SIZTLJO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
SIZTLOJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SIZTJLO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
SIZTJOL,X,X,X,X,X,O,O,O,O,O,O,X,X,X
SIZTOLJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SIZTOJL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIZLTJO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
SIZLTOJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SIZLJTO,X,X,X,X,X,O,O,O,O,O,O,X,O,X
SIZLJOT,X,O,X,X,X,O,O,O,X,O,O,X,O,X
SIZLOTJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SIZLOJT,X,O,X,O,X,O,O,O,O,O,O,X,O,X
SIZJTLO,X,X,X,X,X,O,O,O,O,O,O,X,X,X
SIZJTOL,X,X,X,X,X,O,X,X,O,O,O,X,X,X
SIZJLTO,X,X,X,X,X,O,O,O,O,O,O,X,O,X
SIZJLOT,X,O,X,X,X,O,O,O,X,O,O,X,O,X
SIZJOTL,X,X,X,X,X,O,X,O,X,O,O,X,X,X
SIZJOLT,X,O,X,X,X,O,O,O,X,O,O,X,O,X
SIZOTLJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIZOTJL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIZOLTJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SIZOLJT,X,O,X,O,X,O,O,O,O,O,O,X,O,X
SIZOJTL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIZOJLT,X,O,X,O,X,O,X,O,O,O,O,X,O,X
SIOTLJZ,X,O,X,X,X,X,X,O,O,X,X,O,X,X
SIOTLZJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SIOTJLZ,X,O,X,X,X,X,X,O,O,X,X,O,X,X
SIOTJZL,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SIOTZLJ,X,O,X,O,X,O,X,X,O,O,X,X,X,X
SIOTZJL,X,O,X,O,X,O,X,X,O,O,X,X,X,X
SIOLTJZ,X,O,X,X,X,X,X,O,O,X,X,X,X,X
SIOLTZJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X
SIOLJTZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOLJZT,X,O,X,O,X,O,X,X,O,O,X,X,X,X
SIOLZTJ,X,X,X,O,X,O,X,O,O,O,X,X,X,X
SIOLZJT,X,O,X,O,X,O,X,O,O,O,X,X,O,X
SIOJTLZ,X,O,X,X,X,X,X,X,O,X,X,O,X,X
SIOJTZL,X,X,X,X,X,X,X,X,O,X,X,O,X,X
SIOJLTZ,X,O,X,X,X,X,X,X,O,X,X,X,X,X
SIOJLZT,X,O,X,O,X,O,X,X,O,O,X,X,X,X
SIOJZTL,X,X,X,O,X,O,X,X,O,O,X,X,X,X
SIOJZLT,X,O,X,O,X,O,X,X,O,O,X,X,X,X
SIOZTLJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIOZTJL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIOZLTJ,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIOZLJT,X,O,X,O,X,O,X,O,O,O,O,X,O,X
SIOZJTL,X,X,X,O,X,O,X,O,O,O,O,X,X,X
SIOZJLT,X,O,X,O,X,O,X,O,O,O,O,X,O,X
SLTIJZO,O,O,X,X,O,O,O,X,X,O,X,X,X,X
SLTIJOZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X
SLTIZJO,O,O,X,X,X,O,O,X,X,O,O,X,X,X
SLTIZOJ,O,O,X,X,X,O,O,X,X,O,O,X,X,X
SLTIOJZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X
SLTIOZJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SLTJIZO,O,O,X,X,O,O,O,X,X,O,X,X,X,X
SLTJIOZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X
SLTJZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
SLTJZOI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SLTJOIZ,O,X,O,X,O,X,O,O,X,X,X,X,X,X
SLTJOZI,O,X,O,X,O,X,O,O,X,X,X,X,X,X
SLTZIJO,O,O,X,X,X,O,O,O,O,O,O,X,X,X
SLTZIOJ,O,O,X,O,X,O,O,O,O,O,O,X,X,X
SLTZJIO,O,X,X,X,O,O,O,O,O,O,X,X,X,X
SLTZJOI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLTZOIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
SLTZOJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLTOIJZ,O,O,O,X,O,O,O,O,O,O,X,X,X,X
SLTOIZJ,O,O,X,O,X,O,O,X,X,O,X,X,X,X
SLTOJIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SLTOJZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SLTOZIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
SLTOZJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLITJZO,O,O,X,X,O,O,O,X,X,O,X,X,X,X
SLITJOZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X
SLITZJO,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SLITZOJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SLITOJZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X
SLITOZJ,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SLIJTZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SLIJTOZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLIJZTO,O,X,X,X,O,O,O,X,O,O,X,X,X,X
SLIJZOT,O,O,X,X,O,O,O,X,X,O,X,X,X,X
SLIJOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLIJOZT,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SLIZTJO,O,X,X,X,X,O,O,O,O,O,O,X,X,X
SLIZTOJ,O,X,X,O,X,O,O,O,O,O,O,X,X,X
SLIZJTO,O,X,X,X,X,O,O,O,O,O,O,X,O,X
SLIZJOT,O,O,X,X,X,O,O,O,X,O,O,X,O,X
SLIZOTJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SLIZOJT,X,O,X,O,X,O,O,O,O,O,O,X,O,X
SLIOTJZ,O,O,X,X,X,X,O,O,O,X,X,X,X,X
SLIOTZJ,O,O,X,O,X,O,O,X,X,O,X,X,X,X
SLIOJTZ,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLIOJZT,O,O,X,O,X,O,O,X,O,O,X,X,X,X
SLIOZTJ,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SLIOZJT,X,O,X,O,X,O,O,O,O,O,X,X,O,X
SLJTIZO,O,O,X,X,O,O,O,X,X,O,X,X,X,X
SLJTIOZ,O,O,X,X,O,O,O,O,X,O,X,X,X,X
SLJTZIO,O,X,X,X,O,X,O,X,O,O,X,X,X,X
SLJTZOI,O,X,X,X,O,X,O,O,O,X,X,X,X,X
SLJTOIZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X
SLJTOZI,O,X,X,X,O,X,O,O,X,X,X,X,X,X
SLJITZO,O,X,X,X,O,X,O,X,X,X,X,X,X,X
SLJITOZ,O,O,X,X,O,X,O,X,X,X,X,X,X,X
SLJIZTO,O,X,X,X,O,O,O,X,O,O,X,X,X,X
SLJIZOT,O,O,X,X,O,O,O,X,X,O,X,X,X,X
SLJIOTZ,X,O,X,X,X,X,O,X,X,X,X,X,X,X
SLJIOZT,O,O,X,X,X,O,O,X,X,O,X,X,X,X
SLJZTIO,O,X,X,X,O,O,O,O,O,O,X,X,X,X
SLJZTOI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLJZITO,O,X,X,X,O,O,O,O,O,O,X,X,X,X
SLJZIOT,O,X,X,X,O,O,O,O,X,O,X,X,X,X
SLJZOTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X
SLJZOIT,O,X,O,O,O,O,O,O,O,O,X,X,X,X
SLJOTIZ,O,X,X,X,O,X,O,O,O,X,X,X,X,X
SLJOTZI,O,X,X,X,O,X,O,O,O,X,X,X,X,X
SLJOITZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SLJOIZT,O,X,O,O,X,X,O,X,O,X,X,X,X,X
SLJOZTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X
SLJOZIT,O,X,O,O,O,X,O,O,O,O,X,X,X,X
SLZTIJO,O,O,X,X,X,O,O,O,O,O,O,X,X,X
SLZTIOJ,O,O,X,O,X,O,O,O,O,O,O,X,X,X
SLZTJIO,O,X,X,X,O,O,O,O,O,O,X,X,X,X
SLZTJOI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLZTOIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
SLZTOJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLZITJO,O,X,X,X,X,O,O,O,O,O,O,X,X,X
SLZITOJ,O,X,X,O,X,O,O,O,O,O,O,X,X,X
SLZIJTO,O,X,X,X,X,O,O,O,O,O,O,X,O,X
SLZIJOT,O,O,X,X,X,O,O,O,X,O,O,X,O,X
SLZIOTJ,X,X,X,O,X,O,O,O,O,O,O,X,X,X
SLZIOJT,X,O,X,O,X,O,O,O,O,O,O,X,O,X
SLZJTIO,O,X,X,X,O,O,O,O,O,O,X,X,X,X
SLZJTOI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLZJITO,O,X,X,X,O,O,O,O,O,O,X,X,O,X
SLZJIOT,O,X,X,X,O,O,O,O,X,O,X,X,O,X
SLZJOTI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLZJOIT,O,X,X,O,O,O,O,O,O,O,X,X,X,X
SLZOTIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SLZOTJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SLZOITJ,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SLZOIJT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SLZOJTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SLZOJIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SLOTIJZ,O,O,O,X,O,O,O,O,O,O,X,X,X,X
SLOTIZJ,O,O,X,O,X,O,O,X,X,O,X,X,X,X
SLOTJIZ,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SLOTJZI,O,X,O,X,O,X,O,O,O,X,X,X,X,X
SLOTZIJ,O,X,X,O,X,X,O,O,O,X,X,X,X,X
SLOTZJI,O,X,X,O,O,X,O,O,O,X,X,X,X,X
SLOITJZ,O,O,O,X,X,X,O,O,O,X,X,X,X,X
SLOITZJ,O,X,X,O,X,O,O,X,X,O,X,X,X,X
SLOIJTZ,X,O,X,X,X,X,O,X,O,X,X,X,X,X
SLOIJZT,O,O,O,O,X,O,O,X,O,O,X,X,X,X
SLOIZTJ,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SLOIZJT,X,O,X,O,X,O,O,O,O,O,X,X,X,X
SLOJTIZ,O,X,X,X,O,X,O,O,O,X,X,X,X,X
SLOJTZI,O,X,X,X,O,X,O,O,O,X,X,X,X,X
SLOJITZ,X,X,X,X,X,X,O,X,O,X,X,X,X,X
SLOJIZT,O,X,O,O,X,X,O,X,O,X,X,X,X,X
SLOJZTI,O,X,O,O,O,X,O,O,O,X,X,X,X,X
SLOJZIT,O,X,O,O,O,X,O,O,O,O,X,X,X,X
SLOZTIJ,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SLOZTJI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SLOZITJ,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SLOZIJT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
SLOZJTI,X,X,X,O,X,X,O,O,O,X,X,X,X,X
SLOZJIT,X,X,X,O,X,O,O,O,O,O,X,X,X,X
