sequence,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFXhB8mBziB5oB2q?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KeGAJvhFihBziB5oBUlB3m?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF6lBOmB8mBziB5o?BlsB,v115@9gA8IeA8IeB8HeG8AeA8KefFJvhF0gBmhBziB5oBSr?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiBUmB6tB3l?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFWnBxiB3lB6tBUm?BlsB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhF+lBihB3iB5oB1r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8KeCAJvhFlhB3iB5oBTlB2r?B8sB,v115@9gA8IeA8IeB8HeG8AeA8Kez/IvhFGhBliB5oB3lByr?B8sB
JSLIZOT,X,X,X,X,X,X,X,X,X
JSLIOTZ,X,X,X,X,X,X,X,X,X
JSLIOZT,X,X,X,X,X,X,X,X,X
JSLZTIO,O,X,O,X,X,X,X,X,X
JSLZTOI,O,X,O,X,X,X,X,X,X
JSLZITO,O,X,O,X,X,X,X,X,X
JSLZIOT,X,X,X,X,X,X,X,X,X
JSLZOTI,X,X,X,X,X,X,X,X,X
JSLZOIT,X,X,X,X,X,X,X,X,X
JSLOTIZ,X,X,X,X,X,X,X,X,X
JSLOTZI,X,X,X,X,X,X,X,X,X
JSLOITZ,X,X,X,X,X,X,X,X,X
JSLOIZT,X,X,X,X,X,X,X,X,X
JSLOZTI,X,X,X,X,X,X,X,X,X
JSLOZIT,X,X,X,X,X,X,X,X,X
JSZTILO,O,X,O,X,X,X,X,X,X
JSZTIOL,O,X,O,X,X,X,X,X,X
JSZTLIO,O,X,O,X,X,X,X,X,X
JSZTLOI,O,X,O,X,X,X,X,X,X
JSZTOIL,O,X,O,X,X,X,X,X,X
JSZTOLI,O,X,O,X,X,X,X,X,X
JSZITLO,O,X,O,X,X,X,X,X,X
JSZITOL,O,X,O,X,X,X,X,X,X
JSZILTO,O,X,O,X,X,X,X,X,X
JSZILOT,X,X,X,X,X,X,X,X,X
JSZIOTL,X,X,X,X,X,X,X,X,X
JSZIOLT,X,X,X,X,X,X,X,X,X
JSZLTIO,O,X,O,X,X,X,X,X,X
JSZLTOI,O,X,O,X,X,X,X,X,X
JSZLITO,O,X,O,X,X,X,X,X,X
JSZLIOT,X,X,X,X,X,X,X,X,X
JSZLOTI,X,X,X,X,X,X,X,X,X
JSZLOIT,X,X,X,X,X,X,X,X,X
JSZOTIL,X,X,X,X,X,X,X,X,X
JSZOTLI,X,X,X,X,X,X,X,X,X
JSZOITL,X,X,X,X,X,X,X,X,X
JSZOILT,X,X,X,X,X,X,X,X,X
JSZOLTI,X,X,X,X,X,X,X,X,X
JSZOLIT,X,X,X,X,X,X,X,X,X
JSOTILZ,X,X,X,X,X,X,X,X,X
JSOTIZL,X,X,X,X,X,X,X,X,X
JSOTLIZ,X,X,X,X,X,X,X,X,X
JSOTLZI,X,X,X,X,X,X,X,X,X
JSOTZIL,X,X,X,X,X,X,X,X,X
JSOTZLI,X,X,X,X,X,X,X,X,X
JSOITLZ,X,X,X,X,X,X,X,X,X
JSOITZL,X,X,X,X,X,X,X,X,X
JSOILTZ,X,X,X,X,X,X,X,X,X
JSOILZT,X,X,X,X,X,X,X,X,X
JSOIZTL,X,X,X,X,X,X,X,X,X
JSOIZLT,X,X,X,X,X,X,X,X,X
JSOLTIZ,X,X,X,X,X,X,X,X,X
JSOLTZI,X,X,X,X,X,X,X,X,X
JSOLITZ,X,X,X,X,X,X,X,X,X
JSOLIZT,X,X,X,X,X,X,X,X,X
JSOLZTI,X,X,X,X,X,X,X,X,X
JSOLZIT,X,X,X,X,X,X,X,X,X
JSOZTIL,X,X,X,X,X,X,X,X,X
JSOZTLI,X,X,X,X,X,X,X,X,X
JSOZITL,X,X,X,X,X,X,X,X,X
JSOZILT,X,X,X,X,X,X,X,X,X
JSOZLTI,X,X,X,X,X,X,X,X,X
JSOZLIT,X,X,X,X,X,X,X,X,X
JZTILSO,O,X,X,X,X,X,O,O,X
JZTILOS,O,X,X,X,X,X,O,X,X
JZTISLO,O,X,O,X,X,X,O,O,X
JZTISOL,O,X,O,X,X,X,O,O,X
JZTIOLS,O,X,X,X,X,X,O,O,X
JZTIOSL,O,X,O,X,X,X,O,O,X
JZTLISO,O,X,X,X,X,X,O,O,X
JZTLIOS,O,X,X,X,X,X,O,X,X
JZTLSIO,O,X,X,X,X,X,O,O,X
JZTLSOI,O,X,X,X,X,X,O,X,X
JZTLOIS,O,X,X,X,X,X,O,X,X
JZTLOSI,O,X,X,X,X,X,O,X,X
JZTSILO,O,X,O,X,X,X,O,O,X
JZTSIOL,O,X,O,X,X,X,O,O,X
JZTSLIO,O,X,O,X,X,X,O,O,X
JZTSLOI,O,X,O,X,X,X,O,X,X
JZTSOIL,O,X,O,X,X,X,O,O,X
JZTSOLI,O,X,O,X,X,X,O,O,X
JZTOILS,O,X,X,X,X,X,O,O,X
JZTOISL,O,X,O,X,X,X,O,O,X
JZTOLIS,O,X,X,X,X,X,O,O,X
JZTOLSI,O,X,X,X,X,X,O,O,X
JZTOSIL,O,X,O,X,X,X,O,O,X
JZTOSLI,O,X,O,X,X,X,O,O,X
JZITLSO,O,X,X,X,X,X,O,O,X
JZITLOS,O,X,X,X,X,X,O,X,X
JZITSLO,O,X,O,X,X,X,O,O,X
JZITSOL,O,X,O,X,X,X,O,O,X
JZITOLS,O,X,X,X,X,X,O,O,X
JZITOSL,O,X,O,X,X,X,O,O,X
JZILTSO,O,X,X,X,X,X,X,O,X
JZILTOS,O,X,X,X,X,X,X,X,X
JZILSTO,O,X,X,X,X,X,X,O,X
JZILSOT,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,X,X,X,X,X,X
JZILOST,X,X,X,X,X,X,X,X,X
JZISTLO,O,X,O,X,X,X,O,O,X
JZISTOL,O,X,O,X,X,X,O,O,X
JZISLTO,O,X,O,X,X,X,X,O,X
JZISLOT,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,X,X,X,O,O,X
JZISOLT,X,X,X,X,X,X,X,O,X
JZIOTLS,X,X,X,X,X,X,O,O,X
JZIOTSL,X,X,X,X,X,X,O,O,X
JZIOLTS,X,X,X,X,X,X,X,O,X
JZIOLST,X,X,X,X,X,X,X,O,X
JZIOSTL,X,X,X,X,X,X,O,O,X
JZIOSLT,X,X,X,X,X,X,X,O,X
JZLTISO,O,X,X,X,X,X,X,O,X
JZLTIOS,O,X,X,X,X,X,X,X,X
JZLTSIO,O,X,X,X,X,X,X,O,X
JZLTSOI,O,X,X,X,X,X,X,X,X
JZLTOIS,O,X,X,X,X,X,X,X,X
JZLTOSI,O,X,X,X,X,X,X,X,X
JZLITSO,O,X,X,X,X,X,X,O,X
JZLITOS,O,X,X,X,X,X,X,X,X
JZLISTO,O,X,X,X,X,X,X,O,X
JZLISOT,X,X,X,X,X,X,X,X,X
JZLIOTS,X,X,X,X,X,X,X,X,X
JZLIOST,X,X,X,X,X,X,X,X,X
JZLSTIO,O,X,X,X,X,X,X,O,X
JZLSTOI,O,X,X,X,X,X,X,X,X
JZLSITO,O,X,X,X,X,X,X,O,X
JZLSIOT,X,X,X,X,X,X,X,X,X
JZLSOTI,X,X,X,X,X,X,X,X,X
JZLSOIT,X,X,X,X,X,X,X,X,X
JZLOTIS,X,X,X,X,X,X,X,X,X
JZLOTSI,X,X,X,X,X,X,X,X,X
JZLOITS,X,X,X,X,X,X,X,X,X
JZLOIST,X,X,X,X,X,X,X,X,X
JZLOSTI,X,X,X,X,X,X,X,X,X
JZLOSIT,X,X,X,X,X,X,X,X,X
JZSTILO,O,X,O,X,X,X,O,O,X
JZSTIOL,O,X,O,X,X,X,O,O,X
JZSTLIO,O,X,O,X,X,X,O,O,X
JZSTLOI,O,X,O,X,X,X,O,X,X
JZSTOIL,O,X,O,X,X,X,O,O,X
JZSTOLI,O,X,O,X,X,X,O,O,X
JZSITLO,O,X,O,X,X,X,O,O,X
JZSITOL,O,X,O,X,X,X,O,O,X
JZSILTO,O,X,O,X,X,X,X,O,X
JZSILOT,X,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,X,X,X,O,O,X
JZSIOLT,X,X,X,X,X,X,X,O,X
JZSLTIO,O,X,O,X,X,X,X,O,X
JZSLTOI,O,X,O,X,X,X,X,X,X
JZSLITO,O,X,O,X,X,X,X,O,X
JZSLIOT,X,X,X,X,X,X,X,X,X
JZSLOTI,X,X,X,X,X,X,X,X,X
JZSLOIT,X,X,X,X,X,X,X,X,X
JZSOTIL,X,X,X,X,X,X,O,O,X
JZSOTLI,X,X,X,X,X,X,O,O,X
JZSOITL,X,X,X,X,X,X,O,O,X
JZSOILT,X,X,X,X,X,X,X,O,X
JZSOLTI,X,X,X,X,X,X,X,O,X
JZSOLIT,X,X,X,X,X,X,X,O,X
JZOTILS,X,X,X,X,X,X,O,O,X
JZOTISL,X,X,X,X,X,X,O,O,X
JZOTLIS,X,X,X,X,X,X,O,O,X
JZOTLSI,X,X,X,X,X,X,O,O,X
JZOTSIL,X,X,X,X,X,X,O,O,X
JZOTSLI,X,X,X,X,X,X,O,O,X
JZOITLS,X,X,X,X,X,X,O,O,X
JZOITSL,X,X,X,X,X,X,O,O,X
JZOILTS,X,X,X,X,X,X,X,O,X
JZOILST,X,X,X,X,X,X,X,O,X
JZOISTL,X,X,X,X,X,X,O,O,X
JZOISLT,X,X,X,X,X,X,X,O,X
JZOLTIS,X,X,X,X,X,X,X,O,X
JZOLTSI,X,X,X,X,X,X,X,O,X
JZOLITS,X,X,X,X,X,X,X,O,X
JZOLIST,X,X,X,X,X,X,X,O,X
JZOLSTI,X,X,X,X,X,X,X,O,X
JZOLSIT,X,X,X,X,X,X,X,O,X
JZOSTIL,X,X,X,X,X,X,O,O,X
JZOSTLI,X,X,X,X,X,X,O,O,X
JZOSITL,X,X,X,X,X,X,O,O,X
JZOSILT,X,X,X,X,X,X,X,O,X
JZOSLTI,X,X,X,X,X,X,X,O,X
JZOSLIT,X,X,X,X,X,X,X,O,X
JOTILSZ,X,X,X,X,X,X,X,X,X
JOTILZS,X,X,X,X,X,X,O,O,X
JOTISLZ,X,X,X,X,X,X,X,X,X
JOTISZL,X,X,X,X,X,X,X,X,X
JOTIZLS,X,X,X,X,X,X,O,O,X
JOTIZSL,X,X,X,X,X,X,O,O,X
JOTLISZ,X,X,X,X,X,X,X,X,X
JOTLIZS,X,X,X,X,X,X,O,O,X
JOTLSIZ,X,X,X,X,X,X,X,X,X
JOTLSZI,X,X,X,X,X,X,X,X,X
JOTLZIS,X,X,X,X,X,X,O,O,X
JOTLZSI,X,X,X,X,X,X,O,O,X
JOTSILZ,X,X,X,X,X,X,X,X,X
JOTSIZL,X,X,X,X,X,X,X,X,X
JOTSLIZ,X,X,X,X,X,X,X,X,X
JOTSLZI,X,X,X,X,X,X,X,X,X
JOTSZIL,X,X,X,X,X,X,X,X,X
JOTSZLI,X,X,X,X,X,X,X,X,X
JOTZILS,X,X,X,X,X,X,O,O,X
JOTZISL,X,X,X,X,X,X,O,O,X
JOTZLIS,X,X,X,X,X,X,O,O,X
JOTZLSI,X,X,X,X,X,X,O,O,X
JOTZSIL,X,X,X,X,X,X,O,O,X
JOTZSLI,X,X,X,X,X,X,O,O,X
JOITLSZ,X,X,X,X,X,X,X,X,X
JOITLZS,X,X,X,X,X,X,O,O,X
JOITSLZ,X,X,X,X,X,X,X,X,X
JOITSZL,X,X,X,X,X,X,X,X,X
JOITZLS,X,X,X,X,X,X,O,O,X
JOITZSL,X,X,X,X,X,X,O,O,X
JOILTSZ,X,X,X,X,X,X,X,X,X
JOILTZS,X,X,X,X,X,X,X,O,X
JOILSTZ,X,X,X,X,X,X,X,X,X
JOILSZT,X,X,X,X,X,X,X,X,X
JOILZTS,X,X,X,X,X,X,X,O,X
JOILZST,X,X,X,X,X,X,X,O,X
JOISTLZ,X,X,X,X,X,X,X,X,X
JOISTZL,X,X,X,X,X,X,X,X,X
JOISLTZ,X,X,X,X,X,X,X,X,X
JOISLZT,X,X,X,X,X,X,X,X,X
JOISZTL,X,X,X,X,X,X,X,X,X
JOISZLT,X,X,X,X,X,X,X,X,X
JOIZTLS,X,X,X,X,X,X,O,O,X
JOIZTSL,X,X,X,X,X,X,O,O,X
JOIZLTS,X,X,X,X,X,X,X,O,X
JOIZLST,X,X,X,X,X,X,X,O,X
JOIZSTL,X,X,X,X,X,X,O,O,X
JOIZSLT,X,X,X,X,X,X,X,O,X
JOLTISZ,X,X,X,X,X,X,X,X,X
JOLTIZS,X,X,X,X,X,X,X,O,X
JOLTSIZ,X,X,X,X,X,X,X,X,X
JOLTSZI,X,X,X,X,X,X,X,X,X
JOLTZIS,X,X,X,X,X,X,X,O,X
JOLTZSI,X,X,X,X,X,X,X,O,X
JOLITSZ,X,X,X,X,X,X,X,X,X
JOLITZS,X,X,X,X,X,X,X,O,X
JOLISTZ,X,X,X,X,X,X,X,X,X
JOLISZT,X,X,X,X,X,X,X,X,X
JOLIZTS,X,X,X,X,X,X,X,O,X
JOLIZST,X,X,X,X,X,X,X,O,X
JOLSTIZ,X,X,X,X,X,X,X,X,X
JOLSTZI,X,X,X,X,X,X,X,X,X
JOLSITZ,X,X,X,X,X,X,X,X,X
JOLSIZT,X,X,X,X,X,X,X,X,X
JOLSZTI,X,X,X,X,X,X,X,X,X
JOLSZIT,X,X,X,X,X,X,X,X,X
JOLZTIS,X,X,X,X,X,X,X,O,X
JOLZTSI,X,X,X,X,X,X,X,O,X
JOLZITS,X,X,X,X,X,X,X,O,X
JOLZIST,X,X,X,X,X,X,X,O,X
JOLZSTI,X,X,X,X,X,X,X,O,X
JOLZSIT,X,X,X,X,X,X,X,O,X
JOSTILZ,X,X,X,X,X,X,X,X,X
JOSTIZL,X,X,X,X,X,X,X,X,X
JOSTLIZ,X,X,X,X,X,X,X,X,X
JOSTLZI,X,X,X,X,X,X,X,X,X
JOSTZIL,X,X,X,X,X,X,X,X,X
JOSTZLI,X,X,X,X,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,X,X,X,X
JOSILTZ,X,X,X,X,X,X,X,X,X
JOSILZT,X,X,X,X,X,X,X,X,X
JOSIZTL,X,X,X,X,X,X,X,X,X
JOSIZLT,X,X,X,X,X,X,X,X,X
JOSLTIZ,X,X,X,X,X,X,X,X,X
JOSLTZI,X,X,X,X,X,X,X,X,X
JOSLITZ,X,X,X,X,X,X,X,X,X
JOSLIZT,X,X,X,X,X,X,X,X,X
JOSLZTI,X,X,X,X,X,X,X,X,X
JOSLZIT,X,X,X,X,X,X,X,X,X
JOSZTIL,X,X,X,X,X,X,X,X,X
JOSZTLI,X,X,X,X,X,X,X,X,X
JOSZITL,X,X,X,X,X,X,X,X,X
JOSZILT,X,X,X,X,X,X,X,X,X
JOSZLTI,X,X,X,X,X,X,X,X,X
JOSZLIT,X,X,X,X,X,X,X,X,X
JOZTILS,X,X,X,X,X,X,O,O,X
JOZTISL,X,X,X,X,X,X,O,O,X
JOZTLIS,X,X,X,X,X,X,O,O,X
JOZTLSI,X,X,X,X,X,X,O,O,X
JOZTSIL,X,X,X,X,X,X,O,O,X
JOZTSLI,X,X,X,X,X,X,O,O,X
JOZITLS,X,X,X,X,X,X,O,O,X
JOZITSL,X,X,X,X,X,X,O,O,X
JOZILTS,X,X,X,X,X,X,X,O,X
JOZILST,X,X,X,X,X,X,X,O,X
JOZISTL,X,X,X,X,X,X,O,O,X
JOZISLT,X,X,X,X,X,X,X,O,X
JOZLTIS,X,X,X,X,X,X,X,O,X
JOZLTSI,X,X,X,X,X,X,X,O,X
JOZLITS,X,X,X,X,X,X,X,O,X
JOZLIST,X,X,X,X,X,X,X,O,X
JOZLSTI,X,X,X,X,X,X,X,O,X
JOZLSIT,X,X,X,X,X,X,X,O,X
JOZSTIL,X,X,X,X,X,X,O,O,X
JOZSTLI,X,X,X,X,X,X,O,O,X
JOZSITL,X,X,X,X,X,X,O,O,X
JOZSILT,X,X,X,X,X,X,X,O,X
JOZSLTI,X,X,X,X,X,X,X,O,X
JOZSLIT,X,X,X,X,X,X,X,O,X
STILJZO,X,X,X,O,X,X,X,X,X
STILJOZ,X,X,X,O,X,X,X,X,X
STILZJO,X,O,O,O,X,X,X,X,X
STILZOJ,X,O,O,O,X,X,X,X,X
STILOJZ,X,X,X,O,X,X,X,X,X
STILOZJ,X,O,O,O,X,X,X,X,X
STIJLZO,X,X,X,O,X,X,X,X,X
STIJLOZ,X,X,X,O,X,X,X,X,X
STIJZLO,X,X,X,X,X,X,X,X,X
STIJZOL,X,X,X,O,X,X,X,X,X
STIJOLZ,X,X,X,O,X,X,X,X,X
STIJOZL,X,X,X,O,X,X,X,X,X
STIZLJO,X,O,O,O,X,X,X,X,X
STIZLOJ,X,O,O,O,X,X,X,X,X
STIZJLO,X,O,O,X,X,X,X,X,X
STIZJOL,X,O,O,O,X,X,X,X,X
STIZOLJ,X,O,O,O,X,X,X,X,X
STIZOJL,X,O,O,O,X,X,X,X,X
STIOLJZ,X,X,X,O,X,X,X,X,X
STIOLZJ,X,O,O,O,X,X,X,X,X
STIOJLZ,X,X,X,O,X,X,X,X,X
STIOJZL,X,X,X,O,X,X,X,X,X
STIOZLJ,X,O,O,O,X,X,X,X,X
STIOZJL,X,O,O,O,X,X,X,X,X
STLIJZO,X,X,X,O,X,X,X,X,X
STLIJOZ,X,X,X,O,X,O,X,X,X
STLIZJO,X,O,O,O,X,X,X,X,X
STLIZOJ,X,O,O,O,X,X,X,X,X
STLIOJZ,X,X,X,O,X,O,X,X,X
STLIOZJ,X,O,O,O,X,X,X,X,X
STLJIZO,X,X,X,O,X,X,X,X,X
STLJIOZ,X,X,X,O,X,O,X,X,X
STLJZIO,X,X,X,O,X,X,X,X,X
STLJZOI,X,X,X,O,X,X,X,X,X
STLJOIZ,X,X,X,O,X,O,X,X,X
STLJOZI,X,X,X,O,X,O,X,X,X
STLZIJO,X,O,O,O,X,X,X,X,X
STLZIOJ,X,O,O,O,X,X,X,X,X
STLZJIO,X,O,O,O,X,X,X,X,X
STLZJOI,X,O,O,O,X,X,X,X,X
STLZOIJ,X,O,O,O,X,X,X,X,X
STLZOJI,X,O,O,O,X,X,X,X,X
STLOIJZ,X,X,X,O,X,O,X,X,X
STLOIZJ,X,O,O,O,X,X,X,X,X
STLOJIZ,X,X,X,O,X,O,X,X,X
STLOJZI,X,X,X,O,X,O,X,X,X
STLOZIJ,X,O,O,O,X,X,X,X,X
STLOZJI,X,O,O,O,X,X,X,X,X
STJILZO,X,X,X,O,X,X,X,X,X
STJILOZ,X,X,X,O,X,X,X,X,X
STJIZLO,X,X,X,X,X,X,X,X,X
STJIZOL,X,X,X,O,X,X,X,X,X
STJIOLZ,X,X,X,O,X,X,X,X,X
STJIOZL,X,X,X,O,X,X,X,X,X
STJLIZO,X,X,X,O,X,X,X,X,X
STJLIOZ,X,X,X,O,X,O,X,X,X
STJLZIO,X,X,X,O,X,X,X,X,X
STJLZOI,X,X,X,O,X,X,X,X,X
STJLOIZ,X,X,X,O,X,O,X,X,X
STJLOZI,X,X,X,O,X,O,X,X,X
STJZILO,X,X,X,X,X,X,X,X,X
STJZIOL,X,X,X,O,X,X,X,X,X
STJZLIO,X,X,X,X,X,X,X,X,X
STJZLOI,X,X,X,X,X,X,X,X,X
STJZOIL,X,X,X,O,X,X,X,X,X
STJZOLI,X,X,X,X,X,X,X,X,X
STJOILZ,X,X,X,O,X,X,X,X,X
STJOIZL,X,X,X,O,X,X,X,X,X
STJOLIZ,X,X,X,O,X,O,X,X,X
STJOLZI,X,X,X,O,X,O,X,X,X
STJOZIL,X,X,X,O,X,X,X,X,X
STJOZLI,X,X,X,X,X,X,X,X,X
STZILJO,X,O,O,O,X,X,X,X,X
STZILOJ,X,O,O,O,X,X,X,X,X
STZIJLO,X,O,O,X,X,X,X,X,X
STZIJOL,X,O,O,O,X,X,X,X,X
STZIOLJ,X,O,O,O,X,X,X,X,X
STZIOJL,X,O,O,O,X,X,X,X,X
STZLIJO,X,O,O,O,X,X,X,X,X
STZLIOJ,X,O,O,O,X,X,X,X,X
STZLJIO,X,O,O,O,X,X,X,X,X
STZLJOI,X,O,O,O,X,X,X,X,X
STZLOIJ,X,O,O,O,X,X,X,X,X
STZLOJI,X,O,O,O,X,X,X,X,X
STZJILO,X,O,O,X,X,X,X,X,X
STZJIOL,X,O,O,O,X,X,X,X,X
STZJLIO,X,O,O,X,X,X,X,X,X
STZJLOI,X,O,O,X,X,X,X,X,X
STZJOIL,X,O,O,O,X,X,X,X,X
STZJOLI,X,O,O,X,X,X,X,X,X
STZOILJ,X,O,O,O,X,X,X,X,X
STZOIJL,X,O,O,O,X,X,X,X,X
STZOLIJ,X,O,O,O,X,X,X,X,X
STZOLJI,X,O,O,O,X,X,X,X,X
STZOJIL,X,O,O,O,X,X,X,X,X
STZOJLI,X,O,O,X,X,X,X,X,X
STOILJZ,X,X,X,O,X,X,X,X,X
STOILZJ,X,O,O,O,X,X,X,X,X
STOIJLZ,X,X,X,O,X,X,X,X,X
STOIJZL,X,X,X,O,X,X,X,X,X
STOIZLJ,X,O,O,O,X,X,X,X,X
STOIZJL,X,O,O,O,X,X,X,X,X
STOLIJZ,X,X,X,O,X,O,X,X,X
STOLIZJ,X,O,O,O,X,X,X,X,X
STOLJIZ,X,X,X,O,X,O,X,X,X
STOLJZI,X,X,X,O,X,O,X,X,X
STOLZIJ,X,O,O,O,X,X,X,X,X
STOLZJI,X,O,O,O,X,X,X,X,X
STOJILZ,X,X,X,O,X,X,X,X,X
STOJIZL,X,X,X,O,X,X,X,X,X
STOJLIZ,X,X,X,O,X,O,X,X,X
STOJLZI,X,X,X,O,X,O,X,X,X
STOJZIL,X,X,X,O,X,X,X,X,X
STOJZLI,X,X,X,X,X,X,X,X,X
STOZILJ,X,O,O,O,X,X,X,X,X
STOZIJL,X,O,O,O,X,X,X,X,X
STOZLIJ,X,O,O,O,X,X,X,X,X
STOZLJI,X,O,O,O,X,X,X,X,X
STOZJIL,X,O,O,O,X,X,X,X,X
STOZJLI,X,O,O,X,X,X,X,X,X
SITLJZO,X,X,X,O,X,X,X,X,X
SITLJOZ,X,X,X,O,X,X,X,X,X
SITLZJO,X,O,O,O,X,X,X,X,X
SITLZOJ,X,O,O,O,X,X,X,X,X
SITLOJZ,X,X,X,O,X,X,X,X,X
SITLOZJ,X,O,O,O,X,X,X,X,X
SITJLZO,X,X,X,O,X,X,X,X,X
SITJLOZ,X,X,X,O,X,X,X,X,X
SITJZLO,X,X,X,X,X,X,X,X,X
SITJZOL,X,X,X,O,X,X,X,X,X
SITJOLZ,X,X,X,O,X,X,X,X,X
SITJOZL,X,X,X,O,X,X,X,X,X
SITZLJO,X,O,O,O,X,X,X,X,X
SITZLOJ,X,O,O,O,X,X,X,X,X
SITZJLO,X,O,O,X,X,X,X,X,X
SITZJOL,X,O,O,O,X,X,X,X,X
SITZOLJ,X,O,O,O,X,X,X,X,X
SITZOJL,X,O,O,O,X,X,X,X,X
SITOLJZ,X,X,X,O,X,X,X,X,X
SITOLZJ,X,O,O,O,X,X,X,X,X
SITOJLZ,X,X,X,O,X,X,X,X,X
SITOJZL,X,X,X,O,X,X,X,X,X
SITOZLJ,X,O,O,O,X,X,X,X,X
SITOZJL,X,O,O,O,X,X,X,X,X
SILTJZO,X,X,X,O,X,X,X,X,X
SILTJOZ,X,X,X,O,X,X,X,X,X
SILTZJO,X,O,O,O,X,X,X,X,X
SILTZOJ,X,O,O,O,X,X,X,X,X
SILTOJZ,X,X,X,O,X,X,X,X,X
SILTOZJ,X,O,O,O,X,X,X,X,X
SILJTZO,X,X,X,O,X,X,X,X,X
SILJTOZ,X,X,X,O,X,X,X,X,X
SILJZTO,X,X,O,O,X,X,X,X,O
SILJZOT,X,X,X,X,X,X,X,X,O
SILJOTZ,X,X,X,X,X,X,X,X,X
SILJOZT,X,X,X,X,X,X,X,X,O
SILZTJO,X,O,O,O,X,X,X,X,O
SILZTOJ,X,O,O,O,X,X,X,X,O
SILZJTO,X,O,O,O,X,X,X,X,O
SILZJOT,X,X,X,X,X,X,X,X,O
SILZOTJ,X,X,X,X,X,X,X,X,O
SILZOJT,X,X,X,X,X,X,X,X,O
SILOTJZ,X,X,X,X,X,X,X,X,X
SILOTZJ,X,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,X,X
SILOJZT,X,X,X,X,X,X,X,X,O
SILOZTJ,X,X,X,X,X,X,X,X,O
SILOZJT,X,X,X,X,X,X,X,X,O
SIJTLZO,X,X,X,X,X,X,X,X,X
SIJTLOZ,X,X,X,X,X,X,X,X,X
SIJTZLO,X,X,X,X,X,X,X,X,X
SIJTZOL,X,X,X,X,X,X,X,X,X
SIJTOLZ,X,X,X,X,X,X,X,X,X
SIJTOZL,X,X,X,X,X,X,X,X,X
SIJLTZO,X,X,X,X,X,X,X,X,X
SIJLTOZ,X,X,X,X,X,X,X,X,X
SIJLZTO,X,X,O,X,X,X,X,X,O
SIJLZOT,X,X,X,X,X,X,X,X,O
SIJLOTZ,X,X,X,X,X,X,X,X,X
SIJLOZT,X,X,X,X,X,X,X,X,O
SIJZTLO,X,X,O,X,X,X,X,X,X
SIJZTOL,X,X,O,X,X,X,X,X,O
SIJZLTO,X,X,O,X,X,X,X,X,X
SIJZLOT,X,X,X,X,X,X,X,X,X
SIJZOTL,X,X,X,X,X,X,X,X,O
SIJZOLT,X,X,X,X,X,X,X,X,X
SIJOTLZ,X,X,X,X,X,X,X,X,X
SIJOTZL,X,X,X,X,X,X,X,X,X
SIJOLTZ,X,X,X,X,X,X,X,X,X
SIJOLZT,X,X,X,X,X,X,X,X,O
SIJOZTL,X,X,X,X,X,X,X,X,O
SIJOZLT,X,X,X,X,X,X,X,X,X
SIZTLJO,X,O,O,O,X,X,X,X,X
SIZTLOJ,X,O,O,O,X,X,X,X,X
SIZTJLO,X,O,O,X,X,X,X,X,X
SIZTJOL,X,O,O,O,X,X,X,X,O
SIZTOLJ,X,O,O,O,X,X,X,X,X
SIZTOJL,X,O,O,O,X,X,X,X,O
SIZLTJO,X,O,O,O,X,X,X,X,X
SIZLTOJ,X,O,O,O,X,X,X,X,X
SIZLJTO,X,O,O,O,X,X,X,X,X
SIZLJOT,X,X,X,X,X,X,X,X,X
SIZLOTJ,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,O,X,X,X,X,X,X
SIZJTOL,X,O,O,O,X,X,X,X,O
SIZJLTO,X,O,O,X,X,X,X,X,X
SIZJLOT,X,X,X,X,X,X,X,X,X
SIZJOTL,X,X,X,X,X,X,X,X,O
SIZJOLT,X,X,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X
SIZOTJL,X,X,X,X,X,X,X,X,O
SIZOLTJ,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,O
SIZOJLT,X,X,X,X,X,X,X,X,X
SIOTLJZ,X,X,X,X,X,X,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,X,X
SIOTJLZ,X,X,X,X,X,X,X,X,X
SIOTJZL,X,X,X,X,X,X,X,X,X
SIOTZLJ,X,X,X,X,X,X,X,X,X
SIOTZJL,X,X,X,X,X,X,X,X,X
SIOLTJZ,X,X,X,X,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,X,X
