sequence,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB3gBcmBy?nBWwBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBa?sBXrBGrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF3gBFiB8nB6?rBOsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBFhBziB6?qBcrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFOiBziBllBx?rBqrBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFTdB8nBllBm?rB3rBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFOiBziBllBc?rBXsBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhF0dB1lBmhBq?rB3nBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFFiB8nBxlB6?qBOsBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF5hB1lBiiB0?iBzqBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFmiBllBxrBq?rBTnBXrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jel7IvhFCdB/mBmiB0?lBTnBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFeiBfjBllBc?sBTrBCrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFxcBmiBllBT?nBXrBqrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeX8IvhFmiBllBxrBq?rBTnB0qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhF0dB1lBRnBz?qBCsBfsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex8IvhFmiBllB3mBc?sB6qBTrB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFmiBllBcrBT?nBCrBXsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFXdB1lBziBU?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je07IvhFzcBfjBylBW?wBxrBFsB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Je/BJvhFGdBZnB8nBl?lBTrB6qB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFaiBfjB1lB5?mBcsBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jem7IvhFTdB1lBfnB8?nBSrBRwB,v115@zgB8FeE8FeC8GeD8EeE8DeC8Jex7IvhFfjBWnBllBK?nB0rBzqB,v115@zgB8FeE8FeC8GeD8EeE8DeC8JeC9IvhF3gB8qBRnBl?nBzrBmqB
IZSOLJT,X,O,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZSOJTL,X,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,O
IZSOJLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOTLJS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOTLSJ,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IZOTJLS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZOTJSL,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IZOTSLJ,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IZOTSJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IZOLTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IZOLTSJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IZOLJTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLJST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOLSTJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IZOLSJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJTLS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IZOJTSL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IZOJLTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJLST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOJSTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IZOJSLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSTLJ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IZOSTJL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IZOSLTJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IZOSLJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IZOSJTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IZOSJLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOTLJSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
IOTLJZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTLSJZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
IOTLSZJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOTLZJS,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTLZSJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTJLSZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
IOTJLZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTJSLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOTJSZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
IOTJZLS,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTJZSL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOTSLJZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
IOTSLZJ,X,O,O,X,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOTSJLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOTSJZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
IOTSZLJ,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
IOTSZJL,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,O,O,O,X,X
IOTZLJS,O,O,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTZLSJ,O,O,X,X,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,O,X,O,X,X
IOTZJLS,X,O,X,X,O,O,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOTZJSL,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IOTZSLJ,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IOTZSJL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IOLTJSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLTJZS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOLTSJZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLTSZJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
IOLTZJS,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
IOLTZSJ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
IOLJTSZ,O,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJTZS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLJSTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJSZT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLJZST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTJZ,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSTZJ,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSJZT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLSZTJ,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLSZJT,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZTJS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLZTSJ,O,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOLZJTS,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZJST,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOLZSTJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
IOLZSJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTLSZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
IOJTLZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTSLZ,X,X,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJTSZL,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOJTZLS,O,X,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTZSL,X,X,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOJLTSZ,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLTZS,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJLSTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLSZT,O,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZTS,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJLZST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSTLZ,X,X,X,O,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
IOJSTZL,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
IOJSLTZ,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSLZT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJSZTL,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
IOJSZLT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZTLS,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJZTSL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X
IOJZLTS,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZLST,O,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOJZSTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O
IOJZSLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSTLJZ,X,X,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSTLZJ,X,O,O,X,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSTJLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
IOSTJZL,X,X,X,O,X,X,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,X
IOSTZLJ,X,X,O,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X
IOSTZJL,X,X,X,X,X,X,X,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,X
IOSLTJZ,X,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLTZJ,X,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJTZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLJZT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSLZTJ,X,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
IOSLZJT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJTLZ,X,X,X,O,O,X,X,O,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X
IOSJTZL,X,X,X,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSJLTZ,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJLZT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSJZTL,O,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X
IOSJZLT,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOSZTLJ,X,X,O,O,X,X,O,O,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,O
IOSZTJL,X,X,X,O,X,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X,O,O,X,O
IOSZLTJ,X,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,X,X,O,X,X,O,O,X,O
IOSZLJT,X,O,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
IOSZJTL,X,X,X,O,X,X,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,O,O,X,O
IOSZJLT,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X
IOZTLJS,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZTLSJ,X,O,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IOZTJLS,X,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZTJSL,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IOZTSLJ,X,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IOZTSJL,X,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IOZLTJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOZLTSJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IOZLJTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLJST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IOZLSJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJTLS,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZJTSL,X,X,X,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,X
IOZJLTS,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJLST,X,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IOZJSLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IOZSTJL,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,O,X,O,X,O
IOZSLTJ,X,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IOZSLJT,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
IOZSJTL,X,X,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,O
IOZSJLT,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJSZO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIJSOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIJZSO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIJZOS,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIJOSZ,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTIJOZS,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTISJZO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTISJOZ,X,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTISZJO,X,O,X,O,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTISZOJ,X,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTISOJZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTISOZJ,O,O,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZJSO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIZJOS,O,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZSJO,O,O,X,X,X,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LTIZSOJ,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIZOJS,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTIZOSJ,O,O,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LTIOJSZ,O,X,X,O,O,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTIOJZS,O,X,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIOSJZ,O,X,X,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LTIOSZJ,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
LTIOZJS,O,O,X,O,O,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTIOZSJ,O,O,X,O,O,X,X,O,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LTJISZO,X,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTJISOZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTJIZSO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X
LTJIZOS,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LTJIOZS,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTJSIZO,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSZIO,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJSZOI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJSOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJSOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJZISO,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LTJZIOS,O,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSIO,O,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZSOI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOIS,O,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJZOSI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOIZS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LTJOSIZ,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOSZI,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTJOZIS,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LTJOZSI,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIJOZ,X,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIZJO,X,O,O,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIZOJ,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIOZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIZO,X,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJZIO,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSJZOI,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSJOIZ,O,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSJOZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSZIJO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTSZIOJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSZJIO,O,O,O,O,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTSZJOI,O,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X
LTSZOIJ,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
LTSOIJZ,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,X,X,O,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
