sequence,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBFgBT?iBWqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jex6IvhFXcBldB6kB2?lBUiBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFUcBRdBTiBf?qBllBGqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRbB3dBFhBU?iBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBfqBuqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFXcBldBUiBR?lBClBTqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jem6IvhFRdB0fBFhBT?iBSqB3qB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Je2/IvhFRdBFhBTiBC?lB3lBUqB,v115@8gA8HeC8DeA8BeC8CeH8BeF8Jei6IvhFRdBUgBFhBT?iBWqB3qB
JIZOLTS,O,O,X,X,X,X,O,X,X,O
JIZOLST,O,O,X,X,X,X,O,X,X,O
JIZOSTL,O,O,O,X,X,X,O,X,X,O
JIZOSLT,O,O,X,X,X,X,O,X,X,O
JIOTLSZ,X,O,X,X,X,X,X,X,O,X
JIOTLZS,O,O,X,X,X,X,X,X,O,O
JIOTSLZ,O,O,O,X,X,X,X,X,O,X
JIOTSZL,O,O,O,X,X,X,X,X,X,O
JIOTZLS,O,O,X,X,X,X,X,X,O,O
JIOTZSL,O,O,X,X,X,X,X,X,X,O
JIOLTSZ,X,O,X,X,X,X,X,X,O,X
JIOLTZS,O,O,X,X,X,X,X,X,O,O
JIOLSTZ,O,O,X,X,X,X,X,X,O,X
JIOLSZT,O,O,X,X,X,X,X,X,X,O
JIOLZTS,O,O,X,X,X,X,X,X,O,O
JIOLZST,O,O,X,X,X,X,X,X,X,O
JIOSTLZ,O,O,O,X,X,X,X,X,O,X
JIOSTZL,O,O,O,X,X,X,X,X,X,O
JIOSLTZ,O,O,X,X,X,X,X,X,O,X
JIOSLZT,O,O,X,X,X,X,X,X,X,O
JIOSZTL,O,O,O,X,X,X,O,X,X,O
JIOSZLT,O,O,X,X,X,X,X,X,X,O
JIOZTLS,O,O,X,X,X,X,X,X,O,O
JIOZTSL,O,O,O,X,X,X,O,X,X,O
JIOZLTS,O,O,X,X,X,X,X,X,O,O
JIOZLST,O,O,X,X,X,X,X,X,X,O
JIOZSTL,O,O,O,X,X,X,O,X,X,O
JIOZSLT,O,O,X,X,X,X,X,X,X,O
JLTISZO,X,O,O,X,O,X,X,X,X,X
JLTISOZ,X,O,O,X,O,X,X,X,X,X
JLTIZSO,O,O,O,X,O,X,X,X,X,X
JLTIZOS,O,O,O,X,X,X,X,X,X,X
JLTIOSZ,X,O,O,X,O,X,X,X,O,X
JLTIOZS,X,O,X,X,X,X,X,X,O,X
JLTSIZO,X,O,O,X,O,X,X,X,X,X
JLTSIOZ,X,O,O,X,O,X,X,X,X,X
JLTSZIO,X,O,O,X,O,X,X,X,X,X
JLTSZOI,X,O,O,X,O,X,X,X,X,X
JLTSOIZ,X,O,O,X,O,X,X,X,O,X
JLTSOZI,X,O,X,X,O,X,X,X,O,X
JLTZISO,O,O,O,X,O,X,X,X,X,X
JLTZIOS,O,O,O,X,X,X,X,O,X,O
JLTZSIO,X,O,O,X,O,X,X,X,X,X
JLTZSOI,X,O,O,X,O,X,X,O,X,O
JLTZOIS,O,O,O,X,X,X,X,O,O,O
JLTZOSI,X,O,O,X,X,X,X,O,O,O
JLTOISZ,X,O,O,X,O,X,X,X,O,X
JLTOIZS,O,O,O,X,X,X,X,O,O,O
JLTOSIZ,X,O,O,X,O,X,X,X,O,X
JLTOSZI,X,O,O,X,O,X,X,X,O,X
JLTOZIS,O,O,O,X,X,X,X,O,O,O
JLTOZSI,X,O,O,X,X,X,X,O,O,O
JLITSZO,X,O,O,X,O,X,X,X,X,X
JLITSOZ,X,O,O,X,O,X,X,X,X,X
JLITZSO,O,O,O,X,O,X,X,X,X,X
JLITZOS,O,O,O,X,X,X,X,X,X,X
JLITOSZ,X,O,O,X,O,X,X,X,O,X
JLITOZS,X,O,X,X,X,X,X,X,O,X
JLISTZO,O,O,O,O,O,X,X,X,X,X
JLISTOZ,O,O,O,X,O,X,X,X,X,X
JLISZTO,O,O,O,O,X,X,O,X,X,X
JLISZOT,O,O,O,O,X,X,X,X,X,X
JLISOTZ,O,O,O,X,X,X,X,X,X,X
JLISOZT,O,O,O,X,X,X,X,X,X,X
JLIZTSO,O,O,O,X,X,X,O,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X,X,O
JLIZSTO,O,O,O,O,X,X,O,X,X,X
JLIZSOT,O,O,O,O,X,X,X,X,X,X
JLIZOTS,O,O,O,X,X,X,X,X,X,O
JLIZOST,O,O,O,O,X,X,X,X,X,O
JLIOTSZ,X,O,O,X,X,X,X,X,O,X
JLIOTZS,O,O,X,X,X,X,X,X,O,O
JLIOSTZ,X,O,O,X,X,X,X,X,O,X
JLIOSZT,O,O,O,X,X,X,X,X,X,O
JLIOZTS,O,O,O,X,X,X,X,X,O,O
JLIOZST,O,O,O,X,X,X,X,X,X,O
JLSTIZO,O,O,O,O,O,X,X,X,X,X
JLSTIOZ,O,O,O,X,O,X,X,X,X,X
JLSTZIO,O,O,O,O,O,X,X,X,X,X
JLSTZOI,O,O,O,O,O,X,X,X,X,X
JLSTOIZ,O,O,O,O,O,X,X,X,O,X
JLSTOZI,O,O,X,O,O,X,X,X,O,X
JLSITZO,O,O,O,O,O,X,X,X,X,X
JLSITOZ,O,O,O,X,O,X,X,X,X,X
JLSIZTO,O,O,O,O,X,X,X,X,X,X
JLSIZOT,O,O,O,O,X,X,X,X,X,X
JLSIOTZ,O,O,O,X,X,X,X,X,X,X
JLSIOZT,O,O,O,X,X,X,X,X,X,X
JLSZTIO,O,O,O,X,O,X,X,X,X,X
JLSZTOI,O,O,O,X,O,O,X,X,X,O
JLSZITO,O,O,O,O,X,X,X,X,X,X
JLSZIOT,O,O,O,O,X,X,X,X,X,X
JLSZOTI,O,O,O,X,X,O,X,X,X,O
JLSZOIT,O,O,O,O,X,O,X,X,X,O
JLSOTIZ,O,O,O,O,O,X,X,X,O,X
JLSOTZI,O,O,X,O,O,X,X,X,O,X
JLSOITZ,O,O,O,O,X,X,X,X,O,X
JLSOIZT,O,O,O,O,X,O,X,X,X,O
JLSOZTI,O,O,O,X,X,O,X,X,X,O
JLSOZIT,O,O,O,O,X,O,X,X,X,O
JLZTISO,O,O,O,X,O,X,O,X,X,X
JLZTIOS,O,O,O,X,X,X,X,O,X,O
JLZTSIO,X,O,O,X,O,X,O,X,X,X
JLZTSOI,X,O,O,X,O,X,O,O,X,O
JLZTOIS,O,O,O,X,X,X,X,O,O,O
JLZTOSI,X,O,O,X,X,X,X,O,O,O
JLZITSO,O,O,O,X,X,X,O,X,X,X
JLZITOS,O,O,O,X,X,X,X,O,X,O
JLZISTO,O,O,O,O,X,X,O,X,X,X
JLZISOT,O,O,O,O,X,X,X,X,X,X
JLZIOTS,O,O,O,X,X,X,X,O,X,O
JLZIOST,O,O,O,O,X,X,X,O,X,O
JLZSTIO,O,O,O,X,O,X,O,X,X,X
JLZSTOI,O,O,O,X,O,X,O,O,X,O
JLZSITO,O,O,O,X,X,X,X,X,X,X
JLZSIOT,O,O,O,X,X,X,X,X,X,X
JLZSOTI,O,O,O,X,X,X,X,O,X,O
JLZSOIT,O,O,O,X,X,X,X,O,X,O
JLZOTIS,O,O,O,X,X,X,X,O,O,O
JLZOTSI,X,O,O,X,X,X,X,O,O,O
JLZOITS,O,O,O,X,X,X,X,O,O,O
JLZOIST,O,O,O,O,X,X,X,O,X,O
JLZOSTI,O,O,O,X,X,X,X,O,X,O
JLZOSIT,O,O,O,X,X,X,X,O,X,O
JLOTISZ,X,O,O,X,O,X,X,X,O,X
JLOTIZS,O,O,O,X,X,X,X,O,O,O
JLOTSIZ,X,O,O,X,O,X,X,X,O,X
JLOTSZI,X,O,O,X,O,X,X,X,O,X
JLOTZIS,O,O,O,X,X,X,X,O,O,O
JLOTZSI,X,O,O,X,X,X,X,O,O,O
JLOITSZ,X,O,O,X,X,X,X,X,O,X
JLOITZS,O,O,O,X,X,X,X,O,O,O
JLOISTZ,O,O,O,O,X,X,X,X,O,X
JLOISZT,O,O,O,O,X,O,X,X,X,O
JLOIZTS,O,O,O,X,X,X,X,O,O,O
JLOIZST,O,O,O,O,X,X,X,O,X,O
JLOSTIZ,O,O,O,O,O,X,X,X,O,X
JLOSTZI,O,O,O,O,O,X,X,X,O,X
JLOSITZ,O,O,O,O,X,X,X,X,O,X
JLOSIZT,O,O,O,O,X,O,X,X,X,O
JLOSZTI,O,O,O,X,X,O,X,X,X,O
JLOSZIT,O,O,O,O,X,O,X,X,X,O
JLOZTIS,O,O,O,X,X,X,X,O,O,O
JLOZTSI,X,O,O,X,X,X,X,O,O,O
JLOZITS,O,O,O,X,X,X,X,O,O,O
JLOZIST,O,O,O,O,X,X,X,O,X,O
JLOZSTI,O,O,O,X,X,X,X,O,X,O
JLOZSIT,O,O,O,X,X,X,X,O,X,O
JSTILZO,O,O,O,O,O,X,X,X,X,X
JSTILOZ,O,O,O,X,O,X,X,X,X,X
JSTIZLO,O,O,O,O,O,X,X,X,X,X
JSTIZOL,O,O,O,X,O,X,X,X,X,X
JSTIOLZ,O,O,O,X,O,X,X,X,X,X
JSTIOZL,O,O,O,X,O,X,X,X,X,X
JSTLIZO,O,O,O,O,O,X,X,X,X,X
JSTLIOZ,O,O,O,X,O,X,X,X,X,X
JSTLZIO,O,O,O,O,O,X,X,X,X,X
JSTLZOI,O,O,O,O,O,X,X,X,X,X
JSTLOIZ,O,O,O,O,O,X,X,X,X,X
JSTLOZI,O,O,X,O,O,X,X,X,X,X
JSTZILO,O,O,O,O,O,X,X,X,X,X
JSTZIOL,O,O,O,X,O,X,X,X,X,X
JSTZLIO,O,O,O,O,O,X,X,X,X,X
JSTZLOI,O,O,O,O,O,O,X,X,X,O
JSTZOIL,O,O,O,O,O,O,X,X,X,O
JSTZOLI,O,O,O,O,O,O,X,X,X,O
JSTOILZ,O,O,O,O,O,X,X,X,O,X
JSTOIZL,O,O,O,O,O,O,X,X,X,O
JSTOLIZ,O,O,O,O,O,X,X,X,O,X
JSTOLZI,O,O,X,O,O,X,X,X,O,X
JSTOZIL,O,O,X,O,O,O,X,X,X,O
JSTOZLI,O,O,X,O,O,O,X,X,X,O
JSITLZO,O,O,O,O,O,X,X,X,X,X
JSITLOZ,O,O,O,X,O,X,X,X,X,X
JSITZLO,O,O,O,O,O,X,O,X,X,X
JSITZOL,O,O,O,X,O,X,O,X,X,X
JSITOLZ,O,O,O,X,O,X,X,X,X,X
JSITOZL,O,O,O,X,O,X,X,X,X,X
JSILTZO,O,O,O,O,O,X,X,X,X,X
JSILTOZ,O,O,O,X,O,X,X,X,X,X
JSILZTO,O,O,O,O,X,X,O,X,X,X
JSILZOT,O,O,O,O,X,X,X,X,X,X
JSILOTZ,O,O,O,X,X,X,X,X,X,X
JSILOZT,O,O,O,X,X,X,X,X,X,X
JSIZTLO,O,O,O,X,X,X,O,X,X,X
JSIZTOL,O,O,O,X,X,X,O,X,X,X
JSIZLTO,O,O,O,O,X,X,O,X,X,X
JSIZLOT,O,O,O,O,X,X,X,X,X,X
JSIZOTL,O,O,O,X,X,X,O,X,X,X
JSIZOLT,O,O,X,X,X,X,X,X,X,X
JSIOTLZ,O,O,O,X,X,X,X,X,X,X
JSIOTZL,O,O,O,X,X,X,X,X,X,X
JSIOLTZ,O,O,X,X,X,X,X,X,X,X
JSIOLZT,O,O,X,X,X,X,X,X,X,X
JSIOZTL,O,O,O,X,X,X,O,X,X,X
JSIOZLT,O,O,X,X,X,X,X,X,X,X
JSLTIZO,O,O,O,O,O,X,X,X,X,X
JSLTIOZ,O,O,O,X,O,X,X,X,X,X
JSLTZIO,O,O,O,O,O,X,X,X,X,X
JSLTZOI,O,O,O,O,O,X,X,X,X,X
JSLTOIZ,O,O,O,O,O,X,X,X,O,X
JSLTOZI,O,O,X,O,O,X,X,X,O,X
JSLITZO,O,O,O,O,O,X,X,X,X,X
JSLITOZ,O,O,O,X,O,X,X,X,X,X
JSLIZTO,O,O,O,O,X,X,X,X,X,X
JSLIZOT,O,O,O,O,X,X,X,X,X,X
JSLIOTZ,O,O,O,X,X,X,X,X,X,X
JSLIOZT,O,O,O,X,X,X,X,X,X,X
JSLZTIO,O,O,O,X,O,X,X,X,X,X
JSLZTOI,O,O,O,X,O,O,X,X,X,O
JSLZITO,O,O,O,O,X,X,X,X,X,X
JSLZIOT,O,O,O,O,X,X,X,X,X,X
JSLZOTI,O,O,O,X,X,O,X,X,X,O
JSLZOIT,O,O,O,O,X,O,X,X,X,O
JSLOTIZ,O,O,O,O,O,X,X,X,O,X
JSLOTZI,O,O,X,O,O,X,X,X,O,X
JSLOITZ,O,O,O,O,X,X,X,X,O,X
JSLOIZT,O,O,O,O,X,O,X,X,X,O
JSLOZTI,O,O,O,X,X,O,X,X,X,O
JSLOZIT,O,O,O,O,X,O,X,X,X,O
JSZTILO,O,O,O,X,O,X,O,X,X,X
JSZTIOL,O,O,O,X,O,X,O,X,X,X
JSZTLIO,O,O,O,X,O,X,O,X,X,X
JSZTLOI,O,O,O,X,O,O,O,X,X,O
JSZTOIL,O,O,O,X,O,O,O,X,X,O
JSZTOLI,O,O,O,X,O,O,O,X,X,O
JSZITLO,O,O,O,X,X,X,O,X,X,X
JSZITOL,O,O,O,X,X,X,O,X,X,X
JSZILTO,O,O,O,O,X,X,O,X,X,X
JSZILOT,O,O,O,O,X,X,X,X,X,X
JSZIOTL,O,O,O,X,X,X,O,X,X,X
JSZIOLT,O,O,X,X,X,X,X,X,X,X
JSZLTIO,O,O,O,X,O,X,O,X,X,X
JSZLTOI,O,O,O,X,O,O,O,X,X,O
JSZLITO,O,O,O,O,X,X,X,X,X,X
JSZLIOT,O,O,O,O,X,X,X,X,X,X
JSZLOTI,O,O,O,X,X,O,X,X,X,O
JSZLOIT,O,O,O,O,X,O,X,X,X,O
JSZOTIL,O,O,O,X,X,O,O,X,X,O
JSZOTLI,O,O,O,X,X,O,O,X,X,O
JSZOITL,O,O,O,X,X,O,X,X,X,O
JSZOILT,O,O,X,O,X,O,X,X,X,O
JSZOLTI,O,O,O,X,X,O,X,X,X,O
JSZOLIT,O,O,O,O,X,O,X,X,X,O
JSOTILZ,O,O,O,O,O,X,X,X,O,X
JSOTIZL,O,O,O,O,O,O,X,X,X,O
JSOTLIZ,O,O,O,O,O,X,X,X,O,X
JSOTLZI,O,O,X,O,O,X,X,X,O,X
JSOTZIL,O,O,X,O,O,O,X,X,X,O
JSOTZLI,O,O,X,O,O,O,X,X,X,O
JSOITLZ,O,O,O,O,O,X,X,X,O,X
JSOITZL,O,O,O,O,O,O,X,X,X,O
JSOILTZ,O,O,X,O,O,X,X,X,O,X
JSOILZT,O,O,X,O,X,O,X,X,X,O
JSOIZTL,O,O,O,X,X,O,X,X,X,O
JSOIZLT,O,O,X,O,X,O,X,X,X,O
JSOLTIZ,O,O,O,O,O,X,X,X,O,X
JSOLTZI,O,O,X,O,O,X,X,X,O,X
JSOLITZ,O,O,O,O,O,X,X,X,O,X
JSOLIZT,O,O,O,O,X,O,X,X,X,O
JSOLZTI,O,O,O,X,O,O,X,X,X,O
JSOLZIT,O,O,O,O,X,O,X,X,X,O
JSOZTIL,O,O,O,X,O,O,X,X,X,O
JSOZTLI,O,O,O,X,O,O,X,X,X,O
JSOZITL,O,O,O,X,X,O,X,X,X,O
JSOZILT,O,O,X,O,X,O,X,X,X,O
JSOZLTI,O,O,O,X,O,O,X,X,X,O
JSOZLIT,O,O,O,O,X,O,X,X,X,O
JZTILSO,O,O,O,X,X,X,O,X,X,X
JZTILOS,O,O,O,X,X,X,X,X,X,O
JZTISLO,O,O,O,X,O,X,O,X,X,X
JZTISOL,O,O,O,X,O,X,O,X,X,X
JZTIOLS,X,O,X,X,X,X,O,X,X,O
JZTIOSL,X,O,O,X,X,X,O,X,X,O
JZTLISO,O,O,O,X,X,X,O,X,X,X
JZTLIOS,O,O,O,X,X,X,X,X,X,O
JZTLSIO,X,O,O,X,X,X,O,X,X,X
JZTLSOI,X,O,O,X,X,X,O,X,X,O
JZTLOIS,O,O,O,X,X,X,X,X,X,O
JZTLOSI,X,O,O,X,X,X,X,X,X,O
JZTSILO,O,O,O,X,O,X,O,X,X,X
JZTSIOL,O,O,O,X,O,X,O,X,X,X
JZTSLIO,O,O,O,X,O,X,O,X,X,X
JZTSLOI,O,O,O,X,O,X,O,X,X,O
JZTSOIL,O,O,O,X,O,X,O,X,X,O
JZTSOLI,O,O,O,X,O,X,O,X,X,O
JZTOILS,O,O,O,X,X,X,O,X,O,O
JZTOISL,O,O,O,X,X,X,O,X,X,O
JZTOLIS,O,O,O,X,X,X,X,X,O,O
JZTOLSI,X,O,O,X,X,X,O,X,O,O
JZTOSIL,O,O,O,X,X,X,O,X,X,O
JZTOSLI,O,O,O,X,X,X,O,X,X,O
JZITLSO,O,O,O,X,X,X,O,X,X,X
JZITLOS,O,O,O,X,X,X,X,X,X,O
JZITSLO,O,O,O,X,X,X,O,X,X,X
JZITSOL,O,O,O,X,X,X,O,X,X,X
JZITOLS,X,O,X,X,X,X,O,X,X,O
JZITOSL,X,O,O,X,X,X,O,X,X,O
JZILTSO,O,O,O,X,X,X,O,X,X,X
JZILTOS,O,O,O,X,X,X,X,X,X,O
JZILSTO,O,O,O,O,X,X,O,X,X,X
JZILSOT,O,O,O,O,X,X,X,X,X,X
JZILOTS,O,O,O,X,X,X,X,X,X,O
JZILOST,O,O,O,O,X,X,X,X,X,O
JZISTLO,O,O,O,X,X,X,O,X,X,X
JZISTOL,O,O,O,X,X,X,O,X,X,X
JZISLTO,O,O,O,O,X,X,O,X,X,X
JZISLOT,O,O,O,O,X,X,X,X,X,X
JZISOTL,O,O,O,X,X,X,O,X,X,X
JZISOLT,O,O,X,X,X,X,X,X,X,X
JZIOTLS,O,O,X,X,X,X,O,X,X,O
JZIOTSL,O,O,O,X,X,X,O,X,X,O
JZIOLTS,O,O,X,X,X,X,O,X,X,O
JZIOLST,O,O,X,X,X,X,O,X,X,O
JZIOSTL,O,O,O,X,X,X,O,X,X,O
JZIOSLT,O,O,X,X,X,X,O,X,X,O
JZLTISO,O,O,O,X,O,X,O,X,X,X
JZLTIOS,O,O,O,X,X,X,X,O,X,O
JZLTSIO,X,O,O,X,O,X,O,X,X,X
JZLTSOI,X,O,O,X,O,X,O,O,X,O
JZLTOIS,O,O,O,X,X,X,X,O,O,O
JZLTOSI,X,O,O,X,X,X,X,O,O,O
JZLITSO,O,O,O,X,X,X,O,X,X,X
JZLITOS,O,O,O,X,X,X,X,O,X,O
JZLISTO,O,O,O,O,X,X,O,X,X,X
JZLISOT,O,O,O,O,X,X,X,X,X,X
JZLIOTS,O,O,O,X,X,X,X,O,X,O
JZLIOST,O,O,O,O,X,X,X,O,X,O
JZLSTIO,O,O,O,X,O,X,O,X,X,X
JZLSTOI,O,O,O,X,O,X,O,O,X,O
JZLSITO,O,O,O,X,X,X,X,X,X,X
JZLSIOT,O,O,O,X,X,X,X,X,X,X
JZLSOTI,O,O,O,X,X,X,X,O,X,O
JZLSOIT,O,O,O,X,X,X,X,O,X,O
JZLOTIS,O,O,O,X,X,X,X,O,O,O
JZLOTSI,X,O,O,X,X,X,X,O,O,O
JZLOITS,O,O,O,X,X,X,X,O,O,O
JZLOIST,O,O,O,O,X,X,X,O,X,O
JZLOSTI,O,O,O,X,X,X,X,O,X,O
JZLOSIT,O,O,O,X,X,X,X,O,X,O
JZSTILO,O,O,O,X,O,X,O,X,X,X
JZSTIOL,O,O,O,X,O,X,O,X,X,X
JZSTLIO,O,O,O,X,O,X,O,X,X,X
JZSTLOI,O,O,O,X,O,X,O,X,X,O
JZSTOIL,O,O,O,X,O,X,O,X,X,O
JZSTOLI,O,O,O,X,O,X,O,X,X,O
JZSITLO,O,O,O,X,X,X,O,X,X,X
JZSITOL,O,O,O,X,X,X,O,X,X,X
JZSILTO,O,O,O,O,X,X,O,X,X,X
JZSILOT,O,O,O,O,X,X,X,X,X,X
JZSIOTL,O,O,O,X,X,X,O,X,X,X
JZSIOLT,O,O,X,X,X,X,X,X,X,X
JZSLTIO,O,O,O,X,O,X,O,X,X,X
JZSLTOI,O,O,O,X,O,X,O,X,X,O
JZSLITO,O,O,O,O,X,X,X,X,X,X
JZSLIOT,O,O,O,O,X,X,X,X,X,X
JZSLOTI,O,O,O,X,X,X,X,X,X,O
JZSLOIT,O,O,O,O,X,X,X,X,X,O
JZSOTIL,O,O,O,X,X,X,O,X,X,O
JZSOTLI,O,O,O,X,X,X,O,X,X,O
JZSOITL,O,O,O,X,X,X,O,X,X,O
JZSOILT,O,O,O,O,X,X,O,X,X,O
JZSOLTI,O,O,O,X,X,X,O,X,X,O
JZSOLIT,O,O,O,O,X,X,X,X,X,O
JZOTILS,O,O,O,X,X,X,O,X,O,O
JZOTISL,O,O,O,X,X,X,O,X,X,O
JZOTLIS,O,O,O,X,X,X,X,X,O,O
JZOTLSI,X,O,O,X,X,X,O,X,O,O
JZOTSIL,O,O,O,X,X,X,O,X,X,O
JZOTSLI,O,O,O,X,X,X,O,X,X,O
JZOITLS,O,O,O,X,X,X,O,X,O,O
JZOITSL,O,O,O,X,X,X,O,X,X,O
JZOILTS,O,O,O,X,X,X,O,O,O,O
JZOILST,O,O,O,O,X,X,O,O,X,O
JZOISTL,O,O,O,X,X,X,O,X,X,O
JZOISLT,O,O,O,O,X,X,O,X,X,O
JZOLTIS,O,O,O,X,X,X,X,O,O,O
JZOLTSI,X,O,O,X,X,X,O,O,O,O
JZOLITS,O,O,O,X,X,X,X,O,O,O
JZOLIST,O,O,O,O,X,X,X,O,X,O
JZOLSTI,O,O,O,X,X,X,O,O,X,O
JZOLSIT,O,O,O,X,X,X,X,O,X,O
JZOSTIL,O,O,O,X,X,X,O,X,X,O
JZOSTLI,O,O,O,X,X,X,O,X,X,O
JZOSITL,O,O,O,X,X,X,O,X,X,O
JZOSILT,O,O,O,O,X,X,O,X,X,O
JZOSLTI,O,O,O,X,X,X,O,X,X,O
JZOSLIT,O,O,O,O,X,X,X,X,X,O
JOTILSZ,X,O,O,X,O,X,X,X,O,X
JOTILZS,O,O,O,X,X,X,X,O,O,O
JOTISLZ,O,O,O,X,O,X,X,X,O,X
JOTISZL,O,O,O,X,O,O,X,X,X,O
JOTIZLS,O,O,O,X,X,X,X,X,O,O
JOTIZSL,O,O,O,X,O,X,X,X,X,O
JOTLISZ,X,O,O,X,O,X,X,X,O,X
JOTLIZS,O,O,O,X,O,X,X,O,O,O
JOTLSIZ,X,O,O,X,O,X,X,X,O,X
JOTLSZI,X,O,O,X,O,X,X,X,O,X
JOTLZIS,O,O,O,X,O,X,X,O,O,O
JOTLZSI,X,O,O,X,O,X,X,O,O,O
JOTSILZ,O,O,O,X,O,X,X,X,O,X
JOTSIZL,O,O,O,X,O,O,X,X,X,O
JOTSLIZ,O,O,O,X,O,X,X,X,O,X
JOTSLZI,O,O,O,X,O,X,X,X,O,X
JOTSZIL,O,O,O,X,O,O,X,X,X,O
JOTSZLI,O,O,O,X,O,O,X,X,X,O
JOTZILS,O,O,O,X,X,X,X,X,O,O
JOTZISL,O,O,O,X,O,X,O,X,X,O
JOTZLIS,O,O,O,X,X,X,X,X,O,O
JOTZLSI,X,O,O,X,X,X,O,X,O,O
JOTZSIL,O,O,O,X,O,X,O,X,X,O
JOTZSLI,O,O,O,X,O,X,O,X,X,O
JOITLSZ,X,O,O,X,O,X,X,X,O,X
JOITLZS,O,O,O,X,X,X,X,O,O,O
JOITSLZ,O,O,O,X,O,X,X,X,O,X
JOITSZL,O,O,O,X,O,O,O,X,X,O
JOITZLS,O,O,O,X,X,X,O,X,O,O
JOITZSL,O,O,O,X,O,X,O,X,X,O
JOILTSZ,X,O,O,X,O,X,X,X,O,X
JOILTZS,O,O,O,X,O,X,X,O,O,O
JOILSTZ,O,O,O,O,O,X,X,X,O,X
JOILSZT,O,O,O,O,X,O,O,X,X,O
JOILZTS,O,O,O,X,X,X,O,O,O,O
JOILZST,O,O,O,O,X,X,O,O,X,O
JOISTLZ,O,O,O,O,O,X,X,X,O,X
JOISTZL,O,O,O,O,O,O,O,X,X,O
JOISLTZ,O,O,O,O,O,X,X,X,O,X
JOISLZT,O,O,O,O,X,O,O,X,X,O
JOISZTL,O,O,O,X,X,O,O,X,X,O
JOISZLT,O,O,O,O,X,O,O,X,X,O
JOIZTLS,O,O,O,X,X,X,O,X,O,O
JOIZTSL,O,O,O,X,X,X,O,X,X,O
JOIZLTS,O,O,O,X,X,X,O,O,O,O
JOIZLST,O,O,O,O,X,X,O,O,X,O
JOIZSTL,O,O,O,X,X,X,O,X,X,O
JOIZSLT,O,O,O,O,X,X,O,X,X,O
JOLTISZ,X,O,O,X,O,X,X,X,O,X
JOLTIZS,O,O,O,X,O,X,X,O,O,O
JOLTSIZ,X,O,O,X,O,X,X,X,O,X
JOLTSZI,X,O,O,X,O,X,X,X,O,X
JOLTZIS,O,O,O,X,O,X,X,O,O,O
JOLTZSI,X,O,O,X,O,X,X,O,O,O
JOLITSZ,X,O,O,X,O,X,X,X,O,X
JOLITZS,O,O,O,X,O,X,X,O,O,O
JOLISTZ,O,O,O,O,O,X,X,X,O,X
JOLISZT,O,O,O,O,X,O,X,X,X,O
JOLIZTS,O,O,O,X,X,X,X,O,O,O
JOLIZST,O,O,O,O,X,X,X,O,X,O
JOLSTIZ,O,O,O,O,O,X,X,X,O,X
JOLSTZI,O,O,O,O,O,X,X,X,O,X
JOLSITZ,O,O,O,O,O,X,X,X,O,X
JOLSIZT,O,O,O,O,X,O,X,X,X,O
JOLSZTI,O,O,O,X,O,O,X,X,X,O
JOLSZIT,O,O,O,O,X,O,X,X,X,O
JOLZTIS,O,O,O,X,O,X,X,O,O,O
JOLZTSI,X,O,O,X,O,X,O,O,O,O
JOLZITS,O,O,O,X,X,X,X,O,O,O
JOLZIST,O,O,O,O,X,X,X,O,X,O
JOLZSTI,O,O,O,X,O,X,O,O,X,O
JOLZSIT,O,O,O,X,X,X,X,O,X,O
JOSTILZ,O,O,O,O,O,X,X,X,O,X
JOSTIZL,O,O,O,O,O,O,X,X,X,O
JOSTLIZ,O,O,O,O,O,X,X,X,O,X
JOSTLZI,O,O,O,O,O,X,X,X,O,X
JOSTZIL,O,O,O,O,O,O,X,X,X,O
JOSTZLI,O,O,O,O,O,O,X,X,X,O
JOSITLZ,O,O,O,O,O,X,X,X,O,X
JOSITZL,O,O,O,O,O,O,X,X,X,O
JOSILTZ,O,O,O,O,O,X,X,X,O,X
JOSILZT,O,O,O,O,X,O,X,X,X,O
JOSIZTL,O,O,O,X,X,O,X,X,X,O
JOSIZLT,O,O,O,O,X,O,X,X,X,O
JOSLTIZ,O,O,O,O,O,X,X,X,O,X
JOSLTZI,O,O,O,O,O,X,X,X,O,X
JOSLITZ,O,O,O,O,O,X,X,X,O,X
JOSLIZT,O,O,O,O,X,O,X,X,X,O
JOSLZTI,O,O,O,X,O,O,X,X,X,O
JOSLZIT,O,O,O,O,X,O,X,X,X,O
JOSZTIL,O,O,O,X,O,O,O,X,X,O
JOSZTLI,O,O,O,X,O,O,O,X,X,O
JOSZITL,O,O,O,X,X,O,O,X,X,O
JOSZILT,O,O,O,O,X,O,X,X,X,O
JOSZLTI,O,O,O,X,O,O,O,X,X,O
JOSZLIT,O,O,O,O,X,O,X,X,X,O
