sequence,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFRdBSjBTfB3?hBlnBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFRdBSjBTfBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeK/IvhFzaBGeBRiBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jei6IvhFRdBcjB3fBG?iBlmBTsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeO/IvhF8fBCdBxiBX?jBlmBTsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhFGeBRiBTfBl?mB3nBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jei6IvhFzcBcjB3fBx?mBFsBusB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFcjBTfB5nBl?mBfnBisB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Je2/IvhFzcBFjB3fBx?mBCoBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8JeK/IvhFzaBfiBxdBF?jB0mB+sB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhF1mBxiBTfBX?jBGnBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jey/IvhF+hBxiBTfB/?nBFjBUsB,v115@2gB8HeB8GeB8EeF8CeH8BeB8Jem6IvhFcjBTfBxmBS?sBfsBlsB
LZTISJO,O,X,X,O,O,X,O,X,X,X,O,X,X
LZTISOJ,O,X,X,O,X,X,O,X,X,X,O,X,X
LZTIOJS,O,X,X,X,O,X,X,O,X,X,O,X,X
LZTIOSJ,O,X,X,X,X,X,O,O,X,X,O,X,X
LZTJISO,O,X,X,O,O,X,X,X,X,O,O,O,X
LZTJIOS,O,X,X,X,O,X,X,X,X,O,O,O,X
LZTJSIO,O,X,X,O,O,X,X,X,X,O,X,X,X
LZTJSOI,X,X,X,O,X,X,X,X,X,O,X,X,X
LZTJOIS,O,X,X,X,O,X,X,X,X,O,X,X,X
LZTJOSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LZTSIJO,O,X,O,O,O,O,O,X,X,X,O,X,X
LZTSIOJ,O,X,O,O,X,X,O,X,X,O,O,X,X
LZTSJIO,O,X,O,O,O,X,O,X,X,O,X,X,X
LZTSJOI,X,X,O,O,X,X,X,X,X,O,X,X,X
LZTSOIJ,O,X,O,O,X,X,O,X,X,O,X,X,X
LZTSOJI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZTOIJS,O,X,X,X,O,X,X,O,X,X,O,X,X
LZTOISJ,O,X,X,X,X,X,X,O,X,X,O,X,X
LZTOJIS,O,X,X,X,O,X,X,O,X,O,X,X,X
LZTOJSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LZTOSIJ,O,X,O,X,X,X,X,X,X,O,X,X,X
LZTOSJI,O,X,O,X,X,X,X,X,X,O,X,X,X
LZITJSO,O,X,X,X,O,X,X,X,X,X,O,O,X
LZITJOS,O,X,X,X,X,X,X,X,O,X,O,O,X
LZITSJO,O,X,X,X,X,X,X,X,X,X,O,X,X
LZITSOJ,O,X,X,X,X,X,X,X,X,X,O,X,X
LZITOJS,O,X,X,X,X,X,X,O,O,X,O,X,X
LZITOSJ,O,X,X,X,X,X,X,O,X,X,O,X,X
LZIJTSO,O,X,X,X,O,X,X,X,X,O,X,O,X
LZIJTOS,O,X,X,X,X,X,X,X,O,O,X,O,X
LZIJSTO,O,O,X,X,O,X,X,X,X,O,X,O,X
LZIJSOT,O,O,X,X,O,X,X,X,X,O,X,O,X
LZIJOTS,O,X,X,X,X,X,X,X,O,O,X,O,X
LZIJOST,O,O,X,X,O,X,X,X,X,O,X,O,X
LZISTJO,O,X,X,O,X,X,O,X,X,X,X,X,X
LZISTOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LZISJTO,O,X,X,O,O,X,O,X,X,O,X,O,X
LZISJOT,O,X,X,O,O,X,X,X,X,O,X,O,X
LZISOTJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LZISOJT,O,X,X,O,X,X,X,X,X,O,X,X,X
LZIOTJS,O,X,X,X,X,X,X,O,O,X,X,X,O
LZIOTSJ,O,X,X,X,X,X,X,O,X,X,X,X,O
LZIOJTS,O,X,X,X,X,X,X,O,O,O,X,O,O
LZIOJST,O,O,X,X,O,X,X,X,X,O,X,O,O
LZIOSTJ,O,X,X,X,X,X,X,X,X,O,X,X,O
LZIOSJT,O,X,X,X,X,X,X,X,X,O,X,X,O
LZJTISO,O,X,X,X,O,X,X,X,X,O,O,O,X
LZJTIOS,O,X,X,X,O,X,X,X,X,O,O,O,X
LZJTSIO,O,X,X,X,O,X,X,X,X,O,X,X,X
LZJTSOI,X,X,X,X,X,X,X,X,X,O,X,X,X
LZJTOIS,O,X,X,X,O,X,X,X,X,O,X,X,X
LZJTOSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LZJITSO,O,X,X,X,O,X,X,X,X,O,X,O,X
LZJITOS,O,X,X,X,X,X,X,X,O,O,X,O,X
LZJISTO,O,O,X,X,O,X,X,X,X,O,X,O,X
LZJISOT,O,O,X,X,O,X,X,X,X,O,X,O,X
LZJIOTS,O,X,X,X,X,X,X,X,O,O,X,O,X
LZJIOST,O,O,X,X,O,X,X,X,X,O,X,O,X
LZJSTIO,O,O,O,X,X,X,X,X,X,O,X,X,X
LZJSTOI,O,X,O,X,X,X,X,X,X,O,X,X,X
LZJSITO,O,O,X,X,X,O,X,X,X,O,X,O,X
LZJSIOT,O,O,O,X,X,O,X,X,X,O,X,O,X
LZJSOTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LZJSOIT,O,X,O,X,X,X,X,X,X,O,X,X,X
LZJOTIS,O,X,X,X,O,X,X,X,X,O,X,X,X
LZJOTSI,O,X,X,X,O,X,X,X,X,O,X,X,X
LZJOITS,O,X,X,X,O,X,X,X,X,O,X,O,X
LZJOIST,O,X,X,X,O,X,X,X,X,O,X,O,X
LZJOSTI,O,X,O,X,X,X,X,X,X,O,X,X,X
LZJOSIT,O,X,O,X,X,X,X,X,X,O,X,X,X
LZSTIJO,O,O,O,O,X,O,O,X,X,X,O,X,X
LZSTIOJ,O,O,O,O,X,X,O,X,X,O,O,X,X
LZSTJIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZSTJOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSTOIJ,O,O,O,O,X,X,O,X,X,O,X,X,X
LZSTOJI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZSITJO,O,X,X,O,X,X,O,X,X,X,X,X,X
LZSITOJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LZSIJTO,O,O,X,O,X,O,O,X,X,O,X,O,X
LZSIJOT,O,O,O,O,X,O,X,X,X,O,X,O,X
LZSIOTJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LZSIOJT,O,O,O,O,X,X,X,X,X,O,X,X,X
LZSJTIO,O,O,O,O,X,X,O,X,X,O,X,X,X
LZSJTOI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSJITO,O,O,X,O,X,O,O,X,X,O,X,O,X
LZSJIOT,O,O,O,O,X,O,X,X,X,O,X,O,X
LZSJOTI,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSJOIT,O,X,O,O,X,X,X,X,X,O,X,X,X
LZSOTIJ,O,O,O,O,X,X,O,X,X,O,X,X,X
LZSOTJI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZSOITJ,O,X,X,O,X,X,O,X,X,O,X,X,X
LZSOIJT,O,O,O,O,X,X,X,X,X,O,X,X,X
LZSOJTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZSOJIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOTIJS,O,X,X,X,O,X,X,O,X,X,O,X,X
LZOTISJ,O,X,X,O,O,X,X,O,X,X,O,X,X
LZOTJIS,O,X,X,O,O,X,X,O,X,O,X,X,X
LZOTJSI,O,X,X,O,O,X,X,X,X,O,X,X,X
LZOTSIJ,O,X,O,O,O,X,X,X,X,O,X,X,X
LZOTSJI,O,X,O,O,O,X,X,X,X,O,X,X,X
LZOITJS,O,X,X,X,O,X,X,O,X,X,X,X,O
LZOITSJ,O,X,X,X,X,X,X,O,X,X,X,X,O
LZOIJTS,O,X,X,X,O,X,X,O,X,O,X,O,O
LZOIJST,O,O,X,X,O,X,X,X,X,O,X,O,O
LZOISTJ,O,X,X,O,X,X,X,X,X,O,X,X,O
LZOISJT,O,X,X,O,O,X,X,X,X,O,X,X,O
LZOJTIS,O,X,X,X,O,X,X,O,X,O,X,X,X
LZOJTSI,O,X,X,X,O,X,X,X,X,O,X,X,X
LZOJITS,O,X,X,X,O,X,X,O,X,O,X,O,O
LZOJIST,O,O,X,O,O,X,X,X,X,O,X,O,O
LZOJSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOJSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOSTIJ,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOSTJI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOSITJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LZOSIJT,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOSJTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LZOSJIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOTIJSZ,O,O,X,X,X,X,X,X,X,X,O,X,X
LOTIJZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LOTISJZ,O,X,O,X,X,X,X,X,X,X,O,X,X
LOTISZJ,O,X,O,X,O,X,X,X,X,X,O,X,X
LOTIZJS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOTIZSJ,X,X,X,X,O,X,X,O,X,X,O,X,X
LOTJISZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOTJIZS,O,X,X,X,O,X,X,O,X,O,X,X,X
LOTJSIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOTJSZI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOTJZIS,O,X,X,O,O,X,X,O,X,O,X,X,X
LOTJZSI,O,X,X,O,O,X,X,X,X,O,X,X,X
LOTSIJZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOTSIZJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LOTSJIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOTSJZI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOTSZIJ,O,O,O,O,O,X,X,X,X,X,X,X,X
LOTSZJI,O,O,O,O,O,X,X,X,X,X,X,X,X
LOTZIJS,O,X,X,X,O,X,X,O,X,X,O,X,X
LOTZISJ,O,X,X,O,O,X,X,O,X,X,O,X,X
LOTZJIS,O,X,X,O,O,X,X,O,X,O,X,X,X
LOTZJSI,O,X,X,O,O,X,X,X,X,O,X,X,X
LOTZSIJ,O,X,O,O,O,X,X,X,X,O,X,X,X
LOTZSJI,O,X,O,O,O,X,X,X,X,O,X,X,X
LOITJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOITJZS,O,X,X,X,X,X,X,O,X,O,X,X,X
LOITSJZ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOITSZJ,O,X,O,X,X,X,X,X,X,X,X,X,X
LOITZJS,O,X,X,X,O,X,X,O,X,X,X,X,X
LOITZSJ,X,X,X,X,X,X,X,O,X,X,X,X,X
LOIJTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOIJTZS,O,X,X,X,X,X,X,O,X,O,X,O,X
LOIJSTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOIJSZT,O,O,O,X,X,X,X,X,X,X,X,O,X
LOIJZTS,O,X,X,X,O,X,X,O,X,O,X,O,O
LOIJZST,O,O,X,X,O,X,X,X,X,O,X,O,O
LOISTJZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOISTZJ,X,O,O,X,X,X,X,X,X,X,X,X,X
LOISJTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOISJZT,O,O,O,X,X,X,X,X,X,X,X,X,X
LOISZTJ,X,X,X,X,X,X,X,X,X,X,X,X,X
LOISZJT,O,O,O,X,O,X,X,X,X,X,X,X,X
LOIZTJS,O,X,X,X,O,X,X,O,X,X,X,X,O
LOIZTSJ,O,X,X,X,X,X,X,O,X,X,X,X,O
LOIZJTS,O,X,X,X,O,X,X,O,X,O,X,X,O
LOIZJST,O,O,X,X,O,X,X,X,X,O,X,X,O
LOIZSTJ,O,X,X,X,X,X,X,X,X,O,X,X,O
LOIZSJT,O,X,X,X,O,X,X,X,X,O,X,X,O
LOJTISZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJTIZS,O,X,X,X,X,X,X,O,X,O,X,X,X
LOJTSIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJTSZI,O,O,O,X,X,X,X,X,X,O,X,X,X
LOJTZIS,O,X,X,X,X,X,X,O,X,O,X,X,X
LOJTZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJITZS,O,X,X,X,X,X,X,O,X,O,X,O,X
LOJISTZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJISZT,O,O,O,X,X,X,X,X,X,X,X,O,X
LOJIZTS,O,X,X,X,X,X,X,O,X,O,X,O,O
LOJIZST,O,O,X,X,X,X,X,X,X,O,X,O,O
LOJSTIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
LOJSTZI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJSITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LOJSIZT,O,O,O,O,X,O,X,X,X,X,X,X,X
LOJSZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJSZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJZTIS,O,X,X,X,X,X,X,O,X,O,X,X,X
LOJZTSI,O,X,X,X,X,X,X,X,X,O,X,X,X
LOJZITS,O,X,X,X,X,X,X,O,X,O,X,O,O
LOJZIST,O,O,X,O,X,X,X,X,X,O,X,O,O
LOJZSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOJZSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSTIJZ,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSTIZJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSTJIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSTJZI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSTZIJ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSTZJI,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSITJZ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSITZJ,X,O,O,O,X,X,X,X,X,X,X,X,X
LOSIJTZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LOSIJZT,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSIZTJ,X,X,X,O,X,X,X,X,X,X,X,X,X
LOSIZJT,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSJTIZ,O,O,O,O,X,X,X,X,X,X,X,X,X
LOSJTZI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSJITZ,O,O,O,X,X,O,X,X,X,X,X,X,X
LOSJIZT,O,O,O,O,X,O,X,X,X,X,X,X,X
LOSJZTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSJZIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSZTIJ,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSZTJI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSZITJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LOSZIJT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSZJTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOSZJIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOZTIJS,O,X,X,X,O,X,X,O,X,X,O,X,X
LOZTISJ,O,X,X,O,O,X,X,O,X,X,O,X,X
LOZTJIS,O,X,X,O,O,X,X,O,X,O,X,X,X
LOZTJSI,O,X,X,O,O,X,X,X,X,O,X,X,X
LOZTSIJ,O,X,O,O,O,X,X,X,X,O,X,X,X
LOZTSJI,O,X,O,O,O,X,X,X,X,O,X,X,X
LOZITJS,O,X,X,X,O,X,X,O,X,X,X,X,O
LOZITSJ,O,X,X,X,X,X,X,O,X,X,X,X,O
LOZIJTS,O,X,X,X,O,X,X,O,X,O,X,O,O
LOZIJST,O,O,X,X,O,X,X,X,X,O,X,O,O
LOZISTJ,O,X,X,O,X,X,X,X,X,O,X,X,O
LOZISJT,O,X,X,O,O,X,X,X,X,O,X,X,O
LOZJTIS,O,X,X,X,O,X,X,O,X,O,X,X,X
LOZJTSI,O,X,X,X,O,X,X,X,X,O,X,X,X
LOZJITS,O,X,X,X,O,X,X,O,X,O,X,O,O
LOZJIST,O,O,X,O,O,X,X,X,X,O,X,O,O
LOZJSTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOZJSIT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOZSTIJ,O,O,O,O,X,X,X,X,X,O,X,X,X
LOZSTJI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOZSITJ,O,X,X,O,X,X,X,X,X,O,X,X,X
LOZSIJT,O,O,O,O,X,X,X,X,X,O,X,X,X
LOZSJTI,O,O,O,O,X,X,X,X,X,O,X,X,X
LOZSJIT,O,O,O,O,X,X,X,X,X,O,X,X,X
JTILSZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JTILSOZ,O,X,X,X,X,X,X,X,X,X,O,X,X
JTILZSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JTILZOS,O,X,X,X,O,X,X,X,X,O,X,O,X
JTILOSZ,O,X,X,X,X,X,X,X,O,X,O,X,X
JTILOZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JTISLZO,X,O,X,O,X,X,O,X,X,X,X,X,X
JTISLOZ,X,O,X,X,X,X,O,X,X,X,X,X,X
JTISZLO,X,X,X,O,X,X,O,X,X,X,X,X,X
JTISZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
JTISOLZ,X,X,X,X,X,X,O,X,O,X,X,X,X
JTISOZL,X,X,X,X,X,X,O,X,O,X,X,X,X
JTIZLSO,X,X,X,O,O,X,X,X,X,O,X,X,X
JTIZLOS,X,X,X,X,O,X,X,X,X,O,X,X,X
JTIZSLO,X,X,X,O,O,X,O,X,X,O,X,X,X
JTIZSOL,X,X,X,O,X,X,O,X,X,O,X,X,X
JTIZOLS,X,X,X,X,O,X,X,O,X,X,X,X,X
JTIZOSL,X,X,X,O,X,X,O,O,O,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JTIOLZS,X,X,X,X,X,X,X,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,X,O,X,O,X,X,X,X
JTIOSZL,X,X,X,X,X,X,O,O,O,X,X,X,X
JTIOZLS,X,X,X,X,X,X,X,O,X,X,X,X,X
JTIOZSL,X,X,X,X,X,X,O,O,O,X,X,X,X
JTLISZO,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLISOZ,O,O,X,X,X,X,X,X,X,X,O,X,X
JTLIZSO,O,X,X,X,O,X,X,X,X,O,X,O,X
JTLIZOS,O,X,X,X,O,X,X,X,X,O,X,O,X
JTLIOSZ,O,O,X,X,X,X,X,X,O,X,O,X,X
JTLIOZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JTLSIZO,O,O,O,O,X,O,X,X,X,X,X,X,X
JTLSIOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JTLSZIO,O,O,O,O,X,X,X,X,X,O,X,X,X
JTLSZOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JTLSOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JTLSOZI,O,X,O,O,X,X,X,X,X,O,X,X,X
JTLZISO,O,X,X,O,O,X,X,X,X,O,O,O,X
JTLZIOS,O,X,X,X,O,X,X,X,X,O,O,O,X
JTLZSIO,O,X,X,O,O,X,X,X,X,O,X,X,X
JTLZSOI,X,X,X,O,X,X,X,X,X,O,X,X,X
JTLZOIS,O,X,X,X,O,X,X,X,X,O,X,X,X
JTLZOSI,X,X,X,X,X,X,X,X,X,O,X,X,X
JTLOISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JTLOIZS,O,X,X,X,X,X,X,X,X,O,X,X,X
JTLOSIZ,O,X,O,X,X,X,X,X,X,X,X,X,X
JTLOSZI,O,X,O,X,X,X,X,X,X,O,X,X,X
JTLOZIS,O,X,X,X,X,X,X,X,X,O,X,X,X
JTLOZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTSILZO,O,O,O,O,X,O,O,X,X,X,X,X,X
JTSILOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
JTSIZLO,O,X,O,O,X,O,O,X,X,X,X,X,X
JTSIZOL,X,X,X,O,X,X,O,X,X,X,X,X,X
JTSIOLZ,O,X,O,X,X,O,O,X,O,X,X,X,X
JTSIOZL,X,X,X,X,X,X,O,X,O,X,X,X,X
JTSLIZO,O,O,O,O,X,O,O,X,X,X,X,X,X
JTSLIOZ,O,O,O,X,X,O,O,X,X,X,X,X,X
JTSLZIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JTSLZOI,X,X,O,O,X,X,X,X,X,O,X,X,X
JTSLOIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JTSLOZI,X,O,O,O,X,X,X,X,X,O,X,X,X
JTSZILO,O,X,X,O,X,X,O,X,X,O,X,X,X
JTSZIOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JTSZLIO,O,O,O,O,X,X,O,X,X,O,X,X,X
JTSZLOI,O,X,O,O,X,X,X,X,X,O,X,X,X
JTSZOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
JTSZOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
JTSOILZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTSOIZL,X,O,X,X,X,X,X,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,X,X,X,X,X,X,X,X,X
JTSOLZI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTSOZIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JTSOZLI,X,O,X,O,X,X,X,X,X,X,X,X,X
JTZILSO,O,X,X,O,O,X,X,X,X,O,O,O,X
JTZILOS,O,X,X,X,O,X,X,X,O,O,O,O,X
JTZISLO,X,X,X,O,O,X,O,X,X,O,X,X,X
JTZISOL,X,X,X,O,X,X,O,X,O,O,X,X,X
JTZIOLS,X,X,X,X,O,X,X,O,O,X,X,X,X
JTZIOSL,X,X,X,O,X,X,O,O,O,X,X,X,X
JTZLISO,O,X,X,O,O,X,X,X,X,O,O,O,X
JTZLIOS,O,X,X,X,O,X,X,X,X,O,O,O,X
JTZLSIO,O,X,X,O,O,X,X,X,X,O,X,X,X
JTZLSOI,X,X,X,O,X,X,X,X,X,O,X,X,X
JTZLOIS,O,X,X,X,O,X,X,X,X,O,X,X,X
JTZLOSI,X,X,X,X,X,X,X,X,X,O,X,X,X
JTZSILO,O,X,X,O,O,X,O,X,X,O,X,X,X
JTZSIOL,O,X,X,O,X,X,O,X,X,O,X,X,X
JTZSLIO,O,O,X,O,O,X,O,X,X,O,X,X,X
JTZSLOI,O,X,X,O,X,X,X,X,X,O,X,X,X
JTZSOIL,O,X,X,O,X,X,X,X,X,O,X,X,X
JTZSOLI,O,X,X,O,X,X,X,X,X,O,X,X,X
JTZOILS,X,X,X,X,O,X,X,O,X,X,X,X,X
JTZOISL,X,X,X,O,X,X,X,O,X,X,X,X,X
JTZOLIS,O,X,X,X,O,X,X,O,X,O,X,X,X
JTZOLSI,X,X,X,X,X,X,X,X,X,O,X,X,X
JTZOSIL,X,X,X,O,X,X,X,O,X,O,X,X,X
JTZOSLI,X,X,X,O,X,X,X,X,X,O,X,X,X
JTOILSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JTOILZS,O,X,X,X,X,X,X,O,X,X,X,X,X
JTOISLZ,X,O,X,X,X,X,X,X,O,X,X,X,X
JTOISZL,X,O,X,X,X,X,X,O,O,X,X,X,X
JTOIZLS,X,X,X,X,X,X,X,O,X,X,X,X,X
JTOIZSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JTOLISZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JTOLIZS,O,X,X,X,X,X,X,O,X,O,X,X,X
JTOLSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOLSZI,O,O,X,X,X,X,X,X,X,O,X,X,X
JTOLZIS,O,X,X,X,X,X,X,O,X,O,X,X,X
JTOLZSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTOSILZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JTOSIZL,X,O,X,X,X,X,X,O,X,X,X,X,X
JTOSLIZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOSLZI,O,O,X,O,X,X,X,X,X,X,X,X,X
JTOSZIL,X,O,X,O,X,X,X,O,X,X,X,X,X
JTOSZLI,X,O,X,O,X,X,X,X,X,X,X,X,X
JTOZILS,X,X,X,X,X,X,X,O,X,X,X,X,X
JTOZISL,X,X,X,O,X,X,X,O,X,X,X,X,X
JTOZLIS,O,X,X,X,X,X,X,O,X,O,X,X,X
JTOZLSI,O,X,X,X,X,X,X,X,X,O,X,X,X
JTOZSIL,X,O,X,O,X,X,X,O,X,O,X,X,X
JTOZSLI,X,O,X,O,X,X,X,X,X,O,X,X,X
JITLSZO,O,X,X,X,X,X,X,X,X,X,X,X,X
JITLSOZ,O,X,X,X,X,X,X,X,X,X,X,X,X
JITLZSO,O,X,X,X,X,X,X,X,X,O,X,O,X
JITLZOS,O,X,X,X,X,X,X,X,X,O,X,O,X
JITLOSZ,O,X,X,X,X,X,X,X,O,X,X,X,X
JITLOZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JITSLZO,X,O,X,X,X,X,X,X,X,X,X,X,X
JITSLOZ,X,O,X,X,X,X,X,X,X,X,X,X,X
JITSZLO,X,X,X,X,X,X,X,X,X,X,X,X,X
JITSZOL,X,X,X,X,X,X,X,X,X,X,X,X,X
JITSOLZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JITSOZL,X,X,X,X,X,X,X,X,O,X,X,X,X
JITZLSO,X,X,X,X,X,X,X,X,X,O,X,X,X
JITZLOS,X,X,X,X,X,X,X,X,X,O,X,X,X
JITZSLO,X,X,X,X,X,X,X,X,X,O,X,X,X
JITZSOL,X,X,X,X,X,X,X,X,X,O,X,X,X
JITZOLS,X,X,X,X,X,X,X,O,X,X,X,X,X
JITZOSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JITOLSZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JITOLZS,X,X,X,X,X,X,X,O,X,X,X,X,X
JITOSLZ,X,X,X,X,X,X,X,X,O,X,X,X,X
JITOSZL,X,X,X,X,X,X,X,O,O,X,X,X,X
JITOZLS,X,X,X,X,X,X,X,O,X,X,X,X,X
JITOZSL,X,X,X,X,X,X,X,O,O,X,X,X,X
JILTSZO,O,O,X,X,X,X,X,X,X,X,X,X,X
JILTSOZ,O,O,X,X,X,X,X,X,X,X,X,X,X
JILTZSO,O,X,X,X,X,X,X,X,X,O,X,O,X
JILTZOS,O,X,X,X,X,X,X,X,X,O,X,O,X
JILTOSZ,O,O,X,X,X,X,X,X,O,X,X,X,X
JILTOZS,O,X,X,X,X,X,X,X,X,O,X,O,X
JILSTZO,O,O,O,X,X,O,X,X,X,X,X,X,X
JILSTOZ,O,O,O,X,X,O,X,X,X,X,X,X,X
JILSZTO,O,O,X,X,X,O,X,X,X,X,X,O,X
JILSZOT,O,O,O,X,X,O,X,X,X,X,X,O,X
