sequence,v115@4gA8IeE8FeD8EeG8CeE8Jei6IvhFzbBxdBckBelB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBifB3kBFmB0q?BmpB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhFXbBKhBxdB1pBzq?BcqB,v115@4gA8IeE8FeD8EeG8CeE8Jem6IvhFzbBxdBKkBFmB0q?BfqB,v115@4gA8IeE8FeD8EeG8CeE8Je37IvhFxdB0fBVmBifBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeK/IvhFfgBxdBUhBlgBmp?BzqB,v115@4gA8IeE8FeD8EeG8CeE8JeO/IvhF8fBzbBxiBypB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Jey/IvhFzbB0fBxiB2pB3q?BFrB,v115@4gA8IeE8FeD8EeG8CeE8Je06IvhFzbBxdBKkBFlBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8Jez7IvhFxdBKkBUgBlfBXm?B2vB,v115@4gA8IeE8FeD8EeG8CeE8JeT6IvhFxdBlgBikBXmBUq?BmqB
JTSIZLO,O,X,X,X,O,X,X,O,X,X,X
JTSIZOL,O,X,X,X,O,X,X,O,X,X,X
JTSIOLZ,X,X,O,X,X,X,X,O,X,O,X
JTSIOZL,X,X,O,X,O,X,X,O,X,X,X
JTSLIZO,X,O,X,X,O,X,X,O,X,O,X
JTSLIOZ,X,X,X,X,X,X,X,O,X,O,X
JTSLZIO,X,O,X,X,O,X,X,O,X,O,X
JTSLZOI,X,O,X,X,O,X,X,O,X,O,X
JTSLOIZ,X,X,X,X,X,X,X,O,X,O,X
JTSLOZI,X,X,X,X,X,X,X,O,X,O,X
JTSZILO,O,X,X,X,O,X,X,O,X,X,X
JTSZIOL,O,X,X,X,O,X,X,O,X,X,X
JTSZLIO,O,X,X,X,O,X,X,O,X,X,X
JTSZLOI,O,X,X,X,O,X,X,O,X,X,X
JTSZOIL,O,X,X,X,O,X,X,O,X,X,X
JTSZOLI,O,X,X,X,O,X,X,O,X,X,X
JTSOILZ,X,X,O,X,X,X,X,O,X,O,X
JTSOIZL,X,X,O,X,O,X,X,O,X,X,X
JTSOLIZ,X,X,O,X,X,X,X,O,X,O,X
JTSOLZI,X,X,O,X,X,X,X,O,X,O,X
JTSOZIL,X,X,O,X,O,X,X,O,X,X,X
JTSOZLI,X,X,O,X,O,X,X,O,X,X,X
JTZILSO,O,X,X,O,O,O,X,X,X,X,X
JTZILOS,X,X,X,O,X,X,X,X,X,X,X
JTZISLO,O,O,X,X,O,X,X,X,X,X,X
JTZISOL,O,O,X,X,O,X,X,X,X,X,X
JTZIOLS,X,X,O,O,X,X,X,X,X,X,X
JTZIOSL,X,O,O,X,O,X,X,X,X,X,X
JTZLISO,O,X,X,O,O,O,X,X,X,X,X
JTZLIOS,X,X,X,O,X,X,X,X,X,X,X
JTZLSIO,O,X,X,O,O,O,X,X,X,X,X
JTZLSOI,O,X,X,O,O,O,X,X,X,X,X
JTZLOIS,X,X,X,O,X,X,X,X,X,X,X
JTZLOSI,X,X,X,O,X,X,X,X,X,X,X
JTZSILO,O,O,X,X,O,X,X,X,X,X,X
JTZSIOL,O,O,X,X,O,X,X,X,X,X,X
JTZSLIO,O,O,X,X,O,X,X,X,X,X,X
JTZSLOI,O,O,X,X,O,X,X,X,X,X,X
JTZSOIL,O,O,X,X,O,X,X,X,X,X,X
JTZSOLI,O,O,X,X,O,X,X,X,X,X,X
JTZOILS,X,X,O,O,X,X,X,X,X,X,X
JTZOISL,X,O,O,X,O,X,X,X,X,X,X
JTZOLIS,X,X,O,O,X,X,X,X,X,X,X
JTZOLSI,X,X,O,O,X,X,X,X,X,X,X
JTZOSIL,X,O,O,X,O,X,X,X,X,X,X
JTZOSLI,X,O,O,X,O,X,X,X,X,X,X
JTOILSZ,X,X,O,X,O,O,X,X,X,X,X
JTOILZS,X,X,O,X,O,O,X,X,X,X,X
JTOISLZ,X,X,O,X,O,X,X,X,X,X,X
JTOISZL,X,X,O,X,O,X,X,X,X,X,X
JTOIZLS,X,X,O,O,O,O,X,X,X,X,X
JTOIZSL,X,O,O,X,O,X,X,X,X,X,X
JTOLISZ,X,X,O,X,O,O,X,X,X,X,X
JTOLIZS,X,X,O,X,O,O,X,X,X,X,X
JTOLSIZ,X,X,O,X,O,O,X,X,X,X,X
JTOLSZI,X,X,O,X,O,O,X,X,X,X,X
JTOLZIS,X,X,O,X,O,O,X,X,X,X,X
JTOLZSI,X,X,O,X,O,O,X,X,X,X,X
JTOSILZ,X,X,O,X,O,X,X,X,X,X,X
JTOSIZL,X,X,O,X,O,X,X,X,X,X,X
JTOSLIZ,X,X,O,X,O,X,X,X,X,X,X
JTOSLZI,X,X,O,X,O,X,X,X,X,X,X
JTOSZIL,X,X,O,X,O,X,X,X,X,X,X
JTOSZLI,X,X,O,X,O,X,X,X,X,X,X
JTOZILS,X,X,O,O,O,O,X,X,X,X,X
JTOZISL,X,O,O,X,O,X,X,X,X,X,X
JTOZLIS,X,X,O,O,O,O,X,X,X,X,X
JTOZLSI,X,X,O,O,O,O,X,X,X,X,X
JTOZSIL,X,O,O,X,O,X,X,X,X,X,X
JTOZSLI,X,O,O,X,O,X,X,X,X,X,X
JITLSZO,X,X,X,X,O,O,X,O,X,O,X
JITLSOZ,X,X,X,X,X,O,X,O,X,O,X
JITLZSO,X,X,X,X,O,O,X,X,X,O,X
JITLZOS,X,X,X,X,X,X,X,X,X,O,X
JITLOSZ,X,X,O,X,X,O,X,X,X,X,X
JITLOZS,X,X,O,X,X,O,X,X,X,X,X
JITSLZO,X,O,X,X,O,X,X,O,X,O,X
JITSLOZ,X,X,X,X,X,X,X,O,X,O,X
JITSZLO,O,X,X,X,O,X,X,O,X,X,X
JITSZOL,O,X,X,X,O,X,X,O,X,X,X
JITSOLZ,X,X,O,X,X,X,X,O,X,O,X
JITSOZL,X,X,O,X,O,X,X,O,X,X,X
JITZLSO,O,X,X,O,O,O,X,X,X,X,X
JITZLOS,X,X,X,O,X,X,X,X,X,X,X
JITZSLO,O,O,X,X,O,X,X,X,X,X,X
JITZSOL,O,O,X,X,O,X,X,X,X,X,X
JITZOLS,X,X,O,O,X,X,X,X,X,X,X
JITZOSL,X,O,O,X,O,X,X,X,X,X,X
JITOLSZ,X,X,O,X,O,O,X,X,X,X,X
JITOLZS,X,X,O,X,O,O,X,X,X,X,X
JITOSLZ,X,X,O,X,O,X,X,X,X,X,X
JITOSZL,X,X,O,X,O,X,X,X,X,X,X
JITOZLS,X,X,O,O,O,O,X,X,X,X,X
JITOZSL,X,O,O,X,O,X,X,X,X,X,X
JILTSZO,X,X,X,X,O,O,X,O,X,O,X
JILTSOZ,X,X,X,X,X,O,X,O,X,O,X
JILTZSO,X,X,X,X,O,O,X,X,X,O,X
JILTZOS,X,X,X,X,X,X,X,X,X,O,X
JILTOSZ,X,X,X,X,X,O,X,X,X,X,O
JILTOZS,X,X,X,X,X,O,X,X,X,X,X
JILSTZO,X,X,X,X,X,O,O,O,X,O,X
JILSTOZ,X,X,X,X,X,O,O,O,X,O,O
JILSZTO,O,X,X,X,X,O,O,O,X,O,X
JILSZOT,O,X,X,X,X,O,O,X,X,O,X
JILSOTZ,X,X,X,X,X,O,X,O,O,O,O
JILSOZT,X,X,X,X,X,O,X,X,X,O,X
JILZTSO,O,X,X,O,O,O,O,X,X,O,X
JILZTOS,X,X,X,O,X,X,X,X,X,O,O
JILZSTO,O,X,X,X,X,O,O,O,X,O,O
JILZSOT,O,X,X,X,X,O,O,X,X,O,O
JILZOTS,X,X,X,X,X,O,X,X,X,O,O
JILZOST,O,X,X,X,X,O,O,X,X,O,O
JILOTSZ,X,X,O,X,O,O,X,X,X,X,O
JILOTZS,X,X,O,X,O,O,X,X,X,X,X
JILOSTZ,X,X,X,X,X,O,X,O,X,O,O
JILOSZT,X,X,X,X,X,O,X,X,X,O,X
JILOZTS,X,X,X,X,X,O,X,X,X,O,O
JILOZST,X,X,X,X,X,O,X,X,X,O,O
JISTLZO,X,O,X,X,O,X,X,O,X,O,X
JISTLOZ,X,X,X,X,X,X,X,O,X,O,O
JISTZLO,O,X,X,X,O,X,X,O,X,X,X
JISTZOL,O,X,X,X,O,X,X,O,X,X,X
JISTOLZ,X,X,X,X,X,X,X,O,X,O,X
JISTOZL,X,X,X,X,O,X,X,O,X,X,X
JISLTZO,X,O,X,X,X,O,O,O,X,O,X
JISLTOZ,X,X,X,X,X,O,O,O,X,O,O
JISLZTO,O,O,X,X,X,O,O,O,X,O,X
JISLZOT,O,X,X,X,X,O,O,X,X,O,X
JISLOTZ,X,X,X,X,X,O,X,O,O,O,O
JISLOZT,X,X,X,X,X,O,X,X,X,O,X
JISZTLO,O,O,X,X,O,X,X,O,X,X,O
JISZTOL,O,O,X,X,O,X,X,O,X,X,X
JISZLTO,O,O,X,X,X,O,X,O,X,O,O
JISZLOT,O,X,X,X,X,O,X,X,X,O,O
JISZOTL,O,X,X,X,X,X,X,X,X,X,X
JISZOLT,O,X,X,X,X,X,X,X,X,O,X
JISOTLZ,X,X,X,X,O,X,X,O,X,O,X
JISOTZL,X,X,X,X,O,X,X,O,X,X,X
JISOLTZ,X,X,X,X,X,O,X,O,O,O,X
JISOLZT,X,X,X,X,X,O,X,X,X,O,X
JISOZTL,O,X,X,X,X,X,X,X,X,X,X
JISOZLT,O,X,X,X,X,O,X,X,X,O,X
JIZTLSO,O,X,X,O,O,O,X,X,X,X,X
JIZTLOS,X,X,X,O,X,X,X,X,X,X,X
JIZTSLO,O,O,X,X,O,X,X,X,X,X,X
JIZTSOL,O,O,X,X,O,X,X,X,X,X,X
JIZTOLS,X,X,X,O,X,X,X,X,X,X,X
JIZTOSL,X,O,X,X,O,X,X,X,X,X,X
JIZLTSO,O,X,X,O,O,O,X,X,X,O,X
JIZLTOS,X,X,X,O,X,X,X,X,X,O,O
JIZLSTO,O,X,X,X,X,O,X,O,X,O,O
JIZLSOT,O,X,X,X,X,O,X,X,X,O,O
JIZLOTS,X,X,X,X,X,O,X,X,X,O,O
JIZLOST,O,X,X,X,X,O,X,X,X,O,O
JIZSTLO,O,O,X,X,O,X,X,O,X,X,O
JIZSTOL,O,O,X,X,O,X,X,O,X,X,X
JIZSLTO,O,O,X,X,X,O,X,O,X,O,O
JIZSLOT,O,X,X,X,X,O,X,X,X,O,O
JIZSOTL,O,X,X,X,X,X,X,X,X,X,X
JIZSOLT,O,X,X,X,X,X,X,X,X,O,X
JIZOTLS,X,X,X,X,O,O,X,X,X,X,X
JIZOTSL,X,X,X,X,O,X,X,X,X,X,X
JIZOLTS,X,X,X,X,X,O,X,X,X,X,X
JIZOLST,O,X,X,X,X,O,X,X,X,X,X
JIZOSTL,O,X,X,X,X,X,X,X,X,X,X
JIZOSLT,O,X,X,X,X,O,X,X,X,X,X
JIOTLSZ,X,X,O,X,O,O,X,X,X,X,X
JIOTLZS,X,X,O,X,O,O,X,X,X,X,X
JIOTSLZ,X,X,O,X,O,X,X,X,X,X,X
JIOTSZL,X,X,O,X,O,X,X,X,X,X,X
JIOTZLS,X,X,O,X,O,O,X,X,X,X,X
JIOTZSL,X,X,O,X,O,X,X,X,X,X,X
JIOLTSZ,X,X,O,X,O,O,X,X,X,X,X
JIOLTZS,X,X,O,X,O,O,X,X,X,X,X
JIOLSTZ,X,X,X,X,X,O,X,O,X,O,X
JIOLSZT,X,X,X,X,X,O,X,X,X,O,X
JIOLZTS,X,X,X,X,X,O,X,X,X,O,X
JIOLZST,X,X,X,X,X,O,X,X,X,O,X
JIOSTLZ,X,X,X,X,O,X,X,O,X,O,X
JIOSTZL,X,X,X,X,O,X,X,O,X,X,X
JIOSLTZ,X,X,X,X,X,O,X,O,X,O,X
JIOSLZT,X,X,X,X,X,O,X,X,X,O,X
JIOSZTL,O,X,X,X,X,X,X,X,X,X,X
JIOSZLT,O,X,X,X,X,O,X,X,X,O,X
JIOZTLS,X,X,X,X,O,O,X,X,X,X,X
JIOZTSL,X,X,X,X,O,X,X,X,X,X,X
JIOZLTS,X,X,X,X,X,O,X,X,X,X,X
JIOZLST,O,X,X,X,X,O,X,X,X,X,X
JIOZSTL,O,X,X,X,X,X,X,X,X,X,X
JIOZSLT,O,X,X,X,X,O,X,X,X,X,X
JLTISZO,X,X,X,X,O,O,X,O,X,O,X
JLTISOZ,X,X,X,X,X,O,X,O,X,O,X
JLTIZSO,X,X,X,X,O,O,X,X,X,O,X
JLTIZOS,X,X,X,X,X,X,X,X,X,O,X
JLTIOSZ,X,X,X,X,X,O,X,X,X,X,O
JLTIOZS,X,X,X,X,X,O,X,X,X,X,X
JLTSIZO,X,X,X,X,O,O,X,O,X,O,X
JLTSIOZ,X,X,X,X,X,O,X,O,X,O,X
JLTSZIO,X,X,X,X,O,O,X,O,X,O,X
JLTSZOI,X,X,X,X,O,O,X,O,X,O,X
JLTSOIZ,X,X,X,X,X,O,X,O,X,O,X
JLTSOZI,X,X,X,X,X,O,X,O,X,O,X
JLTZISO,X,X,X,X,O,O,X,X,X,O,X
JLTZIOS,X,X,X,X,X,X,X,X,X,O,X
JLTZSIO,X,X,X,X,O,O,X,X,X,O,X
JLTZSOI,X,X,X,X,O,O,X,X,X,O,X
JLTZOIS,X,X,X,X,X,X,X,X,X,O,X
JLTZOSI,X,X,X,X,X,X,X,X,X,O,X
JLTOISZ,X,X,X,X,X,O,X,X,X,X,O
JLTOIZS,X,X,X,X,X,O,X,X,X,X,X
JLTOSIZ,X,X,X,X,X,O,X,X,X,X,O
JLTOSZI,X,X,X,X,X,O,X,X,X,X,O
JLTOZIS,X,X,X,X,X,O,X,X,X,X,X
JLTOZSI,X,X,X,X,X,O,X,X,X,X,X
JLITSZO,X,X,X,X,O,O,X,O,X,O,X
JLITSOZ,X,X,X,X,X,O,X,O,X,O,X
JLITZSO,X,X,X,X,O,O,X,X,X,O,X
JLITZOS,X,X,X,X,X,X,X,X,X,O,X
JLITOSZ,X,X,X,X,X,O,X,X,X,X,O
JLITOZS,X,X,X,X,X,O,X,X,X,X,X
JLISTZO,X,X,X,X,X,O,O,O,X,O,X
JLISTOZ,X,X,X,X,X,O,O,O,X,O,O
JLISZTO,O,X,X,X,X,O,O,O,X,O,X
JLISZOT,O,X,X,X,X,O,O,X,X,O,X
JLISOTZ,X,X,X,X,X,O,X,O,O,O,O
JLISOZT,X,X,X,X,X,O,X,X,X,O,X
JLIZTSO,O,X,X,O,O,O,O,X,X,O,X
JLIZTOS,X,X,X,O,X,X,X,X,X,O,O
JLIZSTO,O,X,X,X,X,O,O,O,X,O,O
JLIZSOT,O,X,X,X,X,O,O,X,X,O,O
JLIZOTS,X,X,X,X,X,O,X,X,X,O,O
JLIZOST,O,X,X,X,X,O,O,X,X,O,O
JLIOTSZ,X,X,O,X,O,O,X,X,X,X,O
JLIOTZS,X,X,O,X,O,O,X,X,X,X,X
JLIOSTZ,X,X,X,X,X,O,X,O,X,O,O
JLIOSZT,X,X,X,X,X,O,X,X,X,O,X
JLIOZTS,X,X,X,X,X,O,X,X,X,O,O
JLIOZST,X,X,X,X,X,O,X,X,X,O,O
JLSTIZO,X,X,X,X,X,O,O,O,X,O,X
JLSTIOZ,X,X,X,X,X,O,O,O,X,O,O
JLSTZIO,X,X,X,X,X,O,O,O,X,O,X
JLSTZOI,X,X,X,X,X,O,O,O,X,O,X
JLSTOIZ,X,X,X,X,X,O,O,O,X,O,O
JLSTOZI,X,X,X,X,X,O,O,O,X,O,O
JLSITZO,X,X,X,X,X,O,O,O,X,O,X
JLSITOZ,X,X,X,X,X,O,O,O,X,O,O
JLSIZTO,O,X,X,X,X,O,O,O,X,O,X
JLSIZOT,O,X,X,X,X,O,O,X,X,O,X
JLSIOTZ,X,X,X,X,X,O,X,O,O,O,O
JLSIOZT,X,X,X,X,X,O,X,X,X,O,X
JLSZTIO,O,X,X,X,X,O,O,O,X,O,X
JLSZTOI,O,X,X,X,X,O,O,O,X,O,X
JLSZITO,O,X,X,X,X,O,O,O,X,O,X
JLSZIOT,O,X,X,X,X,O,O,X,X,O,X
JLSZOTI,O,X,X,X,X,O,O,X,X,O,X
JLSZOIT,O,X,X,X,X,O,O,X,X,O,X
JLSOTIZ,X,X,X,X,X,O,X,O,O,O,O
JLSOTZI,X,X,X,X,X,O,X,O,O,O,O
JLSOITZ,X,X,X,X,X,O,X,O,O,O,O
JLSOIZT,X,X,X,X,X,O,X,X,X,O,X
JLSOZTI,X,X,X,X,X,O,X,X,X,O,X
JLSOZIT,X,X,X,X,X,O,X,X,X,O,X
JLZTISO,O,X,X,O,O,O,O,X,X,O,X
JLZTIOS,X,X,X,O,X,X,X,X,X,O,O
JLZTSIO,O,X,X,O,O,O,O,X,X,O,X
JLZTSOI,O,X,X,O,O,O,O,X,X,O,X
JLZTOIS,X,X,X,O,X,X,X,X,X,O,O
JLZTOSI,X,X,X,O,X,X,X,X,X,O,O
JLZITSO,O,X,X,O,O,O,O,X,X,O,X
JLZITOS,X,X,X,O,X,X,X,X,X,O,O
JLZISTO,O,X,X,X,X,O,O,O,X,O,O
JLZISOT,O,X,X,X,X,O,O,X,X,O,O
JLZIOTS,X,X,X,X,X,O,X,X,X,O,O
JLZIOST,O,X,X,X,X,O,O,X,X,O,O
JLZSTIO,O,X,X,X,X,O,O,O,X,O,O
JLZSTOI,O,X,X,X,X,O,O,O,X,O,O
JLZSITO,O,X,X,X,X,O,O,O,X,O,O
JLZSIOT,O,X,X,X,X,O,O,X,X,O,O
JLZSOTI,O,X,X,X,X,O,O,X,X,O,O
JLZSOIT,O,X,X,X,X,O,O,X,X,O,O
JLZOTIS,X,X,X,X,X,O,X,X,X,O,O
JLZOTSI,X,X,X,X,X,O,X,X,X,O,O
JLZOITS,X,X,X,X,X,O,X,X,X,O,O
JLZOIST,O,X,X,X,X,O,O,X,X,O,O
JLZOSTI,O,X,X,X,X,O,O,X,X,O,O
JLZOSIT,O,X,X,X,X,O,O,X,X,O,O
JLOTISZ,X,X,O,X,O,O,X,X,X,X,O
JLOTIZS,X,X,O,X,O,O,X,X,X,X,X
JLOTSIZ,X,X,O,X,O,O,X,X,X,X,O
JLOTSZI,X,X,O,X,O,O,X,X,X,X,O
JLOTZIS,X,X,O,X,O,O,X,X,X,X,X
JLOTZSI,X,X,O,X,O,O,X,X,X,X,X
JLOITSZ,X,X,O,X,O,O,X,X,X,X,O
JLOITZS,X,X,O,X,O,O,X,X,X,X,X
JLOISTZ,X,X,X,X,X,O,X,O,X,O,O
JLOISZT,X,X,X,X,X,O,X,X,X,O,X
JLOIZTS,X,X,X,X,X,O,X,X,X,O,O
JLOIZST,X,X,X,X,X,O,X,X,X,O,O
JLOSTIZ,X,X,X,X,X,O,X,O,X,O,O
JLOSTZI,X,X,X,X,X,O,X,O,X,O,O
JLOSITZ,X,X,X,X,X,O,X,O,X,O,O
JLOSIZT,X,X,X,X,X,O,X,X,X,O,X
JLOSZTI,X,X,X,X,X,O,X,X,X,O,X
JLOSZIT,X,X,X,X,X,O,X,X,X,O,X
JLOZTIS,X,X,X,X,X,O,X,X,X,O,O
JLOZTSI,X,X,X,X,X,O,X,X,X,O,O
JLOZITS,X,X,X,X,X,O,X,X,X,O,O
JLOZIST,X,X,X,X,X,O,X,X,X,O,O
JLOZSTI,X,X,X,X,X,O,X,X,X,O,O
JLOZSIT,X,X,X,X,X,O,X,X,X,O,O
JSTILZO,X,O,X,X,O,X,X,O,X,O,X
JSTILOZ,X,X,X,X,X,X,X,O,X,O,O
JSTIZLO,O,X,X,X,O,X,X,O,X,X,X
JSTIZOL,O,X,X,X,O,X,X,O,X,X,X
JSTIOLZ,X,X,X,X,X,X,X,O,X,O,X
JSTIOZL,X,X,X,X,O,X,X,O,X,X,X
JSTLIZO,X,O,X,X,O,X,X,O,X,O,X
JSTLIOZ,X,X,X,X,X,X,X,O,X,O,O
JSTLZIO,X,O,X,X,O,X,X,O,X,O,X
JSTLZOI,X,O,X,X,O,X,X,O,X,O,X
JSTLOIZ,X,X,X,X,X,X,X,O,X,O,O
JSTLOZI,X,X,X,X,X,X,X,O,X,O,O
JSTZILO,O,X,X,X,O,X,X,O,X,X,X
JSTZIOL,O,X,X,X,O,X,X,O,X,X,X
JSTZLIO,O,X,X,X,O,X,X,O,X,X,X
JSTZLOI,O,X,X,X,O,X,X,O,X,X,X
JSTZOIL,O,X,X,X,O,X,X,O,X,X,X
JSTZOLI,O,X,X,X,O,X,X,O,X,X,X
JSTOILZ,X,X,X,X,X,X,X,O,X,O,X
JSTOIZL,X,X,X,X,O,X,X,O,X,X,X
JSTOLIZ,X,X,X,X,X,X,X,O,X,O,X
JSTOLZI,X,X,X,X,X,X,X,O,X,O,X
JSTOZIL,X,X,X,X,O,X,X,O,X,X,X
JSTOZLI,X,X,X,X,O,X,X,O,X,X,X
JSITLZO,X,O,X,X,O,X,X,O,X,O,X
JSITLOZ,X,X,X,X,X,X,X,O,X,O,O
JSITZLO,O,X,X,X,O,X,X,O,X,X,X
JSITZOL,O,X,X,X,O,X,X,O,X,X,X
JSITOLZ,X,X,X,X,X,X,X,O,X,O,X
JSITOZL,X,X,X,X,O,X,X,O,X,X,X
JSILTZO,X,O,X,X,X,O,O,O,X,O,X
JSILTOZ,X,X,X,X,X,O,O,O,X,O,O
JSILZTO,O,O,X,X,X,O,O,O,X,O,X
JSILZOT,O,X,X,X,X,O,O,X,X,O,X
JSILOTZ,X,X,X,X,X,O,X,O,O,O,O
JSILOZT,X,X,X,X,X,O,X,X,X,O,X
JSIZTLO,O,O,X,X,O,X,X,O,X,X,O
JSIZTOL,O,O,X,X,O,X,X,O,X,X,X
JSIZLTO,O,O,X,X,X,O,X,O,X,O,O
JSIZLOT,O,X,X,X,X,O,X,X,X,O,O
JSIZOTL,O,X,X,X,X,X,X,X,X,X,X
JSIZOLT,O,X,X,X,X,X,X,X,X,O,X
JSIOTLZ,X,X,X,X,O,X,X,O,X,O,X
JSIOTZL,X,X,X,X,O,X,X,O,X,X,X
JSIOLTZ,X,X,X,X,X,O,X,O,O,O,X
JSIOLZT,X,X,X,X,X,O,X,X,X,O,X
JSIOZTL,O,X,X,X,X,X,X,X,X,X,X
JSIOZLT,O,X,X,X,X,O,X,X,X,O,X
JSLTIZO,X,O,X,X,X,O,O,O,X,O,X
JSLTIOZ,X,X,X,X,X,O,O,O,X,O,O
JSLTZIO,X,O,X,X,X,O,O,O,X,O,X
JSLTZOI,X,O,X,X,X,O,O,O,X,O,X
JSLTOIZ,X,X,X,X,X,O,O,O,X,O,O
JSLTOZI,X,X,X,X,X,O,O,O,X,O,O
JSLITZO,X,O,X,X,X,O,O,O,X,O,X
JSLITOZ,X,X,X,X,X,O,O,O,X,O,O
JSLIZTO,O,O,X,X,X,O,O,O,X,O,X
JSLIZOT,O,X,X,X,X,O,O,X,X,O,X
JSLIOTZ,X,X,X,X,X,O,X,O,O,O,O
JSLIOZT,X,X,X,X,X,O,X,X,X,O,X
JSLZTIO,O,O,X,X,X,O,O,O,X,O,X
JSLZTOI,O,O,X,X,X,O,O,O,X,O,X
JSLZITO,O,O,X,X,X,O,O,O,X,O,X
JSLZIOT,O,X,X,X,X,O,O,X,X,O,X
JSLZOTI,O,X,X,X,X,O,O,X,X,O,X
JSLZOIT,O,X,X,X,X,O,O,X,X,O,X
JSLOTIZ,X,X,X,X,X,O,X,O,O,O,O
JSLOTZI,X,X,X,X,X,O,X,O,O,O,O
JSLOITZ,X,X,X,X,X,O,X,O,O,O,O
JSLOIZT,X,X,X,X,X,O,X,X,X,O,X
JSLOZTI,X,X,X,X,X,O,X,X,X,O,X
JSLOZIT,X,X,X,X,X,O,X,X,X,O,X
JSZTILO,O,O,X,X,O,X,X,O,X,X,O
JSZTIOL,O,O,X,X,O,X,X,O,X,X,X
JSZTLIO,O,O,X,X,O,X,X,O,X,X,O
JSZTLOI,O,O,X,X,O,X,X,O,X,X,O
JSZTOIL,O,O,X,X,O,X,X,O,X,X,X
JSZTOLI,O,O,X,X,O,X,X,O,X,X,X
JSZITLO,O,O,X,X,O,X,X,O,X,X,O
JSZITOL,O,O,X,X,O,X,X,O,X,X,X
JSZILTO,O,O,X,X,X,O,X,O,X,O,O
JSZILOT,O,X,X,X,X,O,X,X,X,O,O
JSZIOTL,O,X,X,X,X,X,X,X,X,X,X
JSZIOLT,O,X,X,X,X,X,X,X,X,O,X
JSZLTIO,O,O,X,X,X,O,X,O,X,O,O
JSZLTOI,O,O,X,X,X,O,X,O,X,O,O
JSZLITO,O,O,X,X,X,O,X,O,X,O,O
JSZLIOT,O,X,X,X,X,O,X,X,X,O,O
JSZLOTI,O,X,X,X,X,O,X,X,X,O,O
JSZLOIT,O,X,X,X,X,O,X,X,X,O,O
JSZOTIL,O,X,X,X,X,X,X,X,X,X,X
JSZOTLI,O,X,X,X,X,X,X,X,X,X,X
JSZOITL,O,X,X,X,X,X,X,X,X,X,X
JSZOILT,O,X,X,X,X,X,X,X,X,O,X
JSZOLTI,O,X,X,X,X,X,X,X,X,O,X
JSZOLIT,O,X,X,X,X,X,X,X,X,O,X
JSOTILZ,X,X,X,X,O,X,X,O,X,O,X
JSOTIZL,X,X,X,X,O,X,X,O,X,X,X
JSOTLIZ,X,X,X,X,O,X,X,O,X,O,X
JSOTLZI,X,X,X,X,O,X,X,O,X,O,X
JSOTZIL,X,X,X,X,O,X,X,O,X,X,X
JSOTZLI,X,X,X,X,O,X,X,O,X,X,X
JSOITLZ,X,X,X,X,O,X,X,O,X,O,X
JSOITZL,X,X,X,X,O,X,X,O,X,X,X
JSOILTZ,X,X,X,X,X,O,X,O,O,O,X
JSOILZT,X,X,X,X,X,O,X,X,X,O,X
JSOIZTL,O,X,X,X,X,X,X,X,X,X,X
JSOIZLT,O,X,X,X,X,O,X,X,X,O,X
JSOLTIZ,X,X,X,X,X,O,X,O,O,O,X
JSOLTZI,X,X,X,X,X,O,X,O,O,O,X
JSOLITZ,X,X,X,X,X,O,X,O,O,O,X
JSOLIZT,X,X,X,X,X,O,X,X,X,O,X
JSOLZTI,X,X,X,X,X,O,X,X,X,O,X
JSOLZIT,X,X,X,X,X,O,X,X,X,O,X
JSOZTIL,O,X,X,X,X,X,X,X,X,X,X
JSOZTLI,O,X,X,X,X,X,X,X,X,X,X
JSOZITL,O,X,X,X,X,X,X,X,X,X,X
JSOZILT,O,X,X,X,X,O,X,X,X,O,X
JSOZLTI,O,X,X,X,X,O,X,X,X,O,X
JSOZLIT,O,X,X,X,X,O,X,X,X,O,X
JZTILSO,O,X,X,O,O,O,X,X,X,X,X
JZTILOS,X,X,X,O,X,X,X,X,X,X,X
JZTISLO,O,O,X,X,O,X,X,X,X,X,X
JZTISOL,O,O,X,X,O,X,X,X,X,X,X
JZTIOLS,X,X,X,O,X,X,X,X,X,X,X
JZTIOSL,X,O,X,X,O,X,X,X,X,X,X
JZTLISO,O,X,X,O,O,O,X,X,X,X,X
JZTLIOS,X,X,X,O,X,X,X,X,X,X,X
JZTLSIO,O,X,X,O,O,O,X,X,X,X,X
JZTLSOI,O,X,X,O,O,O,X,X,X,X,X
JZTLOIS,X,X,X,O,X,X,X,X,X,X,X
JZTLOSI,X,X,X,O,X,X,X,X,X,X,X
JZTSILO,O,O,X,X,O,X,X,X,X,X,X
JZTSIOL,O,O,X,X,O,X,X,X,X,X,X
JZTSLIO,O,O,X,X,O,X,X,X,X,X,X
JZTSLOI,O,O,X,X,O,X,X,X,X,X,X
JZTSOIL,O,O,X,X,O,X,X,X,X,X,X
JZTSOLI,O,O,X,X,O,X,X,X,X,X,X
JZTOILS,X,X,X,O,X,X,X,X,X,X,X
JZTOISL,X,O,X,X,O,X,X,X,X,X,X
JZTOLIS,X,X,X,O,X,X,X,X,X,X,X
