sequence,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhFxbBXdB?ylBFnBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhF5gBOhB?XdBKqBFnB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFxcBOlB?VmBUiB3qBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeX9IvhFRgBUgB?6rBOsBFmBTqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFxcBUiB?OqBXmBzrBlqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhFXdBKmB?OqBFnB5lB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Jez6IvhFXdBylB?FnBxqB+qB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeU8IvhFFdBGgB?alBxmB3qBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeR7IvhFShBUgB?/rBFnBTqBOsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhFXdBylB?FnBxqBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeWAJvhF0cBylB?FnBxqBTqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhFXdBmgB?FnBxqBTqB0rB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JefBJvhFxcBalB?WrBFnBzrBUqB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeF9IvhFRgBWnB?3gB8qBaqBzrB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeC7IvhF0cBmgB?FnBxqBTqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8Je08IvhFzgBFnB?xqBaqBGqBXsB,v115@zgA8GeC8FeE8FeD8EeE8BeA8BeC8JeT8IvhFUgBVnB?2rB5lBaqBXsB
IOZTJLS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,O,X
IOZTJSL,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X
IOZTSLJ,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,O,X
IOZTSJL,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZLTJS,O,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
IOZLTSJ,O,X,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
IOZLJTS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
IOZLJST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZLSTJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZLSJT,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZJTLS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
IOZJTSL,O,X,O,X,X,X,X,O,O,X,X,X,X,O,X,X,X
IOZJLTS,O,X,O,X,O,X,X,O,X,X,X,X,X,O,X,X,X
IOZJLST,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
IOZJSTL,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
IOZJSLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSTJL,O,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSLTJ,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOZSLJT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
IOZSJTL,O,X,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X
IOZSJLT,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LTIJSZO,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
LTIJSOZ,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X
LTIJZSO,X,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X
LTIJZOS,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LTIJOSZ,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LTIJOZS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LTISJZO,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
LTISJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LTISZJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LTISZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTISOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LTISOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
LTIZJSO,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LTIZJOS,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LTIZSJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LTIZSOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTIZOJS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X
LTIZOSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LTIOJSZ,X,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X
LTIOJZS,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X
LTIOSJZ,X,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X
LTIOSZJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X
LTIOZJS,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,O,X
LTIOZSJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X
LTJISZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJISOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJIZSO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTJIZOS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJIOSZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJIOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIZO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSIOZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJSZIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTJSZOI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJSOIZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJSOZI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJZISO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LTJZIOS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTJZSIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJZSOI,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTJZOIS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LTJZOSI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTJOISZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJOIZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTJOSIZ,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJOSZI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTJOZIS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O
LTJOZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSIJZO,X,O,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X
LTSIJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LTSIZJO,X,O,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X
LTSIZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSIOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LTSIOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
LTSJIZO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSJIOZ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSJZIO,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTSJZOI,X,O,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LTSJOIZ,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSJOZI,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTSZIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZJIO,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZJOI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSZOIJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSZOJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOIJZ,O,O,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTSOIZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LTSOJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOJZI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTSOZIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTSOZJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZIJSO,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZIJOS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZISJO,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LTZISOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZIOJS,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O,O,X
LTZIOSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LTZJISO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJIOS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZJSIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZJSOI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTZJOIS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LTZJOSI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSIJO,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSIOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSJIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSJOI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZSOIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZSOJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOIJS,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOISJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOJIS,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOJSI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTZOSIJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTZOSJI,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJSZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOIJZS,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
LTOISJZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOISZJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOIZJS,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOIZSJ,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X
LTOJISZ,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOJIZS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X
LTOJSIZ,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOJSZI,O,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LTOJZIS,O,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,O
LTOJZSI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,O,O,X,O,O,O,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOSJIZ,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOSJZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOSZJI,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZIJS,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LTOZISJ,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X
LTOZJIS,O,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LTOZJSI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LTOZSIJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTOZSJI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LITJSZO,X,O,X,X,X,O,O,X,X,O,O,X,X,X,X,X,X
LITJSOZ,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X,X,X
LITJZSO,X,X,X,X,X,O,O,O,X,O,O,X,X,X,X,X,X
LITJZOS,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LITJOSZ,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LITJOZS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LITSJZO,X,O,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X
LITSJOZ,X,O,O,X,X,O,O,X,X,O,X,X,X,X,X,X,X
LITSZJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LITSZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITSOJZ,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X
LITSOZJ,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X
LITZJSO,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LITZJOS,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LITZSJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LITZSOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LITZOJS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O,O,X
LITZOSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LITOJSZ,X,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X
LITOJZS,X,X,O,X,O,O,O,X,X,X,O,O,X,X,O,O,X
LITOSJZ,X,O,O,X,O,O,O,X,X,O,X,O,X,X,O,X,X
LITOSZJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X
LITOZJS,X,O,O,X,O,X,O,X,X,X,O,O,X,X,O,O,X
LITOZSJ,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X
LIJTSZO,X,O,X,O,X,O,O,X,X,O,O,X,X,X,X,X,X
LIJTSOZ,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X,X,X
LIJTZSO,X,X,X,X,X,O,O,O,X,O,O,X,X,O,X,X,X
LIJTZOS,X,X,X,X,X,O,O,O,X,X,O,X,X,X,X,X,X
LIJTOSZ,X,O,X,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJTOZS,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LIJSTZO,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LIJSTOZ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LIJSZTO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSZOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,X,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIJZSTO,X,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZSOT,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJZOST,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIJOTZS,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,X,X
LIJOSTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIJOZTS,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIJOZST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISTJZO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LISTJOZ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LISTZJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LISTZOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISTOJZ,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X
LISTOZJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LISJTZO,X,X,O,O,X,X,X,O,X,O,O,X,X,X,X,X,X
LISJTOZ,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LISJZTO,X,X,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LISJZOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LISZTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJTO,X,O,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X
LISZJOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LISOJTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X
LIZTSJO,X,O,O,X,X,X,O,O,X,O,O,X,X,X,X,X,X
LIZTSOJ,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZTOJS,X,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
LIZTOSJ,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
LIZJTSO,X,O,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X
LIZJTOS,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZJSTO,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIZJSOT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIZJOST,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LIZSTOJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJTO,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LIZSJOT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIZOJTS,X,O,O,X,O,X,X,X,X,X,O,X,X,O,X,X,X
LIZOJST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIOTJZS,X,X,O,X,O,O,O,X,X,X,O,X,X,X,X,O,X
LIOTSJZ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIOTSZJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LIOTZJS,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,O,X
LIOTZSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,O,X
LIOJTSZ,X,O,O,X,O,O,O,X,X,O,X,X,X,X,X,X,X
LIOJTZS,X,X,O,X,O,O,O,X,X,X,O,X,X,O,X,X,X
LIOJSTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOJZST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X
LIOZJTS,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LIOZJST,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTISZO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTISOZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTIZSO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJTIZOS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSIOZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTSZIO,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJTSZOI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTSOIZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTSOZI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTZISO,X,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X
LJTZIOS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTZSOI,X,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X
LJTZOIS,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTZOSI,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTOSZI,X,O,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LJTOZIS,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
LJITSZO,X,O,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X
LJITSOZ,X,O,X,O,X,O,X,X,X,O,X,X,O,X,X,X,X
LJITZSO,X,X,X,X,X,O,X,O,X,O,O,X,X,O,X,X,X
LJITZOS,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X
LJITOSZ,X,O,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X
LJITOZS,X,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJISTZO,X,X,O,O,X,X,X,X,X,O,O,X,X,X,X,X,X
LJISTOZ,X,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
LJISZTO,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISZOT,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
LJIZSTO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIZSOT,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIZOTS,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
LJIZOST,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,O,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X
LJIOTZS,X,X,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X
LJIOSTZ,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X
