sequence,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFzbBfiBxdBGjBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcB8hBCeBmlBxs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFXcBxdBzhBSoBml?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFRcBGeBfmB0mBln?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhFFcBxdBzhBmlBft?B6tB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cBTgBliBimBct?BGtB,v115@zgA8IeB8HeB8HeD8AeM8LeaAJvhFUcBFdBfmBGoBRs?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFfiBigBGjB0iBFm?BTtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhF3cB+jBTgBliBim?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeF7IvhFxcB3gBcmBTnB6t?BOtB,v115@zgA8IeB8HeB8HeD8AeM8LeU7IvhF1hBziBimB5oB3l?BmsB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcB+jBigB3iBFm?BUtB,v115@zgA8IeB8HeB8HeD8AeM8LeR7IvhFzcBigB3iBFmBct?BGtB
LTOIZSJ,O,X,X,X,X,O,X,X,X,X,O,X,O
LTOJISZ,X,X,O,O,X,X,X,X,X,X,X,X,X
LTOJIZS,X,X,O,X,X,X,X,X,X,X,O,X,X
LTOJSIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOJSZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOJZIS,O,X,O,X,X,X,X,X,X,X,O,X,X
LTOJZSI,O,X,O,X,X,X,X,X,X,X,X,X,X
LTOSIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOSIZJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LTOSJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOSJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LTOSZIJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LTOSZJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LTOZIJS,O,X,O,X,X,O,X,X,X,X,O,X,X
LTOZISJ,O,X,X,X,X,O,X,X,X,X,O,X,O
LTOZJIS,O,X,O,X,X,O,X,X,X,X,O,X,X
LTOZJSI,O,X,O,X,X,O,X,X,X,X,X,X,X
LTOZSIJ,O,X,X,X,X,O,X,X,X,X,O,X,O
LTOZSJI,O,X,X,X,X,O,X,X,X,X,X,X,O
LITJSZO,X,O,O,O,X,X,O,O,X,X,X,X,X
LITJSOZ,X,X,O,O,X,X,O,O,X,X,X,X,X
LITJZSO,X,O,O,O,X,X,O,O,X,X,X,X,O
LITJZOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LITJOSZ,X,X,O,O,X,X,O,O,X,X,X,X,X
LITJOZS,X,O,O,X,X,X,X,X,X,X,O,X,X
LITSJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
LITSJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
LITSZJO,O,O,X,O,X,X,O,X,X,X,X,X,O
LITSZOJ,O,X,X,O,X,X,O,X,X,X,O,X,O
LITSOJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LITSOZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
LITZJSO,O,O,X,O,X,X,O,X,X,X,X,X,O
LITZJOS,O,O,X,X,X,X,X,X,X,X,O,X,X
LITZSJO,O,O,X,X,X,X,O,X,X,X,X,X,O
LITZSOJ,O,X,X,X,X,X,O,X,X,X,O,X,O
LITZOJS,O,O,O,X,X,X,X,X,X,X,O,X,X
LITZOSJ,O,X,X,X,X,X,X,X,X,X,O,X,O
LITOJSZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LITOJZS,X,X,O,X,X,X,X,X,X,X,O,X,X
LITOSJZ,O,X,O,X,X,X,O,X,X,X,X,X,X
LITOSZJ,O,X,X,X,X,X,O,X,X,X,O,X,X
LITOZJS,O,O,O,X,X,X,X,X,X,X,O,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,O,X,O
LIJTSZO,O,O,O,X,X,X,O,O,X,X,X,O,X
LIJTSOZ,O,X,O,X,X,X,O,O,X,X,X,O,X
LIJTZSO,X,O,O,X,X,X,O,O,X,X,X,O,X
LIJTZOS,X,O,X,X,X,X,X,X,X,X,O,O,X
LIJTOSZ,O,X,O,X,X,X,O,O,X,X,X,O,X
LIJTOZS,X,O,O,X,X,X,X,X,X,X,O,O,X
LIJSTZO,O,O,O,X,X,X,O,O,X,X,X,O,X
LIJSTOZ,O,X,O,X,X,X,O,O,X,X,X,O,X
LIJSZTO,O,O,O,X,X,X,O,O,X,X,X,X,X
LIJSZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJSOTZ,O,X,O,X,X,X,O,X,X,X,X,O,X
LIJSOZT,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJZTSO,X,O,O,X,X,X,O,O,X,X,X,X,X
LIJZTOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJZSTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LIJZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LIJZOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
LIJZOST,X,O,X,X,X,X,X,X,X,X,X,X,X
LIJOTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
LIJOTZS,X,O,O,X,X,X,X,X,O,X,O,X,X
LIJOSTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
LIJOSZT,X,X,O,X,X,X,O,X,O,X,X,X,X
LIJOZTS,X,O,O,X,X,X,X,X,O,X,O,X,X
LIJOZST,X,O,O,X,X,X,X,X,O,X,X,X,X
LISTJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
LISTJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
LISTZJO,O,O,X,O,X,X,O,X,X,X,X,X,X
LISTZOJ,O,X,X,O,X,X,O,X,X,X,O,X,X
LISTOJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LISTOZJ,O,X,X,O,X,X,O,X,X,X,O,X,X
LISJTZO,O,O,O,O,X,X,O,O,X,X,X,X,X
LISJTOZ,O,X,O,O,X,X,O,O,X,X,X,X,X
LISJZTO,O,O,O,O,X,X,O,O,X,X,X,X,X
LISJZOT,X,O,X,O,X,X,O,X,X,X,X,X,X
LISJOTZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LISJOZT,X,X,X,O,X,X,O,X,X,X,X,X,X
LISZTJO,X,O,X,O,X,X,O,X,X,X,X,X,X
LISZTOJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LISZJTO,X,O,X,O,X,X,O,X,X,X,X,X,X
LISZJOT,X,O,X,O,X,X,O,X,X,X,X,X,X
LISZOTJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LISZOJT,X,O,X,O,X,O,O,X,X,X,X,X,X
LISOTJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LISOTZJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LISOJTZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LISOJZT,X,X,O,O,X,O,O,X,X,X,X,X,X
LISOZTJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LISOZJT,X,X,O,O,X,O,O,X,X,X,X,X,X
LIZTJSO,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZTJOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZTSJO,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZTSOJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LIZTOJS,X,O,O,X,X,O,X,X,X,X,O,X,X
LIZTOSJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LIZJTSO,X,O,O,X,X,X,O,O,X,X,X,X,X
LIZJTOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZJSTO,X,O,O,X,X,X,O,X,X,X,X,X,X
LIZJSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZJOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
LIZJOST,X,O,X,X,X,X,X,X,X,X,X,X,X
LIZSTJO,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSTOJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LIZSJTO,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSJOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LIZSOTJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LIZSOJT,X,O,X,X,X,O,O,X,X,X,X,X,X
LIZOTJS,X,O,O,X,X,O,X,X,X,X,O,X,X
LIZOTSJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LIZOJTS,X,O,O,X,X,O,X,X,X,X,O,X,X
LIZOJST,X,O,O,X,X,O,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LIZOSJT,X,O,O,X,X,O,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTJZS,X,X,O,X,X,X,X,X,X,X,O,X,X
LIOTSJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOTSZJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LIOTZJS,X,O,O,X,X,O,X,X,X,X,O,X,X
LIOTZSJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOJTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
LIOJTZS,X,O,O,X,X,X,X,X,O,X,O,X,X
LIOJSTZ,X,X,O,X,X,X,O,X,O,X,X,X,X
LIOJSZT,X,X,O,X,X,O,O,X,O,X,X,X,X
LIOJZTS,X,O,O,X,X,O,X,X,O,X,O,X,X
LIOJZST,X,O,O,X,X,O,X,X,O,X,X,X,X
LIOSTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSTZJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LIOSJTZ,X,X,O,X,X,X,O,X,X,X,X,X,X
LIOSJZT,X,X,O,X,X,O,O,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,O,O,X,X,X,O,X,X
LIOSZJT,X,X,O,X,X,O,O,X,X,X,X,X,X
LIOZTJS,X,O,O,X,X,O,X,X,X,X,O,X,X
LIOZTSJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOZJTS,X,O,O,X,X,O,X,X,X,X,O,X,X
LIOZJST,X,O,O,X,X,O,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,O,X,X,X,X,O,X,X
LIOZSJT,X,O,O,X,X,O,X,X,X,X,X,X,X
LJTISZO,O,O,O,O,X,X,O,O,X,X,X,O,X
LJTISOZ,O,X,O,O,X,X,O,O,O,X,X,O,X
LJTIZSO,X,O,O,O,X,X,O,O,X,X,X,O,X
LJTIZOS,X,O,X,X,X,X,X,X,X,X,O,O,X
LJTIOSZ,O,X,O,O,X,X,O,O,O,X,X,O,X
LJTIOZS,X,O,O,X,X,X,X,X,O,X,O,O,X
LJTSIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
LJTSIOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
LJTSZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LJTSZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
LJTSOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
LJTSOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJTZISO,O,O,O,O,X,X,O,O,X,X,X,O,X
LJTZIOS,O,O,X,X,X,X,X,X,X,X,O,O,X
LJTZSIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LJTZSOI,O,X,X,O,O,X,O,O,O,X,X,O,X
LJTZOIS,O,X,O,X,O,X,X,X,O,X,O,O,X
LJTZOSI,O,X,O,X,O,X,X,X,O,X,X,O,X
LJTOISZ,O,X,O,O,X,X,O,O,O,X,X,O,X
LJTOIZS,X,X,O,X,O,X,X,X,O,X,O,O,X
LJTOSIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
LJTOSZI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJTOZIS,O,X,O,X,O,X,X,X,O,X,O,O,X
LJTOZSI,O,X,O,X,O,X,X,X,O,X,X,O,X
LJITSZO,O,O,O,X,X,X,O,O,X,X,X,O,X
LJITSOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
LJITZSO,X,O,O,X,X,X,O,O,X,X,X,O,X
LJITZOS,X,O,X,X,X,X,X,X,X,X,O,O,X
LJITOSZ,O,X,O,X,X,X,O,O,O,X,X,O,X
LJITOZS,X,O,O,X,X,X,X,X,O,X,O,O,X
LJISTZO,O,O,O,X,X,X,O,O,X,X,X,O,X
LJISTOZ,O,X,O,X,X,X,O,O,O,X,X,O,X
LJISZTO,O,O,O,X,X,X,O,O,X,X,X,X,X
LJISZOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJISOTZ,O,X,O,X,X,X,O,X,O,X,X,O,X
LJISOZT,X,X,X,X,X,X,O,X,O,X,X,X,X
LJIZTSO,X,O,O,X,X,X,O,O,X,X,X,X,X
LJIZTOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LJIZSTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LJIZSOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJIZOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
LJIZOST,X,O,X,X,X,X,X,X,X,X,X,X,X
LJIOTSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
LJIOTZS,X,O,O,X,X,X,X,X,O,X,O,X,X
LJIOSTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
LJIOSZT,X,X,O,X,X,X,O,X,O,X,X,X,X
LJIOZTS,X,O,O,X,X,X,X,X,O,X,O,X,X
LJIOZST,X,O,O,X,X,X,X,X,O,X,X,X,X
LJSTIZO,O,X,O,O,O,X,O,O,X,X,X,O,X
LJSTIOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
LJSTZIO,O,O,O,O,O,X,O,O,X,X,X,O,X
LJSTZOI,O,X,X,O,O,X,O,O,O,X,X,O,X
LJSTOIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
LJSTOZI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJSITZO,O,X,O,O,O,X,O,O,X,X,X,O,X
LJSITOZ,O,X,O,O,O,X,O,O,O,X,X,O,X
LJSIZTO,O,X,O,O,O,X,O,O,X,X,X,X,X
LJSIZOT,X,X,X,O,O,X,O,X,X,X,X,X,X
LJSIOTZ,O,X,O,O,O,X,O,X,O,X,X,O,X
LJSIOZT,X,X,X,O,O,X,O,X,O,X,X,X,X
LJSZTIO,O,O,O,O,O,X,O,O,X,X,X,X,X
LJSZTOI,O,X,X,O,O,O,O,O,O,X,X,X,X
LJSZITO,O,O,O,O,O,X,O,O,X,X,X,X,X
LJSZIOT,X,O,X,O,O,X,O,X,X,X,X,X,X
LJSZOTI,X,X,X,O,O,O,O,O,O,X,X,O,X
LJSZOIT,X,X,X,O,O,O,X,X,O,X,X,X,X
LJSOTIZ,O,X,O,O,O,X,X,O,O,X,X,O,X
LJSOTZI,O,X,O,O,O,X,O,O,O,X,X,O,X
LJSOITZ,O,X,O,O,O,X,X,X,O,X,X,O,X
LJSOIZT,X,X,O,O,O,O,X,X,O,X,X,X,X
LJSOZTI,X,X,O,O,O,O,O,O,O,X,X,O,X
LJSOZIT,X,X,O,O,O,O,X,X,O,X,X,X,X
LJZTISO,X,O,O,X,X,X,O,O,X,X,X,X,X
LJZTIOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LJZTSIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LJZTSOI,O,X,X,X,O,O,O,O,O,X,X,X,X
LJZTOIS,X,X,O,X,O,O,X,X,O,X,O,X,X
LJZTOSI,O,X,O,X,O,O,X,X,O,X,X,X,X
LJZITSO,X,O,O,X,X,X,O,O,X,X,X,X,X
LJZITOS,X,O,X,X,X,X,X,X,X,X,O,X,X
LJZISTO,O,O,O,X,X,X,O,X,X,X,X,X,X
LJZISOT,X,O,X,X,X,X,O,X,X,X,X,X,X
LJZIOTS,X,O,X,X,X,X,X,X,X,X,O,X,X
LJZIOST,X,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTIO,O,O,O,X,O,X,O,O,X,X,X,X,X
LJZSTOI,O,X,X,X,O,O,O,O,O,X,X,X,X
LJZSITO,O,O,O,X,O,X,O,O,X,X,X,X,X
LJZSIOT,X,O,X,X,O,X,X,X,X,X,X,X,X
LJZSOTI,X,X,X,X,O,O,O,O,O,X,X,O,X
LJZSOIT,X,X,X,X,O,O,X,X,O,X,X,X,X
LJZOTIS,X,X,O,X,O,O,X,X,O,X,O,X,X
LJZOTSI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJZOITS,X,X,O,X,O,O,X,X,O,X,O,X,X
LJZOIST,X,X,O,X,X,O,X,X,O,X,X,X,X
LJZOSTI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJZOSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOTISZ,O,X,O,X,X,X,O,O,O,X,X,X,X
LJOTIZS,X,X,O,X,O,X,X,X,O,X,O,X,X
LJOTSIZ,O,X,O,X,O,X,X,O,O,X,X,X,X
LJOTSZI,O,X,O,X,O,X,O,O,O,X,X,X,X
LJOTZIS,X,X,O,X,O,X,X,X,O,X,O,X,X
LJOTZSI,O,X,O,X,O,X,X,X,O,X,X,X,X
LJOITSZ,X,X,O,X,X,X,O,O,O,X,X,X,X
LJOITZS,X,X,O,X,O,X,X,X,O,X,O,X,X
LJOISTZ,O,X,O,X,X,X,O,X,O,X,X,X,X
LJOISZT,X,X,O,X,X,O,O,X,O,X,X,X,X
LJOIZTS,X,X,O,X,O,O,X,X,O,X,O,X,X
LJOIZST,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOSTIZ,O,X,O,X,O,X,X,O,O,X,X,O,X
LJOSTZI,O,X,O,X,O,X,O,O,O,X,X,O,X
LJOSITZ,O,X,O,X,O,X,X,X,O,X,X,O,X
LJOSIZT,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOSZTI,X,X,O,X,O,O,O,O,O,X,X,O,X
LJOSZIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOZTIS,X,X,O,X,O,O,X,X,O,X,O,X,X
LJOZTSI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOZITS,X,X,O,X,O,O,X,X,O,X,O,X,X
LJOZIST,X,X,O,X,X,O,X,X,O,X,X,X,X
LJOZSTI,X,X,O,X,O,O,X,X,O,X,X,X,X
LJOZSIT,X,X,O,X,O,O,X,X,O,X,X,X,X
LSTIJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
LSTIZJO,O,X,X,O,X,X,O,X,X,X,X,X,X
LSTIZOJ,O,X,X,O,X,X,O,X,X,X,O,X,X
LSTIOJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LSTIOZJ,O,X,X,O,X,X,O,X,X,X,O,X,X
LSTJIZO,O,X,X,O,X,X,X,O,X,X,X,X,X
LSTJIOZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LSTJZIO,O,X,X,O,X,X,X,O,X,X,X,X,X
LSTJZOI,O,X,X,O,X,X,X,O,X,X,X,X,X
LSTJOIZ,O,X,X,O,X,X,X,O,X,X,X,X,X
LSTJOZI,O,X,X,O,X,X,X,O,X,X,X,X,X
LSTZIJO,O,X,X,O,X,X,O,X,X,X,X,X,X
LSTZIOJ,O,X,X,O,X,O,O,X,X,O,O,X,X
LSTZJIO,O,X,X,O,X,X,O,X,X,X,X,X,X
LSTZJOI,O,X,X,O,X,O,X,X,X,O,X,X,X
LSTZOIJ,O,X,X,O,X,O,O,X,X,O,O,X,X
LSTZOJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LSTOIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,X,X,O,X,O,X,X,X,X,O,X,X
LSTOJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTOJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LSTOZJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LSITJZO,X,X,X,O,X,X,O,X,X,X,X,X,X
LSITJOZ,O,X,X,O,X,X,O,X,X,X,X,X,X
LSITZJO,O,X,X,O,X,X,O,X,X,X,X,X,X
LSITZOJ,O,X,X,O,X,X,O,X,X,X,O,X,X
LSITOJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LSITOZJ,O,X,X,O,X,X,O,X,X,X,O,X,X
LSIJTZO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSIJTOZ,O,X,O,O,X,X,O,O,X,X,X,X,X
LSIJZTO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSIJZOT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIJOTZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LSIJOZT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIZTJO,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIZTOJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LSIZJTO,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIZJOT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSIZOTJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSIZOJT,X,X,X,O,X,O,O,X,X,X,X,X,X
LSIOTJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LSIOTZJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LSIOJTZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSIOJZT,X,X,O,O,X,O,O,X,X,X,X,X,X
LSIOZTJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSIOZJT,X,X,O,O,X,O,O,X,X,X,X,X,X
LSJTIZO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJTIOZ,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJTZIO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJTZOI,O,X,X,O,X,X,O,O,X,X,X,X,X
LSJTOIZ,O,X,O,O,X,X,X,O,X,X,X,O,X
LSJTOZI,O,X,O,O,X,X,O,O,X,X,X,O,X
LSJITZO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJITOZ,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJIZTO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJIZOT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJIOTZ,O,X,O,O,X,X,O,X,X,X,X,O,X
LSJIOZT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJZTIO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJZTOI,O,X,X,O,X,O,O,O,X,X,X,X,X
LSJZITO,O,X,O,O,X,X,O,O,X,X,X,X,X
LSJZIOT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSJZOTI,X,X,X,O,X,O,O,O,X,X,X,O,X
LSJZOIT,X,X,X,O,X,O,X,X,X,X,X,X,X
LSJOTIZ,O,X,O,O,X,X,X,O,X,X,X,O,X
LSJOTZI,O,X,O,O,X,X,O,O,X,X,X,O,X
LSJOITZ,O,X,O,O,X,X,X,X,X,X,X,O,X
LSJOIZT,X,X,O,O,X,O,X,X,X,X,X,X,X
LSJOZTI,X,X,O,O,X,O,O,O,X,X,X,O,X
LSJOZIT,X,X,O,O,X,O,X,X,X,X,X,X,X
LSZTIJO,O,X,X,O,X,X,O,X,X,X,X,X,X
LSZTIOJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LSZTJIO,O,X,X,O,X,X,O,X,X,X,X,X,X
LSZTJOI,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LSZTOJI,O,X,X,O,X,O,X,X,X,X,X,X,X
LSZITJO,X,X,X,O,X,X,O,X,X,X,X,X,X
LSZITOJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LSZIJTO,X,X,X,O,X,X,O,X,X,X,X,X,X
LSZIJOT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSZIOTJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSZIOJT,X,X,X,O,X,O,O,X,X,X,X,X,X
LSZJTIO,O,X,X,O,X,X,O,O,X,X,X,X,X
LSZJTOI,O,X,X,O,X,O,X,O,X,X,X,X,X
LSZJITO,O,X,X,O,X,X,O,O,X,X,X,X,X
LSZJIOT,X,X,X,O,X,X,O,X,X,X,X,X,X
LSZJOTI,X,X,X,O,X,O,X,O,X,X,X,X,X
LSZJOIT,X,X,X,O,X,O,X,X,X,X,X,X,X
LSZOTIJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSZOTJI,X,X,X,O,X,O,X,X,X,X,X,X,X
LSZOITJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSZOIJT,X,X,X,O,X,O,O,X,X,X,X,X,X
LSZOJTI,X,X,X,O,X,O,X,X,X,X,X,X,X
LSZOJIT,X,X,X,O,X,O,X,X,X,X,X,X,X
LSOTIJZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOTIZJ,O,X,X,O,X,O,X,X,X,X,O,X,X
LSOTJIZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOTJZI,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LSOTZJI,O,X,X,O,X,O,X,X,X,O,X,X,X
LSOITJZ,O,X,O,O,X,X,O,X,X,X,X,X,X
LSOITZJ,O,X,X,O,X,O,O,X,X,X,O,X,X
LSOIJTZ,X,X,O,O,X,X,O,X,X,X,X,X,X
LSOIJZT,X,X,O,O,X,O,O,X,X,X,X,X,X
LSOIZTJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSOIZJT,X,X,O,O,X,O,O,X,X,X,X,X,X
LSOJTIZ,O,X,O,O,X,X,X,O,X,X,X,X,X
LSOJTZI,O,X,O,O,X,X,X,O,X,X,X,X,X
LSOJITZ,O,X,O,O,X,X,X,X,X,X,X,X,X
LSOJIZT,X,X,O,O,X,O,X,X,X,X,X,X,X
LSOJZTI,X,X,O,O,X,O,X,O,X,X,X,X,X
LSOJZIT,X,X,O,O,X,O,X,X,X,X,X,X,X
LSOZTIJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSOZTJI,X,X,X,O,X,O,X,X,X,X,X,X,X
LSOZITJ,X,X,X,O,X,O,O,X,X,X,O,X,X
LSOZIJT,X,X,O,O,X,O,O,X,X,X,X,X,X
LSOZJTI,X,X,O,O,X,O,X,X,X,X,X,X,X
LSOZJIT,X,X,O,O,X,O,X,X,X,X,X,X,X
LZTIJSO,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTIJOS,O,O,X,X,X,X,X,X,X,X,O,X,X
LZTISJO,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTISOJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LZTIOJS,O,O,O,X,X,O,X,X,X,X,O,X,X
LZTIOSJ,O,X,X,X,X,O,X,X,X,X,O,X,X
LZTJISO,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X,X,X,O,X,X
LZTJSIO,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTJSOI,O,X,X,O,X,O,X,X,X,X,X,X,X
LZTJOIS,O,X,X,X,X,O,X,X,X,X,O,X,X
LZTJOSI,O,X,X,X,X,O,X,X,X,X,X,X,X
LZTSIJO,O,X,X,O,X,X,X,X,X,X,X,X,X
