sequence,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhFRcBukB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jem6IvhFRcB6kB3gBF?iB0mBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFOgBicB5lBF?iBfqB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBfqBl?lBzmBCrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF2gBRcBFiBf?qB6qB0rB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUdBFhBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFygBFiBxlBG?lBzmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jei6IvhF5gBzfB/mBF?iBmmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je//IvhFRcBigBFiB+?qB0rBzpB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFegBRcBFiBS?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBf?qB0mBuqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Je2/IvhFRbBUhBFiBf?qB6qBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex/IvhF/mBFiB0fBS?qBmmBTqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiB0fB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeKBJvhFxfBFiBXgB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhB0fBFiB+?qBXqBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhF6lBxhBXgBm?mBlmBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFKgBRcBFiBW?qB0mB3qB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFKhBXgBFiB+?qB0pBzrB,v115@6gC8HeC8FeD8CeA8BeE8BeF8JeT6IvhFXgBxhBanBG?mBllBUqB,v115@6gC8HeC8FeD8CeA8BeE8BeF8Jex6IvhFlcB0fB/mBO?nBSqBTqB
LITOSJZ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOSZJ,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LITOZSJ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJTSZO,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,O,X,X
LIJTSOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTZSO,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LIJTZOS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJTOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJTOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJSTZO,X,X,X,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,O,X,O
LIJSTOZ,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJSZTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJSZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJSOTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJSOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJZTSO,O,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O,X,X,X,X,O
LIJZTOS,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X
LIJZSTO,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIJZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
LIJZOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIJZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LIJOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIJOTZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIJOSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIJOZTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIJOZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTJZO,X,X,O,X,X,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X
LISTJOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LISTZJO,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISTZOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISTOJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISTOZJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJTZO,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISJTOZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJZOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISZTOJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
LISZJTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISZJOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LISZOJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTZJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOJZT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZTJ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O
LIZTJOS,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X
LIZTSJO,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O
LIZTSOJ,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZTOJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZTOSJ,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
LIZJTOS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZJSTO,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LIZJSOT,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
LIZJOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZJOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LIZSTJO,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LIZSTOJ,O,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LIZSJTO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZSJOT,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
LIZSOTJ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,O
LIZSOJT,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O,X
LIZOTJS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZOTSJ,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZOJTS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIZOJST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LIZOSTJ,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,O
LIZOSJT,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIOTJSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LIOTJZS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LIOTSJZ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTSZJ,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZJS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTZSJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJTZS,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJSZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIOJZTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOJZST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOSTJZ,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSTZJ,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOZTJS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOZTSJ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZJTS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X
LIOZJST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIOZSTJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LIOZSJT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X
LJTISZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LJTISOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIZSO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LJTIZOS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTIOSZ,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTIOZS,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTSIZO,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O,X,X,X,O,X,O
LJTSIOZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZIO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LJTSZOI,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LJTSOIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSOZI,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LJTZISO,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,O,X,O,X,X,O
LJTZIOS,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
LJTZSIO,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJTZSOI,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJTZOIS,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LJTZOSI,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
LJTOISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTOIZS,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJTOZIS,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJTOZSI,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJITSZO,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O,X,X,X,O,X,X
LJITSOZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITZSO,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X
LJITZOS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJITOSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJITOZS,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJISTZO,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O
LJISTOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJISZTO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJISZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJISOTZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJISOZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIZTSO,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,O,X,O,X,X,O
LJIZTOS,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LJIZSTO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJIZSOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
LJIZOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LJIZOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LJIOTSZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJIOTZS,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJIOSTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOSZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJIOZTS,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LJIOZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSTIZO,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O
LJSTIOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTZIO,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LJSTZOI,X,X,X,X,X,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LJSTOIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTOZI,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LJSITZO,X,X,X,X,X,O,X,X,O,X,X,X,O,O,O,X,X,X,O,X,O
LJSITOZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSIZTO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJSIZOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSIOTZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSIOZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSZTIO,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJSZTOI,X,X,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJSZITO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJSZIOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSZOTI,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O
LJSZOIT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJSOTIZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOTZI,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LJSOITZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSOIZT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJSOZTI,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O
LJSOZIT,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJZTISO,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,O,X,O,X,X,O
LJZTIOS,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,X,O,X,X,X
LJZTSIO,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJZTSOI,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJZTOIS,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LJZTOSI,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
LJZITSO,O,O,X,X,X,O,X,X,O,O,X,X,X,O,O,O,X,O,X,X,O
LJZITOS,O,O,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O,O,X,X,X
LJZISTO,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O
LJZISOT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,O
LJZIOTS,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LJZIOST,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LJZSTIO,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJZSTOI,O,O,X,X,X,O,X,X,O,O,X,O,X,X,X,O,X,O,O,X,O
LJZSITO,O,O,X,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O
LJZSIOT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
LJZSOTI,O,O,X,X,X,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,O
LJZSOIT,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O
LJZOTIS,O,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LJZOTSI,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
LJZOITS,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LJZOIST,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LJZOSTI,X,O,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O
LJZOSIT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOTISZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOTIZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOTSIZ,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X
LJOTZIS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X
LJOTZSI,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,O,X,O,X,X,X
LJOITSZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LJOITZS,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LJOISTZ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOISZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LJOIZTS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LJOIZST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJOSTIZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSTZI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O
LJOSITZ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSZTI,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O
LJOSZIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LJOZTIS,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X
LJOZTSI,O,O,X,X,X,O,X,X,O,O,X,X,X,X,X,O,X,O,X,X,X
LJOZITS,O,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X
LJOZIST,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O
LJOZSTI,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O
LJOZSIT,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
LSTIJZO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LSTIJOZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIZJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LSTIZOJ,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LSTIOJZ,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIOZJ,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTJIZO,X,X,O,X,O,O,X,X,O,X,X,O,O,O,O,X,X,X,O,X,X
LSTJIOZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJZIO,X,X,X,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,O
LSTJZOI,X,X,O,X,O,O,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X
LSTJOIZ,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJOZI,X,X,O,O,O,O,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X
LSTZIJO,X,X,O,X,O,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X,O
LSTZIOJ,X,X,O,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
LSTZJIO,X,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
LSTZJOI,X,X,O,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTZOIJ,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,O
LSTZOJI,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
LSTOIJZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOIZJ,O,O,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSTOJIZ,O,O,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTOJZI,O,O,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSTOZIJ,O,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,O
LSTOZJI,X,O,O,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
LSITJZO,X,X,O,X,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X
LSITJOZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
LSITZJO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LSITZOJ,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,O
LSITOJZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSITOZJ,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIJTZO,X,X,O,X,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
LSIJTOZ,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJZTO,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIJZOT,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
