sequence,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BfjB6jBUlBFmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFzb?BSjBUjBFlBXmBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFKh?BGeBUjBFlBzqBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BTjBUlBFmBerBXqB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jem6IvhFfj?B6jBUhBFlBzlBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jex6IvhFCe?BVlBTjBOrBXqB8qB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BlgB0fBXmBilBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez7IvhFSj?BVlBUjBXmBmkBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFCe?BVmBTjB0fB2qBRvB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8JeZAJvhFzb?BGeBUjB3qB6pBFrB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Je37IvhFGe?BVmBUjBZlBzqB6pB,v115@4gB8CeB8CeB8CeA8EeB8BeB8CeF8DeE8Jez9IvhF+j?BZlBUhBfrB6pBlqB
LISZTOJ,O,O,X,X,X,X,X,O,X,X,X,X
LISZJTO,O,X,X,X,O,X,X,X,X,X,X,X
LISZJOT,O,O,O,X,X,X,X,X,X,X,X,X
LISZOTJ,O,X,X,X,X,X,X,X,X,X,X,X
LISZOJT,O,O,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,O,X,X,O,X,X,O,X,X,X,X
LISOTZJ,O,O,X,X,X,X,X,O,X,X,X,X
LISOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,X,X,X,X,X
LISOZTJ,O,X,X,X,X,X,X,X,X,X,X,X
LISOZJT,O,O,X,X,X,X,X,X,X,X,X,X
LIZTJSO,O,O,X,X,X,X,X,X,X,X,X,X
LIZTJOS,O,O,O,X,X,X,X,X,X,X,X,X
LIZTSJO,O,O,X,X,X,X,X,X,X,X,X,X
LIZTSOJ,O,O,X,X,X,X,X,O,X,X,X,X
LIZTOJS,O,O,X,X,X,X,X,X,X,X,X,X
LIZTOSJ,O,X,X,X,X,X,X,X,X,X,X,X
LIZJTSO,O,O,X,X,X,X,X,X,X,X,X,X
LIZJTOS,O,O,O,X,X,X,X,X,X,X,X,X
LIZJSTO,O,X,X,X,X,X,X,X,X,X,X,X
LIZJSOT,O,O,O,X,X,X,X,X,X,X,X,X
LIZJOTS,X,X,O,X,X,X,X,X,X,X,X,X
LIZJOST,X,X,O,X,X,X,X,X,X,X,X,O
LIZSTJO,O,O,X,X,X,X,X,X,X,X,X,X
LIZSTOJ,O,O,X,X,X,X,X,O,X,X,X,X
LIZSJTO,O,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,O,X,X,X,X,X,X,X,X,X
LIZSOTJ,O,X,X,X,X,X,X,X,X,X,X,X
LIZSOJT,O,O,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,X,O,X,X,X,X,X,X,X,X,X
LIZOTSJ,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJTS,X,X,O,X,X,X,X,X,X,X,X,X
LIZOJST,X,X,O,X,X,X,X,X,X,X,X,X
LIZOSTJ,X,X,X,X,X,X,X,X,X,X,X,X
LIZOSJT,X,X,O,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,O,X,X,X,X,X,X,O,X,X,X
LIOTJZS,X,O,O,X,X,X,X,X,X,X,X,X
LIOTSJZ,X,O,X,X,X,X,X,O,O,X,X,X
LIOTSZJ,X,O,O,X,X,X,X,O,O,X,X,X
LIOTZJS,X,O,O,X,X,X,X,X,X,X,X,X
LIOTZSJ,X,X,O,X,X,X,X,X,O,X,X,X
LIOJTSZ,X,O,X,X,X,X,X,X,O,X,X,X
LIOJTZS,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSTZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,X,X,X,X,X,X,X,X
LIOJZTS,X,X,O,X,X,X,X,X,X,X,X,X
LIOJZST,X,X,O,X,X,X,X,X,X,X,X,X
LIOSTJZ,X,O,X,X,X,X,X,O,O,X,X,X
LIOSTZJ,X,O,X,X,X,X,X,O,O,X,X,X
LIOSJTZ,X,O,X,X,X,X,X,X,X,X,X,X
LIOSJZT,X,O,X,X,X,X,X,X,X,X,X,X
LIOSZTJ,X,X,X,X,X,X,X,X,X,X,X,X
LIOSZJT,X,O,O,X,X,X,X,X,X,X,X,X
LIOZTJS,X,X,O,X,X,X,X,X,X,X,X,X
LIOZTSJ,X,X,O,X,X,X,X,X,O,X,X,X
LIOZJTS,X,X,O,X,X,X,X,X,X,X,X,X
LIOZJST,X,X,O,X,X,X,X,X,X,X,X,X
LIOZSTJ,X,X,X,X,X,X,X,X,X,X,X,X
LIOZSJT,X,X,O,X,X,X,X,X,X,X,X,X
LJTISZO,X,O,X,X,O,X,X,X,X,X,X,X
LJTISOZ,X,O,X,X,O,X,X,O,X,X,X,X
LJTIZSO,X,O,X,X,O,X,X,X,X,X,X,X
LJTIZOS,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTIOZS,X,O,X,X,X,X,X,X,X,X,X,X
LJTSIZO,X,O,X,X,O,X,X,X,X,X,X,X
LJTSIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LJTSZIO,X,X,X,X,O,X,X,X,X,X,X,X
LJTSZOI,O,O,X,X,O,X,X,X,X,X,X,X
LJTSOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LJTSOZI,O,O,X,X,O,X,X,O,X,X,X,X
LJTZISO,X,O,X,X,X,X,X,X,X,X,X,X
LJTZIOS,X,O,X,X,X,X,X,X,X,X,X,X
LJTZSIO,X,X,X,X,O,X,X,X,X,X,X,X
LJTZSOI,X,O,X,X,O,X,X,X,X,X,X,X
LJTZOIS,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOSI,X,O,X,X,X,X,X,X,X,X,X,X
LJTOISZ,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSIZ,O,O,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,O,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZSI,X,O,X,X,X,X,X,X,X,X,X,X
LJITSZO,O,O,X,X,O,X,X,X,X,X,X,X
LJITSOZ,O,O,X,X,O,X,X,O,X,X,X,X
LJITZSO,X,O,X,X,O,X,X,X,X,X,X,X
LJITZOS,X,O,X,X,X,X,X,X,X,X,X,X
LJITOSZ,O,O,X,X,X,X,X,X,X,X,X,X
LJITOZS,X,O,X,X,X,X,X,X,X,X,X,X
LJISTZO,O,O,X,X,O,X,X,X,X,X,X,X
LJISTOZ,O,O,X,X,O,X,O,O,X,X,X,X
LJISZTO,O,X,X,X,O,X,X,X,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,X,X,X,X,X
LJISOTZ,O,O,X,X,O,X,O,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,X,X,X,X,X
LJIZTSO,O,O,X,X,X,X,X,X,X,X,X,X
LJIZTOS,O,O,O,X,X,X,X,X,X,X,X,X
LJIZSTO,O,X,X,X,X,X,X,X,X,X,X,X
LJIZSOT,O,O,O,X,X,X,X,X,X,X,X,X
LJIZOTS,X,X,O,X,X,X,X,X,X,X,X,X
LJIZOST,X,X,O,X,X,X,X,X,X,X,X,O
LJIOTSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJIOTZS,X,O,X,X,X,X,X,X,X,X,X,X
LJIOSTZ,X,O,X,X,X,X,O,X,X,X,X,X
LJIOSZT,X,O,X,X,X,X,X,X,X,X,X,X
LJIOZTS,X,X,X,X,X,X,X,X,X,X,X,X
LJIOZST,X,X,X,X,X,X,X,X,X,X,X,O
LJSTIZO,O,O,X,X,O,X,X,X,X,X,X,X
LJSTIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LJSTZIO,O,X,X,X,O,X,X,X,X,X,X,X
LJSTZOI,O,O,X,X,O,X,X,X,X,X,X,X
LJSTOIZ,O,O,X,X,O,O,X,X,X,X,X,X
LJSTOZI,O,O,X,X,O,O,O,O,X,X,X,X
LJSITZO,O,O,X,X,O,X,X,X,X,X,X,X
LJSITOZ,O,O,X,X,O,X,X,X,X,X,X,X
LJSIZTO,O,X,X,X,O,X,X,X,X,X,X,X
LJSIZOT,O,O,X,X,X,X,X,X,X,X,X,X
LJSIOTZ,O,O,X,X,O,X,X,X,X,X,X,X
LJSIOZT,O,O,X,X,X,X,X,X,X,X,X,X
LJSZTIO,O,X,X,X,O,X,X,X,X,X,X,X
LJSZTOI,O,X,X,X,O,X,X,X,X,X,X,X
LJSZITO,O,X,X,X,O,X,X,X,X,X,X,X
LJSZIOT,O,X,X,X,X,X,X,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,X,X
LJSOTIZ,O,X,X,X,O,O,X,X,X,X,X,X
LJSOTZI,O,O,X,X,O,O,O,X,X,X,X,X
LJSOITZ,O,X,X,X,O,O,X,X,X,X,X,X
LJSOIZT,O,O,X,X,X,X,X,X,X,X,X,X
LJSOZTI,O,O,X,X,X,O,X,X,X,X,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X,X,X
LJZTISO,X,O,X,X,X,X,X,X,X,X,X,X
LJZTIOS,X,O,O,X,X,X,X,X,X,X,X,X
LJZTSIO,O,X,X,X,X,X,X,X,X,X,X,X
LJZTSOI,O,O,X,X,X,X,X,X,X,X,X,X
LJZTOIS,X,O,O,X,X,X,X,X,X,X,X,X
LJZTOSI,O,O,O,X,X,X,X,X,X,X,X,X
LJZITSO,O,O,X,X,X,X,X,X,X,X,X,X
LJZITOS,O,O,O,X,X,X,X,X,X,X,X,X
LJZISTO,O,X,X,X,X,X,X,X,X,X,X,X
LJZISOT,O,O,O,X,X,X,X,X,X,X,X,X
LJZIOTS,X,X,O,X,X,X,X,X,X,X,X,X
LJZIOST,X,X,O,X,X,X,X,X,X,X,X,O
LJZSTIO,O,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,X,X,X,X
LJZSIOT,O,X,O,X,X,X,X,X,X,X,X,X
LJZSOTI,O,O,O,X,X,X,X,X,X,X,X,X
LJZSOIT,O,O,O,X,X,X,X,X,X,X,X,X
LJZOTIS,X,X,O,X,X,X,X,X,X,X,X,X
LJZOTSI,X,X,O,X,X,X,X,X,X,X,X,X
LJZOITS,X,X,O,X,X,X,X,X,X,X,X,X
LJZOIST,X,X,O,X,X,X,X,X,X,X,X,O
LJZOSTI,X,X,O,X,X,X,X,X,X,X,X,X
LJZOSIT,X,X,O,X,X,X,X,X,X,X,X,X
LJOTISZ,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X,X,X,X,X
LJOTSIZ,X,O,X,X,X,O,X,X,X,X,X,X
LJOTSZI,X,O,X,X,X,O,X,X,X,X,X,X
LJOTZIS,X,O,O,X,X,X,X,X,X,X,X,X
LJOTZSI,X,O,O,X,X,X,X,X,X,X,X,X
LJOITSZ,X,O,X,X,X,X,X,X,X,X,X,X
LJOITZS,X,O,X,X,X,X,X,X,X,X,X,X
LJOISTZ,X,O,X,X,X,O,O,X,X,X,X,X
LJOISZT,X,O,X,X,X,X,X,X,X,X,X,X
LJOIZTS,X,X,O,X,X,X,X,X,X,X,X,X
LJOIZST,X,X,O,X,X,X,X,X,X,X,X,O
LJOSTIZ,X,X,X,X,X,O,X,X,X,X,X,X
LJOSTZI,X,O,X,X,X,O,O,X,X,X,X,X
LJOSITZ,X,X,X,X,X,O,X,X,X,X,X,X
LJOSIZT,X,O,X,X,X,X,X,X,X,X,X,X
LJOSZTI,X,O,X,X,X,O,X,X,X,X,X,X
LJOSZIT,X,O,X,X,X,X,X,X,X,X,X,X
LJOZTIS,X,X,O,X,X,X,X,X,X,X,X,X
LJOZTSI,X,X,O,X,X,X,X,X,X,X,X,X
LJOZITS,X,X,O,X,X,X,X,X,X,X,X,X
LJOZIST,X,X,O,X,X,X,X,X,X,X,X,O
LJOZSTI,X,X,O,X,X,O,X,X,X,X,X,X
LJOZSIT,X,X,O,X,X,X,X,X,X,X,X,X
LSTIJZO,O,O,X,X,O,X,X,X,X,X,X,X
LSTIJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTIZJO,O,O,X,X,O,X,X,X,X,X,X,X
LSTIZOJ,O,O,X,X,X,X,X,O,X,X,X,X
LSTIOJZ,O,O,X,X,O,X,X,O,X,X,X,X
LSTIOZJ,O,O,X,X,X,X,X,O,X,X,X,X
LSTJIZO,O,O,X,X,O,X,X,X,X,X,X,X
LSTJIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTJZIO,O,X,X,X,O,X,X,X,X,X,X,X
LSTJZOI,O,O,X,X,O,X,X,X,X,X,X,X
LSTJOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTJOZI,O,O,X,X,O,X,O,O,X,X,X,X
LSTZIJO,O,X,X,X,O,X,X,X,X,X,X,X
LSTZIOJ,O,X,X,X,X,X,X,X,X,X,X,X
LSTZJIO,O,X,X,X,O,X,X,X,X,X,X,X
LSTZJOI,O,O,X,X,O,X,X,X,X,X,X,X
LSTZOIJ,O,X,X,X,X,X,X,O,X,X,X,X
LSTZOJI,O,O,X,X,X,X,X,O,X,X,X,X
LSTOIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTOIZJ,X,X,X,X,X,X,X,O,X,X,X,X
LSTOJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSTOJZI,O,O,X,X,O,X,X,O,X,X,X,X
LSTOZIJ,X,X,X,X,X,X,X,O,X,X,X,X
LSTOZJI,O,O,X,X,X,X,X,O,X,X,X,X
LSITJZO,O,O,X,X,O,X,X,X,X,X,X,X
LSITJOZ,O,O,X,X,O,X,X,O,X,X,X,X
LSITZJO,O,O,X,X,O,X,X,X,X,O,X,X
LSITZOJ,O,O,X,X,X,X,X,O,X,O,X,X
LSITOJZ,O,O,X,X,O,X,X,O,X,X,X,X
LSITOZJ,O,O,X,X,X,X,X,O,X,O,X,X
LSIJTZO,O,O,X,X,O,X,X,X,X,X,X,X
LSIJTOZ,O,O,X,X,O,X,X,O,X,X,X,X
LSIJZTO,O,X,X,X,O,X,X,X,X,X,X,X
LSIJZOT,O,O,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,O,O,X,X,O,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,X,O,X,X,X,X,O,X,X
LSIZTOJ,O,O,X,X,X,X,X,O,X,O,X,X
LSIZJTO,O,X,X,X,O,X,X,X,X,O,X,X
LSIZJOT,O,O,O,X,X,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X,X,X,X,X
LSIZOJT,O,O,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,O,X,X,O,X,X,O,X,X,X,X
LSIOTZJ,O,O,X,X,X,X,X,O,X,X,X,X
LSIOJTZ,O,O,X,X,O,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X,X,X,X,X
LSIOZJT,O,O,X,X,X,X,X,X,X,X,X,X
LSJTIZO,O,O,X,X,O,X,X,X,X,X,X,X
LSJTIOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJTZIO,O,X,X,X,O,X,X,X,X,X,X,X
LSJTZOI,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJTOZI,O,O,X,X,O,X,O,O,X,X,X,X
LSJITZO,O,O,X,X,O,X,X,X,X,X,X,X
LSJITOZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJIZTO,O,X,X,X,O,X,X,X,X,X,X,X
LSJIZOT,O,O,X,X,X,X,X,X,X,X,X,X
LSJIOTZ,O,O,X,X,O,X,X,X,X,X,X,X
LSJIOZT,O,O,X,X,X,X,X,X,X,X,X,X
LSJZTIO,O,X,X,X,O,X,X,X,X,X,X,X
LSJZTOI,O,X,X,X,O,X,X,X,X,X,X,X
LSJZITO,O,X,X,X,O,X,X,X,X,X,X,X
LSJZIOT,O,X,X,X,X,X,X,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,X,X
LSJOTIZ,O,X,X,X,O,X,X,X,X,X,X,X
LSJOTZI,O,O,X,X,O,X,O,X,X,X,X,X
LSJOITZ,O,X,X,X,O,X,X,X,X,X,X,X
LSJOIZT,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X,X,X
LSZTIJO,O,X,X,X,O,X,X,X,X,X,X,X
LSZTIOJ,O,X,X,X,X,X,X,X,X,X,X,X
LSZTJIO,O,X,X,X,O,X,X,X,X,X,X,X
LSZTJOI,O,O,X,X,O,X,X,X,X,X,X,X
LSZTOIJ,O,X,X,X,X,X,X,O,X,X,X,X
LSZTOJI,O,O,X,X,X,X,X,O,X,X,X,X
LSZITJO,O,X,X,X,O,X,X,X,X,O,X,X
LSZITOJ,O,X,X,X,X,X,X,X,X,O,X,X
LSZIJTO,O,X,X,X,O,X,X,X,X,O,X,X
LSZIJOT,O,X,O,X,X,X,X,X,X,X,X,X
LSZIOTJ,O,X,X,X,X,X,X,X,X,X,X,X
LSZIOJT,O,X,X,X,X,X,X,X,X,X,X,X
LSZJTIO,O,X,X,X,O,X,X,X,X,X,X,X
LSZJTOI,O,X,X,X,O,X,X,X,X,X,X,X
LSZJITO,O,X,X,X,O,X,X,X,X,O,X,X
LSZJIOT,O,X,O,X,X,X,X,X,X,X,X,X
LSZJOTI,O,O,O,X,X,X,X,X,X,X,X,X
LSZJOIT,O,O,O,X,X,X,X,X,X,X,X,X
LSZOTIJ,X,X,O,X,X,X,X,X,X,X,X,X
LSZOTJI,O,X,O,X,X,X,X,X,X,X,X,X
LSZOITJ,O,X,X,X,X,X,X,X,X,X,X,X
LSZOIJT,O,X,O,X,X,X,X,X,X,X,X,X
LSZOJTI,O,O,O,X,X,X,X,X,X,X,X,X
LSZOJIT,O,O,O,X,X,X,X,X,X,X,X,X
LSOTIJZ,O,O,X,X,O,X,X,X,X,X,X,X
LSOTIZJ,X,X,O,X,X,X,X,O,X,X,X,X
LSOTJIZ,O,O,X,X,O,X,X,X,X,X,X,X
LSOTJZI,O,O,X,X,O,X,X,O,X,X,X,X
LSOTZIJ,X,X,O,X,X,X,X,O,X,X,X,X
LSOTZJI,O,O,O,X,X,X,X,O,X,X,X,X
LSOITJZ,O,X,X,X,O,X,X,X,X,X,X,X
LSOITZJ,O,X,X,X,X,X,X,X,X,X,X,X
LSOIJTZ,O,X,X,X,O,X,X,X,X,X,X,X
LSOIJZT,O,O,X,X,X,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X,X,X,X,X
LSOIZJT,O,X,O,X,X,X,X,X,X,X,X,X
LSOJTIZ,O,X,X,X,O,X,X,X,X,X,X,X
LSOJTZI,O,O,X,X,O,X,X,X,X,X,X,X
LSOJITZ,O,X,X,X,O,X,X,X,X,X,X,X
LSOJIZT,O,O,X,X,X,X,X,X,X,X,X,X
LSOJZTI,O,O,X,X,X,X,X,X,X,X,X,X
LSOJZIT,O,O,X,X,X,X,X,X,X,X,X,X
LSOZTIJ,X,X,O,X,X,X,X,X,X,X,X,X
LSOZTJI,O,X,O,X,X,X,X,X,X,X,X,X
LSOZITJ,O,X,X,X,X,X,X,X,X,X,X,X
LSOZIJT,O,X,O,X,X,X,X,X,X,X,X,X
LSOZJTI,O,O,O,X,X,X,X,X,X,X,X,X
LSOZJIT,O,O,O,X,X,X,X,X,X,X,X,X
LZTIJSO,X,O,X,X,X,X,X,X,X,X,X,X
LZTIJOS,X,O,O,X,X,X,X,X,X,X,X,X
LZTISJO,X,O,X,X,X,X,X,X,X,X,X,X
LZTISOJ,X,O,X,X,X,X,X,O,X,X,X,X
LZTIOJS,X,O,X,O,X,X,X,X,X,X,X,X
LZTIOSJ,X,X,X,O,X,X,X,X,X,X,X,X
LZTJISO,X,O,X,X,X,X,X,X,X,X,X,X
LZTJIOS,X,O,O,X,X,X,X,X,X,X,X,X
LZTJSIO,O,X,X,X,X,X,X,X,X,X,X,X
LZTJSOI,O,O,X,X,X,X,X,X,X,X,X,X
LZTJOIS,X,O,O,X,X,X,X,X,X,X,X,X
LZTJOSI,O,O,O,X,X,X,X,X,X,X,X,X
LZTSIJO,O,X,X,X,X,X,X,X,X,X,X,X
LZTSIOJ,X,X,X,X,X,X,X,X,X,X,X,X
LZTSJIO,O,X,X,X,X,X,X,X,X,X,X,X
LZTSJOI,O,O,X,X,X,X,X,X,X,X,X,X
LZTSOIJ,O,X,X,X,X,X,X,O,X,X,X,X
LZTSOJI,O,O,X,X,X,X,X,O,X,X,X,X
LZTOIJS,X,X,O,O,X,X,X,X,X,X,X,X
LZTOISJ,X,X,O,O,X,X,X,X,X,X,X,X
LZTOJIS,X,O,O,O,X,X,X,X,X,X,X,X
LZTOJSI,O,O,O,O,X,X,X,X,X,X,X,X
LZTOSIJ,O,X,O,O,X,X,X,X,X,X,X,X
LZTOSJI,O,X,O,O,X,X,X,X,X,X,X,X
LZITJSO,O,O,X,X,X,X,X,X,X,X,X,X
LZITJOS,O,O,O,X,X,X,X,X,X,X,X,X
LZITSJO,O,O,X,X,X,X,X,X,X,X,X,X
LZITSOJ,O,O,X,X,X,X,X,O,X,X,X,X
LZITOJS,O,O,X,X,X,X,X,X,X,X,X,X
LZITOSJ,O,X,X,X,X,X,X,X,X,X,X,X
LZIJTSO,O,O,X,X,X,X,X,X,X,X,X,X
LZIJTOS,O,O,O,X,X,X,X,X,X,X,X,X
LZIJSTO,O,X,X,X,X,X,X,X,X,X,X,X
LZIJSOT,O,O,O,X,X,X,X,X,X,X,X,X
LZIJOTS,X,X,O,X,X,X,X,X,X,X,X,X
LZIJOST,X,X,O,X,X,X,X,X,X,X,X,O
LZISTJO,O,O,X,X,X,X,X,X,X,X,X,X
LZISTOJ,O,O,X,X,X,X,X,O,X,X,X,X
LZISJTO,O,X,X,X,X,X,X,X,X,X,X,X
LZISJOT,O,O,O,X,X,X,X,X,X,X,X,X
LZISOTJ,O,X,X,X,X,X,X,X,X,X,X,X
LZISOJT,O,O,X,X,X,X,X,X,X,X,X,X
LZIOTJS,X,X,O,X,X,X,X,X,X,X,X,X
LZIOTSJ,X,X,O,X,X,X,X,X,X,X,X,X
LZIOJTS,X,X,O,X,X,X,X,X,X,X,X,X
LZIOJST,X,X,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,X,X,X,X,X,X,X,X,X,X,X,X
LZIOSJT,X,X,O,X,X,X,X,X,X,X,X,X
LZJTISO,X,O,X,X,X,X,X,X,X,X,X,X
LZJTIOS,X,O,O,X,X,X,X,X,X,X,X,X
LZJTSIO,O,X,X,X,X,X,X,X,X,X,X,X
LZJTSOI,O,O,X,X,X,X,X,X,X,X,X,X
LZJTOIS,X,O,O,X,X,X,X,X,X,X,X,X
LZJTOSI,O,O,O,X,X,X,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,X,X,X,X,X,X,X
LZJITOS,O,O,O,X,X,X,X,X,X,X,X,X
LZJISTO,O,X,X,X,X,X,X,X,X,X,X,X
LZJISOT,O,O,O,X,X,X,X,X,X,X,X,X
LZJIOTS,X,X,O,X,X,X,X,X,X,X,X,X
LZJIOST,X,X,O,X,X,X,X,X,X,X,X,O
LZJSTIO,O,X,X,X,X,X,X,X,X,X,X,X
LZJSTOI,O,X,X,X,X,X,X,X,X,X,X,X
LZJSITO,O,X,X,X,X,X,X,X,X,O,X,X
LZJSIOT,O,X,O,X,X,X,X,X,X,X,X,X
LZJSOTI,O,O,O,X,X,X,X,X,X,X,X,X
LZJSOIT,O,O,O,X,X,X,X,X,X,X,X,X
LZJOTIS,X,X,O,X,X,X,X,X,X,X,X,X
LZJOTSI,X,X,O,X,X,X,X,X,X,X,O,X
LZJOITS,X,X,O,X,X,X,X,X,X,X,X,X
LZJOIST,X,X,O,X,X,X,X,X,X,X,X,O
LZJOSTI,X,X,O,X,X,X,X,X,X,X,X,X
LZJOSIT,X,X,O,X,X,X,X,X,X,X,X,X
LZSTIJO,O,X,X,X,X,X,X,X,X,X,X,X
LZSTIOJ,O,X,X,X,X,X,X,X,X,X,X,X
LZSTJIO,O,X,X,X,X,X,X,X,X,X,X,X
LZSTJOI,O,O,X,X,X,X,X,X,X,X,X,X
LZSTOIJ,O,X,X,X,X,X,X,O,X,X,X,X
LZSTOJI,O,O,X,X,X,X,X,O,X,X,X,X
LZSITJO,O,X,X,X,X,X,X,X,X,O,X,X
LZSITOJ,O,X,X,X,X,X,X,X,X,O,X,X
LZSIJTO,O,X,X,X,X,X,X,X,X,O,X,X
LZSIJOT,O,X,O,X,X,X,X,X,X,X,X,X
LZSIOTJ,O,X,X,X,X,X,X,X,X,X,X,X
LZSIOJT,O,X,X,X,X,X,X,X,X,X,X,X
LZSJTIO,O,X,X,X,X,X,X,X,X,X,X,X
LZSJTOI,O,X,X,X,X,X,X,X,X,X,X,X
LZSJITO,O,X,X,X,X,X,X,X,X,O,X,X
LZSJIOT,O,X,O,X,X,X,X,X,X,X,X,X
LZSJOTI,O,O,O,X,X,X,X,X,X,X,X,X
LZSJOIT,O,O,O,X,X,X,X,X,X,X,X,X
LZSOTIJ,X,X,O,X,X,X,X,X,X,X,X,X
LZSOTJI,O,X,O,X,X,X,X,X,X,X,X,X
LZSOITJ,O,X,X,X,X,X,X,X,X,X,X,X
LZSOIJT,O,X,O,X,X,X,X,X,X,X,X,X
LZSOJTI,O,O,O,X,X,X,X,X,X,X,X,X
LZSOJIT,O,O,O,X,X,X,X,X,X,X,X,X
LZOTIJS,X,X,O,O,X,X,X,X,X,X,X,X
LZOTISJ,X,X,O,O,X,X,X,X,X,X,X,X
LZOTJIS,X,X,O,O,X,X,X,X,X,X,X,X
LZOTJSI,X,X,O,O,X,X,X,X,X,X,O,X
LZOTSIJ,X,X,O,O,X,X,X,X,X,X,X,X
LZOTSJI,X,X,O,O,X,X,X,X,X,X,O,X
LZOITJS,X,X,O,O,X,X,X,X,X,X,X,X
LZOITSJ,X,X,O,O,X,X,X,X,X,X,X,X
LZOIJTS,X,X,O,X,X,X,X,X,X,X,X,X
LZOIJST,X,X,O,X,X,X,X,X,X,X,X,X
LZOISTJ,X,X,X,X,X,X,X,X,X,X,X,X
LZOISJT,X,X,O,X,X,X,X,X,X,X,X,X
LZOJTIS,X,X,O,O,X,X,X,X,X,X,X,X
LZOJTSI,X,X,O,O,X,X,X,X,X,X,O,X
LZOJITS,X,X,O,X,X,X,X,X,X,X,X,X
LZOJIST,X,X,O,X,X,X,X,X,X,X,X,X
LZOJSTI,X,X,O,X,X,X,X,X,X,X,X,X
LZOJSIT,X,X,O,X,X,X,X,X,X,X,X,X
