sequence,v115@7gB8FeD8FeD8EeF8CeF8JeT6IvhFxcBlgBcmBikBGq?BXqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFXbBxcBSlBThB0p?BlqB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhF8fBzbBCdBxlBlp?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTkB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfBTfB/qBFm?B0pB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzaBCdBUhBupB1q?B3qB,v115@7gB8FeD8FeD8EeF8CeF8Jem7IvhFCdBxfB0fB/pBFm?BTqB,v115@7gB8FeD8FeD8EeF8CeF8Jex6IvhFCdBmfBTkBFmBXq?B8qB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhF8gBCdBzfBXmBFl?BWvB,v115@7gB8FeD8FeD8EeF8CeF8JeZ/IvhFzbBCdBVlBXmBUq?BupB,v115@7gB8FeD8FeD8EeF8CeF8JeO/IvhFCdBzfBFmBxpB8q?BXqB,v115@7gB8FeD8FeD8EeF8CeF8Jez7IvhFCdBmfBFmBxpB/p?BUqB
LZIOJST,O,O,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,O,X,X,X,X,X,X,O,X,X
LZIOSJT,O,O,O,X,X,X,X,X,X,O,X,X
LZJTISO,O,O,X,X,X,O,X,X,X,O,X,X
LZJTIOS,O,O,X,X,X,O,X,X,X,X,X,X
LZJTSIO,O,O,X,X,X,O,X,X,X,O,X,X
LZJTSOI,O,O,X,X,X,O,X,X,X,O,X,X
LZJTOIS,O,O,X,X,X,O,X,X,X,X,X,X
LZJTOSI,O,O,X,X,X,O,X,X,X,X,X,X
LZJITSO,O,O,X,X,X,O,X,X,X,O,X,X
LZJITOS,O,O,X,X,X,O,X,X,X,X,X,X
LZJISTO,O,O,X,X,X,X,X,X,O,O,X,X
LZJISOT,O,O,X,X,X,X,X,X,O,O,X,X
LZJIOTS,O,O,X,X,X,O,X,X,X,X,X,X
LZJIOST,O,O,X,X,X,X,X,X,O,X,X,X
LZJSTIO,O,O,X,X,O,X,X,X,O,O,X,X
LZJSTOI,O,O,X,X,O,X,X,X,O,O,X,X
LZJSITO,O,O,X,X,O,X,X,X,O,O,X,X
LZJSIOT,O,O,X,X,O,X,X,X,O,O,X,X
LZJSOTI,O,O,X,X,X,X,X,X,O,O,X,X
LZJSOIT,O,O,X,X,X,X,X,X,O,O,X,X
LZJOTIS,O,O,X,X,X,O,X,X,X,X,X,X
LZJOTSI,O,O,X,X,X,O,X,X,X,X,X,X
LZJOITS,O,O,X,X,X,O,X,X,X,X,X,X
LZJOIST,O,O,X,X,X,X,X,X,O,X,X,X
LZJOSTI,O,O,X,X,X,X,X,X,O,X,X,X
LZJOSIT,O,O,X,X,X,X,X,X,O,X,X,X
LZSTIJO,O,O,O,O,O,O,O,X,O,O,X,X
LZSTIOJ,O,X,O,X,O,X,X,X,X,O,X,X
LZSTJIO,O,O,X,O,O,O,O,X,X,O,X,X
LZSTJOI,O,O,X,O,O,O,X,X,X,O,X,X
LZSTOIJ,O,O,X,O,O,X,X,X,X,O,X,X
LZSTOJI,O,O,X,O,O,X,X,O,X,O,X,X
LZSITJO,O,O,O,X,O,O,X,X,O,O,X,X
LZSITOJ,O,X,O,X,O,X,X,X,X,O,X,X
LZSIJTO,O,O,O,X,O,X,O,X,O,O,X,X
LZSIJOT,O,O,O,X,O,X,O,X,O,O,X,X
LZSIOTJ,O,O,O,X,X,X,X,X,X,O,X,X
LZSIOJT,O,O,O,X,O,X,X,X,O,O,X,X
LZSJTIO,O,O,X,X,O,X,X,X,X,O,X,X
LZSJTOI,O,O,X,X,O,X,X,X,X,O,X,X
LZSJITO,O,O,X,X,O,X,X,X,O,O,X,X
LZSJIOT,O,O,X,X,O,X,X,X,O,O,X,X
LZSJOTI,O,O,X,X,X,X,X,X,X,O,X,X
LZSJOIT,O,O,X,X,X,X,X,X,X,O,X,X
LZSOTIJ,O,O,X,O,O,X,O,X,X,O,X,X
LZSOTJI,O,O,X,O,O,X,O,O,X,O,X,X
LZSOITJ,O,O,X,X,X,X,X,X,X,O,X,X
LZSOIJT,O,O,X,X,O,X,O,X,O,O,X,X
LZSOJTI,O,O,X,X,X,X,X,O,X,O,X,X
LZSOJIT,O,O,X,X,X,X,X,X,X,O,X,X
LZOTIJS,O,O,X,X,X,O,O,X,X,X,X,X
LZOTISJ,O,O,X,X,X,X,X,X,X,O,X,X
LZOTJIS,O,O,X,X,X,O,O,X,X,X,X,X
LZOTJSI,O,O,X,X,X,O,O,X,X,X,X,X
LZOTSIJ,O,O,X,X,X,X,O,X,X,O,X,X
LZOTSJI,O,O,X,X,X,X,O,X,X,O,X,X
LZOITJS,O,O,X,X,X,O,X,X,X,X,X,X
LZOITSJ,O,O,X,X,X,X,X,X,X,O,X,X
LZOIJTS,O,O,X,X,X,X,X,X,X,X,X,X
LZOIJST,O,O,X,X,X,X,X,X,X,X,X,X
LZOISTJ,O,O,X,X,X,X,X,X,X,O,X,X
LZOISJT,O,O,X,X,X,X,X,X,X,O,X,X
LZOJTIS,O,O,X,X,X,X,X,X,X,X,X,X
LZOJTSI,O,O,X,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,X,X,X,X
LZOJIST,O,O,X,X,X,X,X,X,X,X,X,X
LZOJSTI,O,O,X,X,X,X,X,O,X,X,X,X
LZOJSIT,O,O,X,X,X,X,X,X,X,X,X,X
LZOSTIJ,O,O,X,O,O,X,O,X,X,O,X,X
LZOSTJI,O,O,X,O,O,X,O,O,X,O,X,X
LZOSITJ,O,O,X,X,X,X,X,X,X,O,X,X
LZOSIJT,O,O,X,X,O,X,O,X,X,O,X,X
LZOSJTI,O,O,X,X,X,X,X,O,X,O,X,X
LZOSJIT,O,O,X,X,X,X,X,X,X,O,X,X
LOTIJSZ,X,O,X,O,O,O,O,X,X,X,X,X
LOTIJZS,O,X,O,X,X,O,O,X,X,X,X,X
LOTISJZ,X,O,X,X,X,X,O,X,X,X,X,X
LOTISZJ,X,O,O,X,X,X,O,X,X,X,X,X
LOTIZJS,O,O,O,X,X,X,O,X,X,X,X,X
LOTIZSJ,O,O,O,X,X,X,X,X,X,X,X,X
LOTJISZ,X,O,X,O,O,O,O,X,X,X,X,X
LOTJIZS,O,X,X,X,X,O,O,X,X,X,X,X
LOTJSIZ,X,O,X,O,O,O,O,O,X,X,X,X
LOTJSZI,X,O,X,O,O,O,O,O,X,X,X,X
LOTJZIS,O,X,O,X,X,O,O,X,X,X,X,X
LOTJZSI,O,X,X,X,X,O,O,X,X,X,X,X
LOTSIJZ,X,O,O,O,O,X,O,O,X,X,X,X
LOTSIZJ,X,O,O,O,X,X,O,X,X,X,X,X
LOTSJIZ,X,O,X,O,O,X,O,O,X,X,X,X
LOTSJZI,X,O,X,O,O,X,O,O,X,X,X,X
LOTSZIJ,X,O,X,O,O,X,O,X,X,X,X,X
LOTSZJI,X,O,X,O,O,X,O,O,X,X,X,X
LOTZIJS,O,O,O,X,X,X,O,X,X,X,X,X
LOTZISJ,O,O,O,X,X,X,X,X,X,X,X,X
LOTZJIS,O,O,O,X,X,X,O,X,X,X,X,X
LOTZJSI,O,O,X,X,X,X,O,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,X,O,X,X,X,X,X
LOTZSJI,O,O,X,X,X,X,O,X,X,X,X,X
LOITJSZ,X,O,X,X,X,O,O,X,X,X,O,X
LOITJZS,O,X,O,X,X,O,O,X,X,X,O,X
LOITSJZ,X,O,O,X,X,X,O,X,X,X,O,X
LOITSZJ,X,O,O,X,X,X,O,X,X,X,X,X
LOITZJS,O,O,O,X,X,X,O,X,X,X,O,X
LOITZSJ,O,O,O,X,X,X,X,X,X,X,X,X
LOIJTSZ,X,X,X,X,X,O,X,X,O,X,O,O
LOIJTZS,O,X,O,X,X,O,X,X,X,X,O,O
LOIJSTZ,X,X,O,X,X,O,X,O,O,X,O,X
LOIJSZT,O,X,O,X,X,X,X,X,O,X,X,X
LOIJZTS,O,X,O,X,X,O,X,X,X,X,O,X
LOIJZST,O,X,O,X,X,X,X,X,O,X,X,X
LOISTJZ,X,X,O,O,X,X,O,O,X,X,O,X
LOISTZJ,X,X,O,O,X,X,O,X,X,O,X,X
LOISJTZ,X,X,O,X,X,X,O,O,O,X,O,X
LOISJZT,O,X,O,X,X,X,O,X,O,O,X,X
LOISZTJ,O,X,O,X,X,X,X,X,X,O,X,X
LOISZJT,O,X,O,X,X,X,O,X,O,O,X,X
LOIZTJS,O,O,O,X,X,O,X,X,X,X,O,X
LOIZTSJ,O,O,O,X,X,X,X,X,X,O,X,X
LOIZJTS,O,O,O,X,X,X,X,X,X,X,O,X
LOIZJST,O,O,O,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,O,O,X,X,X,X,X,X,O,X,X
LOIZSJT,O,O,O,X,X,X,X,X,X,O,X,X
LOJTISZ,X,X,X,X,X,O,O,X,O,X,X,X
LOJTIZS,O,X,X,X,X,O,O,X,X,X,X,X
LOJTSIZ,X,X,X,X,X,O,O,O,O,X,X,X
LOJTSZI,X,X,X,X,X,O,O,O,O,X,X,X
LOJTZIS,O,X,X,X,X,O,O,X,X,X,X,X
LOJTZSI,O,X,X,X,X,O,O,X,X,X,X,X
LOJITSZ,X,X,X,X,X,O,X,X,O,X,X,X
LOJITZS,O,X,X,X,X,O,X,X,X,X,X,X
LOJISTZ,X,X,X,X,X,O,X,O,O,X,X,X
LOJISZT,O,X,X,X,X,X,X,X,O,X,X,X
LOJIZTS,O,X,X,X,X,O,X,X,X,X,X,X
LOJIZST,O,X,X,X,X,X,X,X,O,X,X,X
LOJSTIZ,X,X,X,O,X,O,O,O,O,X,X,X
LOJSTZI,X,X,X,O,X,O,O,O,O,X,X,X
LOJSITZ,X,X,X,X,X,O,O,O,O,X,X,X
LOJSIZT,O,X,X,X,X,X,O,X,O,X,X,X
LOJSZTI,O,X,X,X,X,X,X,O,O,X,X,X
LOJSZIT,O,X,X,X,X,X,X,X,O,X,X,X
LOJZTIS,O,X,X,X,X,O,X,X,X,X,X,X
LOJZTSI,O,X,X,X,X,O,X,X,X,X,X,X
LOJZITS,O,X,X,X,X,O,X,X,X,X,X,X
LOJZIST,O,X,X,X,X,X,X,X,O,X,X,X
LOJZSTI,O,X,X,X,X,X,X,O,O,X,X,X
LOJZSIT,O,X,X,X,X,X,X,X,O,X,X,X
LOSTIJZ,X,X,O,O,O,X,O,O,X,X,X,X
LOSTIZJ,X,X,O,O,X,X,O,X,X,O,X,X
LOSTJIZ,X,X,X,O,O,X,O,O,X,X,X,X
LOSTJZI,X,X,X,O,O,X,O,O,X,X,X,X
LOSTZIJ,X,X,X,O,O,X,O,X,X,O,X,X
LOSTZJI,X,X,X,O,O,X,O,O,X,O,X,X
LOSITJZ,X,X,O,O,X,X,O,O,X,X,X,X
LOSITZJ,X,X,O,O,X,X,O,X,X,O,X,X
LOSIJTZ,X,X,O,X,X,X,O,O,O,X,X,X
LOSIJZT,O,X,O,X,O,X,O,X,O,O,X,X
LOSIZTJ,O,X,O,X,X,X,X,X,X,O,X,X
LOSIZJT,O,X,O,X,X,X,O,X,O,O,X,X
LOSJTIZ,X,X,X,O,X,X,O,O,X,X,X,X
LOSJTZI,X,X,X,O,X,X,O,O,X,X,X,X
LOSJITZ,X,X,X,X,X,X,O,O,X,X,X,X
LOSJIZT,O,X,X,X,X,X,O,X,X,O,X,X
LOSJZTI,O,X,X,X,X,X,X,O,X,O,X,X
LOSJZIT,O,X,X,X,X,X,X,X,X,O,X,X
LOSZTIJ,O,X,X,O,O,X,O,X,X,O,X,X
LOSZTJI,O,X,X,O,O,X,O,O,X,O,X,X
LOSZITJ,O,X,X,X,X,X,X,X,X,O,X,X
LOSZIJT,O,X,X,X,O,X,O,X,O,O,X,X
LOSZJTI,O,X,X,X,X,X,X,O,X,O,X,X
LOSZJIT,O,X,X,X,X,X,X,X,X,O,X,X
LOZTIJS,O,O,X,X,X,O,O,X,X,X,X,X
LOZTISJ,O,O,X,X,X,X,X,X,X,O,X,X
LOZTJIS,O,O,X,X,X,O,O,X,X,X,X,X
LOZTJSI,O,O,X,X,X,O,O,X,X,X,X,X
LOZTSIJ,O,O,X,X,X,X,O,X,X,O,X,X
LOZTSJI,O,O,X,X,X,X,O,X,X,O,X,X
LOZITJS,O,O,X,X,X,O,X,X,X,X,X,X
LOZITSJ,O,O,X,X,X,X,X,X,X,O,X,X
LOZIJTS,O,O,X,X,X,X,X,X,X,X,X,X
LOZIJST,O,O,X,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,X,X,X,X,X,X,X,O,X,X
LOZISJT,O,O,X,X,X,X,X,X,X,O,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,X,X,X
LOZJTSI,O,O,X,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,X,X,X,X,X
LOZJIST,O,O,X,X,X,X,X,X,X,X,X,X
LOZJSTI,O,O,X,X,X,X,X,O,X,X,X,X
LOZJSIT,O,O,X,X,X,X,X,X,X,X,X,X
LOZSTIJ,O,O,X,O,O,X,O,X,X,O,X,X
LOZSTJI,O,O,X,O,O,X,O,O,X,O,X,X
LOZSITJ,O,O,X,X,X,X,X,X,X,O,X,X
LOZSIJT,O,O,X,X,O,X,O,X,X,O,X,X
LOZSJTI,O,O,X,X,X,X,X,O,X,O,X,X
LOZSJIT,O,O,X,X,X,X,X,X,X,O,X,X
JTILSZO,X,O,X,O,O,X,O,X,O,X,X,X
JTILSOZ,X,O,X,O,O,O,O,X,O,X,X,X
JTILZSO,O,X,O,O,O,O,O,X,X,X,X,X
JTILZOS,O,X,O,X,X,O,O,X,X,X,X,X
JTILOSZ,X,X,X,O,O,O,O,X,O,X,X,X
JTILOZS,O,X,O,X,X,O,O,X,X,X,X,X
JTISLZO,X,X,X,O,O,X,O,X,O,X,X,X
JTISLOZ,X,X,X,O,O,O,O,X,O,X,X,X
JTISZLO,X,X,X,O,O,O,O,X,O,X,X,X
JTISZOL,X,X,X,X,O,O,X,X,O,X,X,X
JTISOLZ,X,X,X,O,O,O,O,X,O,X,X,X
JTISOZL,X,X,X,O,X,O,X,X,O,X,X,X
JTIZLSO,O,O,O,O,O,O,O,X,X,X,X,X
JTIZLOS,O,O,O,X,X,O,O,X,X,X,X,X
JTIZSLO,O,O,O,X,X,O,X,X,X,X,X,X
JTIZSOL,X,O,X,X,X,O,X,X,X,X,X,X
JTIZOLS,O,O,O,X,X,O,X,X,X,X,X,X
JTIZOSL,X,O,O,X,X,O,X,X,X,X,X,X
JTIOLSZ,X,O,X,O,O,O,O,X,O,X,X,X
JTIOLZS,X,X,O,X,X,O,O,X,X,X,X,X
JTIOSLZ,X,X,X,X,X,O,O,X,O,X,X,X
JTIOSZL,X,X,X,X,X,O,O,X,O,X,X,X
JTIOZLS,X,O,O,X,X,O,O,X,X,X,X,X
JTIOZSL,X,O,O,X,X,O,X,X,X,X,X,X
JTLISZO,X,O,X,O,O,X,O,X,O,X,X,X
JTLISOZ,X,O,X,O,O,O,O,X,O,X,X,X
JTLIZSO,O,X,O,O,O,O,O,X,X,X,X,X
JTLIZOS,O,X,O,X,X,O,O,X,X,X,X,X
JTLIOSZ,X,X,X,O,O,O,O,X,O,X,X,X
JTLIOZS,O,X,O,X,X,O,O,X,X,X,X,X
JTLSIZO,X,O,O,O,O,X,O,X,O,X,X,X
JTLSIOZ,X,O,O,O,O,O,O,X,O,X,X,X
JTLSZIO,X,O,O,O,O,X,O,X,O,X,X,X
JTLSZOI,X,O,X,O,O,X,X,X,O,X,X,X
JTLSOIZ,X,O,X,O,O,O,O,O,O,X,X,X
JTLSOZI,X,O,X,O,O,O,O,O,O,X,X,X
JTLZISO,O,X,O,O,O,O,O,X,X,X,X,X
JTLZIOS,O,X,O,X,X,O,O,X,X,X,X,X
JTLZSIO,O,X,O,O,O,O,O,X,X,X,X,X
JTLZSOI,O,X,X,O,O,O,X,X,X,X,X,X
JTLZOIS,O,X,O,X,X,O,O,X,X,X,X,X
JTLZOSI,O,X,X,X,X,O,O,X,X,X,X,X
JTLOISZ,X,O,X,O,O,O,O,X,O,X,X,X
JTLOIZS,O,X,X,X,X,O,O,X,X,X,X,X
JTLOSIZ,X,O,X,O,O,O,O,X,O,X,X,X
JTLOSZI,X,O,X,O,O,O,O,X,O,X,X,X
JTLOZIS,O,X,O,X,X,O,O,X,X,X,X,X
JTLOZSI,O,X,X,X,X,O,O,X,X,X,X,X
JTSILZO,X,X,O,O,O,X,O,X,O,X,X,X
JTSILOZ,X,X,O,O,O,O,O,X,O,X,X,X
JTSIZLO,X,X,O,O,O,O,O,X,O,X,X,X
JTSIZOL,X,X,O,X,O,O,X,X,O,X,X,X
JTSIOLZ,X,X,O,O,O,O,O,X,O,X,X,X
JTSIOZL,X,X,O,O,X,O,X,X,O,X,X,X
JTSLIZO,X,X,O,O,O,X,O,X,O,X,X,X
JTSLIOZ,X,X,O,O,O,O,O,X,O,X,X,X
JTSLZIO,X,X,O,O,O,X,O,X,O,X,X,X
JTSLZOI,X,X,X,O,O,X,X,X,O,X,X,X
JTSLOIZ,X,X,X,O,O,O,O,O,O,X,X,X
JTSLOZI,X,X,X,O,O,O,O,O,O,X,X,X
JTSZILO,X,X,O,O,O,O,O,X,O,X,X,X
JTSZIOL,X,X,X,X,O,O,X,X,O,X,X,X
JTSZLIO,X,X,O,O,O,O,O,X,O,X,X,X
JTSZLOI,X,X,X,O,O,O,X,X,O,X,X,X
JTSZOIL,X,X,X,O,O,O,X,X,O,X,X,X
JTSZOLI,X,X,X,O,O,O,X,X,O,X,X,X
JTSOILZ,X,X,X,O,O,O,O,O,O,X,X,X
JTSOIZL,X,X,X,O,X,O,O,O,O,X,X,X
JTSOLIZ,X,X,X,O,O,O,O,O,O,X,X,X
JTSOLZI,X,X,X,O,O,O,O,O,O,X,X,X
JTSOZIL,X,X,X,O,O,O,O,O,O,X,X,X
JTSOZLI,X,X,X,O,O,O,O,O,O,X,X,X
JTZILSO,O,O,O,O,O,O,O,X,X,X,X,X
JTZILOS,O,O,O,X,X,O,O,X,X,X,X,X
JTZISLO,O,O,O,X,X,O,X,X,X,X,X,X
JTZISOL,X,O,X,X,X,O,X,X,X,X,X,X
JTZIOLS,O,O,O,X,X,O,X,X,X,X,X,X
JTZIOSL,X,O,O,X,X,O,X,X,X,X,X,X
JTZLISO,O,O,O,O,O,O,O,X,X,X,X,X
JTZLIOS,O,O,O,X,X,O,O,X,X,X,X,X
JTZLSIO,O,O,O,O,O,O,O,X,X,X,X,X
JTZLSOI,O,O,X,O,O,O,X,X,X,X,X,X
JTZLOIS,O,O,O,X,X,O,O,X,X,X,X,X
JTZLOSI,O,O,X,X,X,O,O,X,X,X,X,X
JTZSILO,O,O,O,O,O,O,O,X,X,X,X,X
JTZSIOL,X,O,X,X,O,O,X,X,X,X,X,X
JTZSLIO,O,O,O,O,O,O,O,X,X,X,X,X
JTZSLOI,O,O,X,O,O,O,X,X,X,X,X,X
JTZSOIL,X,O,X,O,O,O,X,X,X,X,X,X
JTZSOLI,X,O,X,O,O,O,X,X,X,X,X,X
JTZOILS,O,O,O,X,X,O,O,X,X,X,X,X
JTZOISL,X,O,X,X,X,O,X,X,X,X,X,X
JTZOLIS,O,O,O,X,X,O,O,X,X,X,X,X
JTZOLSI,O,O,X,X,X,O,O,X,X,X,X,X
JTZOSIL,X,O,X,X,X,O,O,X,X,X,X,X
JTZOSLI,X,O,X,X,X,O,O,X,X,X,X,X
JTOILSZ,X,O,X,O,O,O,O,X,O,X,X,X
JTOILZS,X,X,X,X,X,O,O,X,X,X,X,X
JTOISLZ,X,X,X,X,X,O,O,X,O,X,X,X
JTOISZL,X,X,X,X,X,O,O,X,O,X,X,X
JTOIZLS,X,O,X,X,X,O,O,X,X,X,X,X
JTOIZSL,X,O,X,X,X,O,X,X,X,X,X,X
JTOLISZ,X,O,X,O,O,O,O,X,O,X,X,X
JTOLIZS,X,X,X,X,X,O,O,X,X,X,X,X
JTOLSIZ,X,O,X,O,O,O,O,X,O,X,X,X
JTOLSZI,X,O,X,O,O,O,O,X,O,X,X,X
JTOLZIS,X,X,O,X,X,O,O,X,X,X,X,X
JTOLZSI,X,X,X,X,X,O,O,X,X,X,X,X
JTOSILZ,X,X,X,O,O,O,O,X,O,X,X,X
JTOSIZL,X,X,X,O,X,O,O,X,O,X,X,X
JTOSLIZ,X,X,X,O,O,O,O,X,O,X,X,X
JTOSLZI,X,X,X,O,O,O,O,X,O,X,X,X
JTOSZIL,X,X,X,O,O,O,O,X,O,X,X,X
JTOSZLI,X,X,X,O,O,O,O,X,O,X,X,X
JTOZILS,X,O,O,X,X,O,O,X,X,X,X,X
JTOZISL,X,O,X,X,X,O,X,X,X,X,X,X
JTOZLIS,X,O,O,X,X,O,O,X,X,X,X,X
JTOZLSI,X,O,X,X,X,O,O,X,X,X,X,X
JTOZSIL,X,O,X,X,X,O,O,X,X,X,X,X
JTOZSLI,X,O,X,X,X,O,O,X,X,X,X,X
JITLSZO,X,O,X,X,X,X,X,X,O,X,X,X
JITLSOZ,X,O,X,X,X,O,X,X,O,X,X,O
JITLZSO,O,X,O,X,X,O,X,X,X,X,X,X
JITLZOS,O,X,O,X,X,O,X,X,X,X,X,O
JITLOSZ,X,X,X,X,X,O,X,X,O,X,O,O
JITLOZS,O,X,O,X,X,O,X,X,X,X,O,O
JITSLZO,X,X,X,X,X,X,X,X,O,X,X,X
JITSLOZ,X,X,X,X,X,O,X,X,O,X,X,O
JITSZLO,X,X,X,X,X,O,X,X,O,X,X,X
JITSZOL,X,X,X,X,X,O,X,X,O,X,X,X
JITSOLZ,X,X,X,X,X,O,X,X,O,X,X,O
JITSOZL,X,X,X,X,X,O,X,X,O,X,X,X
JITZLSO,O,O,O,X,X,O,X,X,X,X,X,X
JITZLOS,O,O,O,X,X,O,X,X,X,X,X,O
JITZSLO,O,O,O,X,X,O,X,X,X,X,X,X
JITZSOL,X,O,X,X,X,O,X,X,X,X,X,X
JITZOLS,O,O,O,X,X,O,X,X,X,X,X,O
JITZOSL,X,O,O,X,X,O,X,X,X,X,X,X
JITOLSZ,X,O,X,X,X,O,X,X,O,X,O,O
JITOLZS,X,X,O,X,X,O,X,X,X,X,O,O
JITOSLZ,X,X,X,X,X,O,X,X,O,X,O,O
JITOSZL,X,X,X,X,X,O,X,X,O,X,O,X
JITOZLS,X,O,O,X,X,O,X,X,X,X,O,O
JITOZSL,X,O,O,X,X,O,X,X,X,X,O,X
JILTSZO,X,X,X,X,X,X,X,X,O,X,X,X
JILTSOZ,X,X,X,X,X,O,X,X,O,X,X,O
JILTZSO,O,X,O,X,X,O,X,X,X,X,X,X
JILTZOS,O,X,O,X,X,O,X,X,X,X,X,O
JILTOSZ,X,X,X,X,X,O,X,X,O,X,O,O
JILTOZS,O,X,O,X,X,O,X,X,X,X,O,O
JILSTZO,X,X,O,X,X,X,X,X,O,X,X,X
JILSTOZ,X,X,O,X,X,O,X,X,O,X,X,O
JILSZTO,O,X,O,X,X,X,X,X,O,O,X,X
JILSZOT,O,X,O,X,X,X,X,X,O,O,X,X
JILSOTZ,X,X,O,X,X,O,X,X,O,X,O,X
JILSOZT,O,X,O,X,X,X,X,X,O,O,X,X
JILZTSO,O,X,O,X,X,O,X,X,X,O,X,X
JILZTOS,O,X,O,X,X,O,X,X,X,X,X,O
JILZSTO,O,X,O,X,X,X,X,X,O,O,X,X
JILZSOT,O,X,O,X,X,X,X,X,O,O,X,X
JILZOTS,O,X,O,X,X,O,X,X,X,X,O,X
JILZOST,O,X,O,X,X,X,X,X,O,X,X,X
JILOTSZ,X,X,X,X,X,O,X,X,O,X,O,O
JILOTZS,O,X,O,X,X,O,X,X,X,X,O,O
JILOSTZ,X,X,O,X,X,O,X,X,O,X,O,X
JILOSZT,O,X,O,X,X,X,X,X,O,X,X,X
JILOZTS,O,X,O,X,X,O,X,X,X,X,O,X
JILOZST,O,X,O,X,X,X,X,X,O,X,X,X
JISTLZO,X,X,O,X,X,X,X,X,O,X,X,X
JISTLOZ,X,X,O,X,X,O,X,X,O,X,X,O
JISTZLO,X,X,O,X,X,O,X,X,O,X,X,X
JISTZOL,X,X,O,X,X,O,X,X,O,X,X,X
JISTOLZ,X,X,O,X,X,O,X,X,O,X,X,O
JISTOZL,X,X,O,X,X,O,X,X,O,X,X,X
JISLTZO,X,X,O,X,X,X,X,X,O,X,X,X
JISLTOZ,X,X,O,X,X,O,X,X,O,X,X,O
JISLZTO,O,X,O,X,X,X,X,X,O,O,X,X
JISLZOT,O,X,O,X,X,X,X,X,O,O,X,X
JISLOTZ,X,X,O,X,X,O,X,X,O,X,O,X
JISLOZT,O,X,O,X,X,X,X,X,O,O,X,X
JISZTLO,O,X,O,X,X,X,X,X,O,O,X,X
JISZTOL,X,X,O,X,X,X,X,X,O,O,X,X
JISZLTO,O,X,O,X,X,X,X,X,O,O,X,X
JISZLOT,O,X,O,X,X,X,X,X,O,O,X,X
JISZOTL,X,X,O,X,X,X,X,X,O,O,X,X
JISZOLT,X,X,O,X,X,X,X,X,O,O,X,X
JISOTLZ,X,X,O,X,X,O,X,X,O,X,O,X
JISOTZL,X,X,O,X,X,O,X,X,O,X,O,X
JISOLTZ,X,X,O,X,X,O,X,X,O,X,O,X
JISOLZT,X,X,O,X,X,X,X,X,O,O,X,X
JISOZTL,X,X,O,X,X,X,X,X,O,O,X,X
JISOZLT,X,X,O,X,X,X,X,X,O,O,X,X
JIZTLSO,O,O,O,X,X,O,X,X,X,O,X,X
JIZTLOS,O,O,O,X,X,O,X,X,X,X,X,O
JIZTSLO,O,O,O,X,X,O,X,X,X,O,X,X
JIZTSOL,X,O,O,X,X,O,X,X,X,O,X,X
JIZTOLS,O,O,O,X,X,O,X,X,X,X,X,O
JIZTOSL,X,O,X,X,X,O,X,X,X,X,X,X
JIZLTSO,O,O,O,X,X,O,X,X,X,O,X,X
JIZLTOS,O,O,O,X,X,O,X,X,X,X,X,O
JIZLSTO,O,O,O,X,X,X,X,X,O,O,X,X
JIZLSOT,O,O,O,X,X,X,X,X,O,O,X,X
JIZLOTS,O,O,O,X,X,O,X,X,X,X,O,X
JIZLOST,O,O,O,X,X,X,X,X,O,X,X,X
JIZSTLO,O,O,O,X,X,X,X,X,O,O,X,X
JIZSTOL,X,O,O,X,X,X,X,X,O,O,X,X
JIZSLTO,O,O,O,X,X,X,X,X,O,O,X,X
JIZSLOT,O,O,O,X,X,X,X,X,O,O,X,X
JIZSOTL,X,O,O,X,X,X,X,X,O,O,X,X
JIZSOLT,X,O,O,X,X,X,X,X,O,O,X,X
JIZOTLS,O,O,O,X,X,O,X,X,X,X,O,X
JIZOTSL,X,O,X,X,X,O,X,X,X,X,O,X
JIZOLTS,O,O,O,X,X,O,X,X,X,X,O,X
JIZOLST,O,O,O,X,X,X,X,X,O,X,X,X
JIZOSTL,X,O,O,X,X,X,X,X,O,X,X,X
JIZOSLT,X,O,O,X,X,X,X,X,O,X,X,X
JIOTLSZ,X,O,X,X,X,O,X,X,O,X,O,O
JIOTLZS,X,X,O,X,X,O,X,X,X,X,O,O
JIOTSLZ,X,X,X,X,X,O,X,X,O,X,O,O
JIOTSZL,X,X,X,X,X,O,X,X,O,X,O,X
JIOTZLS,X,O,O,X,X,O,X,X,X,X,O,O
JIOTZSL,X,O,O,X,X,O,X,X,X,X,O,X
JIOLTSZ,X,X,X,X,X,O,X,X,O,X,O,O
JIOLTZS,O,X,O,X,X,O,X,X,X,X,O,O
JIOLSTZ,X,X,O,X,X,O,X,X,O,X,O,X
