sequence,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxiBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oB0rBms?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBxiBesBStBXr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFymBziB5oBXrBms?B0rB,v115@9gC8GeB8HeC8GeC8DeA8LeRBJvhF3iB9oB6qBOrBzr?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmB5oB8qBznByw?BmsB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoB0rBTt?BXrB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhF9mBSoBzqBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBSoBXrBxsBes?BUtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFmhBCjB0rBxsBXr?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFtmBziB5oB8qBms?BywB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFxiBmmBCoBXrBTt?B0rB,v115@9gC8GeB8HeC8GeC8DeA8Le3AJvhFcmBxnBdsBCoBWw?BTtB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFzhB0rBxsBerBft?B6tB,v115@9gC8GeB8HeC8GeC8DeA8Le9FJvhFThBXjByrB+tB0n?BRwB,v115@9gC8GeB8HeC8GeC8DeA8Le9GJvhFxiB0lBesBftB6t?BzqB,v115@9gC8GeB8HeC8GeC8DeA8LemCJvhF5oB0lBdsBftBTr?BCrB
JOZTLSI,O,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X
JOZTSIL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
JOZTSLI,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,O,X
JOZITLS,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X
JOZITSL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
JOZILTS,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZILST,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZISTL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
JOZISLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZLTIS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
JOZLTSI,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
JOZLITS,O,O,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X
JOZLIST,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
JOZLSTI,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X
JOZLSIT,X,X,X,X,O,O,X,X,X,X,O,X,O,X,X,X,X
JOZSTIL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
JOZSTLI,O,O,X,O,O,X,X,X,X,X,O,X,X,X,X,O,X
JOZSITL,O,O,X,O,O,X,X,X,X,X,O,X,O,X,X,X,X
JOZSILT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
JOZSLTI,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
JOZSLIT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,O,X
STILJZO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O
STILJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STILZJO,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
STILZOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STILOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STILOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STIJLZO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,O
STIJLOZ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STIJZLO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,O
STIJZOL,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
STIJOLZ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STIJOZL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
STIZLJO,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
STIZLOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
STIZJLO,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
STIZJOL,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
STIZOLJ,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
STIZOJL,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
STIOLJZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STIOLZJ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STIOJLZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STIOJZL,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
STIOZLJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
STIOZJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLIJZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
STLIJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
STLIZJO,O,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
STLIZOJ,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STLIOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
STLIOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
STLJIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STLJIOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STLJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STLJZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STLJOIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STLJOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STLZIJO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STLZIOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STLZJIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STLZJOI,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X
STLZOIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLZOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STLOIJZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
STLOIZJ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
STLOJIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STLOJZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STLOZIJ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STLOZJI,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
STJILZO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
STJILOZ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X
STJIZLO,O,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
STJIZOL,O,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
STJIOLZ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
STJIOZL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
STJLIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,O
STJLIOZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,O,X
STJLZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STJLZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STJLOIZ,X,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STJLOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STJZILO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,O
STJZIOL,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
STJZLIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O
STJZLOI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
STJZOIL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
STJZOLI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
STJOILZ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
STJOIZL,O,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,O
STJOLIZ,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STJOLZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
STJOZIL,O,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
STJOZLI,O,O,O,O,X,X,X,X,X,X,O,O,X,X,X,O,X
STZILJO,O,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
STZILOJ,O,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
STZIJLO,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
STZIJOL,O,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
STZIOLJ,O,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
STZIOJL,O,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
STZLIJO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLIOJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZLJIO,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
STZLJOI,O,O,O,O,X,X,O,X,X,X,X,O,X,X,X,O,X
STZLOIJ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZLOJI,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
STZJILO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
STZJIOL,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
STZJLIO,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,O,O
STZJLOI,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,O,X
STZJOIL,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
STZJOLI,O,O,O,O,X,X,O,X,X,X,O,O,X,X,X,O,X
STZOILJ,O,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
STZOIJL,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
STZOLIJ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STZOLJI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STZOJIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STZOJLI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STOILJZ,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
STOILZJ,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X
STOIJLZ,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
STOIJZL,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O
STOIZLJ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
STOIZJL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STOLIJZ,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
STOLIZJ,O,X,O,X,X,X,O,O,O,X,X,O,X,X,X,X,X
STOLJIZ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLJZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOLZIJ,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STOLZJI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
STOJILZ,X,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X,X
STOJIZL,O,X,O,O,X,X,X,O,O,X,X,X,O,X,X,X,O
STOJLIZ,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJLZI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOJZIL,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,O
STOJZLI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
STOZILJ,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
STOZIJL,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
STOZLIJ,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STOZLJI,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X
STOZJIL,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O
STOZJLI,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X
SITLJZO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,O
SITLJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SITLZJO,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,O
SITLZOJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SITLOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SITLOZJ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SITJLZO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,X,O
SITJLOZ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SITJZLO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,X,O
SITJZOL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
SITJOLZ,X,O,O,O,X,X,X,X,O,X,X,O,X,X,O,X,X
SITJOZL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
SITZLJO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
SITZLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SITZJLO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
SITZJOL,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
SITZOLJ,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
SITZOJL,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
SITOLJZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SITOLZJ,X,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
SITOJLZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SITOJZL,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SITOZLJ,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SITOZJL,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SILTJZO,X,X,O,O,X,X,X,X,O,O,X,X,X,X,O,O,O
SILTJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,O,O,X
SILTZJO,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X,O
SILTZOJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SILTOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SILTOZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SILJTZO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
SILJTOZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SILJZTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
SILJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SILJOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SILJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SILZTJO,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X,O
SILZTOJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SILZJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
SILZJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
SILZOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SILOTJZ,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
SILOTZJ,X,X,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X
SILOJTZ,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
SILOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SILOZTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SILOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIJTLZO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
SIJTLOZ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SIJTZLO,X,O,X,O,X,X,X,X,O,X,O,X,X,X,O,O,O
SIJTZOL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
SIJTOLZ,X,O,O,O,X,X,X,X,O,X,X,X,X,X,O,X,X
SIJTOZL,X,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,O
SIJLTZO,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,O
SIJLTOZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,O,O,X
SIJLZTO,X,X,O,X,X,X,X,X,X,X,O,X,X,X,O,O,O
SIJLZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJLOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,O,O,X
SIJLOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJZTLO,O,O,X,O,X,X,X,X,X,X,O,X,X,X,O,O,O
SIJZTOL,O,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIJZLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,O,O,O
SIJZLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIJZOTL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SIJZOLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIJOTLZ,X,O,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOTZL,X,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SIJOLTZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X
SIJOLZT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIJOZTL,O,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SIJOZLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIZTLJO,X,O,X,O,X,X,X,X,O,O,X,X,X,O,X,X,O
SIZTLOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X,X,O
SIZTJLO,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
SIZTJOL,X,O,X,O,X,X,X,X,O,O,O,X,X,O,X,X,O
SIZTOLJ,X,X,X,X,X,O,X,X,O,O,X,X,X,O,X,X,O
SIZTOJL,X,X,X,X,X,X,X,X,O,O,X,X,X,O,X,X,O
SIZLTJO,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,O
SIZLTOJ,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIZLJTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
SIZLJOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIZLOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZLOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZJTLO,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,O,O
SIZJTOL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZJLTO,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,O
SIZJLOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SIZJOTL,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZJOLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SIZOTJL,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SIZOLTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIZOJTL,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O
SIZOJLT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X
SIOTLJZ,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
SIOTLZJ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SIOTJLZ,X,X,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
SIOTJZL,X,X,X,O,X,X,X,O,O,X,X,X,O,X,X,X,O
SIOTZLJ,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X,O
SIOTZJL,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X,O
SIOLTJZ,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X
SIOLTZJ,X,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X,X
SIOLJTZ,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
SIOLJZT,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
SIOLZTJ,X,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X
SIOLZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOJTLZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJTZL,X,X,X,O,X,X,X,O,X,X,O,X,O,X,X,X,O
SIOJLTZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
SIOJLZT,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X
SIOJZTL,O,X,X,O,X,X,X,X,X,X,O,X,O,X,X,X,O
SIOJZLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SIOZTLJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,O
SIOZTJL,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOZLTJ,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
SIOZLJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SIOZJTL,X,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,O
SIOZJLT,X,X,X,X,X,O,X,X,X,X,O,X,O,X,X,X,X
SLTIJZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
SLTIJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
SLTIZJO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
SLTIZOJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SLTIOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLTIOZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLTJIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SLTJIOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLTJZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SLTJZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLTJOIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLTJOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLTZIJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTZIOJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O
SLTZJIO,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,O
SLTZJOI,O,X,O,O,X,O,O,X,X,X,X,O,X,X,X,O,X
SLTZOIJ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTZOJI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLTOIJZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,X,X
SLTOIZJ,X,X,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X
SLTOJIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLTOJZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X
SLTOZIJ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLTOZJI,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X
SLITJZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
SLITJOZ,X,X,O,O,X,X,X,X,O,X,X,O,X,X,X,O,X
SLITZJO,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,O
SLITZOJ,O,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O
SLITOJZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
SLITOZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIJTZO,O,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,O
SLIJTOZ,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,O,X
SLIJZTO,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,O,O
SLIJZOT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIJOTZ,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,O,X
SLIZTJO,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SLIZTOJ,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,O
SLIZJTO,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,O
SLIZJOT,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,O,X
SLIZOTJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIZOJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLIOTJZ,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
SLIOTZJ,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X,X,X
SLIOJTZ,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOJZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X
SLIOZTJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X
SLIOZJT,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
SLJTIZO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SLJTIOZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLJTZIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,O
SLJTZOI,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLJTOIZ,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
SLJTOZI,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,O,X
