sequence,v115@zgA8BeB8EeA8BeB8EeD8FeE8CeA8AeE8DeA8Jez6Iv?hFCdBejB5jBlmB0sBXsB,v115@zgA8BeB8EeA8BeB8EeD8FeE8CeA8AeE8DeA8Jez6Iv?hFfiBldB5jB8nB6rB2xB,v115@zgA8BeB8EeA8BeB8EeD8FeE8CeA8AeE8DeA8Jez6Iv?hFCdBejB5jBlmBXsB0sB,v115@zgA8BeB8EeA8BeB8EeD8FeE8CeA8AeE8DeA8Jez6Iv?hFUdB5jBlmB3nBatBWxB,v115@zgA8BeB8EeA8BeB8EeD8FeE8CeA8AeE8DeA8Jez6Iv?hFRdB1mBGoBXnBSxBctB
OIJSLTZ,X,X,O,X,X
OIJSLZT,X,O,X,X,X
OIJSZTL,O,O,O,X,X
OIJSZLT,X,O,X,X,X
OIJZTLS,O,X,O,X,X
OIJZTSL,O,O,O,X,X
OIJZLTS,O,X,X,X,X
OIJZLST,X,O,X,X,X
OIJZSTL,O,O,O,X,X
OIJZSLT,X,O,X,X,X
OISTLJZ,O,X,O,O,X
OISTLZJ,X,X,X,O,X
OISTJLZ,O,X,O,O,X
OISTJZL,O,X,O,O,X
OISTZLJ,O,X,X,O,X
OISTZJL,O,X,X,O,X
OISLTJZ,X,X,X,O,X
OISLTZJ,X,O,X,O,X
OISLJTZ,X,O,O,X,X
OISLJZT,X,O,X,X,X
OISLZTJ,X,O,X,X,X
OISLZJT,X,O,X,X,X
OISJTLZ,O,X,O,O,X
OISJTZL,O,O,O,O,X
OISJLTZ,X,X,O,X,X
OISJLZT,X,O,X,X,X
OISJZTL,O,O,O,X,X
OISJZLT,X,O,X,X,X
OISZTLJ,O,X,X,O,X
OISZTJL,O,X,X,O,X
OISZLTJ,X,O,X,X,X
OISZLJT,X,O,X,X,X
OISZJTL,O,O,O,X,X
OISZJLT,X,O,X,X,X
OIZTLJS,O,X,O,X,X
OIZTLSJ,O,O,X,X,X
OIZTJLS,O,X,O,X,X
OIZTJSL,O,O,O,X,X
OIZTSLJ,O,X,X,O,X
OIZTSJL,O,X,X,O,X
OIZLTJS,O,X,X,X,X
OIZLTSJ,O,O,X,X,X
OIZLJTS,O,O,X,X,X
OIZLJST,X,O,X,X,X
OIZLSTJ,X,O,X,X,X
OIZLSJT,X,O,X,X,X
OIZJTLS,O,X,O,X,X
OIZJTSL,O,O,O,X,X
OIZJLTS,O,X,X,X,X
OIZJLST,X,O,X,X,X
OIZJSTL,O,O,O,X,X
OIZJSLT,X,O,X,X,X
OIZSTLJ,O,X,X,O,X
OIZSTJL,O,X,X,O,X
OIZSLTJ,X,O,X,X,X
OIZSLJT,X,O,X,X,X
OIZSJTL,O,O,O,X,X
OIZSJLT,X,O,X,X,X
OLTIJSZ,O,O,O,X,O
OLTIJZS,O,O,O,X,X
OLTISJZ,O,X,O,O,X
OLTISZJ,X,O,X,O,X
OLTIZJS,O,X,O,X,X
OLTIZSJ,O,O,X,X,X
OLTJISZ,O,O,O,X,O
OLTJIZS,O,O,O,X,X
OLTJSIZ,O,O,O,X,O
OLTJSZI,X,O,X,X,O
OLTJZIS,O,O,O,X,X
OLTJZSI,O,O,X,X,O
OLTSIJZ,O,X,O,O,X
OLTSIZJ,X,O,X,O,X
OLTSJIZ,O,X,O,X,O
OLTSJZI,X,X,X,X,O
OLTSZIJ,O,O,X,O,X
OLTSZJI,O,O,X,X,X
OLTZIJS,O,X,O,X,X
OLTZISJ,O,O,X,X,X
OLTZJIS,O,X,O,X,X
OLTZJSI,O,X,X,X,O
OLTZSIJ,O,O,X,X,X
OLTZSJI,O,O,X,X,X
OLITJSZ,O,O,O,X,O
OLITJZS,O,O,O,X,X
OLITSJZ,O,X,O,O,X
OLITSZJ,X,O,X,O,X
OLITZJS,O,X,O,X,X
OLITZSJ,O,O,X,X,X
OLIJTSZ,O,O,O,X,O
OLIJTZS,O,O,O,X,X
OLIJSTZ,X,O,O,X,X
OLIJSZT,X,O,X,X,X
OLIJZTS,O,O,X,X,X
OLIJZST,X,O,X,X,X
OLISTJZ,X,X,X,O,X
OLISTZJ,X,O,X,O,X
OLISJTZ,X,O,O,X,X
OLISJZT,X,O,X,X,X
OLISZTJ,X,O,X,X,X
OLISZJT,X,O,X,X,X
OLIZTJS,O,X,X,X,X
OLIZTSJ,O,O,X,X,X
OLIZJTS,O,O,X,X,X
OLIZJST,X,O,X,X,X
OLIZSTJ,X,O,X,X,X
OLIZSJT,X,O,X,X,X
OLJTISZ,O,O,O,X,O
OLJTIZS,O,O,O,X,X
OLJTSIZ,O,O,O,X,O
OLJTSZI,X,O,X,X,O
OLJTZIS,O,O,O,X,X
OLJTZSI,X,O,X,X,O
OLJITSZ,O,O,O,X,O
OLJITZS,O,O,O,X,X
OLJISTZ,X,O,O,X,X
OLJISZT,X,O,X,X,X
OLJIZTS,O,O,X,X,X
OLJIZST,X,O,X,X,X
OLJSTIZ,X,O,O,X,O
OLJSTZI,X,O,O,X,O
OLJSITZ,X,O,O,X,X
OLJSIZT,X,O,X,X,X
OLJSZTI,X,O,X,X,X
OLJSZIT,X,O,X,X,X
OLJZTIS,O,O,X,X,X
OLJZTSI,O,O,X,X,O
OLJZITS,O,O,X,X,X
OLJZIST,X,O,X,X,X
OLJZSTI,X,O,X,X,X
OLJZSIT,X,O,X,X,X
OLSTIJZ,X,X,O,O,X
OLSTIZJ,X,O,X,O,X
OLSTJIZ,X,X,O,X,O
OLSTJZI,X,X,O,X,O
OLSTZIJ,X,O,X,O,X
OLSTZJI,X,O,O,X,X
OLSITJZ,X,X,X,O,X
OLSITZJ,X,O,X,O,X
OLSIJTZ,X,O,O,X,X
OLSIJZT,X,O,X,X,X
OLSIZTJ,X,O,X,X,X
OLSIZJT,X,O,X,X,X
OLSJTIZ,X,O,O,X,O
OLSJTZI,X,O,O,X,O
OLSJITZ,X,O,O,X,X
OLSJIZT,X,O,X,X,X
OLSJZTI,X,O,X,X,X
OLSJZIT,X,O,X,X,X
OLSZTIJ,X,O,X,X,X
OLSZTJI,X,O,X,X,X
OLSZITJ,X,O,X,X,X
OLSZIJT,X,O,X,X,X
OLSZJTI,X,O,X,X,X
OLSZJIT,X,O,X,X,X
OLZTIJS,O,X,X,X,X
OLZTISJ,O,O,X,X,X
OLZTJIS,O,X,X,X,X
OLZTJSI,O,X,X,X,O
OLZTSIJ,O,O,X,X,X
OLZTSJI,O,O,X,X,X
OLZITJS,O,X,X,X,X
OLZITSJ,O,O,X,X,X
OLZIJTS,O,O,X,X,X
OLZIJST,X,O,X,X,X
OLZISTJ,X,O,X,X,X
OLZISJT,X,O,X,X,X
OLZJTIS,O,O,X,X,X
OLZJTSI,O,O,X,X,O
OLZJITS,O,O,X,X,X
OLZJIST,X,O,X,X,X
OLZJSTI,X,O,X,X,X
OLZJSIT,X,O,X,X,X
OLZSTIJ,X,O,X,X,X
OLZSTJI,X,O,X,X,X
OLZSITJ,X,O,X,X,X
OLZSIJT,X,O,X,X,X
OLZSJTI,X,O,X,X,X
OLZSJIT,X,O,X,X,X
OJTILSZ,O,X,O,X,O
OJTILZS,O,X,O,X,X
OJTISLZ,O,X,O,O,X
OJTISZL,O,O,O,O,X
OJTIZLS,O,X,O,X,X
OJTIZSL,O,O,O,X,X
OJTLISZ,O,X,O,X,O
OJTLIZS,O,X,O,X,X
OJTLSIZ,O,X,O,X,O
OJTLSZI,X,X,X,X,O
OJTLZIS,O,X,O,X,X
OJTLZSI,O,X,X,X,O
OJTSILZ,O,X,O,O,X
OJTSIZL,O,O,O,O,X
OJTSLIZ,O,X,O,X,O
OJTSLZI,X,X,O,X,O
OJTSZIL,X,O,O,O,X
OJTSZLI,X,O,O,X,X
OJTZILS,O,X,O,X,X
OJTZISL,O,O,O,X,X
OJTZLIS,O,X,O,X,X
OJTZLSI,O,X,X,X,O
OJTZSIL,O,O,X,X,X
OJTZSLI,O,O,X,X,X
OJITLSZ,O,X,O,X,O
OJITLZS,O,X,O,X,X
OJITSLZ,O,X,O,O,X
OJITSZL,O,O,O,O,X
OJITZLS,O,X,O,X,X
OJITZSL,O,O,O,X,X
OJILTSZ,O,O,O,X,O
OJILTZS,O,O,O,X,X
OJILSTZ,X,O,O,X,X
OJILSZT,X,O,X,X,X
OJILZTS,O,O,X,X,X
OJILZST,X,O,X,X,X
OJISTLZ,O,X,O,O,X
OJISTZL,O,O,O,O,X
OJISLTZ,X,X,O,X,X
OJISLZT,X,O,X,X,X
OJISZTL,O,O,O,X,X
OJISZLT,X,O,X,X,X
OJIZTLS,O,X,O,X,X
OJIZTSL,O,O,O,X,X
OJIZLTS,O,X,X,X,X
OJIZLST,X,O,X,X,X
OJIZSTL,O,O,O,X,X
OJIZSLT,X,O,X,X,X
OJLTISZ,O,O,O,X,O
OJLTIZS,O,O,O,X,X
OJLTSIZ,O,O,O,X,O
OJLTSZI,X,O,X,X,O
OJLTZIS,O,O,O,X,X
OJLTZSI,X,O,X,X,O
OJLITSZ,O,O,O,X,O
OJLITZS,O,O,O,X,X
OJLISTZ,X,O,O,X,X
OJLISZT,X,O,X,X,X
OJLIZTS,O,O,X,X,X
OJLIZST,X,O,X,X,X
OJLSTIZ,X,O,O,X,O
OJLSTZI,X,O,O,X,O
OJLSITZ,X,O,O,X,X
OJLSIZT,X,O,X,X,X
OJLSZTI,X,O,X,X,X
OJLSZIT,X,O,X,X,X
OJLZTIS,O,O,X,X,X
OJLZTSI,O,O,X,X,O
OJLZITS,O,O,X,X,X
OJLZIST,X,O,X,X,X
OJLZSTI,X,O,X,X,X
OJLZSIT,X,O,X,X,X
OJSTILZ,O,X,O,O,X
OJSTIZL,O,O,O,O,X
OJSTLIZ,O,X,O,X,O
OJSTLZI,X,X,O,X,O
OJSTZIL,X,O,O,O,X
OJSTZLI,X,O,O,X,X
OJSITLZ,O,X,O,O,X
OJSITZL,O,O,O,O,X
OJSILTZ,X,X,O,X,X
OJSILZT,X,O,X,X,X
OJSIZTL,O,O,O,X,X
OJSIZLT,X,O,X,X,X
OJSLTIZ,X,X,O,X,O
OJSLTZI,X,X,O,X,O
OJSLITZ,X,X,O,X,X
OJSLIZT,X,O,X,X,X
OJSLZTI,X,O,X,X,X
OJSLZIT,X,O,X,X,X
OJSZTIL,O,O,O,X,X
OJSZTLI,O,O,O,X,X
OJSZITL,O,O,O,X,X
OJSZILT,X,O,X,X,X
OJSZLTI,X,O,X,X,X
OJSZLIT,X,O,X,X,X
OJZTILS,O,X,O,X,X
OJZTISL,O,O,O,X,X
OJZTLIS,O,X,O,X,X
OJZTLSI,O,X,X,X,O
OJZTSIL,O,O,X,X,X
OJZTSLI,O,O,X,X,X
OJZITLS,O,X,O,X,X
OJZITSL,O,O,O,X,X
OJZILTS,O,X,X,X,X
OJZILST,X,O,X,X,X
OJZISTL,O,O,O,X,X
OJZISLT,X,O,X,X,X
OJZLTIS,O,X,X,X,X
OJZLTSI,O,X,X,X,O
OJZLITS,O,X,X,X,X
OJZLIST,X,O,X,X,X
OJZLSTI,X,O,X,X,X
OJZLSIT,X,O,X,X,X
OJZSTIL,O,O,O,X,X
OJZSTLI,O,O,O,X,X
OJZSITL,O,O,O,X,X
OJZSILT,X,O,X,X,X
OJZSLTI,X,O,X,X,X
OJZSLIT,X,O,X,X,X
OSTILJZ,O,X,O,O,X
OSTILZJ,X,X,X,O,X
OSTIJLZ,O,X,O,O,X
OSTIJZL,O,X,O,O,X
OSTIZLJ,O,X,X,O,X
OSTIZJL,O,X,X,O,X
OSTLIJZ,O,X,O,O,X
OSTLIZJ,X,X,X,O,X
OSTLJIZ,O,X,O,X,O
OSTLJZI,X,X,O,X,O
OSTLZIJ,O,X,X,O,X
OSTLZJI,O,X,O,X,X
OSTJILZ,O,X,O,O,X
OSTJIZL,O,X,O,O,X
OSTJLIZ,O,X,O,X,O
OSTJLZI,X,X,O,X,O
OSTJZIL,X,X,O,O,X
OSTJZLI,X,X,O,X,X
OSTZILJ,O,X,X,O,X
OSTZIJL,O,X,X,O,X
OSTZLIJ,O,X,X,O,X
OSTZLJI,O,X,O,X,X
OSTZJIL,O,X,O,O,X
OSTZJLI,O,X,O,X,X
OSITLJZ,O,X,O,O,X
OSITLZJ,X,X,X,O,X
OSITJLZ,O,X,O,O,X
OSITJZL,O,X,O,O,X
OSITZLJ,O,X,X,O,X
OSITZJL,O,X,X,O,X
OSILTJZ,X,X,X,O,X
OSILTZJ,X,O,X,O,X
OSILJTZ,X,O,O,X,X
OSILJZT,X,O,X,X,X
OSILZTJ,X,O,X,X,X
OSILZJT,X,O,X,X,X
OSIJTLZ,O,X,O,O,X
OSIJTZL,O,O,O,O,X
OSIJLTZ,X,X,O,X,X
OSIJLZT,X,O,X,X,X
OSIJZTL,O,O,O,X,X
OSIJZLT,X,O,X,X,X
OSIZTLJ,O,X,X,O,X
OSIZTJL,O,X,X,O,X
OSIZLTJ,X,O,X,X,X
OSIZLJT,X,O,X,X,X
OSIZJTL,O,O,O,X,X
OSIZJLT,X,O,X,X,X
OSLTIJZ,X,X,O,O,X
OSLTIZJ,X,O,X,O,X
OSLTJIZ,X,X,O,X,O
OSLTJZI,X,X,O,X,O
OSLTZIJ,X,O,X,O,X
OSLTZJI,X,O,O,X,X
OSLITJZ,X,X,X,O,X
OSLITZJ,X,O,X,O,X
OSLIJTZ,X,O,O,X,X
OSLIJZT,X,O,X,X,X
OSLIZTJ,X,O,X,X,X
OSLIZJT,X,O,X,X,X
OSLJTIZ,X,O,O,X,O
OSLJTZI,X,O,O,X,O
OSLJITZ,X,O,O,X,X
OSLJIZT,X,O,X,X,X
OSLJZTI,X,O,X,X,X
OSLJZIT,X,O,X,X,X
OSLZTIJ,X,O,X,X,X
OSLZTJI,X,O,X,X,X
OSLZITJ,X,O,X,X,X
OSLZIJT,X,O,X,X,X
OSLZJTI,X,O,X,X,X
OSLZJIT,X,O,X,X,X
OSJTILZ,O,X,O,O,X
OSJTIZL,O,O,O,O,X
OSJTLIZ,O,X,O,X,O
OSJTLZI,X,X,O,X,O
OSJTZIL,X,O,O,O,X
OSJTZLI,X,O,O,X,X
OSJITLZ,O,X,O,O,X
OSJITZL,O,O,O,O,X
OSJILTZ,X,X,O,X,X
OSJILZT,X,O,X,X,X
OSJIZTL,O,O,O,X,X
OSJIZLT,X,O,X,X,X
OSJLTIZ,X,X,O,X,O
OSJLTZI,X,X,O,X,O
OSJLITZ,X,X,O,X,X
OSJLIZT,X,O,X,X,X
OSJLZTI,X,O,X,X,X
OSJLZIT,X,O,X,X,X
OSJZTIL,O,O,O,X,X
OSJZTLI,O,O,O,X,X
OSJZITL,O,O,O,X,X
OSJZILT,X,O,X,X,X
OSJZLTI,X,O,X,X,X
OSJZLIT,X,O,X,X,X
OSZTILJ,O,X,X,O,X
OSZTIJL,O,X,X,O,X
OSZTLIJ,O,X,X,O,X
OSZTLJI,O,X,O,X,X
OSZTJIL,O,X,O,O,X
OSZTJLI,O,X,O,X,X
OSZITLJ,O,X,X,O,X
OSZITJL,O,X,X,O,X
OSZILTJ,X,O,X,X,X
OSZILJT,X,O,X,X,X
OSZIJTL,O,O,O,X,X
OSZIJLT,X,O,X,X,X
OSZLTIJ,X,O,X,X,X
OSZLTJI,X,O,X,X,X
OSZLITJ,X,O,X,X,X
OSZLIJT,X,O,X,X,X
OSZLJTI,X,O,X,X,X
OSZLJIT,X,O,X,X,X
OSZJTIL,O,O,O,X,X
OSZJTLI,O,O,O,X,X
OSZJITL,O,O,O,X,X
OSZJILT,X,O,X,X,X
OSZJLTI,X,O,X,X,X
OSZJLIT,X,O,X,X,X
OZTILJS,O,X,O,X,X
OZTILSJ,O,O,X,X,X
OZTIJLS,O,X,O,X,X
OZTIJSL,O,O,O,X,X
OZTISLJ,O,X,X,O,X
OZTISJL,O,X,X,O,X
OZTLIJS,O,X,O,X,X
OZTLISJ,O,O,X,X,X
OZTLJIS,O,X,O,X,X
OZTLJSI,O,X,X,X,O
OZTLSIJ,O,O,X,X,X
OZTLSJI,O,O,X,X,X
OZTJILS,O,X,O,X,X
OZTJISL,O,O,O,X,X
OZTJLIS,O,X,O,X,X
OZTJLSI,O,X,X,X,O
OZTJSIL,O,O,X,X,X
OZTJSLI,O,O,X,X,X
OZTSILJ,O,X,X,O,X
OZTSIJL,O,X,X,O,X
OZTSLIJ,O,X,X,O,X
OZTSLJI,O,X,X,X,X
OZTSJIL,O,X,X,O,X
OZTSJLI,O,X,X,X,X
OZITLJS,O,X,O,X,X
OZITLSJ,O,O,X,X,X
OZITJLS,O,X,O,X,X
OZITJSL,O,O,O,X,X
OZITSLJ,O,X,X,O,X
OZITSJL,O,X,X,O,X
OZILTJS,O,X,X,X,X
OZILTSJ,O,O,X,X,X
OZILJTS,O,O,X,X,X
OZILJST,X,O,X,X,X
OZILSTJ,X,O,X,X,X
OZILSJT,X,O,X,X,X
OZIJTLS,O,X,O,X,X
OZIJTSL,O,O,O,X,X
OZIJLTS,O,X,X,X,X
OZIJLST,X,O,X,X,X
OZIJSTL,O,O,O,X,X
OZIJSLT,X,O,X,X,X
OZISTLJ,O,X,X,O,X
OZISTJL,O,X,X,O,X
OZISLTJ,X,O,X,X,X
OZISLJT,X,O,X,X,X
OZISJTL,O,O,O,X,X
OZISJLT,X,O,X,X,X
OZLTIJS,O,X,X,X,X
OZLTISJ,O,O,X,X,X
OZLTJIS,O,X,X,X,X
OZLTJSI,O,X,X,X,O
OZLTSIJ,O,O,X,X,X
OZLTSJI,O,O,X,X,X
OZLITJS,O,X,X,X,X
OZLITSJ,O,O,X,X,X
OZLIJTS,O,O,X,X,X
OZLIJST,X,O,X,X,X
OZLISTJ,X,O,X,X,X
OZLISJT,X,O,X,X,X
OZLJTIS,O,O,X,X,X
OZLJTSI,O,O,X,X,O
OZLJITS,O,O,X,X,X
OZLJIST,X,O,X,X,X
OZLJSTI,X,O,X,X,X
OZLJSIT,X,O,X,X,X
OZLSTIJ,X,O,X,X,X
OZLSTJI,X,O,X,X,X
OZLSITJ,X,O,X,X,X
OZLSIJT,X,O,X,X,X
OZLSJTI,X,O,X,X,X
OZLSJIT,X,O,X,X,X
OZJTILS,O,X,O,X,X
OZJTISL,O,O,O,X,X
OZJTLIS,O,X,O,X,X
OZJTLSI,O,X,X,X,O
OZJTSIL,O,O,X,X,X
OZJTSLI,O,O,X,X,X
OZJITLS,O,X,O,X,X
OZJITSL,O,O,O,X,X
OZJILTS,O,X,X,X,X
OZJILST,X,O,X,X,X
OZJISTL,O,O,O,X,X
OZJISLT,X,O,X,X,X
OZJLTIS,O,X,X,X,X
OZJLTSI,O,X,X,X,O
OZJLITS,O,X,X,X,X
OZJLIST,X,O,X,X,X
OZJLSTI,X,O,X,X,X
OZJLSIT,X,O,X,X,X
OZJSTIL,O,O,O,X,X
OZJSTLI,O,O,O,X,X
OZJSITL,O,O,O,X,X
OZJSILT,X,O,X,X,X
OZJSLTI,X,O,X,X,X
OZJSLIT,X,O,X,X,X
OZSTILJ,O,X,X,O,X
OZSTIJL,O,X,X,O,X
OZSTLIJ,O,X,X,O,X
OZSTLJI,O,X,O,X,X
OZSTJIL,O,X,O,O,X
OZSTJLI,O,X,O,X,X
OZSITLJ,O,X,X,O,X
OZSITJL,O,X,X,O,X
OZSILTJ,X,O,X,X,X
OZSILJT,X,O,X,X,X
OZSIJTL,O,O,O,X,X
OZSIJLT,X,O,X,X,X
OZSLTIJ,X,O,X,X,X
OZSLTJI,X,O,X,X,X
OZSLITJ,X,O,X,X,X
OZSLIJT,X,O,X,X,X
OZSLJTI,X,O,X,X,X
OZSLJIT,X,O,X,X,X
OZSJTIL,O,O,O,X,X
OZSJTLI,O,O,O,X,X
OZSJITL,O,O,O,X,X
OZSJILT,X,O,X,X,X
OZSJLTI,X,O,X,X,X
OZSJLIT,X,O,X,X,X
