sequence,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBiiB5oBcsBet?BzqB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBiiB5oBcsBet?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBOnB8nB5oBXr?ByxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBZnBGjBXrBCt?BUtB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBZnBunBcoBzq?BSyB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBmiB5oBzqBis?B0sB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBziB5oBXrBms?BUsB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFxhBTjB0nBmrBSy?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBxiB0nB6tBXr?B2xB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBKnBGjBUoBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThB0iB6oB2sBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBziB+oBUnBXr?BxxB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFihBRnBctBXrBTs?BGtB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFThBZnBGoBXrBUt?BCtB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mBxiB0nB6tBzq?B2xB,v115@9gC8GeB8HeC8GeC8BeA8Ne3CJvhFcoBxlBGmBNsBzq?BSyB,v115@9gC8GeB8HeC8GeC8BeA8Ne9FJvhFTjBxmB0nBmrBSy?BXrB,v115@9gC8GeB8HeC8GeC8BeA8Ne3AJvhF9mB5oBmnBzqB0s?BisB,v115@9gC8GeB8HeC8GeC8BeA8Ne9GJvhFmiB5oB0lBKsBft?BzqB
STLZOJI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
STLOIJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
STLOIZJ,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O
STLOJIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
STLOJZI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
STLOZIJ,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,O
STLOZJI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
STJILZO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
STJILOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,O,X,O
STJIZLO,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
STJIZOL,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
STJIOLZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
STJIOZL,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
STJLIZO,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O
STJLIOZ,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,O,X,O
STJLZIO,O,O,O,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,O
STJLZOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
STJLOIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
STJLOZI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
STJZILO,O,O,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X
STJZIOL,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
STJZLIO,O,O,X,X,X,X,O,O,O,X,X,O,X,O,O,X,X,X,X
STJZLOI,O,O,X,X,X,X,O,O,O,X,X,X,X,O,O,X,X,X,X
STJZOIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STJZOLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STJOILZ,X,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STJOIZL,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STJOLIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STJOLZI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
STJOZIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STJOZLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STZILJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,O
STZILOJ,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O
STZIJLO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STZIJOL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
STZIOLJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
STZIOJL,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
STZLIJO,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O
STZLIOJ,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O
STZLJIO,O,O,O,O,O,X,O,X,O,X,X,O,X,O,O,X,X,X,O
STZLJOI,O,O,O,O,O,X,O,X,O,X,X,X,X,O,O,X,X,X,O
STZLOIJ,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,O
STZLOJI,X,O,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,O
STZJILO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
STZJIOL,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
STZJLIO,O,O,X,X,X,X,O,X,O,X,X,O,X,O,O,X,X,X,X
STZJLOI,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O,X,X,X,X
STZJOIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STZJOLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STZOILJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
STZOIJL,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
STZOLIJ,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STZOLJI,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STZOJIL,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STZOJLI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STOILJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
STOILZJ,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X
STOIJLZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
STOIJZL,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
STOIZLJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
STOIZJL,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
STOLIJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,X
STOLIZJ,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X
STOLJIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STOLJZI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
STOLZIJ,X,X,O,O,O,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STOLZJI,X,O,O,O,O,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STOJILZ,X,O,O,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X
STOJIZL,O,O,X,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
STOJLIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X
STOJLZI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,X
STOJZIL,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STOJZLI,O,O,X,X,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
STOZILJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
STOZIJL,X,O,X,X,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X
STOZLIJ,X,X,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X
STOZLJI,X,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STOZJIL,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
STOZJLI,O,O,X,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X
SITLJZO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SITLJOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SITLZJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
SITLZOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
SITLOJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SITLOZJ,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O
SITJLZO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SITJLOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SITJZLO,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
SITJZOL,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
SITJOLZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
SITJOZL,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SITZLJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,X,X,X,X,O
SITZLOJ,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,X,X,X,O
SITZJLO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SITZJOL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SITZOLJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
SITZOJL,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
SITOLJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
SITOLZJ,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,X
SITOJLZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
SITOJZL,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SITOZLJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
SITOZJL,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
SILTJZO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SILTJOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SILTZJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
SILTZOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
SILTOJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SILTOZJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
SILJTZO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SILJTOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SILJZTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
SILJZOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
SILJOTZ,X,X,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X,O
SILJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SILZTJO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
SILZTOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,O
SILZJTO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
SILZJOT,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O
SILZOTJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
SILZOJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
SILOTJZ,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
SILOTZJ,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X,O
SILOJTZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SILOJZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SILOZTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SILOZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIJTLZO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SIJTLOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SIJTZLO,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
SIJTZOL,O,O,X,X,X,X,O,X,O,O,O,O,X,O,O,X,X,X,X
SIJTOLZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
SIJTOZL,O,O,X,X,X,X,O,X,O,X,O,O,X,O,X,X,X,X,X
SIJLTZO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SIJLTOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SIJLZTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
SIJLZOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
SIJLOTZ,X,X,X,O,X,X,O,X,O,X,O,O,X,X,X,X,X,X,O
SIJLOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJZTLO,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
SIJZTOL,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X,O,O,O,O,X,O,X,X,X,X,O
SIJZLOT,O,O,X,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
SIJZOTL,O,O,X,X,X,X,O,X,O,O,O,O,X,O,X,X,X,X,X
SIJZOLT,O,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SIJOTLZ,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJOTZL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJOLTZ,O,X,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,O
SIJOLZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIJOZTL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X,X
SIJOZLT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIZTLJO,X,X,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,O
SIZTLOJ,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
SIZTJLO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SIZTOLJ,X,X,O,O,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
SIZTOJL,X,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,X,X
SIZLTJO,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
SIZLTOJ,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
SIZLJTO,X,X,O,O,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
SIZLJOT,X,X,O,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
SIZLOTJ,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZLOJT,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZJTLO,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X,X,O,O,O,X,O,X,X,X,X,O
SIZJLOT,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,O
SIZJOTL,O,O,X,X,X,X,O,X,X,O,O,O,X,O,X,X,X,O,X
SIZJOLT,X,O,X,X,X,X,X,X,X,O,O,O,X,X,X,X,X,X,X
SIZOTLJ,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SIZOTJL,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SIZOLTJ,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X,O,O
SIZOLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIZOJTL,X,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SIZOJLT,X,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SIOTLJZ,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X
SIOTLZJ,X,X,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,O,X
SIOTJLZ,O,O,O,O,O,O,O,X,X,O,O,O,X,X,X,X,X,X,X
SIOTJZL,O,O,X,X,X,X,O,X,X,X,O,O,X,O,X,X,X,O,X
SIOTZLJ,X,X,O,O,O,O,X,X,X,O,O,O,O,O,X,X,X,O,X
SIOTZJL,O,O,X,X,X,X,X,X,X,O,O,O,O,O,X,X,X,O,X
SIOLTJZ,O,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,O
SIOLTZJ,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X,X,X,O,O
SIOLJTZ,O,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOLJZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOLZTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,O,O
SIOLZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOJTLZ,O,O,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,X
SIOJTZL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X
SIOJLTZ,O,X,X,X,X,O,O,X,X,X,O,O,X,X,X,X,X,X,O
SIOJLZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SIOJZTL,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,O,X
SIOJZLT,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
SIOZTLJ,X,X,X,X,X,O,X,X,X,O,X,O,O,O,X,X,X,O,X
SIOZTJL,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SIOZLTJ,X,X,X,X,X,O,X,X,X,O,X,X,O,X,X,X,X,O,O
SIOZLJT,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SIOZJTL,O,X,X,X,X,X,X,X,X,O,X,O,O,O,X,X,X,O,X
SIOZJLT,O,X,X,X,X,X,X,X,X,O,X,O,X,X,X,X,X,X,X
SLTIJZO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLTIJOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLTIZJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
SLTIZOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
SLTIOJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLTIOZJ,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O
SLTJIZO,O,O,O,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X,O
SLTJIOZ,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X,O,X,O
SLTJZIO,O,O,O,O,O,X,O,O,O,X,X,O,X,X,O,X,X,X,O
SLTJZOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
SLTJOIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
SLTJOZI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
SLTZIJO,X,X,O,O,O,X,O,X,X,X,X,O,X,O,O,X,X,X,O
SLTZIOJ,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,O
SLTZJIO,O,O,O,O,O,X,O,O,O,X,X,O,X,O,O,X,X,X,O
SLTZJOI,O,O,O,O,O,X,O,O,O,X,X,X,X,O,O,X,X,X,O
SLTZOIJ,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,O
SLTZOJI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
SLTOIJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLTOIZJ,X,X,O,O,O,X,X,X,O,O,O,O,O,O,X,X,X,X,O
SLTOJIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
SLTOJZI,X,O,O,O,X,X,O,X,O,X,X,X,O,X,O,X,X,X,O
SLTOZIJ,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,X,X,X,O
SLTOZJI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
SLITJZO,O,O,O,O,O,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLITJOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLITZJO,X,X,O,O,O,X,O,X,X,O,O,O,X,O,O,X,X,X,O
SLITZOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
SLITOJZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLITOZJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,X,X,X,O
SLIJTZO,O,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLIJTOZ,X,O,O,O,X,X,O,X,O,O,O,O,X,X,O,X,X,X,O
SLIJZTO,O,O,O,O,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
SLIJZOT,X,O,O,X,X,X,X,X,O,O,O,O,X,X,X,X,X,X,O
SLIJOTZ,X,X,X,O,X,O,O,X,O,X,O,O,X,X,O,X,X,X,O
SLIJOZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SLIZTJO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
SLIZTOJ,X,X,O,O,O,X,X,X,O,O,O,O,X,O,X,O,X,X,O
SLIZJTO,X,X,O,O,O,X,X,X,X,O,O,O,X,O,X,O,X,X,O
SLIZJOT,X,X,O,X,O,X,X,X,X,O,O,O,X,X,X,O,X,X,O
SLIZOTJ,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
SLIZOJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X,O
SLIOTJZ,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
SLIOTZJ,X,X,O,O,O,O,X,X,O,O,O,X,X,X,O,X,X,X,O
SLIOJTZ,X,X,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X,X,O
SLIOJZT,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,O
SLIOZTJ,X,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,O
SLIOZJT,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
SLJTIZO,O,O,O,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJTIOZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
SLJTZIO,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
SLJTZOI,O,O,O,O,O,X,O,O,O,X,X,X,X,X,O,X,X,X,O
SLJTOIZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,O,X,O
SLJTOZI,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJITZO,O,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJITOZ,X,O,O,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJIZTO,O,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLJIZOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
SLJIOTZ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJIOZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJZTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
SLJZTOI,O,O,O,O,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
SLJZITO,O,O,O,O,O,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLJZIOT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLJZOTI,X,O,O,X,O,X,X,O,O,X,X,X,X,X,O,X,X,X,O
SLJZOIT,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLJOTIZ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,O,X,O
SLJOTZI,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJOITZ,X,X,X,O,X,O,O,X,O,X,X,X,X,X,O,X,X,X,O
SLJOIZT,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
SLJOZTI,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLJOZIT,X,X,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,O
SLZTIJO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,O,O,X,X,O
SLZTIOJ,X,X,O,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,O
SLZTJIO,O,O,O,O,O,X,X,O,O,X,X,O,X,O,O,X,X,X,O
SLZTJOI,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
SLZTOIJ,X,X,O,O,O,X,X,O,O,X,X,O,O,O,X,O,X,X,O
SLZTOJI,X,O,O,O,O,X,X,O,O,X,X,X,O,O,X,X,X,X,O
SLZITJO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
SLZITOJ,X,X,O,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,O
SLZIJTO,X,X,O,O,O,X,X,X,X,X,X,O,X,O,X,O,X,X,O
SLZIJOT,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,O
SLZIOTJ,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLZIOJT,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,O
SLZJTIO,O,O,O,O,O,X,X,O,O,X,X,X,X,O,O,X,X,X,O
