sequence,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBTeBmfBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFRb?B0dB6jB3gBznBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFOg?B8gBxdBCjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFzb?BxdBUgBWoBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8JeT6IvhFib?BxdB3gBunBcoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jex6IvhF8g?B6iBmfBTjBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFzb?BxdBCjBUgBXoBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Jei6IvhFTe?BRgBWoB3gB0nBlqB,v115@4gA8IeB8CeB8BeC8CeB8CeB8BeD8AeF8Je2/IvhFxd?B3gBqnBTjBFlB8qB
SIZTJOL,X,X,O,X,X,X,X,X,X
SIZTOLJ,O,X,O,X,O,X,X,X,X
SIZTOJL,X,X,O,X,X,X,X,X,X
SIZLTJO,X,O,O,X,X,X,X,X,X
SIZLTOJ,O,X,O,X,O,X,X,X,X
SIZLJTO,O,O,O,X,O,X,X,X,X
SIZLJOT,O,O,O,X,O,X,X,X,X
SIZLOTJ,O,X,O,X,O,X,X,X,X
SIZLOJT,O,O,O,O,O,X,X,X,X
SIZJTLO,O,O,X,X,O,X,X,X,X
SIZJTOL,O,X,O,X,O,X,X,X,X
SIZJLTO,O,O,O,X,O,X,X,X,X
SIZJLOT,O,O,O,X,O,X,X,X,X
SIZJOTL,O,O,O,X,O,X,X,X,X
SIZJOLT,O,O,O,X,O,X,X,X,X
SIZOTLJ,O,O,O,X,O,X,X,X,X
SIZOTJL,X,O,O,X,X,X,X,X,X
SIZOLTJ,O,O,O,X,O,X,X,X,X
SIZOLJT,O,O,O,O,O,X,X,X,X
SIZOJTL,O,O,O,X,O,X,X,X,X
SIZOJLT,O,O,O,X,O,X,X,X,X
SIOTLJZ,O,O,O,X,O,X,X,X,X
SIOTLZJ,O,O,O,X,O,X,X,X,X
SIOTJLZ,O,O,X,X,O,X,X,X,X
SIOTJZL,O,O,O,X,X,X,X,X,X
SIOTZLJ,O,O,O,X,O,X,X,X,X
SIOTZJL,O,O,O,X,X,X,X,X,X
SIOLTJZ,O,O,O,X,X,X,O,X,X
SIOLTZJ,O,O,O,X,O,X,X,X,X
SIOLJTZ,X,O,O,X,X,X,O,X,X
SIOLJZT,O,O,O,O,O,X,O,X,X
SIOLZTJ,O,O,O,X,O,X,X,X,X
SIOLZJT,O,O,O,O,O,X,O,X,X
SIOJTLZ,X,O,X,X,X,X,X,X,X
SIOJTZL,X,O,O,X,X,X,X,X,X
SIOJLTZ,X,O,X,X,X,X,O,X,X
SIOJLZT,O,O,X,X,O,X,O,X,X
SIOJZTL,O,O,O,X,X,X,X,X,X
SIOJZLT,O,O,O,X,X,X,X,X,X
SIOZTLJ,O,O,O,X,O,X,X,X,X
SIOZTJL,X,O,O,X,X,X,X,X,X
SIOZLTJ,O,O,O,X,O,X,X,X,X
SIOZLJT,O,O,O,X,O,X,X,X,X
SIOZJTL,O,O,O,X,O,X,X,X,X
SIOZJLT,O,O,O,X,O,X,X,X,X
SLTIJZO,O,O,O,X,X,X,O,X,X
SLTIJOZ,O,O,O,X,X,X,O,O,X
SLTIZJO,O,O,O,X,X,X,O,X,X
SLTIZOJ,O,O,O,O,X,X,O,X,X
SLTIOJZ,O,O,O,O,X,X,O,X,X
SLTIOZJ,O,O,O,O,O,X,O,X,X
SLTJIZO,O,O,O,O,X,X,O,X,X
SLTJIOZ,O,O,O,O,X,X,O,O,X
SLTJZIO,O,O,O,O,X,O,O,X,X
SLTJZOI,O,O,O,O,X,O,O,X,X
SLTJOIZ,O,O,O,O,X,X,O,O,O
SLTJOZI,O,O,O,X,X,O,O,X,O
SLTZIJO,O,O,O,X,X,X,O,X,X
SLTZIOJ,O,O,O,O,O,X,O,X,X
SLTZJIO,O,O,O,O,O,O,O,X,X
SLTZJOI,O,O,O,O,O,O,O,X,X
SLTZOIJ,O,O,O,O,O,X,O,X,X
SLTZOJI,O,O,O,O,O,O,O,X,X
SLTOIJZ,O,O,O,O,X,X,O,X,O
SLTOIZJ,O,O,O,O,O,X,O,X,X
SLTOJIZ,O,O,O,O,X,X,O,X,O
SLTOJZI,O,O,O,X,X,O,O,X,O
SLTOZIJ,O,O,O,X,O,X,O,X,X
SLTOZJI,O,O,O,X,O,O,O,X,X
SLITJZO,O,O,O,X,X,X,O,X,X
SLITJOZ,O,X,O,X,X,X,O,X,X
SLITZJO,O,O,O,X,X,X,O,X,X
SLITZOJ,O,X,O,O,X,X,O,X,X
SLITOJZ,O,X,O,O,X,X,O,X,X
SLITOZJ,O,X,O,O,O,X,O,X,X
SLIJTZO,X,O,O,X,X,X,O,X,X
SLIJTOZ,X,X,O,X,X,X,O,X,X
SLIJZTO,O,O,O,X,X,X,X,X,X
SLIJZOT,O,O,O,X,X,X,O,X,X
SLIJOTZ,X,O,O,X,X,X,O,O,O
SLIJOZT,O,O,O,X,O,X,O,O,O
SLIZTJO,X,O,O,X,X,X,O,X,X
SLIZTOJ,O,X,O,X,O,X,O,X,X
SLIZJTO,O,O,O,X,O,X,X,X,X
SLIZJOT,O,O,O,X,O,X,O,X,X
SLIZOTJ,O,X,O,X,O,X,X,X,X
SLIZOJT,O,O,O,O,O,X,O,X,X
SLIOTJZ,O,O,O,X,X,X,O,X,O
SLIOTZJ,O,O,O,X,O,X,O,X,X
SLIOJTZ,X,O,O,X,X,X,O,X,O
SLIOJZT,O,O,O,O,O,X,O,X,O
SLIOZTJ,O,O,O,X,O,X,X,X,X
SLIOZJT,O,O,O,O,O,X,O,X,O
SLJTIZO,O,O,O,O,X,X,O,X,X
SLJTIOZ,O,X,O,O,X,X,O,O,X
SLJTZIO,O,O,O,O,X,X,O,X,X
SLJTZOI,O,X,O,O,X,X,O,X,X
SLJTOIZ,O,X,O,O,X,X,O,O,O
SLJTOZI,O,X,O,X,X,X,O,X,O
SLJITZO,X,O,O,O,X,X,O,X,X
SLJITOZ,X,X,O,O,X,X,O,X,X
SLJIZTO,O,O,O,O,X,X,X,X,X
SLJIZOT,O,O,O,X,X,X,O,X,X
SLJIOTZ,X,O,O,X,X,X,O,O,O
SLJIOZT,O,O,O,O,O,X,O,O,O
SLJZTIO,O,O,O,O,O,X,X,X,X
SLJZTOI,O,X,O,O,O,X,X,X,X
SLJZITO,O,O,O,O,O,X,X,X,X
SLJZIOT,O,O,O,O,O,O,O,X,X
SLJZOTI,O,X,O,O,O,O,O,X,O
SLJZOIT,O,O,O,O,O,O,O,X,O
SLJOTIZ,O,O,O,X,X,X,O,O,O
SLJOTZI,O,O,O,X,X,X,O,X,O
SLJOITZ,X,O,O,X,X,X,O,O,O
SLJOIZT,O,O,O,O,O,X,O,O,O
SLJOZTI,O,O,O,X,O,O,O,X,O
SLJOZIT,O,O,O,X,O,O,O,X,O
SLZTIJO,O,O,O,X,X,X,O,X,X
SLZTIOJ,O,O,O,X,O,X,O,X,X
SLZTJIO,O,O,O,X,O,X,O,X,X
SLZTJOI,O,O,O,X,O,X,O,X,X
SLZTOIJ,O,O,O,X,O,X,O,X,X
SLZTOJI,O,O,O,X,O,X,O,X,X
SLZITJO,X,O,O,X,X,X,O,X,X
SLZITOJ,O,X,O,X,O,X,O,X,X
SLZIJTO,O,O,O,X,O,X,X,X,X
SLZIJOT,O,O,O,X,O,X,O,X,X
SLZIOTJ,O,X,O,X,O,X,X,X,X
SLZIOJT,O,O,O,O,O,X,O,X,X
SLZJTIO,O,O,O,O,O,X,X,X,X
SLZJTOI,O,X,O,O,O,X,X,X,X
SLZJITO,O,O,O,O,O,X,X,X,X
SLZJIOT,O,O,O,O,O,O,O,X,X
SLZJOTI,O,X,O,O,O,O,O,X,O
SLZJOIT,O,O,O,O,O,O,O,X,O
SLZOTIJ,O,X,O,X,O,X,X,X,X
SLZOTJI,O,X,O,X,O,X,X,X,X
SLZOITJ,O,X,O,X,O,X,X,X,X
SLZOIJT,O,O,O,O,O,X,O,X,O
SLZOJTI,O,X,O,O,O,O,O,X,O
SLZOJIT,O,O,O,O,O,O,O,X,O
SLOTIJZ,O,O,O,X,X,X,O,X,O
SLOTIZJ,O,O,O,X,O,X,O,X,X
SLOTJIZ,O,O,O,X,X,X,O,X,O
SLOTJZI,O,O,O,X,X,O,O,X,O
SLOTZIJ,O,O,O,X,O,X,O,X,X
SLOTZJI,O,O,O,X,O,O,O,X,X
SLOITJZ,O,O,O,X,X,X,O,X,O
SLOITZJ,O,O,O,X,O,X,O,X,X
SLOIJTZ,X,O,O,X,X,X,O,X,O
SLOIJZT,O,O,O,O,O,X,O,X,O
SLOIZTJ,O,O,O,X,O,X,X,X,X
SLOIZJT,O,O,O,O,O,X,O,X,O
SLOJTIZ,O,O,O,X,X,X,O,X,O
SLOJTZI,O,O,O,X,X,X,O,X,O
SLOJITZ,X,O,O,X,X,X,O,X,O
SLOJIZT,O,O,O,O,O,X,O,X,O
SLOJZTI,O,O,O,X,O,O,O,X,O
SLOJZIT,O,O,O,X,O,O,O,X,O
SLOZTIJ,O,O,O,X,O,X,X,X,X
SLOZTJI,O,O,O,X,O,X,X,X,X
SLOZITJ,O,O,O,X,O,X,X,X,X
SLOZIJT,O,O,O,X,O,X,O,X,O
SLOZJTI,O,O,O,X,O,O,O,X,O
SLOZJIT,O,O,O,X,O,O,O,X,O
SJTILZO,O,O,X,O,X,X,O,X,X
SJTILOZ,O,X,X,O,X,X,O,O,X
SJTIZLO,O,O,O,O,X,X,X,X,X
SJTIZOL,O,X,O,O,X,X,X,X,X
SJTIOLZ,O,O,X,O,X,X,O,O,X
SJTIOZL,O,O,O,X,X,X,X,X,X
SJTLIZO,O,O,O,O,X,X,O,X,X
SJTLIOZ,O,X,O,O,X,X,O,O,X
SJTLZIO,O,O,O,O,X,X,O,X,X
SJTLZOI,O,X,O,O,X,X,O,X,X
SJTLOIZ,O,X,O,O,X,X,O,O,O
SJTLOZI,O,X,O,X,X,X,O,X,O
SJTZILO,O,O,O,O,X,X,X,X,X
SJTZIOL,O,X,O,O,X,X,X,X,X
SJTZLIO,O,O,O,O,X,X,O,X,X
SJTZLOI,O,X,O,O,X,X,O,X,X
SJTZOIL,O,X,O,O,X,X,X,X,X
SJTZOLI,O,X,O,O,X,X,O,X,X
SJTOILZ,O,O,X,O,X,X,O,O,X
SJTOIZL,O,O,O,X,X,X,X,X,X
SJTOLIZ,O,O,O,O,X,X,O,O,X
SJTOLZI,O,O,O,X,X,X,O,X,X
SJTOZIL,O,O,O,X,X,X,X,X,X
SJTOZLI,O,O,O,X,X,X,O,X,X
SJITLZO,X,O,X,O,X,X,X,X,X
SJITLOZ,X,X,X,O,X,X,X,X,X
SJITZLO,X,O,O,O,X,X,X,X,X
SJITZOL,X,X,O,O,X,X,X,X,X
SJITOLZ,X,O,X,O,X,X,X,X,X
SJITOZL,X,O,O,X,X,X,X,X,X
SJILTZO,X,O,X,O,X,X,X,X,X
SJILTOZ,X,X,X,O,X,X,O,X,X
SJILZTO,O,O,X,O,X,X,X,X,X
SJILZOT,O,O,X,X,X,X,O,X,X
SJILOTZ,X,O,X,X,X,X,O,O,O
SJILOZT,O,O,X,O,O,X,O,O,O
SJIZTLO,O,O,X,O,X,X,X,X,X
SJIZTOL,O,X,O,O,X,X,X,X,X
SJIZLTO,O,O,X,O,X,X,X,X,X
SJIZLOT,O,O,O,X,X,X,X,X,X
SJIZOTL,O,O,O,X,X,X,X,X,X
SJIZOLT,O,O,O,X,X,X,X,X,X
SJIOTLZ,X,O,X,X,X,X,X,X,X
SJIOTZL,X,O,O,X,X,X,X,X,X
SJIOLTZ,X,O,X,X,X,X,O,O,X
SJIOLZT,O,O,X,O,O,X,O,O,X
SJIOZTL,O,O,O,X,X,X,X,X,X
SJIOZLT,O,O,O,X,X,X,X,X,X
SJLTIZO,O,O,O,O,X,X,O,X,X
SJLTIOZ,O,X,O,O,X,X,O,O,X
SJLTZIO,O,O,O,O,X,X,O,X,X
SJLTZOI,O,X,O,O,X,X,O,X,X
SJLTOIZ,O,X,O,O,X,X,O,O,O
SJLTOZI,O,X,O,X,X,X,O,X,O
SJLITZO,X,O,O,O,X,X,O,X,X
SJLITOZ,X,X,O,O,X,X,O,X,X
SJLIZTO,O,O,O,O,X,X,X,X,X
SJLIZOT,O,O,O,X,X,X,O,X,X
SJLIOTZ,X,O,O,X,X,X,O,O,O
SJLIOZT,O,O,O,O,O,X,O,O,O
SJLZTIO,O,O,O,O,O,X,X,X,X
SJLZTOI,O,X,O,O,O,X,X,X,X
SJLZITO,O,O,O,O,O,X,X,X,X
SJLZIOT,O,O,O,O,O,O,O,X,X
SJLZOTI,O,X,O,O,O,O,O,X,O
SJLZOIT,O,O,O,O,O,O,O,X,O
SJLOTIZ,O,O,O,X,X,X,O,O,O
SJLOTZI,O,O,O,X,X,X,O,X,O
SJLOITZ,X,O,O,X,X,X,O,O,O
SJLOIZT,O,O,O,O,O,X,O,O,O
SJLOZTI,O,O,O,X,O,O,O,X,O
SJLOZIT,O,O,O,X,O,O,O,X,O
SJZTILO,O,O,X,O,O,X,X,X,X
SJZTIOL,O,X,O,O,O,X,X,X,X
SJZTLIO,O,O,O,O,O,X,X,X,X
SJZTLOI,O,X,O,O,O,X,X,X,X
SJZTOIL,O,X,O,O,O,X,X,X,X
SJZTOLI,O,X,O,O,O,X,X,X,X
SJZITLO,O,O,X,O,O,X,X,X,X
SJZITOL,O,X,O,O,O,X,X,X,X
SJZILTO,O,O,O,O,O,X,X,X,X
SJZILOT,O,O,O,O,O,O,X,X,X
SJZIOTL,O,O,O,O,O,X,X,X,X
SJZIOLT,O,O,O,O,O,O,X,X,X
SJZLTIO,O,O,O,O,O,X,X,X,X
SJZLTOI,O,X,O,O,O,X,X,X,X
SJZLITO,O,O,O,O,O,X,X,X,X
SJZLIOT,O,O,O,O,O,O,O,X,X
SJZLOTI,O,X,O,O,O,O,O,X,O
SJZLOIT,O,O,O,O,O,O,O,X,O
SJZOTIL,O,O,O,O,O,X,X,X,X
SJZOTLI,O,O,O,O,O,X,X,X,X
SJZOITL,O,O,O,O,O,X,X,X,X
SJZOILT,O,O,O,O,O,O,X,X,X
SJZOLTI,O,O,O,O,O,O,O,X,X
SJZOLIT,O,O,O,O,O,O,O,X,X
SJOTILZ,O,O,X,X,X,X,X,O,X
SJOTIZL,O,O,O,X,X,X,X,X,X
SJOTLIZ,O,O,O,X,X,X,O,O,X
SJOTLZI,O,O,O,X,X,X,O,X,X
SJOTZIL,O,O,O,X,X,X,X,X,X
SJOTZLI,O,O,O,X,X,X,X,X,X
SJOITLZ,X,O,X,X,X,X,X,X,X
SJOITZL,X,O,O,X,X,X,X,X,X
SJOILTZ,X,O,X,X,X,X,O,O,X
SJOILZT,O,O,X,O,O,X,O,O,X
SJOIZTL,O,O,O,X,X,X,X,X,X
SJOIZLT,O,O,O,X,X,X,X,X,X
SJOLTIZ,O,O,O,X,X,X,O,O,O
SJOLTZI,O,O,O,X,X,X,O,X,O
SJOLITZ,X,O,O,X,X,X,O,O,O
SJOLIZT,O,O,O,O,O,X,O,O,O
SJOLZTI,O,O,O,X,O,O,O,X,O
SJOLZIT,O,O,O,X,O,O,O,X,O
SJOZTIL,O,O,O,X,O,X,X,X,X
SJOZTLI,O,O,O,X,O,X,X,X,X
SJOZITL,O,O,O,X,O,X,X,X,X
SJOZILT,O,O,O,X,O,O,X,X,X
SJOZLTI,O,O,O,X,O,O,O,X,X
SJOZLIT,O,O,O,X,O,O,O,X,X
SZTILJO,O,O,O,X,O,X,X,X,X
SZTILOJ,O,O,O,X,O,X,X,X,X
SZTIJLO,O,O,O,X,O,X,X,X,X
SZTIJOL,O,O,O,X,O,X,X,X,X
SZTIOLJ,O,O,O,X,O,X,X,X,X
SZTIOJL,O,O,O,X,O,X,X,X,X
SZTLIJO,O,O,O,X,O,X,O,X,X
SZTLIOJ,O,O,O,X,O,X,O,X,X
SZTLJIO,O,O,O,X,O,X,O,X,X
SZTLJOI,O,O,O,X,O,X,O,X,X
SZTLOIJ,O,O,O,X,O,X,O,X,X
SZTLOJI,O,O,O,X,O,X,O,X,X
SZTJILO,O,O,O,X,O,X,X,X,X
SZTJIOL,O,O,O,X,O,X,X,X,X
SZTJLIO,O,O,O,X,O,X,O,X,X
SZTJLOI,O,O,O,X,O,X,O,X,X
SZTJOIL,O,O,O,X,O,X,X,X,X
SZTJOLI,O,O,O,X,O,X,O,X,X
SZTOILJ,O,O,O,X,O,X,X,X,X
SZTOIJL,O,O,O,X,O,X,X,X,X
SZTOLIJ,O,O,O,X,O,X,O,X,X
SZTOLJI,O,O,O,X,O,X,O,X,X
SZTOJIL,O,O,O,X,O,X,X,X,X
SZTOJLI,O,O,O,X,O,X,O,X,X
SZITLJO,X,O,O,X,O,X,X,X,X
SZITLOJ,O,X,O,X,O,X,X,X,X
SZITJLO,X,O,O,X,O,X,X,X,X
SZITJOL,X,X,O,X,O,X,X,X,X
SZITOLJ,O,X,O,X,O,X,X,X,X
SZITOJL,X,X,O,X,O,X,X,X,X
SZILTJO,X,O,O,X,X,X,X,X,X
SZILTOJ,O,X,O,X,O,X,X,X,X
SZILJTO,O,O,O,X,O,X,X,X,X
SZILJOT,O,O,O,X,O,X,X,X,X
SZILOTJ,O,X,O,X,O,X,X,X,X
SZILOJT,O,O,O,O,O,X,X,X,X
SZIJTLO,O,O,X,X,O,X,X,X,X
SZIJTOL,O,X,O,X,O,X,X,X,X
SZIJLTO,O,O,O,X,O,X,X,X,X
SZIJLOT,O,O,O,X,O,X,X,X,X
SZIJOTL,O,O,O,X,O,X,X,X,X
SZIJOLT,O,O,O,X,O,X,X,X,X
SZIOTLJ,O,O,O,X,O,X,X,X,X
SZIOTJL,X,O,O,X,O,X,X,X,X
SZIOLTJ,O,O,O,X,O,X,X,X,X
SZIOLJT,O,O,O,O,O,X,X,X,X
SZIOJTL,O,O,O,X,O,X,X,X,X
SZIOJLT,O,O,O,X,O,X,X,X,X
SZLTIJO,O,O,O,X,X,X,O,X,X
SZLTIOJ,O,O,O,X,O,X,O,X,X
SZLTJIO,O,O,O,X,O,X,O,X,X
SZLTJOI,O,O,O,X,O,X,O,X,X
SZLTOIJ,O,O,O,X,O,X,O,X,X
SZLTOJI,O,O,O,X,O,X,O,X,X
SZLITJO,X,O,O,X,X,X,O,X,X
SZLITOJ,O,X,O,X,O,X,O,X,X
SZLIJTO,O,O,O,X,O,X,X,X,X
SZLIJOT,O,O,O,X,O,X,O,X,X
SZLIOTJ,O,X,O,X,O,X,X,X,X
SZLIOJT,O,O,O,O,O,X,O,X,X
SZLJTIO,O,O,O,O,O,X,X,X,X
SZLJTOI,O,X,O,O,O,X,X,X,X
SZLJITO,O,O,O,O,O,X,X,X,X
SZLJIOT,O,O,O,O,O,O,O,X,X
SZLJOTI,O,X,O,O,O,O,O,X,O
SZLJOIT,O,O,O,O,O,O,O,X,O
SZLOTIJ,O,X,O,X,O,X,X,X,X
SZLOTJI,O,X,O,X,O,X,X,X,X
SZLOITJ,O,X,O,X,O,X,X,X,X
SZLOIJT,O,O,O,O,O,X,O,X,O
SZLOJTI,O,X,O,O,O,O,O,X,O
SZLOJIT,O,O,O,O,O,O,O,X,O
SZJTILO,O,O,X,O,O,X,X,X,X
SZJTIOL,O,X,O,O,O,X,X,X,X
SZJTLIO,O,O,O,O,O,X,X,X,X
SZJTLOI,O,X,O,O,O,X,X,X,X
SZJTOIL,O,X,O,O,O,X,X,X,X
SZJTOLI,O,X,O,O,O,X,X,X,X
SZJITLO,O,O,X,O,O,X,X,X,X
SZJITOL,O,X,O,O,O,X,X,X,X
SZJILTO,O,O,O,O,O,X,X,X,X
SZJILOT,O,O,O,O,O,O,X,X,X
SZJIOTL,O,O,O,O,O,X,X,X,X
SZJIOLT,O,O,O,O,O,O,X,X,X
SZJLTIO,O,O,O,O,O,X,X,X,X
SZJLTOI,O,X,O,O,O,X,X,X,X
SZJLITO,O,O,O,O,O,X,X,X,X
SZJLIOT,O,O,O,O,O,O,O,X,X
SZJLOTI,O,X,O,O,O,O,O,X,O
SZJLOIT,O,O,O,O,O,O,O,X,O
SZJOTIL,O,O,O,O,O,X,X,X,X
SZJOTLI,O,O,O,O,O,X,X,X,X
SZJOITL,O,O,O,O,O,X,X,X,X
SZJOILT,O,O,O,O,O,O,X,X,X
SZJOLTI,O,O,O,O,O,O,O,X,X
SZJOLIT,O,O,O,O,O,O,O,X,X
SZOTILJ,O,O,O,X,O,X,X,X,X
SZOTIJL,O,O,O,X,O,X,X,X,X
SZOTLIJ,O,O,O,X,O,X,X,X,X
SZOTLJI,O,O,O,X,O,X,X,X,X
SZOTJIL,O,O,O,X,O,X,X,X,X
SZOTJLI,O,O,O,X,O,X,X,X,X
SZOITLJ,O,O,O,X,O,X,X,X,X
SZOITJL,X,O,O,X,O,X,X,X,X
SZOILTJ,O,O,O,X,O,X,X,X,X
SZOILJT,O,O,O,O,O,X,X,X,X
SZOIJTL,O,O,O,X,O,X,X,X,X
SZOIJLT,O,O,O,X,O,X,X,X,X
SZOLTIJ,O,O,O,X,O,X,X,X,X
SZOLTJI,O,O,O,X,O,X,X,X,X
SZOLITJ,O,O,O,X,O,X,X,X,X
SZOLIJT,O,O,O,O,O,X,O,X,X
SZOLJTI,O,O,O,O,O,O,O,X,X
SZOLJIT,O,O,O,O,O,O,O,X,X
SZOJTIL,O,O,O,O,O,X,X,X,X
SZOJTLI,O,O,O,O,O,X,X,X,X
SZOJITL,O,O,O,O,O,X,X,X,X
SZOJILT,O,O,O,O,O,O,X,X,X
SZOJLTI,O,O,O,O,O,O,O,X,X
SZOJLIT,O,O,O,O,O,O,O,X,X
SOTILJZ,O,O,O,X,O,X,O,X,X
SOTILZJ,O,O,O,X,O,X,O,X,X
SOTIJLZ,O,O,X,X,O,X,O,X,X
SOTIJZL,O,O,O,X,X,X,X,X,X
SOTIZLJ,O,O,O,X,O,X,X,X,X
SOTIZJL,O,O,O,X,O,X,X,X,X
SOTLIJZ,O,O,O,X,O,X,O,X,X
SOTLIZJ,O,O,O,X,O,X,O,X,X
SOTLJIZ,O,O,O,X,O,X,O,X,X
SOTLJZI,O,O,O,X,O,O,O,X,X
SOTLZIJ,O,O,O,X,O,X,O,X,X
SOTLZJI,O,O,O,X,O,O,O,X,X
SOTJILZ,O,O,X,X,O,X,O,X,X
SOTJIZL,O,O,O,X,X,X,X,X,X
SOTJLIZ,O,O,O,X,O,X,O,X,X
SOTJLZI,O,O,O,X,O,O,O,X,X
SOTJZIL,O,O,O,X,O,O,X,X,X
SOTJZLI,O,O,O,X,O,O,O,X,X
SOTZILJ,O,O,O,X,O,X,X,X,X
SOTZIJL,O,O,O,X,O,X,X,X,X
SOTZLIJ,O,O,O,X,O,X,O,X,X
SOTZLJI,O,O,O,X,O,O,O,X,X
SOTZJIL,O,O,O,X,O,O,X,X,X
SOTZJLI,O,O,O,X,O,O,O,X,X
SOITLJZ,O,O,O,X,O,X,X,X,X
SOITLZJ,O,O,O,X,O,X,X,X,X
SOITJLZ,O,O,X,X,O,X,X,X,X
SOITJZL,O,O,O,X,X,X,X,X,X
SOITZLJ,O,O,O,X,O,X,X,X,X
SOITZJL,O,O,O,X,X,X,X,X,X
SOILTJZ,O,O,O,X,X,X,O,X,X
SOILTZJ,O,O,O,X,O,X,X,X,X
SOILJTZ,X,O,O,X,X,X,O,X,X
SOILJZT,O,O,O,O,O,X,O,X,X
SOILZTJ,O,O,O,X,O,X,X,X,X
SOILZJT,O,O,O,O,O,X,O,X,X
SOIJTLZ,X,O,X,X,X,X,X,X,X
SOIJTZL,X,O,O,X,X,X,X,X,X
SOIJLTZ,X,O,X,X,X,X,O,X,X
SOIJLZT,O,O,X,X,O,X,O,X,X
SOIJZTL,O,O,O,X,X,X,X,X,X
SOIJZLT,O,O,O,X,X,X,X,X,X
SOIZTLJ,O,O,O,X,O,X,X,X,X
SOIZTJL,X,O,O,X,X,X,X,X,X
SOIZLTJ,O,O,O,X,O,X,X,X,X
SOIZLJT,O,O,O,X,O,X,X,X,X
SOIZJTL,O,O,O,X,O,X,X,X,X
SOIZJLT,O,O,O,X,O,X,X,X,X
SOLTIJZ,O,O,O,X,X,X,O,X,O
SOLTIZJ,O,O,O,X,O,X,O,X,X
SOLTJIZ,O,O,O,X,X,X,O,X,O
SOLTJZI,O,O,O,X,X,O,O,X,O
SOLTZIJ,O,O,O,X,O,X,O,X,X
SOLTZJI,O,O,O,X,O,O,O,X,X
SOLITJZ,O,O,O,X,X,X,O,X,O
SOLITZJ,O,O,O,X,O,X,O,X,X
SOLIJTZ,X,O,O,X,X,X,O,X,O
SOLIJZT,O,O,O,O,O,X,O,X,O
SOLIZTJ,O,O,O,X,O,X,X,X,X
SOLIZJT,O,O,O,O,O,X,O,X,O
SOLJTIZ,O,O,O,X,X,X,O,X,O
SOLJTZI,O,O,O,X,X,X,O,X,O
SOLJITZ,X,O,O,X,X,X,O,X,O
SOLJIZT,O,O,O,O,O,X,O,X,O
SOLJZTI,O,O,O,X,O,O,O,X,O
SOLJZIT,O,O,O,X,O,O,O,X,O
SOLZTIJ,O,O,O,X,O,X,X,X,X
SOLZTJI,O,O,O,X,O,X,X,X,X
SOLZITJ,O,O,O,X,O,X,X,X,X
SOLZIJT,O,O,O,X,O,X,O,X,O
SOLZJTI,O,O,O,X,O,O,O,X,O
SOLZJIT,O,O,O,X,O,O,O,X,O
SOJTILZ,O,O,X,X,X,X,X,X,X
SOJTIZL,O,O,O,X,X,X,X,X,X
SOJTLIZ,O,O,O,X,X,X,O,X,X
SOJTLZI,O,O,O,X,X,X,O,X,X
SOJTZIL,O,O,O,X,X,X,X,X,X
SOJTZLI,O,O,O,X,X,X,X,X,X
SOJITLZ,X,O,X,X,X,X,X,X,X
SOJITZL,X,O,O,X,X,X,X,X,X
SOJILTZ,X,O,X,X,X,X,O,X,X
SOJILZT,O,O,X,O,O,X,O,X,X
SOJIZTL,O,O,O,X,X,X,X,X,X
SOJIZLT,O,O,O,X,X,X,X,X,X
SOJLTIZ,O,O,O,X,X,X,O,X,O
SOJLTZI,O,O,O,X,X,X,O,X,O
SOJLITZ,X,O,O,X,X,X,O,X,O
SOJLIZT,O,O,O,O,O,X,O,X,O
SOJLZTI,O,O,O,X,O,O,O,X,O
SOJLZIT,O,O,O,X,O,O,O,X,O
SOJZTIL,O,O,O,X,O,X,X,X,X
SOJZTLI,O,O,O,X,O,X,X,X,X
SOJZITL,O,O,O,X,O,X,X,X,X
SOJZILT,O,O,O,X,O,O,X,X,X
SOJZLTI,O,O,O,X,O,O,O,X,X
SOJZLIT,O,O,O,X,O,O,O,X,X
SOZTILJ,O,O,O,X,O,X,X,X,X
SOZTIJL,O,O,O,X,O,X,X,X,X
SOZTLIJ,O,O,O,X,O,X,X,X,X
SOZTLJI,O,O,O,X,O,X,X,X,X
SOZTJIL,O,O,O,X,O,X,X,X,X
SOZTJLI,O,O,O,X,O,X,X,X,X
SOZITLJ,O,O,O,X,O,X,X,X,X
SOZITJL,X,O,O,X,O,X,X,X,X
SOZILTJ,O,O,O,X,O,X,X,X,X
SOZILJT,O,O,O,X,O,X,X,X,X
SOZIJTL,O,O,O,X,O,X,X,X,X
SOZIJLT,O,O,O,X,O,X,X,X,X
SOZLTIJ,O,O,O,X,O,X,X,X,X
SOZLTJI,O,O,O,X,O,X,X,X,X
