sequence,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcB3gBGiBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygBTfBGiB0lBlm?B3rB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBzfBChBlm?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFzaBRcBGiBllB3m?BUrB,v115@6gC8HeB8HeE8CeH8BeD8JeO/IvhFxbB/iBCgB0hBll?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Je06IvhFxbB/iB2kBqlBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFWgBxbB/iB0lBlm?BTrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhF3bBUdB1kBWrBxr?BTrB,v115@6gC8HeB8HeE8CeH8BeD8JeT6IvhF2gBqhB/iBxkBVr?BUrB,v115@6gC8HeB8HeE8CeH8BeD8Jei6IvhFRcB3fBTiBllBcr?BGrB,v115@6gC8HeB8HeE8CeH8BeD8Jex6IvhFygB/iBTfB0lBlm?B+rB,v115@6gC8HeB8HeE8CeH8BeD8JeK/IvhFXcBViBUgBxmBGl?BTrB
LSZOITJ,O,X,X,O,X,O,X,X,X,X,O,O,O
LSZOIJT,O,X,O,O,X,O,X,X,X,X,O,X,X
LSZOJTI,O,X,O,O,O,O,X,O,X,X,O,X,X
LSZOJIT,O,X,O,O,O,O,X,O,X,X,O,X,X
LSOTIJZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSOTIZJ,O,X,X,O,X,O,X,X,X,O,O,X,X
LSOTJIZ,O,X,X,O,O,O,O,X,X,O,X,X,X
LSOTJZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LSOTZIJ,O,X,X,O,X,O,X,O,X,X,O,O,X
LSOTZJI,O,X,X,O,O,O,X,O,X,X,O,O,X
LSOITJZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LSOITZJ,O,X,X,X,X,O,X,X,X,X,O,X,O
LSOIJTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LSOIJZT,O,X,O,O,O,O,O,X,X,X,O,X,X
LSOIZTJ,O,X,X,X,X,O,X,X,X,X,O,O,O
LSOIZJT,O,X,X,X,X,O,X,X,X,X,O,X,X
LSOJTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LSOJTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LSOJITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LSOJIZT,O,X,O,O,O,O,O,O,X,X,O,X,X
LSOJZTI,O,X,O,O,O,O,O,O,X,X,O,X,X
LSOJZIT,O,X,O,O,O,O,O,O,X,X,O,X,X
LSOZTIJ,O,X,O,O,X,O,X,O,X,X,O,O,X
LSOZTJI,O,X,O,O,O,O,X,O,X,X,O,O,X
LSOZITJ,O,X,X,O,X,O,X,X,X,X,O,O,O
LSOZIJT,O,X,O,O,X,O,X,X,X,X,O,X,X
LSOZJTI,O,X,O,O,O,O,X,O,X,X,O,X,X
LSOZJIT,O,X,O,O,O,O,X,O,X,X,O,X,X
LZTIJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZTIJOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTISJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZTISOJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LZTIOJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZTIOSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LZTJISO,O,X,X,X,X,X,X,X,X,X,X,X,X
LZTJIOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTJSIO,O,X,O,O,X,O,X,O,X,X,X,X,X
LZTJSOI,O,O,O,X,X,O,X,O,X,X,X,X,X
LZTJOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTJOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTSIJO,O,X,O,O,X,O,X,O,X,X,X,X,X
LZTSIOJ,O,X,O,O,X,O,X,O,X,X,X,X,X
LZTSJIO,O,X,O,O,O,O,X,O,X,X,X,X,X
LZTSJOI,O,O,O,X,O,O,X,O,X,X,X,X,X
LZTSOIJ,O,O,O,O,X,O,X,O,X,X,X,X,X
LZTSOJI,O,O,O,O,O,O,X,O,X,X,X,X,X
LZTOIJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZTOISJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LZTOJIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZTOJSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTOSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LZTOSJI,O,O,X,O,O,X,X,X,X,X,X,X,X
LZITJSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZITJOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZITSJO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZITSOJ,O,X,X,X,X,X,X,X,X,X,X,X,O
LZITOJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZITOSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LZIJTSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZIJTOS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZIJSTO,O,X,O,O,X,X,X,O,X,X,X,X,X
LZIJSOT,O,X,O,O,X,X,X,O,X,X,X,X,X
LZIJOTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZIJOST,O,O,X,X,X,X,X,X,X,X,X,X,X
LZISTJO,O,X,O,O,X,X,X,O,X,X,X,X,O
LZISTOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LZISJTO,O,X,O,O,X,X,X,O,X,X,X,X,X
LZISJOT,O,X,O,O,X,X,X,O,X,X,X,X,X
LZISOTJ,O,X,X,O,X,X,X,X,X,X,X,X,O
LZISOJT,O,X,O,O,X,X,X,X,X,X,X,X,X
LZIOTJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZIOTSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LZIOJTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZIOJST,O,O,X,O,X,X,X,X,X,X,X,X,X
LZIOSTJ,O,O,X,O,X,X,X,X,X,X,X,X,O
LZIOSJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LZJTISO,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJTIOS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZJTSIO,O,X,O,O,X,O,O,O,X,X,X,X,X
LZJTSOI,O,O,O,X,X,O,O,O,X,X,X,X,X
LZJTOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZJTOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
LZJITSO,O,X,X,X,X,X,X,X,X,X,X,X,O
LZJITOS,O,X,X,X,X,X,X,X,X,X,X,X,X
LZJISTO,O,X,O,O,O,X,O,O,X,X,X,X,X
LZJISOT,O,X,O,O,O,X,O,O,X,X,X,X,X
LZJIOTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZJIOST,O,O,X,X,O,X,X,X,X,X,X,X,X
LZJSTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LZJSOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZJSOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LZJOTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZJOTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZJOITS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZJOIST,O,O,X,O,O,X,X,X,X,X,X,X,X
LZJOSTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZJOSIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSTIJO,O,X,O,O,X,O,O,O,X,X,X,X,X
LZSTIOJ,O,X,O,O,X,O,X,O,X,X,X,X,X
LZSTJIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSTJOI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSTOIJ,O,O,O,O,X,O,X,O,X,X,X,O,X
LZSTOJI,O,O,O,O,O,O,X,O,X,X,X,O,X
LZSITJO,O,X,O,O,X,O,X,O,X,X,X,X,O
LZSITOJ,O,X,O,O,X,X,X,O,X,X,X,X,O
LZSIJTO,O,X,O,O,X,O,O,O,X,X,X,X,X
LZSIJOT,O,X,O,O,X,O,O,O,X,X,X,X,X
LZSIOTJ,O,X,X,O,X,X,X,X,X,X,X,X,O
LZSIOJT,O,X,O,O,X,O,X,X,X,X,X,X,X
LZSJTIO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJTOI,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJITO,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJIOT,O,X,O,O,O,O,O,O,X,X,X,X,X
LZSJOTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSJOIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LZSOTIJ,O,O,O,O,X,O,X,O,X,X,X,O,X
LZSOTJI,O,O,O,O,O,O,X,O,X,X,X,O,X
LZSOITJ,O,O,X,O,X,O,X,X,X,X,X,O,O
LZSOIJT,O,O,O,O,X,O,X,X,X,X,X,X,X
LZSOJTI,O,O,O,O,O,O,X,O,X,X,X,X,X
LZSOJIT,O,O,O,O,O,O,X,O,X,X,X,X,X
LZOTIJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZOTISJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LZOTJIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOTJSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOTSIJ,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOTSJI,O,O,X,O,O,X,X,X,X,X,X,X,X
LZOITJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZOITSJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LZOIJTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZOIJST,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOISTJ,O,O,X,O,X,X,X,X,X,X,X,O,O
LZOISJT,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOJTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LZOJTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LZOJITS,O,O,X,X,X,X,X,X,X,X,X,X,O
LZOJIST,O,O,X,O,O,X,X,X,X,X,X,X,X
LZOJSTI,O,O,O,O,O,O,X,O,X,X,X,X,X
LZOJSIT,O,O,O,O,O,O,X,O,X,X,X,X,X
LZOSTIJ,O,O,O,O,X,O,X,O,X,X,X,O,X
LZOSTJI,O,O,O,O,O,O,X,O,X,X,X,O,X
LZOSITJ,O,O,X,O,X,O,X,X,X,X,X,O,O
LZOSIJT,O,O,O,O,X,O,X,X,X,X,X,X,X
LZOSJTI,O,O,O,O,O,O,X,O,X,X,X,X,X
LZOSJIT,O,O,O,O,O,O,X,O,X,X,X,X,X
LOTIJSZ,O,X,X,X,X,O,X,X,X,X,X,X,O
LOTIJZS,O,X,X,X,X,X,X,X,X,X,X,X,O
LOTISJZ,X,X,X,X,O,O,X,X,X,X,X,X,O
LOTISZJ,X,X,X,X,X,O,X,X,X,X,X,X,O
LOTIZJS,X,X,X,X,X,X,X,X,X,X,X,X,O
LOTIZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LOTJISZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOTJIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOTJSIZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOTJSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
LOTJZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOTJZSI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOTSIJZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOTSIZJ,O,X,X,X,X,O,X,X,X,X,X,X,X
LOTSJIZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOTSJZI,O,X,X,X,O,O,X,X,X,X,X,X,X
LOTSZIJ,O,X,X,X,X,O,X,X,X,X,X,X,X
LOTSZJI,O,X,X,X,O,O,X,X,X,X,X,X,X
LOTZIJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOTZISJ,X,O,X,X,X,X,X,X,X,X,X,X,O
LOTZJIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOTZJSI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOTZSIJ,O,O,X,X,X,O,X,X,X,X,X,X,X
LOTZSJI,O,O,X,X,O,O,X,X,X,X,X,X,X
LOITJSZ,O,X,X,X,X,X,X,X,X,X,X,X,O
LOITJZS,O,X,X,X,X,X,X,X,X,X,X,X,O
LOITSJZ,X,X,X,X,O,X,X,X,X,X,X,X,O
LOITSZJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LOITZJS,X,X,X,X,X,X,X,X,X,X,X,X,O
LOITZSJ,X,X,X,X,X,X,X,X,X,X,X,X,O
LOIJTSZ,O,X,X,X,O,X,X,X,X,X,X,X,O
LOIJTZS,O,X,X,X,X,X,X,X,X,X,X,X,O
LOIJSTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOIJSZT,O,X,X,X,O,O,X,X,X,X,X,X,X
LOIJZTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOIJZST,O,O,X,X,O,X,X,X,X,X,X,X,X
LOISTJZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LOISTZJ,O,X,X,X,X,O,X,X,X,X,O,X,O
LOISJTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOISJZT,O,X,X,X,O,O,X,X,X,X,O,X,X
LOISZTJ,O,X,X,X,X,O,X,X,X,X,O,O,O
LOISZJT,O,X,X,X,X,O,X,X,X,X,O,X,X
LOIZTJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOIZTSJ,X,O,X,X,X,X,X,X,X,X,O,X,O
LOIZJTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOIZJST,O,O,X,X,X,X,X,X,X,X,X,X,X
LOIZSTJ,O,O,X,X,X,X,X,X,X,X,O,O,O
LOIZSJT,O,O,X,X,X,X,X,X,X,X,O,X,X
LOJTISZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJTIZS,O,X,X,X,X,X,X,X,X,X,X,X,X
LOJTSIZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJTSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJTZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJTZSI,O,O,X,X,X,O,X,X,X,X,X,X,X
LOJITSZ,O,X,X,X,O,X,X,X,X,X,X,X,O
LOJITZS,O,X,X,X,X,X,X,X,X,X,X,X,O
LOJISTZ,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJISZT,O,X,X,X,O,O,X,X,X,X,X,X,X
LOJIZTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOJIZST,O,O,X,X,O,X,X,X,X,X,X,X,X
LOJSTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LOJSTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LOJSITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOJSIZT,O,X,O,O,O,O,O,O,X,X,X,X,X
LOJSZTI,O,X,O,O,O,O,O,O,X,X,X,X,X
LOJSZIT,O,X,O,O,O,O,O,O,X,X,X,X,X
LOJZTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOJZTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOJZITS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOJZIST,O,O,X,O,O,X,X,X,X,X,X,X,X
LOJZSTI,O,O,O,O,O,O,O,O,X,X,X,X,X
LOJZSIT,O,O,O,O,O,O,O,O,X,X,X,X,X
LOSTIJZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LOSTIZJ,O,X,X,O,X,O,X,X,X,X,O,X,X
LOSTJIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LOSTJZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LOSTZIJ,O,X,X,O,X,O,X,O,X,X,O,O,X
LOSTZJI,O,X,X,O,O,O,X,O,X,X,O,O,X
LOSITJZ,O,X,X,X,O,O,X,X,X,X,X,X,O
LOSITZJ,O,X,X,X,X,O,X,X,X,X,O,X,O
LOSIJTZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOSIJZT,O,X,O,O,O,O,O,X,X,X,O,X,X
LOSIZTJ,O,X,X,X,X,O,X,X,X,X,O,O,O
LOSIZJT,O,X,X,X,X,O,X,X,X,X,O,X,X
LOSJTIZ,O,X,X,O,O,O,O,X,X,X,X,X,X
LOSJTZI,O,X,X,O,O,O,O,X,X,X,X,X,X
LOSJITZ,O,X,X,O,O,O,X,X,X,X,X,X,X
LOSJIZT,O,X,O,O,O,O,O,O,X,X,O,X,X
LOSJZTI,O,X,O,O,O,O,O,O,X,X,O,X,X
LOSJZIT,O,X,O,O,O,O,O,O,X,X,O,X,X
LOSZTIJ,O,X,O,O,X,O,X,O,X,X,O,O,X
LOSZTJI,O,X,O,O,O,O,X,O,X,X,O,O,X
LOSZITJ,O,X,X,O,X,O,X,X,X,X,O,O,O
LOSZIJT,O,X,O,O,X,O,X,X,X,X,O,X,X
LOSZJTI,O,X,O,O,O,O,X,O,X,X,O,X,X
LOSZJIT,O,X,O,O,O,O,X,O,X,X,O,X,X
LOZTIJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOZTISJ,X,O,X,X,X,X,X,X,X,X,O,X,O
LOZTJIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZTJSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOZTSIJ,O,O,X,O,X,X,X,X,X,X,O,X,X
LOZTSJI,O,O,X,O,O,X,X,X,X,X,O,X,X
LOZITJS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOZITSJ,X,O,X,X,X,X,X,X,X,X,O,X,O
LOZIJTS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOZIJST,O,O,X,O,X,X,X,X,X,X,X,X,X
LOZISTJ,O,O,X,O,X,X,X,X,X,X,O,O,O
LOZISJT,O,O,X,O,X,X,X,X,X,X,O,X,X
LOZJTIS,O,O,X,X,X,X,X,X,X,X,X,X,X
LOZJTSI,O,O,X,O,X,X,X,X,X,X,X,X,X
LOZJITS,O,O,X,X,X,X,X,X,X,X,X,X,O
LOZJIST,O,O,X,O,O,X,X,X,X,X,X,X,X
LOZJSTI,O,O,O,O,O,O,X,O,X,X,X,X,X
LOZJSIT,O,O,O,O,O,O,X,O,X,X,X,X,X
LOZSTIJ,O,O,O,O,X,O,X,O,X,X,O,O,X
LOZSTJI,O,O,O,O,O,O,X,O,X,X,O,O,X
LOZSITJ,O,O,X,O,X,O,X,X,X,X,O,O,O
LOZSIJT,O,O,O,O,X,O,X,X,X,X,O,X,X
LOZSJTI,O,O,O,O,O,O,X,O,X,X,O,X,X
LOZSJIT,O,O,O,O,O,O,X,O,X,X,O,X,X
JTILSZO,O,X,X,X,O,O,X,X,O,O,X,X,X
JTILSOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
JTILZSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTILZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTILOSZ,O,X,X,X,O,X,X,X,O,O,X,X,X
JTILOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTISLZO,O,X,X,X,O,O,X,X,O,O,X,X,X
JTISLOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
JTISZLO,O,X,X,X,O,X,X,X,O,O,X,X,X
JTISZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JTISOLZ,O,X,X,X,O,X,X,X,O,O,X,X,X
JTISOZL,X,X,X,X,X,X,X,X,O,O,X,X,X
JTIZLSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTIZLOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JTIZSLO,O,X,X,X,X,X,X,X,O,O,X,X,X
JTIZSOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JTIZOLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JTIZOSL,X,O,X,X,X,X,X,X,O,O,X,X,X
JTIOLSZ,O,X,X,X,X,X,X,X,O,O,X,X,X
JTIOLZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTIOSLZ,O,X,X,X,X,X,X,X,O,O,X,X,X
JTIOSZL,X,X,X,X,X,X,X,X,O,O,X,X,X
JTIOZLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JTIOZSL,X,O,X,X,X,X,X,X,O,O,X,X,X
JTLISZO,O,X,X,X,O,O,X,X,O,O,X,X,X
JTLISOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
JTLIZSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLIZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLIOSZ,O,X,X,X,O,X,X,X,O,O,X,X,X
JTLIOZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLSIZO,O,X,O,X,O,O,O,X,O,O,X,X,X
JTLSIOZ,O,X,X,X,O,O,O,X,O,O,X,X,X
JTLSZIO,O,X,O,X,O,O,O,X,O,O,X,X,X
JTLSZOI,O,X,O,X,O,O,O,X,X,X,X,X,X
JTLSOIZ,O,X,X,X,O,O,O,X,O,O,X,X,X
JTLSOZI,O,X,X,X,O,O,O,X,X,X,X,X,X
JTLZISO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLZIOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JTLZSIO,O,X,O,X,X,O,O,X,O,X,X,X,X
JTLZSOI,O,O,O,X,X,O,O,X,X,X,X,X,X
JTLZOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLZOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLOISZ,O,X,X,X,O,X,X,X,O,X,X,X,X
JTLOIZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTLOSIZ,O,X,X,X,O,O,X,X,O,X,X,X,X
JTLOSZI,O,X,X,X,O,O,X,X,X,X,X,X,X
JTLOZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JTLOZSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTSILZO,O,X,X,O,O,O,O,X,O,O,X,X,X
JTSILOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JTSIZLO,O,X,O,X,O,X,X,X,O,O,X,X,X
JTSIZOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JTSIOLZ,O,X,X,O,O,X,X,X,O,O,X,X,X
JTSIOZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JTSLIZO,O,X,O,O,O,O,O,X,O,O,X,X,X
JTSLIOZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JTSLZIO,O,X,O,O,O,O,O,X,O,O,X,X,X
JTSLZOI,O,X,O,X,O,O,O,X,X,X,X,X,X
JTSLOIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JTSLOZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JTSZILO,O,X,O,O,O,O,O,X,O,O,X,X,X
JTSZIOL,X,X,X,O,X,O,X,X,O,O,X,X,X
JTSZLIO,O,X,O,O,O,O,O,X,O,O,X,X,X
JTSZLOI,O,O,O,O,O,O,O,X,X,X,X,X,X
JTSZOIL,X,O,X,O,X,O,X,X,X,X,X,X,X
JTSZOLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTSOILZ,O,X,X,O,O,O,X,X,O,O,X,X,X
JTSOIZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JTSOLIZ,O,X,X,O,O,O,O,X,O,O,X,X,X
JTSOLZI,O,X,X,O,O,O,O,X,X,X,X,X,X
JTSOZIL,X,O,X,O,X,O,X,X,X,X,X,X,X
JTSOZLI,X,O,O,O,X,O,X,X,X,X,X,X,X
JTZILSO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTZILOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JTZISLO,O,X,X,X,X,X,X,X,O,O,X,X,X
JTZISOL,X,X,X,X,X,X,X,X,O,O,X,X,X
JTZIOLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JTZIOSL,X,O,X,X,X,X,X,X,O,O,X,X,X
JTZLISO,O,X,X,X,X,X,X,X,O,X,X,X,X
JTZLIOS,O,O,X,X,X,X,X,X,O,X,X,X,X
JTZLSIO,O,X,O,O,X,O,O,X,O,X,X,X,X
JTZLSOI,O,O,O,X,X,O,O,X,X,X,X,X,X
JTZLOIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JTZLOSI,O,O,X,X,X,X,X,X,X,X,X,X,X
JTZSILO,O,X,O,O,X,X,O,X,O,O,X,X,X
JTZSIOL,X,X,X,O,X,X,X,X,O,O,X,X,X
JTZSLIO,O,X,O,O,X,O,O,X,O,O,X,X,X
JTZSLOI,O,O,O,O,X,O,O,X,X,X,X,X,X
JTZSOIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JTZSOLI,X,O,O,O,X,X,X,X,X,X,X,X,X
JTZOILS,X,O,X,X,X,X,X,X,X,X,X,X,X
JTZOISL,X,O,X,X,X,X,X,X,X,X,X,X,X
JTZOLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
JTZOLSI,X,O,X,O,X,X,X,X,X,X,X,X,X
JTZOSIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JTZOSLI,X,O,X,O,X,X,X,X,X,X,X,X,X
JTOILSZ,O,X,X,X,X,O,X,X,O,O,X,X,X
JTOILZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTOISLZ,O,X,X,X,X,O,X,X,O,O,X,X,X
JTOISZL,X,X,X,X,X,X,X,X,O,O,X,X,X
JTOIZLS,X,O,X,X,X,X,X,X,O,X,X,X,X
JTOIZSL,X,O,X,X,X,X,X,X,O,O,X,X,X
JTOLISZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JTOLIZS,O,X,X,X,X,X,X,X,O,X,X,X,X
JTOLSIZ,O,X,X,X,X,O,X,X,O,X,X,X,X
JTOLSZI,O,X,X,X,X,O,X,X,X,X,X,X,X
JTOLZIS,O,O,X,X,X,X,X,X,X,X,X,X,X
JTOLZSI,O,O,X,X,X,O,X,X,X,X,X,X,X
JTOSILZ,O,X,X,O,X,O,X,X,O,O,X,X,X
JTOSIZL,X,X,X,O,X,X,X,X,O,O,X,X,X
JTOSLIZ,O,X,X,O,X,O,X,X,O,O,X,X,X
JTOSLZI,O,X,X,O,X,O,X,X,X,X,X,X,X
JTOSZIL,X,O,X,O,X,O,X,X,X,X,X,X,X
JTOSZLI,X,O,X,O,X,O,X,X,X,X,X,X,X
JTOZILS,X,O,X,X,X,X,X,X,X,X,X,X,X
JTOZISL,X,O,X,X,X,X,X,X,X,X,X,X,X
JTOZLIS,X,O,X,X,X,X,X,X,X,X,X,X,X
JTOZLSI,X,O,X,O,X,O,X,X,X,X,X,X,X
JTOZSIL,X,O,X,O,X,X,X,X,X,X,X,X,X
JTOZSLI,X,O,X,O,X,O,X,X,X,X,X,X,X
JITLSZO,O,X,X,X,O,O,X,X,O,O,X,X,O
JITLSOZ,O,X,X,X,O,O,X,X,O,O,X,X,X
JITLZSO,O,X,X,X,X,X,X,X,O,X,X,X,O
JITLZOS,O,X,X,X,X,X,X,X,O,X,X,X,X
