sequence,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBCiBllBe?sBznBXrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFUhBFiB6qBz?nBXnB2wB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFTdBllBcrBm?nBXsBCrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBGiBllBy?sBXrBzrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFGdB/mBanB0?lBznBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFTdBFhB6qBc?rBmnBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFzcBqiB/mB0?lB2sBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBXiBllBz?nBmrBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeX8IvhFFiBxlBznB0?lBOsBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jel7IvhFThBZnBfoB0?lBGnBSwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeX8IvhFTdBllBmnBx?rBqrB0qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFSiBllB3mBz?nBmmBRwB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeG9IvhFZnBllBcrBz?nB6qB/rB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFOnBllBcrBz?nBCrBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8JeT8IvhFOiBfoBxlBU?rBFsB6qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je0BJvhFfoBllBxrB6?qBOsBTrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFllBcrBmnBT?nBCrBXsB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex8IvhFXiBllBznB0?mB2wB6qB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex7IvhFfoBllBUnBT?rBOsBCrB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Jex8IvhF1lB0hBznBX?nB6qB2wB,v115@zgB8FeE8EeD8GeD8FeD8DeC8Je07IvhFxcBOnBllBz?nBXrBqrB
TLOZIJS,O,O,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TLOZISJ,O,O,X,X,O,X,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TLOZJIS,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TLOZJSI,O,O,X,X,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X,O,X
TLOZSIJ,O,O,X,X,O,X,X,O,O,O,X,O,X,X,X,X,X,X,X,O,X
TLOZSJI,O,O,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X
TJILSZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILSOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILZSO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILZOS,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILOSZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJILOZS,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJISLZO,X,X,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJISLOZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJISZLO,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISZOL,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJISOLZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJISOZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZLSO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZLOS,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIZSLO,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZSOL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJIZOLS,O,X,X,X,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIZOSL,X,X,O,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TJIOLSZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJIOLZS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOSLZ,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOSZL,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TJIOZLS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJIOZSL,X,X,X,X,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TJLISZO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLISOZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIZSO,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIZOS,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIOSZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLIOZS,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLSIZO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSIOZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZIO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSZOI,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLSOIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLSOZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZISO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZIOS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSIO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZSOI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLZOIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLZOSI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJLOISZ,X,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLOIZS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJLOSIZ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOSZI,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJLOZIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJLOZSI,X,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
TJSILZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSILOZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSIZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSIOLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJSIOZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLZOI,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSLOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZILO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSZIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJSZLIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJSZLOI,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJSZOIL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TJSZOLI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TJSOILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TJSOIZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X
TJSOLIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TJSOLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TJSOZIL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,X
TJSOZLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
TJZILSO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZILOS,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJZISLO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZISOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZIOLS,O,X,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X,X,X,X
TJZIOSL,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJZLISO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLIOS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSIO,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZLSOI,X,X,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZLOIS,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZLOSI,X,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X
TJZSILO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZSIOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TJZSLIO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TJZSLOI,O,X,O,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOIL,O,X,O,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TJZSOLI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
TJZOILS,O,O,X,X,O,O,X,O,X,X,O,O,O,O,X,X,O,X,X,X,X
TJZOISL,O,X,O,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TJZOLIS,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,O,X,X,X,X
TJZOLSI,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,O,X,X,O,X
TJZOSIL,O,X,O,X,O,O,X,O,X,O,X,X,X,X,X,X,X,O,X,O,X
TJZOSLI,O,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,O,X
TJOILSZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOILZS,O,X,X,X,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOISLZ,X,X,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOISZL,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X
TJOIZLS,O,O,X,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X
TJOIZSL,O,X,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TJOLISZ,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLIZS,O,X,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TJOLSIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TJOLSZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOLZIS,O,O,X,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TJOLZSI,O,O,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TJOSILZ,X,X,X,X,O,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O
TJOSIZL,X,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
TJOSLIZ,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TJOSLZI,O,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TJOSZIL,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TJOSZLI,O,O,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
TJOZILS,O,O,X,X,O,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X,X
TJOZISL,O,X,X,X,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,O,X
TJOZLIS,O,O,X,X,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X
TJOZLSI,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X
TJOZSIL,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,O,X,O,X
TJOZSLI,O,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,O,X,O,X
TSILJZO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSILJOZ,X,X,X,O,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILZJO,O,X,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSILZOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSILOJZ,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSILOZJ,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIJLZO,O,X,X,X,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSIJLOZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJZLO,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSIJZOL,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSIJOLZ,X,X,X,X,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSIJOZL,X,X,O,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSIZLJO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSIZLOJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TSIZJLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSIZJOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSIZOLJ,O,X,X,O,O,X,X,X,X,O,X,O,X,X,O,O,X,X,O,X,X
TSIZOJL,O,X,X,X,O,X,O,X,X,O,X,O,X,X,O,O,X,X,O,X,X
TSIOLJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOJLZ,X,X,X,X,O,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O
TSIOJZL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X,X,X,X
TSIOZLJ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIOZJL,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TSLIJZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLIJOZ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIZJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
TSLIZOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X
TSLIOJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLJIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJZIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLJZOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLJOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLZIJO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSLZIOJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TSLZJIO,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSLZJOI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLZOIJ,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLZOJI,O,X,X,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSLOIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSLOJIZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOJZI,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSLOZIJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSLOZJI,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,X,X,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X,X
TSJILOZ,O,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJIZLO,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSJIZOL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSJIOLZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TSJIOZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJLIZO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJLIOZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLZIO,O,X,X,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJLZOI,O,X,X,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJLOZI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSJZILO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSJZIOL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSJZLIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSJZLOI,O,X,O,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSJZOIL,O,X,O,X,X,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TSJZOLI,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
TSJOILZ,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O
TSJOIZL,X,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X
TSJOLIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,O
TSJOLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O
TSJOZIL,O,X,O,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,O,X
TSJOZLI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,O,O
TSZILJO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZILOJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TSZIJLO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZIJOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZIOLJ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,O,X,X
TSZIOJL,O,X,O,X,O,O,O,O,X,O,X,O,X,X,O,O,X,X,O,X,X
TSZLIJO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZLIOJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,O,O,X,X,X,X,X
TSZLJIO,O,X,X,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZLJOI,O,X,X,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZLOIJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZLOJI,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZJILO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZJIOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X
TSZJLIO,O,X,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X
TSZJLOI,O,X,O,O,O,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TSZJOIL,O,X,O,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,O,X,X
TSZJOLI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,O,X,O,X,X
TSZOILJ,O,X,X,O,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,X
TSZOIJL,O,X,O,X,O,O,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
TSZOLIJ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X
TSZOLJI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X
TSZOJIL,O,X,X,X,O,O,X,O,X,O,X,X,X,X,O,X,X,X,O,X,X
TSZOJLI,O,X,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,O,X,O
TSOILJZ,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOILZJ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOIJLZ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O
TSOIJZL,X,X,X,X,O,X,X,O,X,X,X,O,X,X,O,X,X,O,X,X,X
TSOIZLJ,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSOIZJL,X,X,X,X,O,X,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X
TSOLIJZ,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOLJIZ,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOLJZI,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TSOLZIJ,O,X,X,O,X,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLZJI,O,X,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X,X,X
TSOJILZ,X,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOJIZL,X,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,X,X
TSOJLIZ,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O
TSOJLZI,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O
TSOJZIL,O,X,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,O,X,O,X
TSOJZLI,O,X,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,O,X,O,O
TSOZILJ,O,X,X,O,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X
TSOZIJL,O,X,X,X,O,X,X,O,X,O,X,O,O,X,O,O,X,X,O,O,X
TSOZLIJ,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X,O,O,X
TSOZLJI,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X,O,O,X
TSOZJIL,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X,O,O,O,X
TSOZJLI,O,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O,O,O,O
TZILJSO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILJOS,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSJO,O,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZILSOJ,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X,X,X
TZILOJS,O,X,X,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TZILOSJ,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZIJLSO,O,X,O,X,X,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJLOS,O,X,X,X,X,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X,X
TZIJSLO,O,X,O,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJSOL,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJOLS,O,X,X,X,O,O,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X
