sequence,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeC7IvhFxcB8kB+lBT?hB/nBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFCdBukBUhB/?nBTlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Jeu/IvhFcgBxcBThB/?nBSqBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFFdBukBclB6?rBTsBXrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Je5/IvhF2gBCdB/nBU?hBTlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeU7IvhFFcBXdBqkBx?lBTnBGrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeU7IvhFFdBqkBemB5?mB3lBTsB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeG7IvhFxcBThB/nBC?lBUlBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeSAJvhFxcBThB/nBU?gBWqBlrB,v115@zgA8GeC8FeD8GeC8GeG8AeD8JeR7IvhFukBclBXmBT?nBlmBCsB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Jeu/IvhFFcBTgB3hB6?nB8rBRvB,v115@zgA8GeC8FeD8GeC8GeG8AeD8Je08IvhFflBlgBxmBC?lBTnBGrB
JLTSOIZ,O,O,O,X,X,O,X,O,O,X,X,X
JLTSOZI,O,O,O,X,X,O,X,O,O,X,X,X
JLTZISO,O,O,O,X,X,O,O,X,X,X,X,X
JLTZIOS,O,X,O,O,X,O,O,X,X,X,X,X
JLTZSIO,O,O,O,X,X,O,X,O,X,X,X,X
JLTZSOI,O,O,O,X,X,O,X,O,O,X,X,X
JLTZOIS,O,X,O,X,X,O,O,X,X,X,X,X
JLTZOSI,O,X,O,X,X,O,X,O,O,X,X,X
JLTOISZ,X,X,X,O,X,X,O,O,O,X,X,X
JLTOIZS,X,X,X,O,X,X,O,X,X,X,X,X
JLTOSIZ,O,X,O,O,X,X,X,O,O,X,X,X
JLTOSZI,O,X,O,O,X,X,X,O,O,X,X,X
JLTOZIS,O,X,O,O,X,X,O,X,X,X,X,X
JLTOZSI,O,X,O,O,X,X,X,O,O,X,X,X
JLITSZO,X,O,X,X,X,O,O,O,X,X,X,X
JLITSOZ,X,O,X,X,X,O,X,O,O,X,X,X
JLITZSO,X,O,X,X,X,O,O,X,X,X,X,X
JLITZOS,X,X,X,O,X,O,O,X,X,X,X,X
JLITOSZ,X,X,X,O,X,O,X,O,O,X,X,X
JLITOZS,X,X,X,O,X,O,O,X,X,X,X,X
JLISTZO,X,O,X,X,X,O,O,O,X,X,X,O
JLISTOZ,X,O,X,X,O,O,X,O,O,X,X,X
JLISZTO,X,O,X,X,X,O,O,O,X,X,X,O
JLISZOT,X,O,X,X,X,O,X,X,X,X,X,X
JLISOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JLISOZT,X,O,X,X,O,O,X,X,X,X,X,X
JLIZTSO,O,X,O,X,X,O,O,X,X,X,X,X
JLIZTOS,X,X,X,O,X,O,O,X,X,X,X,X
JLIZSTO,O,O,O,X,X,O,O,O,X,X,X,O
JLIZSOT,O,O,O,X,X,O,X,X,X,X,X,X
JLIZOTS,X,X,X,O,X,O,O,X,X,X,X,X
JLIZOST,O,X,O,X,X,O,O,X,X,O,X,X
JLIOTSZ,X,O,X,O,X,O,O,X,X,X,X,X
JLIOTZS,X,O,X,O,X,O,O,X,X,X,X,X
JLIOSTZ,X,O,X,O,X,O,O,O,X,X,X,X
JLIOSZT,X,O,X,X,X,O,O,X,X,X,X,X
JLIOZTS,X,X,X,O,X,O,O,X,X,X,X,X
JLIOZST,X,O,X,X,X,O,O,X,X,O,X,X
JLSTIZO,O,O,O,X,X,O,X,O,X,X,X,O
JLSTIOZ,X,O,X,X,O,O,X,O,O,X,X,X
JLSTZIO,O,O,O,X,X,O,X,O,X,X,X,O
JLSTZOI,O,O,O,X,X,O,X,O,O,X,X,X
JLSTOIZ,O,O,O,X,O,O,X,O,O,X,X,X
JLSTOZI,O,O,O,X,O,O,X,O,O,X,X,X
JLSITZO,X,O,X,X,X,O,O,O,X,X,X,O
JLSITOZ,X,O,X,X,O,O,X,O,O,X,X,X
JLSIZTO,O,O,O,X,X,O,O,O,X,X,X,O
JLSIZOT,O,O,O,X,X,O,X,X,X,X,X,X
JLSIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JLSIOZT,X,O,X,X,O,O,X,X,X,X,X,X
JLSZTIO,O,O,O,X,X,O,X,O,X,X,X,X
JLSZTOI,O,O,O,X,X,O,X,O,O,X,X,X
JLSZITO,O,O,O,X,X,O,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,O,X,X,X,X,X,X
JLSZOTI,O,X,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,O,O,X,X,O,O,X,X,X,X,X
JLSOTIZ,X,O,X,X,O,O,X,O,O,X,X,X
JLSOTZI,X,O,X,X,X,O,X,O,O,X,X,X
JLSOITZ,X,O,X,X,O,O,O,O,X,X,X,X
JLSOIZT,X,O,X,X,O,O,O,X,X,X,X,X
JLSOZTI,X,O,X,X,X,O,X,X,X,X,X,X
JLSOZIT,X,O,X,X,O,O,O,X,X,X,X,X
JLZTISO,O,X,O,X,X,O,O,X,X,X,X,X
JLZTIOS,O,X,O,O,X,O,O,X,X,X,X,X
JLZTSIO,O,X,O,X,X,O,X,O,X,X,X,X
JLZTSOI,O,X,O,X,X,O,X,O,O,X,X,X
JLZTOIS,O,X,O,X,X,O,O,X,X,X,X,X
JLZTOSI,O,X,O,X,X,O,X,O,O,X,X,X
JLZITSO,O,X,O,X,X,O,O,X,X,X,X,X
JLZITOS,O,X,O,O,X,O,O,X,X,X,X,X
JLZISTO,O,O,O,X,X,O,O,O,X,X,X,X
JLZISOT,O,O,O,X,X,O,X,X,X,X,X,X
JLZIOTS,X,X,X,O,X,O,O,X,X,X,X,X
JLZIOST,O,X,O,X,X,O,O,X,X,O,X,X
JLZSTIO,O,O,O,X,X,O,X,O,X,X,X,X
JLZSTOI,O,O,O,X,X,O,X,O,O,X,X,X
JLZSITO,O,O,O,X,X,O,O,O,X,X,X,X
JLZSIOT,O,O,O,X,X,O,X,X,X,X,X,X
JLZSOTI,O,X,O,X,X,O,X,X,X,X,X,X
JLZSOIT,O,O,O,X,X,O,O,X,X,X,X,X
JLZOTIS,O,X,O,O,X,O,O,X,X,X,X,X
JLZOTSI,O,X,O,O,X,O,X,X,X,X,X,X
JLZOITS,X,X,X,O,X,O,O,X,X,X,X,X
JLZOIST,O,X,O,O,X,O,O,X,X,O,X,X
JLZOSTI,O,X,O,O,X,O,X,X,X,O,X,X
JLZOSIT,O,X,O,O,X,O,O,X,X,O,X,X
JLOTISZ,X,O,X,O,X,O,O,O,O,X,X,X
JLOTIZS,X,O,X,O,X,O,O,X,X,X,X,X
JLOTSIZ,X,O,X,O,X,O,X,O,O,X,X,X
JLOTSZI,X,O,X,O,X,O,X,O,O,X,X,X
JLOTZIS,X,O,X,O,X,O,O,X,X,X,X,X
JLOTZSI,X,O,X,O,X,O,X,O,O,X,X,X
JLOITSZ,X,O,X,O,X,O,O,X,X,X,X,X
JLOITZS,X,O,X,O,X,O,O,X,X,X,X,X
JLOISTZ,X,O,X,O,X,O,O,O,X,X,X,X
JLOISZT,X,O,X,X,X,O,O,X,X,X,X,X
JLOIZTS,X,X,X,O,X,O,O,X,X,X,X,X
JLOIZST,X,O,X,O,X,O,O,X,X,O,X,X
JLOSTIZ,X,O,X,O,X,O,X,O,O,X,X,X
JLOSTZI,X,O,X,O,X,O,X,O,O,X,X,X
JLOSITZ,X,O,X,O,X,O,O,O,X,X,X,X
JLOSIZT,X,O,X,X,X,O,O,X,X,X,X,X
JLOSZTI,X,O,X,O,X,O,X,X,X,X,X,X
JLOSZIT,X,O,X,O,X,O,O,X,X,X,X,X
JLOZTIS,X,X,X,O,X,O,O,X,X,X,X,X
JLOZTSI,X,X,X,O,X,O,X,X,X,X,X,X
JLOZITS,X,X,X,O,X,O,O,X,X,X,X,X
JLOZIST,X,O,X,O,X,O,O,X,X,O,X,X
JLOZSTI,X,O,X,O,X,O,X,X,X,O,X,X
JLOZSIT,X,O,X,O,X,O,O,X,X,O,X,X
JSTILZO,O,O,O,X,X,O,X,O,X,X,X,O
JSTILOZ,X,O,X,X,O,O,X,O,O,X,X,X
JSTIZLO,O,O,X,X,X,X,X,X,X,X,X,O
JSTIZOL,O,O,X,O,X,X,X,X,O,X,X,O
JSTIOLZ,O,O,O,O,O,X,X,O,O,X,X,X
JSTIOZL,O,X,X,O,O,X,X,X,O,X,X,O
JSTLIZO,O,O,O,X,X,O,X,O,X,X,X,O
JSTLIOZ,X,O,X,X,O,O,X,O,O,X,X,X
JSTLZIO,O,O,O,X,X,O,X,O,X,X,X,O
JSTLZOI,O,O,O,X,X,O,X,O,O,X,X,X
JSTLOIZ,O,O,O,X,O,O,X,O,O,X,X,X
JSTLOZI,O,O,O,X,O,O,X,O,O,X,X,X
JSTZILO,O,O,X,X,X,X,X,X,X,X,X,O
JSTZIOL,O,O,X,O,X,X,X,X,O,X,X,O
JSTZLIO,O,O,X,X,X,O,X,X,X,X,X,O
JSTZLOI,O,O,X,X,X,O,X,X,O,X,X,X
JSTZOIL,O,O,X,X,X,X,X,X,O,X,X,O
JSTZOLI,O,O,X,X,X,X,X,X,O,X,X,X
JSTOILZ,O,O,O,O,O,O,X,O,O,X,X,X
JSTOIZL,O,O,X,O,O,X,X,X,O,X,X,O
JSTOLIZ,O,O,O,O,O,O,X,O,O,X,X,X
JSTOLZI,O,O,O,O,O,O,X,O,O,X,X,X
JSTOZIL,O,O,X,O,O,X,X,X,O,X,X,O
JSTOZLI,O,O,X,O,O,O,X,X,O,X,X,X
JSITLZO,O,O,O,X,X,O,O,O,X,X,X,O
JSITLOZ,X,O,X,X,O,O,X,O,O,X,X,X
JSITZLO,O,O,X,X,X,X,X,X,X,X,X,O
JSITZOL,O,O,X,O,X,X,X,X,O,X,X,O
JSITOLZ,O,O,O,O,O,X,X,O,O,X,X,X
JSITOZL,O,X,X,O,O,X,X,X,O,X,X,O
JSILTZO,X,O,X,X,X,O,O,O,X,X,X,O
JSILTOZ,X,O,X,X,O,O,X,O,O,X,X,X
JSILZTO,O,O,O,X,X,O,O,O,X,X,X,O
JSILZOT,O,O,O,X,X,O,X,X,X,X,X,X
JSILOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JSILOZT,X,O,X,X,O,O,X,X,X,X,X,X
JSIZTLO,O,X,X,X,X,X,X,X,X,X,X,O
JSIZTOL,O,X,X,O,X,X,X,X,O,X,X,O
JSIZLTO,O,O,X,X,X,X,X,X,X,X,X,O
JSIZLOT,O,O,X,X,X,X,X,X,X,X,X,X
JSIZOTL,X,X,X,O,X,X,X,X,X,O,X,O
JSIZOLT,O,X,X,X,X,X,X,X,X,O,X,X
JSIOTLZ,X,O,X,O,O,X,X,X,O,X,X,X
JSIOTZL,X,O,X,O,O,X,X,X,O,X,X,O
JSIOLTZ,X,O,X,O,O,X,X,X,X,X,X,X
JSIOLZT,X,O,X,X,O,X,X,X,X,X,X,X
JSIOZTL,X,O,X,O,X,X,X,X,X,O,X,O
JSIOZLT,O,O,X,X,O,X,X,X,X,O,X,X
JSLTIZO,O,O,O,X,X,O,X,O,X,X,X,O
JSLTIOZ,X,O,X,X,O,O,X,O,O,X,X,X
JSLTZIO,O,O,O,X,X,O,X,O,X,X,X,O
JSLTZOI,O,O,O,X,X,O,X,O,O,X,X,X
JSLTOIZ,O,O,O,X,O,O,X,O,O,X,X,X
JSLTOZI,O,O,O,X,O,O,X,O,O,X,X,X
JSLITZO,X,O,X,X,X,O,O,O,X,X,X,O
JSLITOZ,X,O,X,X,O,O,X,O,O,X,X,X
JSLIZTO,O,O,O,X,X,O,O,O,X,X,X,O
JSLIZOT,O,O,O,X,X,O,X,X,X,X,X,X
JSLIOTZ,X,O,X,X,O,O,X,O,X,X,X,X
JSLIOZT,X,O,X,X,O,O,X,X,X,X,X,X
JSLZTIO,O,O,O,X,X,O,X,O,X,X,X,X
JSLZTOI,O,O,O,X,X,O,X,O,O,X,X,X
JSLZITO,O,O,O,X,X,O,O,O,X,X,X,X
JSLZIOT,O,O,O,X,X,O,X,X,X,X,X,X
JSLZOTI,O,X,O,X,X,O,X,X,X,X,X,X
JSLZOIT,O,O,O,X,X,O,O,X,X,X,X,X
JSLOTIZ,X,O,X,X,O,O,X,O,O,X,X,X
JSLOTZI,X,O,X,X,X,O,X,O,O,X,X,X
JSLOITZ,X,O,X,X,O,O,O,O,X,X,X,X
JSLOIZT,X,O,X,X,O,O,O,X,X,X,X,X
JSLOZTI,X,O,X,X,X,O,X,X,X,X,X,X
JSLOZIT,X,O,X,X,O,O,O,X,X,X,X,X
JSZTILO,O,O,X,X,X,X,X,X,X,X,X,O
JSZTIOL,O,O,X,O,X,X,X,X,O,X,X,O
JSZTLIO,O,O,X,X,X,O,X,X,X,X,X,O
JSZTLOI,O,O,X,X,X,O,X,X,O,X,X,X
JSZTOIL,O,O,X,X,X,X,X,X,O,X,X,O
JSZTOLI,O,O,X,X,X,X,X,X,O,X,X,X
JSZITLO,O,X,X,X,X,X,X,X,X,X,X,O
JSZITOL,O,X,X,O,X,X,X,X,O,X,X,O
JSZILTO,O,O,X,X,X,X,X,X,X,X,X,O
JSZILOT,O,O,X,X,X,X,X,X,X,X,X,X
JSZIOTL,X,X,X,O,X,X,X,X,X,O,X,O
JSZIOLT,O,X,X,X,X,X,X,X,X,O,X,X
JSZLTIO,O,O,X,X,X,O,X,X,X,X,X,X
JSZLTOI,O,O,X,X,X,O,X,X,O,X,X,X
JSZLITO,O,O,X,X,X,O,X,X,X,X,X,X
JSZLIOT,O,O,X,X,X,O,X,X,X,X,X,X
JSZLOTI,O,X,X,X,X,O,X,X,X,X,X,X
JSZLOIT,O,O,X,X,X,O,X,X,X,X,X,X
JSZOTIL,O,O,X,O,X,X,X,X,X,O,X,X
JSZOTLI,O,O,X,O,X,X,X,X,X,O,X,X
JSZOITL,X,O,X,O,X,X,X,X,X,O,X,X
JSZOILT,O,O,X,X,X,X,X,X,X,O,X,X
JSZOLTI,O,O,X,O,X,X,X,X,X,O,X,X
JSZOLIT,O,O,X,O,X,X,X,X,X,O,X,X
JSOTILZ,O,O,X,O,O,O,X,X,O,X,X,X
JSOTIZL,O,O,X,O,O,X,X,X,O,X,X,O
JSOTLIZ,O,O,X,O,O,O,X,X,O,X,X,X
JSOTLZI,O,O,X,O,O,O,X,X,O,X,X,X
JSOTZIL,O,O,X,O,O,X,X,X,O,X,X,O
JSOTZLI,O,O,X,O,O,O,X,X,O,X,X,X
JSOITLZ,X,O,X,O,O,O,O,X,O,X,X,X
JSOITZL,X,O,X,O,O,X,X,X,O,X,X,O
JSOILTZ,X,O,X,O,O,O,O,X,X,X,X,X
JSOILZT,X,O,X,X,O,O,O,X,X,X,X,X
JSOIZTL,X,O,X,O,X,X,X,X,X,O,X,O
JSOIZLT,O,O,X,X,O,X,X,X,X,O,X,X
JSOLTIZ,X,O,X,O,O,O,X,X,O,X,X,X
JSOLTZI,X,O,X,O,X,O,X,X,O,X,X,X
JSOLITZ,X,O,X,O,O,O,O,X,X,X,X,X
JSOLIZT,X,O,X,X,O,O,O,X,X,X,X,X
JSOLZTI,X,O,X,O,X,O,X,X,X,X,X,X
JSOLZIT,X,O,X,O,O,O,O,X,X,X,X,X
JSOZTIL,O,O,X,O,X,X,X,X,X,O,X,X
JSOZTLI,O,O,X,O,X,O,X,X,X,O,X,X
JSOZITL,X,O,X,O,X,X,X,X,X,O,X,X
JSOZILT,O,O,X,X,O,X,X,X,X,O,X,X
JSOZLTI,O,O,X,O,X,O,X,X,X,O,X,X
JSOZLIT,O,O,X,O,O,O,X,X,X,O,X,X
JZTILSO,O,O,X,X,X,X,X,X,X,X,X,X
JZTILOS,O,X,X,O,X,X,X,X,X,X,X,X
JZTISLO,O,O,X,X,X,X,X,X,X,X,X,X
JZTISOL,O,O,X,O,X,X,X,X,X,X,X,X
JZTIOLS,O,X,X,O,X,X,X,X,X,X,X,X
JZTIOSL,O,O,X,O,X,X,X,X,X,O,X,X
JZTLISO,O,O,X,X,X,X,X,X,X,X,X,X
JZTLIOS,O,X,X,O,X,X,X,X,X,X,X,X
JZTLSIO,O,O,X,X,X,X,X,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X,X,O,X,X,X
JZTLOIS,O,X,X,X,X,X,X,X,X,X,X,X
JZTLOSI,O,X,X,X,X,X,X,X,O,X,X,X
JZTSILO,O,O,X,X,X,X,X,X,X,X,X,X
JZTSIOL,O,O,X,O,X,X,X,X,O,X,X,X
JZTSLIO,O,O,X,X,X,X,X,X,X,X,X,X
JZTSLOI,O,O,X,X,X,X,X,X,O,X,X,X
JZTSOIL,O,O,X,X,X,X,X,X,O,X,X,X
JZTSOLI,O,O,X,X,X,X,X,X,O,X,X,X
JZTOILS,O,X,X,O,X,X,X,X,X,X,X,X
JZTOISL,O,O,X,O,X,X,X,X,X,O,X,X
JZTOLIS,O,X,X,O,X,X,X,X,X,X,X,X
JZTOLSI,O,X,X,O,X,X,X,X,O,X,X,X
JZTOSIL,O,O,X,O,X,X,X,X,O,O,X,X
JZTOSLI,O,O,X,O,X,X,X,X,O,O,X,X
JZITLSO,O,O,X,X,X,X,O,X,X,X,X,X
JZITLOS,O,X,X,O,X,X,O,X,X,X,X,X
JZITSLO,O,O,X,X,X,X,X,X,X,X,X,O
JZITSOL,O,O,X,O,X,X,X,X,X,X,X,O
JZITOLS,O,X,X,O,X,X,X,X,X,X,X,X
JZITOSL,O,O,X,O,X,X,X,X,X,O,O,X
JZILTSO,O,X,X,X,X,X,O,X,X,X,X,X
JZILTOS,O,X,X,O,X,X,O,X,X,X,X,X
JZILSTO,O,O,X,X,X,X,O,X,X,X,X,O
JZILSOT,O,O,X,X,X,X,X,X,X,X,X,X
JZILOTS,X,X,X,O,X,X,O,X,X,X,X,X
JZILOST,O,X,X,X,X,X,X,X,X,O,O,X
JZISTLO,O,X,X,X,X,X,X,X,X,X,X,O
JZISTOL,O,X,X,O,X,X,X,X,O,X,O,O
JZISLTO,O,O,X,X,X,X,X,X,X,X,X,O
JZISLOT,O,O,X,X,X,X,X,X,X,X,X,X
JZISOTL,X,X,X,O,X,X,X,X,X,O,O,O
JZISOLT,O,X,X,X,X,X,X,X,X,O,O,X
JZIOTLS,X,O,X,O,X,X,X,X,X,X,X,X
JZIOTSL,X,O,X,O,X,X,X,X,X,O,O,X
JZIOLTS,X,X,X,O,X,X,X,X,X,X,X,X
JZIOLST,O,O,X,O,X,X,X,X,X,O,O,X
JZIOSTL,X,O,X,O,X,X,X,X,X,O,O,O
JZIOSLT,X,O,X,X,X,X,X,X,X,O,O,X
JZLTISO,O,X,X,X,X,O,O,X,X,X,X,X
JZLTIOS,O,X,X,O,X,O,O,X,X,X,X,X
JZLTSIO,O,X,X,X,X,O,X,X,X,X,X,X
JZLTSOI,O,X,X,X,X,O,X,X,O,X,X,X
JZLTOIS,O,X,X,X,X,O,O,X,X,X,X,X
JZLTOSI,O,X,X,X,X,O,X,X,O,X,X,X
JZLITSO,O,X,X,X,X,O,O,X,X,X,X,X
JZLITOS,O,X,X,O,X,O,O,X,X,X,X,X
JZLISTO,O,O,X,X,X,O,O,X,X,X,X,X
JZLISOT,O,O,X,X,X,O,X,X,X,X,X,X
JZLIOTS,X,X,X,O,X,O,O,X,X,X,X,X
JZLIOST,O,X,X,X,X,O,O,X,X,O,X,X
JZLSTIO,O,O,X,X,X,O,X,X,X,X,X,X
JZLSTOI,O,O,X,X,X,O,X,X,O,X,X,X
JZLSITO,O,O,X,X,X,O,O,X,X,X,X,X
JZLSIOT,O,O,X,X,X,O,X,X,X,X,X,X
JZLSOTI,O,X,X,X,X,O,X,X,X,X,X,X
JZLSOIT,O,O,X,X,X,O,O,X,X,X,X,X
JZLOTIS,O,X,X,O,X,O,O,X,X,X,X,X
JZLOTSI,O,X,X,O,X,O,X,X,X,X,X,X
JZLOITS,X,X,X,O,X,O,O,X,X,X,X,X
JZLOIST,O,X,X,O,X,O,O,X,X,O,X,X
JZLOSTI,O,X,X,O,X,O,X,X,X,O,X,X
JZLOSIT,O,X,X,O,X,O,O,X,X,O,X,X
JZSTILO,O,O,X,X,X,X,X,X,X,X,X,O
JZSTIOL,O,O,X,O,X,X,X,X,O,X,O,O
JZSTLIO,O,O,X,X,X,O,X,X,X,X,X,O
JZSTLOI,O,O,X,X,X,O,X,X,O,X,X,X
JZSTOIL,O,O,X,X,X,X,X,X,O,X,X,O
JZSTOLI,O,O,X,X,X,X,X,X,O,X,X,X
JZSITLO,O,X,X,X,X,X,X,X,X,X,X,O
JZSITOL,O,X,X,O,X,X,X,X,O,X,O,O
JZSILTO,O,O,X,X,X,X,X,X,X,X,X,O
JZSILOT,O,O,X,X,X,X,X,X,X,X,X,X
JZSIOTL,X,X,X,O,X,X,X,X,X,O,O,O
JZSIOLT,O,X,X,X,X,X,X,X,X,O,O,X
JZSLTIO,O,O,X,X,X,O,X,X,X,X,X,X
JZSLTOI,O,O,X,X,X,O,X,X,O,X,X,X
JZSLITO,O,O,X,X,X,O,X,X,X,X,X,X
JZSLIOT,O,O,X,X,X,O,X,X,X,X,X,X
JZSLOTI,O,X,X,X,X,O,X,X,X,X,X,X
JZSLOIT,O,O,X,X,X,O,X,X,X,X,X,X
JZSOTIL,O,O,X,O,X,X,X,X,X,O,X,X
JZSOTLI,O,O,X,O,X,X,X,X,X,O,X,X
JZSOITL,X,O,X,O,X,X,X,X,X,O,X,X
JZSOILT,O,O,X,X,X,X,X,X,X,O,X,X
JZSOLTI,O,O,X,O,X,X,X,X,X,O,X,X
JZSOLIT,O,O,X,O,X,X,X,X,X,O,X,X
JZOTILS,O,O,X,O,X,X,X,X,X,X,X,X
JZOTISL,O,O,X,O,X,X,X,X,X,O,X,X
JZOTLIS,O,O,X,O,X,X,X,X,X,X,X,X
JZOTLSI,O,O,X,O,X,X,X,X,X,X,X,X
JZOTSIL,O,O,X,O,X,X,X,X,X,O,X,X
JZOTSLI,O,O,X,O,X,X,X,X,X,O,X,X
JZOITLS,X,O,X,O,X,X,O,X,X,X,X,X
JZOITSL,X,O,X,O,X,X,X,X,X,O,X,X
JZOILTS,X,X,X,O,X,X,O,X,X,X,X,X
JZOILST,O,O,X,O,X,X,O,X,X,O,X,X
JZOISTL,X,O,X,O,X,X,X,X,X,O,X,X
JZOISLT,X,O,X,X,X,X,X,X,X,O,X,X
JZOLTIS,O,X,X,O,X,X,O,X,X,X,X,X
JZOLTSI,O,X,X,O,X,X,X,X,X,X,X,X
JZOLITS,X,X,X,O,X,X,O,X,X,X,X,X
JZOLIST,O,O,X,O,X,X,O,X,X,O,X,X
JZOLSTI,O,O,X,O,X,X,X,X,X,O,X,X
JZOLSIT,O,O,X,O,X,X,O,X,X,O,X,X
JZOSTIL,O,O,X,O,X,X,X,X,X,O,X,X
JZOSTLI,O,O,X,O,X,X,X,X,X,O,X,X
JZOSITL,X,O,X,O,X,X,X,X,X,O,X,X
JZOSILT,O,O,X,X,X,X,X,X,X,O,X,X
JZOSLTI,O,O,X,O,X,X,X,X,X,O,X,X
JZOSLIT,O,O,X,O,X,X,X,X,X,O,X,X
JOTILSZ,X,O,X,O,O,X,O,X,O,X,X,X
JOTILZS,X,O,X,O,X,X,O,X,X,X,X,X
JOTISLZ,O,O,X,O,O,X,O,X,O,X,X,X
JOTISZL,O,O,X,O,O,X,X,X,O,X,X,X
JOTIZLS,O,O,X,O,X,X,O,X,X,X,X,X
JOTIZSL,O,O,X,O,O,X,X,X,X,O,X,X
JOTLISZ,X,O,X,O,O,O,O,X,O,X,X,X
JOTLIZS,X,O,X,O,X,O,O,X,X,X,X,X
JOTLSIZ,O,O,X,O,O,O,X,X,O,X,X,X
JOTLSZI,O,O,X,O,O,O,X,X,O,X,X,X
JOTLZIS,O,O,X,O,X,O,O,X,X,X,X,X
JOTLZSI,O,O,X,O,X,O,X,X,O,X,X,X
JOTSILZ,O,O,X,O,O,O,X,X,O,X,X,X
JOTSIZL,O,O,X,O,O,X,X,X,O,X,X,X
JOTSLIZ,O,O,X,O,O,O,X,X,O,X,X,X
JOTSLZI,O,O,X,O,O,O,X,X,O,X,X,X
JOTSZIL,O,O,X,O,O,X,X,X,O,X,X,X
JOTSZLI,O,O,X,O,O,O,X,X,O,X,X,X
JOTZILS,O,O,X,O,X,X,X,X,X,X,X,X
JOTZISL,O,O,X,O,O,X,X,X,X,O,X,X
JOTZLIS,O,O,X,O,X,X,X,X,X,X,X,X
JOTZLSI,O,O,X,O,X,X,X,X,O,X,X,X
JOTZSIL,O,O,X,O,O,X,X,X,O,O,X,X
JOTZSLI,O,O,X,O,O,X,X,X,O,O,X,X
JOITLSZ,X,O,X,O,O,X,O,X,X,X,X,X
JOITLZS,X,O,X,O,X,X,O,X,X,X,X,X
JOITSLZ,X,O,X,O,O,X,O,X,X,X,X,X
JOITSZL,X,O,X,O,O,X,X,X,X,X,X,X
JOITZLS,X,O,X,O,X,X,O,X,X,X,X,X
JOITZSL,X,O,X,O,O,X,X,X,X,O,X,X
JOILTSZ,X,O,X,O,O,O,O,X,X,X,X,X
JOILTZS,X,O,X,O,X,O,O,X,X,X,X,X
JOILSTZ,X,O,X,O,O,O,O,X,X,X,X,X
JOILSZT,X,O,X,X,O,O,O,X,X,X,X,X
JOILZTS,X,X,X,O,X,O,O,X,X,X,X,X
JOILZST,X,O,X,O,X,O,O,X,X,O,X,X
JOISTLZ,X,O,X,O,O,O,O,X,O,X,X,X
JOISTZL,X,O,X,O,O,X,X,X,O,X,X,O
JOISLTZ,X,O,X,O,O,O,O,X,X,X,X,X
JOISLZT,X,O,X,X,O,O,O,X,X,X,X,X
JOISZTL,X,O,X,O,X,X,X,X,X,O,X,O
JOISZLT,X,O,X,X,O,X,X,X,X,O,X,X
JOIZTLS,X,O,X,O,X,X,O,X,X,X,X,X
JOIZTSL,X,O,X,O,O,X,X,X,X,O,X,X
JOIZLTS,X,X,X,O,X,X,O,X,X,X,X,X
JOIZLST,O,O,X,O,X,X,O,X,X,O,X,X
JOIZSTL,X,O,X,O,X,X,X,X,X,O,X,O
JOIZSLT,X,O,X,X,O,X,X,X,X,O,X,X
JOLTISZ,X,O,X,O,O,O,O,X,O,X,X,X
JOLTIZS,X,O,X,O,X,O,O,X,X,X,X,X
JOLTSIZ,X,O,X,O,O,O,X,X,O,X,X,X
JOLTSZI,X,O,X,O,O,O,X,X,O,X,X,X
JOLTZIS,X,O,X,O,X,O,O,X,X,X,X,X
JOLTZSI,X,O,X,O,X,O,X,X,O,X,X,X
JOLITSZ,X,O,X,O,O,O,O,X,X,X,X,X
JOLITZS,X,O,X,O,X,O,O,X,X,X,X,X
JOLISTZ,X,O,X,O,O,O,O,X,X,X,X,X
JOLISZT,X,O,X,X,O,O,O,X,X,X,X,X
JOLIZTS,X,X,X,O,X,O,O,X,X,X,X,X
JOLIZST,X,O,X,O,X,O,O,X,X,O,X,X
JOLSTIZ,X,O,X,O,O,O,X,X,O,X,X,X
JOLSTZI,X,O,X,O,X,O,X,X,O,X,X,X
JOLSITZ,X,O,X,O,O,O,O,X,X,X,X,X
JOLSIZT,X,O,X,X,O,O,O,X,X,X,X,X
JOLSZTI,X,O,X,O,X,O,X,X,X,X,X,X
JOLSZIT,X,O,X,O,O,O,O,X,X,X,X,X
JOLZTIS,X,X,X,O,X,O,O,X,X,X,X,X
JOLZTSI,X,X,X,O,X,O,X,X,X,X,X,X
JOLZITS,X,X,X,O,X,O,O,X,X,X,X,X
JOLZIST,X,O,X,O,X,O,O,X,X,O,X,X
