sequence,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8Jem6IvhFxcBXeB?TfBFnB0rBirB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8JeK/IvhFzaBxdB?lhB3iB0mB2wB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8JeO/IvhF8fBxdB?lhB3iBTmBywB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8Jem6IvhFxdBTfB?lhB3iBirB0rB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8JeO/IvhF8fBTcB?xdBliB3mBywB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8JeK/IvhFzaBxcB?XeBVnB0mB2wB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8Jem6IvhFxcBXeB?TfBVnBirB0rB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8Je2/IvhFxdB0hB?liB3fBTmBywB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8Jei6IvhFxdB3fB?0hBliBmrBTrB,v115@2gA8IeA8EeA8BeC8CeF8CeG8CeC8Jem6IvhFXeBTfB?UiBqrBZmBFsB
JOSLTZI,O,O,X,O,X,O,O,X,O,O
JOSLITZ,O,O,X,O,X,O,O,X,O,X
JOSLIZT,O,O,X,O,X,O,O,X,X,O
JOSLZTI,O,O,X,O,X,O,O,X,O,O
JOSLZIT,O,O,X,O,X,O,O,X,X,O
JOSZTIL,O,X,X,O,X,X,O,X,O,X
JOSZTLI,O,X,X,O,X,X,O,X,O,X
JOSZITL,O,X,X,O,X,X,O,X,X,X
JOSZILT,O,X,X,O,X,X,O,X,X,X
JOSZLTI,O,X,X,O,X,X,O,X,O,O
JOSZLIT,O,X,X,O,X,X,O,X,X,O
JOZTILS,O,X,X,X,O,X,X,X,X,X
JOZTISL,O,X,X,X,O,X,O,O,O,X
JOZTLIS,O,X,X,X,O,X,O,X,X,X
JOZTLSI,O,X,X,X,X,X,O,X,X,X
JOZTSIL,O,X,X,O,O,X,O,O,O,X
JOZTSLI,O,X,X,O,X,X,O,O,O,X
JOZITLS,O,X,X,X,O,X,X,X,X,X
JOZITSL,O,X,X,X,O,X,X,X,X,X
JOZILTS,X,X,X,X,O,X,X,X,X,X
JOZILST,X,X,X,O,X,X,X,X,X,X
JOZISTL,O,X,X,O,O,X,X,X,X,X
JOZISLT,O,X,X,O,X,X,X,X,X,X
JOZLTIS,O,X,X,X,O,X,O,X,X,O
JOZLTSI,O,X,X,O,X,X,O,X,X,O
JOZLITS,X,X,X,X,O,X,X,X,X,O
JOZLIST,X,X,X,O,X,X,X,X,X,O
JOZLSTI,O,X,X,O,X,X,O,X,X,O
JOZLSIT,O,X,X,O,X,X,O,X,X,O
JOZSTIL,O,X,X,O,O,X,O,X,O,X
JOZSTLI,O,X,X,O,X,X,O,X,O,X
JOZSITL,O,X,X,O,O,X,O,X,X,X
JOZSILT,O,X,X,O,X,X,O,X,X,X
JOZSLTI,O,X,X,O,X,X,O,X,O,O
JOZSLIT,O,X,X,O,X,X,O,X,X,O
STILJZO,X,O,O,X,O,O,X,O,O,X
STILJOZ,O,O,X,O,O,O,O,X,O,X
STILZJO,X,X,O,X,O,X,X,O,O,X
STILZOJ,X,O,O,O,O,O,X,X,O,X
STILOJZ,O,O,X,O,O,O,O,X,X,X
STILOZJ,X,O,O,O,O,O,X,X,O,X
STIJLZO,X,O,X,X,X,X,O,O,O,X
STIJLOZ,O,O,X,X,X,O,O,X,O,X
STIJZLO,O,O,O,X,X,X,X,O,O,X
STIJZOL,O,X,O,X,X,X,O,O,O,X
STIJOLZ,O,O,X,O,X,X,O,X,O,X
STIJOZL,O,X,X,O,X,X,O,X,O,X
STIZLJO,X,X,O,X,O,X,X,X,O,X
STIZLOJ,X,O,O,X,O,O,X,X,O,X
STIZJLO,X,X,O,X,O,X,X,O,O,X
STIZJOL,O,X,O,X,O,X,O,O,X,X
STIZOLJ,X,X,X,X,X,X,X,X,O,X
STIZOJL,O,X,O,O,O,X,O,X,X,X
STIOLJZ,O,O,X,O,X,O,O,X,X,X
STIOLZJ,X,O,X,O,X,O,O,X,O,X
STIOJLZ,O,X,X,O,X,X,O,X,X,X
STIOJZL,O,X,X,O,X,X,O,X,X,X
STIOZLJ,O,X,X,X,X,X,X,X,O,X
STIOZJL,O,X,O,O,O,X,O,X,X,X
STLIJZO,X,O,O,X,O,O,O,O,O,X
STLIJOZ,O,O,X,O,O,O,O,X,O,X
STLIZJO,X,X,O,X,O,X,O,O,O,X
STLIZOJ,X,O,O,O,O,O,O,X,O,X
STLIOJZ,O,O,X,O,O,O,O,X,X,X
STLIOZJ,X,O,O,O,O,O,O,X,O,X
STLJIZO,X,O,O,X,O,O,O,O,O,X
STLJIOZ,O,O,X,O,O,O,O,X,O,X
STLJZIO,X,O,O,X,O,O,O,O,O,X
STLJZOI,X,O,O,X,O,O,X,O,O,X
STLJOIZ,X,O,X,O,O,O,O,X,O,X
STLJOZI,X,O,X,O,O,O,O,X,O,X
STLZIJO,X,X,O,X,O,X,O,O,O,X
STLZIOJ,X,O,O,O,O,O,O,X,O,X
STLZJIO,X,X,O,X,O,O,O,O,O,X
STLZJOI,X,X,O,X,O,O,X,O,O,X
STLZOIJ,X,O,O,O,O,O,O,X,O,O
STLZOJI,X,O,O,O,O,O,O,X,O,O
STLOIJZ,O,O,X,O,O,O,O,X,X,X
STLOIZJ,X,O,O,O,O,O,O,X,O,X
STLOJIZ,O,O,X,O,O,O,O,X,X,X
STLOJZI,O,O,X,O,O,O,O,X,X,O
STLOZIJ,O,O,O,O,O,O,O,X,O,O
STLOZJI,O,O,O,O,O,O,O,X,O,O
STJILZO,X,O,X,X,X,O,O,O,O,X
STJILOZ,O,O,X,X,X,O,O,X,O,X
STJIZLO,O,O,O,X,X,O,X,O,O,X
STJIZOL,O,X,O,X,X,X,O,O,O,X
STJIOLZ,O,O,X,O,X,O,O,X,O,X
STJIOZL,O,X,X,O,X,X,O,X,O,X
STJLIZO,X,O,X,X,X,O,O,O,O,X
STJLIOZ,O,O,X,X,X,O,O,X,O,X
STJLZIO,X,O,X,X,X,O,O,O,O,X
STJLZOI,X,O,X,X,X,O,X,O,O,X
STJLOIZ,X,O,X,X,X,O,O,X,O,X
STJLOZI,X,O,X,X,X,O,X,X,O,X
STJZILO,O,O,O,X,X,O,X,O,O,X
STJZIOL,O,X,O,X,X,X,O,O,O,X
STJZLIO,O,O,O,X,X,O,X,O,O,X
STJZLOI,X,O,O,X,X,O,X,O,O,X
STJZOIL,O,X,O,X,X,X,X,O,O,X
STJZOLI,X,X,O,X,X,X,X,O,O,X
STJOILZ,O,O,X,O,X,O,O,X,O,X
STJOIZL,O,X,X,O,X,X,O,X,O,X
STJOLIZ,O,O,X,O,X,O,O,X,O,X
STJOLZI,O,O,X,O,X,O,O,X,O,X
STJOZIL,O,X,X,O,X,X,O,X,O,X
STJOZLI,O,X,X,O,X,X,O,X,O,X
STZILJO,O,X,O,X,O,X,X,X,O,X
STZILOJ,O,O,O,X,O,O,X,X,O,X
STZIJLO,O,X,O,X,O,X,X,O,O,X
STZIJOL,O,X,O,X,O,X,O,O,X,X
STZIOLJ,O,X,X,X,X,X,X,X,O,X
STZIOJL,O,X,O,O,O,X,O,X,X,X
STZLIJO,O,X,O,X,O,X,X,X,O,X
STZLIOJ,O,O,O,X,O,O,X,X,O,X
STZLJIO,O,X,O,X,O,O,X,X,O,X
STZLJOI,X,X,O,X,O,O,X,X,O,X
STZLOIJ,O,O,O,X,O,O,X,X,O,X
STZLOJI,O,O,O,X,O,O,X,X,O,X
STZJILO,O,X,O,X,O,X,X,O,O,X
STZJIOL,O,X,O,X,O,X,O,O,X,X
STZJLIO,O,X,O,X,O,X,X,O,O,X
STZJLOI,X,X,O,X,O,X,X,O,O,X
STZJOIL,O,X,O,X,O,X,X,O,X,X
STZJOLI,O,X,O,X,X,X,X,O,X,X
STZOILJ,O,X,X,X,X,X,X,X,O,X
STZOIJL,O,X,O,O,O,X,O,X,X,X
STZOLIJ,O,X,X,X,X,X,O,X,O,X
STZOLJI,O,X,X,X,X,X,O,X,O,X
STZOJIL,O,X,O,O,O,X,O,X,X,X
STZOJLI,O,X,O,O,X,X,O,X,X,X
STOILJZ,O,O,X,O,X,O,O,X,X,X
STOILZJ,X,O,X,O,X,O,O,X,O,X
STOIJLZ,O,X,X,O,X,X,O,X,X,X
STOIJZL,O,X,X,O,X,X,O,X,X,X
STOIZLJ,O,X,X,X,X,X,X,X,O,X
STOIZJL,O,X,O,O,O,X,O,X,X,X
STOLIJZ,O,O,X,O,X,O,O,X,X,X
STOLIZJ,X,O,X,O,X,O,O,X,O,X
STOLJIZ,O,O,X,O,X,O,O,X,X,X
STOLJZI,O,O,X,O,X,O,O,X,X,O
STOLZIJ,O,O,X,O,X,O,O,X,O,O
STOLZJI,O,O,X,O,X,O,O,X,O,O
STOJILZ,O,X,X,O,X,X,O,X,X,X
STOJIZL,O,X,X,O,X,X,O,X,X,X
STOJLIZ,O,X,X,O,X,X,O,X,X,X
STOJLZI,O,X,X,O,X,X,O,X,X,O
STOJZIL,O,X,X,O,X,X,O,X,X,X
STOJZLI,O,X,X,O,X,X,O,X,X,X
STOZILJ,O,X,X,X,X,X,X,X,O,X
STOZIJL,O,X,O,O,O,X,O,X,X,X
STOZLIJ,O,X,X,X,X,X,O,X,O,X
STOZLJI,O,X,X,X,X,X,O,X,O,X
STOZJIL,O,X,O,O,O,X,O,X,X,X
STOZJLI,O,X,O,O,X,X,O,X,X,X
SITLJZO,X,O,O,X,O,O,X,O,O,X
SITLJOZ,O,O,X,O,O,O,O,X,O,X
SITLZJO,X,X,O,X,O,X,X,O,O,X
SITLZOJ,X,O,O,O,O,O,X,X,O,X
SITLOJZ,O,O,X,O,O,O,O,X,X,X
SITLOZJ,X,O,O,O,O,O,X,X,O,X
SITJLZO,X,O,X,X,X,X,O,O,O,X
SITJLOZ,O,O,X,X,X,O,O,X,O,X
SITJZLO,O,O,O,X,X,X,X,O,O,X
SITJZOL,O,X,O,X,X,X,O,O,O,X
SITJOLZ,O,O,X,O,X,X,O,X,O,X
SITJOZL,O,X,X,O,X,X,O,X,O,X
SITZLJO,X,X,O,X,O,X,X,X,O,X
SITZLOJ,X,O,O,X,O,O,X,X,O,X
SITZJLO,X,X,O,X,O,X,X,O,O,X
SITZJOL,O,X,O,X,O,X,O,O,X,X
SITZOLJ,X,X,X,X,X,X,X,X,O,X
SITZOJL,O,X,O,O,O,X,O,X,X,X
SITOLJZ,O,O,X,O,X,O,O,X,X,X
SITOLZJ,X,O,X,O,X,O,O,X,O,X
SITOJLZ,O,X,X,O,X,X,O,X,X,X
SITOJZL,O,X,X,O,X,X,O,X,X,X
SITOZLJ,O,X,X,X,X,X,X,X,O,X
SITOZJL,O,X,O,O,O,X,O,X,X,X
SILTJZO,X,O,O,X,O,O,O,O,O,X
SILTJOZ,X,O,X,O,O,O,O,X,O,X
SILTZJO,X,X,O,X,O,X,O,O,O,X
SILTZOJ,X,O,O,O,O,O,O,X,O,X
SILTOJZ,X,O,X,O,O,O,O,X,X,X
SILTOZJ,X,O,O,O,O,O,O,X,O,X
SILJTZO,X,O,O,X,X,O,O,O,O,X
SILJTOZ,O,O,X,O,X,O,O,X,O,X
SILJZTO,O,O,O,X,O,X,O,X,O,X
SILJZOT,O,O,O,X,O,O,O,X,X,X
SILJOTZ,O,O,X,O,X,O,O,X,O,X
SILJOZT,O,O,X,O,O,O,O,X,X,X
SILZTJO,X,X,O,X,O,X,X,X,O,X
SILZTOJ,X,O,O,O,O,X,X,X,O,X
SILZJTO,X,O,O,X,O,X,O,X,O,X
SILZJOT,X,O,O,X,O,X,O,X,X,X
SILZOTJ,X,O,O,O,O,O,X,X,X,O
SILZOJT,X,O,O,O,O,O,O,X,X,O
SILOTJZ,X,O,X,O,X,O,O,X,X,X
SILOTZJ,X,O,O,O,O,O,O,X,O,X
SILOJTZ,O,O,X,O,X,O,O,X,O,X
SILOJZT,O,O,X,O,O,O,O,X,X,O
SILOZTJ,X,O,O,O,O,O,X,X,X,O
SILOZJT,X,O,O,O,O,O,O,X,X,O
SIJTLZO,X,O,X,X,X,O,O,O,O,X
SIJTLOZ,O,O,X,X,X,O,O,X,O,X
SIJTZLO,O,O,O,X,X,O,X,O,O,X
SIJTZOL,O,X,O,X,X,X,O,O,O,X
SIJTOLZ,O,O,X,O,X,O,O,X,O,X
SIJTOZL,O,X,X,O,X,X,O,X,O,X
SIJLTZO,X,O,O,X,X,O,O,O,O,X
SIJLTOZ,O,O,X,O,X,O,O,X,O,X
SIJLZTO,O,O,O,X,X,X,O,X,O,X
SIJLZOT,O,O,O,X,X,O,O,X,X,X
SIJLOTZ,O,O,X,O,X,O,O,X,O,X
SIJLOZT,O,O,X,O,X,O,O,X,X,X
SIJZTLO,O,O,O,X,X,X,X,X,O,X
SIJZTOL,O,X,O,X,X,X,O,X,O,X
SIJZLTO,O,O,O,X,X,X,O,X,O,X
SIJZLOT,O,O,O,X,X,O,O,X,X,X
SIJZOTL,O,X,O,X,X,X,O,X,X,X
SIJZOLT,O,X,O,X,X,X,O,X,X,X
SIJOTLZ,O,O,X,O,X,X,O,X,O,X
SIJOTZL,O,X,X,O,X,X,O,X,O,X
SIJOLTZ,O,O,X,O,X,O,O,X,O,X
SIJOLZT,O,O,X,O,X,O,O,X,X,X
SIJOZTL,O,X,X,O,X,X,O,X,X,X
SIJOZLT,O,X,X,O,X,X,O,X,X,X
SIZTLJO,O,X,O,X,O,X,X,X,O,X
SIZTLOJ,O,O,O,X,O,X,X,X,O,X
SIZTJLO,O,X,O,X,O,X,X,X,O,X
SIZTJOL,O,X,O,X,O,X,X,X,X,X
SIZTOLJ,O,X,X,X,X,X,X,X,O,X
SIZTOJL,O,X,O,O,O,X,X,X,X,X
SIZLTJO,X,X,O,X,O,X,X,X,O,X
SIZLTOJ,X,O,O,O,O,X,X,X,O,X
SIZLJTO,O,O,O,X,O,X,X,X,O,X
SIZLJOT,O,O,O,X,O,X,X,X,X,X
SIZLOTJ,X,O,O,O,O,O,X,X,X,X
SIZLOJT,O,O,O,O,O,O,X,X,X,X
SIZJTLO,O,O,O,X,O,X,X,X,O,X
SIZJTOL,O,X,O,X,O,X,O,X,O,X
SIZJLTO,O,O,O,X,O,X,O,X,O,X
SIZJLOT,O,O,O,X,O,X,O,X,X,X
SIZJOTL,O,X,O,X,O,X,O,X,X,X
SIZJOLT,O,X,O,X,X,X,O,X,X,X
SIZOTLJ,O,X,X,X,X,X,X,X,X,X
SIZOTJL,O,X,O,O,X,X,X,X,X,X
SIZOLTJ,X,X,O,O,X,X,X,X,X,X
SIZOLJT,O,X,O,O,X,X,X,X,X,X
SIZOJTL,O,X,O,O,O,X,O,X,X,X
SIZOJLT,O,X,O,O,X,X,O,X,X,X
SIOTLJZ,O,O,X,O,X,X,O,X,X,X
SIOTLZJ,X,O,X,O,X,X,O,X,O,X
SIOTJLZ,O,X,X,O,X,X,O,X,X,X
SIOTJZL,O,X,X,O,X,X,O,X,X,X
SIOTZLJ,O,X,X,X,X,X,X,X,O,X
SIOTZJL,O,X,O,O,X,X,O,X,X,X
SIOLTJZ,X,O,X,O,X,O,O,X,X,X
SIOLTZJ,X,O,O,O,X,O,O,X,O,X
SIOLJTZ,O,O,X,O,X,O,O,X,O,X
SIOLJZT,O,O,X,O,X,O,O,X,X,O
SIOLZTJ,X,O,O,O,X,O,X,X,X,O
SIOLZJT,X,O,O,O,X,O,O,X,X,O
SIOJTLZ,O,O,X,O,X,X,O,X,O,X
SIOJTZL,O,X,X,O,X,X,O,X,O,X
SIOJLTZ,O,O,X,O,X,X,O,X,O,X
SIOJLZT,O,O,X,O,X,X,O,X,X,O
SIOJZTL,O,X,X,O,X,X,O,X,X,X
SIOJZLT,O,X,X,O,X,X,O,X,X,X
SIOZTLJ,O,X,X,X,X,X,X,X,X,X
SIOZTJL,O,X,O,O,X,X,X,X,X,X
SIOZLTJ,X,X,O,O,X,X,X,X,X,X
SIOZLJT,O,X,O,O,X,X,X,X,X,X
SIOZJTL,O,X,O,O,O,X,O,X,X,X
SIOZJLT,O,X,O,O,X,X,O,X,X,X
SLTIJZO,X,O,O,X,O,O,O,O,O,X
SLTIJOZ,O,O,X,O,O,O,O,X,O,X
SLTIZJO,X,X,O,X,O,X,O,O,O,X
SLTIZOJ,X,O,O,O,O,O,O,X,O,X
SLTIOJZ,O,O,X,O,O,O,O,X,X,X
SLTIOZJ,X,O,O,O,O,O,O,X,O,X
SLTJIZO,X,O,O,X,O,O,O,O,O,X
SLTJIOZ,O,O,X,O,O,O,O,X,O,X
SLTJZIO,X,O,O,X,O,O,O,O,O,X
SLTJZOI,X,O,O,X,O,O,X,O,O,X
SLTJOIZ,X,O,X,O,O,O,O,X,O,X
SLTJOZI,X,O,X,O,O,O,O,X,O,X
SLTZIJO,X,X,O,X,O,X,O,O,O,X
SLTZIOJ,X,O,O,O,O,O,O,X,O,X
SLTZJIO,X,X,O,X,O,O,O,O,O,X
SLTZJOI,X,X,O,X,O,O,X,O,O,X
SLTZOIJ,X,O,O,O,O,O,O,X,O,O
SLTZOJI,X,O,O,O,O,O,O,X,O,O
SLTOIJZ,O,O,X,O,O,O,O,X,X,X
SLTOIZJ,X,O,O,O,O,O,O,X,O,X
SLTOJIZ,O,O,X,O,O,O,O,X,X,X
SLTOJZI,O,O,X,O,O,O,O,X,X,O
SLTOZIJ,O,O,O,O,O,O,O,X,O,O
SLTOZJI,O,O,O,O,O,O,O,X,O,O
SLITJZO,X,O,O,X,O,O,O,O,O,X
SLITJOZ,X,O,X,O,O,O,O,X,O,X
SLITZJO,X,X,O,X,O,X,O,O,O,X
SLITZOJ,X,O,O,O,O,O,O,X,O,X
SLITOJZ,X,O,X,O,O,O,O,X,X,X
SLITOZJ,X,O,O,O,O,O,O,X,O,X
SLIJTZO,X,O,O,X,X,O,O,O,O,X
SLIJTOZ,O,O,X,O,X,O,O,X,O,X
SLIJZTO,O,O,O,X,O,X,O,X,O,X
SLIJZOT,O,O,O,X,O,O,O,X,X,X
SLIJOTZ,O,O,X,O,X,O,O,X,O,X
SLIJOZT,O,O,X,O,O,O,O,X,X,X
SLIZTJO,X,X,O,X,O,X,X,X,O,X
SLIZTOJ,X,O,O,O,O,X,X,X,O,X
SLIZJTO,X,O,O,X,O,X,O,X,O,X
SLIZJOT,X,O,O,X,O,X,O,X,X,X
SLIZOTJ,X,O,O,O,O,O,X,X,X,O
SLIZOJT,X,O,O,O,O,O,O,X,X,O
SLIOTJZ,X,O,X,O,O,O,O,X,X,X
SLIOTZJ,X,O,O,O,O,O,O,X,O,X
SLIOJTZ,O,O,X,O,X,O,O,X,O,X
SLIOJZT,O,O,X,O,O,O,O,X,X,O
SLIOZTJ,X,O,O,O,O,O,X,X,X,O
SLIOZJT,X,O,O,O,O,O,O,X,X,O
SLJTIZO,X,O,O,X,O,O,O,O,O,X
SLJTIOZ,O,O,X,O,O,O,O,X,O,X
SLJTZIO,X,O,O,X,O,O,O,O,O,X
SLJTZOI,X,O,O,X,O,O,X,O,O,X
SLJTOIZ,X,O,X,O,O,O,O,X,O,X
SLJTOZI,X,O,X,O,O,O,O,X,O,X
SLJITZO,X,O,O,X,X,O,O,O,O,X
SLJITOZ,O,O,X,O,X,O,O,X,O,X
SLJIZTO,O,O,O,X,O,X,O,X,O,X
SLJIZOT,O,O,O,X,O,O,O,X,X,X
SLJIOTZ,O,O,X,O,X,O,O,X,O,X
SLJIOZT,O,O,X,O,O,O,O,X,X,X
SLJZTIO,O,O,O,X,O,O,O,O,O,X
SLJZTOI,X,O,O,X,O,O,X,O,O,X
SLJZITO,O,O,O,X,O,X,O,X,O,X
SLJZIOT,O,O,O,X,O,O,O,X,X,X
SLJZOTI,X,O,O,X,O,O,X,X,O,O
SLJZOIT,X,O,O,X,O,O,X,X,X,O
SLJOTIZ,X,O,X,O,O,O,O,X,O,X
SLJOTZI,X,O,X,O,O,O,O,X,O,O
SLJOITZ,X,O,X,O,X,O,O,X,O,X
SLJOIZT,X,O,X,O,O,O,O,X,X,O
SLJOZTI,X,O,X,O,O,O,O,X,O,O
SLJOZIT,X,O,X,O,O,O,O,X,X,O
SLZTIJO,O,X,O,X,O,X,O,O,O,X
SLZTIOJ,O,O,O,O,O,O,O,X,O,X
SLZTJIO,O,X,O,X,O,O,O,O,O,X
SLZTJOI,X,X,O,X,O,O,X,O,O,X
SLZTOIJ,O,O,O,O,O,O,O,X,O,O
SLZTOJI,O,O,O,O,O,O,O,X,O,O
SLZITJO,X,X,O,X,O,X,X,X,O,X
SLZITOJ,X,O,O,O,O,X,X,X,O,X
SLZIJTO,O,O,O,X,O,X,O,X,O,X
SLZIJOT,O,O,O,X,O,X,O,X,X,X
SLZIOTJ,X,O,O,O,O,O,X,X,X,O
SLZIOJT,O,O,O,O,O,O,O,X,X,O
SLZJTIO,O,O,O,X,O,O,O,O,O,X
SLZJTOI,X,O,O,X,O,O,X,O,O,X
SLZJITO,O,O,O,X,O,X,O,X,O,X
SLZJIOT,O,O,O,X,O,O,O,X,X,X
SLZJOTI,X,O,O,X,O,O,X,X,O,O
SLZJOIT,X,O,O,X,O,O,X,X,X,O
SLZOTIJ,O,O,O,O,O,O,O,X,O,O
SLZOTJI,O,O,O,O,O,O,O,X,O,O
SLZOITJ,X,O,O,O,O,O,X,X,X,O
SLZOIJT,O,O,O,O,O,O,O,X,X,O
SLZOJTI,O,O,O,O,O,O,O,X,X,O
SLZOJIT,O,O,O,O,O,O,O,X,X,O
SLOTIJZ,O,O,X,O,O,O,O,X,X,X
SLOTIZJ,X,O,O,O,O,O,O,X,O,X
SLOTJIZ,O,O,X,O,O,O,O,X,X,X
SLOTJZI,O,O,X,O,O,O,O,X,X,O
SLOTZIJ,O,O,O,O,O,O,O,X,O,O
SLOTZJI,O,O,O,O,O,O,O,X,O,O
SLOITJZ,X,O,X,O,O,O,O,X,X,X
SLOITZJ,X,O,O,O,O,O,O,X,O,X
SLOIJTZ,O,O,X,O,X,O,O,X,O,X
SLOIJZT,O,O,X,O,O,O,O,X,X,O
SLOIZTJ,X,O,O,O,O,O,X,X,X,O
SLOIZJT,X,O,O,O,O,O,O,X,X,O
SLOJTIZ,O,O,X,O,O,O,O,X,O,X
SLOJTZI,O,O,X,O,O,O,O,X,O,O
SLOJITZ,O,O,X,O,X,O,O,X,O,X
SLOJIZT,O,O,X,O,O,O,O,X,X,O
SLOJZTI,O,O,X,O,O,O,O,X,O,O
SLOJZIT,O,O,X,O,O,O,O,X,X,O
SLOZTIJ,O,O,O,O,O,O,O,X,O,O
SLOZTJI,O,O,O,O,O,O,O,X,O,O
SLOZITJ,X,O,O,O,O,O,X,X,X,O
SLOZIJT,O,O,O,O,O,O,O,X,X,O
SLOZJTI,O,O,O,O,O,O,O,X,X,O
SLOZJIT,O,O,O,O,O,O,O,X,X,O
SJTILZO,X,O,X,X,X,O,O,O,O,X
SJTILOZ,O,O,X,X,X,O,O,X,O,X
SJTIZLO,O,O,O,X,X,O,X,O,O,X
SJTIZOL,O,X,O,X,X,X,O,O,O,X
SJTIOLZ,O,O,X,O,X,O,O,X,O,X
SJTIOZL,O,X,X,O,X,X,O,X,O,X
SJTLIZO,X,O,X,X,X,O,O,O,O,X
SJTLIOZ,O,O,X,X,X,O,O,X,O,X
SJTLZIO,X,O,X,X,X,O,O,O,O,X
SJTLZOI,X,O,X,X,X,O,X,O,O,X
SJTLOIZ,X,O,X,X,X,O,O,X,O,X
SJTLOZI,X,O,X,X,X,O,X,X,O,X
SJTZILO,O,O,O,X,X,O,X,O,O,X
SJTZIOL,O,X,O,X,X,X,O,O,O,X
SJTZLIO,O,O,O,X,X,O,X,O,O,X
SJTZLOI,X,O,O,X,X,O,X,O,O,X
SJTZOIL,O,X,O,X,X,X,X,O,O,X
SJTZOLI,X,X,O,X,X,X,X,O,O,X
SJTOILZ,O,O,X,O,X,O,O,X,O,X
SJTOIZL,O,X,X,O,X,X,O,X,O,X
SJTOLIZ,O,O,X,O,X,O,O,X,O,X
SJTOLZI,O,O,X,O,X,O,O,X,O,X
SJTOZIL,O,X,X,O,X,X,O,X,O,X
SJTOZLI,O,X,X,O,X,X,O,X,O,X
SJITLZO,X,O,X,X,X,O,O,O,O,X
SJITLOZ,O,O,X,X,X,O,O,X,O,X
SJITZLO,O,O,O,X,X,O,X,O,O,X
SJITZOL,O,X,O,X,X,X,O,O,O,X
SJITOLZ,O,O,X,O,X,O,O,X,O,X
SJITOZL,O,X,X,O,X,X,O,X,O,X
SJILTZO,X,O,O,X,X,O,O,O,O,X
SJILTOZ,O,O,X,O,X,O,O,X,O,X
SJILZTO,O,O,O,X,X,X,O,X,O,X
SJILZOT,O,O,O,X,X,O,O,X,X,X
SJILOTZ,O,O,X,O,X,O,O,X,O,X
SJILOZT,O,O,X,O,X,O,O,X,X,X
SJIZTLO,O,O,O,X,X,X,X,X,O,X
SJIZTOL,O,X,O,X,X,X,O,X,O,X
SJIZLTO,O,O,O,X,X,X,O,X,O,X
SJIZLOT,O,O,O,X,X,O,O,X,X,X
SJIZOTL,O,X,O,X,X,X,O,X,X,X
SJIZOLT,O,X,O,X,X,X,O,X,X,X
SJIOTLZ,O,O,X,O,X,X,O,X,O,X
SJIOTZL,O,X,X,O,X,X,O,X,O,X
SJIOLTZ,O,O,X,O,X,O,O,X,O,X
SJIOLZT,O,O,X,O,X,O,O,X,X,X
SJIOZTL,O,X,X,O,X,X,O,X,X,X
SJIOZLT,O,X,X,O,X,X,O,X,X,X
SJLTIZO,X,O,O,X,X,O,O,O,O,X
SJLTIOZ,O,O,X,O,X,O,O,X,O,X
SJLTZIO,X,O,O,X,X,O,O,O,O,X
SJLTZOI,X,O,O,X,X,O,X,O,O,X
SJLTOIZ,X,O,X,O,X,O,O,X,O,X
SJLTOZI,X,O,X,O,X,O,O,X,O,X
SJLITZO,X,O,O,X,X,O,O,O,O,X
SJLITOZ,O,O,X,O,X,O,O,X,O,X
SJLIZTO,O,O,O,X,X,X,O,X,O,X
SJLIZOT,O,O,O,X,X,O,O,X,X,X
SJLIOTZ,O,O,X,O,X,O,O,X,O,X
SJLIOZT,O,O,X,O,X,O,O,X,X,X
SJLZTIO,O,O,O,X,X,O,O,O,O,X
SJLZTOI,X,O,O,X,X,O,X,O,O,X
SJLZITO,O,O,O,X,X,X,O,X,O,X
SJLZIOT,O,O,O,X,X,O,O,X,X,X
SJLZOTI,X,O,O,X,X,O,X,X,O,O
SJLZOIT,X,O,O,X,X,O,X,X,X,O
SJLOTIZ,X,O,X,O,X,O,O,X,O,X
SJLOTZI,X,O,X,O,X,O,O,X,O,O
SJLOITZ,X,O,X,O,X,O,O,X,O,X
SJLOIZT,X,O,X,O,X,O,O,X,X,O
SJLOZTI,X,O,X,O,X,O,O,X,O,O
SJLOZIT,X,O,X,O,X,O,O,X,X,O
SJZTILO,O,O,O,X,X,O,X,O,O,X
SJZTIOL,O,X,O,X,X,X,O,O,O,X
SJZTLIO,O,O,O,X,X,O,X,O,O,X
SJZTLOI,X,O,O,X,X,O,X,O,O,X
SJZTOIL,O,X,O,X,X,X,X,O,O,X
SJZTOLI,O,X,O,X,X,X,X,O,O,X
SJZITLO,O,O,O,X,X,X,X,X,O,X
SJZITOL,O,X,O,X,X,X,O,X,O,X
SJZILTO,O,O,O,X,X,X,O,X,O,X
SJZILOT,O,O,O,X,X,O,O,X,X,X
SJZIOTL,O,X,O,X,X,X,O,X,X,X
SJZIOLT,O,X,O,X,X,X,O,X,X,X
SJZLTIO,O,O,O,X,X,O,O,X,O,X
SJZLTOI,X,O,O,X,X,O,X,X,O,X
SJZLITO,O,O,O,X,X,X,O,X,O,X
