sequence,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFygBuhB0fBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBUdBKlBz?gBWnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBmgBCiBU?iBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je//IvhFRbBzcBOlB8?lBSnBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFibBUdBWnBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem7IvhFzcBxfBSnB0?fB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFegBUdBChBx?mB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBqhB/iBz?gBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFRbBChBTiB3?hBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jex6IvhFmcB0fBXhBS?nBTlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhF2gBCiBUiBR?lB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem6IvhFRcB0fBSmBT?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jei6IvhFzfBWmBxhBU?iB3lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Je2/IvhFzbBqhB/iBR?lBUlBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8JeT6IvhFqhB/iBRlBO?lB8lBlsB,v115@6gC8HeC8GeD8BeB8CeH8AeB8Jem8IvhFxfBXhBSnB0?fBTlBlsB
TJSZOLI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TJSOILZ,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
TJSOIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJSOLIZ,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
TJSOLZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSOZIL,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TJSOZLI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJZILSO,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X
TJZILOS,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X
TJZISLO,O,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X
TJZISOL,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TJZIOLS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TJZIOSL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TJZLISO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
TJZLIOS,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TJZLSIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TJZLSOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TJZLOIS,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TJZLOSI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TJZSILO,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X
TJZSIOL,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TJZSLIO,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X
TJZSLOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TJZSOIL,O,O,X,O,O,X,X,O,O,O,X,O,X,X,X,X
TJZSOLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TJZOILS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TJZOISL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TJZOLIS,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TJZOLSI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TJZOSIL,O,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X
TJZOSLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TJOILSZ,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJOILZS,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
TJOISLZ,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
TJOISZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOIZLS,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
TJOIZSL,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
TJOLISZ,X,O,O,X,O,X,O,X,X,X,O,X,O,X,X,X
TJOLIZS,X,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X
TJOLSIZ,O,O,O,X,X,X,X,O,X,X,X,X,O,X,X,X
TJOLSZI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOLZIS,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
TJOLZSI,O,O,O,X,X,X,X,X,O,X,X,O,X,X,X,X
TJOSILZ,O,X,O,X,O,X,O,O,X,X,X,X,O,O,O,X
TJOSIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TJOSLIZ,O,O,O,X,X,X,X,O,X,X,X,X,O,O,O,X
TJOSLZI,O,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TJOSZIL,O,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
TJOSZLI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOZILS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TJOZISL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TJOZLIS,O,O,X,X,O,X,X,X,O,X,X,O,O,X,X,X
TJOZLSI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
TJOZSIL,O,O,O,X,O,X,X,O,O,X,X,O,X,X,X,X
TJOZSLI,O,O,O,X,X,X,X,O,O,X,X,O,X,X,X,X
TSILJZO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,O
TSILJOZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O
TSILZJO,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,O
TSILZOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TSILOJZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,O
TSILOZJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TSIJLZO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X
TSIJLOZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
TSIJZLO,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
TSIJZOL,O,O,X,X,O,X,O,O,X,O,X,X,X,X,X,X
TSIJOLZ,X,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
TSIJOZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSIZLJO,O,O,X,O,X,O,O,O,X,O,X,X,X,O,O,X
TSIZLOJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TSIZJLO,O,O,O,O,X,O,O,O,X,O,X,X,X,O,X,X
TSIZJOL,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TSIZOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TSIZOJL,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X
TSIOLJZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
TSIOLZJ,O,O,X,O,X,O,O,O,X,X,X,X,X,O,O,X
TSIOJLZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
TSIOJZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSIOZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSIOZJL,O,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLIJZO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
TSLIJOZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TSLIZJO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
TSLIZOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSLIOJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TSLIOZJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
TSLJIZO,O,O,O,X,X,O,X,O,X,O,X,X,X,O,O,O
TSLJIOZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
TSLJZIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,O
TSLJZOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLJOIZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,O
TSLJOZI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLZIJO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,O
TSLZIOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSLZJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,O
TSLZJOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLZOIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TSLZOJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLOIJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,O
TSLOIZJ,O,O,X,O,X,O,X,O,X,X,X,X,X,O,O,X
TSLOJIZ,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,O
TSLOJZI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSLOZIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TSLOZJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSJILZO,O,O,O,X,O,O,O,O,X,X,X,X,X,O,O,X
TSJILOZ,O,O,O,O,O,O,O,O,X,X,X,X,X,O,O,X
TSJIZLO,O,O,O,O,O,O,O,O,X,O,X,X,X,O,X,X
TSJIZOL,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
TSJIOLZ,X,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
TSJIOZL,X,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJLIZO,O,O,O,X,X,O,X,O,X,X,X,X,X,O,O,X
TSJLIOZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
TSJLZIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TSJLZOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJLOIZ,O,O,O,O,X,O,X,O,X,X,X,X,X,O,O,X
TSJLOZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJZILO,O,O,O,O,O,O,X,O,X,O,X,X,X,O,X,X
TSJZIOL,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TSJZLIO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TSJZLOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSJZOIL,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TSJZOLI,O,O,X,O,X,X,X,O,O,X,X,X,X,X,X,X
TSJOILZ,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
TSJOIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSJOLIZ,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
TSJOLZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJOZIL,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TSJOZLI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TSZILJO,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSZILOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSZIJLO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TSZIJOL,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TSZIOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TSZIOJL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TSZLIJO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,X
TSZLIOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TSZLJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TSZLJOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSZLOIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TSZLOJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TSZJILO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TSZJIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TSZJLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TSZJLOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSZJOIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TSZJOLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TSZOILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TSZOIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TSZOLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TSZOLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSZOJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSZOJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSOILJZ,O,O,O,O,O,O,O,O,X,X,O,X,X,O,O,X
TSOILZJ,O,O,X,O,X,O,O,O,X,X,X,O,X,O,O,X
TSOIJLZ,O,X,O,X,O,O,O,O,X,X,O,X,X,O,O,X
TSOIJZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOIZLJ,O,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X
TSOIZJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TSOLIJZ,O,O,O,O,X,O,X,O,X,X,O,X,X,O,O,X
TSOLIZJ,O,O,X,O,X,O,X,O,X,X,X,O,X,O,O,X
TSOLJIZ,O,O,O,O,X,O,X,O,X,X,X,X,O,O,O,X
TSOLJZI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TSOLZIJ,O,O,X,O,X,O,X,O,X,X,X,O,X,X,O,X
TSOLZJI,O,O,O,O,X,O,X,O,X,X,X,O,X,X,X,X
TSOJILZ,O,X,O,X,O,O,O,O,X,X,X,X,O,O,O,X
TSOJIZL,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,O,O,X,X,O,X,O,X,X,X,X,O,O,O,X
TSOJLZI,O,O,O,X,X,O,X,O,X,X,X,X,X,X,X,X
TSOJZIL,O,O,O,X,O,X,X,O,O,O,X,X,X,X,X,X
TSOJZLI,O,O,O,X,X,X,X,O,O,X,X,X,X,X,X,X
TSOZILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TSOZIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TSOZLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TSOZLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TSOZJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TSOZJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZILJSO,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
TZILJOS,O,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
TZILSJO,O,X,X,O,X,X,O,X,X,O,X,O,X,X,X,O
TZILSOJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TZILOJS,O,X,X,O,O,O,O,X,X,O,O,O,X,X,X,X
TZILOSJ,O,X,X,O,X,X,O,X,X,O,X,X,X,X,X,X
TZIJLSO,O,X,X,O,O,X,O,X,X,O,X,O,X,X,X,X
TZIJLOS,O,X,X,O,O,O,O,X,O,O,O,O,X,X,X,X
TZIJSLO,O,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X
TZIJSOL,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TZIJOLS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TZIJOSL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TZISLJO,O,X,X,O,X,X,O,O,X,O,X,X,X,O,O,X
TZISLOJ,O,X,X,O,X,X,O,O,X,O,X,X,X,O,O,X
TZISJLO,O,X,X,O,X,X,O,O,X,O,X,X,X,O,X,X
TZISJOL,O,X,X,O,X,X,O,O,X,O,X,X,X,X,X,X
TZISOLJ,O,X,X,O,X,X,O,O,X,X,X,X,X,X,O,X
TZISOJL,O,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TZIOLJS,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
TZIOLSJ,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
TZIOJLS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TZIOJSL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TZIOSLJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZIOSJL,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
TZLIJSO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TZLIJOS,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
TZLISJO,O,X,X,O,X,X,X,X,X,O,X,O,X,X,X,O
TZLISOJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZLIOJS,O,X,X,O,X,O,X,X,X,O,O,O,X,X,X,X
TZLIOSJ,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X
TZLJISO,O,O,X,O,X,X,X,X,X,O,X,O,X,X,X,X
TZLJIOS,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TZLJSIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,O
TZLJSOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZLJOIS,O,O,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TZLJOSI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TZLSIJO,O,O,X,O,X,O,X,O,X,O,X,O,X,X,X,O
TZLSIOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TZLSJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,X,X,O
TZLSJOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZLSOIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,X,X
TZLSOJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZLOIJS,O,X,X,O,X,O,X,X,O,O,O,O,X,X,X,X
TZLOISJ,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TZLOJIS,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
TZLOJSI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZLOSIJ,O,O,X,O,X,O,X,O,O,O,X,O,X,X,X,X
TZLOSJI,O,O,O,O,X,O,X,O,O,O,X,O,X,X,X,X
TZJILSO,O,O,X,O,O,X,O,X,X,O,X,O,X,X,X,X
TZJILOS,O,O,X,O,O,X,O,X,O,O,X,O,X,X,X,X
TZJISLO,O,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X
TZJISOL,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TZJIOLS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TZJIOSL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TZJLISO,O,O,X,O,O,X,X,X,X,O,X,O,X,X,X,X
TZJLIOS,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TZJLSIO,O,O,O,O,X,X,X,O,X,O,X,O,X,X,X,X
TZJLSOI,O,O,O,O,X,X,X,O,X,O,X,X,X,X,X,X
TZJLOIS,O,O,X,O,O,X,X,X,O,O,X,O,X,X,X,X
TZJLOSI,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TZJSILO,O,O,O,O,O,X,X,O,X,O,X,X,X,O,X,X
TZJSIOL,O,O,X,O,O,X,X,O,O,O,X,X,X,X,X,X
TZJSLIO,O,O,O,O,X,X,X,O,X,O,X,O,X,O,X,X
TZJSLOI,O,O,O,O,X,X,X,O,X,X,X,X,X,X,X,X
TZJSOIL,O,O,X,O,O,X,X,O,O,O,X,O,X,X,X,X
TZJSOLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TZJOILS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TZJOISL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TZJOLIS,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TZJOLSI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TZJOSIL,O,O,X,O,O,X,X,O,O,X,X,O,X,X,X,X
TZJOSLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TZSILJO,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZSILOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZSIJLO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TZSIJOL,O,O,X,O,X,X,X,O,X,O,X,X,X,X,X,X
TZSIOLJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZSIOJL,O,X,O,X,X,X,X,O,X,O,X,X,X,X,X,X
TZSLIJO,O,O,X,O,X,O,X,O,X,O,X,O,X,O,O,X
TZSLIOJ,O,O,X,O,X,O,X,O,X,O,X,X,X,O,O,X
TZSLJIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TZSLJOI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZSLOIJ,O,O,X,O,X,O,X,O,X,O,X,X,X,X,O,X
TZSLOJI,O,O,O,O,X,O,X,O,X,O,X,X,X,X,X,X
TZSJILO,O,O,O,O,X,O,X,O,X,O,X,X,X,O,X,X
TZSJIOL,O,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
TZSJLIO,O,O,O,O,X,O,X,O,X,O,X,O,X,O,X,X
TZSJLOI,O,O,O,O,X,O,X,O,X,X,X,X,X,X,X,X
TZSJOIL,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TZSJOLI,O,O,X,O,X,X,X,O,O,X,X,O,X,X,X,X
TZSOILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZSOIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TZSOLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TZSOLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZSOJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZSOJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZOILJS,O,X,X,X,O,X,O,X,O,O,O,O,X,X,X,X
TZOILSJ,O,X,X,X,X,X,O,X,O,O,X,O,X,X,X,X
TZOIJLS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TZOIJSL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TZOISLJ,O,X,X,X,X,X,O,O,X,X,X,X,X,X,O,X
TZOISJL,O,X,X,X,X,X,O,O,X,O,X,O,X,X,X,X
TZOLIJS,O,X,X,O,X,X,X,X,O,O,O,O,X,X,X,X
TZOLISJ,O,X,X,O,X,X,X,X,O,O,X,O,X,X,X,X
TZOLJIS,O,O,X,O,X,X,X,X,O,O,X,O,O,X,X,X
TZOLJSI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZOLSIJ,O,O,X,O,X,X,X,O,O,O,X,O,X,X,X,X
TZOLSJI,O,O,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZOJILS,O,O,X,X,O,X,O,X,O,X,X,O,O,X,X,X
TZOJISL,O,X,X,X,O,X,O,O,O,X,X,O,X,X,X,X
TZOJLIS,O,O,X,O,O,X,X,X,O,X,X,O,O,X,X,X
TZOJLSI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZOJSIL,O,X,O,O,O,X,X,O,O,X,X,O,X,X,X,X
TZOJSLI,O,O,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZOSILJ,O,X,X,O,X,X,X,O,X,X,X,X,X,X,O,X
TZOSIJL,O,X,O,X,X,X,X,O,X,O,X,O,X,X,X,X
TZOSLIJ,O,X,X,O,X,X,X,O,O,X,X,O,X,X,O,X
TZOSLJI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TZOSJIL,O,X,O,O,X,X,X,O,O,O,X,O,X,X,X,X
TZOSJLI,O,X,O,O,X,X,X,O,O,X,X,O,X,X,X,X
TOILJSZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TOILJZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
TOILSJZ,X,O,O,X,O,O,O,X,X,X,O,X,X,X,O,O
TOILSZJ,X,O,X,X,X,X,O,X,X,X,X,O,X,X,O,X
TOILZJS,X,X,X,X,O,O,O,X,X,X,O,O,X,X,X,X
TOILZSJ,X,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TOIJLSZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TOIJLZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
TOIJSLZ,O,X,O,X,O,X,O,O,X,X,O,X,O,O,O,X
TOIJSZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOIJZLS,O,O,X,X,O,X,O,X,O,X,O,O,O,X,X,X
TOIJZSL,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
TOISLJZ,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
TOISLZJ,O,X,X,X,X,X,O,O,X,X,X,O,X,O,O,X
TOISJLZ,O,X,O,X,O,X,O,O,X,X,O,X,X,O,O,X
TOISJZL,O,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TOISZLJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOISZJL,O,X,O,X,X,X,O,X,X,X,X,O,X,X,X,X
TOIZLJS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TOIZLSJ,O,X,X,X,X,X,O,X,O,X,X,O,X,X,X,X
TOIZJLS,O,X,X,X,O,X,O,X,O,X,O,O,X,X,X,X
TOIZJSL,O,X,X,X,O,X,O,X,O,X,X,O,X,X,X,X
TOIZSLJ,O,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOIZSJL,O,X,X,X,X,X,O,X,X,X,X,O,X,X,X,X
TOLIJSZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TOLIJZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
TOLISJZ,X,O,O,O,O,O,O,X,X,X,O,X,X,X,O,O
TOLISZJ,X,O,X,O,X,O,O,X,X,X,X,O,X,X,O,X
TOLIZJS,X,X,X,O,O,O,O,X,X,X,O,O,X,X,X,X
TOLIZSJ,X,X,X,O,X,X,O,X,X,X,X,O,X,X,X,X
TOLJISZ,X,O,O,X,O,O,O,X,X,X,O,X,O,X,X,X
TOLJIZS,X,O,X,X,O,O,O,X,X,X,O,O,O,X,X,X
