sequence,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhF6gBxcBXeBemBzh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFxbBOiBXeBqlBTh?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFlbBXeB6mBZnBzq?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Jel6IvhFUcBXeB6lBZnBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFehBXeBzhB6lBxr?BFsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFVhBXeBZnB6qBTr?BGsB,v115@9gA8HeD8DeF8EeH8AeC8Je06IvhFTcBFeBRmB6lB/n?BmrB,v115@9gA8HeD8DeF8EeH8AeC8Jex6IvhFTcBFeBUmBasB/s?BGqB
JZOSILT,O,X,O,X,X,X,X,X
JZOSLTI,O,X,O,X,X,X,X,X
JZOSLIT,O,X,O,X,X,X,X,X
JOTILSZ,O,X,X,X,X,X,X,X
JOTILZS,O,X,X,X,X,X,X,X
JOTISLZ,O,X,X,X,X,X,X,X
JOTISZL,O,X,X,X,X,O,X,X
JOTIZLS,O,X,X,X,X,X,X,X
JOTIZSL,O,X,X,X,X,O,X,X
JOTLISZ,O,X,O,X,X,X,X,X
JOTLIZS,O,X,O,X,X,X,X,X
JOTLSIZ,O,X,O,X,X,X,X,X
JOTLSZI,O,X,O,X,X,X,X,X
JOTLZIS,O,X,O,X,X,X,X,X
JOTLZSI,O,X,O,X,X,X,X,X
JOTSILZ,O,X,X,X,X,X,X,X
JOTSIZL,O,X,X,X,X,O,X,X
JOTSLIZ,O,X,O,X,X,X,X,X
JOTSLZI,O,X,O,X,X,X,X,X
JOTSZIL,O,X,X,X,X,O,X,X
JOTSZLI,O,X,O,X,X,X,X,X
JOTZILS,O,X,X,X,X,X,X,X
JOTZISL,O,X,X,X,X,O,X,X
JOTZLIS,O,X,O,X,X,X,X,X
JOTZLSI,O,X,O,X,X,X,X,X
JOTZSIL,O,X,X,X,X,O,X,X
JOTZSLI,O,X,O,X,X,X,X,X
JOITLSZ,X,X,X,X,X,X,O,X
JOITLZS,X,X,X,X,X,X,O,X
JOITSLZ,X,X,X,X,X,X,O,X
JOITSZL,X,X,X,X,X,O,O,X
JOITZLS,X,X,X,X,X,X,O,X
JOITZSL,X,X,X,X,X,O,O,X
JOILTSZ,X,X,O,O,X,X,O,X
JOILTZS,X,X,O,O,X,X,O,X
JOILSTZ,X,X,O,O,X,X,O,X
JOILSZT,O,X,O,O,X,X,O,X
JOILZTS,X,X,O,O,X,X,O,X
JOILZST,O,X,O,O,X,X,O,X
JOISTLZ,X,X,X,X,X,X,O,X
JOISTZL,X,X,X,X,X,O,O,X
JOISLTZ,X,X,O,O,X,X,O,X
JOISLZT,O,X,O,O,X,X,O,X
JOISZTL,X,X,X,X,X,O,O,X
JOISZLT,O,X,O,X,X,X,O,X
JOIZTLS,X,X,X,X,X,X,O,X
JOIZTSL,X,X,X,X,X,O,O,X
JOIZLTS,X,X,O,X,X,X,O,X
JOIZLST,O,X,O,X,X,X,O,X
JOIZSTL,X,X,X,X,X,O,O,X
JOIZSLT,O,X,O,X,X,X,O,X
JOLTISZ,O,X,O,O,X,X,X,X
JOLTIZS,O,X,O,O,X,X,X,X
JOLTSIZ,O,X,O,O,X,X,X,X
JOLTSZI,O,X,O,O,X,X,X,X
JOLTZIS,O,X,O,O,X,X,X,X
JOLTZSI,O,X,O,O,X,X,X,X
JOLITSZ,X,X,O,O,X,X,X,X
JOLITZS,X,X,O,O,X,X,X,X
JOLISTZ,X,X,O,O,X,X,X,X
JOLISZT,O,X,O,O,X,X,X,X
JOLIZTS,X,X,O,O,X,X,X,X
JOLIZST,O,X,O,O,X,X,X,X
JOLSTIZ,O,X,O,O,X,X,X,X
JOLSTZI,O,X,O,O,X,X,X,X
JOLSITZ,X,X,O,O,X,X,X,X
JOLSIZT,O,X,O,O,X,X,X,X
JOLSZTI,O,X,O,O,X,X,X,X
JOLSZIT,O,X,O,O,X,X,X,X
JOLZTIS,O,X,O,O,X,X,X,X
JOLZTSI,O,X,O,O,X,X,X,X
JOLZITS,X,X,O,O,X,X,X,X
JOLZIST,O,X,O,O,X,X,X,X
JOLZSTI,O,X,O,O,X,X,X,X
JOLZSIT,O,X,O,O,X,X,X,X
JOSTILZ,O,X,X,X,X,X,X,X
JOSTIZL,O,X,X,X,X,O,X,X
JOSTLIZ,O,X,O,X,X,X,X,X
JOSTLZI,O,X,O,X,X,X,X,X
JOSTZIL,O,X,X,X,X,O,X,X
JOSTZLI,O,X,O,X,X,X,X,X
JOSITLZ,X,X,X,X,X,X,X,X
JOSITZL,X,X,X,X,X,O,X,X
JOSILTZ,X,X,O,O,X,X,X,X
JOSILZT,O,X,O,O,X,X,X,X
JOSIZTL,X,X,X,X,X,O,X,X
JOSIZLT,O,X,O,X,X,X,X,X
JOSLTIZ,O,X,O,O,X,X,X,X
JOSLTZI,O,X,O,O,X,X,X,X
JOSLITZ,X,X,O,O,X,X,X,X
JOSLIZT,O,X,O,O,X,X,X,X
JOSLZTI,O,X,O,O,X,X,X,X
JOSLZIT,O,X,O,O,X,X,X,X
JOSZTIL,O,X,X,X,X,O,X,X
JOSZTLI,O,X,O,X,X,X,X,X
JOSZITL,X,X,X,X,X,O,X,X
JOSZILT,O,X,O,X,X,X,X,X
JOSZLTI,O,X,O,X,X,X,X,X
JOSZLIT,O,X,O,X,X,X,X,X
JOZTILS,O,X,X,X,X,X,X,X
JOZTISL,O,X,X,X,X,O,X,X
JOZTLIS,O,X,O,X,X,X,X,X
JOZTLSI,O,X,O,X,X,X,X,X
JOZTSIL,O,X,X,X,X,O,X,X
JOZTSLI,O,X,O,X,X,X,X,X
JOZITLS,X,X,X,X,X,X,O,X
JOZITSL,X,X,X,X,X,O,O,X
JOZILTS,X,X,O,X,X,X,O,X
JOZILST,O,X,O,X,X,X,O,X
JOZISTL,X,X,X,X,X,O,O,X
JOZISLT,O,X,O,X,X,X,O,X
JOZLTIS,O,X,O,X,X,X,X,X
JOZLTSI,O,X,O,X,X,X,X,X
JOZLITS,X,X,O,X,X,X,X,X
JOZLIST,O,X,O,X,X,X,X,X
JOZLSTI,O,X,O,X,X,X,X,X
JOZLSIT,O,X,O,X,X,X,X,X
JOZSTIL,O,X,X,X,X,O,X,X
JOZSTLI,O,X,O,X,X,X,X,X
JOZSITL,X,X,X,X,X,O,X,X
JOZSILT,O,X,O,X,X,X,X,X
JOZSLTI,O,X,O,X,X,X,X,X
JOZSLIT,O,X,O,X,X,X,X,X
STILJZO,O,O,X,X,X,X,X,X
STILJOZ,O,O,X,O,X,X,X,X
STILZJO,O,O,X,X,X,X,X,X
STILZOJ,O,O,X,O,X,X,X,X
STILOJZ,X,O,X,O,X,X,X,X
STILOZJ,X,O,X,O,X,X,X,X
STIJLZO,O,O,X,X,X,X,X,X
STIJLOZ,O,O,X,O,X,X,X,X
STIJZLO,O,O,X,X,X,X,X,X
STIJZOL,O,O,X,X,O,X,X,X
STIJOLZ,O,O,X,X,O,X,X,X
STIJOZL,O,X,X,X,O,X,X,X
STIZLJO,O,O,X,X,X,X,X,X
STIZLOJ,O,O,X,O,X,X,X,X
STIZJLO,O,O,X,X,X,X,X,X
STIZJOL,O,O,X,X,O,X,X,X
STIZOLJ,O,O,O,X,X,O,X,X
STIZOJL,O,O,X,X,O,O,X,X
STIOLJZ,X,O,O,O,X,X,X,X
STIOLZJ,X,O,O,O,X,O,X,X
STIOJLZ,O,O,X,X,O,X,X,X
STIOJZL,O,X,X,X,O,O,X,X
STIOZLJ,O,X,O,X,X,O,X,X
STIOZJL,O,X,X,X,O,O,X,X
STLIJZO,O,O,X,X,X,X,X,X
STLIJOZ,O,O,X,O,X,X,X,X
STLIZJO,O,O,X,X,X,X,X,X
STLIZOJ,O,O,X,O,X,X,X,X
STLIOJZ,X,O,X,O,X,X,X,X
STLIOZJ,X,O,X,O,X,X,X,X
STLJIZO,O,O,X,X,X,X,X,X
STLJIOZ,O,O,X,O,X,X,X,X
STLJZIO,O,O,X,X,X,X,X,X
STLJZOI,O,O,X,X,X,X,X,X
STLJOIZ,O,O,X,O,X,X,X,X
STLJOZI,O,O,X,O,X,X,X,X
STLZIJO,O,O,X,X,X,X,X,X
STLZIOJ,O,O,X,O,X,X,X,X
STLZJIO,O,O,X,X,X,X,X,X
STLZJOI,O,O,X,X,X,X,X,X
STLZOIJ,O,O,X,O,X,X,X,X
STLZOJI,O,O,X,O,X,X,X,X
STLOIJZ,X,O,X,O,X,X,X,X
STLOIZJ,X,O,X,O,X,X,X,X
STLOJIZ,O,O,X,O,X,X,X,X
STLOJZI,O,O,X,O,X,X,X,X
STLOZIJ,X,O,X,O,X,X,X,X
STLOZJI,O,O,X,O,X,X,X,X
STJILZO,O,O,X,X,X,X,X,X
STJILOZ,O,O,X,O,X,X,X,X
STJIZLO,O,O,X,X,X,X,X,X
STJIZOL,O,O,X,X,X,X,X,X
STJIOLZ,O,O,X,X,X,X,X,X
STJIOZL,O,X,X,X,X,X,X,X
STJLIZO,O,O,X,X,X,X,X,X
STJLIOZ,O,O,X,O,X,X,X,X
STJLZIO,O,O,X,X,X,X,X,X
STJLZOI,O,O,X,X,X,X,X,X
STJLOIZ,O,O,X,O,X,X,X,X
STJLOZI,O,O,X,O,X,X,X,X
STJZILO,O,O,X,X,X,X,X,X
STJZIOL,O,O,X,X,X,X,X,X
STJZLIO,O,O,X,X,X,X,X,X
STJZLOI,O,O,X,X,X,X,X,X
STJZOIL,O,O,X,X,X,X,X,X
STJZOLI,O,O,X,X,X,X,X,X
STJOILZ,O,O,X,X,X,X,X,X
STJOIZL,O,X,X,X,X,X,X,X
STJOLIZ,O,O,X,X,X,X,X,X
STJOLZI,O,O,X,X,X,X,X,X
STJOZIL,O,O,X,X,X,X,X,X
STJOZLI,O,O,X,X,X,X,X,X
STZILJO,O,O,X,X,X,X,X,X
STZILOJ,O,O,X,O,X,X,X,X
STZIJLO,O,O,X,X,X,X,X,X
STZIJOL,O,O,X,X,O,X,X,X
STZIOLJ,O,O,O,X,X,O,X,X
STZIOJL,O,O,X,X,O,O,X,X
STZLIJO,O,O,X,X,X,X,X,X
STZLIOJ,O,O,X,O,X,X,X,X
STZLJIO,O,O,X,X,X,X,X,X
STZLJOI,O,O,X,X,X,X,X,X
STZLOIJ,O,O,O,O,X,X,X,X
STZLOJI,O,O,O,O,X,X,X,X
STZJILO,O,O,X,X,X,X,X,X
STZJIOL,O,O,X,X,X,X,X,X
STZJLIO,O,O,X,X,X,X,X,X
STZJLOI,O,O,X,X,X,X,X,X
STZJOIL,O,O,X,X,X,X,X,X
STZJOLI,O,O,O,X,X,X,X,X
STZOILJ,O,O,O,X,X,O,X,X
STZOIJL,O,O,X,X,X,O,X,X
STZOLIJ,O,O,O,X,X,O,X,X
STZOLJI,O,O,O,X,X,X,X,X
STZOJIL,O,O,X,X,X,O,X,X
STZOJLI,O,O,O,X,X,X,X,X
STOILJZ,X,O,O,O,X,X,X,X
STOILZJ,X,O,O,O,X,O,X,X
STOIJLZ,O,O,X,X,X,X,X,X
STOIJZL,O,X,X,X,X,O,X,X
STOIZLJ,O,X,O,X,X,O,X,X
STOIZJL,O,X,X,X,X,O,X,X
STOLIJZ,X,O,O,O,X,X,X,X
STOLIZJ,X,O,O,O,X,O,X,X
STOLJIZ,O,O,O,O,X,X,X,X
STOLJZI,O,O,O,O,X,X,X,X
STOLZIJ,X,O,O,O,X,O,X,X
STOLZJI,O,O,O,O,X,X,X,X
STOJILZ,O,O,X,X,X,X,X,X
STOJIZL,O,X,X,X,X,O,X,X
STOJLIZ,O,O,O,X,X,X,X,X
STOJLZI,O,O,O,X,X,X,X,X
STOJZIL,O,O,X,X,X,O,X,X
STOJZLI,O,O,O,X,X,X,X,X
STOZILJ,O,O,O,X,X,O,X,X
STOZIJL,O,O,X,X,X,O,X,X
STOZLIJ,O,O,O,X,X,O,X,X
STOZLJI,O,O,O,X,X,X,X,X
STOZJIL,O,O,X,X,X,O,X,X
STOZJLI,O,O,O,X,X,X,X,X
SITLJZO,O,O,X,X,X,X,X,X
SITLJOZ,O,O,X,O,X,X,X,X
SITLZJO,O,O,X,X,X,X,X,X
SITLZOJ,O,O,X,O,X,X,X,X
SITLOJZ,X,O,X,O,X,X,X,X
SITLOZJ,X,O,X,O,X,X,X,X
SITJLZO,O,O,X,X,X,X,X,X
SITJLOZ,O,O,X,O,X,X,X,X
SITJZLO,O,O,X,X,X,X,X,X
SITJZOL,O,O,X,X,O,X,X,X
SITJOLZ,O,O,X,X,O,X,X,X
SITJOZL,O,X,X,X,O,X,X,X
SITZLJO,O,O,X,X,X,X,X,X
SITZLOJ,O,O,X,O,X,X,X,X
SITZJLO,O,O,X,X,X,X,X,X
SITZJOL,O,O,X,X,O,X,X,X
SITZOLJ,O,O,O,X,X,O,X,X
SITZOJL,O,O,X,X,O,O,X,X
SITOLJZ,X,O,O,O,X,X,X,X
SITOLZJ,X,O,O,O,X,O,X,X
SITOJLZ,O,O,X,X,O,X,X,X
SITOJZL,O,X,X,X,O,O,X,X
SITOZLJ,O,X,O,X,X,O,X,X
SITOZJL,O,X,X,X,O,O,X,X
SILTJZO,O,O,X,X,X,X,X,X
SILTJOZ,O,O,X,O,X,X,X,X
SILTZJO,O,O,X,X,X,X,X,X
SILTZOJ,O,O,X,O,X,X,X,X
SILTOJZ,X,O,X,O,X,X,X,X
SILTOZJ,X,O,X,O,X,X,X,X
SILJTZO,O,O,X,X,X,X,X,X
SILJTOZ,X,X,X,O,X,X,X,X
SILJZTO,O,O,X,X,X,X,X,X
SILJZOT,O,O,X,X,O,X,X,X
SILJOTZ,X,O,X,O,O,X,X,X
SILJOZT,O,O,X,O,O,X,X,X
SILZTJO,O,O,X,X,X,X,X,O
SILZTOJ,O,O,X,O,X,X,X,O
SILZJTO,O,O,X,X,X,X,X,O
SILZJOT,O,O,X,X,O,X,X,O
SILZOTJ,O,O,O,O,X,O,X,O
SILZOJT,O,O,O,O,O,X,X,O
SILOTJZ,X,O,O,O,X,X,X,X
SILOTZJ,X,O,O,O,X,O,X,X
SILOJTZ,X,O,O,O,O,X,X,X
SILOJZT,X,O,O,O,O,X,X,X
SILOZTJ,X,O,O,O,X,O,X,X
SILOZJT,X,O,O,O,O,X,X,X
SIJTLZO,O,X,X,X,X,X,X,X
SIJTLOZ,O,X,X,O,X,X,X,X
SIJTZLO,O,X,X,X,X,X,X,X
SIJTZOL,O,X,X,X,O,X,X,X
SIJTOLZ,O,X,X,X,O,X,X,X
SIJTOZL,O,X,X,X,O,X,X,X
SIJLTZO,O,O,X,X,X,X,X,X
SIJLTOZ,O,X,X,O,X,X,X,X
SIJLZTO,O,O,X,X,X,X,X,X
SIJLZOT,O,O,X,X,O,X,X,X
SIJLOTZ,X,O,X,O,O,X,X,X
SIJLOZT,O,O,X,O,O,X,X,X
SIJZTLO,O,O,X,X,X,X,X,X
SIJZTOL,O,X,X,X,O,X,X,X
SIJZLTO,O,O,X,X,X,X,X,X
SIJZLOT,O,O,X,X,O,X,X,X
SIJZOTL,X,X,X,X,O,O,X,X
SIJZOLT,O,O,O,X,O,X,X,X
SIJOTLZ,X,X,X,X,O,X,X,X
SIJOTZL,X,X,X,X,O,O,X,X
SIJOLTZ,X,X,O,O,O,X,X,X
SIJOLZT,O,X,O,O,O,X,X,X
SIJOZTL,X,X,X,X,O,O,X,X
SIJOZLT,O,X,O,X,O,X,X,X
SIZTLJO,O,O,X,X,X,X,X,X
SIZTLOJ,O,O,X,O,X,X,X,X
SIZTJLO,O,O,X,X,X,X,X,X
SIZTJOL,O,O,X,X,O,X,X,X
SIZTOLJ,O,O,O,X,X,O,X,X
SIZTOJL,O,O,X,X,O,O,X,X
SIZLTJO,O,O,X,X,X,X,X,O
SIZLTOJ,O,O,X,O,X,X,X,O
SIZLJTO,O,O,X,X,X,X,X,O
SIZLJOT,O,O,X,X,O,X,X,O
SIZLOTJ,O,O,O,O,X,O,X,O
SIZLOJT,O,O,O,O,O,X,X,O
SIZJTLO,O,O,X,X,X,X,X,X
SIZJTOL,O,X,X,X,O,X,X,X
SIZJLTO,O,O,X,X,X,X,X,X
SIZJLOT,O,O,X,X,O,X,X,X
SIZJOTL,X,X,X,X,O,O,X,X
SIZJOLT,O,O,O,X,O,X,X,X
SIZOTLJ,X,X,O,X,X,O,X,X
SIZOTJL,X,X,X,X,O,O,X,X
SIZOLTJ,O,X,O,O,X,O,X,X
SIZOLJT,O,O,O,O,O,X,X,X
SIZOJTL,X,X,X,X,O,O,X,X
SIZOJLT,O,O,O,X,O,X,X,X
SIOTLJZ,X,X,O,O,X,X,X,X
SIOTLZJ,X,X,O,O,X,O,X,X
SIOTJLZ,O,X,X,X,O,X,X,X
SIOTJZL,O,X,X,X,O,O,X,X
SIOTZLJ,O,X,O,X,X,O,X,X
SIOTZJL,O,X,X,X,O,O,X,X
SIOLTJZ,X,X,O,O,X,X,X,X
SIOLTZJ,X,X,O,O,X,O,X,X
SIOLJTZ,X,X,O,O,O,X,X,X
SIOLJZT,X,X,O,O,O,X,X,X
SIOLZTJ,X,X,O,O,X,O,X,X
SIOLZJT,X,X,O,O,O,X,X,X
SIOJTLZ,X,X,X,X,O,X,X,X
SIOJTZL,X,X,X,X,O,O,X,X
SIOJLTZ,X,X,O,O,O,X,X,X
SIOJLZT,O,X,O,O,O,X,X,X
SIOJZTL,X,X,X,X,O,O,X,X
SIOJZLT,O,X,O,X,O,X,X,X
SIOZTLJ,X,X,O,X,X,O,X,X
SIOZTJL,X,X,X,X,O,O,X,X
SIOZLTJ,O,X,O,O,X,O,X,X
SIOZLJT,O,X,O,O,O,X,X,X
SIOZJTL,X,X,X,X,O,O,X,X
SIOZJLT,O,X,O,X,O,X,X,X
SLTIJZO,O,O,X,X,X,X,X,X
SLTIJOZ,O,O,X,O,X,X,X,X
SLTIZJO,O,O,X,X,X,X,X,X
SLTIZOJ,O,O,X,O,X,X,X,X
SLTIOJZ,X,O,X,O,X,X,X,X
SLTIOZJ,X,O,X,O,X,X,X,X
SLTJIZO,O,O,X,X,X,X,X,X
SLTJIOZ,O,O,X,O,X,X,X,X
SLTJZIO,O,O,X,X,X,X,X,X
SLTJZOI,O,O,X,X,X,X,X,X
SLTJOIZ,O,O,X,O,X,X,X,X
SLTJOZI,O,O,X,O,X,X,X,X
SLTZIJO,O,O,X,X,X,X,X,X
SLTZIOJ,O,O,X,O,X,X,X,X
SLTZJIO,O,O,X,X,X,X,X,X
SLTZJOI,O,O,X,X,X,X,X,X
SLTZOIJ,O,O,X,O,X,X,X,X
SLTZOJI,O,O,X,O,X,X,X,X
SLTOIJZ,X,O,X,O,X,X,X,X
SLTOIZJ,X,O,X,O,X,X,X,X
SLTOJIZ,O,O,X,O,X,X,X,X
SLTOJZI,O,O,X,O,X,X,X,X
SLTOZIJ,X,O,X,O,X,X,X,X
SLTOZJI,O,O,X,O,X,X,X,X
SLITJZO,O,O,X,X,X,X,X,X
SLITJOZ,O,O,X,O,X,X,X,X
SLITZJO,O,O,X,X,X,X,X,X
SLITZOJ,O,O,X,O,X,X,X,X
SLITOJZ,X,O,X,O,X,X,X,X
SLITOZJ,X,O,X,O,X,X,X,X
SLIJTZO,O,O,X,X,X,X,X,X
SLIJTOZ,X,X,X,O,X,X,X,X
SLIJZTO,O,O,X,X,X,X,X,X
SLIJZOT,O,O,X,X,O,X,X,X
SLIJOTZ,X,O,X,O,O,X,X,X
SLIJOZT,O,O,X,O,O,X,X,X
SLIZTJO,O,O,X,X,X,X,X,O
SLIZTOJ,O,O,X,O,X,X,X,O
SLIZJTO,O,O,X,X,X,X,X,O
SLIZJOT,O,O,X,X,O,X,X,O
SLIZOTJ,O,O,O,O,X,O,X,O
SLIZOJT,O,O,O,O,O,X,X,O
SLIOTJZ,X,O,O,O,X,X,X,X
SLIOTZJ,X,O,O,O,X,O,X,X
SLIOJTZ,X,O,O,O,O,X,X,X
SLIOJZT,X,O,O,O,O,X,X,X
SLIOZTJ,X,O,O,O,X,O,X,X
SLIOZJT,X,O,O,O,O,X,X,X
SLJTIZO,O,O,X,X,X,X,X,X
SLJTIOZ,O,O,X,O,X,X,X,X
SLJTZIO,O,O,X,X,X,X,X,X
SLJTZOI,O,O,X,X,X,X,X,X
SLJTOIZ,O,O,X,O,X,X,X,X
SLJTOZI,O,O,X,O,X,X,X,X
SLJITZO,O,O,X,X,X,X,X,X
SLJITOZ,O,X,X,O,X,X,X,X
SLJIZTO,O,O,X,X,X,X,X,X
SLJIZOT,O,O,X,X,X,X,X,X
SLJIOTZ,X,O,X,O,X,X,X,X
SLJIOZT,O,O,X,O,X,X,X,X
SLJZTIO,O,O,X,X,X,X,X,X
SLJZTOI,O,O,X,X,X,X,X,X
SLJZITO,O,O,X,X,X,X,X,X
SLJZIOT,O,O,X,X,X,X,X,X
SLJZOTI,O,O,X,X,X,X,X,X
SLJZOIT,O,O,X,X,X,X,X,X
SLJOTIZ,O,O,X,O,X,X,X,X
SLJOTZI,O,O,X,O,X,X,X,X
SLJOITZ,X,O,X,O,X,X,X,X
SLJOIZT,O,O,X,O,X,X,X,X
SLJOZTI,O,O,X,O,X,X,X,X
SLJOZIT,O,O,X,O,X,X,X,X
SLZTIJO,O,O,X,X,X,X,X,O
SLZTIOJ,O,O,X,O,X,X,X,O
SLZTJIO,O,O,X,X,X,X,X,O
SLZTJOI,O,O,X,X,X,X,X,O
SLZTOIJ,O,O,O,O,X,X,X,O
SLZTOJI,O,O,O,O,X,X,X,O
SLZITJO,O,O,X,X,X,X,X,O
SLZITOJ,O,O,X,O,X,X,X,O
SLZIJTO,O,O,X,X,X,X,X,O
SLZIJOT,O,O,X,X,O,X,X,O
SLZIOTJ,O,O,O,O,X,O,X,O
SLZIOJT,O,O,O,O,O,X,X,O
SLZJTIO,O,O,X,X,X,X,X,O
SLZJTOI,O,O,X,X,X,X,X,O
SLZJITO,O,O,X,X,X,X,X,O
SLZJIOT,O,O,X,X,X,X,X,O
SLZJOTI,O,O,X,X,X,X,X,O
SLZJOIT,O,O,X,X,X,X,X,O
SLZOTIJ,O,O,O,O,X,O,X,O
SLZOTJI,O,O,O,O,X,X,X,O
SLZOITJ,O,O,O,O,X,O,X,O
SLZOIJT,O,O,O,O,X,X,X,O
SLZOJTI,O,O,O,O,X,X,X,O
SLZOJIT,O,O,O,O,X,X,X,O
SLOTIJZ,X,O,O,O,X,X,X,X
SLOTIZJ,X,O,O,O,X,O,X,X
SLOTJIZ,X,O,O,O,X,X,X,X
SLOTJZI,X,O,O,O,X,X,X,X
SLOTZIJ,X,O,O,O,X,O,X,X
SLOTZJI,X,O,O,O,X,X,X,X
SLOITJZ,X,O,O,O,X,X,X,X
SLOITZJ,X,O,O,O,X,O,X,X
SLOIJTZ,X,O,O,O,X,X,X,X
SLOIJZT,X,O,O,O,X,X,X,X
SLOIZTJ,X,O,O,O,X,O,X,X
SLOIZJT,X,O,O,O,X,X,X,X
SLOJTIZ,X,O,O,O,X,X,X,X
SLOJTZI,X,O,O,O,X,X,X,X
SLOJITZ,X,O,O,O,X,X,X,X
SLOJIZT,X,O,O,O,X,X,X,X
SLOJZTI,X,O,O,O,X,X,X,X
SLOJZIT,X,O,O,O,X,X,X,X
SLOZTIJ,X,O,O,O,X,O,X,X
SLOZTJI,X,O,O,O,X,X,X,X
SLOZITJ,X,O,O,O,X,O,X,X
SLOZIJT,X,O,O,O,X,X,X,X
SLOZJTI,X,O,O,O,X,X,X,X
SLOZJIT,X,O,O,O,X,X,X,X
SJTILZO,O,O,X,X,X,X,X,X
SJTILOZ,O,O,X,O,X,X,X,X
SJTIZLO,O,O,X,X,X,X,X,X
SJTIZOL,O,O,X,X,X,X,X,X
SJTIOLZ,O,O,X,X,X,X,X,X
SJTIOZL,O,X,X,X,X,X,X,X
SJTLIZO,O,O,X,X,X,X,X,X
SJTLIOZ,O,O,X,O,X,X,X,X
SJTLZIO,O,O,X,X,X,X,X,X
SJTLZOI,O,O,X,X,X,X,X,X
SJTLOIZ,O,O,X,O,X,X,X,X
SJTLOZI,O,O,X,O,X,X,X,X
SJTZILO,O,O,X,X,X,X,X,X
SJTZIOL,O,O,X,X,X,X,X,X
SJTZLIO,O,O,X,X,X,X,X,X
SJTZLOI,O,O,X,X,X,X,X,X
SJTZOIL,O,O,X,X,X,X,X,X
SJTZOLI,O,O,X,X,X,X,X,X
SJTOILZ,O,O,X,X,X,X,X,X
SJTOIZL,O,X,X,X,X,X,X,X
SJTOLIZ,O,O,X,X,X,X,X,X
SJTOLZI,O,O,X,X,X,X,X,X
SJTOZIL,O,O,X,X,X,X,X,X
SJTOZLI,O,O,X,X,X,X,X,X
SJITLZO,O,X,X,X,X,X,O,X
SJITLOZ,O,X,X,O,X,X,O,X
SJITZLO,O,X,X,X,X,X,O,X
SJITZOL,O,X,X,X,O,X,O,X
SJITOLZ,O,X,X,X,O,X,O,X
SJITOZL,O,X,X,X,O,X,O,X
SJILTZO,O,O,X,X,X,X,O,X
SJILTOZ,O,X,X,O,X,X,O,X
SJILZTO,O,O,X,X,X,X,O,X
SJILZOT,O,O,X,X,O,X,O,X
SJILOTZ,X,O,X,O,O,X,O,X
SJILOZT,O,O,X,O,O,X,O,X
SJIZTLO,O,O,X,X,X,X,O,X
SJIZTOL,O,X,X,X,O,X,O,X
SJIZLTO,O,O,X,X,X,X,O,X
SJIZLOT,O,O,X,X,O,X,O,X
SJIZOTL,X,X,X,X,O,O,O,X
SJIZOLT,O,O,O,X,O,X,O,X
SJIOTLZ,X,X,X,X,O,X,O,X
SJIOTZL,X,X,X,X,O,O,O,X
SJIOLTZ,X,X,O,O,O,X,O,X
SJIOLZT,O,X,O,O,O,X,O,X
SJIOZTL,X,X,X,X,O,O,O,X
SJIOZLT,O,X,O,X,O,X,O,X
SJLTIZO,O,O,X,X,X,X,X,X
SJLTIOZ,O,O,X,O,X,X,X,X
SJLTZIO,O,O,X,X,X,X,X,X
SJLTZOI,O,O,X,X,X,X,X,X
SJLTOIZ,O,O,X,O,X,X,X,X
SJLTOZI,O,O,X,O,X,X,X,X
SJLITZO,O,O,X,X,X,X,X,X
SJLITOZ,O,X,X,O,X,X,X,X
SJLIZTO,O,O,X,X,X,X,X,X
SJLIZOT,O,O,X,X,X,X,X,X
SJLIOTZ,X,O,X,O,X,X,X,X
SJLIOZT,O,O,X,O,X,X,X,X
SJLZTIO,O,O,X,X,X,X,X,X
SJLZTOI,O,O,X,X,X,X,X,X
SJLZITO,O,O,X,X,X,X,X,X
SJLZIOT,O,O,X,X,X,X,X,X
SJLZOTI,O,O,X,X,X,X,X,X
SJLZOIT,O,O,X,X,X,X,X,X
SJLOTIZ,O,O,X,O,X,X,X,X
SJLOTZI,O,O,X,O,X,X,X,X
SJLOITZ,X,O,X,O,X,X,X,X
SJLOIZT,O,O,X,O,X,X,X,X
SJLOZTI,O,O,X,O,X,X,X,X
SJLOZIT,O,O,X,O,X,X,X,X
SJZTILO,O,O,X,X,X,X,X,X
SJZTIOL,O,O,X,X,X,X,X,X
SJZTLIO,O,O,X,X,X,X,X,X
SJZTLOI,O,O,X,X,X,X,X,X
SJZTOIL,O,O,X,X,X,X,X,X
SJZTOLI,O,O,O,X,X,X,X,X
SJZITLO,O,O,X,X,X,X,O,X
SJZITOL,O,X,X,X,O,X,O,X
SJZILTO,O,O,X,X,X,X,O,X
SJZILOT,O,O,X,X,O,X,O,X
SJZIOTL,X,X,X,X,O,O,O,X
SJZIOLT,O,O,O,X,O,X,O,X
SJZLTIO,O,O,X,X,X,X,X,X
SJZLTOI,O,O,X,X,X,X,X,X
SJZLITO,O,O,X,X,X,X,X,X
