sequence,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhF0bBxcB2lBFnBXr?BzrB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFmbBFdBTgBcmBXn?BRwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFOgBxcBzgBUiBfs?BVwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxbBXdB2lBFnB0r?BzqB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFXcBzfBUmBFnBOs?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFXcBzfBUiBFmBOs?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxbBXdBTgBFnB0r?BerB,v115@7gC8FeD8GeF8CeF8DeC8Jel6IvhFUcBXgBZnBGiBTr?BCrB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFOhBXdBzfBFnB0r?BqqB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFTbBxcB/rBFnB0q?BmrB,v115@7gC8FeD8GeF8CeF8DeC8Jez7IvhFXdBUgBlfBxmBmr?BSwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhF0bBXdB2lBFnBTm?BRwB,v115@7gC8FeD8GeF8CeF8DeC8Je6/IvhFxcBTgB/rBFnBmr?B0qB,v115@7gC8FeD8GeF8CeF8DeC8Jex6IvhFzfBUiBirBuqB/r?BFsB,v115@7gC8FeD8GeF8CeF8DeC8Je06IvhFCdBzgBVnBXgB2r?BRwB,v115@7gC8FeD8GeF8CeF8DeC8JeX7IvhFCdBzgBVnB0fB2r?BRwB
LTOJSZI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LTOJZIS,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LTOJZSI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LTOSIJZ,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
LTOSIZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LTOSJIZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOSJZI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LTOSZIJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LTOSZJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LTOZIJS,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LTOZISJ,X,X,X,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOZJIS,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LTOZJSI,X,X,O,X,O,O,O,X,X,X,X,X,X,O,X,X
LTOZSIJ,X,X,O,X,O,O,X,X,X,X,X,X,X,X,X,X
LTOZSJI,X,X,O,X,O,O,O,X,X,X,X,X,X,X,X,X
LITJSZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LITJSOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITJZSO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LITJZOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LITJOSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LITJOZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LITSJZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LITSJOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITSZJO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
LITSZOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LITSOJZ,O,X,O,X,X,O,X,O,X,X,X,O,O,X,X,O
LITSOZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
LITZJSO,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LITZJOS,X,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LITZSJO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LITZSOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,O,X
LITZOJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LITZOSJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
LITOJSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
LITOJZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X
LITOSJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
LITOSZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
LITOZJS,X,O,O,X,X,O,X,X,X,X,X,X,X,X,O,X
LITOZSJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,O
LIJTSZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LIJTSOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJTZSO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJTZOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIJTOSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LIJTOZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LIJSTZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSTOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJSZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJSOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZTSO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIJZTOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIJZSTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIJZSOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJZOTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIJZOST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOTSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LIJOTZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LIJOSTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LIJOSZT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIJOZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIJOZST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LISTJZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LISTJOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LISTZJO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
LISTZOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LISTOJZ,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O
LISTOZJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O
LISJTZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJTOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LISJZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LISJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZTJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LISZTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LISZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISZOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LISZOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LISOTJZ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
LISOTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LISOJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LISOJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LISOZTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LISOZJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIZTJSO,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X
LIZTJOS,X,O,O,O,X,X,O,X,O,X,X,O,X,X,O,X
LIZTSJO,O,O,O,O,X,X,O,X,O,O,X,O,X,X,X,X
LIZTSOJ,X,O,O,O,X,O,O,X,O,O,X,X,X,X,O,X
LIZTOJS,X,O,O,X,X,O,O,X,O,X,X,X,X,X,O,X
LIZTOSJ,X,O,X,X,X,O,X,X,O,X,X,X,X,X,O,O
LIZJTSO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LIZJTOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LIZJSTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZJSOT,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZJOTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIZJOST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZSTJO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LIZSTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LIZSJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZSOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZSOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIZOTJS,X,O,X,X,X,O,O,X,X,X,X,X,X,X,O,X
LIZOTSJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,O,X
LIZOJTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOJST,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LIZOSTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LIZOSJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LIOTJSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,O
LIOTJZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,O,X
LIOTSJZ,O,X,O,X,X,O,X,O,X,X,X,O,X,X,X,O
LIOTSZJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,O,O
LIOTZJS,X,O,O,X,O,O,X,X,X,X,X,X,X,X,O,X
LIOTZSJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,O
LIOJTSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LIOJTZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LIOJSTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOJSZT,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOJZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LIOJZST,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOSTJZ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,O
LIOSTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,O
LIOSJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOSJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOSZTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOSZJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LIOZTJS,X,O,X,X,O,O,O,X,X,X,X,X,X,X,O,X
LIOZTSJ,X,O,X,X,O,O,X,O,X,X,X,X,X,X,O,X
LIOZJTS,X,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X
LIOZJST,X,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LIOZSTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LIOZSJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LJTISZO,O,X,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJTISOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZSO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIZOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTIOZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJTSIZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJTSIOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJTSZIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJTSZOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LJTSOIZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJTSOZI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LJTZISO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTZIOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJTZSIO,O,X,O,O,X,X,X,X,X,X,X,X,X,X,X,X
LJTZSOI,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X
LJTZOIS,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTZOSI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTOISZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOIZS,X,X,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LJTOSIZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOSZI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJTOZIS,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJTOZSI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJITSZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LJITSOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJITZSO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJITZOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LJITOSZ,X,X,O,X,X,X,X,X,X,X,X,O,X,X,X,O
LJITOZS,X,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X
LJISTZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISTOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJISZOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJISOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJISOZT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIZTSO,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJIZTOS,X,O,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LJIZSTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJIZSOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJIZOTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIZOST,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOTSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJIOTZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LJIOSTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJIOSZT,X,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJIOZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJIOZST,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSTIZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LJSTIOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSTZIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSTZOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LJSTOIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSTOZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSITZO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSITOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSIOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZTOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJSZITO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJSZIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJSZOTI,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSZOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJSOTIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSOTZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJSOITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSOZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJSOZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJZTISO,O,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LJZTIOS,X,X,O,O,X,X,O,X,X,X,X,O,X,X,X,X
LJZTSIO,O,X,O,O,X,X,O,X,X,X,X,X,X,X,X,X
LJZTSOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X,X
LJZTOIS,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJZTOSI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJZITSO,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X
LJZITOS,X,X,O,O,X,X,X,X,X,X,X,O,X,X,O,X
LJZISTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZISOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZIOTS,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJZIOST,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZSTIO,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSTOI,O,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LJZSITO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LJZSIOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LJZSOTI,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZSOIT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZOTIS,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJZOTSI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJZOITS,X,X,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJZOIST,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZOSTI,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJZOSIT,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LJOTISZ,X,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTIZS,X,O,O,X,X,O,X,X,X,X,X,X,X,O,X,X
LJOTSIZ,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTSZI,O,X,O,X,X,O,X,X,X,X,X,X,X,X,X,X
LJOTZIS,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJOTZSI,X,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X
LJOITSZ,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X
LJOITZS,X,O,O,X,X,O,X,X,X,X,X,O,X,O,X,X
LJOISTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOISZT,X,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOIZTS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOIZST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSTIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOSTZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LJOSITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LJOSIZT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOSZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOZTIS,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJOZTSI,X,X,O,O,X,O,O,X,X,X,X,X,X,O,X,X
LJOZITS,X,O,O,X,X,X,X,X,X,X,X,O,X,O,X,X
LJOZIST,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOZSTI,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LJOZSIT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSTIJZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTIJOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTIZJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTIZOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTIOJZ,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
LSTIOZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LSTJIZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTJIOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSTJZIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSTJZOI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X,X
LSTJOIZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTJOZI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTZIJO,O,O,O,X,X,X,X,O,X,O,X,X,X,X,X,X
LSTZIOJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTZJIO,O,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSTZJOI,O,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTZOIJ,X,O,O,X,X,O,X,X,X,O,X,X,X,X,X,X
LSTZOJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LSTOIJZ,O,X,O,X,X,O,X,O,X,X,X,X,O,X,X,X
LSTOIZJ,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LSTOJIZ,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTOJZI,O,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X
LSTOZIJ,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X,X
LSTOZJI,X,O,O,X,X,O,X,X,X,O,X,X,O,X,X,X
LSITJZO,O,O,O,X,X,X,X,X,X,O,X,O,X,X,X,X
LSITJOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSITZJO,O,O,O,X,X,X,X,O,X,O,X,O,X,X,X,X
LSITZOJ,X,O,O,X,X,X,X,X,X,O,X,X,X,X,O,X
LSITOJZ,O,X,O,X,X,X,X,O,X,X,X,O,O,X,X,O
LSITOZJ,X,O,O,X,X,X,X,O,X,O,X,X,X,X,O,O
LSIJTZO,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJTOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZTO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSIJZOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIJOZT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZTJO,O,O,X,X,X,X,X,O,X,X,X,O,X,X,X,X
LSIZTOJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X
LSIZJTO,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZJOT,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIZOTJ,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSIZOJT,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LSIOTJZ,O,X,X,X,X,O,X,O,X,X,X,O,O,X,X,X
LSIOTZJ,X,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
LSIOJTZ,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
LSIOJZT,O,O,X,X,X,X,X,O,X,X,X,X,X,O,X,X
LSIOZTJ,X,O,X,X,X,X,X,O,X,X,O,X,X,X,X,X
LSIOZJT,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
LSJTIZO,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X
LSJTIOZ,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJTZIO,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJTZOI,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X
LSJTOIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSJTOZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSJITZO,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJITOZ,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZTO,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJIZOT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJIOTZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZTIO,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZTOI,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X
LSJZITO,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X
LSJZIOT,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X
LSJZOTI,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJZOIT,O,O,X,X,X,X,X,X,X,X,O,X,X,O,X,X
LSJOTIZ,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSJOTZI,O,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X
LSJOITZ,X,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJOZTI,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSJOZIT,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X,X
LSZTIJO,O,O,X,O,X,X,O,O,X,O,X,X,X,X,X,X
LSZTIOJ,X,O,X,O,X,O,O,X,X,O,X,X,X,X,X,X
