sequence,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFicB9iBfnB5oB8s?BOtB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcBCeBzhBXjB9t?B0sB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBcjBOnBqs?B9tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF/hBRdBSjBNnB8s?B+tB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBRdB9jBfoBUn?BSyB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhF2hBXeBxsB9tBCn?B0sB,v115@zgB8HeB8HeE8EeF8DeG8Me2AJvhFRcB9iBfnB6oB8s?BTtB,v115@zgB8HeB8HeE8EeF8DeG8MeT7IvhFxcB6jB0hB9sB/t?BmsB
LIOSTJZ,X,X,O,X,O,X,X,X
LIOSTZJ,O,X,O,X,O,X,X,X
LIOSJTZ,X,X,O,X,O,X,X,X
LIOSJZT,O,X,X,X,X,X,X,X
LIOSZTJ,O,X,X,X,X,X,X,X
LIOSZJT,O,X,X,X,X,X,X,X
LIOZTJS,X,X,X,X,O,O,X,X
LIOZTSJ,O,X,X,X,O,O,X,X
LIOZJTS,X,X,X,X,O,O,X,X
LIOZJST,O,X,X,X,O,X,X,X
LIOZSTJ,O,X,X,X,O,X,X,X
LIOZSJT,O,X,X,X,O,X,X,X
LJTISZO,X,O,O,X,O,X,X,X
LJTISOZ,X,O,O,X,O,X,X,X
LJTIZSO,X,O,O,X,X,X,X,X
LJTIZOS,X,O,O,X,X,X,X,X
LJTIOSZ,X,O,O,X,O,X,X,X
LJTIOZS,X,O,O,X,X,X,X,X
LJTSIZO,X,O,O,X,O,X,X,X
LJTSIOZ,X,O,O,X,O,X,X,X
LJTSZIO,X,O,O,O,O,X,X,X
LJTSZOI,X,O,O,O,O,X,X,X
LJTSOIZ,X,O,O,X,O,X,X,X
LJTSOZI,X,O,O,O,O,X,X,X
LJTZISO,X,O,O,O,O,X,X,X
LJTZIOS,X,O,O,O,O,X,X,X
LJTZSIO,X,O,O,O,O,X,X,X
LJTZSOI,X,O,O,O,O,X,X,X
LJTZOIS,X,O,O,O,O,X,X,X
LJTZOSI,X,O,O,O,O,X,X,X
LJTOISZ,X,O,O,X,O,X,X,X
LJTOIZS,X,O,O,X,X,X,X,X
LJTOSIZ,X,O,O,X,O,X,X,X
LJTOSZI,X,O,O,O,O,X,X,X
LJTOZIS,X,O,O,O,O,X,X,X
LJTOZSI,X,O,O,O,O,X,X,X
LJITSZO,X,O,O,X,O,X,X,X
LJITSOZ,X,O,O,X,O,O,X,X
LJITZSO,X,O,O,X,X,O,X,X
LJITZOS,X,O,O,X,X,O,X,X
LJITOSZ,X,O,O,X,O,O,X,X
LJITOZS,X,O,O,X,X,O,X,X
LJISTZO,X,X,O,X,O,X,O,X
LJISTOZ,X,X,O,X,O,X,X,X
LJISZTO,O,X,X,X,X,X,O,X
LJISZOT,O,X,X,X,X,X,X,X
LJISOTZ,X,X,O,X,O,X,X,X
LJISOZT,O,X,X,X,X,X,X,X
LJIZTSO,X,O,X,O,O,O,X,X
LJIZTOS,X,O,X,O,O,O,X,X
LJIZSTO,O,X,X,X,O,X,O,X
LJIZSOT,O,X,X,X,O,X,X,X
LJIZOTS,X,O,X,O,O,O,X,X
LJIZOST,O,X,X,X,O,X,X,X
LJIOTSZ,X,O,O,X,O,O,X,X
LJIOTZS,X,O,O,X,X,O,X,X
LJIOSTZ,X,X,O,X,O,X,X,X
LJIOSZT,O,X,X,X,X,X,X,X
LJIOZTS,X,O,X,O,O,O,X,X
LJIOZST,O,X,X,X,O,X,X,X
LJSTIZO,X,X,O,X,O,X,O,X
LJSTIOZ,X,X,O,X,O,X,X,X
LJSTZIO,O,X,O,O,O,X,O,X
LJSTZOI,O,X,O,O,O,X,O,X
LJSTOIZ,X,X,O,X,O,X,X,X
LJSTOZI,O,X,O,O,O,X,X,X
LJSITZO,X,X,O,X,O,X,O,X
LJSITOZ,X,X,O,X,O,X,X,X
LJSIZTO,O,X,X,X,X,X,O,X
LJSIZOT,O,X,X,X,X,X,X,X
LJSIOTZ,X,X,O,X,O,X,X,X
LJSIOZT,O,X,X,X,X,X,X,X
LJSZTIO,O,X,O,O,O,X,O,X
LJSZTOI,O,X,O,O,O,X,O,X
LJSZITO,O,X,X,X,O,X,O,X
LJSZIOT,O,X,X,X,O,X,X,X
LJSZOTI,O,X,O,O,O,X,O,X
LJSZOIT,O,X,X,X,O,X,X,X
LJSOTIZ,X,X,O,X,O,X,X,X
LJSOTZI,O,X,O,O,O,X,X,X
LJSOITZ,X,X,O,X,O,X,X,X
LJSOIZT,O,X,X,X,X,X,X,X
LJSOZTI,O,X,O,O,O,X,X,X
LJSOZIT,O,X,X,X,O,X,X,X
LJZTISO,X,O,O,O,O,X,O,X
LJZTIOS,X,O,O,O,O,X,X,X
LJZTSIO,X,O,O,O,O,X,O,X
LJZTSOI,X,O,O,O,O,X,O,X
LJZTOIS,X,O,O,O,O,X,X,X
LJZTOSI,X,O,O,O,O,X,O,X
LJZITSO,X,O,X,O,O,X,O,X
LJZITOS,X,O,X,O,O,X,X,X
LJZISTO,O,X,X,X,O,X,O,X
LJZISOT,O,X,X,X,O,X,X,X
LJZIOTS,X,O,X,O,O,X,X,X
LJZIOST,O,X,X,X,O,X,X,X
LJZSTIO,O,X,O,O,O,X,O,X
LJZSTOI,O,X,O,O,O,X,O,X
LJZSITO,O,X,X,X,O,X,O,X
LJZSIOT,O,X,X,X,O,X,X,X
LJZSOTI,O,X,O,O,O,X,O,X
LJZSOIT,O,X,X,X,O,X,X,X
LJZOTIS,X,O,O,O,O,X,X,X
LJZOTSI,X,O,O,O,O,X,O,X
LJZOITS,X,O,X,O,O,X,X,X
LJZOIST,O,X,X,X,O,X,X,X
LJZOSTI,O,X,O,O,O,X,O,X
LJZOSIT,O,X,X,X,O,X,X,X
LJOTISZ,X,O,O,X,O,X,X,X
LJOTIZS,X,O,O,X,X,X,X,X
LJOTSIZ,X,O,O,X,O,X,X,X
LJOTSZI,X,O,O,O,O,X,X,X
LJOTZIS,X,O,O,O,O,X,X,X
LJOTZSI,X,O,O,O,O,X,X,X
LJOITSZ,X,O,O,X,O,O,X,X
LJOITZS,X,O,O,X,X,O,X,X
LJOISTZ,X,X,O,X,O,X,X,X
LJOISZT,O,X,X,X,X,X,X,X
LJOIZTS,X,O,X,O,O,O,X,X
LJOIZST,O,X,X,X,O,X,X,X
LJOSTIZ,X,X,O,X,O,X,X,X
LJOSTZI,O,X,O,O,O,X,X,X
LJOSITZ,X,X,O,X,O,X,X,X
LJOSIZT,O,X,X,X,X,X,X,X
LJOSZTI,O,X,O,O,O,X,X,X
LJOSZIT,O,X,X,X,O,X,X,X
LJOZTIS,X,O,O,O,O,X,X,X
LJOZTSI,X,O,O,O,O,X,X,X
LJOZITS,X,O,X,O,O,X,X,X
LJOZIST,O,X,X,X,O,X,X,X
LJOZSTI,O,X,O,O,O,X,X,X
LJOZSIT,O,X,X,X,O,X,X,X
LSTIJZO,X,X,O,X,O,X,O,X
LSTIJOZ,X,X,O,X,O,X,X,X
LSTIZJO,O,X,O,X,O,X,O,O
LSTIZOJ,O,X,O,X,O,X,O,O
LSTIOJZ,X,X,O,X,O,X,X,X
LSTIOZJ,O,X,O,X,O,X,X,O
LSTJIZO,X,X,O,X,O,X,O,X
LSTJIOZ,X,X,O,X,O,X,X,X
LSTJZIO,O,X,O,O,O,X,O,O
LSTJZOI,O,X,O,O,O,X,O,O
LSTJOIZ,X,X,O,X,O,X,X,X
LSTJOZI,O,X,O,O,O,X,X,O
LSTZIJO,O,X,O,X,O,X,O,O
LSTZIOJ,O,X,O,X,O,X,O,O
LSTZJIO,O,X,O,X,O,X,O,O
LSTZJOI,O,X,O,X,O,X,O,O
LSTZOIJ,O,X,O,X,O,X,O,O
LSTZOJI,O,X,O,X,O,X,O,O
LSTOIJZ,X,X,O,X,O,X,X,X
LSTOIZJ,O,X,O,X,O,X,X,O
LSTOJIZ,X,X,O,X,O,X,X,X
LSTOJZI,O,X,O,O,O,X,X,O
LSTOZIJ,O,X,O,X,O,X,X,O
LSTOZJI,O,X,O,X,O,X,X,O
LSITJZO,X,X,O,X,O,X,O,X
LSITJOZ,X,X,O,X,O,X,X,X
LSITZJO,O,X,O,X,O,X,O,O
LSITZOJ,O,X,O,X,O,X,O,O
LSITOJZ,X,X,O,X,O,X,X,X
LSITOZJ,O,X,O,X,O,X,X,O
LSIJTZO,X,X,O,X,O,X,O,X
LSIJTOZ,X,X,O,X,O,X,X,X
LSIJZTO,O,X,X,X,X,X,O,X
LSIJZOT,O,X,X,X,X,X,X,X
LSIJOTZ,X,X,O,X,O,X,X,X
LSIJOZT,O,X,X,X,X,X,X,X
LSIZTJO,O,X,X,X,X,X,O,X
LSIZTOJ,O,X,X,X,X,X,O,X
LSIZJTO,O,X,X,X,X,X,O,X
LSIZJOT,O,X,X,X,X,X,X,X
LSIZOTJ,O,X,X,X,X,X,X,X
LSIZOJT,O,X,X,X,X,X,X,X
LSIOTJZ,X,X,O,X,O,X,X,X
LSIOTZJ,O,X,O,X,O,X,X,O
LSIOJTZ,X,X,O,X,O,X,X,X
LSIOJZT,O,X,X,X,X,X,X,X
LSIOZTJ,O,X,X,X,X,X,X,X
LSIOZJT,O,X,X,X,X,X,X,X
LSJTIZO,X,X,O,X,O,X,O,X
LSJTIOZ,X,X,O,X,O,X,X,X
LSJTZIO,O,X,O,O,O,X,O,O
LSJTZOI,O,X,O,O,O,X,O,O
LSJTOIZ,X,X,O,X,O,X,X,X
LSJTOZI,O,X,O,O,O,X,X,O
LSJITZO,X,X,O,X,O,X,O,X
LSJITOZ,X,X,O,X,O,X,X,X
LSJIZTO,O,X,X,X,X,X,O,X
LSJIZOT,O,X,X,X,X,X,X,X
LSJIOTZ,X,X,O,X,O,X,X,X
LSJIOZT,O,X,X,X,X,X,X,X
LSJZTIO,O,X,O,O,O,X,O,X
LSJZTOI,O,X,O,O,O,X,O,X
LSJZITO,O,X,X,X,O,X,O,X
LSJZIOT,O,X,X,X,O,X,X,X
LSJZOTI,O,X,O,O,O,X,O,X
LSJZOIT,O,X,X,X,O,X,X,X
LSJOTIZ,X,X,O,X,O,X,X,X
LSJOTZI,O,X,O,O,O,X,X,O
LSJOITZ,X,X,O,X,O,X,X,X
LSJOIZT,O,X,X,X,X,X,X,X
LSJOZTI,O,X,O,O,O,X,X,X
LSJOZIT,O,X,X,X,O,X,X,X
LSZTIJO,O,X,O,X,O,X,O,O
LSZTIOJ,O,X,O,X,O,X,O,O
LSZTJIO,O,X,O,X,O,X,O,O
LSZTJOI,O,X,O,X,O,X,O,O
LSZTOIJ,O,X,O,X,O,X,O,O
LSZTOJI,O,X,O,X,O,X,O,O
LSZITJO,O,X,X,X,O,X,O,O
LSZITOJ,O,X,X,X,O,X,O,O
LSZIJTO,O,X,X,X,O,X,O,X
LSZIJOT,O,X,X,X,O,X,X,X
LSZIOTJ,O,X,X,X,O,X,X,O
LSZIOJT,O,X,X,X,O,X,X,X
LSZJTIO,O,X,O,X,O,X,O,X
LSZJTOI,O,X,O,X,O,X,O,X
LSZJITO,O,X,X,X,O,X,O,X
LSZJIOT,O,X,X,X,O,X,X,X
LSZJOTI,O,X,O,X,O,X,O,X
LSZJOIT,O,X,X,X,O,X,X,X
LSZOTIJ,O,X,O,X,O,X,O,O
LSZOTJI,O,X,O,X,O,X,O,O
LSZOITJ,O,X,X,X,O,X,X,O
LSZOIJT,O,X,X,X,O,X,X,X
LSZOJTI,O,X,O,X,O,X,O,X
LSZOJIT,O,X,X,X,O,X,X,X
LSOTIJZ,X,X,O,X,O,X,X,X
LSOTIZJ,O,X,O,X,O,X,X,O
LSOTJIZ,X,X,O,X,O,X,X,X
LSOTJZI,O,X,O,O,O,X,X,O
LSOTZIJ,O,X,O,X,O,X,X,O
LSOTZJI,O,X,O,X,O,X,X,O
LSOITJZ,X,X,O,X,O,X,X,X
LSOITZJ,O,X,O,X,O,X,X,O
LSOIJTZ,X,X,O,X,O,X,X,X
LSOIJZT,O,X,X,X,X,X,X,X
LSOIZTJ,O,X,X,X,X,X,X,X
LSOIZJT,O,X,X,X,X,X,X,X
LSOJTIZ,X,X,O,X,O,X,X,X
LSOJTZI,O,X,O,O,O,X,X,O
LSOJITZ,X,X,O,X,O,X,X,X
LSOJIZT,O,X,X,X,X,X,X,X
LSOJZTI,O,X,O,O,O,X,X,X
LSOJZIT,O,X,X,X,O,X,X,X
LSOZTIJ,O,X,O,X,O,X,X,O
LSOZTJI,O,X,O,X,O,X,X,O
LSOZITJ,O,X,X,X,O,X,X,O
LSOZIJT,O,X,X,X,O,X,X,X
LSOZJTI,O,X,O,X,O,X,X,X
LSOZJIT,O,X,X,X,O,X,X,X
LZTIJSO,X,X,O,X,O,X,O,X
LZTIJOS,X,X,O,X,O,X,X,X
LZTISJO,O,X,O,X,O,X,O,O
LZTISOJ,O,X,O,X,O,X,O,O
LZTIOJS,X,X,O,X,O,X,X,X
LZTIOSJ,O,X,O,X,O,X,X,O
LZTJISO,X,O,O,X,O,X,O,X
LZTJIOS,X,O,O,X,O,X,X,X
LZTJSIO,X,O,O,X,O,X,O,X
LZTJSOI,X,O,O,X,O,X,O,X
LZTJOIS,X,O,O,X,O,X,X,X
LZTJOSI,X,O,O,X,O,X,O,X
LZTSIJO,O,O,O,X,O,X,O,O
LZTSIOJ,O,O,O,X,O,X,O,O
LZTSJIO,O,O,O,X,O,X,O,O
LZTSJOI,O,O,O,X,O,X,O,O
LZTSOIJ,O,O,O,X,O,X,O,O
LZTSOJI,O,O,O,X,O,X,O,O
LZTOIJS,X,O,O,X,O,X,X,X
LZTOISJ,O,O,O,X,O,X,X,O
LZTOJIS,X,O,O,X,O,X,X,X
LZTOJSI,X,O,O,X,O,X,O,X
LZTOSIJ,O,O,O,X,O,X,O,O
LZTOSJI,O,O,O,X,O,X,O,O
LZITJSO,X,X,X,X,O,X,O,X
LZITJOS,X,X,X,X,O,X,X,X
LZITSJO,O,X,X,X,O,X,O,O
LZITSOJ,O,X,X,X,O,X,O,O
LZITOJS,X,X,X,X,O,X,X,X
LZITOSJ,O,X,X,X,O,X,X,O
LZIJTSO,X,X,X,X,O,X,O,X
LZIJTOS,X,X,X,X,O,X,X,X
LZIJSTO,O,X,X,X,O,X,O,X
LZIJSOT,O,X,X,X,O,X,X,X
LZIJOTS,X,X,X,X,O,X,X,X
LZIJOST,O,X,X,X,O,X,X,X
LZISTJO,O,X,X,X,O,X,O,O
LZISTOJ,O,X,X,X,O,X,O,O
LZISJTO,O,X,X,X,O,X,O,X
LZISJOT,O,X,X,X,O,X,X,X
LZISOTJ,O,X,X,X,O,X,X,O
LZISOJT,O,X,X,X,O,X,X,X
LZIOTJS,X,X,X,X,O,X,X,X
LZIOTSJ,O,X,X,X,O,X,X,O
LZIOJTS,X,X,X,X,O,X,X,X
LZIOJST,O,X,X,X,O,X,X,X
LZIOSTJ,O,X,X,X,O,X,X,O
LZIOSJT,O,X,X,X,O,X,X,X
LZJTISO,X,O,O,X,O,X,O,X
LZJTIOS,X,O,O,X,O,X,X,X
LZJTSIO,X,O,O,X,O,X,O,X
LZJTSOI,X,O,O,X,O,X,O,X
LZJTOIS,X,O,O,X,O,X,X,X
LZJTOSI,X,O,O,X,O,X,O,X
LZJITSO,X,O,X,X,O,X,O,X
LZJITOS,X,O,X,X,O,X,X,X
LZJISTO,O,X,X,X,O,X,O,X
LZJISOT,O,X,X,X,O,X,X,X
LZJIOTS,X,O,X,X,O,X,X,X
LZJIOST,O,X,X,X,O,X,X,X
LZJSTIO,O,X,O,X,O,X,O,X
LZJSTOI,O,X,O,X,O,X,O,X
LZJSITO,O,X,X,X,O,X,O,X
LZJSIOT,O,X,X,X,O,X,X,X
LZJSOTI,O,X,O,X,O,X,O,X
LZJSOIT,O,X,X,X,O,X,X,X
LZJOTIS,X,O,O,X,O,X,X,X
LZJOTSI,X,O,O,X,O,X,O,X
LZJOITS,X,O,X,X,O,X,X,X
LZJOIST,O,X,X,X,O,X,X,X
LZJOSTI,O,X,O,X,O,X,O,X
LZJOSIT,O,X,X,X,O,X,X,X
LZSTIJO,O,X,O,X,O,X,O,X
LZSTIOJ,O,X,O,X,O,X,O,X
LZSTJIO,O,X,O,X,O,X,O,X
LZSTJOI,O,X,O,X,O,X,O,X
LZSTOIJ,O,X,O,X,O,X,O,X
LZSTOJI,O,X,O,X,O,X,O,X
LZSITJO,O,X,X,X,O,X,O,O
LZSITOJ,O,X,X,X,O,X,O,O
LZSIJTO,O,X,X,X,O,X,O,X
LZSIJOT,O,X,X,X,O,X,X,X
LZSIOTJ,O,X,X,X,O,X,X,O
LZSIOJT,O,X,X,X,O,X,X,X
LZSJTIO,O,X,O,X,O,X,O,X
LZSJTOI,O,X,O,X,O,X,O,X
LZSJITO,O,X,X,X,O,X,O,X
LZSJIOT,O,X,X,X,O,X,X,X
LZSJOTI,O,X,O,X,O,X,O,X
LZSJOIT,O,X,X,X,O,X,X,X
LZSOTIJ,O,X,O,X,O,X,O,X
LZSOTJI,O,X,O,X,O,X,O,X
LZSOITJ,O,X,X,X,O,X,X,O
LZSOIJT,O,X,X,X,O,X,X,X
LZSOJTI,O,X,O,X,O,X,O,X
LZSOJIT,O,X,X,X,O,X,X,X
LZOTIJS,X,O,O,X,O,X,X,X
LZOTISJ,O,O,O,X,O,X,X,O
LZOTJIS,X,O,O,X,O,X,X,X
LZOTJSI,X,O,O,X,O,X,O,X
LZOTSIJ,O,O,O,X,O,X,O,O
LZOTSJI,O,O,O,X,O,X,O,O
LZOITJS,X,O,X,X,O,X,X,X
LZOITSJ,O,O,X,X,O,X,X,O
LZOIJTS,X,O,X,X,O,X,X,X
LZOIJST,O,X,X,X,O,X,X,X
LZOISTJ,O,X,X,X,O,X,X,O
LZOISJT,O,X,X,X,O,X,X,X
LZOJTIS,X,O,O,X,O,X,X,X
LZOJTSI,X,O,O,X,O,X,O,X
LZOJITS,X,O,X,X,O,X,X,X
LZOJIST,O,X,X,X,O,X,X,X
LZOJSTI,O,X,O,X,O,X,O,X
LZOJSIT,O,X,X,X,O,X,X,X
LZOSTIJ,O,X,O,X,O,X,O,X
LZOSTJI,O,X,O,X,O,X,O,X
LZOSITJ,O,X,X,X,O,X,X,O
LZOSIJT,O,X,X,X,O,X,X,X
LZOSJTI,O,X,O,X,O,X,O,X
LZOSJIT,O,X,X,X,O,X,X,X
LOTIJSZ,X,O,O,X,O,X,X,X
LOTIJZS,X,O,O,X,X,X,X,X
LOTISJZ,X,O,O,X,O,X,X,X
LOTISZJ,O,O,O,X,O,X,X,X
LOTIZJS,X,O,O,X,O,X,X,X
LOTIZSJ,O,O,O,X,O,X,X,X
LOTJISZ,X,O,O,X,O,X,X,X
LOTJIZS,X,O,O,X,X,X,X,X
LOTJSIZ,X,O,O,X,O,X,X,X
LOTJSZI,X,O,O,O,O,X,X,X
LOTJZIS,X,O,O,O,O,X,X,X
LOTJZSI,X,O,O,O,O,X,X,X
LOTSIJZ,X,O,O,X,O,X,X,X
LOTSIZJ,O,O,O,X,O,X,X,O
LOTSJIZ,X,O,O,X,O,X,X,X
LOTSJZI,O,O,O,O,O,X,X,O
LOTSZIJ,O,O,O,X,O,X,X,O
LOTSZJI,O,O,O,X,O,X,X,O
LOTZIJS,X,O,O,X,O,X,X,X
LOTZISJ,O,O,O,X,O,X,X,O
LOTZJIS,X,O,O,X,O,X,X,X
LOTZJSI,X,O,O,X,O,X,X,X
LOTZSIJ,O,O,O,X,O,X,X,O
LOTZSJI,O,O,O,X,O,X,X,O
LOITJSZ,X,O,O,X,O,O,X,X
LOITJZS,X,O,O,X,X,O,X,X
LOITSJZ,X,O,O,X,O,O,X,X
LOITSZJ,O,O,O,X,O,X,X,X
LOITZJS,X,O,O,X,O,O,X,X
LOITZSJ,O,O,O,X,O,O,X,X
LOIJTSZ,X,O,O,X,O,O,X,X
LOIJTZS,X,O,O,X,X,O,X,X
LOIJSTZ,X,X,O,X,O,X,X,X
LOIJSZT,O,X,X,X,X,X,X,X
LOIJZTS,X,O,X,X,O,O,X,X
LOIJZST,O,X,X,X,O,X,X,X
LOISTJZ,X,X,O,X,O,X,X,X
LOISTZJ,O,X,O,X,O,X,X,X
LOISJTZ,X,X,O,X,O,X,X,X
LOISJZT,O,X,X,X,X,X,X,X
LOISZTJ,O,X,X,X,X,X,X,X
LOISZJT,O,X,X,X,X,X,X,X
LOIZTJS,X,O,X,X,O,O,X,X
LOIZTSJ,O,O,X,X,O,O,X,X
LOIZJTS,X,O,X,X,O,O,X,X
LOIZJST,O,X,X,X,O,X,X,X
LOIZSTJ,O,X,X,X,O,X,X,X
LOIZSJT,O,X,X,X,O,X,X,X
LOJTISZ,X,O,O,X,O,X,X,X
LOJTIZS,X,O,O,X,X,X,X,X
LOJTSIZ,X,O,O,X,O,X,X,X
LOJTSZI,X,O,O,O,O,X,X,X
LOJTZIS,X,O,O,O,O,X,X,X
LOJTZSI,X,O,O,O,O,X,X,X
LOJITSZ,X,O,O,X,O,O,X,X
LOJITZS,X,O,O,X,X,O,X,X
LOJISTZ,X,X,O,X,O,X,X,X
LOJISZT,O,X,X,X,X,X,X,X
LOJIZTS,X,O,X,O,O,O,X,X
LOJIZST,O,X,X,X,O,X,X,X
LOJSTIZ,X,X,O,X,O,X,X,X
LOJSTZI,O,X,O,O,O,X,X,X
LOJSITZ,X,X,O,X,O,X,X,X
LOJSIZT,O,X,X,X,X,X,X,X
LOJSZTI,O,X,O,O,O,X,X,X
LOJSZIT,O,X,X,X,O,X,X,X
LOJZTIS,X,O,O,O,O,X,X,X
LOJZTSI,X,O,O,O,O,X,X,X
LOJZITS,X,O,X,O,O,X,X,X
LOJZIST,O,X,X,X,O,X,X,X
LOJZSTI,O,X,O,O,O,X,X,X
LOJZSIT,O,X,X,X,O,X,X,X
LOSTIJZ,X,X,O,X,O,X,X,X
LOSTIZJ,O,X,O,X,O,X,X,O
LOSTJIZ,X,X,O,X,O,X,X,X
LOSTJZI,O,X,O,O,O,X,X,O
LOSTZIJ,O,X,O,X,O,X,X,O
LOSTZJI,O,X,O,X,O,X,X,O
LOSITJZ,X,X,O,X,O,X,X,X
LOSITZJ,O,X,O,X,O,X,X,O
LOSIJTZ,X,X,O,X,O,X,X,X
LOSIJZT,O,X,X,X,X,X,X,X
LOSIZTJ,O,X,X,X,X,X,X,X
LOSIZJT,O,X,X,X,X,X,X,X
LOSJTIZ,X,X,O,X,O,X,X,X
LOSJTZI,O,X,O,O,O,X,X,O
LOSJITZ,X,X,O,X,O,X,X,X
LOSJIZT,O,X,X,X,X,X,X,X
LOSJZTI,O,X,O,O,O,X,X,X
LOSJZIT,O,X,X,X,O,X,X,X
LOSZTIJ,O,X,O,X,O,X,X,O
LOSZTJI,O,X,O,X,O,X,X,O
LOSZITJ,O,X,X,X,O,X,X,O
LOSZIJT,O,X,X,X,O,X,X,X
LOSZJTI,O,X,O,X,O,X,X,X
LOSZJIT,O,X,X,X,O,X,X,X
LOZTIJS,X,O,O,X,O,X,X,X
LOZTISJ,O,O,O,X,O,X,X,O
LOZTJIS,X,O,O,X,O,X,X,X
LOZTJSI,X,O,O,X,O,X,X,X
LOZTSIJ,O,O,O,X,O,X,X,O
LOZTSJI,O,O,O,X,O,X,X,O
LOZITJS,X,O,X,X,O,X,X,X
LOZITSJ,O,O,X,X,O,X,X,O
LOZIJTS,X,O,X,X,O,X,X,X
LOZIJST,O,X,X,X,O,X,X,X
LOZISTJ,O,X,X,X,O,X,X,O
LOZISJT,O,X,X,X,O,X,X,X
LOZJTIS,X,O,O,X,O,X,X,X
LOZJTSI,X,O,O,X,O,X,X,X
LOZJITS,X,O,X,X,O,X,X,X
LOZJIST,O,X,X,X,O,X,X,X
LOZJSTI,O,X,O,X,O,X,X,X
LOZJSIT,O,X,X,X,O,X,X,X
LOZSTIJ,O,X,O,X,O,X,X,X
LOZSTJI,O,X,O,X,O,X,X,X
LOZSITJ,O,X,X,X,O,X,X,O
LOZSIJT,O,X,X,X,O,X,X,X
LOZSJTI,O,X,O,X,O,X,X,X
LOZSJIT,O,X,X,X,O,X,X,X
JTILSZO,X,O,X,X,X,X,X,X
JTILSOZ,X,O,X,X,X,O,X,X
JTILZSO,X,O,X,X,X,O,X,X
JTILZOS,X,O,X,X,X,O,X,X
JTILOSZ,X,O,X,X,X,O,X,X
JTILOZS,X,O,X,X,X,O,X,X
JTISLZO,X,O,X,X,X,X,O,X
JTISLOZ,X,O,X,X,X,O,X,X
JTISZLO,X,O,X,O,X,O,O,X
JTISZOL,X,O,X,O,X,O,O,X
JTISOLZ,X,O,X,X,X,O,X,X
JTISOZL,X,O,X,O,X,O,O,X
JTIZLSO,X,O,X,O,X,O,X,X
JTIZLOS,X,O,X,O,X,O,X,X
JTIZSLO,X,O,X,O,X,O,O,X
JTIZSOL,X,O,X,O,X,O,O,X
JTIZOLS,X,O,X,O,X,O,X,X
JTIZOSL,X,O,X,O,X,O,X,X
JTIOLSZ,X,O,X,X,X,O,X,X
JTIOLZS,X,O,X,X,X,O,X,X
JTIOSLZ,X,O,X,X,X,O,X,X
JTIOSZL,X,O,X,O,X,O,X,X
JTIOZLS,X,O,X,O,X,O,X,X
JTIOZSL,X,O,X,O,X,O,X,X
JTLISZO,X,O,O,X,O,X,X,X
JTLISOZ,X,O,O,X,O,X,X,X
JTLIZSO,X,O,O,X,X,X,X,X
JTLIZOS,X,O,O,X,X,X,X,X
JTLIOSZ,X,O,O,X,O,X,X,X
JTLIOZS,X,O,O,X,X,X,X,X
JTLSIZO,X,O,O,X,O,X,X,X
JTLSIOZ,X,O,O,X,O,X,X,X
JTLSZIO,X,O,O,O,O,X,X,X
JTLSZOI,X,O,O,O,O,X,X,X
JTLSOIZ,X,O,O,X,O,X,X,X
JTLSOZI,X,O,O,O,O,X,X,X
JTLZISO,X,O,O,O,O,X,X,X
JTLZIOS,X,O,O,O,O,X,X,X
JTLZSIO,X,O,O,O,O,X,X,X
JTLZSOI,X,O,O,O,O,X,X,X
JTLZOIS,X,O,O,O,O,X,X,X
JTLZOSI,X,O,O,O,O,X,X,X
JTLOISZ,X,O,O,X,O,X,X,X
JTLOIZS,X,O,O,X,X,X,X,X
JTLOSIZ,X,O,O,X,O,X,X,X
JTLOSZI,X,O,O,O,O,X,X,X
JTLOZIS,X,O,O,O,O,X,X,X
JTLOZSI,X,O,O,O,O,X,X,X
JTSILZO,X,O,X,X,X,X,O,X
JTSILOZ,X,O,X,X,X,X,X,X
JTSIZLO,X,O,X,O,X,X,O,X
JTSIZOL,X,O,X,O,X,X,O,X
JTSIOLZ,X,O,X,X,X,X,X,X
JTSIOZL,X,O,X,O,X,X,O,X
JTSLIZO,X,O,O,X,X,X,O,X
JTSLIOZ,X,O,O,X,X,X,X,X
JTSLZIO,X,O,O,O,X,X,O,O
JTSLZOI,X,O,O,O,X,X,O,O
JTSLOIZ,X,O,O,X,X,X,X,X
JTSLOZI,X,O,O,O,X,X,X,O
JTSZILO,X,O,X,O,X,X,O,O
JTSZIOL,X,O,O,O,X,X,O,O
JTSZLIO,X,O,O,O,X,X,O,O
JTSZLOI,X,O,O,O,X,X,O,O
JTSZOIL,X,O,O,O,X,X,O,O
JTSZOLI,X,O,O,O,X,X,O,O
JTSOILZ,X,O,X,X,X,X,X,X
JTSOIZL,X,O,X,O,X,X,O,X
JTSOLIZ,X,O,O,X,X,X,X,X
JTSOLZI,X,O,O,O,X,X,X,O
JTSOZIL,X,O,O,O,X,X,O,O
JTSOZLI,X,O,O,O,X,X,O,O
JTZILSO,X,O,X,O,X,X,O,X
