sequence,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je07IvhFmcB5iBTeBf?nBilBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhFRdBSjBclB3?hBTnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jem7IvhF5iBTeBclBa?nB3hBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFTeBclBihB+?nBXiBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JeR9IvhFSjB/nBTlB0?mBFmBmqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8JefCJvhF6iBTeBclBZ?mBWxBlqB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Jex7IvhFGeBclBThB3?iBKnBFrB,v115@zgB8HeC8GeB8FeD8FeF8AeE8Je08IvhFxdB3gBCjBO?rBVxBTqB
JTSOLIZ,O,X,X,X,X,O,X,O
JTSOLZI,O,X,X,O,X,O,O,O
JTSOZIL,O,X,X,O,X,O,O,X
JTSOZLI,O,X,X,O,X,O,O,O
JTZILSO,O,O,O,O,X,X,X,O
JTZILOS,O,O,O,O,X,X,X,O
JTZISLO,O,O,O,O,X,O,X,O
JTZISOL,O,O,O,O,X,O,O,X
JTZIOLS,O,O,O,O,X,X,X,X
JTZIOSL,O,X,O,O,X,O,X,X
JTZLISO,O,O,O,O,X,X,X,O
JTZLIOS,O,O,O,O,X,X,X,O
JTZLSIO,O,O,O,O,X,X,X,O
JTZLSOI,O,O,O,O,X,X,O,O
JTZLOIS,O,O,O,O,X,X,X,O
JTZLOSI,O,O,O,O,X,X,X,O
JTZSILO,O,O,O,O,X,O,X,O
JTZSIOL,O,O,O,O,X,O,O,X
JTZSLIO,O,O,O,O,X,O,X,O
JTZSLOI,O,O,O,O,X,O,O,O
JTZSOIL,O,O,O,O,X,O,O,X
JTZSOLI,O,O,O,O,X,O,O,O
JTZOILS,O,O,O,O,X,X,X,X
JTZOISL,O,X,O,O,X,O,X,X
JTZOLIS,O,O,O,O,X,X,X,O
JTZOLSI,O,O,O,O,X,X,X,O
JTZOSIL,O,O,O,O,X,O,O,X
JTZOSLI,O,O,O,O,X,O,O,O
JTOILSZ,O,X,X,X,X,X,X,X
JTOILZS,O,X,O,O,X,X,X,X
JTOISLZ,O,X,X,X,X,O,X,X
JTOISZL,O,X,X,X,X,O,X,X
JTOIZLS,O,X,O,O,X,X,X,X
JTOIZSL,O,X,O,O,X,O,X,X
JTOLISZ,O,O,X,X,X,X,X,O
JTOLIZS,O,O,O,O,X,X,X,O
JTOLSIZ,O,O,X,X,X,X,X,O
JTOLSZI,O,O,X,O,X,X,X,O
JTOLZIS,O,O,O,O,X,X,X,O
JTOLZSI,O,O,O,O,X,X,X,O
JTOSILZ,O,O,X,X,X,O,X,X
JTOSIZL,O,O,X,X,X,O,O,X
JTOSLIZ,O,O,X,X,X,O,X,O
JTOSLZI,O,O,X,O,X,O,O,O
JTOSZIL,O,O,X,O,X,O,O,X
JTOSZLI,O,O,X,O,X,O,O,O
JTOZILS,O,O,O,O,X,X,X,X
JTOZISL,O,X,O,O,X,O,X,X
JTOZLIS,O,O,O,O,X,X,X,O
JTOZLSI,O,O,O,O,X,X,X,O
JTOZSIL,O,O,O,O,X,O,O,X
JTOZSLI,O,O,O,O,X,O,O,O
JITLSZO,O,X,X,X,X,X,X,O
JITLSOZ,O,X,X,X,X,X,X,O
JITLZSO,O,X,O,O,X,X,X,O
JITLZOS,O,X,O,O,X,X,X,O
JITLOSZ,O,X,X,X,X,X,X,O
JITLOZS,O,X,O,O,X,X,X,O
JITSLZO,O,X,X,X,X,O,X,O
JITSLOZ,O,X,X,X,X,O,X,O
JITSZLO,O,X,X,X,X,O,X,O
JITSZOL,O,X,X,X,X,O,O,X
JITSOLZ,O,X,X,X,X,O,X,X
JITSOZL,O,X,X,X,X,O,O,X
JITZLSO,O,X,O,O,X,X,X,O
JITZLOS,O,X,O,O,X,X,X,O
JITZSLO,O,X,O,O,X,O,X,O
JITZSOL,O,X,O,O,X,O,O,X
JITZOLS,O,X,O,O,X,X,X,X
JITZOSL,O,X,O,O,X,O,X,X
JITOLSZ,O,X,X,X,X,X,X,X
JITOLZS,O,X,O,O,X,X,X,X
JITOSLZ,O,X,X,X,X,O,X,X
JITOSZL,O,X,X,X,X,O,X,X
JITOZLS,O,X,O,O,X,X,X,X
JITOZSL,O,X,O,O,X,O,X,X
JILTSZO,O,X,X,X,X,X,X,X
JILTSOZ,O,X,X,X,X,X,X,X
JILTZSO,O,O,O,X,X,X,X,X
JILTZOS,O,O,O,X,X,X,X,X
JILTOSZ,O,X,X,X,X,X,X,X
JILTOZS,O,X,O,X,X,X,X,X
JILSTZO,O,X,X,X,X,O,X,X
JILSTOZ,O,X,X,X,X,O,X,X
JILSZTO,O,O,X,X,X,O,X,X
JILSZOT,O,O,X,X,X,O,X,X
JILSOTZ,O,X,X,X,X,O,X,X
JILSOZT,O,X,X,X,X,O,X,X
JILZTSO,O,O,O,X,X,X,X,X
JILZTOS,O,O,O,X,X,X,X,X
JILZSTO,O,O,X,X,X,O,X,X
JILZSOT,O,O,O,X,X,O,X,X
JILZOTS,O,O,O,X,X,X,X,X
JILZOST,O,O,O,X,X,O,X,X
JILOTSZ,O,X,X,X,X,X,X,X
JILOTZS,O,X,O,X,X,X,X,X
JILOSTZ,O,X,X,X,X,O,X,X
JILOSZT,O,X,X,X,X,O,X,X
JILOZTS,O,O,O,X,X,X,X,X
JILOZST,O,O,O,X,X,O,X,X
JISTLZO,O,X,X,X,X,O,X,O
JISTLOZ,O,X,X,X,X,O,X,O
JISTZLO,O,X,X,X,X,O,X,O
JISTZOL,O,X,X,X,X,O,O,X
JISTOLZ,O,X,X,X,X,O,X,X
JISTOZL,O,X,X,X,X,O,O,X
JISLTZO,O,X,X,X,X,O,X,X
JISLTOZ,O,X,X,X,X,O,X,X
JISLZTO,O,X,X,X,X,O,X,X
JISLZOT,O,X,X,X,X,O,X,X
JISLOTZ,O,X,X,X,X,O,X,X
JISLOZT,O,X,X,X,X,O,X,X
JISZTLO,X,X,O,X,X,O,X,X
JISZTOL,O,X,O,X,X,O,O,X
JISZLTO,O,X,X,X,X,O,X,X
JISZLOT,O,X,O,X,X,O,X,X
JISZOTL,O,X,O,X,X,O,X,X
JISZOLT,O,X,O,X,X,O,X,X
JISOTLZ,O,X,X,X,X,O,X,X
JISOTZL,O,X,X,X,X,O,X,X
JISOLTZ,O,X,X,X,X,O,X,X
JISOLZT,O,X,X,X,X,O,X,X
JISOZTL,O,X,O,X,X,O,X,X
JISOZLT,O,X,O,X,X,O,X,X
JIZTLSO,O,O,O,O,X,X,X,X
JIZTLOS,O,O,O,O,X,X,X,X
JIZTSLO,O,O,O,O,X,O,X,X
JIZTSOL,O,O,O,O,X,O,O,X
JIZTOLS,O,O,O,O,X,X,X,X
JIZTOSL,O,X,O,O,X,O,X,X
JIZLTSO,O,O,O,X,X,X,X,X
JIZLTOS,O,O,O,X,X,X,X,X
JIZLSTO,O,O,X,X,X,O,X,X
JIZLSOT,O,O,O,X,X,O,X,X
JIZLOTS,O,O,O,X,X,X,X,X
JIZLOST,O,O,O,X,X,O,X,X
JIZSTLO,X,X,O,X,X,O,X,X
JIZSTOL,O,X,O,X,X,O,O,X
JIZSLTO,X,X,X,X,X,O,X,X
JIZSLOT,O,X,O,X,X,O,X,X
JIZSOTL,O,X,O,X,X,O,X,X
JIZSOLT,O,X,O,X,X,O,X,X
JIZOTLS,O,X,O,O,X,X,X,X
JIZOTSL,O,X,O,O,X,O,X,X
JIZOLTS,O,O,O,X,X,X,X,X
JIZOLST,O,O,O,X,X,O,X,X
JIZOSTL,O,X,O,X,X,O,X,X
JIZOSLT,O,X,O,X,X,O,X,X
JIOTLSZ,O,X,X,X,X,X,X,X
JIOTLZS,O,X,O,O,X,X,X,X
JIOTSLZ,O,X,X,X,X,O,X,X
JIOTSZL,O,X,X,X,X,O,X,X
JIOTZLS,O,X,O,O,X,X,X,X
JIOTZSL,O,X,O,O,X,O,X,X
JIOLTSZ,O,X,X,X,X,X,X,X
JIOLTZS,O,X,O,X,X,X,X,X
JIOLSTZ,O,X,X,X,X,O,X,X
JIOLSZT,O,X,X,X,X,O,X,X
JIOLZTS,O,X,O,X,X,X,X,X
JIOLZST,O,X,O,X,X,O,X,X
JIOSTLZ,O,X,X,X,X,O,X,X
JIOSTZL,O,X,X,X,X,O,X,X
JIOSLTZ,O,X,X,X,X,O,X,X
JIOSLZT,O,X,X,X,X,O,X,X
JIOSZTL,O,X,O,X,X,O,X,X
JIOSZLT,O,X,O,X,X,O,X,X
JIOZTLS,O,X,O,O,X,X,X,X
JIOZTSL,O,X,O,O,X,O,X,X
JIOZLTS,O,X,O,X,X,X,X,X
JIOZLST,O,X,O,X,X,O,X,X
JIOZSTL,O,X,O,X,X,O,X,X
JIOZSLT,O,X,O,X,X,O,X,X
JLTISZO,X,O,X,X,X,X,X,O
JLTISOZ,X,X,X,X,X,X,X,O
JLTIZSO,X,O,O,O,X,X,X,O
JLTIZOS,X,O,O,O,X,X,X,O
JLTIOSZ,X,X,X,X,X,X,X,O
JLTIOZS,X,X,O,O,X,X,X,O
JLTSIZO,X,O,X,X,X,X,X,O
JLTSIOZ,X,X,X,X,X,X,X,O
JLTSZIO,X,O,X,O,X,X,X,O
JLTSZOI,X,O,X,O,X,X,O,O
JLTSOIZ,X,X,X,X,X,X,X,O
JLTSOZI,X,X,X,O,X,X,O,O
JLTZISO,X,O,O,O,X,X,X,O
JLTZIOS,X,O,O,O,X,X,X,O
JLTZSIO,X,O,O,O,X,X,X,O
JLTZSOI,X,O,O,O,X,X,O,O
JLTZOIS,X,O,O,O,X,X,X,O
JLTZOSI,X,O,O,O,X,X,X,O
JLTOISZ,X,X,X,X,X,X,X,O
JLTOIZS,X,X,O,O,X,X,X,O
JLTOSIZ,X,X,X,X,X,X,X,O
JLTOSZI,X,X,X,O,X,X,X,O
JLTOZIS,X,X,O,O,X,X,X,O
JLTOZSI,X,X,O,O,X,X,X,O
JLITSZO,O,O,X,X,X,X,X,O
JLITSOZ,O,X,X,X,X,X,X,O
JLITZSO,O,O,O,X,X,X,X,O
JLITZOS,O,O,O,X,X,X,X,O
JLITOSZ,O,X,X,X,X,X,X,O
JLITOZS,O,X,O,X,X,X,X,O
JLISTZO,O,X,X,X,X,O,X,X
JLISTOZ,O,X,X,X,X,O,X,X
JLISZTO,O,O,X,X,X,O,X,X
JLISZOT,O,O,X,X,X,O,X,X
JLISOTZ,O,X,X,X,X,O,X,X
JLISOZT,O,X,X,X,O,O,X,X
JLIZTSO,O,O,O,X,X,X,X,X
JLIZTOS,O,O,O,X,X,X,X,X
JLIZSTO,O,O,X,X,X,O,X,X
JLIZSOT,O,O,O,X,X,O,X,X
JLIZOTS,O,O,O,X,X,X,X,X
JLIZOST,O,O,O,X,X,O,X,X
JLIOTSZ,O,O,X,X,X,X,X,X
JLIOTZS,O,O,O,X,X,X,X,X
JLIOSTZ,O,X,X,X,X,O,X,X
JLIOSZT,O,O,X,X,O,O,X,X
JLIOZTS,O,O,O,X,X,X,X,X
JLIOZST,O,O,O,X,X,O,X,X
JLSTIZO,O,X,X,X,X,O,X,O
JLSTIOZ,O,X,X,X,X,O,X,O
JLSTZIO,O,X,X,X,X,O,X,O
JLSTZOI,O,X,X,X,X,O,O,O
JLSTOIZ,O,X,X,X,X,O,X,O
JLSTOZI,O,X,X,X,X,O,O,O
JLSITZO,O,X,X,X,X,O,X,X
JLSITOZ,O,X,X,X,X,O,X,X
JLSIZTO,O,O,X,X,X,O,X,X
JLSIZOT,O,O,X,X,X,O,X,X
JLSIOTZ,O,X,X,X,X,O,X,X
JLSIOZT,O,X,X,X,O,O,X,X
JLSZTIO,O,O,X,X,X,O,X,X
JLSZTOI,O,O,X,X,X,O,O,X
JLSZITO,O,O,X,X,X,O,X,X
JLSZIOT,O,O,X,X,X,O,X,X
JLSZOTI,O,X,X,X,X,O,X,X
JLSZOIT,O,O,X,X,X,O,X,X
JLSOTIZ,O,X,X,X,X,O,X,X
JLSOTZI,O,X,X,X,X,O,X,X
JLSOITZ,O,X,X,X,X,O,X,X
JLSOIZT,O,X,X,X,O,O,X,X
JLSOZTI,O,X,X,X,O,O,X,X
JLSOZIT,O,X,X,X,O,O,X,X
JLZTISO,X,O,O,O,X,X,X,X
JLZTIOS,X,O,O,O,X,X,X,X
JLZTSIO,X,O,O,O,X,X,X,X
JLZTSOI,X,O,O,O,X,X,O,X
JLZTOIS,X,O,O,O,X,X,X,X
JLZTOSI,X,O,O,O,X,X,X,X
JLZITSO,O,O,O,X,X,X,X,X
JLZITOS,O,O,O,X,X,X,X,X
JLZISTO,O,O,X,X,X,O,X,X
JLZISOT,O,O,O,X,X,O,X,X
JLZIOTS,O,O,O,X,X,X,X,X
JLZIOST,O,O,O,X,X,O,X,X
JLZSTIO,O,O,X,X,X,O,X,X
JLZSTOI,O,O,X,X,X,O,O,X
JLZSITO,O,O,X,X,X,O,X,X
JLZSIOT,O,O,O,X,X,O,X,X
JLZSOTI,O,X,X,X,X,O,X,X
JLZSOIT,O,O,O,X,X,O,X,X
JLZOTIS,X,O,O,O,X,X,X,X
JLZOTSI,X,O,O,O,X,X,X,X
JLZOITS,O,O,O,X,X,X,X,X
JLZOIST,O,O,O,X,X,O,X,X
JLZOSTI,O,O,X,X,X,O,X,X
JLZOSIT,O,O,O,X,X,O,X,X
JLOTISZ,X,O,X,X,X,X,X,X
JLOTIZS,X,O,O,O,X,X,X,X
JLOTSIZ,X,O,X,X,X,X,X,X
JLOTSZI,X,O,X,O,X,X,X,X
JLOTZIS,X,O,O,O,X,X,X,X
JLOTZSI,X,O,O,O,X,X,X,X
JLOITSZ,O,O,X,X,X,X,X,X
JLOITZS,O,O,O,X,X,X,X,X
JLOISTZ,O,X,X,X,X,O,X,X
JLOISZT,O,O,X,X,O,O,X,X
JLOIZTS,O,O,O,X,X,X,X,X
JLOIZST,O,O,O,X,X,O,X,X
JLOSTIZ,O,X,X,X,X,O,X,X
JLOSTZI,O,X,X,X,X,O,X,X
JLOSITZ,O,X,X,X,X,O,X,X
JLOSIZT,O,O,X,X,O,O,X,X
JLOSZTI,O,O,X,X,O,O,X,X
JLOSZIT,O,O,X,X,O,O,X,X
JLOZTIS,X,O,O,O,X,X,X,X
JLOZTSI,X,O,O,O,X,X,X,X
JLOZITS,O,O,O,X,X,X,X,X
JLOZIST,O,O,O,X,X,O,X,X
JLOZSTI,O,O,X,X,X,O,X,X
JLOZSIT,O,O,O,X,X,O,X,X
JSTILZO,O,X,X,X,X,O,X,O
JSTILOZ,O,X,X,X,X,O,X,O
JSTIZLO,O,X,X,X,X,O,X,O
JSTIZOL,O,X,X,X,X,O,O,X
JSTIOLZ,O,X,X,X,X,O,X,X
JSTIOZL,O,X,X,X,X,O,O,X
JSTLIZO,O,X,X,X,X,O,X,O
JSTLIOZ,O,X,X,X,X,O,X,O
JSTLZIO,O,X,X,O,X,O,X,O
JSTLZOI,O,X,X,O,X,O,O,O
JSTLOIZ,O,X,X,X,X,O,X,O
JSTLOZI,O,X,X,O,X,O,O,O
JSTZILO,O,X,X,O,X,O,X,O
JSTZIOL,O,X,X,O,X,O,O,X
JSTZLIO,O,X,X,O,X,O,X,O
JSTZLOI,O,X,X,O,X,O,O,O
JSTZOIL,O,X,X,O,X,O,O,X
JSTZOLI,O,X,X,O,X,O,O,O
JSTOILZ,O,X,X,X,X,O,X,X
JSTOIZL,O,X,X,X,X,O,O,X
JSTOLIZ,O,X,X,X,X,O,X,O
JSTOLZI,O,X,X,O,X,O,O,O
JSTOZIL,O,X,X,O,X,O,O,X
JSTOZLI,O,X,X,O,X,O,O,O
JSITLZO,O,X,X,X,X,O,X,O
JSITLOZ,O,X,X,X,X,O,X,O
JSITZLO,O,X,X,X,X,O,X,O
JSITZOL,O,X,X,X,X,O,O,X
JSITOLZ,O,X,X,X,X,O,X,X
JSITOZL,O,X,X,X,X,O,O,X
JSILTZO,O,X,X,X,X,O,X,X
JSILTOZ,O,X,X,X,X,O,X,X
JSILZTO,O,X,X,X,X,O,X,X
JSILZOT,O,X,X,X,X,O,X,X
JSILOTZ,O,X,X,X,X,O,X,X
JSILOZT,O,X,X,X,O,O,X,X
JSIZTLO,X,X,O,X,X,O,X,X
JSIZTOL,O,X,O,X,X,O,O,X
JSIZLTO,O,X,X,X,X,O,X,X
JSIZLOT,O,X,O,X,X,O,X,X
JSIZOTL,O,X,O,X,X,O,X,X
JSIZOLT,O,X,O,X,X,O,X,X
JSIOTLZ,O,X,X,X,X,O,X,X
JSIOTZL,O,X,X,X,X,O,X,X
JSIOLTZ,O,X,X,X,X,O,X,X
JSIOLZT,O,X,X,X,O,O,X,X
JSIOZTL,O,X,O,X,O,O,X,X
JSIOZLT,O,X,O,X,O,O,X,X
JSLTIZO,O,X,X,X,X,O,X,O
JSLTIOZ,O,X,X,X,X,O,X,O
JSLTZIO,O,X,X,X,X,O,X,O
JSLTZOI,O,X,X,X,X,O,O,O
JSLTOIZ,O,X,X,X,X,O,X,O
JSLTOZI,O,X,X,X,X,O,O,O
JSLITZO,O,X,X,X,X,O,X,X
JSLITOZ,O,X,X,X,X,O,X,X
JSLIZTO,O,O,X,X,X,O,X,X
JSLIZOT,O,O,X,X,X,O,X,X
JSLIOTZ,O,X,X,X,X,O,X,X
JSLIOZT,O,X,X,X,O,O,X,X
JSLZTIO,O,O,X,X,X,O,X,X
JSLZTOI,O,O,X,X,X,O,O,X
JSLZITO,O,O,X,X,X,O,X,X
JSLZIOT,O,O,X,X,X,O,X,X
JSLZOTI,O,X,X,X,X,O,X,X
JSLZOIT,O,O,X,X,X,O,X,X
JSLOTIZ,O,X,X,X,X,O,X,X
JSLOTZI,O,X,X,X,X,O,X,X
JSLOITZ,O,X,X,X,X,O,X,X
JSLOIZT,O,X,X,X,O,O,X,X
JSLOZTI,O,X,X,X,O,O,X,X
JSLOZIT,O,X,X,X,O,O,X,X
JSZTILO,X,O,O,O,X,O,X,O
JSZTIOL,O,O,O,O,X,O,O,X
JSZTLIO,X,O,O,O,X,O,X,O
JSZTLOI,X,O,O,O,X,O,O,O
JSZTOIL,O,O,O,O,X,O,O,X
JSZTOLI,X,O,O,O,X,O,O,O
JSZITLO,X,X,O,X,X,O,X,X
JSZITOL,O,X,O,X,X,O,O,X
JSZILTO,O,X,X,X,X,O,X,X
JSZILOT,O,X,O,X,X,O,X,X
JSZIOTL,O,X,O,X,X,O,X,X
JSZIOLT,O,X,O,X,X,O,X,X
JSZLTIO,O,O,X,X,X,O,X,X
JSZLTOI,O,O,X,X,X,O,O,X
JSZLITO,O,O,X,X,X,O,X,X
JSZLIOT,O,O,O,X,X,O,X,X
JSZLOTI,O,X,X,X,X,O,X,X
JSZLOIT,O,O,O,X,X,O,X,X
JSZOTIL,O,X,O,O,X,O,O,X
JSZOTLI,X,X,O,O,X,O,O,X
JSZOITL,O,X,O,X,X,O,X,X
JSZOILT,O,X,O,X,X,O,X,X
JSZOLTI,O,X,X,X,X,O,X,X
JSZOLIT,O,O,O,X,X,O,X,X
JSOTILZ,O,X,X,X,X,O,X,X
JSOTIZL,O,X,X,X,X,O,O,X
JSOTLIZ,O,X,X,X,X,O,X,O
JSOTLZI,O,X,X,O,X,O,O,O
JSOTZIL,O,X,X,O,X,O,O,X
JSOTZLI,O,X,X,O,X,O,O,O
JSOITLZ,O,X,X,X,X,O,X,X
JSOITZL,O,X,X,X,X,O,X,X
JSOILTZ,O,X,X,X,X,O,X,X
JSOILZT,O,X,X,X,O,O,X,X
JSOIZTL,O,X,O,X,O,O,X,X
JSOIZLT,O,X,O,X,O,O,X,X
JSOLTIZ,O,X,X,X,X,O,X,X
JSOLTZI,O,X,X,X,X,O,X,X
JSOLITZ,O,X,X,X,X,O,X,X
JSOLIZT,O,X,X,X,O,O,X,X
JSOLZTI,O,X,X,X,O,O,X,X
JSOLZIT,O,X,X,X,O,O,X,X
JSOZTIL,O,X,O,O,O,O,O,X
JSOZTLI,X,X,O,O,O,O,O,X
JSOZITL,O,X,O,X,O,O,X,X
JSOZILT,O,X,O,X,O,O,X,X
JSOZLTI,O,X,X,X,O,O,X,X
JSOZLIT,O,X,O,X,O,O,X,X
JZTILSO,O,O,O,O,X,X,X,O
JZTILOS,O,O,O,O,X,X,X,O
JZTISLO,O,O,O,O,X,O,X,O
JZTISOL,O,O,O,O,X,O,O,X
JZTIOLS,O,O,O,O,X,X,X,X
JZTIOSL,O,X,O,O,X,O,X,X
JZTLISO,O,O,O,O,X,X,X,O
JZTLIOS,O,O,O,O,X,X,X,O
JZTLSIO,O,O,O,O,X,X,X,O
JZTLSOI,O,O,O,O,X,X,O,O
JZTLOIS,O,O,O,O,X,X,X,O
JZTLOSI,O,O,O,O,X,X,X,O
JZTSILO,O,O,O,O,X,O,X,O
JZTSIOL,O,O,O,O,X,O,O,X
JZTSLIO,O,O,O,O,X,O,X,O
JZTSLOI,O,O,O,O,X,O,O,O
JZTSOIL,O,O,O,O,X,O,O,X
JZTSOLI,O,O,O,O,X,O,O,O
JZTOILS,O,O,O,O,X,X,X,X
JZTOISL,O,X,O,O,X,O,X,X
JZTOLIS,O,O,O,O,X,X,X,O
JZTOLSI,O,O,O,O,X,X,X,O
JZTOSIL,O,O,O,O,X,O,O,X
JZTOSLI,O,O,O,O,X,O,O,O
JZITLSO,O,O,O,O,X,X,X,X
JZITLOS,O,O,O,O,X,X,X,X
JZITSLO,O,O,O,O,X,O,X,X
JZITSOL,O,O,O,O,X,O,O,X
JZITOLS,O,O,O,O,X,X,X,X
JZITOSL,O,X,O,O,X,O,X,X
JZILTSO,O,O,O,X,X,X,X,X
JZILTOS,O,O,O,X,X,X,X,X
JZILSTO,O,O,X,X,X,O,X,X
JZILSOT,O,O,O,X,X,O,X,X
JZILOTS,O,O,O,X,X,X,X,X
JZILOST,O,O,O,X,X,O,X,X
JZISTLO,X,X,O,X,X,O,X,X
JZISTOL,O,X,O,X,X,O,O,X
JZISLTO,X,X,X,X,X,O,X,X
JZISLOT,O,X,O,X,X,O,X,X
JZISOTL,O,X,O,X,X,O,X,X
JZISOLT,O,X,O,X,X,O,X,X
JZIOTLS,O,X,O,O,X,X,X,X
JZIOTSL,O,X,O,O,X,O,X,X
JZIOLTS,O,O,O,X,X,X,X,X
JZIOLST,O,O,O,X,X,O,X,X
JZIOSTL,O,X,O,X,X,O,X,X
JZIOSLT,O,X,O,X,X,O,X,X
JZLTISO,X,O,O,O,X,X,X,X
JZLTIOS,X,O,O,O,X,X,X,X
JZLTSIO,X,O,O,O,X,X,X,X
JZLTSOI,X,O,O,O,X,X,O,X
JZLTOIS,X,O,O,O,X,X,X,X
JZLTOSI,X,O,O,O,X,X,X,X
JZLITSO,O,O,O,X,X,X,X,X
JZLITOS,O,O,O,X,X,X,X,X
JZLISTO,O,O,X,X,X,O,X,X
JZLISOT,O,O,O,X,X,O,X,X
JZLIOTS,O,O,O,X,X,X,X,X
JZLIOST,O,O,O,X,X,O,X,X
JZLSTIO,O,O,X,X,X,O,X,X
JZLSTOI,O,O,X,X,X,O,O,X
JZLSITO,O,O,X,X,X,O,X,X
JZLSIOT,O,O,O,X,X,O,X,X
JZLSOTI,O,X,X,X,X,O,X,X
JZLSOIT,O,O,O,X,X,O,X,X
JZLOTIS,X,O,O,O,X,X,X,X
JZLOTSI,X,O,O,O,X,X,X,X
JZLOITS,O,O,O,X,X,X,X,X
JZLOIST,O,O,O,X,X,O,X,X
JZLOSTI,O,O,X,X,X,O,X,X
JZLOSIT,O,O,O,X,X,O,X,X
JZSTILO,X,O,O,O,X,O,X,O
JZSTIOL,O,O,O,O,X,O,O,X
JZSTLIO,X,O,O,O,X,O,X,O
JZSTLOI,X,O,O,O,X,O,O,O
JZSTOIL,O,O,O,O,X,O,O,X
JZSTOLI,X,O,O,O,X,O,O,O
JZSITLO,X,X,O,X,X,O,X,X
JZSITOL,O,X,O,X,X,O,O,X
JZSILTO,X,X,X,X,X,O,X,X
JZSILOT,O,X,O,X,X,O,X,X
JZSIOTL,O,X,O,X,X,O,X,X
JZSIOLT,O,X,O,X,X,O,X,X
JZSLTIO,X,O,X,X,X,O,X,X
JZSLTOI,X,O,X,X,X,O,O,X
JZSLITO,X,O,X,X,X,O,X,X
JZSLIOT,O,O,O,X,X,O,X,X
JZSLOTI,X,X,X,X,X,O,X,X
JZSLOIT,O,O,O,X,X,O,X,X
JZSOTIL,O,X,O,O,X,O,O,X
JZSOTLI,X,X,O,O,X,O,O,X
JZSOITL,O,X,O,X,X,O,X,X
JZSOILT,O,X,O,X,X,O,X,X
JZSOLTI,X,X,X,X,X,O,X,X
JZSOLIT,O,O,O,X,X,O,X,X
JZOTILS,O,O,O,O,X,X,X,X
JZOTISL,O,X,O,O,X,O,X,X
JZOTLIS,O,O,O,O,X,X,X,X
JZOTLSI,O,O,O,O,X,X,X,X
JZOTSIL,O,O,O,O,X,O,O,X
JZOTSLI,O,O,O,O,X,O,O,X
JZOITLS,O,X,O,O,X,X,X,X
JZOITSL,O,X,O,O,X,O,X,X
JZOILTS,O,O,O,X,X,X,X,X
JZOILST,O,O,O,X,X,O,X,X
JZOISTL,O,X,O,X,X,O,X,X
JZOISLT,O,X,O,X,X,O,X,X
JZOLTIS,X,O,O,O,X,X,X,X
JZOLTSI,X,O,O,O,X,X,X,X
JZOLITS,O,O,O,X,X,X,X,X
JZOLIST,O,O,O,X,X,O,X,X
JZOLSTI,O,O,X,X,X,O,X,X
JZOLSIT,O,O,O,X,X,O,X,X
JZOSTIL,O,O,O,O,X,O,O,X
JZOSTLI,X,O,O,O,X,O,O,X
JZOSITL,O,O,O,X,X,O,X,X
JZOSILT,O,O,O,X,X,O,X,X
JZOSLTI,X,O,X,X,X,O,X,X
JZOSLIT,O,O,O,X,X,O,X,X
JOTILSZ,O,X,X,X,X,X,X,X
JOTILZS,O,X,O,O,X,X,X,X
JOTISLZ,O,X,X,X,X,O,X,X
JOTISZL,O,X,X,X,X,O,X,X
JOTIZLS,O,X,O,O,X,X,X,X
JOTIZSL,O,X,O,O,X,O,X,X
JOTLISZ,O,O,X,X,X,X,X,O
JOTLIZS,O,O,O,O,X,X,X,O
JOTLSIZ,O,O,X,X,X,X,X,O
JOTLSZI,O,O,X,O,X,X,X,O
JOTLZIS,O,O,O,O,X,X,X,O
JOTLZSI,O,O,O,O,X,X,X,O
JOTSILZ,O,O,X,X,X,O,X,X
JOTSIZL,O,O,X,X,X,O,O,X
JOTSLIZ,O,O,X,X,X,O,X,O
JOTSLZI,O,O,X,O,X,O,O,O
JOTSZIL,O,O,X,O,X,O,O,X
JOTSZLI,O,O,X,O,X,O,O,O
JOTZILS,O,O,O,O,X,X,X,X
JOTZISL,O,X,O,O,X,O,X,X
JOTZLIS,O,O,O,O,X,X,X,O
JOTZLSI,O,O,O,O,X,X,X,O
JOTZSIL,O,O,O,O,X,O,O,X
JOTZSLI,O,O,O,O,X,O,O,O
JOITLSZ,O,X,X,X,X,X,X,X
JOITLZS,O,X,O,O,X,X,X,X
JOITSLZ,O,X,X,X,X,O,X,X
JOITSZL,O,X,X,X,X,O,X,X
JOITZLS,O,X,O,O,X,X,X,X
JOITZSL,O,X,O,O,X,O,X,X
JOILTSZ,O,X,X,X,X,X,X,X
JOILTZS,O,X,O,X,X,X,X,X
JOILSTZ,O,X,X,X,X,O,X,X
JOILSZT,O,X,X,X,X,O,X,X
JOILZTS,O,X,O,X,X,X,X,X
JOILZST,O,X,O,X,X,O,X,X
JOISTLZ,O,X,X,X,X,O,X,X
JOISTZL,O,X,X,X,X,O,X,X
JOISLTZ,O,X,X,X,X,O,X,X
JOISLZT,O,X,X,X,X,O,X,X
