sequence,v115@DhD8FeF8EeF8AeF8JeO/IvhFXbBTcBxdBSlB0mBlqB,v115@DhD8FeF8EeF8AeF8JeK/IvhFzaBGcBxdB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8JeO/IvhFXcBxdBzfBqmB0gBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFShBxdBTfB3gB0mBlqB,v115@DhD8FeF8EeF8AeF8Jem6IvhFxdBTfBChB/qB0rBFrB,v115@DhD8FeF8EeF8AeF8JeO/IvhFTcBxdBCgB0gB/qB1wB,v115@DhD8FeF8EeF8AeF8Jei6IvhFchBxdB3fBTlB1rBuqB
JLSZTIO,O,X,X,X,X,X,X
JLSZTOI,O,X,X,X,X,X,X
JLSZITO,O,X,X,X,X,X,X
JLSZIOT,O,X,X,X,X,X,X
JLSZOTI,O,X,X,X,X,X,X
JLSZOIT,O,X,X,X,X,X,X
JLSOTIZ,O,X,O,X,X,X,X
JLSOTZI,O,X,O,X,X,X,X
JLSOITZ,O,X,O,X,X,X,X
JLSOIZT,O,X,O,X,X,X,X
JLSOZTI,O,X,O,X,X,X,X
JLSOZIT,O,X,O,X,X,X,X
JLZTISO,O,O,X,X,X,X,X
JLZTIOS,O,O,O,X,X,O,X
JLZTSIO,O,O,X,X,X,X,X
JLZTSOI,O,O,X,X,X,X,X
JLZTOIS,O,O,O,X,X,O,X
JLZTOSI,O,O,O,X,X,O,X
JLZITSO,O,O,X,X,X,X,X
JLZITOS,O,O,O,X,X,O,X
JLZISTO,O,O,X,X,X,X,X
JLZISOT,O,O,X,X,X,X,X
JLZIOTS,O,O,O,X,X,X,X
JLZIOST,O,O,O,X,X,X,X
JLZSTIO,O,O,X,X,X,X,X
JLZSTOI,O,O,X,X,X,X,X
JLZSITO,O,O,X,X,X,X,X
JLZSIOT,O,O,X,X,X,X,X
JLZSOTI,O,O,X,X,X,X,X
JLZSOIT,O,O,X,X,X,X,X
JLZOTIS,O,O,O,X,X,X,X
JLZOTSI,O,O,O,X,X,X,X
JLZOITS,O,O,O,X,X,X,X
JLZOIST,O,O,O,X,X,X,X
JLZOSTI,O,O,O,X,X,X,X
JLZOSIT,O,O,O,X,X,X,X
JLOTISZ,O,O,O,X,X,O,X
JLOTIZS,O,X,O,X,X,O,X
JLOTSIZ,O,O,O,X,X,O,X
JLOTSZI,O,O,O,X,X,O,X
JLOTZIS,O,X,O,X,X,O,X
JLOTZSI,O,X,O,X,X,O,X
JLOITSZ,O,O,O,X,X,O,X
JLOITZS,O,X,O,X,X,O,X
JLOISTZ,O,X,O,X,X,X,X
JLOISZT,O,X,O,X,X,X,X
JLOIZTS,O,O,O,X,X,X,X
JLOIZST,O,O,O,X,X,X,X
JLOSTIZ,O,X,O,X,X,X,X
JLOSTZI,O,X,O,X,X,X,X
JLOSITZ,O,X,O,X,X,X,X
JLOSIZT,O,X,O,X,X,X,X
JLOSZTI,O,X,O,X,X,X,X
JLOSZIT,O,X,O,X,X,X,X
JLOZTIS,O,O,O,X,X,X,X
JLOZTSI,O,X,O,X,X,X,X
JLOZITS,O,O,O,X,X,X,X
JLOZIST,O,O,O,X,X,X,X
JLOZSTI,O,X,O,X,X,X,X
JLOZSIT,O,O,O,X,X,X,X
JSTILZO,O,X,X,X,X,O,X
JSTILOZ,O,X,O,X,X,O,X
JSTIZLO,X,X,X,X,X,O,X
JSTIZOL,X,X,X,X,X,O,X
JSTIOLZ,X,X,O,X,X,O,X
JSTIOZL,X,X,X,X,X,O,X
JSTLIZO,O,X,X,X,X,O,X
JSTLIOZ,O,X,O,X,X,O,X
JSTLZIO,O,X,X,X,X,O,X
JSTLZOI,O,X,X,X,X,O,X
JSTLOIZ,O,X,O,X,X,O,X
JSTLOZI,O,X,O,X,X,O,X
JSTZILO,X,X,X,X,X,O,X
JSTZIOL,X,X,X,X,X,O,X
JSTZLIO,X,X,X,X,X,O,X
JSTZLOI,X,X,X,X,X,O,X
JSTZOIL,X,X,X,X,X,O,X
JSTZOLI,X,X,X,X,X,O,X
JSTOILZ,X,X,O,X,X,O,X
JSTOIZL,X,X,X,X,X,O,X
JSTOLIZ,X,X,O,X,X,O,X
JSTOLZI,X,X,O,X,X,O,X
JSTOZIL,X,X,X,X,X,O,X
JSTOZLI,X,X,X,X,X,O,X
JSITLZO,O,X,X,X,X,O,X
JSITLOZ,O,X,O,X,X,O,X
JSITZLO,X,X,X,X,X,O,X
JSITZOL,X,X,X,X,X,O,X
JSITOLZ,X,X,O,X,X,O,X
JSITOZL,X,X,X,X,X,O,X
JSILTZO,O,X,X,X,X,X,X
JSILTOZ,O,X,O,X,X,O,X
JSILZTO,O,X,X,X,X,X,X
JSILZOT,O,X,X,X,X,X,X
JSILOTZ,O,X,O,X,O,X,O
JSILOZT,O,X,O,X,O,X,X
JSIZTLO,O,X,X,X,X,X,X
JSIZTOL,O,X,X,X,X,X,X
JSIZLTO,O,X,X,X,X,X,X
JSIZLOT,O,X,X,X,O,X,X
JSIZOTL,O,X,X,X,O,X,X
JSIZOLT,O,X,X,X,O,X,X
JSIOTLZ,X,X,O,X,O,X,O
JSIOTZL,X,X,X,X,O,X,O
JSIOLTZ,X,X,O,X,O,X,O
JSIOLZT,X,X,O,X,O,X,X
JSIOZTL,X,X,X,X,O,X,X
JSIOZLT,X,X,X,X,O,X,X
JSLTIZO,O,X,X,X,X,X,X
JSLTIOZ,O,X,O,X,X,O,X
JSLTZIO,O,X,X,X,X,X,X
JSLTZOI,O,X,X,X,X,X,X
JSLTOIZ,O,X,O,X,X,O,X
JSLTOZI,O,X,O,X,X,O,X
JSLITZO,O,X,X,X,X,X,X
JSLITOZ,O,X,O,X,X,O,X
JSLIZTO,O,X,X,X,X,X,X
JSLIZOT,O,X,X,X,X,X,X
JSLIOTZ,O,X,O,X,O,X,O
JSLIOZT,O,X,O,X,O,X,X
JSLZTIO,O,X,X,X,X,X,X
JSLZTOI,O,X,X,X,X,X,X
JSLZITO,O,X,X,X,X,X,X
JSLZIOT,O,X,X,X,X,X,X
JSLZOTI,O,X,X,X,X,X,X
JSLZOIT,O,X,X,X,X,X,X
JSLOTIZ,O,X,O,X,O,X,O
JSLOTZI,O,X,O,X,O,X,O
JSLOITZ,O,X,O,X,O,X,O
JSLOIZT,O,X,O,X,O,X,X
JSLOZTI,O,X,O,X,O,X,X
JSLOZIT,O,X,O,X,O,X,X
JSZTILO,O,X,X,X,X,X,X
JSZTIOL,O,X,X,X,X,X,X
JSZTLIO,O,X,X,X,X,X,X
JSZTLOI,O,X,X,X,X,X,X
JSZTOIL,O,X,X,X,X,X,X
JSZTOLI,O,X,X,X,X,X,X
JSZITLO,O,X,X,X,X,X,X
JSZITOL,O,X,X,X,X,X,X
JSZILTO,O,X,X,X,X,X,X
JSZILOT,O,X,X,X,O,X,X
JSZIOTL,O,X,X,X,O,X,X
JSZIOLT,O,X,X,X,O,X,X
JSZLTIO,O,X,X,X,X,X,X
JSZLTOI,O,X,X,X,X,X,X
JSZLITO,O,X,X,X,X,X,X
JSZLIOT,O,X,X,X,O,X,X
JSZLOTI,O,X,X,X,O,X,X
JSZLOIT,O,X,X,X,O,X,X
JSZOTIL,O,X,X,X,O,X,X
JSZOTLI,O,X,X,X,O,X,X
JSZOITL,O,X,X,X,O,X,X
JSZOILT,O,X,X,X,O,X,X
JSZOLTI,O,X,X,X,O,X,X
JSZOLIT,O,X,X,X,O,X,X
JSOTILZ,X,X,O,X,O,X,O
JSOTIZL,X,X,X,X,O,X,O
JSOTLIZ,X,X,O,X,O,X,O
JSOTLZI,X,X,O,X,O,X,O
JSOTZIL,X,X,X,X,O,X,O
JSOTZLI,X,X,X,X,O,X,O
JSOITLZ,X,X,O,X,O,X,O
JSOITZL,X,X,X,X,O,X,O
JSOILTZ,X,X,O,X,O,X,O
JSOILZT,X,X,O,X,O,X,X
JSOIZTL,X,X,X,X,O,X,X
JSOIZLT,X,X,X,X,O,X,X
JSOLTIZ,X,X,O,X,O,X,O
JSOLTZI,X,X,O,X,O,X,O
JSOLITZ,X,X,O,X,O,X,O
JSOLIZT,X,X,O,X,O,X,X
JSOLZTI,X,X,O,X,O,X,X
JSOLZIT,X,X,O,X,O,X,X
JSOZTIL,X,X,X,X,O,X,X
JSOZTLI,X,X,X,X,O,X,X
JSOZITL,X,X,X,X,O,X,X
JSOZILT,X,X,X,X,O,X,X
JSOZLTI,X,X,X,X,O,X,X
JSOZLIT,X,X,X,X,O,X,X
JZTILSO,O,O,X,X,X,X,X
JZTILOS,O,O,O,O,X,O,X
JZTISLO,O,O,X,X,X,O,X
JZTISOL,O,O,X,X,X,O,X
JZTIOLS,O,O,O,O,X,O,X
JZTIOSL,O,O,X,O,X,O,X
JZTLISO,O,O,X,X,X,X,X
JZTLIOS,O,O,O,O,X,O,X
JZTLSIO,O,O,X,X,X,X,X
JZTLSOI,O,O,X,X,X,X,X
JZTLOIS,O,O,O,O,X,O,X
JZTLOSI,O,O,O,O,X,O,X
JZTSILO,O,O,X,X,X,O,X
JZTSIOL,O,O,X,X,X,O,X
JZTSLIO,O,O,X,X,X,O,X
JZTSLOI,O,O,X,X,X,O,X
JZTSOIL,O,O,X,X,X,O,X
JZTSOLI,O,O,X,X,X,O,X
JZTOILS,O,O,O,O,X,O,X
JZTOISL,O,O,X,O,X,O,X
JZTOLIS,O,O,O,O,X,O,X
JZTOLSI,O,O,O,O,X,O,X
JZTOSIL,O,O,X,O,X,O,X
JZTOSLI,O,O,X,O,X,O,X
JZITLSO,O,O,X,X,X,X,X
JZITLOS,O,O,O,O,X,O,X
JZITSLO,O,O,X,X,X,O,X
JZITSOL,O,O,X,X,X,O,X
JZITOLS,O,O,O,O,X,O,X
JZITOSL,O,O,X,O,X,O,X
JZILTSO,O,O,X,X,X,X,X
JZILTOS,O,O,O,X,X,O,X
JZILSTO,O,O,X,X,X,X,X
JZILSOT,O,O,X,X,X,X,X
JZILOTS,O,O,O,O,X,X,X
JZILOST,O,O,O,O,X,X,X
JZISTLO,O,O,X,X,X,X,X
JZISTOL,O,O,X,X,X,X,X
JZISLTO,O,O,X,X,X,X,X
JZISLOT,O,O,X,X,O,X,X
JZISOTL,O,X,X,X,O,X,X
JZISOLT,O,O,X,X,O,X,X
JZIOTLS,O,O,O,O,X,X,X
JZIOTSL,O,O,X,O,X,X,X
JZIOLTS,O,O,O,O,X,X,X
JZIOLST,O,O,O,O,X,X,X
JZIOSTL,O,X,X,X,O,X,X
JZIOSLT,O,O,X,O,O,X,X
JZLTISO,O,O,X,X,X,X,X
JZLTIOS,O,O,O,X,X,O,X
JZLTSIO,O,O,X,X,X,X,X
JZLTSOI,O,O,X,X,X,X,X
JZLTOIS,O,O,O,X,X,O,X
JZLTOSI,O,O,O,X,X,O,X
JZLITSO,O,O,X,X,X,X,X
JZLITOS,O,O,O,X,X,O,X
JZLISTO,O,O,X,X,X,X,X
JZLISOT,O,O,X,X,X,X,X
JZLIOTS,O,O,O,O,X,X,X
JZLIOST,O,O,O,O,X,X,X
JZLSTIO,O,O,X,X,X,X,X
JZLSTOI,O,O,X,X,X,X,X
JZLSITO,O,O,X,X,X,X,X
JZLSIOT,O,O,X,X,X,X,X
JZLSOTI,O,O,X,X,X,X,X
JZLSOIT,O,O,X,X,X,X,X
JZLOTIS,O,O,O,O,X,X,X
JZLOTSI,O,O,O,O,X,X,X
JZLOITS,O,O,O,O,X,X,X
JZLOIST,O,O,O,O,X,X,X
JZLOSTI,O,O,O,O,X,X,X
JZLOSIT,O,O,O,O,X,X,X
JZSTILO,O,O,X,X,X,X,X
JZSTIOL,O,O,X,X,X,X,X
JZSTLIO,O,O,X,X,X,X,X
JZSTLOI,O,O,X,X,X,X,X
JZSTOIL,O,O,X,X,X,X,X
JZSTOLI,O,O,X,X,X,X,X
JZSITLO,O,O,X,X,X,X,X
JZSITOL,O,O,X,X,X,X,X
JZSILTO,O,O,X,X,X,X,X
JZSILOT,O,O,X,X,O,X,X
JZSIOTL,O,X,X,X,O,X,X
JZSIOLT,O,O,X,X,O,X,X
JZSLTIO,O,O,X,X,X,X,X
JZSLTOI,O,O,X,X,X,X,X
JZSLITO,O,O,X,X,X,X,X
JZSLIOT,O,O,X,X,O,X,X
JZSLOTI,O,O,X,X,O,X,X
JZSLOIT,O,O,X,X,O,X,X
JZSOTIL,O,X,X,X,O,X,X
JZSOTLI,O,X,X,X,O,X,X
JZSOITL,O,X,X,X,O,X,X
JZSOILT,O,O,X,X,O,X,X
JZSOLTI,O,O,X,X,O,X,X
JZSOLIT,O,O,X,X,O,X,X
JZOTILS,O,O,O,O,X,X,X
JZOTISL,O,O,X,O,X,X,X
JZOTLIS,O,O,O,O,X,X,X
JZOTLSI,O,O,O,O,X,X,X
JZOTSIL,O,O,X,O,X,X,X
JZOTSLI,O,O,X,O,X,X,X
JZOITLS,O,O,O,O,X,X,X
JZOITSL,O,O,X,O,X,X,X
JZOILTS,O,O,O,O,X,X,X
JZOILST,O,O,O,O,X,X,X
JZOISTL,O,X,X,X,O,X,X
JZOISLT,O,O,X,O,O,X,X
JZOLTIS,O,O,O,O,X,X,X
JZOLTSI,O,O,O,O,X,X,X
JZOLITS,O,O,O,O,X,X,X
JZOLIST,O,O,O,O,X,X,X
JZOLSTI,O,O,O,O,X,X,X
JZOLSIT,O,O,O,O,X,X,X
JZOSTIL,O,X,X,X,O,X,X
JZOSTLI,O,X,X,X,O,X,X
JZOSITL,O,X,X,X,O,X,X
JZOSILT,O,O,X,O,O,X,X
JZOSLTI,O,O,X,O,O,X,X
JZOSLIT,O,O,X,O,O,X,X
JOTILSZ,O,X,O,X,X,O,X
JOTILZS,O,X,O,X,X,O,X
JOTISLZ,X,X,O,X,O,O,O
JOTISZL,X,X,X,X,O,O,O
JOTIZLS,X,X,O,O,X,O,X
JOTIZSL,X,X,X,X,X,O,O
JOTLISZ,O,X,O,X,X,O,X
JOTLIZS,O,X,O,X,X,O,X
JOTLSIZ,O,X,O,X,X,O,X
JOTLSZI,O,X,O,X,X,O,X
JOTLZIS,O,X,O,X,X,O,X
JOTLZSI,O,X,O,X,X,O,X
JOTSILZ,X,X,O,X,O,O,O
JOTSIZL,X,X,X,X,O,O,O
JOTSLIZ,X,X,O,X,O,O,O
JOTSLZI,X,X,O,X,O,O,O
JOTSZIL,X,X,X,X,O,O,O
JOTSZLI,X,X,X,X,O,O,O
JOTZILS,X,X,O,O,X,O,X
JOTZISL,X,X,X,X,X,O,O
JOTZLIS,X,X,O,O,X,O,X
JOTZLSI,X,X,O,O,X,O,X
JOTZSIL,X,X,X,X,X,O,O
JOTZSLI,X,X,X,X,X,O,O
JOITLSZ,O,X,O,X,X,O,X
JOITLZS,O,X,O,X,X,O,X
JOITSLZ,X,X,O,X,O,O,O
JOITSZL,X,X,X,X,O,O,O
JOITZLS,X,X,O,O,X,O,X
JOITZSL,X,X,X,X,X,O,O
JOILTSZ,O,X,O,X,X,O,X
JOILTZS,O,X,O,X,X,O,X
JOILSTZ,O,X,O,X,O,X,X
JOILSZT,O,X,O,X,O,X,X
JOILZTS,O,X,O,O,X,X,X
JOILZST,O,X,O,O,X,X,X
JOISTLZ,X,X,O,X,O,X,O
JOISTZL,X,X,X,X,O,X,O
JOISLTZ,X,X,O,X,O,X,O
JOISLZT,X,X,O,X,O,X,X
JOISZTL,X,X,X,X,O,X,X
JOISZLT,X,X,X,O,O,X,X
JOIZTLS,O,X,O,O,X,X,X
JOIZTSL,O,X,X,O,X,X,X
JOIZLTS,O,X,O,O,X,X,X
JOIZLST,O,X,O,O,X,X,X
JOIZSTL,O,X,X,X,O,X,X
JOIZSLT,O,X,X,O,O,X,X
JOLTISZ,O,X,O,X,X,O,X
JOLTIZS,O,X,O,X,X,O,X
JOLTSIZ,O,X,O,X,X,O,X
JOLTSZI,O,X,O,X,X,O,X
JOLTZIS,O,X,O,X,X,O,X
JOLTZSI,O,X,O,X,X,O,X
JOLITSZ,O,X,O,X,X,O,X
JOLITZS,O,X,O,X,X,O,X
JOLISTZ,O,X,O,X,O,X,X
JOLISZT,O,X,O,X,O,X,X
JOLIZTS,O,X,O,O,X,X,X
JOLIZST,O,X,O,O,X,X,X
JOLSTIZ,O,X,O,X,O,X,X
JOLSTZI,O,X,O,X,O,X,X
JOLSITZ,O,X,O,X,O,X,X
JOLSIZT,O,X,O,X,O,X,X
JOLSZTI,O,X,O,X,O,X,X
JOLSZIT,O,X,O,X,O,X,X
JOLZTIS,O,X,O,O,X,X,X
JOLZTSI,O,X,O,O,X,X,X
JOLZITS,O,X,O,O,X,X,X
JOLZIST,O,X,O,O,X,X,X
JOLZSTI,O,X,O,O,X,X,X
JOLZSIT,O,X,O,O,X,X,X
JOSTILZ,X,X,O,X,O,X,O
JOSTIZL,X,X,X,X,O,X,O
JOSTLIZ,X,X,O,X,O,X,O
JOSTLZI,X,X,O,X,O,X,O
JOSTZIL,X,X,X,X,O,X,O
JOSTZLI,X,X,X,X,O,X,O
JOSITLZ,X,X,O,X,O,X,O
JOSITZL,X,X,X,X,O,X,O
JOSILTZ,X,X,O,X,O,X,O
JOSILZT,X,X,O,X,O,X,X
JOSIZTL,X,X,X,X,O,X,X
JOSIZLT,X,X,X,O,O,X,X
JOSLTIZ,X,X,O,X,O,X,O
JOSLTZI,X,X,O,X,O,X,O
JOSLITZ,X,X,O,X,O,X,O
JOSLIZT,X,X,O,X,O,X,X
JOSLZTI,X,X,O,X,O,X,X
JOSLZIT,X,X,O,X,O,X,X
JOSZTIL,X,X,X,X,O,X,X
JOSZTLI,X,X,X,X,O,X,X
JOSZITL,X,X,X,X,O,X,X
JOSZILT,X,X,X,O,O,X,X
JOSZLTI,X,X,X,O,O,X,X
JOSZLIT,X,X,X,O,O,X,X
JOZTILS,O,X,O,O,X,X,X
JOZTISL,O,X,X,O,X,X,X
JOZTLIS,O,X,O,O,X,X,X
JOZTLSI,O,X,O,O,X,X,X
JOZTSIL,O,X,X,O,X,X,X
JOZTSLI,O,X,X,O,X,X,X
JOZITLS,O,X,O,O,X,X,X
JOZITSL,O,X,X,O,X,X,X
JOZILTS,O,X,O,O,X,X,X
JOZILST,O,X,O,O,X,X,X
JOZISTL,O,X,X,X,O,X,X
JOZISLT,O,X,X,O,O,X,X
JOZLTIS,O,X,O,O,X,X,X
JOZLTSI,O,X,O,O,X,X,X
JOZLITS,O,X,O,O,X,X,X
JOZLIST,O,X,O,O,X,X,X
JOZLSTI,O,X,O,O,X,X,X
JOZLSIT,O,X,O,O,X,X,X
JOZSTIL,O,X,X,X,O,X,X
JOZSTLI,O,X,X,X,O,X,X
JOZSITL,O,X,X,X,O,X,X
JOZSILT,O,X,X,O,O,X,X
JOZSLTI,O,X,X,O,O,X,X
JOZSLIT,O,X,X,O,O,X,X
STILJZO,O,O,X,X,X,O,X
STILJOZ,O,O,O,X,X,O,X
STILZJO,O,O,X,X,X,O,X
STILZOJ,O,O,O,X,X,O,X
STILOJZ,O,O,O,X,O,O,O
STILOZJ,O,O,O,X,X,O,O
STIJLZO,O,O,X,X,X,O,X
STIJLOZ,O,O,O,X,X,O,X
STIJZLO,X,O,X,X,X,O,X
STIJZOL,X,X,X,X,X,O,X
STIJOLZ,X,O,O,X,X,O,X
STIJOZL,X,X,X,X,X,O,X
STIZLJO,X,O,X,X,X,O,X
STIZLOJ,X,O,X,X,O,O,X
STIZJLO,X,O,X,X,X,O,X
STIZJOL,X,X,X,X,X,O,X
STIZOLJ,X,X,X,X,O,O,O
STIZOJL,X,X,X,X,O,O,O
STIOLJZ,X,O,O,X,O,O,O
STIOLZJ,X,O,O,X,X,O,O
STIOJLZ,X,O,O,X,O,O,O
STIOJZL,X,X,X,X,O,O,O
STIOZLJ,X,X,X,X,O,O,O
STIOZJL,X,X,X,X,O,O,O
STLIJZO,O,O,X,X,X,O,X
STLIJOZ,O,O,O,X,X,O,X
STLIZJO,O,O,X,X,X,O,X
STLIZOJ,O,O,O,X,X,O,X
STLIOJZ,O,O,O,X,O,O,O
STLIOZJ,O,O,O,X,X,O,O
STLJIZO,O,O,X,X,X,O,X
STLJIOZ,O,O,O,X,X,O,X
STLJZIO,O,O,X,X,X,O,X
STLJZOI,O,O,X,X,X,O,X
STLJOIZ,O,O,O,X,X,O,X
STLJOZI,O,O,O,X,X,O,X
STLZIJO,O,O,X,X,X,O,X
STLZIOJ,O,O,O,X,X,O,X
STLZJIO,O,O,X,X,X,O,X
STLZJOI,O,O,X,X,X,O,X
STLZOIJ,O,O,O,X,X,O,X
STLZOJI,O,O,O,X,X,O,X
STLOIJZ,O,O,O,X,O,O,O
STLOIZJ,O,O,O,X,X,O,O
STLOJIZ,O,O,O,X,O,O,O
STLOJZI,O,O,O,X,O,O,O
STLOZIJ,O,O,O,X,X,O,O
STLOZJI,O,O,O,X,X,O,O
STJILZO,O,O,X,X,X,O,X
STJILOZ,O,O,O,X,X,O,X
STJIZLO,X,O,X,X,X,O,X
STJIZOL,X,X,X,X,X,O,X
STJIOLZ,X,O,O,X,X,O,X
STJIOZL,X,X,X,X,X,O,X
STJLIZO,O,O,X,X,X,O,X
STJLIOZ,O,O,O,X,X,O,X
STJLZIO,O,O,X,X,X,O,X
STJLZOI,O,O,X,X,X,O,X
STJLOIZ,O,O,O,X,X,O,X
STJLOZI,O,O,O,X,X,O,X
STJZILO,X,O,X,X,X,O,X
STJZIOL,X,X,X,X,X,O,X
STJZLIO,X,O,X,X,X,O,X
STJZLOI,X,O,X,X,X,O,X
STJZOIL,X,X,X,X,X,O,X
STJZOLI,X,X,X,X,X,O,X
STJOILZ,X,O,O,X,X,O,X
STJOIZL,X,X,X,X,X,O,X
STJOLIZ,X,O,O,X,X,O,X
STJOLZI,X,O,O,X,X,O,X
STJOZIL,X,X,X,X,X,O,X
STJOZLI,X,X,X,X,X,O,X
STZILJO,X,O,X,X,X,O,X
STZILOJ,X,O,X,X,O,O,X
STZIJLO,X,O,X,X,X,O,X
STZIJOL,X,X,X,X,X,O,X
STZIOLJ,X,X,X,X,O,O,O
STZIOJL,X,X,X,X,O,O,O
STZLIJO,X,O,X,X,X,O,X
STZLIOJ,X,O,X,X,O,O,X
STZLJIO,X,O,X,X,X,O,X
STZLJOI,X,O,X,X,X,O,X
STZLOIJ,X,O,X,X,O,O,X
STZLOJI,X,O,X,X,O,O,X
STZJILO,X,O,X,X,X,O,X
STZJIOL,X,X,X,X,X,O,X
STZJLIO,X,O,X,X,X,O,X
STZJLOI,X,O,X,X,X,O,X
STZJOIL,X,X,X,X,X,O,X
STZJOLI,X,X,X,X,X,O,X
STZOILJ,X,X,X,X,O,O,O
STZOIJL,X,X,X,X,O,O,O
STZOLIJ,X,X,X,X,O,O,O
STZOLJI,X,X,X,X,O,O,O
STZOJIL,X,X,X,X,O,O,O
STZOJLI,X,X,X,X,O,O,O
STOILJZ,X,O,O,X,O,O,O
STOILZJ,X,O,O,X,X,O,O
STOIJLZ,X,O,O,X,O,O,O
STOIJZL,X,X,X,X,O,O,O
STOIZLJ,X,X,X,X,O,O,O
STOIZJL,X,X,X,X,O,O,O
STOLIJZ,X,O,O,X,O,O,O
STOLIZJ,X,O,O,X,X,O,O
STOLJIZ,X,O,O,X,O,O,O
STOLJZI,X,O,O,X,O,O,O
STOLZIJ,X,O,O,X,X,O,O
STOLZJI,X,O,O,X,X,O,O
STOJILZ,X,O,O,X,O,O,O
STOJIZL,X,X,X,X,O,O,O
STOJLIZ,X,O,O,X,O,O,O
STOJLZI,X,O,O,X,O,O,O
STOJZIL,X,X,X,X,O,O,O
STOJZLI,X,X,X,X,O,O,O
STOZILJ,X,X,X,X,O,O,O
STOZIJL,X,X,X,X,O,O,O
STOZLIJ,X,X,X,X,O,O,O
STOZLJI,X,X,X,X,O,O,O
STOZJIL,X,X,X,X,O,O,O
STOZJLI,X,X,X,X,O,O,O
SITLJZO,O,O,X,X,X,O,X
SITLJOZ,O,O,O,X,X,O,X
SITLZJO,O,O,X,X,X,O,X
SITLZOJ,O,O,O,X,X,O,X
SITLOJZ,O,O,O,X,O,O,O
SITLOZJ,O,O,O,X,X,O,O
SITJLZO,O,O,X,X,X,O,X
SITJLOZ,O,O,O,X,X,O,X
SITJZLO,X,O,X,X,X,O,X
SITJZOL,X,X,X,X,X,O,X
SITJOLZ,X,O,O,X,X,O,X
SITJOZL,X,X,X,X,X,O,X
SITZLJO,X,O,X,X,X,O,X
SITZLOJ,X,O,X,X,O,O,X
SITZJLO,X,O,X,X,X,O,X
SITZJOL,X,X,X,X,X,O,X
SITZOLJ,X,X,X,X,O,O,O
SITZOJL,X,X,X,X,O,O,O
SITOLJZ,X,O,O,X,O,O,O
SITOLZJ,X,O,O,X,X,O,O
SITOJLZ,X,O,O,X,O,O,O
SITOJZL,X,X,X,X,O,O,O
SITOZLJ,X,X,X,X,O,O,O
SITOZJL,X,X,X,X,O,O,O
SILTJZO,O,O,X,X,X,X,X
SILTJOZ,O,O,O,X,X,O,X
SILTZJO,O,O,X,X,X,X,X
SILTZOJ,O,O,O,X,X,X,X
SILTOJZ,O,O,O,X,O,O,O
SILTOZJ,O,O,O,X,X,X,O
SILJTZO,O,X,X,X,X,X,X
SILJTOZ,O,X,O,X,X,O,X
SILJZTO,O,X,X,X,X,X,X
SILJZOT,O,X,X,X,X,X,X
SILJOTZ,O,X,O,X,O,X,O
SILJOZT,O,X,O,X,O,X,X
SILZTJO,O,O,X,X,X,X,X
SILZTOJ,O,O,O,X,O,X,X
SILZJTO,O,O,X,X,X,X,X
SILZJOT,O,O,X,X,O,X,X
SILZOTJ,O,O,X,X,O,X,O
SILZOJT,O,O,O,X,O,X,X
SILOTJZ,O,O,O,X,O,X,O
SILOTZJ,O,O,O,X,X,X,O
SILOJTZ,O,X,O,X,O,X,O
SILOJZT,O,X,O,X,O,X,X
SILOZTJ,O,X,X,X,O,X,O
SILOZJT,O,O,O,X,O,X,X
SIJTLZO,O,X,X,X,X,O,X
SIJTLOZ,O,X,O,X,X,O,X
SIJTZLO,X,X,X,X,X,O,X
SIJTZOL,X,X,X,X,X,O,X
SIJTOLZ,X,X,O,X,X,O,X
SIJTOZL,X,X,X,X,X,O,X
SIJLTZO,O,X,X,X,X,X,X
SIJLTOZ,O,X,O,X,X,O,X
SIJLZTO,O,X,X,X,X,X,X
SIJLZOT,O,X,X,X,X,X,X
SIJLOTZ,O,X,O,X,O,X,O
SIJLOZT,O,X,O,X,O,X,X
SIJZTLO,O,X,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X,X
SIJZLTO,O,X,X,X,X,X,X
SIJZLOT,O,X,X,X,O,X,X
SIJZOTL,O,X,X,X,O,X,X
SIJZOLT,O,X,X,X,O,X,X
SIJOTLZ,X,X,O,X,O,X,O
SIJOTZL,X,X,X,X,O,X,O
SIJOLTZ,X,X,O,X,O,X,O
SIJOLZT,X,X,O,X,O,X,X
SIJOZTL,X,X,X,X,O,X,X
SIJOZLT,X,X,X,X,O,X,X
SIZTLJO,O,O,X,X,X,X,X
SIZTLOJ,O,O,X,O,O,X,X
SIZTJLO,O,O,X,X,X,X,X
SIZTJOL,O,O,X,X,X,X,X
SIZTOLJ,O,O,X,O,O,X,X
SIZTOJL,O,O,X,O,O,X,X
SIZLTJO,O,O,X,X,X,X,X
SIZLTOJ,O,O,X,X,O,X,X
SIZLJTO,O,O,X,X,X,X,X
SIZLJOT,O,O,X,X,O,X,X
SIZLOTJ,O,O,X,X,O,X,O
SIZLOJT,O,O,X,O,O,X,X
SIZJTLO,O,O,X,X,X,X,X
SIZJTOL,O,O,X,X,X,X,X
SIZJLTO,O,O,X,X,X,X,X
SIZJLOT,O,O,X,X,O,X,X
SIZJOTL,O,X,X,X,O,X,X
SIZJOLT,O,O,X,X,O,X,X
SIZOTLJ,O,X,X,O,O,X,O
