sequence,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgB3hBOsB0?lBzpBSwB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdBmgBqqBF?nBzpB0rB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je/AJvhFUcBFdBTmBO?sBCqBxvB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jei7IvhFFdBulBcmBX?nBzpBRwB,v115@zgB8FeD8EeF8EeC8FeD8FeC8JeT7IvhFxcB3lBFnBW?vB0rBirB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgBUiBOrBX?lBSvBzrB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgBUiBKrBf?sBTlBWvB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmBXlBO?sBSvBTrB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmBXnBC?qB2wBTqB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdB0gBFnBz?pBCrB2wB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmB6qBX?nBzpB2wB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je08IvhFlgBxmBTlBW?vBirBXsB,v115@zgB8FeD8EeF8EeC8FeD8FeC8JeT7IvhFOhBXdBSqBF?nB0rBRvB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Je2AJvhFXdBUmBFnBC?mBzpBRwB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdBzgBFnBC?qB0rB2vB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhFlgBUiBTmBG?qBywBXqB,v115@zgB8FeD8EeF8EeC8FeD8FeC8JeC9IvhF0gBVnBZmBG?qBzrBXqB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex7IvhFXdBUmBFnBC?qBTqB2wB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jei7IvhF5lB/rBFnBz?pBcrBOsB,v115@zgB8FeD8EeF8EeC8FeD8FeC8Jex8IvhF6lB/rBFnBz?pBmrB0qB
IZTLJOS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X
IZTLSJO,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTLSOJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
IZTLOJS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X
IZTLOSJ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
IZTJLSO,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTJLOS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X
IZTJSLO,X,X,X,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTJSOL,X,X,X,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTJOLS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X
IZTJOSL,X,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,O,X,X,X
IZTSLJO,X,X,O,O,X,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTSLOJ,X,X,O,O,X,X,O,O,X,X,O,X,O,X,O,X,X,X,X,X
IZTSJLO,X,X,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZTSJOL,X,X,O,O,O,X,X,O,O,X,O,O,O,O,O,X,X,X,X,X
IZTSOLJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,O,X,X,X,X,X
IZTSOJL,X,X,O,O,X,X,X,O,O,X,O,X,O,O,O,X,X,X,X,X
IZTOLJS,X,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,O,X,X,X
IZTOLSJ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X
IZTOJLS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X
IZTOJSL,X,X,X,X,O,O,X,O,O,O,O,O,O,O,O,X,O,X,X,X
IZTOSLJ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,O,X,X,X
IZTOSJL,X,X,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
IZLTJSO,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZLTJOS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X
IZLTSJO,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZLTSOJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
IZLTOJS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X
IZLTOSJ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,X,X,X
IZLJTSO,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZLJTOS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X
IZLJSTO,X,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
IZLJSOT,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLJOTS,X,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
IZLJOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLSTJO,X,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
IZLSTOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZLSJTO,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
IZLSJOT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLSOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLSOJT,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZLOTJS,X,X,X,O,X,X,X,O,O,X,X,O,O,X,O,O,X,X,X,X
IZLOTSJ,X,X,O,X,X,X,X,O,X,X,X,X,O,X,O,O,X,X,X,X
IZLOJTS,X,X,X,X,X,X,X,X,X,X,X,O,O,X,X,O,X,X,X,X
IZLOJST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IZLOSTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IZLOSJT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,O,X,X,X,X
IZJTLSO,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZJTLOS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X
IZJTSLO,X,X,X,O,O,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZJTSOL,X,X,X,X,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZJTOLS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,O,X,X,X
IZJTOSL,X,X,X,X,O,O,X,O,O,X,O,O,O,O,X,X,O,X,X,X
IZJLTSO,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZJLTOS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,O,X,X,X,X
IZJLSTO,O,X,X,O,X,O,O,X,O,X,X,O,O,X,X,X,X,X,X,X
IZJLSOT,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJLOTS,X,X,X,O,X,O,X,X,O,X,X,O,O,X,X,X,X,X,X,X
IZJLOST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJSTLO,O,X,X,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
IZJSTOL,O,X,X,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
IZJSLTO,O,X,X,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
IZJSLOT,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJSOTL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJSOLT,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOTLS,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
IZJOTSL,X,X,X,X,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
IZJOLTS,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IZJOLST,X,X,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOSTL,X,X,X,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZJOSLT,X,X,X,X,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSTLJO,X,X,O,O,X,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZSTLOJ,X,X,O,O,X,X,O,O,X,X,O,X,O,X,X,X,X,X,X,X
IZSTJLO,X,X,O,O,O,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
IZSTJOL,X,X,O,O,O,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IZSTOLJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,X,X,X
IZSTOJL,X,X,O,O,X,X,X,O,O,X,O,X,O,O,X,X,X,X,X,X
IZSLTJO,X,X,O,O,X,X,O,O,O,X,X,O,O,X,X,X,X,X,X,X
IZSLTOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IZSLJTO,X,X,O,O,X,X,O,X,X,X,X,O,O,X,X,X,X,X,X,X
IZSLJOT,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSLOTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSLOJT,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSJTLO,X,X,O,O,O,O,O,X,O,X,O,O,O,O,X,X,X,X,X,X
IZSJTOL,X,X,O,O,O,X,X,X,O,X,O,O,O,O,X,X,X,X,X,X
IZSJLTO,X,X,O,O,X,O,O,X,O,X,X,X,O,X,X,X,X,X,X,X
IZSJLOT,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSJOTL,X,X,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSJOLT,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOTLJ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOTJL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOLTJ,X,X,O,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOLJT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOJTL,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZSOJLT,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOTLJS,X,X,X,O,X,O,X,O,O,O,O,O,O,X,X,X,X,X,X,X
IZOTLSJ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
IZOTJLS,X,X,X,O,X,O,X,O,O,X,O,O,O,X,X,X,X,X,X,X
IZOTJSL,X,X,X,X,O,O,X,O,O,O,O,O,O,O,O,X,X,X,X,X
IZOTSLJ,X,X,O,X,X,X,X,O,X,O,O,X,O,X,O,X,X,X,X,X
IZOTSJL,X,X,O,X,X,X,X,O,O,O,O,X,O,O,O,X,X,X,X,X
IZOLTJS,X,X,X,O,X,O,X,O,O,O,X,O,O,X,X,X,X,X,X,X
IZOLTSJ,X,X,O,X,X,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X
IZOLJTS,X,X,X,X,X,O,X,X,X,X,X,O,O,X,X,X,X,X,X,X
IZOLJST,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOLSTJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOLSJT,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJTLS,X,X,X,O,X,O,X,X,O,X,O,O,O,X,X,X,X,X,X,X
IZOJTSL,X,X,X,X,O,O,X,X,O,X,O,O,O,O,X,X,X,X,X,X
IZOJLTS,X,X,X,O,X,O,X,X,O,X,X,X,O,X,X,X,X,X,X,X
IZOJLST,X,X,X,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJSTL,X,X,X,X,O,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOJSLT,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSTLJ,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSTJL,X,X,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSLTJ,X,X,O,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSLJT,X,X,X,X,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSJTL,X,X,O,X,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IZOSJLT,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOTLJSZ,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTLJZS,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
IOTLSJZ,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOTLSZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
IOTLZJS,X,X,X,O,X,X,X,O,O,O,O,O,O,O,X,X,O,X,X,X
IOTLZSJ,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,O,X,X,X
IOTJLSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOTJLZS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
IOTJSLZ,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOTJSZL,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOTJZLS,X,X,X,O,X,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOTJZSL,X,O,X,O,O,X,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOTSLJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
IOTSLZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOTSJLZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOTSJZL,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
IOTSZLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X
IOTSZJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOTZLJS,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X
IOTZLSJ,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,O,X,X,X
IOTZJLS,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,O,X,X,X
IOTZJSL,X,X,X,O,O,O,X,O,O,O,O,O,O,O,X,X,O,X,X,X
IOTZSLJ,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,O,X,X,X
IOTZSJL,X,X,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X
IOLTJSZ,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLTJZS,X,O,X,O,X,X,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IOLTSJZ,O,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,X,X
IOLTSZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,X,X
IOLTZJS,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOLTZSJ,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOLJTSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLJTZS,X,O,X,O,X,O,X,O,X,X,O,O,X,X,X,X,X,X,X,X
IOLJSTZ,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLJSZT,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLJZTS,X,O,X,O,X,O,X,O,X,X,O,O,O,O,X,X,X,X,X,X
IOLJZST,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLSTJZ,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,O,O
IOLSTZJ,X,X,O,O,X,X,X,O,X,X,X,X,O,O,X,X,X,X,O,X
IOLSJTZ,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOLSJZT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLSZTJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOLSZJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZTJS,X,O,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOLZTSJ,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOLZJTS,X,O,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
IOLZJST,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOLZSTJ,X,O,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOLZSJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJTLSZ,O,O,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X
IOJTLZS,X,X,X,O,X,X,X,X,X,X,O,O,X,X,X,X,O,X,X,X
IOJTSLZ,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJTSZL,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOJTZLS,X,X,X,O,X,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOJTZSL,X,O,X,O,O,O,X,O,O,X,O,O,X,O,X,X,O,X,X,X
IOJLTSZ,O,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJLTZS,X,O,X,O,X,O,X,O,O,X,O,X,X,X,X,X,X,X,X,X
IOJLSTZ,O,O,O,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJLSZT,O,O,O,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJLZTS,X,O,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
IOJLZST,O,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJSTLZ,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,O,X
IOJSTZL,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,O,X
IOJSLTZ,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOJSLZT,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJSZTL,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOJSZLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJZTLS,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOJZTSL,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOJZLTS,X,X,X,O,X,O,X,O,O,X,O,X,X,O,X,X,X,X,X,X
IOJZLST,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOJZSTL,O,O,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOJZSLT,O,O,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSTLJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
IOSTLZJ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOSTJLZ,X,O,X,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOSTJZL,X,O,O,O,X,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
IOSTZLJ,X,O,O,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X,O,X
IOSTZJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOSLTJZ,X,O,O,O,X,X,X,X,X,O,X,X,O,O,X,X,X,X,O,O
IOSLTZJ,X,O,O,O,X,X,X,O,X,O,X,X,O,O,X,X,X,X,O,X
IOSLJTZ,X,O,O,O,X,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSLJZT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSLZTJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOSLZJT,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSJTLZ,O,O,X,O,O,X,X,X,X,O,X,X,O,O,X,X,X,X,O,X
IOSJTZL,O,O,O,O,O,X,X,X,X,O,O,X,O,O,X,X,X,X,O,X
IOSJLTZ,O,O,X,O,O,X,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSJLZT,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSJZTL,O,O,O,O,O,X,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOSJZLT,O,O,X,O,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZTLJ,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOSZTJL,X,O,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,O,X
IOSZLTJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOSZLJT,X,O,X,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOSZJTL,X,O,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOSZJLT,X,O,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZTLJS,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOZTLSJ,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOZTJLS,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOZTJSL,X,X,X,O,O,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOZTSLJ,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOZTSJL,X,X,O,O,X,X,X,O,O,O,O,X,O,O,X,X,X,X,X,X
IOZLTJS,X,X,X,O,X,O,X,O,O,O,O,O,O,O,X,X,X,X,X,X
IOZLTSJ,X,X,O,O,X,X,X,O,X,O,O,X,O,O,X,X,X,X,X,X
IOZLJTS,X,X,X,O,X,O,X,O,X,X,X,O,O,O,X,X,X,X,X,X
IOZLJST,X,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZLSTJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
IOZLSJT,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJTLS,X,X,X,O,X,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOZJTSL,X,X,X,O,O,O,X,O,O,X,O,O,O,O,X,X,X,X,X,X
IOZJLTS,X,X,X,O,X,O,X,O,O,X,O,X,O,O,X,X,X,X,X,X
IOZJLST,O,X,X,O,X,O,X,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZJSTL,O,X,X,O,O,O,X,X,X,X,O,X,O,O,X,X,X,X,X,X
IOZJSLT,O,X,X,O,O,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSTLJ,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X
IOZSTJL,X,X,O,O,X,X,X,O,X,X,O,X,O,O,X,X,X,X,O,X
IOZSLTJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
IOZSLJT,X,X,X,O,X,X,O,X,X,X,X,X,O,X,X,X,X,X,X,X
IOZSJTL,X,X,O,O,X,O,X,X,X,X,X,X,O,O,X,X,X,X,X,X
IOZSJLT,X,X,X,O,X,O,O,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJSZO,X,O,O,O,X,X,X,X,O,X,X,O,O,O,X,X,X,X,X,X
LTIJSOZ,X,O,O,X,O,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJZSO,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTIJZOS,X,O,O,O,X,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTIJOSZ,X,O,O,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIJOZS,X,X,O,X,X,X,X,O,O,X,X,O,X,X,X,X,X,X,X,X
LTISJZO,O,O,O,O,X,X,X,X,O,X,X,X,O,O,X,X,X,X,X,X
LTISJOZ,O,O,X,X,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTISZJO,X,O,O,O,X,X,O,O,O,X,X,O,O,O,X,X,X,X,X,X
LTISZOJ,X,X,O,O,X,X,O,O,X,X,X,X,O,X,X,X,X,X,X,X
LTISOJZ,X,O,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTISOZJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTIZJSO,X,X,X,O,O,O,X,O,O,X,O,O,X,O,X,X,X,O,X,X
LTIZJOS,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,X,X,O,X,X
LTIZSJO,X,X,O,O,X,X,X,O,O,X,O,O,O,O,X,X,X,O,X,X
LTIZSOJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,X,X,X,O,X,X
LTIZOJS,X,X,X,O,X,O,X,O,O,X,O,O,X,X,X,O,X,O,X,X
LTIZOSJ,X,X,O,X,X,X,X,O,X,X,O,X,O,X,X,O,X,O,X,X
LTIOJSZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOJZS,X,X,X,O,X,X,X,O,O,X,O,X,X,X,X,X,O,X,X,X
LTIOSJZ,X,X,O,O,X,X,X,X,X,X,X,X,O,X,X,X,X,X,X,X
LTIOSZJ,X,X,O,O,X,X,X,O,X,X,X,X,O,X,X,X,X,X,X,X
LTIOZJS,X,X,X,O,X,O,X,O,O,X,O,O,X,X,O,X,O,X,X,X
LTIOZSJ,X,X,O,O,X,X,X,O,X,X,O,X,O,X,O,X,O,X,X,X
LTJISZO,X,O,O,O,X,X,O,X,O,X,X,O,X,X,X,X,X,X,X,X
LTJISOZ,X,O,O,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
LTJIZSO,X,O,O,O,O,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
LTJIZOS,X,O,O,O,X,O,X,O,O,X,O,O,X,X,X,O,X,X,X,X
