sequence,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCbBXcBTeB8kBGm?BlqB,v115@5gB8GeC8HeD8FeG8AeF8JeZ/IvhFCcBTeBukB/mBUg?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Jex7IvhFTeBKkBGgB/mB0f?BlqB,v115@5gB8GeC8HeD8FeG8AeF8Je//IvhFUbBFcBTeB2pBxl?BCrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhF8fBTeB5lB/rByu?BFrB,v115@5gB8GeC8HeD8FeG8AeF8JeO/IvhFTeBRgB0gB6mB3k?BlqB
JZSTILO,O,X,X,O,X,X
JZSTIOL,O,X,X,O,X,X
JZSTLIO,O,X,X,O,X,X
JZSTLOI,O,X,X,O,X,X
JZSTOIL,O,X,X,O,X,X
JZSTOLI,O,X,X,O,X,X
JZSITLO,O,X,X,O,X,X
JZSITOL,O,X,X,O,X,X
JZSILTO,O,X,X,O,X,X
JZSILOT,O,O,X,O,X,X
JZSIOTL,O,X,X,O,X,X
JZSIOLT,O,O,X,O,X,X
JZSLTIO,O,X,X,O,X,X
JZSLTOI,O,X,X,O,X,X
JZSLITO,O,X,X,O,X,X
JZSLIOT,O,O,X,O,X,X
JZSLOTI,O,X,X,O,X,X
JZSLOIT,O,O,X,O,X,X
JZSOTIL,O,X,X,O,X,X
JZSOTLI,O,X,X,O,X,X
JZSOITL,O,X,X,O,X,X
JZSOILT,O,O,X,O,X,X
JZSOLTI,O,X,X,O,X,X
JZSOLIT,O,O,X,O,X,X
JZOTILS,O,X,X,X,X,X
JZOTISL,O,O,X,O,X,X
JZOTLIS,O,X,X,O,X,X
JZOTLSI,O,X,X,O,X,X
JZOTSIL,O,O,X,O,X,X
JZOTSLI,O,O,X,O,X,X
JZOITLS,O,X,X,X,X,X
JZOITSL,O,O,X,O,X,X
JZOILTS,O,X,X,X,X,X
JZOILST,O,X,X,X,X,X
JZOISTL,O,X,X,O,X,X
JZOISLT,O,O,X,O,X,X
JZOLTIS,O,X,X,O,X,X
JZOLTSI,O,X,X,O,X,X
JZOLITS,O,X,X,O,X,X
JZOLIST,O,X,X,O,X,X
JZOLSTI,O,X,X,O,X,X
JZOLSIT,O,X,X,O,X,X
JZOSTIL,O,X,X,O,X,X
JZOSTLI,O,X,X,O,X,X
JZOSITL,O,X,X,O,X,X
JZOSILT,O,O,X,O,X,X
JZOSLTI,O,X,X,O,X,X
JZOSLIT,O,O,X,O,X,X
JOTILSZ,O,O,X,O,X,X
JOTILZS,O,X,X,O,X,X
JOTISLZ,O,O,X,O,X,X
JOTISZL,O,O,X,O,X,X
JOTIZLS,O,X,X,X,X,X
JOTIZSL,O,O,X,O,X,X
JOTLISZ,O,O,O,O,X,X
JOTLIZS,O,X,X,O,X,X
JOTLSIZ,O,O,O,O,X,X
JOTLSZI,O,O,O,O,X,X
JOTLZIS,O,X,X,O,X,X
JOTLZSI,O,X,O,O,X,X
JOTSILZ,O,O,O,O,X,O
JOTSIZL,O,O,X,O,X,O
JOTSLIZ,O,O,O,O,X,O
JOTSLZI,O,O,O,O,X,X
JOTSZIL,O,O,X,O,X,O
JOTSZLI,O,O,X,O,X,X
JOTZILS,O,X,X,X,X,X
JOTZISL,O,O,X,O,X,X
JOTZLIS,O,X,X,O,X,X
JOTZLSI,O,X,X,O,X,X
JOTZSIL,O,O,X,O,X,X
JOTZSLI,O,O,X,O,X,X
JOITLSZ,O,O,X,O,X,X
JOITLZS,O,X,X,O,X,X
JOITSLZ,O,O,X,O,X,X
JOITSZL,O,O,X,O,X,X
JOITZLS,O,X,X,X,X,X
JOITZSL,O,O,X,O,X,X
JOILTSZ,O,O,X,O,X,X
JOILTZS,O,X,X,O,X,X
JOILSTZ,O,O,X,O,X,X
JOILSZT,O,O,X,O,O,X
JOILZTS,O,X,X,O,O,X
JOILZST,O,X,X,O,O,X
JOISTLZ,O,O,O,O,X,X
JOISTZL,O,O,X,O,X,X
JOISLTZ,O,O,X,O,X,X
JOISLZT,O,O,X,O,O,X
JOISZTL,O,X,X,O,X,X
JOISZLT,O,O,X,O,X,X
JOIZTLS,O,X,X,X,X,X
JOIZTSL,O,O,X,O,X,X
JOIZLTS,O,X,X,X,X,X
JOIZLST,O,X,X,X,X,X
JOIZSTL,O,X,X,O,X,X
JOIZSLT,O,O,X,O,X,X
JOLTISZ,X,O,O,O,X,X
JOLTIZS,X,X,X,O,X,X
JOLTSIZ,X,O,O,O,X,X
JOLTSZI,X,O,O,O,X,X
JOLTZIS,X,X,X,O,X,X
JOLTZSI,X,X,O,O,X,X
JOLITSZ,O,O,X,O,X,X
JOLITZS,O,X,X,O,X,X
JOLISTZ,O,O,X,O,X,X
JOLISZT,O,O,X,O,O,X
JOLIZTS,O,X,X,O,O,X
JOLIZST,O,X,X,O,O,X
JOLSTIZ,X,O,O,O,X,X
JOLSTZI,X,O,O,O,X,X
JOLSITZ,O,O,X,O,X,X
JOLSIZT,O,O,X,O,O,X
JOLSZTI,O,X,X,O,O,X
JOLSZIT,O,O,X,O,O,X
JOLZTIS,O,X,X,O,O,X
JOLZTSI,O,X,X,O,O,X
JOLZITS,O,X,X,O,O,X
JOLZIST,O,X,X,O,O,X
JOLZSTI,O,X,X,O,O,X
JOLZSIT,O,X,X,O,O,X
JOSTILZ,O,O,O,O,X,O
JOSTIZL,O,O,X,O,X,O
JOSTLIZ,O,O,O,O,X,O
JOSTLZI,O,O,O,O,X,X
JOSTZIL,O,O,X,O,X,O
JOSTZLI,O,O,X,O,X,X
JOSITLZ,O,O,O,O,X,O
JOSITZL,O,O,X,O,X,O
JOSILTZ,O,O,X,O,X,O
JOSILZT,O,O,X,O,O,O
JOSIZTL,O,X,X,O,X,O
JOSIZLT,O,O,X,O,X,O
JOSLTIZ,X,O,O,O,X,O
JOSLTZI,X,O,O,O,X,X
JOSLITZ,O,O,X,O,X,O
JOSLIZT,O,O,X,O,O,O
JOSLZTI,O,X,X,O,O,X
JOSLZIT,O,O,X,O,O,X
JOSZTIL,O,X,X,O,X,O
JOSZTLI,O,X,X,O,X,X
JOSZITL,O,X,X,O,X,O
JOSZILT,O,O,X,O,X,O
JOSZLTI,O,X,X,O,X,X
JOSZLIT,O,O,X,O,X,X
JOZTILS,O,X,X,X,X,X
JOZTISL,O,O,X,O,X,X
JOZTLIS,O,X,X,O,X,X
JOZTLSI,O,X,X,O,X,X
JOZTSIL,O,O,X,O,X,X
JOZTSLI,O,O,X,O,X,X
JOZITLS,O,X,X,X,X,X
JOZITSL,O,O,X,O,X,X
JOZILTS,O,X,X,X,X,X
JOZILST,O,X,X,X,X,X
JOZISTL,O,X,X,O,X,X
JOZISLT,O,O,X,O,X,X
JOZLTIS,O,X,X,O,X,X
JOZLTSI,O,X,X,O,X,X
JOZLITS,O,X,X,O,X,X
JOZLIST,O,X,X,O,X,X
JOZLSTI,O,X,X,O,X,X
JOZLSIT,O,X,X,O,X,X
JOZSTIL,O,X,X,O,X,X
JOZSTLI,O,X,X,O,X,X
JOZSITL,O,X,X,O,X,X
JOZSILT,O,O,X,O,X,X
JOZSLTI,O,X,X,O,X,X
JOZSLIT,O,O,X,O,X,X
STILJZO,O,O,O,X,X,X
STILJOZ,O,O,O,X,X,O
STILZJO,O,O,O,X,O,X
STILZOJ,O,O,O,X,O,X
STILOJZ,O,O,O,X,X,O
STILOZJ,O,O,O,X,O,X
STIJLZO,O,O,O,X,X,X
STIJLOZ,O,O,O,X,X,O
STIJZLO,O,O,X,X,X,X
STIJZOL,O,O,X,X,X,O
STIJOLZ,O,O,O,X,X,O
STIJOZL,O,O,X,X,X,O
STIZLJO,O,O,O,X,X,X
STIZLOJ,O,O,O,X,X,X
STIZJLO,O,O,X,X,X,X
STIZJOL,O,O,X,X,X,O
STIZOLJ,O,O,O,X,X,X
STIZOJL,O,O,X,X,X,O
STIOLJZ,O,O,O,X,X,O
STIOLZJ,O,O,O,X,O,X
STIOJLZ,O,O,O,X,X,O
STIOJZL,O,O,X,X,X,O
STIOZLJ,O,O,O,X,X,X
STIOZJL,O,O,X,X,X,O
STLIJZO,O,O,O,O,X,X
STLIJOZ,O,O,O,O,X,O
STLIZJO,O,O,O,X,O,X
STLIZOJ,O,O,O,X,O,X
STLIOJZ,O,O,O,O,X,O
STLIOZJ,O,O,O,X,O,X
STLJIZO,O,O,O,O,X,X
STLJIOZ,O,O,O,O,X,O
STLJZIO,O,O,O,O,X,X
STLJZOI,O,O,O,O,X,X
STLJOIZ,O,O,O,O,X,O
STLJOZI,O,O,O,O,X,X
STLZIJO,O,O,O,X,O,X
STLZIOJ,O,O,O,X,O,X
STLZJIO,O,O,O,X,O,X
STLZJOI,O,O,O,X,O,X
STLZOIJ,O,O,O,X,O,X
STLZOJI,O,O,O,X,O,X
STLOIJZ,O,O,O,O,X,O
STLOIZJ,O,O,O,X,O,X
STLOJIZ,O,O,O,O,X,O
STLOJZI,O,O,O,O,X,X
STLOZIJ,O,O,O,X,O,X
STLOZJI,O,O,O,X,O,X
STJILZO,O,O,O,O,X,X
STJILOZ,O,O,O,O,X,O
STJIZLO,O,O,X,O,X,X
STJIZOL,O,O,X,O,X,O
STJIOLZ,O,O,O,O,X,O
STJIOZL,O,O,X,O,X,O
STJLIZO,O,O,O,O,X,X
STJLIOZ,O,O,O,O,X,O
STJLZIO,O,O,O,O,X,X
STJLZOI,O,O,O,O,X,X
STJLOIZ,O,O,O,O,X,O
STJLOZI,O,O,O,O,X,X
STJZILO,O,O,X,O,X,X
STJZIOL,O,O,X,O,X,O
STJZLIO,O,O,X,X,X,X
STJZLOI,O,O,X,O,X,X
STJZOIL,O,O,X,O,X,O
STJZOLI,O,O,X,O,X,X
STJOILZ,O,O,O,O,X,O
STJOIZL,O,O,X,O,X,O
STJOLIZ,O,O,O,O,X,O
STJOLZI,O,O,O,O,X,X
STJOZIL,O,O,X,O,X,O
STJOZLI,O,O,X,O,X,X
STZILJO,O,O,O,X,X,X
STZILOJ,O,O,O,X,X,X
STZIJLO,O,O,X,X,X,X
STZIJOL,O,O,X,X,X,O
STZIOLJ,O,O,O,X,X,X
STZIOJL,O,O,X,X,X,O
STZLIJO,O,O,O,X,X,X
STZLIOJ,O,O,O,X,X,X
STZLJIO,O,O,O,X,X,X
STZLJOI,O,O,O,X,X,X
STZLOIJ,O,O,O,X,X,X
STZLOJI,O,O,O,X,X,X
STZJILO,O,O,X,X,X,X
STZJIOL,O,O,X,X,X,O
STZJLIO,O,O,X,X,X,X
STZJLOI,O,O,X,X,X,X
STZJOIL,O,O,X,X,X,O
STZJOLI,O,O,X,X,X,X
STZOILJ,O,O,O,X,X,X
STZOIJL,O,O,X,X,X,O
STZOLIJ,O,O,O,X,X,X
STZOLJI,O,O,O,X,X,X
STZOJIL,O,O,X,X,X,O
STZOJLI,O,O,X,X,X,X
STOILJZ,O,O,O,X,X,O
STOILZJ,O,O,O,X,O,X
STOIJLZ,O,O,O,X,X,O
STOIJZL,O,O,X,X,X,O
STOIZLJ,O,O,O,X,X,X
STOIZJL,O,O,X,X,X,O
STOLIJZ,O,O,O,O,X,O
STOLIZJ,O,O,O,X,O,X
STOLJIZ,O,O,O,O,X,O
STOLJZI,O,O,O,O,X,X
STOLZIJ,O,O,O,X,O,X
STOLZJI,O,O,O,X,O,X
STOJILZ,O,O,O,O,X,O
STOJIZL,O,O,X,O,X,O
STOJLIZ,O,O,O,O,X,O
STOJLZI,O,O,O,O,X,X
STOJZIL,O,O,X,O,X,O
STOJZLI,O,O,X,O,X,X
STOZILJ,O,O,O,X,X,X
STOZIJL,O,O,X,X,X,O
STOZLIJ,O,O,O,X,X,X
STOZLJI,O,O,O,X,X,X
STOZJIL,O,O,X,X,X,O
STOZJLI,O,O,X,X,X,X
SITLJZO,O,O,O,X,X,X
SITLJOZ,O,O,O,X,X,O
SITLZJO,O,O,O,X,O,X
SITLZOJ,O,O,O,X,O,X
SITLOJZ,O,O,O,X,X,O
SITLOZJ,O,O,O,X,O,X
SITJLZO,O,O,O,X,X,X
SITJLOZ,O,O,O,X,X,O
SITJZLO,O,O,X,X,X,X
SITJZOL,O,O,X,X,X,O
SITJOLZ,O,O,O,X,X,O
SITJOZL,O,O,X,X,X,O
SITZLJO,O,O,O,X,X,X
SITZLOJ,O,O,O,X,X,X
SITZJLO,O,O,X,X,X,X
SITZJOL,O,O,X,X,X,O
SITZOLJ,O,O,O,X,X,X
SITZOJL,O,O,X,X,X,O
SITOLJZ,O,O,O,X,X,O
SITOLZJ,O,O,O,X,O,X
SITOJLZ,O,O,O,X,X,O
SITOJZL,O,O,X,X,X,O
SITOZLJ,O,O,O,X,X,X
SITOZJL,O,O,X,X,X,O
SILTJZO,O,O,O,X,X,X
SILTJOZ,O,O,O,X,X,X
SILTZJO,O,O,O,X,O,X
SILTZOJ,O,O,O,X,O,X
SILTOJZ,O,O,O,X,X,X
SILTOZJ,O,O,O,X,O,X
SILJTZO,O,O,X,X,X,X
SILJTOZ,O,O,X,X,X,X
SILJZTO,O,X,X,X,O,X
SILJZOT,O,O,X,X,O,X
SILJOTZ,O,O,X,X,X,O
SILJOZT,O,O,X,X,O,O
SILZTJO,X,O,X,X,O,X
SILZTOJ,O,O,X,X,O,X
SILZJTO,X,X,X,X,O,X
SILZJOT,O,O,X,X,O,X
SILZOTJ,O,O,X,X,O,X
SILZOJT,O,O,X,X,O,X
SILOTJZ,O,O,O,X,X,X
SILOTZJ,O,O,O,X,O,X
SILOJTZ,O,O,X,X,X,O
SILOJZT,O,O,X,X,O,O
SILOZTJ,O,O,X,X,O,X
SILOZJT,O,O,X,X,O,X
SIJTLZO,O,O,O,X,X,X
SIJTLOZ,O,O,O,X,X,O
SIJTZLO,O,O,X,X,X,X
SIJTZOL,O,O,X,X,X,O
SIJTOLZ,O,O,O,X,X,O
SIJTOZL,O,O,X,X,X,O
SIJLTZO,O,O,X,X,X,X
SIJLTOZ,O,O,X,X,X,X
SIJLZTO,O,X,X,X,O,X
SIJLZOT,O,O,X,X,O,X
SIJLOTZ,O,O,X,X,X,O
SIJLOZT,O,O,X,X,O,O
SIJZTLO,O,X,X,X,X,X
SIJZTOL,O,X,X,X,X,X
SIJZLTO,O,X,X,X,X,X
SIJZLOT,O,O,X,X,X,X
SIJZOTL,O,X,X,X,X,O
SIJZOLT,O,O,X,X,X,O
SIJOTLZ,O,O,O,X,X,O
SIJOTZL,O,O,X,X,X,O
SIJOLTZ,O,O,X,X,X,O
SIJOLZT,O,O,X,X,O,O
SIJOZTL,O,X,X,X,X,O
SIJOZLT,O,O,X,X,X,O
SIZTLJO,O,O,O,X,X,X
SIZTLOJ,O,O,O,X,X,X
SIZTJLO,O,O,X,X,X,X
SIZTJOL,O,O,X,X,X,X
SIZTOLJ,O,O,O,X,X,X
SIZTOJL,O,O,X,X,X,X
SIZLTJO,X,O,X,X,O,X
SIZLTOJ,O,O,X,X,O,X
SIZLJTO,O,X,X,X,O,X
SIZLJOT,O,O,X,X,O,X
SIZLOTJ,O,O,X,X,O,X
SIZLOJT,O,O,X,X,O,X
SIZJTLO,O,X,X,X,X,X
SIZJTOL,O,X,X,X,X,X
SIZJLTO,O,X,X,X,X,X
SIZJLOT,O,O,X,X,X,X
SIZJOTL,O,X,X,X,X,O
SIZJOLT,O,O,X,X,X,O
SIZOTLJ,O,O,O,X,X,X
SIZOTJL,O,O,X,X,X,X
SIZOLTJ,O,O,X,X,O,X
SIZOLJT,O,O,X,X,O,X
SIZOJTL,O,X,X,X,X,O
SIZOJLT,O,O,X,X,X,O
SIOTLJZ,O,O,O,X,X,O
SIOTLZJ,O,O,O,X,O,X
SIOTJLZ,O,O,O,X,X,O
SIOTJZL,O,O,X,X,X,O
SIOTZLJ,O,O,O,X,X,X
SIOTZJL,O,O,X,X,X,O
SIOLTJZ,O,O,O,X,X,X
SIOLTZJ,O,O,O,X,O,X
SIOLJTZ,O,O,X,X,X,O
SIOLJZT,O,O,X,X,O,O
SIOLZTJ,O,O,X,X,O,X
SIOLZJT,O,O,X,X,O,X
SIOJTLZ,O,O,O,X,X,O
SIOJTZL,O,O,X,X,X,O
SIOJLTZ,O,O,X,X,X,O
SIOJLZT,O,O,X,X,O,O
SIOJZTL,O,X,X,X,X,O
SIOJZLT,O,O,X,X,X,O
SIOZTLJ,O,O,O,X,X,X
SIOZTJL,O,O,X,X,X,X
SIOZLTJ,O,O,X,X,O,X
SIOZLJT,O,O,X,X,O,X
SIOZJTL,O,X,X,X,X,O
SIOZJLT,O,O,X,X,X,O
SLTIJZO,O,O,O,O,X,X
SLTIJOZ,O,O,O,O,X,O
SLTIZJO,O,O,O,X,O,X
SLTIZOJ,O,O,O,X,O,X
SLTIOJZ,O,O,O,O,X,O
SLTIOZJ,O,O,O,X,O,X
SLTJIZO,O,O,O,O,X,X
SLTJIOZ,O,O,O,O,X,O
SLTJZIO,O,O,O,O,X,X
SLTJZOI,O,O,O,O,X,X
SLTJOIZ,O,O,O,O,X,O
SLTJOZI,O,O,O,O,X,X
SLTZIJO,O,O,O,X,O,X
SLTZIOJ,O,O,O,X,O,X
SLTZJIO,O,O,O,X,O,X
SLTZJOI,O,O,O,X,O,X
SLTZOIJ,O,O,O,X,O,X
SLTZOJI,O,O,O,X,O,X
SLTOIJZ,O,O,O,O,X,O
SLTOIZJ,O,O,O,X,O,X
SLTOJIZ,O,O,O,O,X,O
SLTOJZI,O,O,O,O,X,X
SLTOZIJ,O,O,O,X,O,X
SLTOZJI,O,O,O,X,O,X
SLITJZO,O,O,O,O,X,X
SLITJOZ,O,O,O,O,X,X
SLITZJO,O,O,O,X,O,X
SLITZOJ,O,O,O,X,O,X
SLITOJZ,O,O,O,O,X,X
SLITOZJ,O,O,O,X,O,X
SLIJTZO,O,O,X,O,X,X
SLIJTOZ,O,O,X,O,X,X
SLIJZTO,O,X,X,O,O,X
SLIJZOT,O,O,X,O,O,X
SLIJOTZ,O,O,X,O,X,O
SLIJOZT,O,O,X,O,O,O
SLIZTJO,X,O,X,X,O,X
SLIZTOJ,O,O,X,X,O,X
SLIZJTO,X,X,X,X,O,X
SLIZJOT,O,O,X,X,O,X
SLIZOTJ,O,O,X,X,O,X
SLIZOJT,O,O,X,X,O,X
SLIOTJZ,O,O,O,O,X,X
SLIOTZJ,O,O,O,X,O,X
SLIOJTZ,O,O,X,O,X,O
SLIOJZT,O,O,X,O,O,O
SLIOZTJ,O,O,X,X,O,X
SLIOZJT,O,O,X,X,O,X
SLJTIZO,X,O,O,O,X,X
SLJTIOZ,X,O,O,O,X,O
SLJTZIO,X,O,O,O,X,X
SLJTZOI,X,O,O,O,X,X
SLJTOIZ,X,O,O,O,X,O
SLJTOZI,X,O,O,O,X,X
SLJITZO,O,O,X,O,X,X
SLJITOZ,O,O,X,O,X,X
SLJIZTO,O,X,X,O,O,X
SLJIZOT,O,O,X,O,O,X
SLJIOTZ,O,O,X,O,X,O
SLJIOZT,O,O,X,O,O,O
SLJZTIO,O,X,X,O,O,X
SLJZTOI,O,X,X,O,O,X
SLJZITO,O,X,X,O,O,X
SLJZIOT,O,O,X,O,O,X
SLJZOTI,O,X,X,O,O,X
SLJZOIT,O,O,X,O,O,X
SLJOTIZ,X,O,O,O,X,O
SLJOTZI,X,O,O,O,X,X
SLJOITZ,O,O,X,O,X,O
SLJOIZT,O,O,X,O,O,O
SLJOZTI,O,X,X,O,O,X
SLJOZIT,O,O,X,O,O,X
SLZTIJO,X,O,O,X,O,X
SLZTIOJ,O,O,O,X,O,X
SLZTJIO,X,O,O,X,O,X
SLZTJOI,X,O,O,X,O,X
SLZTOIJ,O,O,O,X,O,X
SLZTOJI,X,O,O,X,O,X
SLZITJO,X,O,X,X,O,X
SLZITOJ,O,O,X,X,O,X
SLZIJTO,X,X,X,X,O,X
SLZIJOT,O,O,X,X,O,X
SLZIOTJ,O,O,X,X,O,X
SLZIOJT,O,O,X,X,O,X
SLZJTIO,X,X,X,X,O,X
SLZJTOI,X,X,X,X,O,X
SLZJITO,X,X,X,X,O,X
SLZJIOT,O,O,X,X,O,X
SLZJOTI,X,X,X,X,O,X
SLZJOIT,O,O,X,X,O,X
SLZOTIJ,O,O,O,X,O,X
SLZOTJI,X,O,O,X,O,X
SLZOITJ,O,O,X,X,O,X
SLZOIJT,O,O,X,X,O,X
SLZOJTI,X,X,X,X,O,X
SLZOJIT,O,O,X,X,O,X
SLOTIJZ,O,O,O,O,X,O
SLOTIZJ,O,O,O,X,O,X
SLOTJIZ,O,O,O,O,X,O
SLOTJZI,O,O,O,O,X,X
SLOTZIJ,O,O,O,X,O,X
SLOTZJI,O,O,O,X,O,X
SLOITJZ,O,O,O,O,X,X
SLOITZJ,O,O,O,X,O,X
SLOIJTZ,O,O,X,O,X,O
SLOIJZT,O,O,X,O,O,O
SLOIZTJ,O,O,X,X,O,X
SLOIZJT,O,O,X,X,O,X
SLOJTIZ,X,O,O,O,X,O
SLOJTZI,X,O,O,O,X,X
SLOJITZ,O,O,X,O,X,O
SLOJIZT,O,O,X,O,O,O
SLOJZTI,O,X,X,O,O,X
SLOJZIT,O,O,X,O,O,X
SLOZTIJ,O,O,O,X,O,X
SLOZTJI,X,O,O,X,O,X
SLOZITJ,O,O,X,X,O,X
SLOZIJT,O,O,X,X,O,X
SLOZJTI,X,X,X,X,O,X
SLOZJIT,O,O,X,X,O,X
SJTILZO,O,O,O,O,X,X
SJTILOZ,O,O,O,O,X,O
SJTIZLO,O,O,X,O,X,X
SJTIZOL,O,O,X,O,X,O
SJTIOLZ,O,O,O,O,X,O
SJTIOZL,O,O,X,O,X,O
SJTLIZO,O,O,O,O,X,X
SJTLIOZ,O,O,O,O,X,O
SJTLZIO,O,O,O,O,X,X
SJTLZOI,O,O,O,O,X,X
SJTLOIZ,O,O,O,O,X,O
SJTLOZI,O,O,O,O,X,X
SJTZILO,O,O,X,O,X,X
SJTZIOL,O,O,X,O,X,O
SJTZLIO,O,O,X,O,X,X
SJTZLOI,O,O,X,O,X,X
SJTZOIL,O,O,X,O,X,O
SJTZOLI,O,O,X,O,X,X
SJTOILZ,O,O,O,O,X,O
SJTOIZL,O,O,X,O,X,O
SJTOLIZ,O,O,O,O,X,O
SJTOLZI,O,O,O,O,X,X
SJTOZIL,O,O,X,O,X,O
SJTOZLI,O,O,X,O,X,X
SJITLZO,O,O,O,O,X,X
SJITLOZ,O,O,O,O,X,O
SJITZLO,O,O,X,O,X,X
SJITZOL,O,O,X,O,X,O
SJITOLZ,O,O,O,O,X,O
SJITOZL,O,O,X,O,X,O
SJILTZO,O,O,X,O,X,X
SJILTOZ,O,O,X,O,X,X
SJILZTO,O,X,X,O,O,X
SJILZOT,O,O,X,O,O,X
SJILOTZ,O,O,X,O,X,O
SJILOZT,O,O,X,O,O,O
SJIZTLO,O,X,X,O,X,X
SJIZTOL,O,X,X,O,X,X
SJIZLTO,O,X,X,O,X,X
SJIZLOT,O,O,X,O,X,X
SJIZOTL,O,X,X,O,X,O
SJIZOLT,O,O,X,O,X,O
SJIOTLZ,O,O,O,O,X,O
SJIOTZL,O,O,X,O,X,O
SJIOLTZ,O,O,X,O,X,O
SJIOLZT,O,O,X,O,O,O
SJIOZTL,O,X,X,O,X,O
SJIOZLT,O,O,X,O,X,O
SJLTIZO,X,O,O,O,X,X
SJLTIOZ,X,O,O,O,X,O
SJLTZIO,X,O,O,O,X,X
SJLTZOI,X,O,O,O,X,X
SJLTOIZ,X,O,O,O,X,O
SJLTOZI,X,O,O,O,X,X
SJLITZO,O,O,X,O,X,X
SJLITOZ,O,O,X,O,X,X
SJLIZTO,O,X,X,O,O,X
SJLIZOT,O,O,X,O,O,X
SJLIOTZ,O,O,X,O,X,O
SJLIOZT,O,O,X,O,O,O
SJLZTIO,O,X,X,O,O,X
SJLZTOI,O,X,X,O,O,X
SJLZITO,O,X,X,O,O,X
SJLZIOT,O,O,X,O,O,X
SJLZOTI,O,X,X,O,O,X
SJLZOIT,O,O,X,O,O,X
SJLOTIZ,X,O,O,O,X,O
SJLOTZI,X,O,O,O,X,X
SJLOITZ,O,O,X,O,X,O
SJLOIZT,O,O,X,O,O,O
SJLOZTI,O,X,X,O,O,X
SJLOZIT,O,O,X,O,O,X
SJZTILO,O,X,X,O,X,X
SJZTIOL,O,X,X,O,X,O
SJZTLIO,O,X,X,O,X,X
SJZTLOI,O,X,X,O,X,X
SJZTOIL,O,X,X,O,X,O
SJZTOLI,O,X,X,O,X,X
SJZITLO,O,X,X,O,X,X
SJZITOL,O,X,X,O,X,X
SJZILTO,O,X,X,O,X,X
SJZILOT,O,O,X,O,X,X
SJZIOTL,O,X,X,O,X,O
SJZIOLT,O,O,X,O,X,O
SJZLTIO,O,X,X,O,X,X
SJZLTOI,O,X,X,O,X,X
SJZLITO,O,X,X,O,X,X
SJZLIOT,O,O,X,O,X,X
SJZLOTI,O,X,X,O,X,X
SJZLOIT,O,O,X,O,X,X
SJZOTIL,O,X,X,O,X,O
SJZOTLI,O,X,X,O,X,X
SJZOITL,O,X,X,O,X,O
SJZOILT,O,O,X,O,X,O
SJZOLTI,O,X,X,O,X,X
SJZOLIT,O,O,X,O,X,X
SJOTILZ,O,O,O,O,X,O
SJOTIZL,O,O,X,O,X,O
SJOTLIZ,O,O,O,O,X,O
SJOTLZI,O,O,O,O,X,X
SJOTZIL,O,O,X,O,X,O
SJOTZLI,O,O,X,O,X,X
SJOITLZ,O,O,O,O,X,O
SJOITZL,O,O,X,O,X,O
SJOILTZ,O,O,X,O,X,O
SJOILZT,O,O,X,O,O,O
SJOIZTL,O,X,X,O,X,O
SJOIZLT,O,O,X,O,X,O
SJOLTIZ,X,O,O,O,X,O
SJOLTZI,X,O,O,O,X,X
SJOLITZ,O,O,X,O,X,O
SJOLIZT,O,O,X,O,O,O
SJOLZTI,O,X,X,O,O,X
SJOLZIT,O,O,X,O,O,X
SJOZTIL,O,X,X,O,X,O
SJOZTLI,O,X,X,O,X,X
SJOZITL,O,X,X,O,X,O
SJOZILT,O,O,X,O,X,O
SJOZLTI,O,X,X,O,X,X
SJOZLIT,O,O,X,O,X,X
SZTILJO,O,O,O,X,X,X
SZTILOJ,O,O,O,X,X,X
SZTIJLO,O,O,X,X,X,X
SZTIJOL,O,O,X,X,X,O
SZTIOLJ,O,O,O,X,X,X
SZTIOJL,O,O,X,X,X,O
SZTLIJO,O,O,O,X,X,X
SZTLIOJ,O,O,O,X,X,X
SZTLJIO,O,O,O,X,X,X
SZTLJOI,O,O,O,X,X,X
SZTLOIJ,O,O,O,X,X,X
SZTLOJI,O,O,O,X,X,X
SZTJILO,O,O,X,X,X,X
SZTJIOL,O,O,X,X,X,O
SZTJLIO,O,O,X,X,X,X
SZTJLOI,O,O,X,X,X,X
SZTJOIL,O,O,X,X,X,O
SZTJOLI,O,O,X,X,X,X
SZTOILJ,O,O,O,X,X,X
SZTOIJL,O,O,X,X,X,O
SZTOLIJ,O,O,O,X,X,X
SZTOLJI,O,O,O,X,X,X
SZTOJIL,O,O,X,X,X,O
SZTOJLI,O,O,X,X,X,X
SZITLJO,O,O,O,X,X,X
SZITLOJ,O,O,O,X,X,X
SZITJLO,O,O,X,X,X,X
SZITJOL,O,O,X,X,X,X
SZITOLJ,O,O,O,X,X,X
SZITOJL,O,O,X,X,X,X
SZILTJO,X,O,X,X,O,X
SZILTOJ,O,O,X,X,O,X
SZILJTO,O,X,X,X,O,X
SZILJOT,O,O,X,X,O,X
SZILOTJ,O,O,X,X,O,X
SZILOJT,O,O,X,X,O,X
SZIJTLO,O,X,X,X,X,X
SZIJTOL,O,X,X,X,X,X
SZIJLTO,O,X,X,X,X,X
SZIJLOT,O,O,X,X,X,X
SZIJOTL,O,X,X,X,X,O
SZIJOLT,O,O,X,X,X,O
SZIOTLJ,O,O,O,X,X,X
