sequence,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFmcBqiBTeBFhBUn?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFlcBGeBUhBKnBzi?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFXcBTeBCiB0iBer?BVxB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFTeB2nB0mB6nBFm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFGdBTeB3hBlnBir?B8qB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhFSiBTeBUhBlnBmm?BXrB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF6hBldBcjB/nB2r?BzqB,v115@9gC8GeD8EeE8DeE8BeE8Jex6IvhF8hBGeBamBziBVs?BXrB
JOIZSLT,X,O,X,O,X,X,O,X
JOLTISZ,O,O,O,X,O,X,X,O
JOLTIZS,O,O,O,X,X,X,X,O
JOLTSIZ,O,O,O,X,O,X,X,O
JOLTSZI,X,O,O,X,O,X,X,O
JOLTZIS,O,O,O,X,X,X,X,O
JOLTZSI,X,O,O,X,O,X,X,O
JOLITSZ,O,O,O,X,X,X,X,O
JOLITZS,O,O,O,X,X,X,X,O
JOLISTZ,X,O,O,X,X,X,X,O
JOLISZT,X,O,X,X,X,X,O,X
JOLIZTS,O,O,X,O,X,X,X,O
JOLIZST,O,O,X,O,X,X,O,X
JOLSTIZ,X,O,O,X,X,X,X,O
JOLSTZI,X,O,O,X,X,X,X,O
JOLSITZ,X,O,O,X,X,X,X,O
JOLSIZT,X,O,X,X,X,X,O,X
JOLSZTI,X,O,X,X,X,X,O,X
JOLSZIT,X,O,X,X,X,X,O,X
JOLZTIS,O,O,X,O,X,X,X,O
JOLZTSI,O,O,X,O,X,X,X,O
JOLZITS,O,O,X,O,X,X,X,O
JOLZIST,O,O,X,O,X,X,O,X
JOLZSTI,X,O,X,O,X,X,O,X
JOLZSIT,O,O,X,O,X,X,O,X
JOSTILZ,X,X,O,X,X,X,X,X
JOSTIZL,X,X,O,X,X,X,X,X
JOSTLIZ,X,X,O,X,X,X,X,O
JOSTLZI,X,X,O,X,X,X,X,O
JOSTZIL,X,X,O,X,X,X,X,X
JOSTZLI,X,X,O,X,X,X,X,O
JOSITLZ,X,X,O,X,X,X,X,X
JOSITZL,X,X,O,X,X,X,X,X
JOSILTZ,X,O,O,X,X,X,X,O
JOSILZT,X,O,X,X,X,X,O,X
JOSIZTL,X,X,O,O,X,X,O,X
JOSIZLT,X,O,X,O,X,X,O,X
JOSLTIZ,X,O,O,X,X,X,X,O
JOSLTZI,X,O,O,X,X,X,X,O
JOSLITZ,X,O,O,X,X,X,X,O
JOSLIZT,X,O,X,X,X,X,O,X
JOSLZTI,X,O,X,X,X,X,O,X
JOSLZIT,X,O,X,X,X,X,O,X
JOSZTIL,X,X,O,O,X,X,O,X
JOSZTLI,X,X,O,O,X,X,O,X
JOSZITL,X,X,O,O,X,X,O,X
JOSZILT,X,O,X,O,X,X,O,X
JOSZLTI,X,O,X,O,X,X,O,X
JOSZLIT,X,O,X,O,X,X,O,X
JOZTILS,O,O,O,O,X,O,X,O
JOZTISL,X,X,O,O,X,X,X,X
JOZTLIS,O,O,O,O,X,O,X,O
JOZTLSI,O,O,O,O,X,O,X,O
JOZTSIL,X,X,O,O,X,X,X,X
JOZTSLI,X,X,O,O,X,X,X,O
JOZITLS,O,O,O,O,X,O,X,X
JOZITSL,X,X,O,O,X,X,X,X
JOZILTS,O,O,X,O,X,X,X,O
JOZILST,O,O,X,O,X,X,O,X
JOZISTL,X,X,O,O,X,X,O,X
JOZISLT,X,O,X,O,X,X,O,X
JOZLTIS,O,O,X,O,X,X,X,O
JOZLTSI,O,O,X,O,X,X,X,O
JOZLITS,O,O,X,O,X,X,X,O
JOZLIST,O,O,X,O,X,X,O,X
JOZLSTI,X,O,X,O,X,X,O,X
JOZLSIT,O,O,X,O,X,X,O,X
JOZSTIL,X,X,O,O,X,X,O,X
JOZSTLI,X,X,O,O,X,X,O,X
JOZSITL,X,X,O,O,X,X,O,X
JOZSILT,X,O,X,O,X,X,O,X
JOZSLTI,X,O,X,O,X,X,O,X
JOZSLIT,X,O,X,O,X,X,O,X
STILJZO,X,X,X,X,O,O,X,X
STILJOZ,O,X,X,X,O,O,X,X
STILZJO,X,X,X,X,O,O,X,X
STILZOJ,X,X,X,X,O,O,X,X
STILOJZ,O,X,X,X,O,O,X,X
STILOZJ,X,X,X,X,O,O,X,X
STIJLZO,X,X,O,X,O,O,O,X
STIJLOZ,O,X,O,X,O,O,X,X
STIJZLO,O,X,O,X,X,O,O,X
STIJZOL,X,X,O,X,X,O,O,X
STIJOLZ,X,X,O,X,O,O,X,X
STIJOZL,X,X,O,X,X,O,X,X
STIZLJO,O,X,X,X,X,O,O,X
STIZLOJ,O,X,X,X,X,O,X,X
STIZJLO,O,X,X,X,X,O,O,X
STIZJOL,X,X,X,X,X,O,O,X
STIZOLJ,O,X,X,X,X,O,X,X
STIZOJL,X,X,X,X,X,O,O,X
STIOLJZ,O,X,X,X,O,O,X,X
STIOLZJ,X,X,X,X,O,O,X,X
STIOJLZ,X,X,O,X,O,O,X,X
STIOJZL,X,X,O,X,X,O,X,X
STIOZLJ,O,X,X,X,X,O,X,X
STIOZJL,X,X,X,X,X,O,X,X
STLIJZO,X,X,X,X,O,O,X,X
STLIJOZ,O,X,X,X,O,O,X,X
STLIZJO,X,X,X,X,O,O,X,X
STLIZOJ,X,X,X,X,O,O,X,O
STLIOJZ,O,X,X,X,O,O,X,O
STLIOZJ,X,X,X,X,O,O,X,O
STLJIZO,X,X,X,X,O,O,X,X
STLJIOZ,O,X,X,X,O,O,X,X
STLJZIO,X,X,X,X,O,O,X,X
STLJZOI,X,X,X,X,O,O,X,X
STLJOIZ,O,X,X,X,O,O,X,X
STLJOZI,X,X,X,X,O,O,X,X
STLZIJO,X,X,X,X,O,O,X,X
STLZIOJ,X,X,X,X,O,O,X,O
STLZJIO,X,X,X,X,O,O,X,X
STLZJOI,X,X,X,X,O,O,X,X
STLZOIJ,X,X,X,X,O,O,X,O
STLZOJI,X,X,X,X,O,O,X,O
STLOIJZ,O,X,X,X,O,O,X,O
STLOIZJ,X,X,X,X,O,O,X,O
STLOJIZ,O,X,X,X,O,O,X,O
STLOJZI,X,X,X,X,O,O,X,O
STLOZIJ,X,X,X,X,O,O,X,O
STLOZJI,X,X,X,X,O,O,X,O
STJILZO,X,X,O,X,O,O,O,X
STJILOZ,O,X,O,X,O,O,X,X
STJIZLO,O,X,O,X,X,O,O,X
STJIZOL,X,X,O,X,X,O,O,X
STJIOLZ,X,X,O,X,O,O,X,X
STJIOZL,X,X,O,X,X,O,X,X
STJLIZO,X,X,O,X,O,O,O,X
STJLIOZ,O,X,O,X,O,O,X,X
STJLZIO,X,X,O,X,O,O,O,X
STJLZOI,X,X,O,X,O,O,O,X
STJLOIZ,O,X,O,X,O,O,X,X
STJLOZI,X,X,O,X,O,O,X,X
STJZILO,O,X,O,X,X,O,O,X
STJZIOL,X,X,O,X,X,O,O,X
STJZLIO,O,X,O,X,O,O,O,X
STJZLOI,O,X,O,X,O,O,O,X
STJZOIL,X,X,O,X,X,O,O,X
STJZOLI,X,X,O,X,O,O,O,X
STJOILZ,X,X,O,X,O,O,X,X
STJOIZL,X,X,O,X,X,O,X,X
STJOLIZ,X,X,O,X,O,O,X,X
STJOLZI,X,X,O,X,O,O,X,X
STJOZIL,X,X,O,X,X,O,X,X
STJOZLI,X,X,O,X,O,O,X,X
STZILJO,O,X,X,X,X,O,O,X
STZILOJ,O,X,X,X,X,O,X,X
STZIJLO,O,X,X,X,X,O,O,X
STZIJOL,X,X,X,X,X,O,O,X
STZIOLJ,O,X,X,X,X,O,X,X
STZIOJL,X,X,X,X,X,O,O,X
STZLIJO,O,X,X,X,O,O,O,X
STZLIOJ,O,X,X,X,O,O,X,O
STZLJIO,O,X,X,X,O,O,O,X
STZLJOI,O,X,X,X,O,O,O,X
STZLOIJ,O,X,X,X,O,O,X,O
STZLOJI,O,X,X,X,O,O,X,O
STZJILO,O,X,X,X,X,O,O,X
STZJIOL,X,X,X,X,X,O,O,X
STZJLIO,O,X,X,X,O,O,O,X
STZJLOI,O,X,X,X,O,O,O,X
STZJOIL,X,X,X,X,X,O,O,X
STZJOLI,X,X,X,X,O,O,O,X
STZOILJ,O,X,X,X,X,O,X,X
STZOIJL,X,X,X,X,X,O,O,X
STZOLIJ,O,X,X,X,O,O,X,O
STZOLJI,O,X,X,X,O,O,X,O
STZOJIL,X,X,X,X,X,O,O,X
STZOJLI,X,X,X,X,O,O,O,O
STOILJZ,O,X,X,X,O,O,X,X
STOILZJ,X,X,X,X,O,O,X,X
STOIJLZ,X,X,O,X,O,O,X,X
STOIJZL,X,X,O,X,X,O,X,X
STOIZLJ,O,X,X,X,X,O,X,X
STOIZJL,X,X,X,X,X,O,X,X
STOLIJZ,O,X,X,X,O,O,X,O
STOLIZJ,X,X,X,X,O,O,X,O
STOLJIZ,O,X,X,X,O,O,X,O
STOLJZI,X,X,X,X,O,O,X,O
STOLZIJ,X,X,X,X,O,O,X,O
STOLZJI,X,X,X,X,O,O,X,O
STOJILZ,X,X,O,X,O,O,X,X
STOJIZL,X,X,O,X,X,O,X,X
STOJLIZ,X,X,O,X,O,O,X,O
STOJLZI,X,X,O,X,O,O,X,O
STOJZIL,X,X,O,X,X,O,X,X
STOJZLI,X,X,O,X,O,O,X,O
STOZILJ,O,X,X,X,X,O,X,X
STOZIJL,X,X,X,X,X,O,X,X
STOZLIJ,O,X,X,X,O,O,X,O
STOZLJI,O,X,X,X,O,O,X,O
STOZJIL,X,X,X,X,X,O,X,X
STOZJLI,X,X,X,X,O,O,X,O
SITLJZO,X,X,X,X,X,O,X,X
SITLJOZ,O,X,X,X,X,O,X,X
SITLZJO,X,X,X,X,X,O,X,X
SITLZOJ,X,X,X,X,X,O,X,X
SITLOJZ,O,X,X,X,X,O,X,X
SITLOZJ,X,X,X,X,X,O,X,X
SITJLZO,X,X,O,X,X,O,O,X
SITJLOZ,O,X,O,X,X,O,X,X
SITJZLO,O,X,O,X,X,O,O,X
SITJZOL,X,X,O,X,X,O,O,X
SITJOLZ,X,X,O,X,X,O,X,X
SITJOZL,X,X,O,X,X,O,X,X
SITZLJO,O,X,X,X,X,O,O,X
SITZLOJ,O,X,X,X,X,O,X,X
SITZJLO,O,X,X,X,X,O,O,X
SITZJOL,X,X,X,X,X,O,O,X
SITZOLJ,O,X,X,X,X,O,X,X
SITZOJL,X,X,X,X,X,O,O,X
SITOLJZ,O,X,X,X,X,O,X,X
SITOLZJ,X,X,X,X,X,O,X,X
SITOJLZ,X,X,O,X,X,O,X,X
SITOJZL,X,X,O,X,X,O,X,X
SITOZLJ,O,X,X,X,X,O,X,X
SITOZJL,X,X,X,X,X,O,X,X
SILTJZO,X,O,X,X,X,X,X,X
SILTJOZ,O,O,X,X,X,X,X,X
SILTZJO,X,O,X,X,X,X,X,X
SILTZOJ,X,O,X,X,X,X,X,O
SILTOJZ,O,O,X,X,X,X,X,O
SILTOZJ,X,O,X,X,X,X,X,O
SILJTZO,X,O,O,X,X,X,O,X
SILJTOZ,X,O,O,X,X,X,X,X
SILJZTO,X,O,X,X,X,X,O,X
SILJZOT,X,O,X,X,X,X,O,X
SILJOTZ,X,O,O,X,X,X,X,O
SILJOZT,X,O,X,X,X,X,O,X
SILZTJO,O,O,X,X,X,X,O,X
SILZTOJ,O,O,X,X,X,X,X,X
SILZJTO,X,O,X,X,X,X,O,X
SILZJOT,O,O,X,X,X,X,O,X
SILZOTJ,O,O,X,X,X,X,X,X
SILZOJT,O,O,X,X,X,X,X,X
SILOTJZ,O,O,X,X,X,X,X,O
SILOTZJ,X,O,X,X,X,X,X,O
SILOJTZ,X,O,O,X,X,X,X,O
SILOJZT,X,O,X,X,X,X,X,X
SILOZTJ,O,O,X,X,X,X,X,X
SILOZJT,O,O,X,X,X,X,X,X
SIJTLZO,X,X,O,X,X,X,O,X
SIJTLOZ,X,X,O,X,X,X,X,X
SIJTZLO,X,X,O,X,X,X,O,X
SIJTZOL,X,X,O,X,X,X,O,X
SIJTOLZ,X,X,O,X,X,X,X,X
SIJTOZL,X,X,O,X,X,X,X,X
SIJLTZO,X,O,O,X,X,X,O,X
SIJLTOZ,X,O,O,X,X,X,X,X
SIJLZTO,X,O,X,X,X,X,O,X
SIJLZOT,X,O,X,X,X,X,O,X
SIJLOTZ,X,O,O,X,X,X,X,O
SIJLOZT,X,O,X,X,X,X,O,X
SIJZTLO,X,O,O,O,X,X,O,X
SIJZTOL,X,X,O,O,X,X,O,X
SIJZLTO,X,O,X,O,X,X,O,X
SIJZLOT,X,X,X,O,X,X,O,X
SIJZOTL,X,X,O,O,X,X,O,X
SIJZOLT,X,X,X,O,X,X,O,X
SIJOTLZ,X,X,O,X,X,X,X,X
SIJOTZL,X,X,O,X,X,X,X,X
SIJOLTZ,X,O,O,X,X,X,X,O
SIJOLZT,X,O,X,X,X,X,O,X
SIJOZTL,X,X,O,O,X,X,O,X
SIJOZLT,X,O,X,O,X,X,O,X
SIZTLJO,O,O,X,X,X,X,O,X
SIZTLOJ,O,O,X,X,X,O,X,X
SIZTJLO,O,O,X,X,X,X,O,X
SIZTJOL,X,X,X,X,X,X,O,X
SIZTOLJ,O,X,X,X,X,O,X,X
SIZTOJL,X,X,X,X,X,X,O,X
SIZLTJO,O,O,X,X,X,X,O,X
SIZLTOJ,O,O,X,X,X,X,X,X
SIZLJTO,X,O,X,X,X,X,O,X
SIZLJOT,O,X,X,X,X,X,O,X
SIZLOTJ,O,O,X,X,X,X,X,X
SIZLOJT,O,O,X,X,X,X,X,X
SIZJTLO,X,O,O,O,X,X,O,X
SIZJTOL,X,X,O,O,X,X,O,X
SIZJLTO,X,O,X,O,X,X,O,X
SIZJLOT,O,X,X,O,X,X,O,X
SIZJOTL,X,X,O,O,X,X,O,X
SIZJOLT,X,X,X,O,X,X,O,X
SIZOTLJ,O,X,X,X,X,O,X,X
SIZOTJL,X,X,X,X,X,X,O,X
SIZOLTJ,O,O,X,X,X,X,X,X
SIZOLJT,O,O,X,X,X,X,X,X
SIZOJTL,X,X,O,X,X,X,O,X
SIZOJLT,X,O,X,X,X,X,O,X
SIOTLJZ,O,X,X,X,X,O,X,X
SIOTLZJ,X,X,X,X,X,O,X,X
SIOTJLZ,X,X,O,X,X,O,X,X
SIOTJZL,X,X,O,X,X,O,X,X
SIOTZLJ,O,X,X,X,X,O,X,X
SIOTZJL,X,X,X,X,X,O,X,X
SIOLTJZ,O,O,X,X,X,X,X,O
SIOLTZJ,X,O,X,X,X,X,X,O
SIOLJTZ,X,O,O,X,X,X,X,O
SIOLJZT,X,O,X,X,X,X,X,X
SIOLZTJ,O,O,X,X,X,X,X,X
SIOLZJT,O,O,X,X,X,X,X,X
SIOJTLZ,X,X,O,X,X,X,X,X
SIOJTZL,X,X,O,X,X,X,X,X
SIOJLTZ,X,O,O,X,X,X,X,O
SIOJLZT,X,O,X,X,X,X,O,X
SIOJZTL,X,X,O,O,X,X,O,X
SIOJZLT,X,O,X,O,X,X,O,X
SIOZTLJ,O,X,X,X,X,O,X,X
SIOZTJL,X,X,X,X,X,X,O,X
SIOZLTJ,O,O,X,X,X,X,X,X
SIOZLJT,O,O,X,X,X,X,X,X
SIOZJTL,X,X,O,X,X,X,O,X
SIOZJLT,X,O,X,X,X,X,O,X
SLTIJZO,X,O,X,X,O,X,X,X
SLTIJOZ,O,O,X,X,O,X,X,X
SLTIZJO,X,O,X,X,O,X,X,X
SLTIZOJ,X,O,X,X,O,X,X,O
SLTIOJZ,O,O,X,X,O,X,X,O
SLTIOZJ,X,O,X,X,O,X,X,O
SLTJIZO,X,O,X,X,O,X,X,X
SLTJIOZ,O,O,X,X,O,X,X,X
SLTJZIO,X,O,X,X,O,X,X,X
SLTJZOI,X,O,X,X,O,X,X,X
SLTJOIZ,O,O,X,X,O,X,X,X
SLTJOZI,X,O,X,X,O,X,X,X
SLTZIJO,X,O,X,X,O,X,X,X
SLTZIOJ,X,O,X,X,O,X,X,O
SLTZJIO,X,O,X,X,O,X,X,X
SLTZJOI,X,O,X,X,O,X,X,X
SLTZOIJ,X,O,X,X,O,X,X,O
SLTZOJI,X,O,X,X,O,X,X,O
SLTOIJZ,O,O,X,X,O,X,X,O
SLTOIZJ,X,O,X,X,O,X,X,O
SLTOJIZ,O,O,X,X,O,X,X,O
SLTOJZI,X,O,X,X,O,X,X,O
SLTOZIJ,X,O,X,X,O,X,X,O
SLTOZJI,X,O,X,X,O,X,X,O
SLITJZO,X,O,X,X,O,X,X,X
SLITJOZ,O,O,X,X,O,X,X,X
SLITZJO,X,O,X,X,O,X,X,X
SLITZOJ,X,O,X,X,O,X,X,O
SLITOJZ,O,O,X,X,O,X,X,O
SLITOZJ,X,O,X,X,O,X,X,O
SLIJTZO,X,O,O,X,X,X,O,X
SLIJTOZ,X,O,O,X,X,X,X,X
SLIJZTO,X,O,X,X,X,X,O,X
SLIJZOT,X,O,X,X,X,X,O,X
SLIJOTZ,X,O,O,X,X,X,X,O
SLIJOZT,X,O,X,X,X,X,O,X
SLIZTJO,O,O,X,X,X,X,O,X
SLIZTOJ,O,O,X,X,X,X,X,X
SLIZJTO,X,O,X,X,X,X,O,X
SLIZJOT,O,O,X,X,X,X,O,X
SLIZOTJ,O,O,X,X,X,X,X,X
SLIZOJT,O,O,X,X,X,X,X,X
SLIOTJZ,O,O,X,X,X,X,X,O
SLIOTZJ,X,O,X,X,X,X,X,O
SLIOJTZ,X,O,O,X,X,X,X,O
SLIOJZT,X,O,X,X,X,X,X,X
SLIOZTJ,O,O,X,X,X,X,X,X
SLIOZJT,O,O,X,X,X,X,X,X
SLJTIZO,X,O,O,X,O,X,O,X
SLJTIOZ,X,O,O,X,O,X,X,X
SLJTZIO,X,O,O,X,O,X,O,X
SLJTZOI,X,O,O,X,O,X,O,X
SLJTOIZ,X,O,O,X,O,X,X,X
SLJTOZI,X,O,O,X,O,X,X,X
SLJITZO,X,O,O,X,X,X,O,X
SLJITOZ,X,O,O,X,X,X,X,X
SLJIZTO,X,O,X,X,X,X,O,X
SLJIZOT,X,O,X,X,X,X,O,X
SLJIOTZ,X,O,O,X,X,X,X,O
SLJIOZT,X,O,X,X,X,X,O,X
SLJZTIO,X,O,X,X,X,X,O,X
SLJZTOI,X,O,X,X,X,X,O,X
SLJZITO,X,O,X,X,X,X,O,X
SLJZIOT,X,O,X,X,X,X,O,X
SLJZOTI,X,O,X,X,X,X,O,X
SLJZOIT,X,O,X,X,X,X,O,X
SLJOTIZ,X,O,O,X,X,X,X,O
SLJOTZI,X,O,O,X,X,X,X,O
SLJOITZ,X,O,O,X,X,X,X,O
SLJOIZT,X,O,X,X,X,X,O,X
SLJOZTI,X,O,X,X,X,X,O,X
SLJOZIT,X,O,X,X,X,X,O,X
SLZTIJO,O,O,X,X,O,X,O,X
SLZTIOJ,O,O,X,X,O,X,X,X
SLZTJIO,O,O,X,X,O,X,O,X
SLZTJOI,O,O,X,X,O,X,O,X
SLZTOIJ,O,O,X,X,O,X,X,X
SLZTOJI,O,O,X,X,O,X,X,X
SLZITJO,O,O,X,X,X,X,O,X
SLZITOJ,O,O,X,X,X,X,X,X
SLZIJTO,X,O,X,X,X,X,O,X
SLZIJOT,O,O,X,X,X,X,O,X
SLZIOTJ,O,O,X,X,X,X,X,X
SLZIOJT,O,O,X,X,X,X,X,X
SLZJTIO,X,O,X,X,X,X,O,X
SLZJTOI,X,O,X,X,X,X,O,X
SLZJITO,X,O,X,X,X,X,O,X
SLZJIOT,O,O,X,X,X,X,O,X
SLZJOTI,X,O,X,X,X,X,O,X
SLZJOIT,O,O,X,X,X,X,O,X
SLZOTIJ,O,O,X,X,X,X,X,X
SLZOTJI,O,O,X,X,X,X,X,X
SLZOITJ,O,O,X,X,X,X,X,X
SLZOIJT,O,O,X,X,X,X,X,X
SLZOJTI,X,O,X,X,X,X,X,X
SLZOJIT,O,O,X,X,X,X,X,X
SLOTIJZ,O,O,X,X,O,X,X,O
SLOTIZJ,X,O,X,X,O,X,X,O
SLOTJIZ,O,O,X,X,O,X,X,O
SLOTJZI,X,O,X,X,O,X,X,O
SLOTZIJ,X,O,X,X,O,X,X,O
SLOTZJI,X,O,X,X,O,X,X,O
SLOITJZ,O,O,X,X,X,X,X,O
SLOITZJ,X,O,X,X,X,X,X,O
SLOIJTZ,X,O,O,X,X,X,X,O
SLOIJZT,X,O,X,X,X,X,X,X
SLOIZTJ,O,O,X,X,X,X,X,X
SLOIZJT,O,O,X,X,X,X,X,X
SLOJTIZ,X,O,O,X,X,X,X,O
SLOJTZI,X,O,O,X,X,X,X,O
SLOJITZ,X,O,O,X,X,X,X,O
SLOJIZT,X,O,X,X,X,X,X,X
SLOJZTI,X,O,X,X,X,X,X,X
SLOJZIT,X,O,X,X,X,X,X,X
SLOZTIJ,O,O,X,X,X,X,X,X
SLOZTJI,O,O,X,X,X,X,X,X
SLOZITJ,O,O,X,X,X,X,X,X
SLOZIJT,O,O,X,X,X,X,X,X
SLOZJTI,X,O,X,X,X,X,X,X
SLOZJIT,O,O,X,X,X,X,X,X
SJTILZO,X,X,O,X,X,X,O,X
SJTILOZ,X,X,O,X,X,X,X,X
SJTIZLO,X,X,O,X,X,X,O,X
SJTIZOL,X,X,O,X,X,X,O,X
SJTIOLZ,X,X,O,X,X,X,X,X
SJTIOZL,X,X,O,X,X,X,X,X
SJTLIZO,X,X,O,X,X,X,O,X
SJTLIOZ,X,X,O,X,X,X,X,X
SJTLZIO,X,X,O,X,X,X,O,X
SJTLZOI,X,X,O,X,X,X,O,X
SJTLOIZ,X,X,O,X,X,X,X,X
SJTLOZI,X,X,O,X,X,X,X,X
SJTZILO,X,X,O,X,X,X,O,X
SJTZIOL,X,X,O,X,X,X,O,X
SJTZLIO,X,X,O,X,X,X,O,X
SJTZLOI,X,X,O,X,X,X,O,X
SJTZOIL,X,X,O,X,X,X,O,X
SJTZOLI,X,X,O,X,X,X,O,X
SJTOILZ,X,X,O,X,X,X,X,X
SJTOIZL,X,X,O,X,X,X,X,X
SJTOLIZ,X,X,O,X,X,X,X,X
SJTOLZI,X,X,O,X,X,X,X,X
SJTOZIL,X,X,O,X,X,X,X,X
SJTOZLI,X,X,O,X,X,X,X,X
SJITLZO,X,X,O,X,X,X,O,X
SJITLOZ,X,X,O,X,X,X,X,X
SJITZLO,X,X,O,X,X,X,O,X
SJITZOL,X,X,O,X,X,X,O,X
SJITOLZ,X,X,O,X,X,X,X,X
SJITOZL,X,X,O,X,X,X,X,X
SJILTZO,X,O,O,X,X,X,O,X
SJILTOZ,X,O,O,X,X,X,X,X
SJILZTO,X,O,X,X,X,X,O,X
SJILZOT,X,O,X,X,X,X,O,X
SJILOTZ,X,O,O,X,X,X,X,O
SJILOZT,X,O,X,X,X,X,O,X
SJIZTLO,X,O,O,O,X,X,O,X
SJIZTOL,X,X,O,O,X,X,O,X
SJIZLTO,X,O,X,O,X,X,O,X
SJIZLOT,X,X,X,O,X,X,O,X
SJIZOTL,X,X,O,O,X,X,O,X
SJIZOLT,X,X,X,O,X,X,O,X
SJIOTLZ,X,X,O,X,X,X,X,X
SJIOTZL,X,X,O,X,X,X,X,X
SJIOLTZ,X,O,O,X,X,X,X,O
SJIOLZT,X,O,X,X,X,X,O,X
SJIOZTL,X,X,O,O,X,X,O,X
SJIOZLT,X,O,X,O,X,X,O,X
SJLTIZO,X,O,O,X,X,X,O,X
SJLTIOZ,X,O,O,X,X,X,X,X
SJLTZIO,X,O,O,X,X,X,O,X
SJLTZOI,X,O,O,X,X,X,O,X
SJLTOIZ,X,O,O,X,X,X,X,X
SJLTOZI,X,X,O,X,X,X,X,X
SJLITZO,X,O,O,X,X,X,O,X
SJLITOZ,X,O,O,X,X,X,X,X
SJLIZTO,X,O,X,X,X,X,O,X
SJLIZOT,X,O,X,X,X,X,O,X
SJLIOTZ,X,O,O,X,X,X,X,O
SJLIOZT,X,O,X,X,X,X,O,X
SJLZTIO,X,O,X,X,X,X,O,X
SJLZTOI,X,O,X,X,X,X,O,X
SJLZITO,X,O,X,X,X,X,O,X
SJLZIOT,X,O,X,X,X,X,O,X
SJLZOTI,X,O,X,X,X,X,O,X
SJLZOIT,X,O,X,X,X,X,O,X
SJLOTIZ,X,O,O,X,X,X,X,O
SJLOTZI,X,X,O,X,X,X,X,O
SJLOITZ,X,O,O,X,X,X,X,O
SJLOIZT,X,O,X,X,X,X,O,X
SJLOZTI,X,O,X,X,X,X,O,X
SJLOZIT,X,O,X,X,X,X,O,X
SJZTILO,X,O,O,O,X,X,O,X
SJZTIOL,X,X,O,O,X,X,O,X
SJZTLIO,X,X,O,O,X,X,O,X
SJZTLOI,X,X,O,O,X,X,O,X
SJZTOIL,X,X,O,O,X,X,O,X
SJZTOLI,X,X,O,O,X,X,O,X
SJZITLO,X,O,O,O,X,X,O,X
SJZITOL,X,X,O,O,X,X,O,X
SJZILTO,X,O,X,O,X,X,O,X
SJZILOT,X,X,X,O,X,X,O,X
SJZIOTL,X,X,O,O,X,X,O,X
SJZIOLT,X,X,X,O,X,X,O,X
SJZLTIO,X,O,X,O,X,X,O,X
SJZLTOI,X,X,X,O,X,X,O,X
SJZLITO,X,O,X,O,X,X,O,X
SJZLIOT,X,X,X,O,X,X,O,X
SJZLOTI,X,X,X,O,X,X,O,X
SJZLOIT,X,X,X,O,X,X,O,X
SJZOTIL,X,X,O,O,X,X,O,X
SJZOTLI,X,X,O,O,X,X,O,X
SJZOITL,X,X,O,O,X,X,O,X
SJZOILT,X,X,X,O,X,X,O,X
SJZOLTI,X,X,X,O,X,X,O,X
SJZOLIT,X,X,X,O,X,X,O,X
SJOTILZ,X,X,O,X,X,X,X,X
SJOTIZL,X,X,O,X,X,X,X,X
SJOTLIZ,X,X,O,X,X,X,X,O
SJOTLZI,X,X,O,X,X,X,X,O
SJOTZIL,X,X,O,X,X,X,X,X
SJOTZLI,X,X,O,X,X,X,X,O
SJOITLZ,X,X,O,X,X,X,X,X
SJOITZL,X,X,O,X,X,X,X,X
SJOILTZ,X,O,O,X,X,X,X,O
SJOILZT,X,O,X,X,X,X,O,X
SJOIZTL,X,X,O,O,X,X,O,X
SJOIZLT,X,O,X,O,X,X,O,X
SJOLTIZ,X,O,O,X,X,X,X,O
SJOLTZI,X,O,O,X,X,X,X,O
SJOLITZ,X,O,O,X,X,X,X,O
SJOLIZT,X,O,X,X,X,X,O,X
SJOLZTI,X,O,X,X,X,X,O,X
SJOLZIT,X,O,X,X,X,X,O,X
SJOZTIL,X,X,O,O,X,X,O,X
SJOZTLI,X,X,O,O,X,X,O,X
SJOZITL,X,X,O,O,X,X,O,X
SJOZILT,X,O,X,O,X,X,O,X
SJOZLTI,X,O,X,O,X,X,O,X
SJOZLIT,X,O,X,O,X,X,O,X
SZTILJO,O,O,X,X,X,X,O,X
SZTILOJ,O,O,X,X,X,O,X,X
SZTIJLO,O,O,X,X,X,X,O,X
SZTIJOL,X,X,X,X,X,X,O,X
SZTIOLJ,O,X,X,X,X,O,X,X
SZTIOJL,X,X,X,X,X,X,O,X
SZTLIJO,O,O,X,X,X,X,O,X
SZTLIOJ,O,O,X,X,X,O,X,X
SZTLJIO,O,O,X,X,X,X,O,X
SZTLJOI,O,X,X,X,X,X,O,X
SZTLOIJ,O,O,X,X,X,O,X,X
SZTLOJI,O,O,X,X,X,O,X,X
SZTJILO,O,O,X,X,X,X,O,X
SZTJIOL,X,X,X,X,X,X,O,X
SZTJLIO,O,X,X,X,X,X,O,X
SZTJLOI,O,X,X,X,X,X,O,X
SZTJOIL,X,X,X,X,X,X,O,X
