sequence,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhFmdBclBThBK?nBfoBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jem7IvhFRdBclB3hBa?oBTnBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhF/iBajBclBT?hB2sBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel7IvhFRdB/nBaoBT?lBOrB0rB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jem7IvhFSiBZjBclB3?hBTnBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Je07IvhFlcB3dBeoBT?lBxmBirB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel7IvhF3dBZmBqrBe?tBUnBTqB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhFidBclBThBm?nB3nBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jex7IvhF2iBclBThB3?iBysBFrB,v115@zgB8GeD8FeC8GeC8GeE8AeE8JeR9IvhF/nBaoBTlB0?mBFmBmqB,v115@zgB8GeD8FeC8GeC8GeE8AeE8Jel8IvhFajBUhBTiBO?lBfrBRxB,v115@zgB8GeD8FeC8GeC8GeE8AeE8JeX8IvhFFiB8nBxlBT?lBmnBirB
LOTSJZI,O,O,X,O,X,X,X,X,O,X,X,X
LOTSZIJ,O,O,X,O,O,X,X,X,O,O,X,X
LOTSZJI,O,O,X,O,O,X,X,X,O,O,X,X
LOTZIJS,O,O,X,O,O,O,X,X,O,X,X,X
LOTZISJ,O,O,X,O,O,X,X,X,O,X,X,X
LOTZJIS,O,O,X,O,O,O,X,X,O,X,X,X
LOTZJSI,O,O,X,O,O,O,X,X,O,X,X,X
LOTZSIJ,O,O,X,O,O,X,X,X,O,X,X,X
LOTZSJI,O,O,X,O,O,O,X,X,O,X,X,X
LOITJSZ,X,O,X,O,X,X,O,X,X,X,X,X
LOITJZS,X,O,X,O,O,X,O,X,X,X,X,X
LOITSJZ,X,O,X,O,X,X,O,X,X,X,X,X
LOITSZJ,X,O,X,O,O,X,X,X,X,O,X,X
LOITZJS,X,O,X,O,O,X,O,X,X,X,X,X
LOITZSJ,X,O,X,O,O,X,X,X,X,X,X,X
LOIJTSZ,X,O,X,O,X,O,O,X,X,X,X,X
LOIJTZS,X,O,X,O,O,O,O,X,X,X,X,X
LOIJSTZ,X,X,X,O,X,O,O,X,X,X,X,X
LOIJSZT,X,O,X,O,X,O,O,X,X,O,X,X
LOIJZTS,X,O,X,O,O,O,O,X,X,X,X,X
LOIJZST,X,O,X,X,O,O,O,X,X,X,X,X
LOISTJZ,X,O,X,O,X,X,O,X,X,X,X,X
LOISTZJ,X,O,X,O,O,X,X,X,X,O,X,X
LOISJTZ,X,X,X,O,X,X,O,X,X,X,X,X
LOISJZT,O,O,X,O,X,X,O,X,X,O,X,X
LOISZTJ,X,O,X,O,X,X,X,X,X,O,X,O
LOISZJT,X,O,X,X,O,X,X,X,X,O,X,X
LOIZTJS,X,O,X,O,O,O,O,X,O,X,X,X
LOIZTSJ,X,O,X,O,O,X,X,X,O,X,X,O
LOIZJTS,X,O,X,O,O,O,O,X,X,X,X,X
LOIZJST,X,O,X,X,O,O,O,X,X,X,X,X
LOIZSTJ,X,O,X,O,X,X,X,X,X,O,X,O
LOIZSJT,X,O,X,X,O,X,X,X,X,O,X,X
LOJTISZ,X,O,X,O,X,O,O,X,X,X,X,X
LOJTIZS,X,O,X,O,O,O,O,X,O,X,X,X
LOJTSIZ,X,O,X,O,X,O,O,X,X,X,X,X
LOJTSZI,X,O,X,O,X,O,X,X,O,X,X,X
LOJTZIS,X,O,X,O,O,O,X,X,O,X,X,X
LOJTZSI,X,O,X,O,O,O,X,X,O,X,X,X
LOJITSZ,X,O,X,O,X,O,O,X,X,X,X,X
LOJITZS,X,O,X,O,O,O,O,X,X,X,X,X
LOJISTZ,X,X,X,O,X,O,O,X,X,X,X,X
LOJISZT,X,O,X,O,X,O,O,X,X,O,X,X
LOJIZTS,X,O,X,O,O,O,O,X,X,X,X,X
LOJIZST,X,O,X,X,O,O,O,X,X,X,X,X
LOJSTIZ,X,X,X,O,X,O,O,X,X,X,X,X
LOJSTZI,X,X,X,O,X,O,X,X,X,X,X,X
LOJSITZ,X,X,X,O,X,O,O,X,X,X,X,X
LOJSIZT,X,O,X,O,X,O,O,X,X,O,X,X
LOJSZTI,X,O,X,O,X,O,X,X,X,O,X,X
LOJSZIT,X,O,X,O,X,O,O,X,X,O,X,X
LOJZTIS,X,O,X,O,O,O,X,X,O,X,X,X
LOJZTSI,X,O,X,O,X,O,X,X,O,X,X,X
LOJZITS,X,O,X,O,O,O,O,X,X,X,X,X
LOJZIST,X,O,X,X,O,O,O,X,X,X,X,X
LOJZSTI,X,O,X,O,X,O,X,X,X,X,X,X
LOJZSIT,X,O,X,O,O,O,O,X,X,X,X,X
LOSTIJZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSTIZJ,O,O,X,O,O,X,X,X,X,O,X,X
LOSTJIZ,O,O,X,O,X,X,X,X,X,X,X,X
LOSTJZI,O,O,X,O,X,X,X,X,X,X,X,X
LOSTZIJ,O,O,X,O,O,X,X,X,X,O,X,X
LOSTZJI,O,O,X,O,O,X,X,X,X,O,X,X
LOSITJZ,X,O,X,O,X,X,O,X,X,X,X,X
LOSITZJ,X,O,X,O,O,X,X,X,X,O,X,X
LOSIJTZ,X,X,X,O,X,X,O,X,X,X,X,X
LOSIJZT,O,O,X,O,X,X,O,X,X,O,X,X
LOSIZTJ,X,O,X,O,X,X,X,X,X,O,X,X
LOSIZJT,X,O,X,X,O,X,X,X,X,O,X,X
LOSJTIZ,O,X,X,O,X,O,O,X,X,X,X,X
LOSJTZI,O,X,X,O,X,O,X,X,X,X,X,X
LOSJITZ,X,X,X,O,X,O,O,X,X,X,X,X
LOSJIZT,O,O,X,O,X,O,O,X,X,O,X,X
LOSJZTI,O,O,X,O,X,O,X,X,X,O,X,X
LOSJZIT,O,O,X,O,X,O,O,X,X,O,X,X
LOSZTIJ,O,O,X,O,X,X,X,X,X,O,X,X
LOSZTJI,O,O,X,O,X,O,X,X,X,O,X,X
LOSZITJ,X,O,X,O,X,X,X,X,X,O,X,X
LOSZIJT,O,O,X,X,O,X,X,X,X,O,X,X
LOSZJTI,O,O,X,O,X,O,X,X,X,O,X,X
LOSZJIT,O,O,X,O,O,O,X,X,X,O,X,X
LOZTIJS,O,O,X,O,O,O,X,X,O,X,X,X
LOZTISJ,O,O,X,O,O,X,X,X,O,X,X,O
LOZTJIS,O,O,X,O,O,O,X,X,O,X,X,X
LOZTJSI,O,O,X,O,O,O,X,X,O,X,X,X
LOZTSIJ,O,O,X,O,O,X,X,X,O,X,X,O
LOZTSJI,O,O,X,O,O,O,X,X,O,X,X,X
LOZITJS,X,O,X,O,O,O,O,X,O,X,X,X
LOZITSJ,X,O,X,O,O,X,X,X,O,X,X,O
LOZIJTS,X,O,X,O,O,O,O,X,X,X,X,X
LOZIJST,X,O,X,X,O,O,O,X,X,X,X,X
LOZISTJ,X,O,X,O,X,X,X,X,X,O,X,O
LOZISJT,O,O,X,X,O,X,X,X,X,O,X,X
LOZJTIS,X,O,X,O,O,O,X,X,O,X,X,X
LOZJTSI,X,O,X,O,X,O,X,X,O,X,X,X
LOZJITS,X,O,X,O,O,O,O,X,X,X,X,X
LOZJIST,X,O,X,X,O,O,O,X,X,X,X,X
LOZJSTI,X,O,X,O,X,O,X,X,X,X,X,X
LOZJSIT,X,O,X,O,O,O,O,X,X,X,X,X
LOZSTIJ,O,O,X,O,X,X,X,X,X,O,X,X
LOZSTJI,O,O,X,O,X,O,X,X,X,O,X,X
LOZSITJ,X,O,X,O,X,X,X,X,X,O,X,X
LOZSIJT,O,O,X,X,O,X,X,X,X,O,X,X
LOZSJTI,O,O,X,O,X,O,X,X,X,O,X,X
LOZSJIT,O,O,X,O,O,O,X,X,X,O,X,X
JTILSZO,X,X,X,X,X,O,O,X,X,X,X,X
JTILSOZ,X,X,X,X,X,X,O,X,X,X,X,X
JTILZSO,X,X,X,X,X,O,O,O,X,X,X,X
JTILZOS,X,X,X,X,X,X,X,O,X,X,X,X
JTILOSZ,X,X,X,X,X,X,O,X,X,X,X,X
JTILOZS,X,X,X,X,X,X,X,O,X,X,X,X
JTISLZO,X,X,O,X,X,O,O,X,X,X,X,X
JTISLOZ,X,X,O,X,X,X,O,X,X,X,X,X
JTISZLO,X,X,O,X,X,O,X,X,X,X,X,X
JTISZOL,X,X,O,X,X,O,X,X,X,X,X,X
JTISOLZ,X,X,O,X,X,X,X,X,X,X,X,X
JTISOZL,X,X,O,X,X,O,X,X,X,X,X,X
JTIZLSO,X,X,O,X,X,O,O,O,X,X,X,X
JTIZLOS,X,X,X,X,O,X,X,O,X,X,X,X
JTIZSLO,X,X,O,X,X,O,X,O,X,X,X,X
JTIZSOL,X,X,O,X,O,O,X,X,X,X,X,X
JTIZOLS,X,X,O,X,O,X,X,O,X,X,X,X
JTIZOSL,X,X,O,X,O,O,X,O,X,X,X,X
JTIOLSZ,X,X,X,X,X,X,O,X,X,X,X,X
JTIOLZS,X,X,X,X,O,X,O,O,X,X,X,X
JTIOSLZ,X,X,O,X,X,X,O,X,X,X,X,X
JTIOSZL,X,X,O,X,X,O,X,X,X,X,X,X
JTIOZLS,X,X,O,X,O,X,O,O,X,X,X,X
JTIOZSL,X,X,O,X,O,O,X,O,X,X,X,X
JTLISZO,X,O,X,X,X,O,O,X,X,X,X,X
JTLISOZ,X,X,X,O,X,O,O,X,X,X,X,X
JTLIZSO,X,O,X,X,X,O,O,O,X,X,X,X
JTLIZOS,X,O,X,X,X,O,X,O,O,X,X,X
JTLIOSZ,X,X,X,O,X,O,O,X,X,X,X,X
JTLIOZS,X,X,X,O,X,O,X,O,O,X,X,X
JTLSIZO,O,O,O,X,X,O,O,X,X,X,X,X
JTLSIOZ,O,X,O,O,X,O,O,X,X,X,X,X
JTLSZIO,O,O,O,X,X,O,X,O,X,X,X,X
JTLSZOI,O,O,O,X,X,O,X,O,O,X,X,X
JTLSOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JTLSOZI,O,X,O,X,X,O,X,O,O,X,X,X
JTLZISO,O,O,O,X,X,O,X,O,X,X,X,X
JTLZIOS,X,O,X,X,X,O,X,O,O,X,X,X
JTLZSIO,O,O,O,X,X,O,X,O,X,X,X,X
JTLZSOI,O,O,O,X,X,O,X,O,O,X,X,X
JTLZOIS,O,O,O,X,X,O,X,O,O,X,X,X
JTLZOSI,O,O,O,X,X,O,X,O,O,X,X,X
JTLOISZ,X,X,X,O,X,X,O,X,X,X,X,X
JTLOIZS,X,X,X,O,X,X,O,O,O,X,X,X
JTLOSIZ,O,X,O,O,X,X,O,X,X,X,X,X
JTLOSZI,O,X,O,O,X,X,X,O,O,X,X,X
JTLOZIS,O,X,O,O,X,X,X,O,O,X,X,X
JTLOZSI,O,X,O,O,X,X,X,O,O,X,X,X
JTSILZO,O,X,O,X,X,O,O,X,X,X,X,X
JTSILOZ,O,X,O,O,X,O,O,X,X,X,X,X
JTSIZLO,O,O,O,X,X,O,X,X,X,X,X,X
JTSIZOL,O,O,O,X,X,O,X,X,X,X,X,X
JTSIOLZ,X,X,O,O,X,X,X,X,X,X,X,X
JTSIOZL,X,X,O,O,X,O,X,X,X,X,X,X
JTSLIZO,O,O,O,X,X,O,O,X,X,X,X,X
JTSLIOZ,O,X,O,O,X,O,O,X,X,X,X,X
JTSLZIO,O,O,O,X,X,O,X,O,X,X,X,X
JTSLZOI,O,O,O,X,X,O,X,O,X,X,X,X
JTSLOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JTSLOZI,O,X,O,X,X,O,X,O,X,X,X,X
JTSZILO,O,O,O,X,X,O,X,O,X,X,X,X
JTSZIOL,O,O,O,X,X,O,X,X,X,X,X,X
JTSZLIO,O,O,O,X,X,O,X,O,X,X,X,X
JTSZLOI,O,O,O,X,X,O,X,O,X,X,X,X
JTSZOIL,O,O,O,X,X,O,X,O,X,X,X,X
JTSZOLI,O,O,O,X,X,O,X,O,X,X,X,X
JTSOILZ,X,X,O,X,X,O,O,X,X,X,X,X
JTSOIZL,X,O,O,X,X,O,X,X,X,X,X,X
JTSOLIZ,O,O,O,X,X,O,O,X,X,X,X,X
JTSOLZI,O,O,O,X,X,O,X,O,X,X,X,X
JTSOZIL,O,O,O,X,X,O,X,O,X,X,X,X
JTSOZLI,O,O,O,X,X,O,X,O,X,X,X,X
JTZILSO,O,O,O,X,X,O,O,O,X,X,X,X
JTZILOS,X,O,X,X,O,X,X,O,O,X,X,X
JTZISLO,O,O,O,X,X,O,X,O,X,X,X,X
JTZISOL,O,O,O,X,O,O,X,X,X,X,X,X
JTZIOLS,O,O,O,X,O,X,X,O,O,X,X,X
JTZIOSL,X,X,O,X,O,O,X,O,X,X,X,X
JTZLISO,O,O,O,X,X,O,X,O,X,X,X,X
JTZLIOS,X,O,X,X,O,O,X,O,O,X,X,X
JTZLSIO,O,O,O,X,X,O,X,O,X,X,X,X
JTZLSOI,O,O,O,X,X,O,X,O,O,X,X,X
JTZLOIS,O,O,O,X,O,O,X,O,O,X,X,X
JTZLOSI,O,O,O,X,O,O,X,O,O,X,X,X
JTZSILO,O,O,O,X,X,O,X,O,X,X,X,X
JTZSIOL,O,O,O,X,O,O,X,X,X,X,X,X
JTZSLIO,O,O,O,X,X,O,X,O,X,X,X,X
JTZSLOI,O,O,O,X,X,O,X,O,X,X,X,X
JTZSOIL,O,O,O,X,O,O,X,O,X,X,X,X
JTZSOLI,O,O,O,X,O,O,X,O,X,X,X,X
JTZOILS,O,O,O,X,O,O,O,O,O,X,X,X
JTZOISL,X,X,O,X,O,O,X,O,X,X,X,X
JTZOLIS,O,O,O,X,O,O,X,O,O,X,X,X
JTZOLSI,O,O,O,X,O,O,X,O,O,X,X,X
JTZOSIL,X,O,O,X,O,O,X,O,X,X,X,X
JTZOSLI,X,O,O,X,O,O,X,O,X,X,X,X
JTOILSZ,X,X,X,O,X,O,O,X,X,X,X,X
JTOILZS,X,X,X,O,O,O,O,O,X,X,X,X
JTOISLZ,X,X,O,O,X,O,O,X,X,X,X,X
JTOISZL,X,X,O,O,X,O,X,X,X,X,X,X
JTOIZLS,X,X,O,X,O,O,O,O,X,X,X,X
JTOIZSL,X,X,O,X,O,O,X,O,X,X,X,X
JTOLISZ,X,O,X,O,X,O,O,X,X,X,X,X
JTOLIZS,X,O,X,O,O,O,O,O,O,X,X,X
JTOLSIZ,O,O,O,O,X,O,O,X,X,X,X,X
JTOLSZI,O,O,O,O,X,O,X,O,O,X,X,X
JTOLZIS,O,O,O,O,O,O,X,O,O,X,X,X
JTOLZSI,O,O,O,O,O,O,X,O,O,X,X,X
JTOSILZ,X,X,O,O,X,O,O,X,X,X,X,X
JTOSIZL,X,O,O,O,X,O,X,X,X,X,X,X
JTOSLIZ,X,O,O,O,X,O,O,X,X,X,X,X
JTOSLZI,X,O,O,O,X,O,X,O,X,X,X,X
JTOSZIL,X,O,O,O,X,O,X,O,X,X,X,X
JTOSZLI,X,O,O,O,X,O,X,O,X,X,X,X
JTOZILS,O,O,O,X,O,O,O,O,O,X,X,X
JTOZISL,X,X,O,X,O,O,X,O,X,X,X,X
JTOZLIS,O,O,O,O,O,O,X,O,O,X,X,X
JTOZLSI,O,O,O,O,O,O,X,O,O,X,X,X
JTOZSIL,X,O,O,O,O,O,X,O,X,X,X,X
JTOZSLI,X,O,O,O,O,O,X,O,X,X,X,X
JITLSZO,X,X,X,X,X,O,O,X,X,X,X,X
JITLSOZ,X,X,X,X,X,X,O,X,X,X,X,X
JITLZSO,X,X,X,X,X,O,O,O,X,X,X,X
JITLZOS,X,X,X,X,X,X,X,O,X,X,X,X
JITLOSZ,X,X,X,X,X,X,O,X,X,X,X,X
JITLOZS,X,X,X,X,X,X,X,O,X,X,X,X
JITSLZO,X,X,O,X,X,O,O,X,X,X,X,X
JITSLOZ,X,X,O,X,X,X,O,X,X,X,X,X
JITSZLO,X,X,O,X,X,O,X,X,X,X,X,X
JITSZOL,X,X,O,X,X,O,X,X,X,X,X,X
JITSOLZ,X,X,O,X,X,X,X,X,X,X,X,X
JITSOZL,X,X,O,X,X,O,X,X,X,X,X,X
JITZLSO,X,X,O,X,X,O,O,O,X,X,X,X
JITZLOS,X,X,X,X,O,X,X,O,X,X,X,X
JITZSLO,X,X,O,X,X,O,X,O,X,X,X,X
JITZSOL,X,X,O,X,O,O,X,X,X,X,X,X
JITZOLS,X,X,O,X,O,X,X,O,X,X,X,X
JITZOSL,X,X,O,X,O,O,X,O,X,X,X,X
JITOLSZ,X,X,X,X,X,X,O,X,X,X,X,X
JITOLZS,X,X,X,X,O,X,O,O,X,X,X,X
JITOSLZ,X,X,O,X,X,X,O,X,X,X,X,X
JITOSZL,X,X,O,X,X,O,X,X,X,X,X,X
JITOZLS,X,X,O,X,O,X,O,O,X,X,X,X
JITOZSL,X,X,O,X,O,O,X,O,X,X,X,X
JILTSZO,X,X,X,X,X,O,O,X,X,X,X,X
JILTSOZ,X,X,X,X,X,O,O,X,X,X,X,X
JILTZSO,X,O,X,X,X,O,O,O,X,X,X,X
JILTZOS,X,O,X,X,X,O,X,O,X,X,X,X
JILTOSZ,X,X,X,X,X,O,O,X,X,X,X,X
JILTOZS,X,X,X,X,X,O,X,O,X,X,X,X
JILSTZO,O,X,O,X,X,O,O,X,X,X,X,X
JILSTOZ,X,X,X,X,X,O,O,X,X,X,X,X
JILSZTO,O,O,O,X,X,O,O,O,X,X,X,X
JILSZOT,O,O,O,X,X,O,X,X,X,X,X,X
JILSOTZ,X,X,X,X,X,O,O,X,X,X,X,X
JILSOZT,O,X,O,X,X,O,O,X,X,X,O,X
JILZTSO,X,O,X,X,X,O,O,O,X,X,X,X
JILZTOS,X,O,X,X,O,O,X,O,O,X,X,X
JILZSTO,X,O,X,X,X,O,O,O,X,X,X,X
JILZSOT,X,O,X,X,X,O,X,X,X,X,X,X
JILZOTS,X,O,X,X,O,O,X,O,X,X,X,X
JILZOST,X,O,X,X,O,O,X,X,X,X,X,X
JILOTSZ,X,X,X,X,X,O,O,X,X,X,X,X
JILOTZS,X,X,X,X,X,O,O,X,X,X,X,X
JILOSTZ,X,X,X,X,X,O,O,X,X,X,X,X
JILOSZT,X,X,X,X,X,O,O,X,X,X,O,X
JILOZTS,X,O,X,X,X,O,O,O,X,X,X,X
JILOZST,X,O,X,X,X,O,O,X,X,X,X,X
JISTLZO,O,X,O,X,X,O,O,X,X,X,X,X
JISTLOZ,X,X,O,X,X,O,O,X,X,X,X,X
JISTZLO,O,X,O,X,X,O,X,X,X,X,X,X
JISTZOL,O,X,O,X,X,O,X,X,X,X,X,X
JISTOLZ,X,X,O,X,X,X,X,X,X,X,X,X
JISTOZL,X,X,O,X,X,O,X,X,X,X,X,X
JISLTZO,O,X,O,X,X,O,O,X,X,X,X,X
JISLTOZ,X,X,O,X,X,O,O,X,X,X,X,X
JISLZTO,O,X,O,X,X,O,O,O,X,X,X,X
JISLZOT,O,X,O,X,X,O,X,X,X,X,X,X
JISLOTZ,X,X,X,X,X,O,O,X,X,X,X,X
JISLOZT,O,X,O,X,X,O,O,X,X,X,O,X
JISZTLO,O,X,O,X,X,O,X,X,X,X,X,X
JISZTOL,O,X,O,X,O,O,X,X,X,X,O,X
JISZLTO,O,X,O,X,X,O,O,X,X,X,X,X
JISZLOT,O,X,O,X,X,O,X,X,X,X,X,X
JISZOTL,O,X,X,X,X,O,X,X,X,X,O,X
JISZOLT,O,X,O,X,O,X,X,X,X,X,O,X
JISOTLZ,X,X,X,X,X,O,O,X,X,X,X,X
JISOTZL,X,X,X,X,X,O,X,X,X,X,X,X
JISOLTZ,X,X,X,X,X,O,O,X,X,X,X,X
JISOLZT,O,X,O,X,X,O,O,X,X,X,O,X
JISOZTL,O,X,X,X,X,O,X,X,X,X,O,X
JISOZLT,O,X,X,X,X,O,O,X,X,X,O,X
JIZTLSO,O,O,O,X,X,O,O,O,X,X,X,X
JIZTLOS,X,O,X,X,O,X,X,O,O,X,X,X
JIZTSLO,O,O,O,X,X,O,X,O,X,X,X,X
JIZTSOL,O,O,O,X,O,O,X,X,X,X,X,X
JIZTOLS,O,O,O,X,O,X,X,O,O,X,X,X
JIZTOSL,X,X,O,X,O,O,X,O,X,X,X,X
JIZLTSO,X,O,X,X,X,O,O,O,X,X,X,X
JIZLTOS,X,O,X,X,O,O,X,O,O,X,X,X
JIZLSTO,O,O,O,X,X,O,O,O,X,X,X,X
JIZLSOT,O,O,O,X,X,O,X,X,X,X,X,X
JIZLOTS,X,O,X,X,O,O,X,O,X,X,X,X
JIZLOST,X,O,X,X,O,O,X,X,X,X,X,X
JIZSTLO,O,X,O,X,X,O,X,X,X,X,X,X
JIZSTOL,O,X,O,X,O,O,X,X,X,X,X,X
JIZSLTO,O,X,O,X,X,O,O,O,X,X,X,X
JIZSLOT,O,X,O,X,X,O,X,X,X,X,X,X
JIZSOTL,O,X,X,X,X,O,X,X,X,X,X,X
JIZSOLT,O,X,O,X,O,X,X,X,X,X,X,X
JIZOTLS,X,X,X,X,O,O,X,X,X,X,X,X
JIZOTSL,X,X,X,X,O,O,X,X,X,X,X,X
JIZOLTS,X,O,X,X,O,O,X,O,X,X,X,X
JIZOLST,X,O,X,X,O,O,X,X,X,X,X,X
JIZOSTL,X,X,X,X,X,O,X,X,X,X,X,X
JIZOSLT,X,X,O,X,O,O,X,X,X,X,X,X
JIOTLSZ,X,X,X,X,X,O,O,X,X,X,X,X
JIOTLZS,X,X,X,X,O,O,O,X,X,X,X,X
JIOTSLZ,X,X,X,X,X,O,O,X,X,X,X,X
JIOTSZL,X,X,X,X,X,O,X,X,X,X,X,X
JIOTZLS,X,X,X,X,O,O,O,X,X,X,X,X
JIOTZSL,X,X,X,X,O,O,X,X,X,X,X,X
JIOLTSZ,X,X,X,X,X,O,O,X,X,X,X,X
JIOLTZS,X,X,X,X,O,O,O,X,X,X,X,X
JIOLSTZ,X,X,X,X,X,O,O,X,X,X,X,X
JIOLSZT,X,X,X,X,X,O,O,X,X,X,O,X
JIOLZTS,X,X,X,X,O,O,O,O,X,X,X,X
JIOLZST,X,X,X,X,O,O,O,X,X,X,X,X
JIOSTLZ,X,X,X,X,X,O,O,X,X,X,X,X
JIOSTZL,X,X,X,X,X,O,X,X,X,X,X,X
JIOSLTZ,X,X,X,X,X,O,O,X,X,X,X,X
JIOSLZT,X,X,O,X,X,O,O,X,X,X,O,X
JIOSZTL,X,X,X,X,X,O,X,X,X,X,O,X
JIOSZLT,X,X,X,X,X,O,O,X,X,X,O,X
JIOZTLS,X,X,X,X,O,O,O,X,X,X,X,X
JIOZTSL,X,X,X,X,O,O,X,X,X,X,X,X
JIOZLTS,X,X,X,X,O,O,O,X,X,X,X,X
JIOZLST,X,X,X,X,O,O,O,X,X,X,X,X
JIOZSTL,X,X,X,X,X,O,X,X,X,X,X,X
JIOZSLT,X,X,X,X,O,O,O,X,X,X,X,X
JLTISZO,X,O,X,X,X,O,O,X,X,X,X,X
JLTISOZ,X,X,X,O,X,O,O,X,X,X,X,X
JLTIZSO,X,O,X,X,X,O,O,O,X,X,X,X
JLTIZOS,X,O,X,X,X,O,X,O,O,X,X,X
JLTIOSZ,X,X,X,O,X,O,O,X,X,X,X,X
JLTIOZS,X,X,X,O,X,O,X,O,O,X,X,X
JLTSIZO,O,O,O,X,X,O,O,X,X,X,X,X
JLTSIOZ,O,X,O,O,X,O,O,X,X,X,X,X
JLTSZIO,O,O,O,X,X,O,X,O,X,X,X,X
JLTSZOI,O,O,O,X,X,O,X,O,O,X,X,X
JLTSOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JLTSOZI,O,X,O,X,X,O,X,O,O,X,X,X
JLTZISO,O,O,O,X,X,O,X,O,X,X,X,X
JLTZIOS,X,O,X,X,X,O,X,O,O,X,X,X
JLTZSIO,O,O,O,X,X,O,X,O,X,X,X,X
JLTZSOI,O,O,O,X,X,O,X,O,O,X,X,X
JLTZOIS,O,O,O,X,X,O,X,O,O,X,X,X
JLTZOSI,O,O,O,X,X,O,X,O,O,X,X,X
JLTOISZ,X,X,X,O,X,X,O,X,X,X,X,X
JLTOIZS,X,X,X,O,X,X,O,O,O,X,X,X
JLTOSIZ,O,X,O,O,X,X,O,X,X,X,X,X
JLTOSZI,O,X,O,O,X,X,X,O,O,X,X,X
JLTOZIS,O,X,O,O,X,X,X,O,O,X,X,X
JLTOZSI,O,X,O,O,X,X,X,O,O,X,X,X
JLITSZO,X,O,X,X,X,O,O,X,X,X,X,X
JLITSOZ,X,X,X,O,X,O,O,X,X,X,X,X
JLITZSO,X,O,X,X,X,O,O,O,X,X,X,X
JLITZOS,X,O,X,X,X,O,X,O,O,X,X,X
JLITOSZ,X,X,X,O,X,O,O,X,X,X,X,X
JLITOZS,X,X,X,O,X,O,X,O,O,X,X,X
JLISTZO,O,X,O,X,X,O,O,X,X,X,X,X
JLISTOZ,X,X,X,O,X,O,O,X,X,X,X,X
JLISZTO,O,O,O,X,X,O,O,O,X,X,X,O
JLISZOT,O,O,O,X,X,O,X,X,X,X,X,X
JLISOTZ,X,X,X,O,X,O,O,X,X,X,X,X
JLISOZT,O,X,O,X,X,O,O,X,X,O,X,X
JLIZTSO,X,O,X,X,X,O,O,O,X,X,X,O
JLIZTOS,X,O,X,X,O,O,X,O,O,X,X,X
JLIZSTO,X,O,X,X,X,O,O,O,X,X,X,O
JLIZSOT,X,O,X,X,X,O,X,X,X,X,X,X
JLIZOTS,X,O,X,X,O,O,X,O,X,X,X,X
JLIZOST,X,O,X,X,O,O,X,X,X,X,X,X
JLIOTSZ,X,O,X,O,X,O,O,X,X,X,X,X
JLIOTZS,X,O,X,O,X,O,O,X,X,X,X,X
JLIOSTZ,X,X,X,O,X,O,O,X,X,X,X,X
JLIOSZT,X,O,X,X,X,O,O,X,X,O,X,X
JLIOZTS,X,O,X,O,X,O,O,O,X,X,X,X
JLIOZST,X,O,X,X,X,O,O,X,X,X,X,X
JLSTIZO,O,X,O,X,X,O,O,X,X,X,X,X
JLSTIOZ,O,X,O,O,X,O,O,X,X,X,X,X
JLSTZIO,O,X,O,X,X,O,X,O,X,X,X,X
JLSTZOI,O,X,O,X,X,O,X,O,O,X,X,X
JLSTOIZ,O,X,O,X,X,O,O,X,X,X,X,X
JLSTOZI,O,X,O,X,X,O,X,O,O,X,X,X
JLSITZO,O,X,O,X,X,O,O,X,X,X,X,X
JLSITOZ,O,X,O,O,X,O,O,X,X,X,X,X
JLSIZTO,O,O,O,X,X,O,O,O,X,X,X,X
JLSIZOT,O,O,O,X,X,O,X,X,X,X,X,X
JLSIOTZ,X,X,X,O,X,O,O,X,X,X,X,X
JLSIOZT,O,X,O,X,X,O,O,X,X,O,X,X
JLSZTIO,O,O,O,X,X,O,X,O,X,X,X,X
JLSZTOI,O,O,O,X,X,O,X,O,O,X,X,X
JLSZITO,O,O,O,X,X,O,O,O,X,X,X,X
JLSZIOT,O,O,O,X,X,O,X,X,X,X,X,X
JLSZOTI,O,X,O,X,X,O,X,X,X,X,X,X
JLSZOIT,O,O,O,X,X,O,O,X,X,X,X,X
JLSOTIZ,O,X,O,O,X,O,O,X,X,X,X,X
JLSOTZI,O,X,O,O,X,O,X,X,X,X,X,X
JLSOITZ,X,X,X,O,X,O,O,X,X,X,X,X
JLSOIZT,O,X,O,O,X,O,O,X,X,O,X,X
JLSOZTI,O,X,O,O,X,O,X,X,X,O,X,X
JLSOZIT,O,X,O,O,X,O,O,X,X,O,X,X
JLZTISO,O,O,O,X,X,O,X,O,X,X,X,O
JLZTIOS,X,O,X,X,O,O,X,O,O,X,X,X
