sequence,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFGjBilBfsBlnBUr?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFihBGjBRnBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThBxiBesBftB6t?BFrB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhF2mBRiBSoBFrBXs?BTtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFFjBTlBKrBfsB0n?B+tB,v115@9gC8GeB8HeB8HeD8CeA8LeaGJvhFfnBxiBTlBGoB1w?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFymBziB5oBXmB1w?BmsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlBcrBysB+t?BXsB,v115@9gC8GeB8HeB8HeD8CeA8LeFBJvhFxiBTlB3mBGoByw?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LecFJvhFThB2nB5oBatBFr?BXsB,v115@9gC8GeB8HeB8HeD8CeA8Le3AJvhFSoBlmBmqBxsBzr?BUtB,v115@9gC8GeB8HeB8HeD8CeA8LeRBJvhFTlBKrBfsBlnBct?BGtB,v115@9gC8GeB8HeB8HeD8CeA8LezAJvhF6oB2qBRnB3rBUt?BFsB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhF0hBGjB3nBxqBTt?BywB,v115@9gC8GeB8HeB8HeD8CeA8Le1FJvhFfnB0iBStBxqB2w?BTtB
TJSILZO,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
TJSILOZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
TJSIZLO,O,X,O,X,O,X,O,X,X,X,O,X,X,X,X
TJSIZOL,X,X,O,X,O,X,O,X,X,X,X,X,X,X,X
TJSIOLZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
TJSIOZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSLIZO,O,X,O,X,O,O,O,X,X,X,O,X,X,X,X
TJSLIOZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
TJSLZIO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TJSLZOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TJSLOIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSLOZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TJSZILO,O,X,O,X,O,O,O,X,X,X,O,X,O,X,X
TJSZIOL,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJSZLIO,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJSZLOI,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJSZOIL,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJSZOLI,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJSOILZ,O,X,X,X,O,O,O,X,X,X,O,X,X,X,X
TJSOIZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TJSOLIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJSOLZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJSOZIL,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TJSOZLI,X,X,X,X,O,O,O,X,X,X,X,X,O,X,X
TJZILSO,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
TJZILOS,X,X,O,X,X,X,O,O,X,X,X,X,O,X,X
TJZISLO,O,X,O,X,O,O,O,O,X,X,O,X,X,X,X
TJZISOL,O,X,O,X,O,O,O,O,X,X,X,X,X,X,X
TJZIOLS,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X
TJZIOSL,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
TJZLISO,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TJZLIOS,X,X,O,X,O,X,O,O,X,X,X,X,O,X,X
TJZLSIO,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X
TJZLSOI,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJZLOIS,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X
TJZLOSI,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJZSILO,O,X,O,X,O,O,O,O,X,X,O,X,O,X,X
TJZSIOL,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X
TJZSLIO,O,X,O,X,O,O,O,O,X,X,X,X,O,X,X
TJZSLOI,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJZSOIL,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJZSOLI,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJZOILS,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X
TJZOISL,X,X,O,X,O,O,O,O,X,X,X,X,X,X,X
TJZOLIS,X,X,O,X,O,O,O,O,X,X,X,X,O,X,X
TJZOLSI,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJZOSIL,O,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJZOSLI,X,X,O,X,O,O,O,X,X,X,X,X,O,X,X
TJOILSZ,X,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TJOILZS,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TJOISLZ,O,X,X,X,O,X,O,O,X,X,O,X,X,X,X
TJOISZL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOIZLS,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TJOIZSL,X,X,X,X,X,X,O,O,X,X,X,X,X,X,X
TJOLISZ,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TJOLIZS,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TJOLSIZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TJOLSZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJOLZIS,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TJOLZSI,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TJOSILZ,O,X,X,X,O,O,O,O,X,X,O,X,X,X,X
TJOSIZL,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TJOSLIZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TJOSLZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TJOSZIL,X,X,X,X,X,O,O,O,X,X,X,X,O,X,X
TJOSZLI,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
TJOZILS,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
TJOZISL,X,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TJOZLIS,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
TJOZLSI,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X
TJOZSIL,O,X,X,X,O,O,O,O,X,X,X,X,O,X,X
TJOZSLI,X,X,X,X,O,O,O,O,X,X,X,X,O,X,X
TSILJZO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSILJOZ,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSILZJO,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSILZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSILOJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSILOZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIJLZO,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSIJLOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSIJZLO,O,O,O,X,O,X,O,X,X,O,X,X,X,X,X
TSIJZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TSIJOLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSIJOZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSIZLJO,X,O,X,X,X,O,O,X,X,O,X,X,X,X,X
TSIZLOJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIZJLO,O,O,O,X,X,O,O,X,X,O,X,X,X,X,X
TSIZJOL,X,X,O,X,X,O,O,X,X,O,X,X,X,X,X
TSIZOLJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIZOJL,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TSIOLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOLZJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOJZL,O,X,X,X,X,X,X,X,X,X,X,X,X,X,X
TSIOZLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSIOZJL,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLIJZO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TSLIJOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSLIZJO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLIZOJ,X,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLIOJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLIOZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLJIZO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TSLJIOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSLJZIO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TSLJZOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TSLJOIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSLJOZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSLZIJO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLZIOJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLZJIO,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLZJOI,O,X,O,O,X,O,O,X,X,X,X,X,X,X,X
TSLZOIJ,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLZOJI,X,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSLOIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLOIZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLOJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLOJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLOZIJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSLOZJI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSJILZO,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJILOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJIZLO,O,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TSJIZOL,X,X,O,X,O,X,O,X,X,O,X,X,X,X,X
TSJIOLZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJIOZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJLIZO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TSJLIOZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJLZIO,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TSJLZOI,O,X,O,X,O,O,O,X,X,X,X,X,X,X,X
TSJLOIZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJLOZI,O,X,X,X,X,X,O,X,X,X,X,X,X,X,X
TSJZILO,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
TSJZIOL,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
TSJZLIO,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
TSJZLOI,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
TSJZOIL,O,X,O,X,O,O,O,X,X,O,X,X,O,X,X
TSJZOLI,X,X,O,X,O,O,O,X,X,O,X,X,O,X,X
TSJOILZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJOIZL,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TSJOLIZ,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TSJOLZI,O,X,X,X,X,O,O,X,X,X,X,X,X,X,X
TSJOZIL,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TSJOZLI,X,X,X,X,X,O,O,X,X,X,X,X,O,X,X
TSZILJO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
TSZILOJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZIJLO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZIJOL,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZIOLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZIOJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZLIJO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZLIOJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZLJIO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZLJOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZLOIJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZLOJI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZJILO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZJIOL,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZJLIO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZJLOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZJOIL,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZJOLI,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TSZOILJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZOIJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZOLIJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZOLJI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZOJIL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSZOJLI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TSOILJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOILZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOIJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOIJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOIZLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOIZJL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOLIJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOLIZJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLJIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOLJZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOLZIJ,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOLZJI,O,X,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOJILZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOJIZL,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TSOJLIZ,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOJLZI,O,X,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOJZIL,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOJZLI,O,O,X,X,X,O,X,X,X,X,X,X,X,X,X
TSOZILJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOZIJL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOZLIJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOZLJI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOZJIL,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TSOZJLI,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZILJSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TZILJOS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TZILSJO,X,O,X,X,X,O,O,X,X,O,X,X,O,X,X
TZILSOJ,X,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TZILOJS,X,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZILOSJ,X,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZIJLSO,O,O,X,X,X,O,O,O,X,X,X,X,X,X,X
TZIJLOS,X,O,O,X,X,X,O,O,X,X,X,X,O,X,X
TZIJSLO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
TZIJSOL,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
TZIJOLS,X,O,O,O,X,O,O,O,X,X,X,X,O,X,X
TZIJOSL,X,X,O,O,X,O,O,O,X,X,X,X,X,X,X
TZISLJO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
TZISLOJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZISJLO,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
TZISJOL,X,O,X,O,X,O,O,X,X,O,X,X,O,X,X
TZISOLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZISOJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZIOLJS,X,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZIOLSJ,X,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZIOJLS,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZIOJSL,X,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZIOSLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZIOSJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZLIJSO,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TZLIJOS,X,O,X,X,X,X,O,X,X,X,X,X,O,X,X
TZLISJO,O,O,X,X,X,O,O,X,X,O,X,X,O,X,X
TZLISOJ,O,X,X,X,X,O,X,X,X,O,X,X,X,X,X
TZLIOJS,O,O,X,X,X,X,O,X,X,X,X,X,X,X,X
TZLIOSJ,O,O,X,X,X,X,X,X,X,X,X,X,X,X,X
TZLJISO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
TZLJIOS,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZLJSIO,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
TZLJSOI,O,X,O,X,X,O,O,X,O,X,X,X,O,X,X
TZLJOIS,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
TZLJOSI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
TZLSIJO,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
TZLSIOJ,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZLSJIO,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
TZLSJOI,O,O,X,O,X,O,O,X,O,O,X,X,O,X,X
TZLSOIJ,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZLSOJI,O,O,X,O,X,O,X,X,O,O,X,X,X,X,X
TZLOIJS,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
TZLOISJ,O,O,X,O,X,O,X,X,X,X,X,X,X,X,X
TZLOJIS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZLOJSI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZLOSIJ,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TZLOSJI,O,O,X,O,X,O,X,X,O,X,X,X,X,X,X
TZJILSO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
TZJILOS,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZJISLO,O,O,O,X,X,O,O,O,X,O,X,X,X,X,X
TZJISOL,O,X,O,X,X,O,O,O,X,O,X,X,X,X,X
TZJIOLS,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
TZJIOSL,X,X,O,O,X,O,O,O,O,X,X,X,X,X,X
TZJLISO,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
TZJLIOS,X,O,O,X,X,X,O,O,O,X,X,X,O,X,X
TZJLSIO,O,X,O,X,X,O,O,O,O,X,X,X,O,X,X
TZJLSOI,O,X,O,X,X,O,O,X,O,X,X,X,O,X,X
TZJLOIS,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
TZJLOSI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
TZJSILO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
TZJSIOL,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
TZJSLIO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
TZJSLOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZJSOIL,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZJSOLI,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZJOILS,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
TZJOISL,X,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TZJOLIS,X,O,O,O,X,O,O,O,O,X,X,X,O,X,X
TZJOLSI,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
TZJOSIL,O,O,O,O,X,O,O,X,O,X,X,X,O,X,X
TZJOSLI,X,O,O,O,X,O,O,X,X,X,X,X,O,X,X
TZSILJO,O,O,X,O,X,O,O,X,X,O,X,X,O,X,X
TZSILOJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSIJLO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSIJOL,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSIOLJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSIOJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSLIJO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSLIOJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSLJIO,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSLJOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSLOIJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSLOJI,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSJILO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
TZSJIOL,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
TZSJLIO,O,O,O,O,X,O,O,O,X,O,X,X,O,X,X
TZSJLOI,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSJOIL,O,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSJOLI,X,O,O,O,X,O,O,X,X,O,X,X,O,X,X
TZSOILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSOIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSOLIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSOLJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZSOJIL,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TZSOJLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TZOILJS,O,O,X,O,X,O,O,X,X,X,X,X,X,X,X
TZOILSJ,X,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TZOIJLS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZOIJSL,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZOISLJ,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZOISJL,X,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZOLIJS,O,O,X,O,X,O,O,X,O,X,X,X,X,X,X
TZOLISJ,O,O,X,O,X,O,X,X,X,X,X,O,X,X,X
TZOLJIS,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZOLJSI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZOLSIJ,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
TZOLSJI,O,O,X,O,X,O,X,X,O,X,X,O,X,X,X
TZOJILS,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TZOJISL,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TZOJLIS,O,O,O,O,X,O,O,O,O,X,X,X,X,X,X
TZOJLSI,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZOJSIL,O,O,O,O,X,O,O,X,O,X,X,X,X,X,X
TZOJSLI,O,O,O,O,X,O,O,X,X,X,X,X,X,X,X
TZOSILJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZOSIJL,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZOSLIJ,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZOSLJI,O,O,X,O,X,O,X,X,X,O,X,X,X,X,X
TZOSJIL,O,O,O,O,X,O,X,X,O,O,X,X,X,X,X
TZOSJLI,O,O,O,O,X,O,X,X,X,O,X,X,X,X,X
TOILJSZ,O,X,X,X,O,X,O,X,X,X,X,X,X,O,X
TOILJZS,X,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOILSJZ,X,X,X,X,O,O,X,X,X,X,X,X,X,O,X
TOILSZJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOILZJS,X,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOILZSJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOIJLSZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
TOIJLZS,X,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TOIJSLZ,O,X,X,X,O,X,O,O,X,X,X,X,X,O,X
TOIJSZL,O,O,X,X,X,X,O,O,X,X,X,X,X,O,X
TOIJZLS,O,O,X,X,O,X,O,O,X,X,X,X,X,X,X
TOIJZSL,O,X,X,X,X,X,O,O,X,X,X,X,X,O,X
TOISLJZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOISLZJ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOISJLZ,O,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOISJZL,O,O,X,X,X,X,X,X,X,X,X,X,X,O,X
TOISZLJ,X,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TOISZJL,O,O,X,X,X,O,X,X,X,X,X,X,X,O,X
TOIZLJS,O,O,X,X,X,O,O,X,X,X,X,X,X,X,X
TOIZLSJ,X,X,X,X,X,O,X,X,X,X,X,O,X,O,X
TOIZJLS,O,O,X,X,X,O,O,O,O,X,X,X,X,X,X
TOIZJSL,O,X,X,X,X,O,O,O,O,X,X,X,X,O,X
TOIZSLJ,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOIZSJL,X,X,X,X,X,O,X,X,X,X,X,X,X,O,X
TOLIJSZ,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOLIJZS,O,X,X,X,O,X,O,X,X,X,X,X,X,X,X
TOLISJZ,O,X,X,X,O,O,X,X,X,X,X,X,X,X,X
TOLISZJ,O,X,X,O,X,O,X,X,X,X,X,O,X,X,X
TOLIZJS,O,X,X,X,X,O,O,X,O,X,X,X,X,X,X
TOLIZSJ,O,X,X,X,X,O,X,X,X,X,X,O,X,X,X
TOLJISZ,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TOLJIZS,O,X,X,X,O,X,O,O,X,X,X,X,X,X,X
TOLJSIZ,O,X,X,X,O,O,O,O,X,X,X,X,X,X,X
TOLJSZI,O,X,X,X,O,O,O,X,X,X,X,X,X,X,X
TOLJZIS,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X
TOLJZSI,O,X,X,X,O,O,O,O,O,X,X,X,X,X,X
